"hlf0071_h","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"4","2013","(1c) basic vocational qualification","810","0.148066037957507","0.139523346029555","0.15660872988546"
"4","2013","(2b) intermediate general qualification","72","0.103779947961371","0.0850271838967615","0.12253271202598"
"4","2013","(2a) intermediate vocational","688","0.121979930035312","0.114230540020234","0.129729320050391"
"4","2013","(2c_gen) general maturity certificate","134","0.114829615920187","0.0993189935405558","0.130340238299819"
"4","2013","(2c_voc) vocational maturity certificate","236","0.110369878025813","0.098913832520752","0.121825923530873"
"4","2013","(3a) lower tertiary education","306","0.169704392476162","0.154029529455146","0.185379255497177"
"4","2013","(3b) higher tertiary education","574","0.143683553528488","0.133627573324825","0.15373953373215"
"5","2013","(0) in school","7","","",""
"5","2013","(1a) inadequately completed","4","","",""
"5","2013","(1b) general elementary school","26","","",""
"5","2013","(1c) basic vocational qualification","116","0.0240011132777638","0.0203197861953064","0.0276824403602213"
"5","2013","(2b) intermediate general qualification","12","","",""
"5","2013","(2a) intermediate vocational","87","0.0165283386555917","0.0135093141811696","0.0195473631300139"
"5","2013","(2c_gen) general maturity certificate","12","","",""
"5","2013","(2c_voc) vocational maturity certificate","25","","",""
"5","2013","(3a) lower tertiary education","28","","",""
"5","2013","(3b) higher tertiary education","92","0.0272052047122012","0.0225414000174219","0.0318690094069805"
"1","2014","(0) in school","34","0.0372369093233764","0.0248253638883797","0.0496484547583731"
"1","2014","(1a) inadequately completed","47","0.05643512558295","0.0370615192640373","0.0758087319018627"
"1","2014","(1b) general elementary school","124","0.0303109714152211","0.023487452685332","0.0371344901451103"
"1","2014","(1c) basic vocational qualification","136","0.014033796664036","0.0110230811923399","0.017044512135732"
"1","2014","(2b) intermediate general qualification","34","0.0251267241270012","0.0147919222545126","0.0354615259994898"
"1","2014","(2a) intermediate vocational","128","0.0130640561482039","0.0102087120538233","0.0159194002425845"
"1","2014","(2c_gen) general maturity certificate","63","0.0377208719147814","0.0279748707787729","0.0474668730507898"
"1","2014","(2c_voc) vocational maturity certificate","72","0.0186238350116418","0.0133433655067597","0.0239043045165238"
"1","2014","(3a) lower tertiary education","26","","",""
"1","2014","(3b) higher tertiary education","102","0.0207706274539704","0.0164549484729625","0.0250863064349782"
"2","2014","(0) in school","175","0.162346136235694","0.13817302178962","0.186519250681769"
"2","2014","(1a) inadequately completed","110","0.20483585189653","0.170952901390552","0.238718802402509"
"2","2014","(1b) general elementary school","379","0.107843846417926","0.0954982992853377","0.120189393550514"
"2","2014","(1c) basic vocational qualification","685","0.0854360562456279","0.0782815652000706","0.0925905472911853"
"2","2014","(2b) intermediate general qualification","175","0.165463382572553","0.140925686404807","0.190001078740299"
"2","2014","(2a) intermediate vocational","926","0.138027628245147","0.129353923480277","0.146701333010016"
"2","2014","(2c_gen) general maturity certificate","288","0.18015807761035","0.160498372747959","0.199817782472741"
"2","2014","(2c_voc) vocational maturity certificate","452","0.15014346647854","0.136191152010361","0.16409578094672"
"2","2014","(3a) lower tertiary education","281","0.125555611813715","0.111187553911106","0.139923669716324"
"2","2014","(3b) higher tertiary education","751","0.168253117460725","0.1569327829773","0.179573451944149"
"3","2014","(0) in school","620","0.716506665408233","0.686963238155767","0.7460500926607"
"3","2014","(1a) inadequately completed","362","0.66337544893368","0.623701773985556","0.703049123881803"
"3","2014","(1b) general elementary school","1678","0.731211179722418","0.713566278497224","0.748856080947611"
"3","2014","(1c) basic vocational qualification","4163","0.720583775678131","0.709099088775361","0.732068462580901"
"3","2014","(2b) intermediate general qualification","584","0.66237350551582","0.631146533581649","0.693600477449991"
"3","2014","(2a) intermediate vocational","4251","0.701739249718645","0.690234931477658","0.713243567959631"
"3","2014","(2c_gen) general maturity certificate","987","0.667237783341768","0.643133602165501","0.691341964518035"
"3","2014","(2c_voc) vocational maturity certificate","1751","0.700271474466968","0.68237706031061","0.718165888623326"
"3","2014","(3a) lower tertiary education","1418","0.681209124095105","0.661001880477737","0.701416367712472"
"3","2014","(3b) higher tertiary education","2703","0.640270555869819","0.625747705362195","0.654793406377442"
"4","2014","(0) in school","64","0.0814206927443702","0.0634937984727947","0.0993475870159456"
"4","2014","(1a) inadequately completed","25","","",""
"4","2014","(1b) general elementary school","211","0.113438271117887","0.100816319565003","0.126060222670771"
"4","2014","(1c) basic vocational qualification","774","0.153172926751421","0.143954867770483","0.162390985732359"
"4","2014","(2b) intermediate general qualification","77","0.129472855114715","0.107304133062459","0.15164157716697"
"4","2014","(2a) intermediate vocational","690","0.130724452307015","0.122247649176351","0.13920125543768"
"4","2014","(2c_gen) general maturity certificate","117","0.104277333163332","0.0886434521119759","0.119911214214689"
"4","2014","(2c_voc) vocational maturity certificate","220","0.119481291390518","0.10681237482214","0.132150207958895"
"4","2014","(3a) lower tertiary education","291","0.15837896693886","0.142547507562563","0.174210426315156"
"4","2014","(3b) higher tertiary education","552","0.14824047166695","0.137487611385355","0.158993331948545"
"5","2014","(0) in school","1","","",""
"5","2014","(1a) inadequately completed","1","","",""
"5","2014","(1b) general elementary school","33","0.0171957313265486","0.0120216165061309","0.0223698461469663"
"5","2014","(1c) basic vocational qualification","106","0.0267734446607841","0.0226419213169904","0.0309049680045778"
"5","2014","(2b) intermediate general qualification","11","","",""
"5","2014","(2a) intermediate vocational","80","0.0164446135809893","0.0132465566045599","0.0196426705574188"
"5","2014","(2c_gen) general maturity certificate","13","","",""
"5","2014","(2c_voc) vocational maturity certificate","23","","",""
"5","2014","(3a) lower tertiary education","27","","",""
"5","2014","(3b) higher tertiary education","87","0.0224652275485365","0.0179808349528476","0.0269496201442253"
"1","2015","(0) in school","38","0.0347403486687621","0.0218892590422859","0.0475914382952384"
"1","2015","(1a) inadequately completed","52","0.0746663568714186","0.0534566951309828","0.0958760186118544"
"1","2015","(1b) general elementary school","132","0.0305417729578737","0.0235624013724816","0.0375211445432658"
"1","2015","(1c) basic vocational qualification","151","0.0156685396074624","0.0124138421535157","0.0189232370614092"
"1","2015","(2b) intermediate general qualification","39","0.0348884938924538","0.0225308338579865","0.0472461539269212"
"1","2015","(2a) intermediate vocational","102","0.012012954690259","0.0092121306028487","0.0148137787776692"
"1","2015","(2c_gen) general maturity certificate","83","0.0310088681443297","0.0224912952385686","0.0395264410500907"
"1","2015","(2c_voc) vocational maturity certificate","92","0.0310217243383694","0.0243715253204975","0.0376719233562412"
"1","2015","(3a) lower tertiary education","16","","",""
"1","2015","(3b) higher tertiary education","99","0.0172437643131221","0.0134377492724709","0.0210497793537732"
"2","2015","(0) in school","159","0.202088229880849","0.173907727226069","0.230268732535629"
"2","2015","(1a) inadequately completed","140","0.191229030613513","0.159495983688292","0.222962077538734"
"2","2015","(1b) general elementary school","356","0.118127011188728","0.105035726215462","0.131218296161994"
"2","2015","(1c) basic vocational qualification","616","0.0754427819166935","0.0685212627584802","0.0823643010749067"
"2","2015","(2b) intermediate general qualification","148","0.122985561579789","0.100868021559411","0.145103101600166"
"2","2015","(2a) intermediate vocational","861","0.122161058440318","0.113742085707412","0.130580031173225"
"2","2015","(2c_gen) general maturity certificate","314","0.158829415671659","0.140868829402849","0.176790001940469"
"2","2015","(2c_voc) vocational maturity certificate","486","0.154824459693796","0.140949302832324","0.168699616555268"
"2","2015","(3a) lower tertiary education","253","0.120810733975078","0.106375105464834","0.135246362485321"
"2","2015","(3b) higher tertiary education","759","0.160702187637873","0.149964753894893","0.171439621380853"
"3","2015","(0) in school","516","0.669557901355392","0.63654812778894","0.702567674921845"
"3","2015","(1a) inadequately completed","374","0.673490534315574","0.635651876639905","0.711329191991243"
"3","2015","(1b) general elementary school","1620","0.722444157308771","0.704281391755421","0.74060692286212"
"3","2015","(1c) basic vocational qualification","4037","0.736083600701848","0.724532524706978","0.747634676696719"
"3","2015","(2b) intermediate general qualification","581","0.690430801837111","0.659296055193104","0.721565548481118"
"3","2015","(2a) intermediate vocational","4112","0.712919004539525","0.701288257614498","0.724549751464552"
"3","2015","(2c_gen) general maturity certificate","1065","0.698920144354478","0.676379432374083","0.721460856334873"
"3","2015","(2c_voc) vocational maturity certificate","1788","0.681641348952241","0.66377314312104","0.699509554783441"
"3","2015","(3a) lower tertiary education","1365","0.679234227278868","0.658559226298842","0.699909228258894"
"3","2015","(3b) higher tertiary education","2985","0.65149590008568","0.63756460965207","0.66542719051929"
"4","2015","(0) in school","65","0.0932925312401465","0.0728818347584321","0.113703227721861"
"4","2015","(1a) inadequately completed","23","","",""
"4","2015","(1b) general elementary school","202","0.116264865057496","0.103263469984866","0.129266260130127"
"4","2015","(1c) basic vocational qualification","686","0.147730101075932","0.138430833294213","0.157029368857651"
"4","2015","(2b) intermediate general qualification","66","0.132596927206202","0.109757584880757","0.155436269531647"
"4","2015","(2a) intermediate vocational","647","0.135232414393932","0.126440663174291","0.144024165613572"
"4","2015","(2c_gen) general maturity certificate","120","0.104783927761229","0.089734351453005","0.119833504069453"
"4","2015","(2c_voc) vocational maturity certificate","214","0.116718415764761","0.10440257868753","0.129034252841992"
"4","2015","(3a) lower tertiary education","294","0.17337357869185","0.156605324634337","0.190141832749364"
"4","2015","(3b) higher tertiary education","573","0.149363308834407","0.138941920588468","0.159784697080345"
"5","2015","(0) in school","2","","",""
"5","2015","(1a) inadequately completed","1","","",""
"5","2015","(1b) general elementary school","25","","",""
"5","2015","(1c) basic vocational qualification","103","0.0250749766980636","0.0209773578462914","0.0291725955498359"
"5","2015","(2b) intermediate general qualification","13","","",""
"5","2015","(2a) intermediate vocational","90","0.0176745679359665","0.0142870049011116","0.0210621309708214"
"5","2015","(2c_gen) general maturity certificate","9","","",""
"5","2015","(2c_voc) vocational maturity certificate","31","0.0157940512508326","0.0110117776466277","0.0205763248550376"
"5","2015","(3a) lower tertiary education","30","0.0193235662714229","0.0132261161371909","0.0254210164056548"
"5","2015","(3b) higher tertiary education","78","0.0211948391289183","0.0169837469838482","0.0254059312739884"
"1","2016","(0) in school","32","0.0239788237616537","0.0129564333594105","0.0350012141638968"
"1","2016","(1a) inadequately completed","220","0.0651529200311096","0.0527946995632383","0.077511140498981"
"1","2016","(1b) general elementary school","188","0.0242873309670329","0.0183183044757629","0.0302563574583029"
"1","2016","(1c) basic vocational qualification","113","0.0120541724910391","0.00907489366204773","0.0150334513200304"
"1","2016","(2b) intermediate general qualification","31","0.0227459542706482","0.0124145604445049","0.0330773480967916"
"1","2016","(2a) intermediate vocational","97","0.013820605007917","0.0106893462915286","0.0169518637243054"
"1","2016","(2c_gen) general maturity certificate","103","0.0266929087989057","0.0190843508032372","0.0343014667945742"
"1","2016","(2c_voc) vocational maturity certificate","94","0.0269980317124207","0.020668713682826","0.0333273497420154"
"1","2016","(3a) lower tertiary education","13","","",""
"1","2016","(3b) higher tertiary education","176","0.0171782521058875","0.0134532150100115","0.0209032892017636"
"2","2016","(0) in school","143","0.20170698028237","0.172795264831845","0.230618695732895"
"2","2016","(1a) inadequately completed","350","0.209980405536115","0.18958524984515","0.230375561227079"
"2","2016","(1b) general elementary school","427","0.127963490199336","0.115010709540802","0.14091627085787"
"2","2016","(1c) basic vocational qualification","551","0.0768460568932199","0.0695745613472878","0.084117552439152"
"2","2016","(2b) intermediate general qualification","148","0.152603211903682","0.127684342068047","0.177522081739317"
"2","2016","(2a) intermediate vocational","744","0.118765188699862","0.110088223285225","0.127442154114499"
"2","2016","(2c_gen) general maturity certificate","378","0.179862707817731","0.161732895678284","0.197992519957179"
"2","2016","(2c_voc) vocational maturity certificate","430","0.147288012751486","0.133448560784457","0.161127464718516"
"2","2016","(3a) lower tertiary education","226","0.124993262597363","0.109870103761393","0.140116421433334"
"2","2016","(3b) higher tertiary education","868","0.179653321842168","0.168647560909266","0.19065908277507"
"3","2016","(0) in school","507","0.664861541897347","0.630851280411274","0.69887180338342"
"3","2016","(1a) inadequately completed","918","0.678966846742366","0.655588277180116","0.702345416304615"
"3","2016","(1b) general elementary school","1771","0.751385270797719","0.734626297656008","0.76814424393943"
"3","2016","(1c) basic vocational qualification","3765","0.738783807551979","0.726790620274839","0.75077699482912"
"3","2016","(2b) intermediate general qualification","540","0.712880563808619","0.681530185863072","0.744230941754165"
"3","2016","(2a) intermediate vocational","3843","0.722505086356038","0.710495572419435","0.73451460029264"
"3","2016","(2c_gen) general maturity certificate","1126","0.690609076735542","0.668789346070029","0.712428807401056"
"3","2016","(2c_voc) vocational maturity certificate","1759","0.705673484700942","0.687876328946416","0.723470640455467"
"3","2016","(3a) lower tertiary education","1276","0.662850976839266","0.641233130972381","0.68446882270615"
"3","2016","(3b) higher tertiary education","2977","0.624526214115691","0.610643675697881","0.6384087525335"
"4","2016","(0) in school","56","0.108309591819033","0.0859186305759098","0.130700553062156"
"4","2016","(1a) inadequately completed","30","0.037961985366426","0.0283924845509389","0.0475314861819131"
"4","2016","(1b) general elementary school","146","0.0798633959962382","0.0693521868037478","0.0903746051887286"
"4","2016","(1c) basic vocational qualification","629","0.145263613610714","0.135643717057822","0.154883510163607"
"4","2016","(2b) intermediate general qualification","69","0.0945817234123203","0.0743034330420461","0.114860013782595"
"4","2016","(2a) intermediate vocational","590","0.129496548445893","0.120491380687709","0.138501716204076"
"4","2016","(2c_gen) general maturity certificate","105","0.0955565576232689","0.0816794033794842","0.109433711867054"
"4","2016","(2c_voc) vocational maturity certificate","217","0.107932448907687","0.0958150642666795","0.120049833548695"
"4","2016","(3a) lower tertiary education","294","0.192898905924497","0.174855340315617","0.210942471533377"
"4","2016","(3b) higher tertiary education","575","0.157362207665251","0.146922834465959","0.167801580864543"
"5","2016","(0) in school","2","","",""
"5","2016","(1a) inadequately completed","14","","",""
"5","2016","(1b) general elementary school","23","","",""
"5","2016","(1c) basic vocational qualification","96","0.0270523494530476","0.0226231716457943","0.0314815272603009"
"5","2016","(2b) intermediate general qualification","12","","",""
"5","2016","(2a) intermediate vocational","66","0.0154125714902907","0.0121085553692576","0.0187165876113238"
"5","2016","(2c_gen) general maturity certificate","12","","",""
"5","2016","(2c_voc) vocational maturity certificate","19","","",""
"5","2016","(3a) lower tertiary education","28","","",""
"5","2016","(3b) higher tertiary education","78","0.0212800042710027","0.0171426870296888","0.0254173215123166"
"1","2017","(0) in school","33","0.0286113660272738","0.0171938417007421","0.0400288903538056"
"1","2017","(1a) inadequately completed","317","0.0856883217172562","0.0734881633748402","0.0978884800596722"
"1","2017","(1b) general elementary school","227","0.0469588329888584","0.0392326262456674","0.0546850397320495"
"1","2017","(1c) basic vocational qualification","106","0.0127281040315711","0.00970388220533564","0.0157523258578066"
"1","2017","(2b) intermediate general qualification","29","","",""
"1","2017","(2a) intermediate vocational","106","0.0152697580428495","0.012199831414255","0.0183396846714439"
"1","2017","(2c_gen) general maturity certificate","164","0.0336293005750646","0.0259172003317359","0.0413414008183932"
"1","2017","(2c_voc) vocational maturity certificate","97","0.0317283268185973","0.0252034295756899","0.0382532240615046"
"1","2017","(3a) lower tertiary education","25","","",""
"1","2017","(3b) higher tertiary education","189","0.0151147026844671","0.0118093038976948","0.0184201014712394"
"2","2017","(0) in school","151","0.1962729257548","0.169071564553198","0.223474286956401"
"2","2017","(1a) inadequately completed","456","0.155558290551625","0.139760769800659","0.17135581130259"
"2","2017","(1b) general elementary school","486","0.0889218107908025","0.0785265875321101","0.099317034049495"
"2","2017","(1c) basic vocational qualification","529","0.0765862550874251","0.0694118320291452","0.0837606781457051"
"2","2017","(2b) intermediate general qualification","153","0.147336263833822","0.124141198919071","0.170531328748573"
"2","2017","(2a) intermediate vocational","833","0.120973790668638","0.112809850049921","0.129137731287354"
"2","2017","(2c_gen) general maturity certificate","437","0.170594532822436","0.154502612518022","0.186686453126851"
"2","2017","(2c_voc) vocational maturity certificate","451","0.136623879074364","0.123838464925301","0.149409293223426"
"2","2017","(3a) lower tertiary education","251","0.114431292546024","0.100624151708486","0.128238433383562"
"2","2017","(3b) higher tertiary education","946","0.168754658272261","0.158607983762711","0.178901332781811"
"3","2017","(0) in school","572","0.681044759037409","0.649125056233755","0.712964461841062"
"3","2017","(1a) inadequately completed","1201","0.733364895161456","0.714090700637749","0.752639089685163"
"3","2017","(1b) general elementary school","1956","0.738175000206665","0.722119010927484","0.754230989485846"
"3","2017","(1c) basic vocational qualification","3870","0.736300348846577","0.724412707910538","0.748187989782617"
"3","2017","(2b) intermediate general qualification","619","0.7032207899003","0.673324695400431","0.733116884400169"
"3","2017","(2a) intermediate vocational","4404","0.719224397598968","0.707974069976982","0.730474725220954"
"3","2017","(2c_gen) general maturity certificate","1343","0.685397416874366","0.665532157243201","0.705262676505531"
"3","2017","(2c_voc) vocational maturity certificate","1943","0.707162426947354","0.690221995525482","0.724102858369227"
"3","2017","(3a) lower tertiary education","1435","0.693922164587364","0.673933142743364","0.713911186431364"
"3","2017","(3b) higher tertiary education","3362","0.645251434468609","0.632289911158642","0.658212957778576"
"4","2017","(0) in school","60","0.0912715384309448","0.071547724775361","0.110995352086528"
"4","2017","(1a) inadequately completed","43","0.0190397818568196","0.0130829656947656","0.0249965980188735"
"4","2017","(1b) general elementary school","180","0.100643539730031","0.0896557401821353","0.111631339277926"
"4","2017","(1c) basic vocational qualification","666","0.146447111398461","0.13690885437053","0.155985368426392"
"4","2017","(2b) intermediate general qualification","86","0.102537924378544","0.0826860196068915","0.122389829150197"
"4","2017","(2a) intermediate vocational","717","0.131821396767725","0.123352033247193","0.140290760288257"
"4","2017","(2c_gen) general maturity certificate","140","0.102138828996523","0.0891836951535069","0.11509396283954"
"4","2017","(2c_voc) vocational maturity certificate","246","0.105666333013918","0.0942225507486449","0.117110115279191"
"4","2017","(3a) lower tertiary education","295","0.154518142417365","0.138841173117896","0.170195111716834"
"4","2017","(3b) higher tertiary education","658","0.153136674395278","0.14338054615215","0.162892802638405"
"5","2017","(0) in school","3","","",""
"5","2017","(1a) inadequately completed","5","","",""
"5","2017","(1b) general elementary school","31","0.0253008162836432","0.0195655390623988","0.0310360935048876"
"5","2017","(1c) basic vocational qualification","107","0.0279381806359651","0.0234922835929669","0.0323840776789634"
"5","2017","(2b) intermediate general qualification","10","","",""
"5","2017","(2a) intermediate vocational","69","0.0127106569218199","0.00990613071068731","0.0155151831329524"
"5","2017","(2c_gen) general maturity certificate","15","","",""
"5","2017","(2c_voc) vocational maturity certificate","35","0.0188190341457671","0.0137604998297879","0.0238775684617463"
"5","2017","(3a) lower tertiary education","36","0.0211639225375737","0.0149212107094081","0.0274066343657392"
"5","2017","(3b) higher tertiary education","79","0.017742530179385","0.0141660841285993","0.0213189762301708"
"1","2018","(0) in school","25","","",""
"1","2018","(1a) inadequately completed","259","0.0623688234788513","0.0515266202641168","0.0732110266935858"
"1","2018","(1b) general elementary school","215","0.0334108742545135","0.0266449315152449","0.0401768169937822"
"1","2018","(1c) basic vocational qualification","108","0.0122855789915298","0.00920185890824588","0.0153692990748138"
"1","2018","(2b) intermediate general qualification","35","0.0251404695983062","0.0148668524489109","0.0354140867477015"
"1","2018","(2a) intermediate vocational","98","0.0145740730897699","0.0114923056194079","0.0176558405601319"
"1","2018","(2c_gen) general maturity certificate","127","0.0230641882243548","0.0164872062969612","0.0296411701517485"
"1","2018","(2c_voc) vocational maturity certificate","87","0.0241588356049518","0.0182896159349926","0.0300280552749111"
"1","2018","(3a) lower tertiary education","23","","",""
"1","2018","(3b) higher tertiary education","164","0.017666809816489","0.0140061445011121","0.0213274751318659"
"2","2018","(0) in school","126","0.164155244251549","0.136734497749571","0.191575990753527"
"2","2018","(1a) inadequately completed","490","0.207638336611871","0.189452501648078","0.225824171575664"
"2","2018","(1b) general elementary school","443","0.0994517288174026","0.0881843443784382","0.110719113256367"
"2","2018","(1c) basic vocational qualification","484","0.0826033626800927","0.0748971875746524","0.090309537785533"
"2","2018","(2b) intermediate general qualification","158","0.157914322158064","0.133983668326428","0.1818449759897"
"2","2018","(2a) intermediate vocational","757","0.116158816392372","0.107919131395978","0.124398501388765"
"2","2018","(2c_gen) general maturity certificate","430","0.19289290154017","0.175604762245188","0.210181040835151"
"2","2018","(2c_voc) vocational maturity certificate","442","0.128949219018491","0.116138193587835","0.141760244449147"
"2","2018","(3a) lower tertiary education","219","0.110122384098126","0.0963163963104292","0.123928371885824"
"2","2018","(3b) higher tertiary education","866","0.159194074557929","0.149027775533025","0.169360373582833"
"3","2018","(0) in school","505","0.73751388496464","0.704943165636786","0.770084604292493"
"3","2018","(1a) inadequately completed","1086","0.666046837884655","0.644901583564113","0.687192092205197"
"3","2018","(1b) general elementary school","1843","0.75617774814163","0.74001139500646","0.7723441012768"
"3","2018","(1c) basic vocational qualification","3589","0.726215043987168","0.713732622340917","0.738697465633419"
"3","2018","(2b) intermediate general qualification","617","0.701909128791238","0.671891219054118","0.731927038528357"
"3","2018","(2a) intermediate vocational","4214","0.722103127734713","0.710583489377361","0.733622766092064"
"3","2018","(2c_gen) general maturity certificate","1304","0.693429200026222","0.673227356492741","0.713631043559703"
"3","2018","(2c_voc) vocational maturity certificate","1833","0.704921999002498","0.687488211571364","0.722355786433633"
"3","2018","(3a) lower tertiary education","1427","0.703581635982695","0.683440946129766","0.723722325835623"
"3","2018","(3b) higher tertiary education","3202","0.645131877083163","0.631836235657712","0.658427518508614"
"4","2018","(0) in school","40","0.0502994237648317","0.034119966930783","0.0664788805988804"
"4","2018","(1a) inadequately completed","65","0.0545915198349599","0.0444058384528196","0.0647772012171003"
"4","2018","(1b) general elementary school","182","0.0916034195137131","0.0807427391100877","0.102464099917339"
"4","2018","(1c) basic vocational qualification","628","0.153123203443188","0.14304247170752","0.163203935178856"
"4","2018","(2b) intermediate general qualification","73","0.102593062662026","0.0826808568501729","0.122505268473879"
"4","2018","(2a) intermediate vocational","659","0.13336467826772","0.124622170910688","0.142107185624752"
"4","2018","(2c_gen) general maturity certificate","123","0.078138599958791","0.0663790642611563","0.0898981356564258"
"4","2018","(2c_voc) vocational maturity certificate","241","0.125882095930699","0.113202080312393","0.138562111549005"
"4","2018","(3a) lower tertiary education","270","0.153327941405993","0.137437615399906","0.16921826741208"
"4","2018","(3b) higher tertiary education","685","0.166846562748943","0.156486254533595","0.177206870964291"
"5","2018","(0) in school","5","","",""
"5","2018","(1a) inadequately completed","11","","",""
"5","2018","(1b) general elementary school","27","","",""
"5","2018","(1c) basic vocational qualification","93","0.0257728108980213","0.0213370058163711","0.0302086159796716"
"5","2018","(2b) intermediate general qualification","9","","",""
"5","2018","(2a) intermediate vocational","81","0.0137993045154261","0.0107993915549398","0.0167992174759123"
"5","2018","(2c_gen) general maturity certificate","17","","",""
"5","2018","(2c_voc) vocational maturity certificate","26","","",""
"5","2018","(3a) lower tertiary education","36","0.0228095789172921","0.0162252309298727","0.0293939269047114"
"5","2018","(3b) higher tertiary education","58","0.011160675793476","0.00824150396444514","0.0140798476225068"
"1","2019","(0) in school","28","","",""
"1","2019","(1a) inadequately completed","287","0.0865219455298642","0.0735560829203481","0.0994878081393803"
"1","2019","(1b) general elementary school","169","0.0369452173001977","0.0293670494324411","0.0445233851679544"
"1","2019","(1c) basic vocational qualification","82","0.0128386434744939","0.00957326308756122","0.0161040238614266"
"1","2019","(2b) intermediate general qualification","38","0.0230993734317139","0.0132413247647865","0.0329574220986412"
"1","2019","(2a) intermediate vocational","87","0.0126860704220125","0.0098366373636867","0.0155355034803383"
"1","2019","(2c_gen) general maturity certificate","112","0.0389110232453374","0.0302879385079029","0.0475341079827719"
"1","2019","(2c_voc) vocational maturity certificate","61","0.0194495018901405","0.0142852432439336","0.0246137605363475"
"1","2019","(3a) lower tertiary education","22","","",""
"1","2019","(3b) higher tertiary education","160","0.0203664799764056","0.0165927914618319","0.0241401684909792"
"2","2019","(0) in school","114","0.189783141351478","0.158715961386496","0.220850321316459"
"2","2019","(1a) inadequately completed","386","0.146802487898844","0.130480211941972","0.163124763855715"
"2","2019","(1b) general elementary school","374","0.0969349009136106","0.0850482577058217","0.1088215441214"
"2","2019","(1c) basic vocational qualification","422","0.0795194191832795","0.0716720505826157","0.0873667877839433"
"2","2019","(2b) intermediate general qualification","144","0.145189220388689","0.122070284237661","0.168308156539717"
"2","2019","(2a) intermediate vocational","656","0.109961433218578","0.10199632141595","0.117926545021206"
"2","2019","(2c_gen) general maturity certificate","360","0.148717664808537","0.132851841278841","0.164583488338233"
"2","2019","(2c_voc) vocational maturity certificate","402","0.137031961890498","0.12417237389479","0.149891549886206"
"2","2019","(3a) lower tertiary education","243","0.129144004903245","0.115149561339708","0.143138448466781"
"2","2019","(3b) higher tertiary education","803","0.142664058018953","0.13332056971283","0.152007546325076"
"3","2019","(0) in school","426","0.686045134981643","0.649276091428031","0.722814178535255"
"3","2019","(1a) inadequately completed","1078","0.723782276822443","0.703160838157217","0.74440371548767"
"3","2019","(1b) general elementary school","1668","0.750369120763665","0.732981256450665","0.767756985076664"
"3","2019","(1c) basic vocational qualification","3371","0.737321662494382","0.724556664122319","0.750086660866444"
"3","2019","(2b) intermediate general qualification","623","0.741659156871984","0.712933869528929","0.77038444421504"
"3","2019","(2a) intermediate vocational","4301","0.720828436799674","0.709407050721419","0.732249822877929"
"3","2019","(2c_gen) general maturity certificate","1295","0.712072595237116","0.691882044409664","0.732263146064568"
"3","2019","(2c_voc) vocational maturity certificate","1938","0.695294872475256","0.678082404077725","0.712507340872786"
"3","2019","(3a) lower tertiary education","1526","0.681789170045911","0.6623522313774","0.701226108714422"
"3","2019","(3b) higher tertiary education","3558","0.659468576671275","0.646808046447011","0.672129106895539"
"4","2019","(0) in school","44","0.0770370879976778","0.0559112262220492","0.0981629497733064"
"4","2019","(1a) inadequately completed","42","0.0252873921119694","0.0180467091619083","0.0325280750620304"
"4","2019","(1b) general elementary school","149","0.103881725851231","0.0916239448623681","0.116139506840093"
"4","2019","(1c) basic vocational qualification","598","0.144625556365","0.134423662664794","0.154827450065205"
"4","2019","(2b) intermediate general qualification","77","0.0750556454299275","0.057764842985086","0.092346447874769"
"4","2019","(2a) intermediate vocational","761","0.140001988621265","0.131167465875773","0.148836511366756"
"4","2019","(2c_gen) general maturity certificate","146","0.088635765217524","0.0759623104293457","0.101309220005702"
"4","2019","(2c_voc) vocational maturity certificate","307","0.138095247659278","0.125193820177311","0.150996675141245"
"4","2019","(3a) lower tertiary education","364","0.157539861162054","0.142337352945228","0.17274236937888"
"4","2019","(3b) higher tertiary education","764","0.162339260319115","0.152487312425767","0.172191208212464"
"5","2019","(0) in school","","","",""
"5","2019","(1a) inadequately completed","13","","",""
"5","2019","(1b) general elementary school","20","","",""
"5","2019","(1c) basic vocational qualification","93","0.0256947184828453","0.0211053852008373","0.0302840517648533"
"5","2019","(2b) intermediate general qualification","10","","",""
"5","2019","(2a) intermediate vocational","121","0.0165220709384711","0.0132765694120668","0.0197675724648754"
"5","2019","(2c_gen) general maturity certificate","19","","",""
"5","2019","(2c_voc) vocational maturity certificate","39","0.0101284160848275","0.00638404436012121","0.0138727878095337"
"5","2019","(3a) lower tertiary education","51","0.0246464911047262","0.0181764966074191","0.0311164856020333"
"5","2019","(3b) higher tertiary education","97","0.0151616250142512","0.0118970127985875","0.0184262372299148"
