"hlf0071_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"3","1999","Employed","Full Time","4202","0.716518628334005","0.704942836678235","0.728094419989775"
"3","1999","Employed","Part Time","2111","0.713322036204724","0.696967580547178","0.72967649186227"
"3","1999","Employed","Not Working","","","",""
"4","1999","Not Employed","Full Time","","","",""
"4","1999","Not Employed","Part Time","","","",""
"4","1999","Not Employed","Not Working","462","0.113973438093179","0.105105600541329","0.122841275645029"
"4","1999","Employed","Full Time","401","0.072754655139192","0.0660834788071753","0.0794258314712087"
"4","1999","Employed","Part Time","193","0.0729334994091537","0.0635294459824938","0.0823375528358136"
"4","1999","Employed","Not Working","","","",""
"5","1999","Not Employed","Full Time","","","",""
"5","1999","Not Employed","Part Time","","","",""
"5","1999","Not Employed","Not Working","32","0.00763140844745511","0.00520294602478921","0.010059870870121"
"5","1999","Employed","Full Time","12","","",""
"5","1999","Employed","Part Time","15","","",""
"5","1999","Employed","Not Working","","","",""
"1","2000","Not Employed","Full Time","","","",""
"1","2000","Not Employed","Part Time","","","",""
"1","2000","Not Employed","Not Working","133","0.0131067182149663","0.0107570371677534","0.0154563992621792"
"1","2000","Employed","Full Time","194","0.020059378671851","0.0173185589548026","0.0228001983888993"
"1","2000","Employed","Part Time","137","0.0261894870472011","0.021796215883432","0.0305827582109702"
"1","2000","Employed","Not Working","","","",""
"2","2000","Not Employed","Full Time","","","",""
"2","2000","Not Employed","Part Time","","","",""
"2","2000","Not Employed","Not Working","933","0.095674261042903","0.0895972945668515","0.101751227518955"
"2","2000","Employed","Full Time","1645","0.171495664928119","0.164126881088553","0.178864448767686"
"2","2000","Employed","Part Time","853","0.170810016053534","0.160456902562177","0.181163129544892"
"2","2000","Employed","Not Working","","","",""
"3","2000","Not Employed","Full Time","","","",""
"3","2000","Not Employed","Part Time","","","",""
"3","2000","Not Employed","Not Working","6904","0.769660727970708","0.760961904955062","0.778359550986354"
"3","2000","Employed","Full Time","7426","0.727756934194935","0.719055447898871","0.736458420490999"
"3","2000","Employed","Part Time","3701","0.719289513420397","0.706928090442764","0.731650936398031"
"3","2000","Employed","Not Working","","","",""
"4","2000","Not Employed","Full Time","","","",""
"4","2000","Not Employed","Part Time","","","",""
"4","2000","Not Employed","Not Working","931","0.10873983722692","0.102308172116633","0.115171502337207"
"4","2000","Employed","Full Time","750","0.076467853266353","0.0712728322515107","0.0816628742811952"
"4","2000","Employed","Part Time","363","0.0767337529894193","0.06941151258489","0.0840559933939485"
"4","2000","Employed","Not Working","","","",""
"5","2000","Not Employed","Full Time","","","",""
"5","2000","Not Employed","Part Time","","","",""
"5","2000","Not Employed","Not Working","99","0.0128184555445027","0.0104944176729808","0.0151424934160246"
"5","2000","Employed","Full Time","37","0.00422016893874188","0.00295290104479527","0.00548743683268848"
"5","2000","Employed","Part Time","22","","",""
"5","2000","Employed","Not Working","","","",""
"1","2001","Not Employed","Full Time","","","",""
"1","2001","Not Employed","Part Time","","","",""
"1","2001","Not Employed","Not Working","133","0.013728649624178","0.0111938024316836","0.0162634968166725"
"1","2001","Employed","Full Time","185","0.0213634818852271","0.0183838231503764","0.0243431406200779"
"1","2001","Employed","Part Time","106","0.0259727581822617","0.0214829879823449","0.0304625283821784"
"1","2001","Employed","Not Working","","","",""
"2","2001","Not Employed","Full Time","","","",""
"2","2001","Not Employed","Part Time","","","",""
"2","2001","Not Employed","Not Working","782","0.0868806685014249","0.0807449558840385","0.0930163811188114"
"2","2001","Employed","Full Time","1449","0.166487919159363","0.158811350981036","0.17416448733769"
"2","2001","Employed","Part Time","824","0.170409404057177","0.159795914075957","0.181022894038396"
"2","2001","Employed","Not Working","","","",""
"3","2001","Not Employed","Full Time","","","",""
"3","2001","Not Employed","Part Time","","","",""
"3","2001","Not Employed","Not Working","6275","0.774474568498003","0.765370384918757","0.783578752077249"
"3","2001","Employed","Full Time","6726","0.730506393883813","0.72136302917937","0.739649758588255"
"3","2001","Employed","Part Time","3521","0.724349672899149","0.711736251200668","0.736963094597631"
"3","2001","Employed","Not Working","","","",""
"4","2001","Not Employed","Full Time","","","",""
"4","2001","Not Employed","Part Time","","","",""
"4","2001","Not Employed","Not Working","817","0.11265614249735","0.105768619272881","0.119543665721819"
"4","2001","Employed","Full Time","649","0.0766728875615412","0.071189884313066","0.0821558908100164"
"4","2001","Employed","Part Time","343","0.0735397116772591","0.0661716391707102","0.080907784183808"
"4","2001","Employed","Not Working","","","",""
"5","2001","Not Employed","Full Time","","","",""
"5","2001","Not Employed","Part Time","","","",""
"5","2001","Not Employed","Not Working","88","0.0122599708790436","0.00986276291997986","0.0146571788381073"
"5","2001","Employed","Full Time","37","0.00496931751005572","0.00352025737452682","0.00641837764558461"
"5","2001","Employed","Part Time","27","","",""
"5","2001","Employed","Not Working","","","",""
"1","2002","Not Employed","Full Time","","","",""
"1","2002","Not Employed","Part Time","","","",""
"1","2002","Not Employed","Not Working","131","0.0139883018896999","0.0114598962416207","0.0165167075377792"
"1","2002","Employed","Full Time","211","0.0268881407872442","0.0236483438412376","0.0301279377332508"
"1","2002","Employed","Part Time","119","0.0305924136882661","0.025932770760099","0.0352520566164331"
"1","2002","Employed","Not Working","","","",""
"2","2002","Not Employed","Full Time","","","",""
"2","2002","Not Employed","Part Time","","","",""
"2","2002","Not Employed","Not Working","826","0.0991208926678971","0.0926875145184935","0.105554270817301"
"2","2002","Employed","Full Time","1577","0.173385524218436","0.165802997601968","0.180968050834905"
"2","2002","Employed","Part Time","907","0.17274072588509","0.162512254104258","0.182969197665923"
"2","2002","Employed","Not Working","","","",""
"3","2002","Not Employed","Full Time","","","",""
"3","2002","Not Employed","Part Time","","","",""
"3","2002","Not Employed","Not Working","6157","0.737590686049915","0.728119146987129","0.7470622251127"
"3","2002","Employed","Full Time","6935","0.710623912363493","0.701541373782828","0.719706450944158"
"3","2002","Employed","Part Time","3732","0.705136899870406","0.692799049653677","0.717474750087134"
"3","2002","Employed","Not Working","","","",""
"4","2002","Not Employed","Full Time","","","",""
"4","2002","Not Employed","Part Time","","","",""
"4","2002","Not Employed","Not Working","1020","0.131228667608417","0.123959405637018","0.138497929579817"
"4","2002","Employed","Full Time","787","0.0821445225793492","0.0766449051553876","0.0876441400033108"
"4","2002","Employed","Part Time","442","0.0826229250980909","0.075173602475561","0.0900722477206207"
"4","2002","Employed","Not Working","","","",""
"5","2002","Not Employed","Full Time","","","",""
"5","2002","Not Employed","Part Time","","","",""
"5","2002","Not Employed","Not Working","154","0.018071451784071","0.0152035803055555","0.0209393232625865"
"5","2002","Employed","Full Time","66","0.00695790005147764","0.00529303534926959","0.00862276475368569"
"5","2002","Employed","Part Time","47","0.00890703545814734","0.0063647966380019","0.0114492742782928"
"5","2002","Employed","Not Working","","","",""
"1","2003","Not Employed","Full Time","","","",""
"1","2003","Not Employed","Part Time","","","",""
"1","2003","Not Employed","Not Working","126","0.0145709582225448","0.011977862968016","0.0171640534770737"
"1","2003","Employed","Full Time","151","0.0201696714080199","0.0172506714448527","0.023088671371187"
"1","2003","Employed","Part Time","99","0.0189484498735551","0.0152192932429988","0.0226776065041115"
"1","2003","Employed","Not Working","","","",""
"2","2003","Not Employed","Full Time","","","",""
"2","2003","Not Employed","Part Time","","","",""
"2","2003","Not Employed","Not Working","825","0.105161336566717","0.0985229558784333","0.111799717255"
"2","2003","Employed","Full Time","1452","0.177287519863557","0.169357534897352","0.185217504829762"
"2","2003","Employed","Part Time","873","0.18204613074007","0.171491744116868","0.192600517363272"
"2","2003","Employed","Not Working","","","",""
"3","2003","Not Employed","Full Time","","","",""
"3","2003","Not Employed","Part Time","","","",""
"3","2003","Not Employed","Not Working","6114","0.740351482262133","0.73086350502283","0.749839459501435"
"3","2003","Employed","Full Time","6457","0.709786312447916","0.700362383678896","0.719210241216936"
"3","2003","Employed","Part Time","3680","0.696539876245131","0.683965059215329","0.709114693274934"
"3","2003","Employed","Not Working","","","",""
"4","2003","Not Employed","Full Time","","","",""
"4","2003","Not Employed","Part Time","","","",""
"4","2003","Not Employed","Not Working","1006","0.122966654008781","0.115860027914466","0.130073280103097"
"4","2003","Employed","Full Time","791","0.0866690510813028","0.0808271345577306","0.092510967604875"
"4","2003","Employed","Part Time","439","0.091476809420318","0.0835918151865181","0.0993618036541179"
"4","2003","Employed","Not Working","","","",""
"5","2003","Not Employed","Full Time","","","",""
"5","2003","Not Employed","Part Time","","","",""
"5","2003","Not Employed","Not Working","132","0.0169495689398244","0.0141561957337564","0.0197429421458925"
"5","2003","Employed","Full Time","59","0.00608744519920397","0.00447233983494593","0.00770255056346201"
"5","2003","Employed","Part Time","44","0.0109887337209254","0.00813737202390173","0.0138400954179491"
"5","2003","Employed","Not Working","","","",""
"1","2004","Not Employed","Full Time","","","",""
"1","2004","Not Employed","Part Time","","","",""
"1","2004","Not Employed","Not Working","111","0.0125999733764982","0.0101828277280343","0.0150171190249622"
"1","2004","Employed","Full Time","127","0.0173398224726076","0.0145569561283376","0.0201226888168776"
"1","2004","Employed","Part Time","92","0.0233060023707359","0.0191315845570799","0.0274804201843919"
"1","2004","Employed","Not Working","","","",""
"2","2004","Not Employed","Full Time","","","",""
"2","2004","Not Employed","Part Time","","","",""
"2","2004","Not Employed","Not Working","756","0.0914253408164843","0.085179584395768","0.0976710972372005"
"2","2004","Employed","Full Time","1345","0.171039652100231","0.163012090854281","0.179067213346181"
"2","2004","Employed","Part Time","813","0.164071044655836","0.153824358874835","0.174317730436838"
"2","2004","Employed","Not Working","","","",""
"3","2004","Not Employed","Full Time","","","",""
"3","2004","Not Employed","Part Time","","","",""
"3","2004","Not Employed","Not Working","6210","0.759398300798548","0.750135216960421","0.768661384636675"
"3","2004","Employed","Full Time","6147","0.716079386964791","0.706466642557812","0.72569213137177"
"3","2004","Employed","Part Time","3608","0.710482357265899","0.697933709514319","0.72303100501748"
"3","2004","Employed","Not Working","","","",""
"4","2004","Not Employed","Full Time","","","",""
"4","2004","Not Employed","Part Time","","","",""
"4","2004","Not Employed","Not Working","978","0.122271572875105","0.115172293441376","0.129370852308834"
"4","2004","Employed","Full Time","777","0.0895065171082452","0.0834204869980159","0.0955925472184745"
"4","2004","Employed","Part Time","469","0.0930553374219188","0.085017415166291","0.101093259677547"
"4","2004","Employed","Not Working","","","",""
"5","2004","Not Employed","Full Time","","","",""
"5","2004","Not Employed","Part Time","","","",""
"5","2004","Not Employed","Not Working","125","0.0143048121333648","0.0117315511411544","0.0168780731255753"
"5","2004","Employed","Full Time","56","0.00603462135412486","0.00438350002287079","0.00768574268537893"
"5","2004","Employed","Part Time","36","0.00908525828560956","0.00646001506014479","0.0117105015110743"
"5","2004","Employed","Not Working","","","",""
"1","2005","Not Employed","Full Time","","","",""
"1","2005","Not Employed","Part Time","","","",""
"1","2005","Not Employed","Not Working","78","0.0102639684084817","0.00804408449820228","0.0124838523187611"
"1","2005","Employed","Full Time","120","0.0177217530688566","0.0148383214243531","0.02060518471336"
"1","2005","Employed","Part Time","70","0.0187363428069403","0.01491003670364","0.0225626489102406"
"1","2005","Employed","Not Working","","","",""
"2","2005","Not Employed","Full Time","","","",""
"2","2005","Not Employed","Part Time","","","",""
"2","2005","Not Employed","Not Working","784","0.105875426807172","0.0990988631558777","0.112651990458466"
"2","2005","Employed","Full Time","1258","0.173959093989154","0.165674649306277","0.182243538672031"
"2","2005","Employed","Part Time","771","0.165317252292922","0.154834767304361","0.175799737281483"
"2","2005","Employed","Not Working","","","",""
"3","2005","Not Employed","Full Time","","","",""
"3","2005","Not Employed","Part Time","","","",""
"3","2005","Not Employed","Not Working","5997","0.749587420156855","0.740045140605831","0.759129699707878"
"3","2005","Employed","Full Time","5910","0.719263913780167","0.709443442879266","0.729084384681069"
"3","2005","Employed","Part Time","3504","0.721465838204636","0.708815808027367","0.734115868381904"
"3","2005","Employed","Not Working","","","",""
"4","2005","Not Employed","Full Time","","","",""
"4","2005","Not Employed","Part Time","","","",""
"4","2005","Not Employed","Not Working","925","0.118835539340779","0.111708411043589","0.125962667637969"
"4","2005","Employed","Full Time","685","0.0793174763234158","0.0734116802026014","0.0852232724442303"
"4","2005","Employed","Part Time","432","0.0847827674491672","0.0769220835907171","0.0926434513076173"
"4","2005","Employed","Not Working","","","",""
"5","2005","Not Employed","Full Time","","","",""
"5","2005","Not Employed","Part Time","","","",""
"5","2005","Not Employed","Not Working","135","0.0154376452867128","0.012722300007948","0.0181529905654776"
"5","2005","Employed","Full Time","70","0.00973776283840602","0.00759169343816052","0.0118838322386515"
"5","2005","Employed","Part Time","47","0.00969779924633497","0.00693235499251865","0.0124632435001513"
"5","2005","Employed","Not Working","","","",""
"1","2006","Not Employed","Full Time","","","",""
"1","2006","Not Employed","Part Time","","","",""
"1","2006","Not Employed","Not Working","109","0.0170887500442804","0.0143939181633689","0.019783581925192"
"1","2006","Employed","Full Time","139","0.022468885585444","0.0193057842749618","0.0256319868959261"
"1","2006","Employed","Part Time","86","0.0173575985880818","0.0137466389972769","0.0209685581788866"
"1","2006","Employed","Not Working","","","",""
"2","2006","Not Employed","Full Time","","","",""
"2","2006","Not Employed","Part Time","","","",""
"2","2006","Not Employed","Not Working","848","0.104919310976387","0.0985472755212626","0.111291346431511"
"2","2006","Employed","Full Time","1269","0.169463369843887","0.161456286376476","0.177470453311297"
"2","2006","Employed","Part Time","785","0.169475743956251","0.159102609842296","0.179848878070206"
"2","2006","Employed","Not Working","","","",""
"3","2006","Not Employed","Full Time","","","",""
"3","2006","Not Employed","Part Time","","","",""
"3","2006","Not Employed","Not Working","6577","0.734073821242811","0.724886904307781","0.743260738177841"
"3","2006","Employed","Full Time","6136","0.708410381963615","0.698710073874815","0.718110690052416"
"3","2006","Employed","Part Time","3618","0.711977812806298","0.699457180551744","0.724498445060851"
"3","2006","Employed","Not Working","","","",""
"4","2006","Not Employed","Full Time","","","",""
"4","2006","Not Employed","Part Time","","","",""
"4","2006","Not Employed","Not Working","1185","0.126395483444195","0.119486047610963","0.133304919277427"
"4","2006","Employed","Full Time","801","0.0860047416295501","0.0800207605737212","0.0919887226853791"
"4","2006","Employed","Part Time","483","0.0918884821267415","0.0839015464139066","0.0998754178395764"
"4","2006","Employed","Not Working","","","",""
"5","2006","Not Employed","Full Time","","","",""
"5","2006","Not Employed","Part Time","","","",""
"5","2006","Not Employed","Not Working","166","0.0175226342923267","0.0147944082483657","0.0202508603362878"
"5","2006","Employed","Full Time","88","0.013652620977504","0.011175883333358","0.01612935862165"
"5","2006","Employed","Part Time","53","0.00930036252262815","0.00664636203255245","0.0119543630127039"
"5","2006","Employed","Not Working","","","",""
"1","2007","Not Employed","Full Time","","","",""
"1","2007","Not Employed","Part Time","","","",""
"1","2007","Not Employed","Not Working","77","0.0131014480211586","0.0106606092384591","0.0155422868038581"
"1","2007","Employed","Full Time","97","0.0156524239785339","0.0129104041691419","0.0183944437879259"
"1","2007","Employed","Part Time","75","0.020143778460156","0.0161361935167892","0.0241513634035228"
"1","2007","Employed","Not Working","","","",""
"2","2007","Not Employed","Full Time","","","",""
"2","2007","Not Employed","Part Time","","","",""
"2","2007","Not Employed","Not Working","810","0.104040313017274","0.0974865874744658","0.110594038560082"
"2","2007","Employed","Full Time","1269","0.170351825058071","0.162047087268706","0.178656562847435"
"2","2007","Employed","Part Time","715","0.155184971582261","0.144856483879339","0.165513459285184"
"2","2007","Employed","Not Working","","","",""
"3","2007","Not Employed","Full Time","","","",""
"3","2007","Not Employed","Part Time","","","",""
"3","2007","Not Employed","Not Working","6189","0.736804018164156","0.727351254270704","0.746256782057609"
"3","2007","Employed","Full Time","5701","0.718463831193931","0.70852866579875","0.728398996589111"
"3","2007","Employed","Part Time","3418","0.723751711365781","0.710996851521841","0.736506571209722"
"3","2007","Employed","Not Working","","","",""
"4","2007","Not Employed","Full Time","","","",""
"4","2007","Not Employed","Part Time","","","",""
"4","2007","Not Employed","Not Working","1105","0.128330447443122","0.121151116345078","0.135509778541166"
"4","2007","Employed","Full Time","735","0.0870001892656161","0.0807743057519896","0.0932260727792425"
"4","2007","Employed","Part Time","469","0.0930478414056392","0.0847612403410959","0.101334442470183"
"4","2007","Employed","Not Working","","","",""
"5","2007","Not Employed","Full Time","","","",""
"5","2007","Not Employed","Part Time","","","",""
"5","2007","Not Employed","Not Working","156","0.0177237733542891","0.0148914808643583","0.0205560658442199"
"5","2007","Employed","Full Time","70","0.00853173050384875","0.00650001206261336","0.0105634489450841"
"5","2007","Employed","Part Time","44","0.00787169718616232","0.00535083444210197","0.0103925599302227"
"5","2007","Employed","Not Working","","","",""
"1","2008","Not Employed","Full Time","","","",""
"1","2008","Not Employed","Part Time","","","",""
"1","2008","Not Employed","Not Working","60","0.00826664395418003","0.00624961731508737","0.0102836705932727"
"1","2008","Employed","Full Time","88","0.0173267490189985","0.0143696872148334","0.0202838108231635"
"1","2008","Employed","Part Time","70","0.0181058896292268","0.01417377062408","0.0220380086343736"
"1","2008","Employed","Not Working","","","",""
"2","2008","Not Employed","Full Time","","","",""
"2","2008","Not Employed","Part Time","","","",""
"2","2008","Not Employed","Not Working","693","0.0972511257389586","0.0906505722671168","0.1038516792108"
"2","2008","Employed","Full Time","1143","0.168896620722157","0.160406081035218","0.177387160409096"
"2","2008","Employed","Part Time","672","0.168298254028287","0.157264888578064","0.179331619478509"
"2","2008","Employed","Not Working","","","",""
"3","2008","Not Employed","Full Time","","","",""
"3","2008","Not Employed","Part Time","","","",""
"3","2008","Not Employed","Not Working","5706","0.730615317711829","0.720732508928723","0.740498126494936"
"3","2008","Employed","Full Time","5454","0.711297748105757","0.701028276589262","0.721567219622252"
"3","2008","Employed","Part Time","3201","0.703598997421332","0.690131502156457","0.717066492686206"
"3","2008","Employed","Not Working","","","",""
"4","2008","Not Employed","Full Time","","","",""
"4","2008","Not Employed","Part Time","","","",""
"4","2008","Not Employed","Not Working","1093","0.139601761861053","0.13188127366718","0.147322250054926"
"4","2008","Employed","Full Time","720","0.090825910112521","0.0843137406037985","0.0973380796212435"
"4","2008","Employed","Part Time","424","0.0936625372344329","0.0850701801695838","0.102254894299282"
"4","2008","Employed","Not Working","","","",""
"5","2008","Not Employed","Full Time","","","",""
"5","2008","Not Employed","Part Time","","","",""
"5","2008","Not Employed","Not Working","189","0.0242651507339788","0.0208374179181661","0.0276928835497914"
"5","2008","Employed","Full Time","75","0.0116529720405666","0.00922093393848077","0.0140850101426524"
"5","2008","Employed","Part Time","50","0.0163343216867218","0.0125961546568743","0.0200724887165693"
"5","2008","Employed","Not Working","","","",""
"1","2009","Not Employed","Full Time","","","",""
"1","2009","Not Employed","Part Time","","","",""
"1","2009","Not Employed","Not Working","79","0.0126280447030657","0.010030347405032","0.0152257420010993"
"1","2009","Employed","Full Time","103","0.0162234416121615","0.0132656281963808","0.0191812550279423"
"1","2009","Employed","Part Time","73","0.0241577047084517","0.0195280096415101","0.0287873997753932"
"1","2009","Employed","Not Working","","","",""
"2","2009","Not Employed","Full Time","","","",""
"2","2009","Not Employed","Part Time","","","",""
"2","2009","Not Employed","Not Working","641","0.0976851645021956","0.0907784190790243","0.104591909925367"
"2","2009","Employed","Full Time","1098","0.179082289086936","0.170105372790778","0.188059205383094"
"2","2009","Employed","Part Time","677","0.179070086688014","0.167508982986568","0.190631190389461"
"2","2009","Employed","Not Working","","","",""
"3","2009","Not Employed","Full Time","","","",""
"3","2009","Not Employed","Part Time","","","",""
"3","2009","Not Employed","Not Working","5125","0.720205584384727","0.709762522373266","0.730648646396188"
"3","2009","Employed","Full Time","4993","0.689722708816319","0.678891839825971","0.700553577806667"
"3","2009","Employed","Part Time","2958","0.673990539978087","0.659856160857144","0.68812491909903"
"3","2009","Employed","Not Working","","","",""
"4","2009","Not Employed","Full Time","","","",""
"4","2009","Not Employed","Part Time","","","",""
"4","2009","Not Employed","Not Working","1068","0.143310639001361","0.135159261684917","0.151462016317806"
"4","2009","Employed","Full Time","747","0.103279300330558","0.0961542770861226","0.110404323574993"
"4","2009","Employed","Part Time","458","0.108344646342879","0.0989725450606293","0.117716747625128"
"4","2009","Employed","Not Working","","","",""
"5","2009","Not Employed","Full Time","","","",""
"5","2009","Not Employed","Part Time","","","",""
"5","2009","Not Employed","Not Working","185","0.0261705674086501","0.0224566853219574","0.0298844494953428"
"5","2009","Employed","Full Time","67","0.0116922601540258","0.00917547364297309","0.0142090466650785"
"5","2009","Employed","Part Time","59","0.0144370222825682","0.0108402268481729","0.0180338177169636"
"5","2009","Employed","Not Working","","","",""
"1","2010","Not Employed","Full Time","","","",""
"1","2010","Not Employed","Part Time","","","",""
"1","2010","Not Employed","Not Working","301","0.0123148131503799","0.0100112156721735","0.0146184106285863"
"1","2010","Employed","Full Time","230","0.0118620157945854","0.0096543991824349","0.014069632406736"
"1","2010","Employed","Part Time","216","0.0221542749092752","0.0185349913973554","0.025773558421195"
"1","2010","Employed","Not Working","","","",""
"2","2010","Not Employed","Full Time","","","",""
"2","2010","Not Employed","Part Time","","","",""
"2","2010","Not Employed","Not Working","1295","0.106084247502721","0.0996520828049301","0.112516412200512"
"2","2010","Employed","Full Time","1790","0.175148694846471","0.167398245305643","0.1828991443873"
"2","2010","Employed","Part Time","1280","0.165266308651918","0.156133070162879","0.174399547140958"
"2","2010","Employed","Not Working","","","",""
"3","2010","Not Employed","Full Time","","","",""
"3","2010","Not Employed","Part Time","","","",""
"3","2010","Not Employed","Not Working","5918","0.703120102924747","0.693577022941757","0.712663182907736"
"3","2010","Employed","Full Time","6336","0.702571659445356","0.69325045368169","0.711892865209023"
"3","2010","Employed","Part Time","4262","0.697949855823864","0.686659430620988","0.70924028102674"
"3","2010","Employed","Not Working","","","",""
"4","2010","Not Employed","Full Time","","","",""
"4","2010","Not Employed","Part Time","","","",""
"4","2010","Not Employed","Not Working","1094","0.148914007171694","0.141478032402321","0.156349981941067"
"4","2010","Employed","Full Time","810","0.0988981124954934","0.0928109266858986","0.104985298305088"
"4","2010","Employed","Part Time","518","0.0946446022873892","0.0874465311194679","0.101842673455311"
"4","2010","Employed","Not Working","","","",""
"5","2010","Not Employed","Full Time","","","",""
"5","2010","Not Employed","Part Time","","","",""
"5","2010","Not Employed","Not Working","197","0.0295668292504583","0.0260287414673587","0.0331049170335579"
"5","2010","Employed","Full Time","73","0.0115195174180935","0.0093436281023538","0.0136954067338332"
"5","2010","Employed","Part Time","77","0.0199849583275532","0.0165436256563291","0.0234262909987773"
"5","2010","Employed","Not Working","","","",""
"1","2011","Not Employed","Full Time","","","",""
"1","2011","Not Employed","Part Time","","","",""
"1","2011","Not Employed","Not Working","278","0.0134040102416287","0.0112237555247257","0.0155842649585317"
"1","2011","Employed","Full Time","241","0.0149246441883522","0.0126202006913347","0.0172290876853697"
"1","2011","Employed","Part Time","210","0.0176418367014948","0.014696054579805","0.0205876188231846"
"1","2011","Employed","Not Working","","","",""
"2","2011","Not Employed","Full Time","","","",""
"2","2011","Not Employed","Part Time","","","",""
"2","2011","Not Employed","Not Working","1343","0.0922060444425469","0.0867208310781609","0.097691257806933"
"2","2011","Employed","Full Time","1937","0.166346253159658","0.159268772216134","0.173423734103183"
"2","2011","Employed","Part Time","1522","0.171931968208891","0.163488806238307","0.180375130179474"
"2","2011","Employed","Not Working","","","",""
"3","2011","Not Employed","Full Time","","","",""
"3","2011","Not Employed","Part Time","","","",""
"3","2011","Not Employed","Not Working","7467","0.721553909646385","0.713055745007836","0.730052074284933"
"3","2011","Employed","Full Time","7371","0.699138769139101","0.690422228673486","0.707855309604715"
"3","2011","Employed","Part Time","5110","0.679005068311531","0.668558361903709","0.689451774719352"
"3","2011","Employed","Not Working","","","",""
"4","2011","Not Employed","Full Time","","","",""
"4","2011","Not Employed","Part Time","","","",""
"4","2011","Not Employed","Not Working","1378","0.144959683452212","0.138284901257699","0.151634465646724"
"4","2011","Employed","Full Time","990","0.107761751656837","0.10186853940206","0.113654963911613"
"4","2011","Employed","Part Time","751","0.118182841395139","0.110959131769523","0.125406551020756"
"4","2011","Employed","Not Working","","","",""
"5","2011","Not Employed","Full Time","","","",""
"5","2011","Not Employed","Part Time","","","",""
"5","2011","Not Employed","Not Working","221","0.0278763522172278","0.0247553152561958","0.0309973891782598"
"5","2011","Employed","Full Time","96","0.0118285818560523","0.00977381842546319","0.0138833452866414"
"5","2011","Employed","Part Time","79","0.0132382853829444","0.0106807844019593","0.0157957863639296"
"5","2011","Employed","Not Working","","","",""
"1","2012","Not Employed","Full Time","","","",""
"1","2012","Not Employed","Part Time","","","",""
"1","2012","Not Employed","Not Working","223","0.0137718967242597","0.0115268699491702","0.0160169234993492"
"1","2012","Employed","Full Time","240","0.0174913934335865","0.0149760165769686","0.0200067702902045"
"1","2012","Employed","Part Time","196","0.0217470109709848","0.0184391881443095","0.02505483379766"
"1","2012","Employed","Not Working","","","",""
"2","2012","Not Employed","Full Time","","","",""
"2","2012","Not Employed","Part Time","","","",""
"2","2012","Not Employed","Not Working","1232","0.0873172438247404","0.0818791600795326","0.0927553275699483"
"2","2012","Employed","Full Time","1772","0.156782208159944","0.149805654418188","0.1637587619017"
"2","2012","Employed","Part Time","1334","0.153857541503666","0.14567481568099","0.162040267326342"
"2","2012","Employed","Not Working","","","",""
"3","2012","Not Employed","Full Time","","","",""
"3","2012","Not Employed","Part Time","","","",""
"3","2012","Not Employed","Not Working","7205","0.717768314465033","0.709098077137609","0.726438551792457"
"3","2012","Employed","Full Time","7351","0.707140475162553","0.698408646616308","0.715872303708798"
"3","2012","Employed","Part Time","5146","0.695467109090138","0.685030191321354","0.705904026858922"
"3","2012","Employed","Not Working","","","",""
"4","2012","Not Employed","Full Time","","","",""
"4","2012","Not Employed","Part Time","","","",""
"4","2012","Not Employed","Not Working","1434","0.153057471952428","0.14612177358099","0.159993170323866"
"4","2012","Employed","Full Time","975","0.107675079381109","0.101727478924276","0.113622679837941"
"4","2012","Employed","Part Time","708","0.114330917751025","0.107114287604216","0.121547547897833"
"4","2012","Employed","Not Working","","","",""
"5","2012","Not Employed","Full Time","","","",""
"5","2012","Not Employed","Part Time","","","",""
"5","2012","Not Employed","Not Working","258","0.0280850730335384","0.0249024304871278","0.0312677155799489"
"5","2012","Employed","Full Time","96","0.0109108438628077","0.00891755809649016","0.0129041296291253"
"5","2012","Employed","Part Time","85","0.0145974206841869","0.0118774653598422","0.0173173760085316"
"5","2012","Employed","Not Working","","","",""
"1","2013","Not Employed","Full Time","","","",""
"1","2013","Not Employed","Part Time","","","",""
"1","2013","Not Employed","Not Working","552","0.022812851199472","0.0203741388222869","0.025251563576657"
"1","2013","Employed","Full Time","203","0.0140124292302203","0.0116764262383796","0.016348432222061"
"1","2013","Employed","Part Time","185","0.0173257535065906","0.0143076319879088","0.0203438750252723"
"1","2013","Employed","Not Working","","","",""
"2","2013","Not Employed","Full Time","","","",""
"2","2013","Not Employed","Part Time","","","",""
"2","2013","Not Employed","Not Working","2250","0.112999823071954","0.107828726360693","0.118170919783215"
"2","2013","Employed","Full Time","1600","0.133826603083563","0.127060250785467","0.140592955381659"
"2","2013","Employed","Part Time","1218","0.137428974154004","0.129465135472769","0.145392812835238"
"2","2013","Employed","Not Working","","","",""
"3","2013","Not Employed","Full Time","","","",""
"3","2013","Not Employed","Part Time","","","",""
"3","2013","Not Employed","Not Working","9824","0.702358604418628","0.694890540182154","0.709826668655102"
"3","2013","Employed","Full Time","6844","0.715928838719523","0.70696633270441","0.724891344734636"
"3","2013","Employed","Part Time","5014","0.706059012612783","0.695521540367108","0.716596484858458"
"3","2013","Employed","Not Working","","","",""
"4","2013","Not Employed","Full Time","","","",""
"4","2013","Not Employed","Part Time","","","",""
"4","2013","Not Employed","Not Working","1534","0.137585489610646","0.131959145770059","0.143211833451233"
"4","2013","Employed","Full Time","983","0.120533882528397","0.114063274570301","0.127004490486494"
