"hlf0071_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Much too big","2012","Not Employed","middle vocational","116","0.0240799153498115","0.0198256999580378","0.0283341307415851"
"Much too big","2012","Not Employed","vocational + Abi","8","","",""
"Much too big","2012","Not Employed","higher vocational","12","","",""
"Much too big","2012","Not Employed","higher education","64","0.0519652231028579","0.0409931080555062","0.0629373381502096"
"Much too big","2012","Employed","in school","2","","",""
"Much too big","2012","Employed","inadequately","1","","",""
"Much too big","2012","Employed","general elemantary","10","","",""
"Much too big","2012","Employed","middle vocational","96","0.0141699271464266","0.0116724129279755","0.0166674413648777"
"Much too big","2012","Employed","vocational + Abi","9","","",""
"Much too big","2012","Employed","higher vocational","15","","",""
"Much too big","2012","Employed","higher education","47","0.0106165403629936","0.00764998640901302","0.0135830943169741"
"Much too small","2013","Not Employed","in school","33","0.0290033566100469","0.0184588887736677","0.0395478244464261"
"Much too small","2013","Not Employed","inadequately","46","0.0786767743128158","0.0547156879553996","0.102637860670232"
"Much too small","2013","Not Employed","general elemantary","144","0.0314652922890325","0.0247081578452235","0.0382224267328415"
"Much too small","2013","Not Employed","middle vocational","192","0.0165673698466714","0.0133782676565085","0.0197564720368342"
"Much too small","2013","Not Employed","vocational + Abi","56","0.0378422633779624","0.0256245485035696","0.0500599782523552"
"Much too small","2013","Not Employed","higher vocational","1","","",""
"Much too small","2013","Not Employed","higher education","64","0.0211680497814876","0.0155108086424097","0.0268252909205656"
"Much too small","2013","Employed","in school","3","","",""
"Much too small","2013","Employed","inadequately","9","","",""
"Much too small","2013","Employed","general elemantary","45","0.0314647507309341","0.02181807602807","0.0411114254337982"
"Much too small","2013","Employed","middle vocational","207","0.0158498805534882","0.0131251215960684","0.0185746395109081"
"Much too small","2013","Employed","vocational + Abi","38","0.0165587506473283","0.00996082069843764","0.023156680596219"
"Much too small","2013","Employed","higher vocational","12","","",""
"Much too small","2013","Employed","higher education","68","0.012327819549933","0.00906370511628914","0.0155919339835768"
"A little too small","2013","Not Employed","in school","212","0.167491008916113","0.144028098280346","0.19095391955188"
"A little too small","2013","Not Employed","inadequately","111","0.202573030375986","0.166803478930986","0.238342581820985"
"A little too small","2013","Not Employed","general elemantary","427","0.10966572984624","0.0975708629764239","0.121760596716056"
"A little too small","2013","Not Employed","middle vocational","799","0.0906842814217441","0.083509763871566","0.0978587989719223"
"A little too small","2013","Not Employed","vocational + Abi","198","0.189172192147253","0.164095441520255","0.214248942774251"
"A little too small","2013","Not Employed","higher vocational","53","0.0951023912183299","0.0700326034360093","0.12017217900065"
"A little too small","2013","Not Employed","higher education","387","0.125471051994138","0.112452308720625","0.138489795267651"
"A little too small","2013","Employed","in school","12","","",""
"A little too small","2013","Employed","inadequately","32","0.189803482583271","0.127048279997268","0.252558685169274"
"A little too small","2013","Employed","general elemantary","229","0.138478193224288","0.119391460057514","0.157564926391062"
"A little too small","2013","Employed","middle vocational","1302","0.126257130110744","0.119011032226578","0.13350322799491"
"A little too small","2013","Employed","vocational + Abi","260","0.160604870221763","0.141621108028981","0.179588632414545"
"A little too small","2013","Employed","higher vocational","184","0.128702038722597","0.10981818246183","0.147585894983363"
"A little too small","2013","Employed","higher education","749","0.147273411332717","0.136790476002481","0.157756346662954"
"Just right","2013","Not Employed","in school","652","0.706151561896549","0.67752940709641","0.734773716696687"
"Just right","2013","Not Employed","inadequately","309","0.663661396574372","0.621614024465643","0.705708768683101"
"Just right","2013","Not Employed","general elemantary","1752","0.719695012789461","0.702309850881731","0.73708017469719"
"Just right","2013","Not Employed","middle vocational","4317","0.722816171678355","0.711632942636689","0.733999400720021"
"Just right","2013","Not Employed","vocational + Abi","605","0.64647236120736","0.615862246085972","0.677082476328749"
"Just right","2013","Not Employed","higher vocational","366","0.670722124936812","0.630560820480551","0.710883429393073"
"Just right","2013","Not Employed","higher education","1643","0.652801411266156","0.6340907250186","0.671512097513712"
"Just right","2013","Employed","in school","79","0.788047811912817","0.709120972033613","0.866974651792021"
"Just right","2013","Employed","inadequately","99","0.638146146897239","0.561245651442768","0.715046642351711"
"Just right","2013","Employed","general elemantary","904","0.742378357526451","0.718211977866786","0.766544737186115"
"Just right","2013","Employed","middle vocational","5710","0.723776480940311","0.714021712206331","0.73353124967429"
"Just right","2013","Employed","vocational + Abi","1018","0.707103398803193","0.683573593404975","0.730633204201412"
"Just right","2013","Employed","higher vocational","874","0.725190712828923","0.700016468466587","0.750364957191258"
"Just right","2013","Employed","higher education","2966","0.673139620304375","0.65926409134896","0.687015149259791"
"A little too big","2013","Not Employed","in school","72","0.0903918607476039","0.0723748182440589","0.108408903251149"
"A little too big","2013","Not Employed","inadequately","14","","",""
"A little too big","2013","Not Employed","general elemantary","213","0.118447550191555","0.105939886356281","0.130955214026829"
"A little too big","2013","Not Employed","middle vocational","736","0.147099709400829","0.138250094270622","0.155949324531037"
"A little too big","2013","Not Employed","vocational + Abi","69","0.112914887430759","0.0926503570376949","0.133179417823823"
"A little too big","2013","Not Employed","higher vocational","88","0.193977020571562","0.16018578492587","0.227768256217253"
"A little too big","2013","Not Employed","higher education","330","0.160359740587477","0.145938437712279","0.174781043462675"
"A little too big","2013","Employed","in school","6","","",""
"A little too big","2013","Employed","inadequately","9","","",""
"A little too big","2013","Employed","general elemantary","73","0.0701786195015602","0.0560626749092264","0.084294564093894"
"A little too big","2013","Employed","middle vocational","773","0.118831652181477","0.11177205486475","0.125891249498203"
"A little too big","2013","Employed","vocational + Abi","110","0.0950018359450095","0.0798414745160645","0.110162197373954"
"A little too big","2013","Employed","higher vocational","122","0.126374044366321","0.107636773698638","0.145111315034005"
"A little too big","2013","Employed","higher education","550","0.149717896126144","0.139163480122244","0.160272312130044"
"Much too big","2013","Not Employed","in school","4","","",""
"Much too big","2013","Not Employed","inadequately","5","","",""
"Much too big","2013","Not Employed","general elemantary","28","","",""
"Much too big","2013","Not Employed","middle vocational","110","0.0228324676523996","0.019100565186351","0.0265643701184483"
"Much too big","2013","Not Employed","vocational + Abi","9","","",""
"Much too big","2013","Not Employed","higher vocational","18","","",""
"Much too big","2013","Not Employed","higher education","63","0.040199746370741","0.0324798355211841","0.0479196572202979"
"Much too big","2013","Employed","in school","3","","",""
"Much too big","2013","Employed","inadequately","1","","",""
"Much too big","2013","Employed","general elemantary","7","","",""
"Much too big","2013","Employed","middle vocational","79","0.0152848562139802","0.0126083367582044","0.0179613756697561"
"Much too big","2013","Employed","vocational + Abi","11","","",""
"Much too big","2013","Employed","higher vocational","16","","",""
"Much too big","2013","Employed","higher education","57","0.0175412526868304","0.0136579316528269","0.0214245737208339"
"Much too small","2014","Not Employed","in school","33","0.0412156485687044","0.0274663084235497","0.0549649887138591"
"Much too small","2014","Not Employed","inadequately","28","","",""
"Much too small","2014","Not Employed","general elemantary","84","0.0313419319475845","0.0228961990151436","0.0397876648800254"
"Much too small","2014","Not Employed","middle vocational","100","0.0154537591857086","0.011859396291514","0.0190481220799032"
"Much too small","2014","Not Employed","vocational + Abi","21","","",""
"Much too small","2014","Not Employed","higher vocational","3","","",""
"Much too small","2014","Not Employed","higher education","26","","",""
"Much too small","2014","Employed","in school","1","","",""
"Much too small","2014","Employed","inadequately","21","","",""
"Much too small","2014","Employed","general elemantary","65","0.0251525318648627","0.0174965774198029","0.0328084863099224"
"Much too small","2014","Employed","middle vocational","236","0.0190010236955521","0.0160217195602496","0.0219803278308546"
"Much too small","2014","Employed","vocational + Abi","45","0.0213199022531266","0.0143501217398383","0.0282896827664149"
"Much too small","2014","Employed","higher vocational","12","","",""
"Much too small","2014","Employed","higher education","102","0.0184441512183374","0.014580583039078","0.0223077193975969"
"A little too small","2014","Not Employed","in school","161","0.161351499457339","0.135908587878162","0.186794411036516"
"A little too small","2014","Not Employed","inadequately","61","0.248935227232985","0.198378749766202","0.299491704699768"
"A little too small","2014","Not Employed","general elemantary","227","0.0853571813246254","0.0718135535420766","0.0989008091071742"
"A little too small","2014","Not Employed","middle vocational","437","0.0810016773214889","0.0730512374340914","0.0889521172088864"
"A little too small","2014","Not Employed","vocational + Abi","72","0.145225691005207","0.110996365411856","0.179455016598557"
"A little too small","2014","Not Employed","higher vocational","44","0.0796576638614358","0.0548332802435969","0.104482047479275"
"A little too small","2014","Not Employed","higher education","173","0.0915458047074386","0.0773216074375814","0.105770001977296"
"A little too small","2014","Employed","in school","11","","",""
"A little too small","2014","Employed","inadequately","46","0.178216624023949","0.128100570556022","0.228332677491876"
"A little too small","2014","Employed","general elemantary","315","0.162329174968274","0.144300029691971","0.180358320244576"
"A little too small","2014","Employed","middle vocational","1369","0.144994310575671","0.13731093530411","0.152677685847232"
"A little too small","2014","Employed","vocational + Abi","309","0.155984221862258","0.138476818531305","0.17349162519321"
"A little too small","2014","Employed","higher vocational","180","0.142197301533178","0.12191460884686","0.162479994219497"
"A little too small","2014","Employed","higher education","859","0.174743376674272","0.163839106413702","0.185647646934842"
"Just right","2014","Not Employed","in school","552","0.710406882732869","0.679035185391536","0.741778580074203"
"Just right","2014","Not Employed","inadequately","180","0.627911342885589","0.571395877164285","0.684426808606894"
"Just right","2014","Not Employed","general elemantary","1108","0.72237921496957","0.700672314133906","0.744086115805233"
"Just right","2014","Not Employed","middle vocational","3233","0.717330708430924","0.704209137885667","0.73045227897618"
"Just right","2014","Not Employed","vocational + Abi","257","0.617092676927063","0.569867573376904","0.664317780477222"
"Just right","2014","Not Employed","higher vocational","311","0.665279786545679","0.622015143488387","0.708544429602971"
"Just right","2014","Not Employed","higher education","1044","0.672427798633124","0.64927873785114","0.695576859415107"
"Just right","2014","Employed","in school","62","0.772324929040824","0.681005466146086","0.863644391935563"
"Just right","2014","Employed","inadequately","145","0.665376195112572","0.603583643637928","0.727168746587216"
"Just right","2014","Employed","general elemantary","1116","0.709556922050359","0.687361454983326","0.731752389117392"
"Just right","2014","Employed","middle vocational","5588","0.703219696546167","0.693250615813981","0.713188777278354"
"Just right","2014","Employed","vocational + Abi","1177","0.731440367415015","0.710055037803578","0.752825697026452"
"Just right","2014","Employed","higher vocational","792","0.67819953403314","0.651069002224652","0.705330065841628"
"Just right","2014","Employed","higher education","3077","0.648974624344065","0.63526944099162","0.662679807696511"
"A little too big","2014","Not Employed","in school","56","0.0842549294214594","0.0650428102124437","0.103467048630475"
"A little too big","2014","Not Employed","inadequately","10","","",""
"A little too big","2014","Not Employed","general elemantary","184","0.135106546813576","0.118537073100567","0.151676020526584"
"A little too big","2014","Not Employed","middle vocational","661","0.160391806700504","0.149698396749365","0.171085216651643"
"A little too big","2014","Not Employed","vocational + Abi","48","0.191890963671906","0.153633768204081","0.23014815913973"
"A little too big","2014","Not Employed","higher vocational","85","0.21774283161205","0.17990408868034","0.25558157454376"
"A little too big","2014","Not Employed","higher education","284","0.178130416233579","0.159257999346987","0.197002833120171"
"A little too big","2014","Employed","in school","7","","",""
"A little too big","2014","Employed","inadequately","12","","",""
"A little too big","2014","Employed","general elemantary","100","0.095571012666519","0.0811965876032057","0.109945437729832"
"A little too big","2014","Employed","middle vocational","789","0.116945451862925","0.109932877227275","0.123958026498576"
"A little too big","2014","Employed","vocational + Abi","108","0.0815075205241036","0.0683054282985815","0.0947096127496258"
"A little too big","2014","Employed","higher vocational","142","0.155231071133249","0.134200816940919","0.176261325325578"
"A little too big","2014","Employed","higher education","559","0.142488577199038","0.13245139708","0.152525757318075"
"Much too big","2014","Not Employed","in school","1","","",""
"Much too big","2014","Not Employed","inadequately","2","","",""
"Much too big","2014","Not Employed","general elemantary","32","0.0258151249446443","0.0181282994925882","0.0335019503967004"
"Much too big","2014","Not Employed","middle vocational","93","0.0258220483613748","0.0212003533150215","0.0304437434077281"
"Much too big","2014","Not Employed","vocational + Abi","9","","",""
"Much too big","2014","Not Employed","higher vocational","14","","",""
"Much too big","2014","Not Employed","higher education","52","0.0411834888729282","0.0313821287658281","0.0509848489800283"
"Much too big","2014","Employed","in school","","","",""
"Much too big","2014","Employed","inadequately","","","",""
"Much too big","2014","Employed","general elemantary","11","","",""
"Much too big","2014","Employed","middle vocational","85","0.015839517319684","0.0131149597091851","0.018564074930183"
"Much too big","2014","Employed","vocational + Abi","11","","",""
"Much too big","2014","Employed","higher vocational","13","","",""
"Much too big","2014","Employed","higher education","62","0.0153492705642875","0.0118191729875298","0.0188793681410453"
"Much too small","2015","Not Employed","in school","38","0.0384491744563207","0.0242154447549585","0.0526829041576829"
"Much too small","2015","Not Employed","inadequately","40","0.0967742552890655","0.0663603036253156","0.127188206952815"
"Much too small","2015","Not Employed","general elemantary","105","0.0247140582865842","0.0174463891388883","0.0319817274342801"
"Much too small","2015","Not Employed","middle vocational","126","0.0125438115144495","0.00935590142591721","0.0157317216029818"
"Much too small","2015","Not Employed","vocational + Abi","32","0.0299599002381328","0.015751324368638","0.0441684761076276"
"Much too small","2015","Not Employed","higher vocational","3","","",""
"Much too small","2015","Not Employed","higher education","42","0.0110658290566047","0.00653187510380805","0.0155997830094013"
"Much too small","2015","Employed","in school","","","",""
"Much too small","2015","Employed","inadequately","17","","",""
"Much too small","2015","Employed","general elemantary","55","0.0372437764556253","0.0272020643898427","0.0472854885214078"
"Much too small","2015","Employed","middle vocational","213","0.0202801789409785","0.0171025531121305","0.0234578047698265"
"Much too small","2015","Employed","vocational + Abi","53","0.0377553660440906","0.0284565337040075","0.0470541983841737"
"Much too small","2015","Employed","higher vocational","14","","",""
"Much too small","2015","Employed","higher education","73","0.0149248701223333","0.0113450061606773","0.0185047340839892"
"A little too small","2015","Not Employed","in school","144","0.208713710501468","0.178630000610062","0.238797420392874"
"A little too small","2015","Not Employed","inadequately","94","0.201892868276771","0.160598971927592","0.24318676462595"
"A little too small","2015","Not Employed","general elemantary","247","0.0983447552022143","0.0844050691927025","0.112284441211726"
"A little too small","2015","Not Employed","middle vocational","533","0.0767371285901895","0.0691128660276505","0.0843613911527285"
"A little too small","2015","Not Employed","vocational + Abi","118","0.151007124676152","0.121164551508214","0.18084969784409"
"A little too small","2015","Not Employed","higher vocational","36","0.0519409892708845","0.031276769048939","0.0726052094928301"
"A little too small","2015","Not Employed","higher education","251","0.0806426517424039","0.0688414560869399","0.0924438473978679"
"A little too small","2015","Employed","in school","11","","",""
"A little too small","2015","Employed","inadequately","36","0.182016817639835","0.124684247278393","0.239349388001277"
"A little too small","2015","Employed","general elemantary","246","0.146155053886654","0.127421543470462","0.164888564302846"
"A little too small","2015","Employed","middle vocational","1190","0.124744003251503","0.117295083347838","0.132192923155168"
"A little too small","2015","Employed","vocational + Abi","297","0.159407544151131","0.141549104712765","0.177265983589497"
"A little too small","2015","Employed","higher vocational","167","0.138112315939225","0.117695579683239","0.158529052195212"
"A little too small","2015","Employed","higher education","761","0.174037168828602","0.162843361620174","0.185230976037031"
"Just right","2015","Not Employed","in school","460","0.659076736158703","0.62398657264332","0.694166899674086"
"Just right","2015","Not Employed","inadequately","214","0.640351214561994","0.590983480230168","0.689718948893821"
"Just right","2015","Not Employed","general elemantary","1195","0.714424391151978","0.693279968786767","0.735568813517188"
"Just right","2015","Not Employed","middle vocational","3295","0.731186577027436","0.718487505571335","0.743885648483537"
"Just right","2015","Not Employed","vocational + Abi","343","0.622169396054488","0.58175943666601","0.662579355442965"
"Just right","2015","Not Employed","higher vocational","310","0.688388387015375","0.645259344896907","0.731517429133844"
"Just right","2015","Not Employed","higher education","1372","0.68704882158828","0.66695171527214","0.707145927904419"
"Just right","2015","Employed","in school","56","0.789055446762675","0.696722780152635","0.881388113372715"
"Just right","2015","Employed","inadequately","115","0.678873108815505","0.60949761182584","0.748248605805171"
"Just right","2015","Employed","general elemantary","968","0.714014594734684","0.690051206659398","0.737977982809969"
"Just right","2015","Employed","middle vocational","5381","0.721144230115366","0.711035029796338","0.731253430434394"
"Just right","2015","Employed","vocational + Abi","1138","0.701163910993619","0.67883216778833","0.723495654198907"
"Just right","2015","Employed","higher vocational","772","0.692255266909461","0.66494202658351","0.719568507235412"
"Just right","2015","Employed","higher education","2978","0.650432099487987","0.63635402295453","0.664510176021444"
"A little too big","2015","Not Employed","in school","57","0.0934051217559434","0.0718633679539109","0.114946875557976"
"A little too big","2015","Not Employed","inadequately","14","","",""
"A little too big","2015","Not Employed","general elemantary","179","0.14249966111769","0.126135972796191","0.158863349439189"
"A little too big","2015","Not Employed","middle vocational","625","0.153504727837591","0.143179359986762","0.16383009568842"
"A little too big","2015","Not Employed","vocational + Abi","51","0.159526084361242","0.129007562309547","0.190044606412937"
"A little too big","2015","Not Employed","higher vocational","83","0.237498429837615","0.197870902847226","0.277125956828004"
"A little too big","2015","Not Employed","higher education","321","0.180540501372764","0.163869852517694","0.197211150227833"
"A little too big","2015","Employed","in school","8","","",""
"A little too big","2015","Employed","inadequately","6","","",""
"A little too big","2015","Employed","general elemantary","86","0.0953045227377692","0.0797330135489985","0.11087603192654"
"A little too big","2015","Employed","middle vocational","699","0.118630695666024","0.111341268222248","0.1259201231098"
"A little too big","2015","Employed","vocational + Abi","106","0.0867951806526916","0.0730601944047592","0.100530166900624"
"A little too big","2015","Employed","higher vocational","126","0.139662878496765","0.11915033085946","0.16017542613407"
"A little too big","2015","Employed","higher education","546","0.148278191185747","0.137786050883526","0.158770331487969"
"Much too big","2015","Not Employed","in school","2","","",""
"Much too big","2015","Not Employed","inadequately","1","","",""
"Much too big","2015","Not Employed","general elemantary","27","","",""
"Much too big","2015","Not Employed","middle vocational","103","0.0260277550303337","0.0214671335108243","0.030588376549843"
"Much too big","2015","Not Employed","vocational + Abi","9","","",""
"Much too big","2015","Not Employed","higher vocational","11","","",""
"Much too big","2015","Not Employed","higher education","59","0.0407021962399482","0.0321379906980123","0.049266401781884"
"Much too big","2015","Employed","in school","","","",""
"Much too big","2015","Employed","inadequately","","","",""
"Much too big","2015","Employed","general elemantary","11","","",""
"Much too big","2015","Employed","middle vocational","76","0.0152008920261282","0.0124427013965384","0.0179590826557179"
"Much too big","2015","Employed","vocational + Abi","20","","",""
"Much too big","2015","Employed","higher vocational","18","","",""
"Much too big","2015","Employed","higher education","49","0.0123276703753303","0.00906987714944775","0.0155854636012129"
"Much too small","2016","Not Employed","in school","27","","",""
"Much too small","2016","Not Employed","inadequately","201","0.0958688853478872","0.0796191948206175","0.112118575875157"
"Much too small","2016","Not Employed","general elemantary","164","0.0266703577750533","0.0195556122092854","0.0337851033408211"
"Much too small","2016","Not Employed","middle vocational","149","0.0124164405431517","0.0091596248143309","0.0156732562719725"
"Much too small","2016","Not Employed","vocational + Abi","22","","",""
"Much too small","2016","Not Employed","higher vocational","2","","",""
"Much too small","2016","Not Employed","higher education","99","0.00819842964483505","0.00434722461230322","0.0120496346773669"
"Much too small","2016","Employed","in school","4","","",""
"Much too small","2016","Employed","inadequately","10","","",""
"Much too small","2016","Employed","general elemantary","49","0.0175296284848477","0.0104793682070619","0.0245798887626335"
"Much too small","2016","Employed","middle vocational","177","0.0172278904363128","0.0142114255016532","0.0202443553709724"
"Much too small","2016","Employed","vocational + Abi","65","0.0369021501182121","0.0278030424192117","0.0460012578172125"
"Much too small","2016","Employed","higher vocational","13","","",""
"Much too small","2016","Employed","higher education","90","0.0145784078126205","0.011038913497211","0.0181179021280299"
"A little too small","2016","Not Employed","in school","130","0.210334218500899","0.179405508978925","0.241262928022872"
"A little too small","2016","Not Employed","inadequately","299","0.238240777629268","0.214727809395967","0.261753745862569"
"A little too small","2016","Not Employed","general elemantary","307","0.0888200253696695","0.0762576285527678","0.101382422186571"
"A little too small","2016","Not Employed","middle vocational","499","0.0714795858377688","0.0639026354010861","0.0790565362744514"
"A little too small","2016","Not Employed","vocational + Abi","82","0.108842595406509","0.0801628266968428","0.137522364116176"
"A little too small","2016","Not Employed","higher vocational","27","","",""
"A little too small","2016","Not Employed","higher education","289","0.0920025949442406","0.07965844325926","0.104346746629221"
"A little too small","2016","Employed","in school","13","","",""
"A little too small","2016","Employed","inadequately","34","0.149417981530445","0.0980465393442776","0.200789423716612"
"A little too small","2016","Employed","general elemantary","263","0.191952225134251","0.170794247287987","0.213110202980516"
"A little too small","2016","Employed","middle vocational","1137","0.131758190025607","0.12391730696323","0.139599073087984"
"A little too small","2016","Employed","vocational + Abi","293","0.167968454879876","0.149924924178936","0.186011985580815"
"A little too small","2016","Employed","higher vocational","135","0.119592873104158","0.0994915114716914","0.139694234736625"
"A little too small","2016","Employed","higher education","805","0.187626657786225","0.176097429521854","0.199155886050595"
"Just right","2016","Not Employed","in school","459","0.662183775882412","0.626290368038431","0.698077183726393"
"Just right","2016","Not Employed","inadequately","728","0.630413765138335","0.60377210490884","0.65705542536783"
"Just right","2016","Not Employed","general elemantary","1326","0.741327294759269","0.721990019657887","0.760664569860652"
"Just right","2016","Not Employed","middle vocational","3141","0.733692750629027","0.720692362666905","0.74669313859115"
"Just right","2016","Not Employed","vocational + Abi","297","0.684699368733296","0.64191241437075","0.727486323095841"
"Just right","2016","Not Employed","higher vocational","299","0.732861225711152","0.690084600676627","0.775637850745677"
"Just right","2016","Not Employed","higher education","1366","0.663114016916482","0.642927821071518","0.683300212761445"
"Just right","2016","Employed","in school","47","0.696514954207518","0.589571849701523","0.803458058713512"
"Just right","2016","Employed","inadequately","134","0.75482412425334","0.692833789677769","0.816814458828911"
"Just right","2016","Employed","general elemantary","943","0.738850433672949","0.715252064874782","0.762448802471116"
"Just right","2016","Employed","middle vocational","5120","0.725081707730729","0.714731451237496","0.735431964223962"
"Just right","2016","Employed","vocational + Abi","1164","0.705366980353079","0.683363770824774","0.727370189881383"
"Just right","2016","Employed","higher vocational","724","0.712869767772986","0.684842832412533","0.740896703133439"
"Just right","2016","Employed","higher education","2887","0.627558266568509","0.61328145157764","0.641835081559379"
"A little too big","2016","Not Employed","in school","49","0.105412386568043","0.0821077444845325","0.128717028651553"
"A little too big","2016","Not Employed","inadequately","20","","",""
"A little too big","2016","Not Employed","general elemantary","143","0.114331939429589","0.100280065173899","0.128383813685279"
"A little too big","2016","Not Employed","middle vocational","566","0.15656979185506","0.145882042328135","0.167257541381985"
"A little too big","2016","Not Employed","vocational + Abi","42","0.141194780834114","0.109127978895594","0.173261582772635"
"A little too big","2016","Not Employed","higher vocational","76","0.204985396261949","0.165957405443051","0.244013387080846"
"A little too big","2016","Not Employed","higher education","296","0.193222414494118","0.176359813186117","0.210085015802119"
"A little too big","2016","Employed","in school","7","","",""
"A little too big","2016","Employed","inadequately","6","","",""
"A little too big","2016","Employed","general elemantary","71","0.049209646522976","0.037589099579953","0.0608301934659991"
"A little too big","2016","Employed","middle vocational","647","0.111693763020685","0.104391598119313","0.118995927922057"
"A little too big","2016","Employed","vocational + Abi","121","0.0842260398572247","0.0708214015798343","0.0976306781346151"
"A little too big","2016","Employed","higher vocational","110","0.137011885951436","0.115710268475315","0.158313503427557"
"A little too big","2016","Employed","higher education","573","0.160143668257176","0.149313566899826","0.170973769614527"
"Much too big","2016","Not Employed","in school","2","","",""
"Much too big","2016","Not Employed","inadequately","13","","",""
"Much too big","2016","Not Employed","general elemantary","30","0.0288503826664192","0.0214588612667452","0.0362419040660933"
"Much too big","2016","Not Employed","middle vocational","86","0.0258414311349923","0.0211750434975894","0.0305078187723951"
"Much too big","2016","Not Employed","vocational + Abi","10","","",""
"Much too big","2016","Not Employed","higher vocational","7","","",""
"Much too big","2016","Not Employed","higher education","56","0.043462544000325","0.0347543625520332","0.0521707254486169"
"Much too big","2016","Employed","in school","","","",""
"Much too big","2016","Employed","inadequately","1","","",""
"Much too big","2016","Employed","general elemantary","5","","",""
"Much too big","2016","Employed","middle vocational","67","0.0142384487866659","0.0114919899437398","0.016984907629592"
"Much too big","2016","Employed","vocational + Abi","6","","",""
"Much too big","2016","Employed","higher vocational","19","","",""
"Much too big","2016","Employed","higher education","50","0.0100929995754691","0.00714122994679297","0.0130447692041453"
"Much too small","2017","Not Employed","in school","30","0.0297334308335576","0.0174374224802464","0.0420294391868687"
"Much too small","2017","Not Employed","inadequately","290","0.11000544150364","0.0950477354540765","0.124963147553203"
"Much too small","2017","Not Employed","general elemantary","181","0.0400412348560405","0.031900370506182","0.0481820992058989"
"Much too small","2017","Not Employed","middle vocational","189","0.0124617567111514","0.00929429009832288","0.01562922332398"
"Much too small","2017","Not Employed","vocational + Abi","23","","",""
"Much too small","2017","Not Employed","higher vocational","3","","",""
"Much too small","2017","Not Employed","higher education","107","0.00687748342629296","0.00347620052033528","0.0102787663322506"
"Much too small","2017","Employed","in school","2","","",""
"Much too small","2017","Employed","inadequately","26","","",""
"Much too small","2017","Employed","general elemantary","67","0.0436815130676831","0.0333071992358627","0.0540558268995036"
"Much too small","2017","Employed","middle vocational","201","0.0206811299148226","0.0175799781309925","0.0237822816986527"
"Much too small","2017","Employed","vocational + Abi","65","0.0362447746012374","0.0276980524131927","0.044791496789282"
"Much too small","2017","Employed","higher vocational","13","","",""
"Much too small","2017","Employed","higher education","107","0.0184686289910723","0.0147396893658604","0.0221975686162842"
"A little too small","2017","Not Employed","in school","136","0.198746240252056","0.169857366914134","0.227635113589979"
"A little too small","2017","Not Employed","inadequately","397","0.164146341355678","0.146439342395146","0.18185334031621"
"A little too small","2017","Not Employed","general elemantary","376","0.0815576737806125","0.0701932123826791","0.0929221351785458"
"A little too small","2017","Not Employed","middle vocational","542","0.0800609865510001","0.0723121689640585","0.0878098041379417"
"A little too small","2017","Not Employed","vocational + Abi","86","0.109949165035636","0.0821656631471794","0.137732666924093"
"A little too small","2017","Not Employed","higher vocational","26","","",""
"A little too small","2017","Not Employed","higher education","336","0.0945707183020844","0.0825277878720191","0.10661364873215"
"A little too small","2017","Employed","in school","15","","",""
"A little too small","2017","Employed","inadequately","45","0.167881110886755","0.121734328167052","0.214027893606458"
"A little too small","2017","Employed","general elemantary","251","0.130698011385832","0.113588835313432","0.147807187458231"
"A little too small","2017","Employed","middle vocational","1193","0.123580158995046","0.116408753073732","0.130751564916361"
"A little too small","2017","Employed","vocational + Abi","304","0.155209588949086","0.138650849405365","0.171768328492808"
"A little too small","2017","Employed","higher vocational","160","0.107657926049138","0.089481428832163","0.125834423266113"
"A little too small","2017","Employed","higher education","861","0.171608197738805","0.161165737211352","0.182050658266257"
"Just right","2017","Not Employed","in school","514","0.68004818708036","0.646279961920117","0.713816412240604"
"Just right","2017","Not Employed","inadequately","959","0.707117164795498","0.685362275176231","0.728872054414766"
"Just right","2017","Not Employed","general elemantary","1474","0.72171585697973","0.703107079116318","0.740324634843142"
"Just right","2017","Not Employed","middle vocational","3292","0.730013380718571","0.717337388007469","0.742689373429672"
"Just right","2017","Not Employed","vocational + Abi","325","0.685172141982572","0.643922513997017","0.726421769968127"
"Just right","2017","Not Employed","higher vocational","304","0.715423348639578","0.672475011864289","0.758371685414868"
"Just right","2017","Not Employed","higher education","1428","0.653722362620698","0.634141335922128","0.673303389319268"
"Just right","2017","Employed","in school","57","0.711889445638676","0.614458951318017","0.809319939959336"
"Just right","2017","Employed","inadequately","172","0.707298644709532","0.651121249246637","0.763476040172427"
"Just right","2017","Employed","general elemantary","1065","0.737325075147952","0.71498688005813","0.759663270237775"
"Just right","2017","Employed","middle vocational","5825","0.723697596099358","0.713953428909907","0.733441763288808"
"Just right","2017","Employed","vocational + Abi","1313","0.706271351117628","0.685443116471213","0.727099585764043"
"Just right","2017","Employed","higher vocational","781","0.724801694773519","0.698610580099924","0.750992809447114"
"Just right","2017","Employed","higher education","3369","0.663667629097745","0.650582573181213","0.676752685014278"
"A little too big","2017","Not Employed","in school","51","0.0899577243473628","0.0692445758912039","0.110670872803522"
"A little too big","2017","Not Employed","inadequately","33","0.0185640207111864","0.0121114727100184","0.0250165687123544"
"A little too big","2017","Not Employed","general elemantary","170","0.131016496382232","0.117005815075517","0.145027177688947"
