"hlf0071_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Just right","1992","Employed","in school","22","","",""
"Just right","1992","Employed","inadequately","226","0.672992315248421","0.62363319782555","0.722351432671291"
"Just right","1992","Employed","general elemantary","1005","0.729048531209004","0.706488835173178","0.751608227244831"
"Just right","1992","Employed","middle vocational","3242","0.698711903415207","0.685621194673701","0.711802612156712"
"Just right","1992","Employed","vocational + Abi","169","0.562672306400366","0.504775474883553","0.62056913791718"
"Just right","1992","Employed","higher vocational","427","0.756448906107712","0.721814565229336","0.791083246986089"
"Just right","1992","Employed","higher education","850","0.639036566532551","0.61368759070206","0.664385542363041"
"A little too big","1992","Not Employed","in school","4","","",""
"A little too big","1992","Not Employed","inadequately","7","","",""
"A little too big","1992","Not Employed","general elemantary","90","0.080681738003531","0.065697390159008","0.095666085848054"
"A little too big","1992","Not Employed","middle vocational","160","0.0964786305138839","0.0832585190138401","0.109698742013928"
"A little too big","1992","Not Employed","vocational + Abi","8","","",""
"A little too big","1992","Not Employed","higher vocational","20","","",""
"A little too big","1992","Not Employed","higher education","29","","",""
"A little too big","1992","Employed","in school","","","",""
"A little too big","1992","Employed","inadequately","6","","",""
"A little too big","1992","Employed","general elemantary","54","0.045659698975204","0.0350640533846069","0.0562553445658011"
"A little too big","1992","Employed","middle vocational","270","0.0682851006551367","0.0610884967600212","0.0754817045502522"
"A little too big","1992","Employed","vocational + Abi","22","","",""
"A little too big","1992","Employed","higher vocational","29","","",""
"A little too big","1992","Employed","higher education","101","0.082942370973776","0.0683860207895681","0.0974987211579839"
"Much too big","1992","Not Employed","in school","","","",""
"Much too big","1992","Not Employed","inadequately","","","",""
"Much too big","1992","Not Employed","general elemantary","10","","",""
"Much too big","1992","Not Employed","middle vocational","11","","",""
"Much too big","1992","Not Employed","vocational + Abi","","","",""
"Much too big","1992","Not Employed","higher vocational","4","","",""
"Much too big","1992","Not Employed","higher education","","","",""
"Much too big","1992","Employed","in school","","","",""
"Much too big","1992","Employed","inadequately","","","",""
"Much too big","1992","Employed","general elemantary","5","","",""
"Much too big","1992","Employed","middle vocational","15","","",""
"Much too big","1992","Employed","vocational + Abi","4","","",""
"Much too big","1992","Employed","higher vocational","4","","",""
"Much too big","1992","Employed","higher education","3","","",""
"Much too small","1993","Not Employed","in school","7","","",""
"Much too small","1993","Not Employed","inadequately","35","0.0880855398645973","0.0552386362709134","0.120932443458281"
"Much too small","1993","Not Employed","general elemantary","38","0.0127715694977018","0.00651669311397606","0.0190264458814275"
"Much too small","1993","Not Employed","middle vocational","45","0.0116822450476157","0.00702403465566396","0.0163404554395675"
"Much too small","1993","Not Employed","vocational + Abi","4","","",""
"Much too small","1993","Not Employed","higher vocational","1","","",""
"Much too small","1993","Not Employed","higher education","8","","",""
"Much too small","1993","Employed","in school","2","","",""
"Much too small","1993","Employed","inadequately","35","0.0953987046849268","0.0630603215943525","0.127737087775501"
"Much too small","1993","Employed","general elemantary","104","0.0481410001348783","0.0370499635289725","0.0592320367407841"
"Much too small","1993","Employed","middle vocational","158","0.0272719961981869","0.0225352654421253","0.0320087269542484"
"Much too small","1993","Employed","vocational + Abi","18","","",""
"Much too small","1993","Employed","higher vocational","24","","",""
"Much too small","1993","Employed","higher education","54","0.0384970543079895","0.0280225217826594","0.0489715868333196"
"A little too small","1993","Not Employed","in school","42","0.225304639885442","0.160771068805146","0.289838210965738"
"A little too small","1993","Not Employed","inadequately","68","0.218407557466767","0.170523705318119","0.266291409615414"
"A little too small","1993","Not Employed","general elemantary","150","0.0941186516556622","0.077853381687658","0.110383921623666"
"A little too small","1993","Not Employed","middle vocational","274","0.103911328933766","0.0906827075041276","0.117139950363405"
"A little too small","1993","Not Employed","vocational + Abi","19","","",""
"A little too small","1993","Not Employed","higher vocational","26","","",""
"A little too small","1993","Not Employed","higher education","48","0.146294844210819","0.107574290034504","0.185015398387134"
"A little too small","1993","Employed","in school","2","","",""
"A little too small","1993","Employed","inadequately","62","0.185822999277791","0.143004878021897","0.228641120533685"
"A little too small","1993","Employed","general elemantary","304","0.186901575817176","0.166703671274183","0.207099480360169"
"A little too small","1993","Employed","middle vocational","965","0.19867563378308","0.187071813231496","0.210279454334665"
"A little too small","1993","Employed","vocational + Abi","72","0.22622742951581","0.177990632180973","0.274464226850648"
"A little too small","1993","Employed","higher vocational","107","0.186717535270672","0.154557109016451","0.218877961524893"
"A little too small","1993","Employed","higher education","326","0.234372718813808","0.211310142568855","0.257435295058761"
"Just right","1993","Not Employed","in school","103","0.688971659847906","0.617466758244668","0.760476561451144"
"Just right","1993","Not Employed","inadequately","179","0.683919878490683","0.630035077936446","0.73780467904492"
"Just right","1993","Not Employed","general elemantary","947","0.801550294003956","0.779333653506546","0.823766934501366"
"Just right","1993","Not Employed","middle vocational","1543","0.78688642562991","0.769133528823666","0.804639322436153"
"Just right","1993","Not Employed","vocational + Abi","59","0.735581592598726","0.644466964834283","0.82669622036317"
"Just right","1993","Not Employed","higher vocational","123","0.717451129117355","0.650164802817266","0.784737455417444"
"Just right","1993","Not Employed","higher education","225","0.688988010209952","0.638269381848455","0.739706638571449"
"Just right","1993","Employed","in school","15","","",""
"Just right","1993","Employed","inadequately","215","0.709108009404526","0.659111401832101","0.759104616976951"
"Just right","1993","Employed","general elemantary","967","0.717642534677933","0.694319664376076","0.740965404979791"
"Just right","1993","Employed","middle vocational","3128","0.702943360821431","0.689653992923776","0.716232728719085"
"Just right","1993","Employed","vocational + Abi","174","0.63865331907992","0.583268111037055","0.694038527122784"
"Just right","1993","Employed","higher vocational","384","0.685091333950224","0.646758133324142","0.723424534576305"
"Just right","1993","Employed","higher education","809","0.621299412240809","0.594890892953164","0.647707931528454"
"A little too big","1993","Not Employed","in school","9","","",""
"A little too big","1993","Not Employed","inadequately","4","","",""
"A little too big","1993","Not Employed","general elemantary","95","0.0850392203166855","0.0695010941821004","0.100577346451271"
"A little too big","1993","Not Employed","middle vocational","163","0.087276063133525","0.0750404724714857","0.0995116537955642"
"A little too big","1993","Not Employed","vocational + Abi","8","","",""
"A little too big","1993","Not Employed","higher vocational","18","","",""
"A little too big","1993","Not Employed","higher education","37","0.125222034240569","0.0889591455544189","0.161484922926718"
"A little too big","1993","Employed","in school","","","",""
"A little too big","1993","Employed","inadequately","5","","",""
"A little too big","1993","Employed","general elemantary","52","0.0442273985207685","0.0335749054629549","0.0548798915785822"
"A little too big","1993","Employed","middle vocational","279","0.0690057251145791","0.0616344844096798","0.0763769658194783"
"A little too big","1993","Employed","vocational + Abi","22","","",""
"A little too big","1993","Employed","higher vocational","46","0.0907171778799525","0.0670142061805682","0.114420149579337"
"A little too big","1993","Employed","higher education","103","0.101498452023059","0.0850572065148648","0.117939697531253"
"Much too big","1993","Not Employed","in school","","","",""
"Much too big","1993","Not Employed","inadequately","","","",""
"Much too big","1993","Not Employed","general elemantary","8","","",""
"Much too big","1993","Not Employed","middle vocational","19","","",""
"Much too big","1993","Not Employed","vocational + Abi","","","",""
"Much too big","1993","Not Employed","higher vocational","4","","",""
"Much too big","1993","Not Employed","higher education","2","","",""
"Much too big","1993","Employed","in school","","","",""
"Much too big","1993","Employed","inadequately","","","",""
"Much too big","1993","Employed","general elemantary","4","","",""
"Much too big","1993","Employed","middle vocational","12","","",""
"Much too big","1993","Employed","vocational + Abi","3","","",""
"Much too big","1993","Employed","higher vocational","3","","",""
"Much too big","1993","Employed","higher education","4","","",""
"Much too small","1994","Not Employed","in school","9","","",""
"Much too small","1994","Not Employed","inadequately","28","","",""
"Much too small","1994","Not Employed","general elemantary","34","0.0134850307964955","0.00689575522457526","0.0200743063684158"
"Much too small","1994","Not Employed","middle vocational","47","0.0142207431460419","0.0091890363083106","0.0192524499837731"
"Much too small","1994","Not Employed","vocational + Abi","7","","",""
"Much too small","1994","Not Employed","higher vocational","3","","",""
"Much too small","1994","Not Employed","higher education","2","","",""
"Much too small","1994","Employed","in school","1","","",""
"Much too small","1994","Employed","inadequately","31","0.0971116195394433","0.0633215011420877","0.130901737936799"
"Much too small","1994","Employed","general elemantary","80","0.0374590871880806","0.0270404492000274","0.0478777251761338"
"Much too small","1994","Employed","middle vocational","170","0.0296701434490408","0.0246209403801429","0.0347193465179387"
"Much too small","1994","Employed","vocational + Abi","8","","",""
"Much too small","1994","Employed","higher vocational","21","","",""
"Much too small","1994","Employed","higher education","56","0.0320919840614778","0.0224780686401142","0.0417058994828413"
"A little too small","1994","Not Employed","in school","46","0.169977421316616","0.12011648661244","0.219838356020792"
"A little too small","1994","Not Employed","inadequately","54","0.201458444672652","0.150924650506436","0.251992238838868"
"A little too small","1994","Not Employed","general elemantary","135","0.0865250244200545","0.0704637851459084","0.102586263694201"
"A little too small","1994","Not Employed","middle vocational","272","0.0989752137255656","0.0862842109451618","0.111666216505969"
"A little too small","1994","Not Employed","vocational + Abi","18","","",""
"A little too small","1994","Not Employed","higher vocational","22","","",""
"A little too small","1994","Not Employed","higher education","50","0.14821422210469","0.110502094624672","0.185926349584707"
"A little too small","1994","Employed","in school","5","","",""
"A little too small","1994","Employed","inadequately","60","0.217330360783508","0.170266610922081","0.264394110644936"
"A little too small","1994","Employed","general elemantary","243","0.176310534638478","0.155401034977309","0.197220034299647"
"A little too small","1994","Employed","middle vocational","863","0.187795561117228","0.176173620344229","0.199417501890226"
"A little too small","1994","Employed","vocational + Abi","79","0.275165248858639","0.22285517041204","0.327475327305237"
"A little too small","1994","Employed","higher vocational","107","0.183841248499699","0.151409780070951","0.216272716928447"
"A little too small","1994","Employed","higher education","312","0.223514368675106","0.200789341813323","0.246239395536889"
"Just right","1994","Not Employed","in school","146","0.713044596126172","0.652998414646014","0.773090777606329"
"Just right","1994","Not Employed","inadequately","156","0.656398007719876","0.596563479401292","0.71623253603846"
"Just right","1994","Not Employed","general elemantary","909","0.819182448031883","0.797195220462802","0.841169675600964"
"Just right","1994","Not Employed","middle vocational","1614","0.786911915631074","0.769509602079219","0.804314229182928"
"Just right","1994","Not Employed","vocational + Abi","67","0.643307748915548","0.551683659789532","0.734931838041563"
"Just right","1994","Not Employed","higher vocational","142","0.744416858513226","0.683351591947657","0.805482125078796"
"Just right","1994","Not Employed","higher education","248","0.722243351578318","0.674704913393165","0.769781789763471"
"Just right","1994","Employed","in school","9","","",""
"Just right","1994","Employed","inadequately","199","0.670782811036839","0.61715756512068","0.724408056952998"
"Just right","1994","Employed","general elemantary","892","0.721499524228736","0.696904132208694","0.746094916248778"
"Just right","1994","Employed","middle vocational","3008","0.697265018145249","0.683592970611113","0.710937065679385"
"Just right","1994","Employed","vocational + Abi","174","0.599855745146746","0.542470428867742","0.657241061425751"
"Just right","1994","Employed","higher vocational","374","0.690031964697307","0.651310580697502","0.728753348697113"
"Just right","1994","Employed","higher education","812","0.626902578463424","0.600521282766725","0.653283874160124"
"A little too big","1994","Not Employed","in school","16","","",""
"A little too big","1994","Not Employed","inadequately","4","","",""
"A little too big","1994","Not Employed","general elemantary","89","0.0735756736560117","0.0586603748452547","0.0884909724667686"
"A little too big","1994","Not Employed","middle vocational","175","0.091336300552645","0.0790933063472133","0.103579294758077"
"A little too big","1994","Not Employed","vocational + Abi","10","","",""
"A little too big","1994","Not Employed","higher vocational","24","","",""
"A little too big","1994","Not Employed","higher education","36","0.106007258053037","0.0733330027102","0.138681513395874"
"A little too big","1994","Employed","in school","1","","",""
"A little too big","1994","Employed","inadequately","5","","",""
"A little too big","1994","Employed","general elemantary","55","0.0577878385046634","0.0449847327794497","0.0705909442298771"
"A little too big","1994","Employed","middle vocational","275","0.0808583187081458","0.0727457777762141","0.0889708596400775"
"A little too big","1994","Employed","vocational + Abi","18","","",""
"A little too big","1994","Employed","higher vocational","42","0.0921371297422455","0.0679220848446545","0.116352174639837"
"A little too big","1994","Employed","higher education","107","0.11294962260672","0.0956832342656227","0.130216010947816"
"Much too big","1994","Not Employed","in school","1","","",""
"Much too big","1994","Not Employed","inadequately","","","",""
"Much too big","1994","Not Employed","general elemantary","10","","",""
"Much too big","1994","Not Employed","middle vocational","19","","",""
"Much too big","1994","Not Employed","vocational + Abi","3","","",""
"Much too big","1994","Not Employed","higher vocational","5","","",""
"Much too big","1994","Not Employed","higher education","5","","",""
"Much too big","1994","Employed","in school","","","",""
"Much too big","1994","Employed","inadequately","","","",""
"Much too big","1994","Employed","general elemantary","6","","",""
"Much too big","1994","Employed","middle vocational","22","","",""
"Much too big","1994","Employed","vocational + Abi","1","","",""
"Much too big","1994","Employed","higher vocational","4","","",""
"Much too big","1994","Employed","higher education","4","","",""
"Much too small","1995","Not Employed","in school","9","","",""
"Much too small","1995","Not Employed","inadequately","20","","",""
"Much too small","1995","Not Employed","general elemantary","40","0.0139526849164589","0.00740565502663605","0.0204997148062817"
"Much too small","1995","Not Employed","middle vocational","56","0.0140454367545451","0.00914695697803891","0.0189439165310514"
"Much too small","1995","Not Employed","vocational + Abi","7","","",""
"Much too small","1995","Not Employed","higher vocational","6","","",""
"Much too small","1995","Not Employed","higher education","15","","",""
"Much too small","1995","Employed","in school","","","",""
"Much too small","1995","Employed","inadequately","9","","",""
"Much too small","1995","Employed","general elemantary","75","0.0415859701609952","0.0305186344300342","0.0526533058919562"
"Much too small","1995","Employed","middle vocational","153","0.0279903284617764","0.0231440610310147","0.032836595892538"
"Much too small","1995","Employed","vocational + Abi","9","","",""
"Much too small","1995","Employed","higher vocational","18","","",""
"Much too small","1995","Employed","higher education","49","0.0310973265193569","0.0219324823244759","0.040262170714238"
"A little too small","1995","Not Employed","in school","65","0.222147707442977","0.172472300118805","0.271823114767149"
"A little too small","1995","Not Employed","inadequately","63","0.286758701394916","0.230586045138965","0.342931357650867"
"A little too small","1995","Not Employed","general elemantary","159","0.096665622882987","0.080171590283651","0.113159655482323"
"A little too small","1995","Not Employed","middle vocational","281","0.0989229012064582","0.0864950901215939","0.111350712291323"
"A little too small","1995","Not Employed","vocational + Abi","31","0.178472941635422","0.112138323526195","0.244807559744649"
"A little too small","1995","Not Employed","higher vocational","19","","",""
"A little too small","1995","Not Employed","higher education","55","0.128895747817032","0.0945196939751032","0.163271801658961"
"A little too small","1995","Employed","in school","3","","",""
"A little too small","1995","Employed","inadequately","64","0.2495841569802","0.1977709828834","0.301397331077"
"A little too small","1995","Employed","general elemantary","222","0.157041500264039","0.136871616318937","0.177211384209142"
"A little too small","1995","Employed","middle vocational","827","0.177996153916661","0.166757602949163","0.189234704884159"
"A little too small","1995","Employed","vocational + Abi","92","0.277466671187368","0.230356171790023","0.324577170584714"
"A little too small","1995","Employed","higher vocational","117","0.18397067437588","0.152162565703677","0.215778783048083"
"A little too small","1995","Employed","higher education","335","0.224398741980525","0.202371864122677","0.246425619838374"
"Just right","1995","Not Employed","in school","175","0.663713734229772","0.607256848407317","0.720170620052227"
"Just right","1995","Not Employed","inadequately","160","0.625366902455541","0.565246907525575","0.685486897385507"
"Just right","1995","Not Employed","general elemantary","921","0.776845578497016","0.753605550336999","0.800085606657033"
"Just right","1995","Not Employed","middle vocational","1677","0.784407632554107","0.76728963970254","0.801525625405675"
"Just right","1995","Not Employed","vocational + Abi","76","0.654972568555391","0.572619179844716","0.737325957266065"
"Just right","1995","Not Employed","higher vocational","135","0.681492303196737","0.615419634139044","0.747564972254429"
"Just right","1995","Not Employed","higher education","249","0.687190596266146","0.639626399952499","0.734754792579793"
"Just right","1995","Employed","in school","6","","",""
"Just right","1995","Employed","inadequately","190","0.709512103720333","0.655158966159495","0.763865241281171"
"Just right","1995","Employed","general elemantary","889","0.740407079712615","0.716103245839892","0.764710913585338"
"Just right","1995","Employed","middle vocational","3164","0.704968749274992","0.691569297547862","0.718368201002123"
"Just right","1995","Employed","vocational + Abi","217","0.599113375951231","0.547549133176089","0.650677618726373"
"Just right","1995","Employed","higher vocational","389","0.695094227802496","0.657300883214314","0.732887572390677"
"Just right","1995","Employed","higher education","849","0.623590432682881","0.598010256536664","0.649170608829098"
"A little too big","1995","Not Employed","in school","18","","",""
"A little too big","1995","Not Employed","inadequately","6","","",""
"A little too big","1995","Not Employed","general elemantary","105","0.10452062268546","0.0874442611406757","0.121596984230244"
"A little too big","1995","Not Employed","middle vocational","189","0.0957683129308959","0.0835188788789805","0.108017746982811"
"A little too big","1995","Not Employed","vocational + Abi","13","","",""
"A little too big","1995","Not Employed","higher vocational","31","0.178960986954514","0.124599354813548","0.233322619095479"
"A little too big","1995","Not Employed","higher education","41","0.124701924287357","0.0908084395204017","0.158595409054313"
"A little too big","1995","Employed","in school","1","","",""
"A little too big","1995","Employed","inadequately","5","","",""
"A little too big","1995","Employed","general elemantary","61","0.0572442378141627","0.0443659368311313","0.070122538797194"
"A little too big","1995","Employed","middle vocational","281","0.0815313085067287","0.0734911896280817","0.0895714273853757"
"A little too big","1995","Employed","vocational + Abi","26","","",""
"A little too big","1995","Employed","higher vocational","42","0.0906428899510598","0.0670736939292523","0.114212085972867"
"A little too big","1995","Employed","higher education","137","0.111331945520999","0.0947244874084734","0.127939403633524"
"Much too big","1995","Not Employed","in school","2","","",""
"Much too big","1995","Not Employed","inadequately","","","",""
"Much too big","1995","Not Employed","general elemantary","8","","",""
"Much too big","1995","Not Employed","middle vocational","14","","",""
"Much too big","1995","Not Employed","vocational + Abi","1","","",""
"Much too big","1995","Not Employed","higher vocational","","","",""
"Much too big","1995","Not Employed","higher education","5","","",""
"Much too big","1995","Employed","in school","","","",""
"Much too big","1995","Employed","inadequately","","","",""
"Much too big","1995","Employed","general elemantary","3","","",""
"Much too big","1995","Employed","middle vocational","25","","",""
"Much too big","1995","Employed","vocational + Abi","3","","",""
"Much too big","1995","Employed","higher vocational","4","","",""
"Much too big","1995","Employed","higher education","8","","",""
"Much too small","1996","Not Employed","in school","7","","",""
"Much too small","1996","Not Employed","inadequately","21","","",""
"Much too small","1996","Not Employed","general elemantary","37","0.0162451038610998","0.00903827760146268","0.0234519301207369"
"Much too small","1996","Not Employed","middle vocational","37","0.0114122198815567","0.00693598862401161","0.0158884511391018"
"Much too small","1996","Not Employed","vocational + Abi","11","","",""
"Much too small","1996","Not Employed","higher vocational","3","","",""
"Much too small","1996","Not Employed","higher education","6","","",""
"Much too small","1996","Employed","in school","1","","",""
"Much too small","1996","Employed","inadequately","15","","",""
"Much too small","1996","Employed","general elemantary","64","0.0310740598490537","0.021227780349589","0.0409203393485183"
"Much too small","1996","Employed","middle vocational","132","0.0226478168504791","0.0182587656973064","0.0270368680036519"
"Much too small","1996","Employed","vocational + Abi","15","","",""
"Much too small","1996","Employed","higher vocational","21","","",""
"Much too small","1996","Employed","higher education","45","0.0255395293179527","0.0172993754478091","0.0337796831880963"
"A little too small","1996","Not Employed","in school","68","0.230697063849189","0.180723940255508","0.28067018744287"
"A little too small","1996","Not Employed","inadequately","60","0.236378538852274","0.183178967447544","0.289578110257004"
"A little too small","1996","Not Employed","general elemantary","148","0.0869185365057363","0.0708583598331123","0.10297871317836"
"A little too small","1996","Not Employed","middle vocational","279","0.103986724534878","0.0911230215845272","0.116850427485229"
"A little too small","1996","Not Employed","vocational + Abi","31","0.216321514198271","0.142032275699559","0.290610752696984"
"A little too small","1996","Not Employed","higher vocational","14","","",""
"A little too small","1996","Not Employed","higher education","57","0.15478288371278","0.116943840953135","0.192621926472424"
"A little too small","1996","Employed","in school","7","","",""
"A little too small","1996","Employed","inadequately","51","0.305152632385683","0.247493471543076","0.362811793228289"
"A little too small","1996","Employed","general elemantary","207","0.154476506308913","0.133968571498798","0.174984441119028"
"A little too small","1996","Employed","middle vocational","855","0.183784274052634","0.172358422449871","0.195210125655397"
"A little too small","1996","Employed","vocational + Abi","84","0.244696019894313","0.200038208896408","0.289353830892219"
"A little too small","1996","Employed","higher vocational","102","0.1600519411915","0.130365648072442","0.189738234310558"
"A little too small","1996","Employed","higher education","314","0.212550680534301","0.191181428586037","0.233919932482565"
"Just right","1996","Not Employed","in school","182","0.684460168092136","0.629332711974334","0.739587624209937"
"Just right","1996","Not Employed","inadequately","158","0.669171367236755","0.610255093835247","0.728087640638262"
"Just right","1996","Not Employed","general elemantary","881","0.775707696812464","0.751928587224009","0.799486806400918"
"Just right","1996","Not Employed","middle vocational","1619","0.764344514910872","0.746458928478062","0.782230101343682"
"Just right","1996","Not Employed","vocational + Abi","68","0.599489367140702","0.511078661909321","0.687900072372082"
"Just right","1996","Not Employed","higher vocational","140","0.742215682199597","0.678667123215802","0.805764241183391"
"Just right","1996","Not Employed","higher education","235","0.660386638613515","0.610843210281955","0.709930066945075"
"Just right","1996","Employed","in school","6","","",""
"Just right","1996","Employed","inadequately","172","0.623802374774263","0.563143187732843","0.684461561815684"
"Just right","1996","Employed","general elemantary","862","0.760560749660202","0.736345302353703","0.784776196966702"
"Just right","1996","Employed","middle vocational","3104","0.695960178119545","0.682389880998599","0.709530475240492"
"Just right","1996","Employed","vocational + Abi","219","0.610174848720512","0.559512517355439","0.660837180085585"
"Just right","1996","Employed","higher vocational","416","0.721920797937766","0.685644052779762","0.758197543095769"
"Just right","1996","Employed","higher education","931","0.648154384931743","0.623210616454792","0.673098153408694"
"A little too big","1996","Not Employed","in school","16","","",""
"A little too big","1996","Not Employed","inadequately","5","","",""
"A little too big","1996","Not Employed","general elemantary","106","0.109056571679987","0.0912864526177581","0.126826690742216"
"A little too big","1996","Not Employed","middle vocational","215","0.11506496944526","0.101617298052815","0.128512640837704"
"A little too big","1996","Not Employed","vocational + Abi","7","","",""
"A little too big","1996","Not Employed","higher vocational","23","","",""
"A little too big","1996","Not Employed","higher education","46","0.149799449815354","0.112464950389101","0.187133949241607"
"A little too big","1996","Employed","in school","3","","",""
"A little too big","1996","Employed","inadequately","6","","",""
"A little too big","1996","Employed","general elemantary","50","0.0428334905359281","0.0313436672334349","0.0543233138384214"
"A little too big","1996","Employed","middle vocational","308","0.0933200252575384","0.0847388580913432","0.101901192423734"
"A little too big","1996","Employed","vocational + Abi","37","0.100051482518942","0.0688809882389743","0.131221976798911"
"A little too big","1996","Employed","higher vocational","44","0.0925895214223513","0.0691211962156368","0.116057846629066"
"A little too big","1996","Employed","higher education","114","0.109339775795643","0.0930396152485447","0.12563993634274"
"Much too big","1996","Not Employed","in school","","","",""
"Much too big","1996","Not Employed","inadequately","1","","",""
"Much too big","1996","Not Employed","general elemantary","10","","",""
"Much too big","1996","Not Employed","middle vocational","13","","",""
"Much too big","1996","Not Employed","vocational + Abi","1","","",""
"Much too big","1996","Not Employed","higher vocational","2","","",""
"Much too big","1996","Not Employed","higher education","7","","",""
"Much too big","1996","Employed","in school","","","",""
"Much too big","1996","Employed","inadequately","1","","",""
"Much too big","1996","Employed","general elemantary","10","","",""
"Much too big","1996","Employed","middle vocational","15","","",""
"Much too big","1996","Employed","vocational + Abi","1","","",""
"Much too big","1996","Employed","higher vocational","3","","",""
"Much too big","1996","Employed","higher education","4","","",""
"Much too small","1997","Not Employed","in school","22","","",""
"Much too small","1997","Not Employed","inadequately","14","","",""
"Much too small","1997","Not Employed","general elemantary","23","","",""
"Much too small","1997","Not Employed","middle vocational","36","0.0117097367473746","0.00723277746793403","0.0161866960268151"
"Much too small","1997","Not Employed","vocational + Abi","8","","",""
"Much too small","1997","Not Employed","higher vocational","1","","",""
"Much too small","1997","Not Employed","higher education","6","","",""
"Much too small","1997","Employed","in school","","","",""
"Much too small","1997","Employed","inadequately","16","","",""
"Much too small","1997","Employed","general elemantary","40","0.0240732008754242","0.0151403037931537","0.0330060979576948"
"Much too small","1997","Employed","middle vocational","96","0.0187098266538434","0.014639016133696","0.0227806371739908"
"Much too small","1997","Employed","vocational + Abi","14","","",""
"Much too small","1997","Employed","higher vocational","19","","",""
"Much too small","1997","Employed","higher education","34","0.0185913570232751","0.0115283373880652","0.0256543766584851"
"A little too small","1997","Not Employed","in school","69","0.221742470645805","0.174734276234311","0.2687506650573"
"A little too small","1997","Not Employed","inadequately","57","0.270278418228982","0.214894472361778","0.325662364096186"
"A little too small","1997","Not Employed","general elemantary","137","0.0889631146520928","0.0728218667184376","0.105104362585748"
"A little too small","1997","Not Employed","middle vocational","273","0.108462484281205","0.0955212140685497","0.121403754493861"
"A little too small","1997","Not Employed","vocational + Abi","33","0.233670696665608","0.155991359988018","0.311350033343198"
"A little too small","1997","Not Employed","higher vocational","19","","",""
"A little too small","1997","Not Employed","higher education","47","0.118716556265237","0.0853039547438769","0.152129157786598"
"A little too small","1997","Employed","in school","5","","",""
"A little too small","1997","Employed","inadequately","37","0.224205718215759","0.168587400975745","0.279824035455773"
"A little too small","1997","Employed","general elemantary","209","0.157803868901389","0.136557621568636","0.179050116234141"
"A little too small","1997","Employed","middle vocational","813","0.185320105254917","0.173646579393505","0.196993631116328"
"A little too small","1997","Employed","vocational + Abi","82","0.253971959260956","0.207704133340862","0.30023978518105"
"A little too small","1997","Employed","higher vocational","113","0.203589657267463","0.170705770002258","0.236473544532668"
"A little too small","1997","Employed","higher education","308","0.22734806161173","0.205432757277945","0.249263365945514"
"Just right","1997","Not Employed","in school","199","0.679775920298021","0.626980367077509","0.732571473518533"
"Just right","1997","Not Employed","inadequately","167","0.626436563149433","0.566108366329766","0.6867647599691"
"Just right","1997","Not Employed","general elemantary","926","0.777409079066746","0.753823710589583","0.800994447543909"
"Just right","1997","Not Employed","middle vocational","1672","0.752616196280656","0.73465895030525","0.770573442256063"
"Just right","1997","Not Employed","vocational + Abi","66","0.636857496195575","0.548578915995594","0.725136076395555"
"Just right","1997","Not Employed","higher vocational","140","0.760923632460138","0.698787006940456","0.82306025797982"
"Just right","1997","Not Employed","higher education","250","0.67673023921634","0.628414661915665","0.725045816517015"
"Just right","1997","Employed","in school","7","","",""
"Just right","1997","Employed","inadequately","155","0.693482577457699","0.631997945848634","0.754967209066765"
"Just right","1997","Employed","general elemantary","832","0.763527450913804","0.7387635257507","0.788291376076907"
"Just right","1997","Employed","middle vocational","3048","0.701420990635691","0.68767214306939","0.715169838201991"
"Just right","1997","Employed","vocational + Abi","220","0.624966217048692","0.573505942516662","0.676426491580722"
"Just right","1997","Employed","higher vocational","398","0.679599430232993","0.641491971130369","0.717706889335618"
"Just right","1997","Employed","higher education","964","0.655097596493752","0.630242752455206","0.679952440532298"
"A little too big","1997","Not Employed","in school","10","","",""
"A little too big","1997","Not Employed","inadequately","9","","",""
"A little too big","1997","Not Employed","general elemantary","103","0.113705278379836","0.0957064791454514","0.13170407761422"
"A little too big","1997","Not Employed","middle vocational","221","0.119492002310169","0.105992946529557","0.13299105809078"
"A little too big","1997","Not Employed","vocational + Abi","7","","",""
"A little too big","1997","Not Employed","higher vocational","19","","",""
"A little too big","1997","Not Employed","higher education","50","0.154672822965643","0.117320616418073","0.192025029513213"
"A little too big","1997","Employed","in school","2","","",""
"A little too big","1997","Employed","inadequately","8","","",""
"A little too big","1997","Employed","general elemantary","45","0.051077378864227","0.0382467929313753","0.0639079647970787"
"A little too big","1997","Employed","middle vocational","281","0.089653519558721","0.0810706144341262","0.0982364246833158"
"A little too big","1997","Employed","vocational + Abi","24","","",""
"A little too big","1997","Employed","higher vocational","46","0.0963525727870033","0.0722552932682692","0.120449852305737"
"A little too big","1997","Employed","higher education","95","0.0927180591649637","0.0775523323656034","0.107883785964324"
"Much too big","1997","Not Employed","in school","","","",""
"Much too big","1997","Not Employed","inadequately","","","",""
"Much too big","1997","Not Employed","general elemantary","6","","",""
"Much too big","1997","Not Employed","middle vocational","16","","",""
"Much too big","1997","Not Employed","vocational + Abi","","","",""
"Much too big","1997","Not Employed","higher vocational","2","","",""
"Much too big","1997","Not Employed","higher education","7","","",""
"Much too big","1997","Employed","in school","","","",""
"Much too big","1997","Employed","inadequately","","","",""
"Much too big","1997","Employed","general elemantary","5","","",""
"Much too big","1997","Employed","middle vocational","18","","",""
"Much too big","1997","Employed","vocational + Abi","","","",""
