"hlf0071_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"5","1989","Other degree","(3b) higher tertiary education","","","",""
"5","1989","no degree/no degree yet","(0) in school","","","",""
"5","1989","no degree/no degree yet","(1a) inadequately completed","","","",""
"5","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"5","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"5","1989","no degree/no degree yet","(3b) higher tertiary education","","","",""
"1","1990","lower secondary degree","(0) in school","","","",""
"1","1990","lower secondary degree","(1a) inadequately completed","","","",""
"1","1990","lower secondary degree","(1b) general elementary school","28","","",""
"1","1990","lower secondary degree","(1c) basic vocational qualification","86","0.0482030091028735","0.0375086192827419","0.0588973989230051"
"1","1990","lower secondary degree","(2b) intermediate general qualification","","","",""
"1","1990","lower secondary degree","(2a) intermediate vocational","","","",""
"1","1990","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"1","1990","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"1","1990","lower secondary degree","(3a) lower tertiary education","1","","",""
"1","1990","lower secondary degree","(3b) higher tertiary education","","","",""
"1","1990","secondary school degree","(0) in school","","","",""
"1","1990","secondary school degree","(1a) inadequately completed","","","",""
"1","1990","secondary school degree","(1b) general elementary school","","","",""
"1","1990","secondary school degree","(1c) basic vocational qualification","","","",""
"1","1990","secondary school degree","(2b) intermediate general qualification","18","","",""
"1","1990","secondary school degree","(2a) intermediate vocational","166","0.103985333606662","0.0886351770912539","0.119335490122069"
"1","1990","secondary school degree","(2c_gen) general maturity certificate","","","",""
"1","1990","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"1","1990","secondary school degree","(3a) lower tertiary education","21","","",""
"1","1990","secondary school degree","(3b) higher tertiary education","1","","",""
"1","1990","college entrance qualification","(0) in school","","","",""
"1","1990","college entrance qualification","(1a) inadequately completed","","","",""
"1","1990","college entrance qualification","(1b) general elementary school","","","",""
"1","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"1","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"1","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"1","1990","college entrance qualification","(2c_gen) general maturity certificate","8","","",""
"1","1990","college entrance qualification","(2c_voc) vocational maturity certificate","9","","",""
"1","1990","college entrance qualification","(3a) lower tertiary education","7","","",""
"1","1990","college entrance qualification","(3b) higher tertiary education","31","0.0708443814276224","0.0440419808122231","0.0976467820430217"
"1","1990","Other degree","(0) in school","","","",""
"1","1990","Other degree","(1a) inadequately completed","","","",""
"1","1990","Other degree","(1b) general elementary school","6","","",""
"1","1990","Other degree","(1c) basic vocational qualification","3","","",""
"1","1990","Other degree","(2b) intermediate general qualification","","","",""
"1","1990","Other degree","(2a) intermediate vocational","","","",""
"1","1990","Other degree","(2c_gen) general maturity certificate","2","","",""
"1","1990","Other degree","(2c_voc) vocational maturity certificate","1","","",""
"1","1990","Other degree","(3a) lower tertiary education","","","",""
"1","1990","Other degree","(3b) higher tertiary education","","","",""
"1","1990","no degree/no degree yet","(0) in school","1","","",""
"1","1990","no degree/no degree yet","(1a) inadequately completed","9","","",""
"1","1990","no degree/no degree yet","(1b) general elementary school","","","",""
"1","1990","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1","1990","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1","1990","no degree/no degree yet","(2a) intermediate vocational","","","",""
"1","1990","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"1","1990","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"1","1990","no degree/no degree yet","(3a) lower tertiary education","","","",""
"1","1990","no degree/no degree yet","(3b) higher tertiary education","","","",""
"2","1990","lower secondary degree","(0) in school","","","",""
"2","1990","lower secondary degree","(1a) inadequately completed","","","",""
"2","1990","lower secondary degree","(1b) general elementary school","57","0.122182823403647","0.0912285240094833","0.153137122797811"
"2","1990","lower secondary degree","(1c) basic vocational qualification","263","0.158149538190689","0.13993164242416","0.176367433957218"
"2","1990","lower secondary degree","(2b) intermediate general qualification","","","",""
"2","1990","lower secondary degree","(2a) intermediate vocational","3","","",""
"2","1990","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"2","1990","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"2","1990","lower secondary degree","(3a) lower tertiary education","7","","",""
"2","1990","lower secondary degree","(3b) higher tertiary education","3","","",""
"2","1990","secondary school degree","(0) in school","","","",""
"2","1990","secondary school degree","(1a) inadequately completed","","","",""
"2","1990","secondary school degree","(1b) general elementary school","","","",""
"2","1990","secondary school degree","(1c) basic vocational qualification","","","",""
"2","1990","secondary school degree","(2b) intermediate general qualification","52","0.227548214538263","0.170979114428367","0.284117314648158"
"2","1990","secondary school degree","(2a) intermediate vocational","441","0.27177661192929","0.249404470524094","0.294148753334486"
"2","1990","secondary school degree","(2c_gen) general maturity certificate","","","",""
"2","1990","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"2","1990","secondary school degree","(3a) lower tertiary education","127","0.254595525228954","0.214523476621362","0.294667573836546"
"2","1990","secondary school degree","(3b) higher tertiary education","4","","",""
"2","1990","college entrance qualification","(0) in school","","","",""
"2","1990","college entrance qualification","(1a) inadequately completed","","","",""
"2","1990","college entrance qualification","(1b) general elementary school","","","",""
"2","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"2","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"2","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"2","1990","college entrance qualification","(2c_gen) general maturity certificate","19","","",""
"2","1990","college entrance qualification","(2c_voc) vocational maturity certificate","35","0.222172558418042","0.150985789428148","0.293359327407937"
"2","1990","college entrance qualification","(3a) lower tertiary education","48","0.302241048185449","0.226441264454465","0.378040831916432"
