"hlf0071_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2","2007","Lower Saxony","(2a) intermediate vocational","59","0.181244854508222","0.146565677349613","0.21592403166683"
"2","2007","Lower Saxony","(2c_gen) general maturity certificate","6","","",""
"2","2007","Lower Saxony","(2c_voc) vocational maturity certificate","22","","",""
"2","2007","Lower Saxony","(3a) lower tertiary education","6","","",""
"2","2007","Lower Saxony","(3b) higher tertiary education","17","","",""
"2","2007","Bremen","(0) in school","","","",""
"2","2007","Bremen","(1a) inadequately completed","","","",""
"2","2007","Bremen","(1b) general elementary school","1","","",""
"2","2007","Bremen","(1c) basic vocational qualification","2","","",""
"2","2007","Bremen","(2b) intermediate general qualification","3","","",""
"2","2007","Bremen","(2a) intermediate vocational","2","","",""
"2","2007","Bremen","(2c_gen) general maturity certificate","","","",""
"2","2007","Bremen","(2c_voc) vocational maturity certificate","2","","",""
"2","2007","Bremen","(3a) lower tertiary education","1","","",""
"2","2007","Bremen","(3b) higher tertiary education","4","","",""
"2","2007","North Rhine-Westphalia","(0) in school","18","","",""
"2","2007","North Rhine-Westphalia","(1a) inadequately completed","9","","",""
"2","2007","North Rhine-Westphalia","(1b) general elementary school","37","0.0759270114262906","0.0504425574211735","0.101411465431408"
"2","2007","North Rhine-Westphalia","(1c) basic vocational qualification","104","0.091199896323391","0.0750847515216554","0.107315041125126"
"2","2007","North Rhine-Westphalia","(2b) intermediate general qualification","21","","",""
"2","2007","North Rhine-Westphalia","(2a) intermediate vocational","106","0.172532027334906","0.145544626325986","0.199519428343826"
"2","2007","North Rhine-Westphalia","(2c_gen) general maturity certificate","40","0.318567376633332","0.253172624855558","0.383962128411106"
"2","2007","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","72","0.160751778660464","0.126890606969631","0.194612950351296"
"2","2007","North Rhine-Westphalia","(3a) lower tertiary education","33","0.111048719563014","0.0739142263200624","0.148183212805966"
"2","2007","North Rhine-Westphalia","(3b) higher tertiary education","73","0.132626533903192","0.104758249500787","0.160494818305596"
"2","2007","Hesse","(0) in school","12","","",""
"2","2007","Hesse","(1a) inadequately completed","4","","",""
"2","2007","Hesse","(1b) general elementary school","7","","",""
"2","2007","Hesse","(1c) basic vocational qualification","36","0.126325332645506","0.0917669020664253","0.160883763224586"
"2","2007","Hesse","(2b) intermediate general qualification","3","","",""
"2","2007","Hesse","(2a) intermediate vocational","48","0.18096059718227","0.137468609997544","0.224452584366996"
"2","2007","Hesse","(2c_gen) general maturity certificate","7","","",""
"2","2007","Hesse","(2c_voc) vocational maturity certificate","24","","",""
"2","2007","Hesse","(3a) lower tertiary education","16","","",""
"2","2007","Hesse","(3b) higher tertiary education","53","0.292886488642758","0.234072801153535","0.351700176131981"
"2","2007","Rhineland-Palatinate,Saarland","(0) in school","2","","",""
"2","2007","Rhineland-Palatinate,Saarland","(1a) inadequately completed","3","","",""
"2","2007","Rhineland-Palatinate,Saarland","(1b) general elementary school","13","","",""
"2","2007","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","38","0.0829371514523827","0.0563714047178796","0.109502898186886"
"2","2007","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","4","","",""
"2","2007","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","25","","",""
"2","2007","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","11","","",""
"2","2007","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","13","","",""
"2","2007","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","6","","",""
"2","2007","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","19","","",""
"2","2007","Baden-Württemberg","(0) in school","21","","",""
"2","2007","Baden-Württemberg","(1a) inadequately completed","2","","",""
"2","2007","Baden-Württemberg","(1b) general elementary school","54","0.214092617748496","0.166386348899775","0.261798886597218"
"2","2007","Baden-Württemberg","(1c) basic vocational qualification","100","0.108156778861617","0.0849998907405565","0.131313666982677"
"2","2007","Baden-Württemberg","(2b) intermediate general qualification","13","","",""
"2","2007","Baden-Württemberg","(2a) intermediate vocational","74","0.15550076985261","0.123414742326293","0.187586797378928"
"2","2007","Baden-Württemberg","(2c_gen) general maturity certificate","28","","",""
"2","2007","Baden-Württemberg","(2c_voc) vocational maturity certificate","40","0.223553207956892","0.16522664859643","0.281879767317354"
"2","2007","Baden-Württemberg","(3a) lower tertiary education","27","","",""
"2","2007","Baden-Württemberg","(3b) higher tertiary education","47","0.163169100691371","0.122297553254167","0.204040648128575"
"2","2007","Bavaria","(0) in school","13","","",""
"2","2007","Bavaria","(1a) inadequately completed","9","","",""
"2","2007","Bavaria","(1b) general elementary school","37","0.117945310658791","0.080758642735944","0.155131978581638"
"2","2007","Bavaria","(1c) basic vocational qualification","110","0.107892346738852","0.0888809411817812","0.126903752295922"
"2","2007","Bavaria","(2b) intermediate general qualification","12","","",""
"2","2007","Bavaria","(2a) intermediate vocational","91","0.161003154902988","0.131812972977997","0.19019333682798"
"2","2007","Bavaria","(2c_gen) general maturity certificate","17","","",""
"2","2007","Bavaria","(2c_voc) vocational maturity certificate","41","0.177898013780592","0.12554766748697","0.230248360074213"
"2","2007","Bavaria","(3a) lower tertiary education","34","0.156827312271455","0.108444919918676","0.205209704624235"
"2","2007","Bavaria","(3b) higher tertiary education","54","0.194145210357844","0.15334276177158","0.234947658944109"
"2","2007","Berlin","(0) in school","7","","",""
"2","2007","Berlin","(1a) inadequately completed","4","","",""
"2","2007","Berlin","(1b) general elementary school","9","","",""
"2","2007","Berlin","(1c) basic vocational qualification","18","","",""
"2","2007","Berlin","(2b) intermediate general qualification","4","","",""
"2","2007","Berlin","(2a) intermediate vocational","42","0.235222671101033","0.174269162402727","0.296176179799339"
"2","2007","Berlin","(2c_gen) general maturity certificate","10","","",""
"2","2007","Berlin","(2c_voc) vocational maturity certificate","14","","",""
"2","2007","Berlin","(3a) lower tertiary education","15","","",""
"2","2007","Berlin","(3b) higher tertiary education","25","","",""
"2","2007","Brandenburg","(0) in school","5","","",""
"2","2007","Brandenburg","(1a) inadequately completed","","","",""
"2","2007","Brandenburg","(1b) general elementary school","3","","",""
"2","2007","Brandenburg","(1c) basic vocational qualification","8","","",""
"2","2007","Brandenburg","(2b) intermediate general qualification","3","","",""
"2","2007","Brandenburg","(2a) intermediate vocational","56","0.190389313507988","0.143119427605949","0.237659199410028"
"2","2007","Brandenburg","(2c_gen) general maturity certificate","3","","",""
"2","2007","Brandenburg","(2c_voc) vocational maturity certificate","2","","",""
"2","2007","Brandenburg","(3a) lower tertiary education","13","","",""
"2","2007","Brandenburg","(3b) higher tertiary education","18","","",""
"2","2007","Mecklenburg-Western Pomerania","(0) in school","2","","",""
"2","2007","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"2","2007","Mecklenburg-Western Pomerania","(1b) general elementary school","3","","",""
"2","2007","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","3","","",""
"2","2007","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","1","","",""
"2","2007","Mecklenburg-Western Pomerania","(2a) intermediate vocational","27","","",""
"2","2007","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"2","2007","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","3","","",""
"2","2007","Mecklenburg-Western Pomerania","(3a) lower tertiary education","8","","",""
"2","2007","Mecklenburg-Western Pomerania","(3b) higher tertiary education","12","","",""
"2","2007","Saxony","(0) in school","5","","",""
"2","2007","Saxony","(1a) inadequately completed","1","","",""
"2","2007","Saxony","(1b) general elementary school","1","","",""
"2","2007","Saxony","(1c) basic vocational qualification","19","","",""
"2","2007","Saxony","(2b) intermediate general qualification","7","","",""
"2","2007","Saxony","(2a) intermediate vocational","67","0.152215948472837","0.122302539480522","0.182129357465151"
"2","2007","Saxony","(2c_gen) general maturity certificate","6","","",""
"2","2007","Saxony","(2c_voc) vocational maturity certificate","10","","",""
"2","2007","Saxony","(3a) lower tertiary education","22","","",""
"2","2007","Saxony","(3b) higher tertiary education","32","0.178476841281047","0.124869916243684","0.23208376631841"
"2","2007","Saxony-Anhalt","(0) in school","8","","",""
"2","2007","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"2","2007","Saxony-Anhalt","(1b) general elementary school","3","","",""
"2","2007","Saxony-Anhalt","(1c) basic vocational qualification","19","","",""
"2","2007","Saxony-Anhalt","(2b) intermediate general qualification","3","","",""
"2","2007","Saxony-Anhalt","(2a) intermediate vocational","46","0.164195437066776","0.120490906390128","0.207899967743425"
"2","2007","Saxony-Anhalt","(2c_gen) general maturity certificate","2","","",""
"2","2007","Saxony-Anhalt","(2c_voc) vocational maturity certificate","2","","",""
"2","2007","Saxony-Anhalt","(3a) lower tertiary education","7","","",""
"2","2007","Saxony-Anhalt","(3b) higher tertiary education","13","","",""
"2","2007","Thuringia","(0) in school","1","","",""
"2","2007","Thuringia","(1a) inadequately completed","","","",""
"2","2007","Thuringia","(1b) general elementary school","2","","",""
"2","2007","Thuringia","(1c) basic vocational qualification","15","","",""
"2","2007","Thuringia","(2b) intermediate general qualification","5","","",""
"2","2007","Thuringia","(2a) intermediate vocational","50","0.181138724577982","0.139648583302715","0.222628865853249"
"2","2007","Thuringia","(2c_gen) general maturity certificate","2","","",""
"2","2007","Thuringia","(2c_voc) vocational maturity certificate","8","","",""
"2","2007","Thuringia","(3a) lower tertiary education","7","","",""
"2","2007","Thuringia","(3b) higher tertiary education","8","","",""
"3","2007","Schleswig-Holstein","(0) in school","19","","",""
"3","2007","Schleswig-Holstein","(1a) inadequately completed","9","","",""
"3","2007","Schleswig-Holstein","(1b) general elementary school","40","0.773215608131653","0.659399611403792","0.887031604859514"
"3","2007","Schleswig-Holstein","(1c) basic vocational qualification","150","0.768737028230412","0.708625310243851","0.828848746216972"
"3","2007","Schleswig-Holstein","(2b) intermediate general qualification","13","","",""
"3","2007","Schleswig-Holstein","(2a) intermediate vocational","118","0.737152926034473","0.66694437863876","0.807361473430185"
"3","2007","Schleswig-Holstein","(2c_gen) general maturity certificate","14","","",""
"3","2007","Schleswig-Holstein","(2c_voc) vocational maturity certificate","35","0.797250095431467","0.679782128224186","0.914718062638748"
"3","2007","Schleswig-Holstein","(3a) lower tertiary education","30","0.734758297507002","0.604317061367718","0.865199533646286"
"3","2007","Schleswig-Holstein","(3b) higher tertiary education","47","0.676572941170545","0.561967934162039","0.79117794817905"
"3","2007","Hamburg","(0) in school","3","","",""
"3","2007","Hamburg","(1a) inadequately completed","1","","",""
"3","2007","Hamburg","(1b) general elementary school","14","","",""
"3","2007","Hamburg","(1c) basic vocational qualification","49","0.802849040244916","0.703010190780446","0.902687889709387"
"3","2007","Hamburg","(2b) intermediate general qualification","4","","",""
"3","2007","Hamburg","(2a) intermediate vocational","46","0.67232506471601","0.559936544767234","0.784713584664787"
"3","2007","Hamburg","(2c_gen) general maturity certificate","13","","",""
"3","2007","Hamburg","(2c_voc) vocational maturity certificate","17","","",""
"3","2007","Hamburg","(3a) lower tertiary education","17","","",""
"3","2007","Hamburg","(3b) higher tertiary education","41","0.798226215973011","0.690181005670859","0.906271426275162"
"3","2007","Lower Saxony","(0) in school","38","0.627097081363295","0.498118827784371","0.756075334942218"
"3","2007","Lower Saxony","(1a) inadequately completed","13","","",""
"3","2007","Lower Saxony","(1b) general elementary school","124","0.688966009388909","0.621151222723433","0.756780796054385"
"3","2007","Lower Saxony","(1c) basic vocational qualification","382","0.725455487552784","0.687388991857955","0.763521983247614"
"3","2007","Lower Saxony","(2b) intermediate general qualification","49","0.814594002434918","0.718629567642944","0.910558437226892"
"3","2007","Lower Saxony","(2a) intermediate vocational","332","0.662997638680843","0.620444521145875","0.705550756215812"
