"hlf0071_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"4","1993","Bavaria","(2b) intermediate general qualification","5","","",""
"4","1993","Bavaria","(2a) intermediate vocational","19","","",""
"4","1993","Bavaria","(2c_gen) general maturity certificate","4","","",""
"4","1993","Bavaria","(2c_voc) vocational maturity certificate","8","","",""
"4","1993","Bavaria","(3a) lower tertiary education","8","","",""
"4","1993","Bavaria","(3b) higher tertiary education","14","","",""
"4","1993","Berlin","(0) in school","","","",""
"4","1993","Berlin","(1a) inadequately completed","1","","",""
"4","1993","Berlin","(1b) general elementary school","1","","",""
"4","1993","Berlin","(1c) basic vocational qualification","7","","",""
"4","1993","Berlin","(2b) intermediate general qualification","","","",""
"4","1993","Berlin","(2a) intermediate vocational","8","","",""
"4","1993","Berlin","(2c_gen) general maturity certificate","3","","",""
"4","1993","Berlin","(2c_voc) vocational maturity certificate","1","","",""
"4","1993","Berlin","(3a) lower tertiary education","3","","",""
"4","1993","Berlin","(3b) higher tertiary education","7","","",""
"4","1993","Brandenburg","(0) in school","","","",""
"4","1993","Brandenburg","(1a) inadequately completed","","","",""
"4","1993","Brandenburg","(1b) general elementary school","5","","",""
"4","1993","Brandenburg","(1c) basic vocational qualification","19","","",""
"4","1993","Brandenburg","(2b) intermediate general qualification","1","","",""
"4","1993","Brandenburg","(2a) intermediate vocational","9","","",""
"4","1993","Brandenburg","(2c_gen) general maturity certificate","1","","",""
"4","1993","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"4","1993","Brandenburg","(3a) lower tertiary education","6","","",""
"4","1993","Brandenburg","(3b) higher tertiary education","3","","",""
"4","1993","Mecklenburg-Western Pomerania","(0) in school","","","",""
"4","1993","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"4","1993","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"4","1993","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","7","","",""
"4","1993","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"4","1993","Mecklenburg-Western Pomerania","(2a) intermediate vocational","5","","",""
"4","1993","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"4","1993","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"4","1993","Mecklenburg-Western Pomerania","(3a) lower tertiary education","1","","",""
"4","1993","Mecklenburg-Western Pomerania","(3b) higher tertiary education","4","","",""
"4","1993","Saxony","(0) in school","","","",""
"4","1993","Saxony","(1a) inadequately completed","","","",""
"4","1993","Saxony","(1b) general elementary school","8","","",""
"4","1993","Saxony","(1c) basic vocational qualification","35","0.0986331579279131","0.0662662249133991","0.131000090942427"
"4","1993","Saxony","(2b) intermediate general qualification","3","","",""
"4","1993","Saxony","(2a) intermediate vocational","24","","",""
"4","1993","Saxony","(2c_gen) general maturity certificate","1","","",""
"4","1993","Saxony","(2c_voc) vocational maturity certificate","","","",""
"4","1993","Saxony","(3a) lower tertiary education","17","","",""
"4","1993","Saxony","(3b) higher tertiary education","4","","",""
"4","1993","Saxony-Anhalt","(0) in school","","","",""
"4","1993","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"4","1993","Saxony-Anhalt","(1b) general elementary school","6","","",""
"4","1993","Saxony-Anhalt","(1c) basic vocational qualification","20","","",""
"4","1993","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"4","1993","Saxony-Anhalt","(2a) intermediate vocational","6","","",""
"4","1993","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"4","1993","Saxony-Anhalt","(2c_voc) vocational maturity certificate","1","","",""
"4","1993","Saxony-Anhalt","(3a) lower tertiary education","10","","",""
"4","1993","Saxony-Anhalt","(3b) higher tertiary education","2","","",""
"4","1993","Thuringia","(0) in school","","","",""
"4","1993","Thuringia","(1a) inadequately completed","2","","",""
"4","1993","Thuringia","(1b) general elementary school","5","","",""
"4","1993","Thuringia","(1c) basic vocational qualification","16","","",""
"4","1993","Thuringia","(2b) intermediate general qualification","2","","",""
"4","1993","Thuringia","(2a) intermediate vocational","8","","",""
"4","1993","Thuringia","(2c_gen) general maturity certificate","","","",""
"4","1993","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"4","1993","Thuringia","(3a) lower tertiary education","5","","",""
"4","1993","Thuringia","(3b) higher tertiary education","1","","",""
"5","1993","Schleswig-Holstein","(0) in school","","","",""
"5","1993","Schleswig-Holstein","(1a) inadequately completed","","","",""
"5","1993","Schleswig-Holstein","(1b) general elementary school","","","",""
"5","1993","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"5","1993","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"5","1993","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"5","1993","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"5","1993","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"5","1993","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"5","1993","Hamburg","(0) in school","","","",""
"5","1993","Hamburg","(1a) inadequately completed","","","",""
"5","1993","Hamburg","(1b) general elementary school","","","",""
"5","1993","Hamburg","(1c) basic vocational qualification","","","",""
"5","1993","Hamburg","(2b) intermediate general qualification","","","",""
"5","1993","Hamburg","(2a) intermediate vocational","","","",""
"5","1993","Hamburg","(2c_gen) general maturity certificate","","","",""
"5","1993","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Hamburg","(3a) lower tertiary education","","","",""
"5","1993","Hamburg","(3b) higher tertiary education","","","",""
"5","1993","Lower Saxony","(0) in school","","","",""
"5","1993","Lower Saxony","(1a) inadequately completed","","","",""
"5","1993","Lower Saxony","(1b) general elementary school","3","","",""
"5","1993","Lower Saxony","(1c) basic vocational qualification","3","","",""
"5","1993","Lower Saxony","(2b) intermediate general qualification","","","",""
"5","1993","Lower Saxony","(2a) intermediate vocational","3","","",""
"5","1993","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"5","1993","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Lower Saxony","(3a) lower tertiary education","","","",""
"5","1993","Lower Saxony","(3b) higher tertiary education","","","",""
"5","1993","Bremen","(0) in school","","","",""
"5","1993","Bremen","(1a) inadequately completed","","","",""
"5","1993","Bremen","(1b) general elementary school","","","",""
"5","1993","Bremen","(1c) basic vocational qualification","","","",""
"5","1993","Bremen","(2b) intermediate general qualification","","","",""
"5","1993","Bremen","(2a) intermediate vocational","","","",""
"5","1993","Bremen","(2c_gen) general maturity certificate","","","",""
"5","1993","Bremen","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Bremen","(3a) lower tertiary education","","","",""
"5","1993","Bremen","(3b) higher tertiary education","","","",""
"5","1993","North Rhine-Westphalia","(0) in school","","","",""
"5","1993","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"5","1993","North Rhine-Westphalia","(1b) general elementary school","2","","",""
"5","1993","North Rhine-Westphalia","(1c) basic vocational qualification","5","","",""
"5","1993","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"5","1993","North Rhine-Westphalia","(2a) intermediate vocational","1","","",""
"5","1993","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"5","1993","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","2","","",""
"5","1993","North Rhine-Westphalia","(3a) lower tertiary education","","","",""
"5","1993","North Rhine-Westphalia","(3b) higher tertiary education","3","","",""
"5","1993","Hesse","(0) in school","","","",""
"5","1993","Hesse","(1a) inadequately completed","","","",""
"5","1993","Hesse","(1b) general elementary school","","","",""
"5","1993","Hesse","(1c) basic vocational qualification","1","","",""
"5","1993","Hesse","(2b) intermediate general qualification","","","",""
"5","1993","Hesse","(2a) intermediate vocational","1","","",""
"5","1993","Hesse","(2c_gen) general maturity certificate","","","",""
"5","1993","Hesse","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Hesse","(3a) lower tertiary education","","","",""
"5","1993","Hesse","(3b) higher tertiary education","","","",""
"5","1993","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"5","1993","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"5","1993","Rhineland-Palatinate,Saarland","(1b) general elementary school","2","","",""
"5","1993","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","2","","",""
"5","1993","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"5","1993","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","1","","",""
"5","1993","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"5","1993","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"5","1993","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","1","","",""
"5","1993","Baden-Württemberg","(0) in school","","","",""
"5","1993","Baden-Württemberg","(1a) inadequately completed","","","",""
"5","1993","Baden-Württemberg","(1b) general elementary school","","","",""
"5","1993","Baden-Württemberg","(1c) basic vocational qualification","","","",""
"5","1993","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"5","1993","Baden-Württemberg","(2a) intermediate vocational","2","","",""
"5","1993","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"5","1993","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Baden-Württemberg","(3a) lower tertiary education","","","",""
"5","1993","Baden-Württemberg","(3b) higher tertiary education","1","","",""
"5","1993","Bavaria","(0) in school","","","",""
"5","1993","Bavaria","(1a) inadequately completed","","","",""
"5","1993","Bavaria","(1b) general elementary school","","","",""
"5","1993","Bavaria","(1c) basic vocational qualification","1","","",""
"5","1993","Bavaria","(2b) intermediate general qualification","","","",""
"5","1993","Bavaria","(2a) intermediate vocational","","","",""
"5","1993","Bavaria","(2c_gen) general maturity certificate","","","",""
"5","1993","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Bavaria","(3a) lower tertiary education","","","",""
"5","1993","Bavaria","(3b) higher tertiary education","1","","",""
"5","1993","Berlin","(0) in school","","","",""
"5","1993","Berlin","(1a) inadequately completed","","","",""
"5","1993","Berlin","(1b) general elementary school","2","","",""
"5","1993","Berlin","(1c) basic vocational qualification","3","","",""
"5","1993","Berlin","(2b) intermediate general qualification","","","",""
"5","1993","Berlin","(2a) intermediate vocational","3","","",""
"5","1993","Berlin","(2c_gen) general maturity certificate","","","",""
"5","1993","Berlin","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Berlin","(3a) lower tertiary education","","","",""
"5","1993","Berlin","(3b) higher tertiary education","","","",""
"5","1993","Brandenburg","(0) in school","","","",""
"5","1993","Brandenburg","(1a) inadequately completed","","","",""
"5","1993","Brandenburg","(1b) general elementary school","","","",""
"5","1993","Brandenburg","(1c) basic vocational qualification","1","","",""
"5","1993","Brandenburg","(2b) intermediate general qualification","","","",""
"5","1993","Brandenburg","(2a) intermediate vocational","","","",""
"5","1993","Brandenburg","(2c_gen) general maturity certificate","","","",""
"5","1993","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Brandenburg","(3a) lower tertiary education","","","",""
"5","1993","Brandenburg","(3b) higher tertiary education","","","",""
"5","1993","Mecklenburg-Western Pomerania","(0) in school","","","",""
"5","1993","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"5","1993","Mecklenburg-Western Pomerania","(1b) general elementary school","1","","",""
"5","1993","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"5","1993","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"5","1993","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"5","1993","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"5","1993","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"5","1993","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"5","1993","Saxony","(0) in school","","","",""
"5","1993","Saxony","(1a) inadequately completed","","","",""
"5","1993","Saxony","(1b) general elementary school","","","",""
"5","1993","Saxony","(1c) basic vocational qualification","5","","",""
"5","1993","Saxony","(2b) intermediate general qualification","","","",""
"5","1993","Saxony","(2a) intermediate vocational","1","","",""
"5","1993","Saxony","(2c_gen) general maturity certificate","","","",""
"5","1993","Saxony","(2c_voc) vocational maturity certificate","1","","",""
"5","1993","Saxony","(3a) lower tertiary education","","","",""
"5","1993","Saxony","(3b) higher tertiary education","","","",""
"5","1993","Saxony-Anhalt","(0) in school","","","",""
"5","1993","Saxony-Anhalt","(1a) inadequately completed","","","",""
"5","1993","Saxony-Anhalt","(1b) general elementary school","2","","",""
"5","1993","Saxony-Anhalt","(1c) basic vocational qualification","3","","",""
"5","1993","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"5","1993","Saxony-Anhalt","(2a) intermediate vocational","2","","",""
"5","1993","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"5","1993","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"5","1993","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"5","1993","Thuringia","(0) in school","","","",""
"5","1993","Thuringia","(1a) inadequately completed","","","",""
"5","1993","Thuringia","(1b) general elementary school","","","",""
"5","1993","Thuringia","(1c) basic vocational qualification","","","",""
"5","1993","Thuringia","(2b) intermediate general qualification","","","",""
"5","1993","Thuringia","(2a) intermediate vocational","","","",""
"5","1993","Thuringia","(2c_gen) general maturity certificate","","","",""
"5","1993","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Thuringia","(3a) lower tertiary education","","","",""
"5","1993","Thuringia","(3b) higher tertiary education","","","",""
"1","1994","Schleswig-Holstein","(0) in school","","","",""
"1","1994","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"1","1994","Schleswig-Holstein","(1b) general elementary school","","","",""
"1","1994","Schleswig-Holstein","(1c) basic vocational qualification","3","","",""
"1","1994","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"1","1994","Schleswig-Holstein","(2a) intermediate vocational","2","","",""
"1","1994","Schleswig-Holstein","(2c_gen) general maturity certificate","2","","",""
"1","1994","Schleswig-Holstein","(2c_voc) vocational maturity certificate","1","","",""
"1","1994","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"1","1994","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"1","1994","Hamburg","(0) in school","","","",""
"1","1994","Hamburg","(1a) inadequately completed","","","",""
"1","1994","Hamburg","(1b) general elementary school","2","","",""
"1","1994","Hamburg","(1c) basic vocational qualification","1","","",""
"1","1994","Hamburg","(2b) intermediate general qualification","","","",""
"1","1994","Hamburg","(2a) intermediate vocational","1","","",""
"1","1994","Hamburg","(2c_gen) general maturity certificate","","","",""
"1","1994","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"1","1994","Hamburg","(3a) lower tertiary education","","","",""
"1","1994","Hamburg","(3b) higher tertiary education","1","","",""
"1","1994","Lower Saxony","(0) in school","1","","",""
"1","1994","Lower Saxony","(1a) inadequately completed","4","","",""
"1","1994","Lower Saxony","(1b) general elementary school","5","","",""
"1","1994","Lower Saxony","(1c) basic vocational qualification","10","","",""
"1","1994","Lower Saxony","(2b) intermediate general qualification","1","","",""
"1","1994","Lower Saxony","(2a) intermediate vocational","5","","",""
"1","1994","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"1","1994","Lower Saxony","(2c_voc) vocational maturity certificate","2","","",""
"1","1994","Lower Saxony","(3a) lower tertiary education","1","","",""
"1","1994","Lower Saxony","(3b) higher tertiary education","","","",""
"1","1994","Bremen","(0) in school","","","",""
"1","1994","Bremen","(1a) inadequately completed","","","",""
"1","1994","Bremen","(1b) general elementary school","1","","",""
"1","1994","Bremen","(1c) basic vocational qualification","","","",""
"1","1994","Bremen","(2b) intermediate general qualification","","","",""
"1","1994","Bremen","(2a) intermediate vocational","2","","",""
"1","1994","Bremen","(2c_gen) general maturity certificate","","","",""
"1","1994","Bremen","(2c_voc) vocational maturity certificate","","","",""
"1","1994","Bremen","(3a) lower tertiary education","","","",""
"1","1994","Bremen","(3b) higher tertiary education","","","",""
"1","1994","North Rhine-Westphalia","(0) in school","1","","",""
"1","1994","North Rhine-Westphalia","(1a) inadequately completed","14","","",""
"1","1994","North Rhine-Westphalia","(1b) general elementary school","30","0.0301568814778877","0.0139737186507254","0.0463400443050501"
"1","1994","North Rhine-Westphalia","(1c) basic vocational qualification","25","","",""
"1","1994","North Rhine-Westphalia","(2b) intermediate general qualification","3","","",""
"1","1994","North Rhine-Westphalia","(2a) intermediate vocational","11","","",""
"1","1994","North Rhine-Westphalia","(2c_gen) general maturity certificate","9","","",""
"1","1994","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","4","","",""
"1","1994","North Rhine-Westphalia","(3a) lower tertiary education","1","","",""
"1","1994","North Rhine-Westphalia","(3b) higher tertiary education","","","",""
"1","1994","Hesse","(0) in school","1","","",""
"1","1994","Hesse","(1a) inadequately completed","14","","",""
"1","1994","Hesse","(1b) general elementary school","16","","",""
"1","1994","Hesse","(1c) basic vocational qualification","5","","",""
"1","1994","Hesse","(2b) intermediate general qualification","1","","",""
"1","1994","Hesse","(2a) intermediate vocational","3","","",""
"1","1994","Hesse","(2c_gen) general maturity certificate","3","","",""
"1","1994","Hesse","(2c_voc) vocational maturity certificate","","","",""
"1","1994","Hesse","(3a) lower tertiary education","1","","",""
"1","1994","Hesse","(3b) higher tertiary education","3","","",""
"1","1994","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"1","1994","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"1","1994","Rhineland-Palatinate,Saarland","(1b) general elementary school","6","","",""
"1","1994","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","7","","",""
"1","1994","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"1","1994","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","2","","",""
"1","1994","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","1","","",""
"1","1994","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"1","1994","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"1","1994","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","1","","",""
"1","1994","Baden-Württemberg","(0) in school","3","","",""
"1","1994","Baden-Württemberg","(1a) inadequately completed","23","","",""
"1","1994","Baden-Württemberg","(1b) general elementary school","21","","",""
"1","1994","Baden-Württemberg","(1c) basic vocational qualification","14","","",""
"1","1994","Baden-Württemberg","(2b) intermediate general qualification","4","","",""
"1","1994","Baden-Württemberg","(2a) intermediate vocational","5","","",""
"1","1994","Baden-Württemberg","(2c_gen) general maturity certificate","1","","",""
"1","1994","Baden-Württemberg","(2c_voc) vocational maturity certificate","2","","",""
"1","1994","Baden-Württemberg","(3a) lower tertiary education","","","",""
"1","1994","Baden-Württemberg","(3b) higher tertiary education","2","","",""
"1","1994","Bavaria","(0) in school","","","",""
"1","1994","Bavaria","(1a) inadequately completed","2","","",""
"1","1994","Bavaria","(1b) general elementary school","11","","",""
"1","1994","Bavaria","(1c) basic vocational qualification","17","","",""
"1","1994","Bavaria","(2b) intermediate general qualification","4","","",""
"1","1994","Bavaria","(2a) intermediate vocational","9","","",""
"1","1994","Bavaria","(2c_gen) general maturity certificate","2","","",""
"1","1994","Bavaria","(2c_voc) vocational maturity certificate","2","","",""
"1","1994","Bavaria","(3a) lower tertiary education","2","","",""
"1","1994","Bavaria","(3b) higher tertiary education","4","","",""
"1","1994","Berlin","(0) in school","","","",""
"1","1994","Berlin","(1a) inadequately completed","1","","",""
"1","1994","Berlin","(1b) general elementary school","8","","",""
"1","1994","Berlin","(1c) basic vocational qualification","8","","",""
"1","1994","Berlin","(2b) intermediate general qualification","","","",""
"1","1994","Berlin","(2a) intermediate vocational","8","","",""
"1","1994","Berlin","(2c_gen) general maturity certificate","1","","",""
"1","1994","Berlin","(2c_voc) vocational maturity certificate","1","","",""
"1","1994","Berlin","(3a) lower tertiary education","2","","",""
"1","1994","Berlin","(3b) higher tertiary education","2","","",""
"1","1994","Brandenburg","(0) in school","","","",""
"1","1994","Brandenburg","(1a) inadequately completed","1","","",""
"1","1994","Brandenburg","(1b) general elementary school","1","","",""
"1","1994","Brandenburg","(1c) basic vocational qualification","4","","",""
"1","1994","Brandenburg","(2b) intermediate general qualification","","","",""
"1","1994","Brandenburg","(2a) intermediate vocational","15","","",""
"1","1994","Brandenburg","(2c_gen) general maturity certificate","1","","",""
"1","1994","Brandenburg","(2c_voc) vocational maturity certificate","4","","",""
"1","1994","Brandenburg","(3a) lower tertiary education","5","","",""
"1","1994","Brandenburg","(3b) higher tertiary education","4","","",""
"1","1994","Mecklenburg-Western Pomerania","(0) in school","","","",""
"1","1994","Mecklenburg-Western Pomerania","(1a) inadequately completed","1","","",""
"1","1994","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"1","1994","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","1","","",""
"1","1994","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"1","1994","Mecklenburg-Western Pomerania","(2a) intermediate vocational","14","","",""
"1","1994","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"1","1994","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"1","1994","Mecklenburg-Western Pomerania","(3a) lower tertiary education","2","","",""
"1","1994","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"1","1994","Saxony","(0) in school","","","",""
"1","1994","Saxony","(1a) inadequately completed","","","",""
"1","1994","Saxony","(1b) general elementary school","","","",""
"1","1994","Saxony","(1c) basic vocational qualification","3","","",""
"1","1994","Saxony","(2b) intermediate general qualification","2","","",""
"1","1994","Saxony","(2a) intermediate vocational","23","","",""
"1","1994","Saxony","(2c_gen) general maturity certificate","1","","",""
"1","1994","Saxony","(2c_voc) vocational maturity certificate","1","","",""
"1","1994","Saxony","(3a) lower tertiary education","3","","",""
"1","1994","Saxony","(3b) higher tertiary education","10","","",""
"1","1994","Saxony-Anhalt","(0) in school","","","",""
"1","1994","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"1","1994","Saxony-Anhalt","(1b) general elementary school","","","",""
"1","1994","Saxony-Anhalt","(1c) basic vocational qualification","2","","",""
"1","1994","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"1","1994","Saxony-Anhalt","(2a) intermediate vocational","4","","",""
"1","1994","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"1","1994","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"1","1994","Saxony-Anhalt","(3a) lower tertiary education","4","","",""
"1","1994","Saxony-Anhalt","(3b) higher tertiary education","8","","",""
"1","1994","Thuringia","(0) in school","","","",""
"1","1994","Thuringia","(1a) inadequately completed","","","",""
"1","1994","Thuringia","(1b) general elementary school","","","",""
"1","1994","Thuringia","(1c) basic vocational qualification","2","","",""
"1","1994","Thuringia","(2b) intermediate general qualification","","","",""
"1","1994","Thuringia","(2a) intermediate vocational","5","","",""
"1","1994","Thuringia","(2c_gen) general maturity certificate","","","",""
"1","1994","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"1","1994","Thuringia","(3a) lower tertiary education","1","","",""
"1","1994","Thuringia","(3b) higher tertiary education","1","","",""
"2","1994","Schleswig-Holstein","(0) in school","","","",""
"2","1994","Schleswig-Holstein","(1a) inadequately completed","1","","",""
"2","1994","Schleswig-Holstein","(1b) general elementary school","11","","",""
"2","1994","Schleswig-Holstein","(1c) basic vocational qualification","24","","",""
"2","1994","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"2","1994","Schleswig-Holstein","(2a) intermediate vocational","13","","",""
"2","1994","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"2","1994","Schleswig-Holstein","(2c_voc) vocational maturity certificate","3","","",""
"2","1994","Schleswig-Holstein","(3a) lower tertiary education","2","","",""
"2","1994","Schleswig-Holstein","(3b) higher tertiary education","2","","",""
"2","1994","Hamburg","(0) in school","","","",""
"2","1994","Hamburg","(1a) inadequately completed","4","","",""
"2","1994","Hamburg","(1b) general elementary school","3","","",""
"2","1994","Hamburg","(1c) basic vocational qualification","11","","",""
"2","1994","Hamburg","(2b) intermediate general qualification","1","","",""
"2","1994","Hamburg","(2a) intermediate vocational","7","","",""
"2","1994","Hamburg","(2c_gen) general maturity certificate","3","","",""
"2","1994","Hamburg","(2c_voc) vocational maturity certificate","3","","",""
"2","1994","Hamburg","(3a) lower tertiary education","3","","",""
"2","1994","Hamburg","(3b) higher tertiary education","","","",""
"2","1994","Lower Saxony","(0) in school","2","","",""
"2","1994","Lower Saxony","(1a) inadequately completed","6","","",""
"2","1994","Lower Saxony","(1b) general elementary school","11","","",""
"2","1994","Lower Saxony","(1c) basic vocational qualification","25","","",""
"2","1994","Lower Saxony","(2b) intermediate general qualification","5","","",""
"2","1994","Lower Saxony","(2a) intermediate vocational","27","","",""
"2","1994","Lower Saxony","(2c_gen) general maturity certificate","8","","",""
"2","1994","Lower Saxony","(2c_voc) vocational maturity certificate","11","","",""
"2","1994","Lower Saxony","(3a) lower tertiary education","8","","",""
"2","1994","Lower Saxony","(3b) higher tertiary education","9","","",""
"2","1994","Bremen","(0) in school","","","",""
"2","1994","Bremen","(1a) inadequately completed","","","",""
"2","1994","Bremen","(1b) general elementary school","3","","",""
"2","1994","Bremen","(1c) basic vocational qualification","5","","",""
"2","1994","Bremen","(2b) intermediate general qualification","1","","",""
"2","1994","Bremen","(2a) intermediate vocational","2","","",""
"2","1994","Bremen","(2c_gen) general maturity certificate","","","",""
"2","1994","Bremen","(2c_voc) vocational maturity certificate","1","","",""
"2","1994","Bremen","(3a) lower tertiary education","","","",""
"2","1994","Bremen","(3b) higher tertiary education","1","","",""
"2","1994","North Rhine-Westphalia","(0) in school","10","","",""
"2","1994","North Rhine-Westphalia","(1a) inadequately completed","36","0.215404428151141","0.152866385137697","0.277942471164585"
"2","1994","North Rhine-Westphalia","(1b) general elementary school","73","0.150465783708851","0.116633699087596","0.184297868330107"
"2","1994","North Rhine-Westphalia","(1c) basic vocational qualification","115","0.124745596107183","0.101747533018322","0.147743659196043"
"2","1994","North Rhine-Westphalia","(2b) intermediate general qualification","22","","",""
"2","1994","North Rhine-Westphalia","(2a) intermediate vocational","78","0.202947064696749","0.161050209101147","0.244843920292351"
"2","1994","North Rhine-Westphalia","(2c_gen) general maturity certificate","24","","",""
"2","1994","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","32","0.224648827628892","0.153719870780306","0.295577784477478"
"2","1994","North Rhine-Westphalia","(3a) lower tertiary education","13","","",""
"2","1994","North Rhine-Westphalia","(3b) higher tertiary education","43","0.317205818449281","0.242976564502224","0.391435072396338"
"2","1994","Hesse","(0) in school","4","","",""
"2","1994","Hesse","(1a) inadequately completed","21","","",""
"2","1994","Hesse","(1b) general elementary school","43","0.181466373891836","0.127510789768863","0.235421958014808"
"2","1994","Hesse","(1c) basic vocational qualification","40","0.0976927946858311","0.0612521140321376","0.134133475339525"
"2","1994","Hesse","(2b) intermediate general qualification","7","","",""
"2","1994","Hesse","(2a) intermediate vocational","21","","",""
"2","1994","Hesse","(2c_gen) general maturity certificate","5","","",""
"2","1994","Hesse","(2c_voc) vocational maturity certificate","8","","",""
"2","1994","Hesse","(3a) lower tertiary education","9","","",""
"2","1994","Hesse","(3b) higher tertiary education","15","","",""
"2","1994","Rhineland-Palatinate,Saarland","(0) in school","","","",""
