"hlf0071_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","1985","Couple + C. LE and GT 16","(1b) general elementary school","24","","",""
"1","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","18","","",""
"1","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"1","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"1","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"1","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"1","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"1","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"2","1985","1-pers.-HH","(0) in school","","","",""
"2","1985","1-pers.-HH","(1a) inadequately completed","11","","",""
"2","1985","1-pers.-HH","(1b) general elementary school","19","","",""
"2","1985","1-pers.-HH","(1c) basic vocational qualification","29","","",""
"2","1985","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"2","1985","1-pers.-HH","(2a) intermediate vocational","24","","",""
"2","1985","1-pers.-HH","(2c_gen) general maturity certificate","12","","",""
"2","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","12","","",""
"2","1985","1-pers.-HH","(3a) lower tertiary education","8","","",""
"2","1985","1-pers.-HH","(3b) higher tertiary education","10","","",""
"2","1985","(Married) couple without C. ","(0) in school","","","",""
"2","1985","(Married) couple without C. ","(1a) inadequately completed","13","","",""
"2","1985","(Married) couple without C. ","(1b) general elementary school","37","0.0520238977384189","0.0336798981540692","0.0703678973227686"
"2","1985","(Married) couple without C. ","(1c) basic vocational qualification","79","0.0708208718017729","0.0549847737465582","0.0866569698569877"
"2","1985","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"2","1985","(Married) couple without C. ","(2a) intermediate vocational","37","0.104609255010388","0.0722677500767233","0.136950759944053"
"2","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","8","","",""
"2","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","14","","",""
"2","1985","(Married) couple without C. ","(3a) lower tertiary education","5","","",""
"2","1985","(Married) couple without C. ","(3b) higher tertiary education","19","","",""
"2","1985","Single parent ","(0) in school","5","","",""
"2","1985","Single parent ","(1a) inadequately completed","8","","",""
"2","1985","Single parent ","(1b) general elementary school","24","","",""
"2","1985","Single parent ","(1c) basic vocational qualification","29","","",""
"2","1985","Single parent ","(2b) intermediate general qualification","8","","",""
"2","1985","Single parent ","(2a) intermediate vocational","8","","",""
"2","1985","Single parent ","(2c_gen) general maturity certificate","8","","",""
"2","1985","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"2","1985","Single parent ","(3a) lower tertiary education","","","",""
"2","1985","Single parent ","(3b) higher tertiary education","1","","",""
"2","1985","Couple + C. LE 16 ","(0) in school","","","",""
"2","1985","Couple + C. LE 16 ","(1a) inadequately completed","85","0.28759958229921","0.234675767712646","0.340523396885774"
"2","1985","Couple + C. LE 16 ","(1b) general elementary school","110","0.169937323272633","0.137468514047473","0.202406132497792"
"2","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","217","0.198909052852009","0.174387815069849","0.223430290634169"
"2","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","11","","",""
"2","1985","Couple + C. LE 16 ","(2a) intermediate vocational","72","0.195090781423131","0.154437698710988","0.235743864135275"
"2","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","18","","",""
"2","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","36","0.311415661369107","0.224081328204015","0.398749994534199"
"2","1985","Couple + C. LE 16 ","(3a) lower tertiary education","18","","",""
"2","1985","Couple + C. LE 16 ","(3b) higher tertiary education","34","0.166839958446483","0.110958943067145","0.222720973825821"
"2","1985","Couple + C. GT 16 ","(0) in school","4","","",""
"2","1985","Couple + C. GT 16 ","(1a) inadequately completed","18","","",""
"2","1985","Couple + C. GT 16 ","(1b) general elementary school","44","0.0801928795329158","0.0551273947937719","0.10525836427206"
"2","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","64","0.0921888946283051","0.0700003636649508","0.114377425591659"
"2","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","23","","",""
"2","1985","Couple + C. GT 16 ","(2a) intermediate vocational","25","","",""
"2","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","17","","",""
"2","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"2","1985","Couple + C. GT 16 ","(3a) lower tertiary education","2","","",""
"2","1985","Couple + C. GT 16 ","(3b) higher tertiary education","13","","",""
"2","1985","Couple + C. LE and GT 16","(0) in school","14","","",""
"2","1985","Couple + C. LE and GT 16","(1a) inadequately completed","48","0.196237347981833","0.142522643867707","0.249952052095958"
"2","1985","Couple + C. LE and GT 16","(1b) general elementary school","75","0.141723250739483","0.107285545334441","0.176160956144525"
"2","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","69","0.13836787718598","0.105994653174361","0.170741101197599"
"2","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","16","","",""
"2","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","17","","",""
"2","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","10","","",""
"2","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"2","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"2","1985","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"3","1985","1-pers.-HH","(0) in school","","","",""
"3","1985","1-pers.-HH","(1a) inadequately completed","43","0.691629395033492","0.578485451422227","0.804773338644756"
"3","1985","1-pers.-HH","(1b) general elementary school","239","0.812601463992159","0.768443467488119","0.856759460496199"
"3","1985","1-pers.-HH","(1c) basic vocational qualification","279","0.803394235978512","0.761875967003931","0.844912504953093"
"3","1985","1-pers.-HH","(2b) intermediate general qualification","27","","",""
"3","1985","1-pers.-HH","(2a) intermediate vocational","133","0.738223424054322","0.67487708384108","0.801569764267565"
"3","1985","1-pers.-HH","(2c_gen) general maturity certificate","36","0.684399357087081","0.560441246719346","0.808357467454816"
"3","1985","1-pers.-HH","(2c_voc) vocational maturity certificate","46","0.659261026741933","0.549016122869218","0.769505930614649"
"3","1985","1-pers.-HH","(3a) lower tertiary education","17","","",""
"3","1985","1-pers.-HH","(3b) higher tertiary education","51","0.656250099346007","0.550846177231625","0.761654021460389"
"3","1985","(Married) couple without C. ","(0) in school","","","",""
"3","1985","(Married) couple without C. ","(1a) inadequately completed","88","0.729968312397244","0.645845153687629","0.81409147110686"
"3","1985","(Married) couple without C. ","(1b) general elementary school","472","0.855589002818027","0.826553682340077","0.884624323295977"
"3","1985","(Married) couple without C. ","(1c) basic vocational qualification","837","0.842012831318894","0.819496994740382","0.864528667897407"
"3","1985","(Married) couple without C. ","(2b) intermediate general qualification","27","","",""
"3","1985","(Married) couple without C. ","(2a) intermediate vocational","261","0.767706144251008","0.723080423927455","0.812331864574561"
"3","1985","(Married) couple without C. ","(2c_gen) general maturity certificate","30","0.703510749168895","0.565388611565365","0.841632886772426"
"3","1985","(Married) couple without C. ","(2c_voc) vocational maturity certificate","77","0.730738533526089","0.648219390397004","0.813257676655173"
"3","1985","(Married) couple without C. ","(3a) lower tertiary education","67","0.824093219201833","0.741177849340032","0.907008589063635"
"3","1985","(Married) couple without C. ","(3b) higher tertiary education","78","0.698988545753553","0.61478658478566","0.783190506721447"
"3","1985","Single parent ","(0) in school","13","","",""
"3","1985","Single parent ","(1a) inadequately completed","23","","",""
"3","1985","Single parent ","(1b) general elementary school","113","0.745185536928131","0.67658516223183","0.813785911624432"
"3","1985","Single parent ","(1c) basic vocational qualification","115","0.726568945069205","0.65835259138474","0.79478529875367"
"3","1985","Single parent ","(2b) intermediate general qualification","33","0.70030308123096","0.567913645010382","0.832692517451539"
"3","1985","Single parent ","(2a) intermediate vocational","39","0.759081066357761","0.645021751963522","0.873140380752001"
"3","1985","Single parent ","(2c_gen) general maturity certificate","21","","",""
"3","1985","Single parent ","(2c_voc) vocational maturity certificate","11","","",""
"3","1985","Single parent ","(3a) lower tertiary education","1","","",""
"3","1985","Single parent ","(3b) higher tertiary education","9","","",""
"3","1985","Couple + C. LE 16 ","(0) in school","","","",""
"3","1985","Couple + C. LE 16 ","(1a) inadequately completed","173","0.620724967949407","0.563993807755517","0.677456128143298"
"3","1985","Couple + C. LE 16 ","(1b) general elementary school","352","0.736531407069517","0.698448806916209","0.774614007222824"
"3","1985","Couple + C. LE 16 ","(1c) basic vocational qualification","707","0.710298219255361","0.682432507057162","0.738163931453559"
"3","1985","Couple + C. LE 16 ","(2b) intermediate general qualification","24","","",""
"3","1985","Couple + C. LE 16 ","(2a) intermediate vocational","255","0.700784821554024","0.653807763838221","0.747761879269826"
"3","1985","Couple + C. LE 16 ","(2c_gen) general maturity certificate","24","","",""
"3","1985","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","65","0.622413420342547","0.530984421881485","0.713842418803609"
"3","1985","Couple + C. LE 16 ","(3a) lower tertiary education","48","0.654925516096263","0.546611512171631","0.763239520020895"
"3","1985","Couple + C. LE 16 ","(3b) higher tertiary education","117","0.720096378990713","0.652806521619461","0.787386236361964"
"3","1985","Couple + C. GT 16 ","(0) in school","70","0.875232584449449","0.802819770233057","0.947645398665841"
"3","1985","Couple + C. GT 16 ","(1a) inadequately completed","108","0.804535697563374","0.73884702896833","0.870224366158418"
"3","1985","Couple + C. GT 16 ","(1b) general elementary school","349","0.80168720760538","0.764888068238439","0.838486346972322"
"3","1985","Couple + C. GT 16 ","(1c) basic vocational qualification","544","0.836825703401152","0.808483417109623","0.865167989692681"
"3","1985","Couple + C. GT 16 ","(2b) intermediate general qualification","126","0.781002974971404","0.717899747731578","0.844106202211229"
"3","1985","Couple + C. GT 16 ","(2a) intermediate vocational","181","0.801676633334384","0.749919856430807","0.853433410237962"
"3","1985","Couple + C. GT 16 ","(2c_gen) general maturity certificate","88","0.782949579023849","0.707276243172254","0.858622914875444"
"3","1985","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","43","0.87212755298537","0.779563666613563","0.964691439357178"
"3","1985","Couple + C. GT 16 ","(3a) lower tertiary education","31","0.852694450274354","0.738497764024463","0.966891136524245"
"3","1985","Couple + C. GT 16 ","(3b) higher tertiary education","53","0.772328653116816","0.673387080779592","0.87127022545404"
"3","1985","Couple + C. LE and GT 16","(0) in school","61","0.804405140755387","0.717485237489675","0.891325044021099"
"3","1985","Couple + C. LE and GT 16","(1a) inadequately completed","147","0.728401728166323","0.668244553850248","0.788558902482398"
"3","1985","Couple + C. LE and GT 16","(1b) general elementary school","288","0.762617345677049","0.720604914846364","0.804629776507734"
"3","1985","Couple + C. LE and GT 16","(1c) basic vocational qualification","328","0.766160153375616","0.726475150879423","0.805845155871809"
"3","1985","Couple + C. LE and GT 16","(2b) intermediate general qualification","93","0.77020466942748","0.694297855879663","0.846111482975296"
"3","1985","Couple + C. LE and GT 16","(2a) intermediate vocational","78","0.777951841104662","0.698073071601975","0.857830610607348"
"3","1985","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","29","","",""
"3","1985","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","11","","",""
"3","1985","Couple + C. LE and GT 16","(3a) lower tertiary education","13","","",""
