"hlf0071_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"5","1992","1-pers.-HH","(0) in school","","","",""
"5","1992","1-pers.-HH","(1a) inadequately completed","","","",""
"5","1992","1-pers.-HH","(1b) general elementary school","3","","",""
"5","1992","1-pers.-HH","(1c) basic vocational qualification","5","","",""
"5","1992","1-pers.-HH","(2b) intermediate general qualification","","","",""
"5","1992","1-pers.-HH","(2a) intermediate vocational","2","","",""
"5","1992","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"5","1992","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"5","1992","1-pers.-HH","(3a) lower tertiary education","","","",""
"5","1992","1-pers.-HH","(3b) higher tertiary education","1","","",""
"5","1992","(Married) couple without C. ","(0) in school","","","",""
"5","1992","(Married) couple without C. ","(1a) inadequately completed","","","",""
"5","1992","(Married) couple without C. ","(1b) general elementary school","6","","",""
"5","1992","(Married) couple without C. ","(1c) basic vocational qualification","8","","",""
"5","1992","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"5","1992","(Married) couple without C. ","(2a) intermediate vocational","2","","",""
"5","1992","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"5","1992","(Married) couple without C. ","(2c_voc) vocational maturity certificate","2","","",""
"5","1992","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"5","1992","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"5","1992","Single parent ","(0) in school","","","",""
"5","1992","Single parent ","(1a) inadequately completed","","","",""
"5","1992","Single parent ","(1b) general elementary school","3","","",""
"5","1992","Single parent ","(1c) basic vocational qualification","1","","",""
"5","1992","Single parent ","(2b) intermediate general qualification","","","",""
"5","1992","Single parent ","(2a) intermediate vocational","1","","",""
"5","1992","Single parent ","(2c_gen) general maturity certificate","3","","",""
"5","1992","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"5","1992","Single parent ","(3a) lower tertiary education","","","",""
"5","1992","Single parent ","(3b) higher tertiary education","","","",""
"5","1992","Couple + C. LE 16 ","(0) in school","","","",""
"5","1992","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"5","1992","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"5","1992","Couple + C. LE 16 ","(1c) basic vocational qualification","2","","",""
"5","1992","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"5","1992","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"5","1992","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"5","1992","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"5","1992","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"5","1992","Couple + C. LE 16 ","(3b) higher tertiary education","1","","",""
"5","1992","Couple + C. GT 16 ","(0) in school","","","",""
"5","1992","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"5","1992","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"5","1992","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"5","1992","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"5","1992","Couple + C. GT 16 ","(2a) intermediate vocational","3","","",""
"5","1992","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"5","1992","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"5","1992","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"5","1992","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"5","1992","Couple + C. LE and GT 16","(0) in school","","","",""
"5","1992","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"5","1992","Couple + C. LE and GT 16","(1b) general elementary school","1","","",""
"5","1992","Couple + C. LE and GT 16","(1c) basic vocational qualification","2","","",""
"5","1992","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"5","1992","Couple + C. LE and GT 16","(2a) intermediate vocational","2","","",""
"5","1992","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"5","1992","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"5","1992","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"5","1992","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"1","1993","1-pers.-HH","(0) in school","","","",""
"1","1993","1-pers.-HH","(1a) inadequately completed","2","","",""
"1","1993","1-pers.-HH","(1b) general elementary school","8","","",""
"1","1993","1-pers.-HH","(1c) basic vocational qualification","6","","",""
"1","1993","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"1","1993","1-pers.-HH","(2a) intermediate vocational","4","","",""
"1","1993","1-pers.-HH","(2c_gen) general maturity certificate","1","","",""
"1","1993","1-pers.-HH","(2c_voc) vocational maturity certificate","2","","",""
"1","1993","1-pers.-HH","(3a) lower tertiary education","1","","",""
"1","1993","1-pers.-HH","(3b) higher tertiary education","4","","",""
"1","1993","(Married) couple without C. ","(0) in school","","","",""
"1","1993","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"1","1993","(Married) couple without C. ","(1b) general elementary school","11","","",""
"1","1993","(Married) couple without C. ","(1c) basic vocational qualification","15","","",""
"1","1993","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"1","1993","(Married) couple without C. ","(2a) intermediate vocational","21","","",""
"1","1993","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"1","1993","(Married) couple without C. ","(2c_voc) vocational maturity certificate","8","","",""
"1","1993","(Married) couple without C. ","(3a) lower tertiary education","4","","",""
"1","1993","(Married) couple without C. ","(3b) higher tertiary education","3","","",""
"1","1993","Single parent ","(0) in school","","","",""
"1","1993","Single parent ","(1a) inadequately completed","5","","",""
"1","1993","Single parent ","(1b) general elementary school","6","","",""
"1","1993","Single parent ","(1c) basic vocational qualification","7","","",""
"1","1993","Single parent ","(2b) intermediate general qualification","","","",""
"1","1993","Single parent ","(2a) intermediate vocational","2","","",""
"1","1993","Single parent ","(2c_gen) general maturity certificate","","","",""
"1","1993","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"1","1993","Single parent ","(3a) lower tertiary education","","","",""
"1","1993","Single parent ","(3b) higher tertiary education","","","",""
"1","1993","Couple + C. LE 16 ","(0) in school","","","",""
"1","1993","Couple + C. LE 16 ","(1a) inadequately completed","14","","",""
"1","1993","Couple + C. LE 16 ","(1b) general elementary school","30","0.081032680127789","0.0525253270572549","0.109540033198323"
"1","1993","Couple + C. LE 16 ","(1c) basic vocational qualification","47","0.0442266433104889","0.0301027204188146","0.0583505662021632"
"1","1993","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"1","1993","Couple + C. LE 16 ","(2a) intermediate vocational","44","0.0532358506548233","0.039041700394736","0.0674300009149106"
"1","1993","Couple + C. LE 16 ","(2c_gen) general maturity certificate","6","","",""
"1","1993","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","6","","",""
"1","1993","Couple + C. LE 16 ","(3a) lower tertiary education","14","","",""
"1","1993","Couple + C. LE 16 ","(3b) higher tertiary education","19","","",""
"1","1993","Couple + C. GT 16 ","(0) in school","2","","",""
"1","1993","Couple + C. GT 16 ","(1a) inadequately completed","10","","",""
"1","1993","Couple + C. GT 16 ","(1b) general elementary school","19","","",""
"1","1993","Couple + C. GT 16 ","(1c) basic vocational qualification","11","","",""
"1","1993","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"1","1993","Couple + C. GT 16 ","(2a) intermediate vocational","9","","",""
"1","1993","Couple + C. GT 16 ","(2c_gen) general maturity certificate","4","","",""
"1","1993","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","4","","",""
"1","1993","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"1","1993","Couple + C. GT 16 ","(3b) higher tertiary education","2","","",""
"1","1993","Couple + C. LE and GT 16","(0) in school","4","","",""
"1","1993","Couple + C. LE and GT 16","(1a) inadequately completed","20","","",""
"1","1993","Couple + C. LE and GT 16","(1b) general elementary school","28","","",""
"1","1993","Couple + C. LE and GT 16","(1c) basic vocational qualification","12","","",""
"1","1993","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
"1","1993","Couple + C. LE and GT 16","(2a) intermediate vocational","6","","",""
"1","1993","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"1","1993","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"1","1993","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"1","1993","Couple + C. LE and GT 16","(3b) higher tertiary education","7","","",""
"2","1993","1-pers.-HH","(0) in school","","","",""
"2","1993","1-pers.-HH","(1a) inadequately completed","4","","",""
"2","1993","1-pers.-HH","(1b) general elementary school","19","","",""
"2","1993","1-pers.-HH","(1c) basic vocational qualification","41","0.0863087453605742","0.0602759103916867","0.112341580329462"
"2","1993","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"2","1993","1-pers.-HH","(2a) intermediate vocational","48","0.179593247770739","0.132200985981319","0.226985509560159"
"2","1993","1-pers.-HH","(2c_gen) general maturity certificate","15","","",""
"2","1993","1-pers.-HH","(2c_voc) vocational maturity certificate","12","","",""
"2","1993","1-pers.-HH","(3a) lower tertiary education","11","","",""
"2","1993","1-pers.-HH","(3b) higher tertiary education","16","","",""
"2","1993","(Married) couple without C. ","(0) in school","","","",""
"2","1993","(Married) couple without C. ","(1a) inadequately completed","13","","",""
"2","1993","(Married) couple without C. ","(1b) general elementary school","43","0.0564237826542129","0.0371752271309046","0.0756723381775211"
"2","1993","(Married) couple without C. ","(1c) basic vocational qualification","130","0.0892554397008229","0.0742291194403783","0.104281759961267"
"2","1993","(Married) couple without C. ","(2b) intermediate general qualification","12","","",""
"2","1993","(Married) couple without C. ","(2a) intermediate vocational","96","0.138884102956606","0.109634631640901","0.168133574272312"
"2","1993","(Married) couple without C. ","(2c_gen) general maturity certificate","20","","",""
"2","1993","(Married) couple without C. ","(2c_voc) vocational maturity certificate","23","","",""
"2","1993","(Married) couple without C. ","(3a) lower tertiary education","32","0.127015133504642","0.0828122158510522","0.171218051158232"
"2","1993","(Married) couple without C. ","(3b) higher tertiary education","35","0.208432364470489","0.149742139848008","0.267122589092971"
"2","1993","Single parent ","(0) in school","1","","",""
"2","1993","Single parent ","(1a) inadequately completed","5","","",""
"2","1993","Single parent ","(1b) general elementary school","17","","",""
"2","1993","Single parent ","(1c) basic vocational qualification","19","","",""
"2","1993","Single parent ","(2b) intermediate general qualification","3","","",""
"2","1993","Single parent ","(2a) intermediate vocational","22","","",""
"2","1993","Single parent ","(2c_gen) general maturity certificate","1","","",""
"2","1993","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"2","1993","Single parent ","(3a) lower tertiary education","10","","",""
"2","1993","Single parent ","(3b) higher tertiary education","9","","",""
"2","1993","Couple + C. LE 16 ","(0) in school","","","",""
"2","1993","Couple + C. LE 16 ","(1a) inadequately completed","41","0.400405351854225","0.309661357844625","0.491149345863824"
"2","1993","Couple + C. LE 16 ","(1b) general elementary school","106","0.294422534102487","0.246808537833314","0.34203653037166"
"2","1993","Couple + C. LE 16 ","(1c) basic vocational qualification","209","0.248127370300163","0.218455469882957","0.277799270717369"
"2","1993","Couple + C. LE 16 ","(2b) intermediate general qualification","16","","",""
"2","1993","Couple + C. LE 16 ","(2a) intermediate vocational","298","0.302182324226858","0.273149324582054","0.331215323871662"
"2","1993","Couple + C. LE 16 ","(2c_gen) general maturity certificate","13","","",""
"2","1993","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","44","0.257707618771913","0.184735042629248","0.330680194914577"
"2","1993","Couple + C. LE 16 ","(3a) lower tertiary education","92","0.326565418888054","0.272591755533185","0.380539082242923"
"2","1993","Couple + C. LE 16 ","(3b) higher tertiary education","100","0.357584284942086","0.300520478769792","0.41464809111438"
"2","1993","Couple + C. GT 16 ","(0) in school","5","","",""
"2","1993","Couple + C. GT 16 ","(1a) inadequately completed","41","0.194834269116241","0.139243062591387","0.250425475641094"
"2","1993","Couple + C. GT 16 ","(1b) general elementary school","62","0.139995284068724","0.106531104297473","0.173459463839976"
"2","1993","Couple + C. GT 16 ","(1c) basic vocational qualification","108","0.118392206868056","0.0960606328509775","0.140723780885135"
"2","1993","Couple + C. GT 16 ","(2b) intermediate general qualification","27","","",""
"2","1993","Couple + C. GT 16 ","(2a) intermediate vocational","79","0.158995272953208","0.123337950107919","0.194652595798497"
"2","1993","Couple + C. GT 16 ","(2c_gen) general maturity certificate","23","","",""
"2","1993","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","17","","",""
"2","1993","Couple + C. GT 16 ","(3a) lower tertiary education","15","","",""
"2","1993","Couple + C. GT 16 ","(3b) higher tertiary education","10","","",""
"2","1993","Couple + C. LE and GT 16","(0) in school","17","","",""
"2","1993","Couple + C. LE and GT 16","(1a) inadequately completed","38","0.272554052655465","0.201296787877795","0.343811317433134"
"2","1993","Couple + C. LE and GT 16","(1b) general elementary school","58","0.286718337858375","0.224963249787584","0.348473425929166"
"2","1993","Couple + C. LE and GT 16","(1c) basic vocational qualification","56","0.201424898202987","0.152486167938848","0.250363628467126"
"2","1993","Couple + C. LE and GT 16","(2b) intermediate general qualification","33","0.244358803528734","0.169328858724181","0.319388748333287"
"2","1993","Couple + C. LE and GT 16","(2a) intermediate vocational","37","0.19072505526082","0.128062003820637","0.253388106701004"
"2","1993","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","14","","",""
"2","1993","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"2","1993","Couple + C. LE and GT 16","(3a) lower tertiary education","18","","",""
"2","1993","Couple + C. LE and GT 16","(3b) higher tertiary education","14","","",""
"3","1993","1-pers.-HH","(0) in school","","","",""
"3","1993","1-pers.-HH","(1a) inadequately completed","36","0.883752282901413","0.787950993575653","0.979553572227173"
"3","1993","1-pers.-HH","(1b) general elementary school","250","0.803348790797698","0.759663531907558","0.847034049687837"
"3","1993","1-pers.-HH","(1c) basic vocational qualification","343","0.778600971032487","0.740111702659014","0.817090239405961"
"3","1993","1-pers.-HH","(2b) intermediate general qualification","34","0.68735935846179","0.561362110073157","0.813356606850423"
"3","1993","1-pers.-HH","(2a) intermediate vocational","175","0.702431949194689","0.645984658869423","0.758879239519955"
"3","1993","1-pers.-HH","(2c_gen) general maturity certificate","23","","",""
"3","1993","1-pers.-HH","(2c_voc) vocational maturity certificate","44","0.730832776274985","0.623829710998054","0.837835841551915"
"3","1993","1-pers.-HH","(3a) lower tertiary education","48","0.712079851412401","0.604459597525435","0.819700105299366"
"3","1993","1-pers.-HH","(3b) higher tertiary education","56","0.624520324132234","0.525027009375521","0.724013638888947"
"3","1993","(Married) couple without C. ","(0) in school","","","",""
"3","1993","(Married) couple without C. ","(1a) inadequately completed","64","0.78506063810761","0.697215439901207","0.872905836314014"
"3","1993","(Married) couple without C. ","(1b) general elementary school","450","0.848206852028158","0.818273488209767","0.878140215846549"
"3","1993","(Married) couple without C. ","(1c) basic vocational qualification","1088","0.799167903022845","0.778053802788426","0.820282003257264"
"3","1993","(Married) couple without C. ","(2b) intermediate general qualification","44","0.738503787534068","0.629117895897269","0.847889679170867"
"3","1993","(Married) couple without C. ","(2a) intermediate vocational","357","0.684053303575641","0.644733365080752","0.723373242070529"
"3","1993","(Married) couple without C. ","(2c_gen) general maturity certificate","27","","",""
"3","1993","(Married) couple without C. ","(2c_voc) vocational maturity certificate","106","0.691515156158635","0.617602258451486","0.765428053865783"
"3","1993","(Married) couple without C. ","(3a) lower tertiary education","152","0.698892554183078","0.637996970364266","0.75978813800189"
"3","1993","(Married) couple without C. ","(3b) higher tertiary education","114","0.538294378319998","0.466261348391153","0.610327408248842"
"3","1993","Single parent ","(0) in school","10","","",""
"3","1993","Single parent ","(1a) inadequately completed","26","","",""
"3","1993","Single parent ","(1b) general elementary school","83","0.7260228444286","0.644861091993774","0.807184596863426"
"3","1993","Single parent ","(1c) basic vocational qualification","126","0.764023534738192","0.699038421349154","0.82900864812723"
"3","1993","Single parent ","(2b) intermediate general qualification","25","","",""
"3","1993","Single parent ","(2a) intermediate vocational","75","0.674506331110967","0.58654351392266","0.762469148299275"
"3","1993","Single parent ","(2c_gen) general maturity certificate","19","","",""
"3","1993","Single parent ","(2c_voc) vocational maturity certificate","8","","",""
"3","1993","Single parent ","(3a) lower tertiary education","14","","",""
"3","1993","Single parent ","(3b) higher tertiary education","22","","",""
"3","1993","Couple + C. LE 16 ","(0) in school","","","",""
"3","1993","Couple + C. LE 16 ","(1a) inadequately completed","55","0.445771656884556","0.353718291319695","0.537825022449416"
"3","1993","Couple + C. LE 16 ","(1b) general elementary school","207","0.598331224678231","0.547118058159241","0.649544391197221"
"3","1993","Couple + C. LE 16 ","(1c) basic vocational qualification","536","0.674354871430496","0.642162539942458","0.706547202918535"
"3","1993","Couple + C. LE 16 ","(2b) intermediate general qualification","22","","",""
"3","1993","Couple + C. LE 16 ","(2a) intermediate vocational","583","0.600532797772157","0.569566069254833","0.63149952628948"
"3","1993","Couple + C. LE 16 ","(2c_gen) general maturity certificate","28","","",""
"3","1993","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","80","0.639474069903897","0.559363786109978","0.719584353697816"
"3","1993","Couple + C. LE 16 ","(3a) lower tertiary education","173","0.576553964384351","0.519685944178965","0.633421984589738"
"3","1993","Couple + C. LE 16 ","(3b) higher tertiary education","138","0.525832356421599","0.466382192516657","0.58528252032654"
"3","1993","Couple + C. GT 16 ","(0) in school","38","0.807297854294732","0.695717522970562","0.918878185618902"
"3","1993","Couple + C. GT 16 ","(1a) inadequately completed","138","0.737329752342912","0.675561245018789","0.799098259667035"
"3","1993","Couple + C. GT 16 ","(1b) general elementary school","316","0.812299622082849","0.774641057314381","0.849958186851317"
"3","1993","Couple + C. GT 16 ","(1c) basic vocational qualification","635","0.81846878564768","0.791824947692567","0.845112623602792"
"3","1993","Couple + C. GT 16 ","(2b) intermediate general qualification","130","0.825789568735705","0.767916315891324","0.883662821580087"
"3","1993","Couple + C. GT 16 ","(2a) intermediate vocational","282","0.734082227237454","0.690999474386413","0.777164980088495"
"3","1993","Couple + C. GT 16 ","(2c_gen) general maturity certificate","109","0.754564409784894","0.686596383476504","0.822532436093284"
"3","1993","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","51","0.672484615752224","0.57152072598737","0.773448505517078"
"3","1993","Couple + C. GT 16 ","(3a) lower tertiary education","99","0.786250193071555","0.715506702606858","0.856993683536252"
"3","1993","Couple + C. GT 16 ","(3b) higher tertiary education","85","0.805288992570541","0.729907229337163","0.880670755803919"
"3","1993","Couple + C. LE and GT 16","(0) in school","33","0.635379190407426","0.508174253978751","0.762584126836102"
"3","1993","Couple + C. LE and GT 16","(1a) inadequately completed","91","0.606849253682424","0.52868243718525","0.685016070179598"
"3","1993","Couple + C. LE and GT 16","(1b) general elementary school","117","0.628933716411864","0.562964296257087","0.69490313656664"
"3","1993","Couple + C. LE and GT 16","(1c) basic vocational qualification","182","0.741367010892854","0.687935577369749","0.79479844441596"
"3","1993","Couple + C. LE and GT 16","(2b) intermediate general qualification","81","0.659165828909272","0.576403686215856","0.741927971602687"
"3","1993","Couple + C. LE and GT 16","(2a) intermediate vocational","102","0.725400879668034","0.654214283535724","0.796587475800343"
"3","1993","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","21","","",""
"3","1993","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","12","","",""
"3","1993","Couple + C. LE and GT 16","(3a) lower tertiary education","38","0.712251630282601","0.596734804396937","0.827768456168265"
"3","1993","Couple + C. LE and GT 16","(3b) higher tertiary education","34","0.591153596022775","0.464632089871905","0.717675102173645"
"4","1993","1-pers.-HH","(0) in school","","","",""
"4","1993","1-pers.-HH","(1a) inadequately completed","1","","",""
"4","1993","1-pers.-HH","(1b) general elementary school","38","0.104550114239","0.0709208450517139","0.138179383426286"
"4","1993","1-pers.-HH","(1c) basic vocational qualification","49","0.099522631851195","0.0717707999225971","0.127274463779793"
"4","1993","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"4","1993","1-pers.-HH","(2a) intermediate vocational","22","","",""
"4","1993","1-pers.-HH","(2c_gen) general maturity certificate","2","","",""
"4","1993","1-pers.-HH","(2c_voc) vocational maturity certificate","7","","",""
"4","1993","1-pers.-HH","(3a) lower tertiary education","8","","",""
"4","1993","1-pers.-HH","(3b) higher tertiary education","12","","",""
"4","1993","(Married) couple without C. ","(0) in school","","","",""
"4","1993","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"4","1993","(Married) couple without C. ","(1b) general elementary school","43","0.0810368207120601","0.0582717604371697","0.10380188098695"
"4","1993","(Married) couple without C. ","(1c) basic vocational qualification","139","0.098360858586223","0.0826657424049906","0.114055974767455"
"4","1993","(Married) couple without C. ","(2b) intermediate general qualification","2","","",""
"4","1993","(Married) couple without C. ","(2a) intermediate vocational","59","0.142078615409863","0.112549594126406","0.171607636693321"
"4","1993","(Married) couple without C. ","(2c_gen) general maturity certificate","4","","",""
"4","1993","(Married) couple without C. ","(2c_voc) vocational maturity certificate","13","","",""
"4","1993","(Married) couple without C. ","(3a) lower tertiary education","30","0.141897342888857","0.0955764844687877","0.188218201308927"
"4","1993","(Married) couple without C. ","(3b) higher tertiary education","32","0.233782583918403","0.1726290912006","0.294936076636206"
"4","1993","Single parent ","(0) in school","","","",""
"4","1993","Single parent ","(1a) inadequately completed","1","","",""
"4","1993","Single parent ","(1b) general elementary school","8","","",""
"4","1993","Single parent ","(1c) basic vocational qualification","11","","",""
"4","1993","Single parent ","(2b) intermediate general qualification","4","","",""
"4","1993","Single parent ","(2a) intermediate vocational","9","","",""
"4","1993","Single parent ","(2c_gen) general maturity certificate","2","","",""
"4","1993","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"4","1993","Single parent ","(3a) lower tertiary education","5","","",""
"4","1993","Single parent ","(3b) higher tertiary education","2","","",""
"4","1993","Couple + C. LE 16 ","(0) in school","","","",""
"4","1993","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"4","1993","Couple + C. LE 16 ","(1b) general elementary school","9","","",""
"4","1993","Couple + C. LE 16 ","(1c) basic vocational qualification","22","","",""
"4","1993","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"4","1993","Couple + C. LE 16 ","(2a) intermediate vocational","31","0.0397760832361199","0.0274199192187946","0.0521322472534452"
"4","1993","Couple + C. LE 16 ","(2c_gen) general maturity certificate","3","","",""
"4","1993","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","7","","",""
"4","1993","Couple + C. LE 16 ","(3a) lower tertiary education","11","","",""
"4","1993","Couple + C. LE 16 ","(3b) higher tertiary education","14","","",""
"4","1993","Couple + C. GT 16 ","(0) in school","3","","",""
"4","1993","Couple + C. GT 16 ","(1a) inadequately completed","6","","",""
"4","1993","Couple + C. GT 16 ","(1b) general elementary school","15","","",""
"4","1993","Couple + C. GT 16 ","(1c) basic vocational qualification","48","0.0551572704914412","0.0393774807291024","0.07093706025378"
"4","1993","Couple + C. GT 16 ","(2b) intermediate general qualification","7","","",""
"4","1993","Couple + C. GT 16 ","(2a) intermediate vocational","33","0.0891263904942164","0.0613427195033732","0.11691006148506"
"4","1993","Couple + C. GT 16 ","(2c_gen) general maturity certificate","18","","",""
"4","1993","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","11","","",""
"4","1993","Couple + C. GT 16 ","(3a) lower tertiary education","12","","",""
"4","1993","Couple + C. GT 16 ","(3b) higher tertiary education","9","","",""
"4","1993","Couple + C. LE and GT 16","(0) in school","1","","",""
"4","1993","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"4","1993","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"4","1993","Couple + C. LE and GT 16","(1c) basic vocational qualification","8","","",""
"4","1993","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"4","1993","Couple + C. LE and GT 16","(2a) intermediate vocational","6","","",""
"4","1993","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"4","1993","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"4","1993","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"4","1993","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"5","1993","1-pers.-HH","(0) in school","","","",""
"5","1993","1-pers.-HH","(1a) inadequately completed","","","",""
"5","1993","1-pers.-HH","(1b) general elementary school","3","","",""
"5","1993","1-pers.-HH","(1c) basic vocational qualification","8","","",""
"5","1993","1-pers.-HH","(2b) intermediate general qualification","","","",""
"5","1993","1-pers.-HH","(2a) intermediate vocational","3","","",""
"5","1993","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"5","1993","1-pers.-HH","(2c_voc) vocational maturity certificate","1","","",""
"5","1993","1-pers.-HH","(3a) lower tertiary education","","","",""
"5","1993","1-pers.-HH","(3b) higher tertiary education","3","","",""
"5","1993","(Married) couple without C. ","(0) in school","","","",""
"5","1993","(Married) couple without C. ","(1a) inadequately completed","","","",""
"5","1993","(Married) couple without C. ","(1b) general elementary school","5","","",""
"5","1993","(Married) couple without C. ","(1c) basic vocational qualification","11","","",""
"5","1993","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"5","1993","(Married) couple without C. ","(2a) intermediate vocational","4","","",""
"5","1993","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"5","1993","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"5","1993","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"5","1993","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"5","1993","Single parent ","(0) in school","","","",""
"5","1993","Single parent ","(1a) inadequately completed","","","",""
"5","1993","Single parent ","(1b) general elementary school","2","","",""
"5","1993","Single parent ","(1c) basic vocational qualification","1","","",""
"5","1993","Single parent ","(2b) intermediate general qualification","","","",""
"5","1993","Single parent ","(2a) intermediate vocational","1","","",""
"5","1993","Single parent ","(2c_gen) general maturity certificate","","","",""
"5","1993","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"5","1993","Single parent ","(3a) lower tertiary education","","","",""
"5","1993","Single parent ","(3b) higher tertiary education","3","","",""
"5","1993","Couple + C. LE 16 ","(0) in school","","","",""
"5","1993","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"5","1993","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"5","1993","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"5","1993","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"5","1993","Couple + C. LE 16 ","(2a) intermediate vocational","5","","",""
"5","1993","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"5","1993","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"5","1993","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"5","1993","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"5","1993","Couple + C. GT 16 ","(0) in school","","","",""
"5","1993","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"5","1993","Couple + C. GT 16 ","(1b) general elementary school","1","","",""
"5","1993","Couple + C. GT 16 ","(1c) basic vocational qualification","2","","",""
"5","1993","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"5","1993","Couple + C. GT 16 ","(2a) intermediate vocational","1","","",""
"5","1993","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"5","1993","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"5","1993","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"5","1993","Couple + C. LE and GT 16","(0) in school","","","",""
"5","1993","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
