"hlf0071_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"1","1995","North Rhine-Westphalia","direct migration background","74","0.0848951546430047","0.0640376229342565","0.105752686351753"
"1","1995","North Rhine-Westphalia","indirect migration background","10","","",""
"1","1995","Hesse","no migration background","11","","",""
"1","1995","Hesse","direct migration background","25","","",""
"1","1995","Hesse","indirect migration background","4","","",""
"1","1995","Rhineland-Palatinate,Saarland","no migration background","6","","",""
"1","1995","Rhineland-Palatinate,Saarland","direct migration background","19","","",""
"1","1995","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"1","1995","Baden-Württemberg","no migration background","15","","",""
"1","1995","Baden-Württemberg","direct migration background","33","0.0521435212818437","0.035013124590135","0.0692739179735524"
"1","1995","Baden-Württemberg","indirect migration background","4","","",""
"1","1995","Bavaria","no migration background","28","","",""
"1","1995","Bavaria","direct migration background","32","0.0646628368928211","0.0404712526666048","0.0888544211190374"
"1","1995","Bavaria","indirect migration background","4","","",""
"1","1995","Berlin","no migration background","19","","",""
"1","1995","Berlin","direct migration background","9","","",""
"1","1995","Berlin","indirect migration background","","","",""
"1","1995","Brandenburg","no migration background","24","","",""
"1","1995","Brandenburg","direct migration background","","","",""
"1","1995","Brandenburg","indirect migration background","","","",""
"1","1995","Mecklenburg-Western Pomerania","no migration background","17","","",""
"1","1995","Mecklenburg-Western Pomerania","direct migration background","","","",""
"1","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1","1995","Saxony","no migration background","42","0.0370965359419726","0.0256593705853908","0.0485337012985543"
"1","1995","Saxony","direct migration background","1","","",""
"1","1995","Saxony","indirect migration background","1","","",""
"1","1995","Saxony-Anhalt","no migration background","13","","",""
"1","1995","Saxony-Anhalt","direct migration background","","","",""
"1","1995","Saxony-Anhalt","indirect migration background","","","",""
"1","1995","Thuringia","no migration background","11","","",""
"1","1995","Thuringia","direct migration background","","","",""
"1","1995","Thuringia","indirect migration background","","","",""
"2","1995","Schleswig-Holstein","no migration background","39","0.143827943577047","0.0997972691157882","0.187858618038306"
"2","1995","Schleswig-Holstein","direct migration background","9","","",""
"2","1995","Schleswig-Holstein","indirect migration background","","","",""
"2","1995","Hamburg","no migration background","21","","",""
"2","1995","Hamburg","direct migration background","6","","",""
"2","1995","Hamburg","indirect migration background","3","","",""
"2","1995","Lower Saxony","no migration background","106","0.122075048941313","0.0992176329722516","0.144932464910373"
"2","1995","Lower Saxony","direct migration background","46","0.176058433363734","0.124667857253004","0.227449009474464"
"2","1995","Lower Saxony","indirect migration background","10","","",""
"2","1995","Bremen","no migration background","14","","",""
"2","1995","Bremen","direct migration background","12","","",""
"2","1995","Bremen","indirect migration background","2","","",""
"2","1995","North Rhine-Westphalia","no migration background","274","0.146299669701204","0.129622285306979","0.162977054095428"
"2","1995","North Rhine-Westphalia","direct migration background","155","0.204223205586574","0.174056060441006","0.234390350732142"
"2","1995","North Rhine-Westphalia","indirect migration background","30","0.178538863703261","0.118053872112873","0.239023855293648"
"2","1995","Hesse","no migration background","85","0.142194255590087","0.11354815332507","0.170840357855105"
"2","1995","Hesse","direct migration background","90","0.199829647317484","0.155948907755313","0.243710386879654"
"2","1995","Hesse","indirect migration background","17","","",""
"2","1995","Rhineland-Palatinate,Saarland","no migration background","69","0.1273080699051","0.0985485463403336","0.156067593469866"
"2","1995","Rhineland-Palatinate,Saarland","direct migration background","45","0.293812520084471","0.227268812529478","0.360356227639465"
"2","1995","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"2","1995","Baden-Württemberg","no migration background","125","0.101005011227175","0.081943269952625","0.120066752501724"
"2","1995","Baden-Württemberg","direct migration background","158","0.243705742720002","0.210625077547521","0.276786407892483"
"2","1995","Baden-Württemberg","indirect migration background","31","0.235739376205771","0.15882775473201","0.312650997679531"
"2","1995","Bavaria","no migration background","175","0.132757790033105","0.113678589930065","0.151836990136145"
"2","1995","Bavaria","direct migration background","67","0.181243468308847","0.143350257267076","0.219136679350618"
"2","1995","Bavaria","indirect migration background","14","","",""
"2","1995","Berlin","no migration background","106","0.255506597176131","0.215343196679828","0.295669997672434"
"2","1995","Berlin","direct migration background","23","","",""
"2","1995","Berlin","indirect migration background","7","","",""
"2","1995","Brandenburg","no migration background","126","0.196985931424606","0.164335430744177","0.229636432105036"
"2","1995","Brandenburg","direct migration background","","","",""
"2","1995","Brandenburg","indirect migration background","","","",""
"2","1995","Mecklenburg-Western Pomerania","no migration background","75","0.165227100943704","0.128877410498608","0.2015767913888"
"2","1995","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"2","1995","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"2","1995","Saxony","no migration background","187","0.165525700471171","0.1430351778747","0.188016223067642"
"2","1995","Saxony","direct migration background","4","","",""
"2","1995","Saxony","indirect migration background","1","","",""
"2","1995","Saxony-Anhalt","no migration background","145","0.201200418995859","0.170545599668514","0.231855238323204"
"2","1995","Saxony-Anhalt","direct migration background","2","","",""
"2","1995","Saxony-Anhalt","indirect migration background","","","",""
"2","1995","Thuringia","no migration background","101","0.157551534310449","0.128943563237975","0.186159505382923"
"2","1995","Thuringia","direct migration background","4","","",""
"2","1995","Thuringia","indirect migration background","","","",""
"3","1995","Schleswig-Holstein","no migration background","156","0.632425204177246","0.571928651863669","0.692921756490824"
"3","1995","Schleswig-Holstein","direct migration background","18","","",""
"3","1995","Schleswig-Holstein","indirect migration background","7","","",""
"3","1995","Hamburg","no migration background","68","0.707804675652796","0.616355534097804","0.799253817207789"
"3","1995","Hamburg","direct migration background","17","","",""
"3","1995","Hamburg","indirect migration background","5","","",""
"3","1995","Lower Saxony","no migration background","554","0.710645026558145","0.678983866849605","0.742306186266684"
"3","1995","Lower Saxony","direct migration background","149","0.769757216281296","0.712953498431483","0.826560934131109"
"3","1995","Lower Saxony","indirect migration background","25","","",""
"3","1995","Bremen","no migration background","51","0.737848572491462","0.636958973664523","0.838738171318401"
"3","1995","Bremen","direct migration background","6","","",""
"3","1995","Bremen","indirect migration background","1","","",""
"3","1995","North Rhine-Westphalia","no migration background","1263","0.742539840298642","0.721906552369942","0.763173128227342"
"3","1995","North Rhine-Westphalia","direct migration background","437","0.656774114318241","0.62124502595873","0.692303202677752"
"3","1995","North Rhine-Westphalia","indirect migration background","109","0.735194253135557","0.665507138132923","0.804881368138192"
"3","1995","Hesse","no migration background","406","0.717175609437996","0.680235241022735","0.754115977853256"
"3","1995","Hesse","direct migration background","193","0.701522891005338","0.651308385800644","0.751737396210033"
"3","1995","Hesse","indirect migration background","27","","",""
"3","1995","Rhineland-Palatinate,Saarland","no migration background","403","0.776104241673091","0.740137077131768","0.812071406214414"
"3","1995","Rhineland-Palatinate,Saarland","direct migration background","110","0.549892617646004","0.477213633051069","0.622571602240939"
"3","1995","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"3","1995","Baden-Württemberg","no migration background","755","0.794282862499589","0.768712592904935","0.819853132094244"
"3","1995","Baden-Württemberg","direct migration background","439","0.667675417527568","0.631379324621186","0.703971510433949"
"3","1995","Baden-Württemberg","indirect migration background","80","0.738326948133001","0.65868185582878","0.817972040437223"
"3","1995","Bavaria","no migration background","893","0.734637190030143","0.709810636405299","0.759463743654988"
"3","1995","Bavaria","direct migration background","285","0.702141920113134","0.657156686340669","0.747127153885599"
"3","1995","Bavaria","indirect migration background","56","0.637841123816903","0.531179887152403","0.744502360481403"
"3","1995","Berlin","no migration background","280","0.595248118904657","0.550047701666071","0.640448536143243"
"3","1995","Berlin","direct migration background","59","0.653285548528458","0.558082693616582","0.748488403440334"
"3","1995","Berlin","indirect migration background","9","","",""
"3","1995","Brandenburg","no migration background","378","0.684986772592832","0.646852439924286","0.723121105261378"
"3","1995","Brandenburg","direct migration background","12","","",""
"3","1995","Brandenburg","indirect migration background","2","","",""
"3","1995","Mecklenburg-Western Pomerania","no migration background","283","0.725309419972246","0.68162169325497","0.768997146689523"
"3","1995","Mecklenburg-Western Pomerania","direct migration background","11","","",""
"3","1995","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"3","1995","Saxony","no migration background","716","0.705005792585468","0.677408693450916","0.73260289172002"
"3","1995","Saxony","direct migration background","29","","",""
"3","1995","Saxony","indirect migration background","2","","",""
"3","1995","Saxony-Anhalt","no migration background","448","0.687607075389926","0.652167691006289","0.723046459773564"
"3","1995","Saxony-Anhalt","direct migration background","27","","",""
"3","1995","Saxony-Anhalt","indirect migration background","2","","",""
"3","1995","Thuringia","no migration background","466","0.753166018404848","0.719308751231685","0.78702328557801"
"3","1995","Thuringia","direct migration background","17","","",""
"3","1995","Thuringia","indirect migration background","3","","",""
"4","1995","Schleswig-Holstein","no migration background","36","0.177544223964853","0.129597081504017","0.225491366425689"
"4","1995","Schleswig-Holstein","direct migration background","5","","",""
"4","1995","Schleswig-Holstein","indirect migration background","","","",""
"4","1995","Hamburg","no migration background","2","","",""
"4","1995","Hamburg","direct migration background","","","",""
"4","1995","Hamburg","indirect migration background","","","",""
"4","1995","Lower Saxony","no migration background","106","0.144115475610675","0.11959392784117","0.16863702338018"
"4","1995","Lower Saxony","direct migration background","7","","",""
"4","1995","Lower Saxony","indirect migration background","","","",""
"4","1995","Bremen","no migration background","8","","",""
"4","1995","Bremen","direct migration background","2","","",""
"4","1995","Bremen","indirect migration background","","","",""
"4","1995","North Rhine-Westphalia","no migration background","132","0.0867373291127024","0.0734556061583062","0.100019052067099"
"4","1995","North Rhine-Westphalia","direct migration background","19","","",""
"4","1995","North Rhine-Westphalia","indirect migration background","5","","",""
"4","1995","Hesse","no migration background","58","0.108259727825723","0.0827748419828275","0.133744613668618"
"4","1995","Hesse","direct migration background","10","","",""
"4","1995","Hesse","indirect migration background","1","","",""
"4","1995","Rhineland-Palatinate,Saarland","no migration background","37","0.0790094808899432","0.0557344415263242","0.102284520253562"
"4","1995","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"4","1995","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"4","1995","Baden-Württemberg","no migration background","61","0.0858145771509797","0.0680967625096957","0.103532391792264"
"4","1995","Baden-Württemberg","direct migration background","13","","",""
"4","1995","Baden-Württemberg","indirect migration background","2","","",""
"4","1995","Bavaria","no migration background","116","0.107204084237367","0.0898083920172844","0.124599776457451"
"4","1995","Bavaria","direct migration background","13","","",""
"4","1995","Bavaria","indirect migration background","4","","",""
"4","1995","Berlin","no migration background","42","0.0958625431806624","0.068751845502001","0.122973240859324"
"4","1995","Berlin","direct migration background","5","","",""
"4","1995","Berlin","indirect migration background","","","",""
"4","1995","Brandenburg","no migration background","40","0.0855859455606742","0.062620052617379","0.108551838503969"
"4","1995","Brandenburg","direct migration background","5","","",""
"4","1995","Brandenburg","indirect migration background","","","",""
"4","1995","Mecklenburg-Western Pomerania","no migration background","26","","",""
"4","1995","Mecklenburg-Western Pomerania","direct migration background","","","",""
"4","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"4","1995","Saxony","no migration background","98","0.0873769092254655","0.0702883907391834","0.104465427711748"
"4","1995","Saxony","direct migration background","5","","",""
"4","1995","Saxony","indirect migration background","1","","",""
"4","1995","Saxony-Anhalt","no migration background","46","0.0944676899880637","0.072103198414596","0.116832181561531"
"4","1995","Saxony-Anhalt","direct migration background","4","","",""
"4","1995","Saxony-Anhalt","indirect migration background","","","",""
"4","1995","Thuringia","no migration background","42","0.0689250429755594","0.0490327469602891","0.0888173389908297"
"4","1995","Thuringia","direct migration background","4","","",""
"4","1995","Thuringia","indirect migration background","1","","",""
"5","1995","Schleswig-Holstein","no migration background","4","","",""
"5","1995","Schleswig-Holstein","direct migration background","","","",""
"5","1995","Schleswig-Holstein","indirect migration background","","","",""
"5","1995","Hamburg","no migration background","","","",""
"5","1995","Hamburg","direct migration background","","","",""
"5","1995","Hamburg","indirect migration background","","","",""
"5","1995","Lower Saxony","no migration background","11","","",""
"5","1995","Lower Saxony","direct migration background","1","","",""
"5","1995","Lower Saxony","indirect migration background","","","",""
"5","1995","Bremen","no migration background","","","",""
"5","1995","Bremen","direct migration background","","","",""
"5","1995","Bremen","indirect migration background","","","",""
"5","1995","North Rhine-Westphalia","no migration background","8","","",""
"5","1995","North Rhine-Westphalia","direct migration background","1","","",""
"5","1995","North Rhine-Westphalia","indirect migration background","","","",""
"5","1995","Hesse","no migration background","11","","",""
"5","1995","Hesse","direct migration background","1","","",""
"5","1995","Hesse","indirect migration background","","","",""
"5","1995","Rhineland-Palatinate,Saarland","no migration background","1","","",""
"5","1995","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"5","1995","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"5","1995","Baden-Württemberg","no migration background","4","","",""
"5","1995","Baden-Württemberg","direct migration background","4","","",""
"5","1995","Baden-Württemberg","indirect migration background","","","",""
"5","1995","Bavaria","no migration background","3","","",""
"5","1995","Bavaria","direct migration background","","","",""
"5","1995","Bavaria","indirect migration background","","","",""
"5","1995","Berlin","no migration background","6","","",""
"5","1995","Berlin","direct migration background","","","",""
"5","1995","Berlin","indirect migration background","","","",""
"5","1995","Brandenburg","no migration background","2","","",""
"5","1995","Brandenburg","direct migration background","","","",""
"5","1995","Brandenburg","indirect migration background","","","",""
"5","1995","Mecklenburg-Western Pomerania","no migration background","","","",""
"5","1995","Mecklenburg-Western Pomerania","direct migration background","","","",""
"5","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"5","1995","Saxony","no migration background","6","","",""
"5","1995","Saxony","direct migration background","1","","",""
"5","1995","Saxony","indirect migration background","","","",""
"5","1995","Saxony-Anhalt","no migration background","5","","",""
"5","1995","Saxony-Anhalt","direct migration background","1","","",""
"5","1995","Saxony-Anhalt","indirect migration background","","","",""
"5","1995","Thuringia","no migration background","3","","",""
"5","1995","Thuringia","direct migration background","","","",""
"5","1995","Thuringia","indirect migration background","","","",""
"1","1996","Schleswig-Holstein","no migration background","","","",""
"1","1996","Schleswig-Holstein","direct migration background","","","",""
"1","1996","Schleswig-Holstein","indirect migration background","","","",""
"1","1996","Hamburg","no migration background","1","","",""
"1","1996","Hamburg","direct migration background","8","","",""
"1","1996","Hamburg","indirect migration background","1","","",""
"1","1996","Lower Saxony","no migration background","13","","",""
"1","1996","Lower Saxony","direct migration background","1","","",""
"1","1996","Lower Saxony","indirect migration background","","","",""
"1","1996","Bremen","no migration background","2","","",""
"1","1996","Bremen","direct migration background","2","","",""
"1","1996","Bremen","indirect migration background","2","","",""
"1","1996","North Rhine-Westphalia","no migration background","35","0.015149686850382","0.0093686868360579","0.0209306868647061"
"1","1996","North Rhine-Westphalia","direct migration background","66","0.0638439699498951","0.045135846238132","0.0825520936616583"
"1","1996","North Rhine-Westphalia","indirect migration background","11","","",""
"1","1996","Hesse","no migration background","12","","",""
"1","1996","Hesse","direct migration background","21","","",""
"1","1996","Hesse","indirect migration background","7","","",""
"1","1996","Rhineland-Palatinate,Saarland","no migration background","2","","",""
"1","1996","Rhineland-Palatinate,Saarland","direct migration background","7","","",""
"1","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"1","1996","Baden-Württemberg","no migration background","25","","",""
"1","1996","Baden-Württemberg","direct migration background","32","0.0297317222393246","0.0163299738889102","0.0431334705897391"
"1","1996","Baden-Württemberg","indirect migration background","8","","",""
"1","1996","Bavaria","no migration background","23","","",""
"1","1996","Bavaria","direct migration background","18","","",""
"1","1996","Bavaria","indirect migration background","3","","",""
"1","1996","Berlin","no migration background","10","","",""
"1","1996","Berlin","direct migration background","7","","",""
"1","1996","Berlin","indirect migration background","2","","",""
"1","1996","Brandenburg","no migration background","21","","",""
"1","1996","Brandenburg","direct migration background","","","",""
"1","1996","Brandenburg","indirect migration background","","","",""
"1","1996","Mecklenburg-Western Pomerania","no migration background","12","","",""
"1","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"1","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1","1996","Saxony","no migration background","43","0.039272368962429","0.0275845334915497","0.0509602044333082"
"1","1996","Saxony","direct migration background","1","","",""
"1","1996","Saxony","indirect migration background","1","","",""
"1","1996","Saxony-Anhalt","no migration background","12","","",""
"1","1996","Saxony-Anhalt","direct migration background","","","",""
"1","1996","Saxony-Anhalt","indirect migration background","","","",""
"1","1996","Thuringia","no migration background","18","","",""
"1","1996","Thuringia","direct migration background","2","","",""
"1","1996","Thuringia","indirect migration background","","","",""
"2","1996","Schleswig-Holstein","no migration background","46","0.179166020477925","0.131243900248087","0.227088140707762"
"2","1996","Schleswig-Holstein","direct migration background","9","","",""
"2","1996","Schleswig-Holstein","indirect migration background","2","","",""
"2","1996","Hamburg","no migration background","20","","",""
"2","1996","Hamburg","direct migration background","3","","",""
"2","1996","Hamburg","indirect migration background","1","","",""
"2","1996","Lower Saxony","no migration background","102","0.120781609963511","0.098381424865128","0.143181795061894"
"2","1996","Lower Saxony","direct migration background","46","0.161714465723345","0.110037000139467","0.213391931307222"
"2","1996","Lower Saxony","indirect migration background","12","","",""
"2","1996","Bremen","no migration background","7","","",""
"2","1996","Bremen","direct migration background","3","","",""
"2","1996","Bremen","indirect migration background","","","",""
"2","1996","North Rhine-Westphalia","no migration background","272","0.142203109416432","0.125673491724084","0.158732727108779"
"2","1996","North Rhine-Westphalia","direct migration background","123","0.210217845178765","0.179037234285718","0.241398456071811"
"2","1996","North Rhine-Westphalia","indirect migration background","42","0.284650473919678","0.215376613324686","0.35392433451467"
"2","1996","Hesse","no migration background","91","0.152298111518734","0.122618191381556","0.181978031655912"
"2","1996","Hesse","direct migration background","59","0.129448595937349","0.0906109386664183","0.168286253208279"
"2","1996","Hesse","indirect migration background","7","","",""
"2","1996","Rhineland-Palatinate,Saarland","no migration background","70","0.143209388133813","0.112658383495722","0.173760392771904"
"2","1996","Rhineland-Palatinate,Saarland","direct migration background","38","0.191201788067138","0.130831902209135","0.25157167392514"
"2","1996","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"2","1996","Baden-Württemberg","no migration background","143","0.117370531683136","0.0967729886272291","0.137968074739043"
"2","1996","Baden-Württemberg","direct migration background","142","0.2389511811974","0.205302630899912","0.272599731494887"
"2","1996","Baden-Württemberg","indirect migration background","25","","",""
"2","1996","Bavaria","no migration background","186","0.13532383221417","0.115913107172025","0.154734557256315"
"2","1996","Bavaria","direct migration background","70","0.188412760742941","0.149147510941959","0.227678010543922"
"2","1996","Bavaria","indirect migration background","16","","",""
"2","1996","Berlin","no migration background","118","0.259784669443641","0.219041587010996","0.300527751876286"
"2","1996","Berlin","direct migration background","25","","",""
"2","1996","Berlin","indirect migration background","6","","",""
"2","1996","Brandenburg","no migration background","122","0.177915893885289","0.146547264996045","0.209284522774533"
"2","1996","Brandenburg","direct migration background","1","","",""
"2","1996","Brandenburg","indirect migration background","1","","",""
"2","1996","Mecklenburg-Western Pomerania","no migration background","68","0.169928109596525","0.13250989381774","0.207346325375309"
"2","1996","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"2","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"2","1996","Saxony","no migration background","184","0.165431185671083","0.143073329067923","0.187789042274244"
"2","1996","Saxony","direct migration background","9","","",""
"2","1996","Saxony","indirect migration background","2","","",""
"2","1996","Saxony-Anhalt","no migration background","147","0.20370693176958","0.172503850993357","0.234910012545803"
"2","1996","Saxony-Anhalt","direct migration background","4","","",""
"2","1996","Saxony-Anhalt","indirect migration background","2","","",""
"2","1996","Thuringia","no migration background","92","0.134032697155047","0.107215809541961","0.160849584768132"
"2","1996","Thuringia","direct migration background","6","","",""
"2","1996","Thuringia","indirect migration background","1","","",""
"3","1996","Schleswig-Holstein","no migration background","164","0.636389739068776","0.576277876204986","0.696501601932565"
"3","1996","Schleswig-Holstein","direct migration background","11","","",""
"3","1996","Schleswig-Holstein","indirect migration background","7","","",""
"3","1996","Hamburg","no migration background","68","0.693290002486867","0.60007075361276","0.786509251360973"
"3","1996","Hamburg","direct migration background","15","","",""
"3","1996","Hamburg","indirect migration background","6","","",""
"3","1996","Lower Saxony","no migration background","574","0.692141524484916","0.660411103947126","0.723871945022705"
"3","1996","Lower Saxony","direct migration background","143","0.826327923244897","0.773157269700064","0.879498576789729"
"3","1996","Lower Saxony","indirect migration background","21","","",""
"3","1996","Bremen","no migration background","54","0.785915945274534","0.690504795912917","0.881327094636151"
"3","1996","Bremen","direct migration background","12","","",""
"3","1996","Bremen","indirect migration background","2","","",""
"3","1996","North Rhine-Westphalia","no migration background","1251","0.731396545784033","0.710419309117204","0.752373782450861"
"3","1996","North Rhine-Westphalia","direct migration background","442","0.648779068674742","0.612250321171408","0.685307816178076"
"3","1996","North Rhine-Westphalia","indirect migration background","102","0.602238023475474","0.527101688451376","0.677374358499572"
"3","1996","Hesse","no migration background","408","0.746898632369646","0.710983954816217","0.782813309923075"
"3","1996","Hesse","direct migration background","198","0.764274572172057","0.715168515095612","0.813380629248503"
"3","1996","Hesse","indirect migration background","38","0.77572703074465","0.662359327510915","0.889094733978385"
"3","1996","Rhineland-Palatinate,Saarland","no migration background","368","0.736121622041589","0.697682001479816","0.774561242603361"
"3","1996","Rhineland-Palatinate,Saarland","direct migration background","109","0.694279745961014","0.623553005635231","0.765006486286796"
"3","1996","Rhineland-Palatinate,Saarland","indirect migration background","12","","",""
"3","1996","Baden-Württemberg","no migration background","680","0.742820280699956","0.714849350657092","0.77079121074282"
"3","1996","Baden-Württemberg","direct migration background","432","0.691778374497623","0.655343225235632","0.728213523759613"
"3","1996","Baden-Württemberg","indirect migration background","94","0.812584766099309","0.745501654692167","0.879667877506451"
"3","1996","Bavaria","no migration background","864","0.731817862289387","0.706679076569264","0.75695664800951"
"3","1996","Bavaria","direct migration background","275","0.664160629314313","0.616737744351806","0.71158351427682"
"3","1996","Bavaria","indirect migration background","67","0.723279177972401","0.62927170779544","0.817286648149362"
"3","1996","Berlin","no migration background","275","0.620733342295868","0.575652403170271","0.665814281421466"
"3","1996","Berlin","direct migration background","44","0.653776167253101","0.550800601399288","0.756751733106913"
"3","1996","Berlin","indirect migration background","10","","",""
"3","1996","Brandenburg","no migration background","394","0.722862801771719","0.686151026492526","0.759574577050911"
"3","1996","Brandenburg","direct migration background","13","","",""
"3","1996","Brandenburg","indirect migration background","3","","",""
"3","1996","Mecklenburg-Western Pomerania","no migration background","283","0.751173682832761","0.708100105075471","0.79424726059005"
"3","1996","Mecklenburg-Western Pomerania","direct migration background","7","","",""
"3","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"3","1996","Saxony","no migration background","753","0.702434381863424","0.674924757877634","0.729944005849215"
"3","1996","Saxony","direct migration background","27","","",""
"3","1996","Saxony","indirect migration background","4","","",""
"3","1996","Saxony-Anhalt","no migration background","428","0.687677740512846","0.651772978172526","0.723582502853166"
"3","1996","Saxony-Anhalt","direct migration background","25","","",""
"3","1996","Saxony-Anhalt","indirect migration background","","","",""
"3","1996","Thuringia","no migration background","471","0.781400597158972","0.748868384596417","0.813932809721526"
"3","1996","Thuringia","direct migration background","15","","",""
"3","1996","Thuringia","indirect migration background","2","","",""
"4","1996","Schleswig-Holstein","no migration background","34","0.174929493415275","0.127455300731978","0.222403686098571"
"4","1996","Schleswig-Holstein","direct migration background","9","","",""
"4","1996","Schleswig-Holstein","indirect migration background","","","",""
"4","1996","Hamburg","no migration background","4","","",""
"4","1996","Hamburg","direct migration background","","","",""
"4","1996","Hamburg","indirect migration background","","","",""
"4","1996","Lower Saxony","no migration background","117","0.167756285909633","0.142072000856451","0.193440570962815"
"4","1996","Lower Saxony","direct migration background","3","","",""
"4","1996","Lower Saxony","indirect migration background","2","","",""
"4","1996","Bremen","no migration background","8","","",""
"4","1996","Bremen","direct migration background","3","","",""
"4","1996","Bremen","indirect migration background","","","",""
"4","1996","North Rhine-Westphalia","no migration background","143","0.101718634111229","0.0874124936720339","0.116024774550423"
"4","1996","North Rhine-Westphalia","direct migration background","25","","",""
"4","1996","North Rhine-Westphalia","indirect migration background","8","","",""
"4","1996","Hesse","no migration background","45","0.0828016124927045","0.0600378035418493","0.10556542144356"
"4","1996","Hesse","direct migration background","9","","",""
"4","1996","Hesse","indirect migration background","","","",""
"4","1996","Rhineland-Palatinate,Saarland","no migration background","63","0.116223078266175","0.0882706258276469","0.144175530704703"
"4","1996","Rhineland-Palatinate,Saarland","direct migration background","9","","",""
"4","1996","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"4","1996","Baden-Württemberg","no migration background","83","0.104980720706214","0.0853643959871852","0.124597045425244"
"4","1996","Baden-Württemberg","direct migration background","11","","",""
"4","1996","Baden-Württemberg","indirect migration background","3","","",""
"4","1996","Bavaria","no migration background","114","0.109708423824812","0.0919741263486387","0.127442721300985"
"4","1996","Bavaria","direct migration background","18","","",""
"4","1996","Bavaria","indirect migration background","1","","",""
"4","1996","Berlin","no migration background","41","0.0843268380301099","0.0585089188925302","0.11014475716769"
"4","1996","Berlin","direct migration background","5","","",""
"4","1996","Berlin","indirect migration background","","","",""
"4","1996","Brandenburg","no migration background","33","0.0737993375163087","0.052355188713403","0.0952434863192144"
"4","1996","Brandenburg","direct migration background","3","","",""
"4","1996","Brandenburg","indirect migration background","","","",""
"4","1996","Mecklenburg-Western Pomerania","no migration background","21","","",""
"4","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"4","1996","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"4","1996","Saxony","no migration background","78","0.0893542463472806","0.0721900793802101","0.106518413314351"
"4","1996","Saxony","direct migration background","4","","",""
"4","1996","Saxony","indirect migration background","1","","",""
"4","1996","Saxony-Anhalt","no migration background","47","0.0839367919161474","0.0624536890650544","0.10541989476724"
"4","1996","Saxony-Anhalt","direct migration background","3","","",""
"4","1996","Saxony-Anhalt","indirect migration background","","","",""
"4","1996","Thuringia","no migration background","34","0.0505309522925029","0.0332895973168093","0.0677723072681966"
"4","1996","Thuringia","direct migration background","3","","",""
"4","1996","Thuringia","indirect migration background","1","","",""
"5","1996","Schleswig-Holstein","no migration background","2","","",""
"5","1996","Schleswig-Holstein","direct migration background","","","",""
"5","1996","Schleswig-Holstein","indirect migration background","","","",""
"5","1996","Hamburg","no migration background","1","","",""
"5","1996","Hamburg","direct migration background","","","",""
"5","1996","Hamburg","indirect migration background","","","",""
"5","1996","Lower Saxony","no migration background","7","","",""
"5","1996","Lower Saxony","direct migration background","2","","",""
"5","1996","Lower Saxony","indirect migration background","","","",""
"5","1996","Bremen","no migration background","","","",""
"5","1996","Bremen","direct migration background","","","",""
"5","1996","Bremen","indirect migration background","","","",""
"5","1996","North Rhine-Westphalia","no migration background","14","","",""
"5","1996","North Rhine-Westphalia","direct migration background","","","",""
"5","1996","North Rhine-Westphalia","indirect migration background","","","",""
"5","1996","Hesse","no migration background","7","","",""
"5","1996","Hesse","direct migration background","","","",""
"5","1996","Hesse","indirect migration background","","","",""
"5","1996","Rhineland-Palatinate,Saarland","no migration background","2","","",""
"5","1996","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"5","1996","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"5","1996","Baden-Württemberg","no migration background","7","","",""
"5","1996","Baden-Württemberg","direct migration background","","","",""
"5","1996","Baden-Württemberg","indirect migration background","","","",""
"5","1996","Bavaria","no migration background","6","","",""
"5","1996","Bavaria","direct migration background","","","",""
"5","1996","Bavaria","indirect migration background","","","",""
"5","1996","Berlin","no migration background","1","","",""
"5","1996","Berlin","direct migration background","1","","",""
"5","1996","Berlin","indirect migration background","","","",""
"5","1996","Brandenburg","no migration background","1","","",""
"5","1996","Brandenburg","direct migration background","","","",""
"5","1996","Brandenburg","indirect migration background","","","",""
"5","1996","Mecklenburg-Western Pomerania","no migration background","3","","",""
