"hlf0071_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"2","2006","Mecklenburg-Western Pomerania","no migration background","57","0.105311426821254","0.0796815814896438","0.130941272152864"
"2","2006","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"2","2006","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"2","2006","Saxony","no migration background","165","0.114520347817212","0.098778618430056","0.130262077204367"
"2","2006","Saxony","direct migration background","2","","",""
"2","2006","Saxony","indirect migration background","1","","",""
"2","2006","Saxony-Anhalt","no migration background","116","0.121765027005903","0.100304898793076","0.14322515521873"
"2","2006","Saxony-Anhalt","direct migration background","7","","",""
"2","2006","Saxony-Anhalt","indirect migration background","6","","",""
"2","2006","Thuringia","no migration background","106","0.111241847612978","0.091141199551339","0.131342495674618"
"2","2006","Thuringia","direct migration background","1","","",""
"2","2006","Thuringia","indirect migration background","1","","",""
"3","2006","Schleswig-Holstein","no migration background","484","0.792748503450775","0.760687252865737","0.824809754035813"
"3","2006","Schleswig-Holstein","direct migration background","35","0.565789310496815","0.43597227063916","0.695606350354471"
"3","2006","Schleswig-Holstein","indirect migration background","8","","",""
"3","2006","Hamburg","no migration background","206","0.722382498631544","0.669550069593945","0.775214927669142"
"3","2006","Hamburg","direct migration background","22","","",""
"3","2006","Hamburg","indirect migration background","4","","",""
"3","2006","Lower Saxony","no migration background","1261","0.693696436769528","0.672068697182796","0.71532417635626"
"3","2006","Lower Saxony","direct migration background","156","0.731795171209123","0.670242115333647","0.7933482270846"
"3","2006","Lower Saxony","indirect migration background","34","0.558877716322004","0.425203375364925","0.692552057279084"
"3","2006","Bremen","no migration background","97","0.800886505482334","0.731434935784331","0.870338075180336"
"3","2006","Bremen","direct migration background","8","","",""
"3","2006","Bremen","indirect migration background","5","","",""
"3","2006","North Rhine-Westphalia","no migration background","2771","0.735209683016472","0.721019637118305","0.749399728914639"
"3","2006","North Rhine-Westphalia","direct migration background","516","0.777856298652487","0.746166896236822","0.809545701068152"
"3","2006","North Rhine-Westphalia","indirect migration background","177","0.717971636508352","0.661393975165291","0.774549297851414"
"3","2006","Hesse","no migration background","793","0.651631917550564","0.624763939982178","0.67849989511895"
"3","2006","Hesse","direct migration background","123","0.546592019865953","0.480355966514662","0.612828073217244"
"3","2006","Hesse","indirect migration background","44","0.579284985540959","0.470423392043366","0.688146579038551"
"3","2006","Rhineland-Palatinate,Saarland","no migration background","748","0.685075254537858","0.657334851075983","0.712815657999732"
"3","2006","Rhineland-Palatinate,Saarland","direct migration background","132","0.80657745008894","0.749035391646216","0.864119508531664"
"3","2006","Rhineland-Palatinate,Saarland","indirect migration background","39","0.660512689662812","0.5342126268171","0.786812752508524"
"3","2006","Baden-Württemberg","no migration background","1489","0.714789982775759","0.695163114040349","0.734416851511169"
"3","2006","Baden-Württemberg","direct migration background","368","0.648541826545698","0.607702905620786","0.68938074747061"
"3","2006","Baden-Württemberg","indirect migration background","148","0.724093356650971","0.663496051865457","0.784690661436484"
"3","2006","Bavaria","no migration background","1932","0.705676581464304","0.688499079393963","0.722854083534645"
"3","2006","Bavaria","direct migration background","244","0.698323253543067","0.650306399511475","0.746340107574659"
"3","2006","Bavaria","indirect migration background","80","0.55841001056975","0.47337482757607","0.643445193563431"
"3","2006","Berlin","no migration background","505","0.707425508462732","0.673747401702964","0.741103615222501"
"3","2006","Berlin","direct migration background","37","0.575391006105048","0.450322317849017","0.700459694361078"
"3","2006","Berlin","indirect migration background","23","","",""
"3","2006","Brandenburg","no migration background","710","0.761434937545041","0.734057482682738","0.788812392407344"
"3","2006","Brandenburg","direct migration background","12","","",""
"3","2006","Brandenburg","indirect migration background","6","","",""
"3","2006","Mecklenburg-Western Pomerania","no migration background","418","0.771891995038245","0.736855486344691","0.8069285037318"
"3","2006","Mecklenburg-Western Pomerania","direct migration background","10","","",""
"3","2006","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"3","2006","Saxony","no migration background","1212","0.785767378784744","0.76548533955056","0.806049418018927"
"3","2006","Saxony","direct migration background","26","","",""
"3","2006","Saxony","indirect migration background","6","","",""
"3","2006","Saxony-Anhalt","no migration background","688","0.789844177748292","0.763107521794846","0.816580833701737"
"3","2006","Saxony-Anhalt","direct migration background","18","","",""
"3","2006","Saxony-Anhalt","indirect migration background","2","","",""
"3","2006","Thuringia","no migration background","715","0.784392526141717","0.758102997873272","0.810682054410161"
"3","2006","Thuringia","direct migration background","12","","",""
"3","2006","Thuringia","indirect migration background","7","","",""
"4","2006","Schleswig-Holstein","no migration background","57","0.0945270239057755","0.0713861559361818","0.117667891875369"
"4","2006","Schleswig-Holstein","direct migration background","5","","",""
"4","2006","Schleswig-Holstein","indirect migration background","2","","",""
"4","2006","Hamburg","no migration background","16","","",""
"4","2006","Hamburg","direct migration background","1","","",""
"4","2006","Hamburg","indirect migration background","","","",""
"4","2006","Lower Saxony","no migration background","276","0.161349891382246","0.144090514278336","0.178609268486155"
"4","2006","Lower Saxony","direct migration background","11","","",""
"4","2006","Lower Saxony","indirect migration background","4","","",""
"4","2006","Bremen","no migration background","15","","",""
"4","2006","Bremen","direct migration background","","","",""
"4","2006","Bremen","indirect migration background","","","",""
"4","2006","North Rhine-Westphalia","no migration background","442","0.118808540239468","0.108402485383101","0.129214595095834"
"4","2006","North Rhine-Westphalia","direct migration background","38","0.0459628782741234","0.0299991764751856","0.0619265800730612"
"4","2006","North Rhine-Westphalia","indirect migration background","7","","",""
"4","2006","Hesse","no migration background","192","0.138092085940107","0.118637165772853","0.15754700610736"
"4","2006","Hesse","direct migration background","18","","",""
"4","2006","Hesse","indirect migration background","9","","",""
"4","2006","Rhineland-Palatinate,Saarland","no migration background","165","0.150292140734296","0.128949743828875","0.171634537639717"
"4","2006","Rhineland-Palatinate,Saarland","direct migration background","18","","",""
"4","2006","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"4","2006","Baden-Württemberg","no migration background","253","0.119845121409985","0.105727252927438","0.133962989892533"
"4","2006","Baden-Württemberg","direct migration background","25","","",""
"4","2006","Baden-Württemberg","indirect migration background","5","","",""
"4","2006","Bavaria","no migration background","322","0.116593661613759","0.104497085188621","0.128690238038897"
"4","2006","Bavaria","direct migration background","23","","",""
"4","2006","Bavaria","indirect migration background","6","","",""
"4","2006","Berlin","no migration background","52","0.068421760126922","0.0497323381044452","0.0871111821493988"
"4","2006","Berlin","direct migration background","3","","",""
"4","2006","Berlin","indirect migration background","1","","",""
"4","2006","Brandenburg","no migration background","74","0.091963825554996","0.0734014591858031","0.110526191924189"
"4","2006","Brandenburg","direct migration background","4","","",""
"4","2006","Brandenburg","indirect migration background","","","",""
"4","2006","Mecklenburg-Western Pomerania","no migration background","60","0.0875109399876957","0.06391608572761","0.111105794247781"
"4","2006","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"4","2006","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"4","2006","Saxony","no migration background","170","0.0835524247226231","0.069873399122708","0.0972314503225382"
