"hlf0071_h","year","education","n","percent","lower_confidence","upper_confidence"
"2","2000","lower secondary degree","984","0.0929806111404558","0.0872650033697422","0.0986962189111695"
"2","2000","secondary school degree","1073","0.155340046358749","0.146833779108143","0.163846313609355"
"2","2000","college entrance qualification","873","0.196357448552494","0.185043937741046","0.207670959363942"
"2","2000","Other degree","314","0.213221347835718","0.192731651263103","0.233711044408334"
"2","2000","no degree/no degree yet","178","0.20052698396018","0.174668289670654","0.226385678249707"
"3","2000","lower secondary degree","7764","0.783591815517679","0.775487063694035","0.791696567341324"
"3","2000","secondary school degree","5181","0.734849921322744","0.724484151470193","0.745215691175295"
"3","2000","college entrance qualification","3285","0.678745598224257","0.665446557964802","0.692044638483712"
"3","2000","Other degree","1084","0.698008276949158","0.675040354802653","0.720976199095663"
"3","2000","no degree/no degree yet","675","0.72827539542723","0.699545729401118","0.757005061453341"
"4","2000","lower secondary degree","939","0.100931773797338","0.0950029545239167","0.106860593070759"
"4","2000","secondary school degree","559","0.084380269520075","0.0778529573805675","0.0909075816595824"
"4","2000","college entrance qualification","447","0.0931999221495898","0.0849203900673562","0.101479454231823"
"4","2000","Other degree","57","0.0388723077521537","0.0292027945985105","0.048541820905797"
"4","2000","no degree/no degree yet","41","0.0471435959732857","0.033455490040379","0.0608317019061924"
"5","2000","lower secondary degree","92","0.0104537539009398","0.00845199338750887","0.0124555144143708"
"5","2000","secondary school degree","25","","",""
"5","2000","college entrance qualification","33","0.00961359768117776","0.00683460405708879","0.0123925913052667"
"5","2000","Other degree","3","","",""
"5","2000","no degree/no degree yet","4","","",""
"1","2001","lower secondary degree","115","0.0127620813246051","0.0104075057368654","0.0151166569123449"
"1","2001","secondary school degree","124","0.0197813309598958","0.0163777832404867","0.0231848786793048"
"1","2001","college entrance qualification","85","0.0208667376733957","0.0166637500151966","0.0250697253315948"
"1","2001","Other degree","76","0.053132857851013","0.0412556619857286","0.0650100537162974"
"1","2001","no degree/no degree yet","18","","",""
"2","2001","lower secondary degree","857","0.0900904435919697","0.0840845249479203","0.0960963622360191"
"2","2001","secondary school degree","976","0.1538511653531","0.145032225513509","0.162670105192692"
"2","2001","college entrance qualification","770","0.182309064933541","0.170956116695141","0.193662013171941"
"2","2001","Other degree","265","0.192498866792641","0.171621608405164","0.213376125180118"
"2","2001","no degree/no degree yet","161","0.185072752870598","0.159340682741983","0.210804822999214"
"3","2001","lower secondary degree","6858","0.786880736650795","0.778290467346273","0.795471005955317"
"3","2001","secondary school degree","4807","0.732477360775867","0.721657542222494","0.74329717932924"
"3","2001","college entrance qualification","3151","0.691904729026455","0.67832861115445","0.70548084689846"
"3","2001","Other degree","978","0.716036844018975","0.692159474007134","0.739914214030815"
"3","2001","no degree/no degree yet","653","0.74374675067925","0.714820556604214","0.772672944754287"
"4","2001","lower secondary degree","815","0.100518070615373","0.0942105415194443","0.106825599711301"
"4","2001","secondary school degree","492","0.0879599135580235","0.0810369512829436","0.0948828758331034"
"4","2001","college entrance qualification","403","0.0946956188950536","0.086086232715106","0.103305005075001"
"4","2001","Other degree","50","0.0368828006094168","0.0269025988256543","0.0468630023931793"
"4","2001","no degree/no degree yet","42","0.0426501756254018","0.029261432559068","0.0560389186917355"
"5","2001","lower secondary degree","85","0.00974866781725724","0.00768762828032847","0.011809707354186"
"5","2001","secondary school degree","31","0.00593022935311336","0.00405356422861617","0.00780689447761056"
"5","2001","college entrance qualification","34","0.010223849471555","0.00726593474114247","0.0131817642019675"
"5","2001","Other degree","1","","",""
"5","2001","no degree/no degree yet","1","","",""
"1","2002","lower secondary degree","127","0.0153724601045783","0.0127344130327015","0.0180105071764551"
"1","2002","secondary school degree","132","0.021431204570598","0.0179641166761399","0.0248982924650561"
"1","2002","college entrance qualification","110","0.0260092679609381","0.0218443338325968","0.0301742020892793"
"1","2002","Other degree","60","0.0568543521416554","0.0443906354384836","0.0693180688448272"
"1","2002","no degree/no degree yet","26","","",""
"2","2002","lower secondary degree","867","0.101052939267225","0.0945902035381913","0.107515674996258"
"2","2002","secondary school degree","1004","0.152381403112044","0.143777171315666","0.160985634908422"
"2","2002","college entrance qualification","963","0.187170308151503","0.176963618307091","0.197376997995915"
"2","2002","Other degree","271","0.228945428760555","0.206331038873944","0.251559818647167"
"2","2002","no degree/no degree yet","166","0.196015064262261","0.170307020261664","0.221723108262858"
"3","2002","lower secondary degree","6317","0.756137507518592","0.746929879649016","0.765345135388167"
"3","2002","secondary school degree","4895","0.714375767211393","0.703561259322461","0.725190275100325"
"3","2002","college entrance qualification","3893","0.670827740259641","0.658531176060991","0.683124304458292"
"3","2002","Other degree","909","0.655544808648051","0.629968145279826","0.681121472016276"
"3","2002","no degree/no degree yet","668","0.713080761103032","0.683788725797019","0.742372796409044"
"4","2002","lower secondary degree","927","0.112749689775363","0.105967723565385","0.11953165598534"
"4","2002","secondary school degree","610","0.101388226485229","0.0941617649626832","0.108614688007775"
"4","2002","college entrance qualification","573","0.104764765176546","0.0967508846087512","0.112778645744341"
"4","2002","Other degree","75","0.0547816867081482","0.0425338301170906","0.0670295432992058"
"4","2002","no degree/no degree yet","50","0.0434664523275199","0.0302617822448331","0.0566711224102066"
"5","2002","lower secondary degree","117","0.0146874033342429","0.0121079101061003","0.0172668965623854"
"5","2002","secondary school degree","61","0.0104233986207357","0.00799189309113842","0.012854904150333"
"5","2002","college entrance qualification","71","0.0112279184513716","0.00847074312788326","0.0139850937748599"
"5","2002","Other degree","11","","",""
"5","2002","no degree/no degree yet","6","","",""
"1","2003","lower secondary degree","87","0.0112590269477745","0.00893753960292538","0.0135805142926237"
"1","2003","secondary school degree","114","0.0197539809171318","0.0163595952203974","0.0231483666138662"
"1","2003","college entrance qualification","91","0.0196411598525886","0.015953043708321","0.0233292759968563"
"1","2003","Other degree","51","0.0354502588895913","0.0251910749062747","0.0457094428729079"
"1","2003","no degree/no degree yet","21","","",""
"2","2003","lower secondary degree","828","0.103234600791729","0.0965399691110993","0.109929232472358"
"2","2003","secondary school degree","976","0.158302060233027","0.149398007041122","0.167206113424933"
"2","2003","college entrance qualification","895","0.193977152376405","0.18346776366956","0.20448654108325"
"2","2003","Other degree","259","0.242261309613048","0.218490577367339","0.266032041858757"
"2","2003","no degree/no degree yet","142","0.175255039708002","0.150375235262425","0.20013484415358"
"3","2003","lower secondary degree","6039","0.761807244783646","0.75243461530496","0.771179874262333"
"3","2003","secondary school degree","4709","0.710826258191794","0.699766962021804","0.721885554361784"
"3","2003","college entrance qualification","3802","0.667854932344644","0.655336975152785","0.680372889536503"
"3","2003","Other degree","836","0.648196449050769","0.621702650395672","0.674690247705866"
"3","2003","no degree/no degree yet","670","0.723424583293015","0.694152388359843","0.752696778226187"
"4","2003","lower secondary degree","874","0.110897558335736","0.103988616777507","0.117806499893965"
"4","2003","secondary school degree","607","0.101391790814748","0.094028822731361","0.108754758898135"
"4","2003","college entrance qualification","593","0.10709192871368","0.0988730942405973","0.115310763186763"
"4","2003","Other degree","91","0.0668172947339857","0.0529635052782746","0.0806710841896968"
"4","2003","no degree/no degree yet","58","0.0616351215650243","0.0458970371595533","0.0773732059704952"
"5","2003","lower secondary degree","107","0.0128015691411142","0.0103280888355733","0.0152750494466552"
"5","2003","secondary school degree","50","0.00972590984329824","0.00733199246205552","0.012119827224541"
"5","2003","college entrance qualification","57","0.0114348267126818","0.00860899733132033","0.0142606560940434"
"5","2003","Other degree","11","","",""
"5","2003","no degree/no degree yet","6","","",""
"1","2004","lower secondary degree","97","0.0128554839657517","0.0103156345771095","0.0153953333543939"
"1","2004","secondary school degree","80","0.0151193381888787","0.0121017684157363","0.0181369079620211"
"1","2004","college entrance qualification","90","0.0196095080076095","0.0159048383431859","0.0233141776720332"
"1","2004","Other degree","38","0.0298114494435019","0.0201650432308359","0.0394578556561679"
"1","2004","no degree/no degree yet","20","","",""
"2","2004","lower secondary degree","737","0.0935571056511226","0.0869913911659766","0.100122820136269"
"2","2004","secondary school degree","905","0.150847889425673","0.141997518131636","0.159698260719709"
"2","2004","college entrance qualification","848","0.171356968732296","0.161288782928122","0.18142515453647"
"2","2004","Other degree","220","0.207996540990072","0.184974833946739","0.231018248033404"
"2","2004","no degree/no degree yet","149","0.181334629732208","0.156273609235526","0.20639565022889"
"3","2004","lower secondary degree","5822","0.773632984007749","0.764197863711142","0.783068104304357"
"3","2004","secondary school degree","4600","0.714908450336064","0.703744535557158","0.726072365114971"
"3","2004","college entrance qualification","3755","0.688079972702559","0.675701767335514","0.700458178069604"
"3","2004","Other degree","857","0.692107124858921","0.665923341004795","0.718290908713046"
"3","2004","no degree/no degree yet","684","0.728307499057241","0.699373971660779","0.757241026453703"
"4","2004","lower secondary degree","811","0.108628672052406","0.101612908476433","0.115644435628379"
"4","2004","secondary school degree","651","0.110270021300718","0.102524387397824","0.118015655203612"
"4","2004","college entrance qualification","621","0.109863778239385","0.101508284903886","0.118219271574885"
"4","2004","Other degree","71","0.0634771715643951","0.0496474353924264","0.0773069077363638"
"4","2004","no degree/no degree yet","53","0.0595629145778749","0.0441686831711381","0.0749571459846117"
"5","2004","lower secondary degree","90","0.0113257543229702","0.00893995693440309","0.0137115517115374"
"5","2004","secondary school degree","46","0.00885430074866642","0.00653773297720802","0.0111708685201248"
"5","2004","college entrance qualification","67","0.0110897723181507","0.00829171669169974","0.0138878279446016"
"5","2004","Other degree","8","","",""
"5","2004","no degree/no degree yet","2","","",""
"1","2005","lower secondary degree","79","0.012008976819618","0.00947869964878365","0.0145392539904523"
"1","2005","secondary school degree","79","0.014150673950893","0.0111700220544602","0.0171313258473258"
"1","2005","college entrance qualification","57","0.0122412392607576","0.00925338564341404","0.0152290928781012"
"1","2005","Other degree","29","","",""
"1","2005","no degree/no degree yet","13","","",""
"2","2005","lower secondary degree","701","0.103355735817267","0.0962841637208517","0.110427307913682"
"2","2005","secondary school degree","847","0.156829483750309","0.147652731923515","0.166006235577103"
"2","2005","college entrance qualification","847","0.18562023670204","0.175055776150375","0.196184697253704"
"2","2005","Other degree","202","0.185597819062259","0.162979722255129","0.208215915869388"
"2","2005","no degree/no degree yet","135","0.163382459478249","0.139295055355313","0.187469863601186"
"3","2005","lower secondary degree","5481","0.763216578369755","0.75334155485917","0.773091601880341"
"3","2005","secondary school degree","4480","0.727263893976948","0.71602471063362","0.738503077320276"
"3","2005","college entrance qualification","3659","0.688402238119999","0.675817636277698","0.7009868399623"
"3","2005","Other degree","817","0.706809943235654","0.680326399066736","0.733293487404572"
"3","2005","no degree/no degree yet","703","0.747009261215844","0.718686270753081","0.775332251678607"
"4","2005","lower secondary degree","757","0.106727406224513","0.0995549389248529","0.113899873524174"
"4","2005","secondary school degree","563","0.0894219221119894","0.0822208357368882","0.0966230084870905"
"4","2005","college entrance qualification","572","0.103658746302504","0.0953762577061074","0.1119412348989"
"4","2005","Other degree","74","0.0685394678805441","0.0538399614256594","0.0832389743354287"
"4","2005","no degree/no degree yet","52","0.0705028006166601","0.0538245295230912","0.0871810717102289"
"5","2005","lower secondary degree","101","0.0146913027688465","0.0118964759165964","0.0174861296210966"
"5","2005","secondary school degree","63","0.0123340262098609","0.00954870745089907","0.0151193449688228"
"5","2005","college entrance qualification","68","0.0100775396146998","0.00736360722531537","0.0127914720040842"
"5","2005","Other degree","13","","",""
"5","2005","no degree/no degree yet","2","","",""
"1","2006","lower secondary degree","108","0.0179461678140538","0.0149720554552773","0.0209202801728303"
"1","2006","secondary school degree","84","0.0166656647380331","0.0135559573956272","0.019775372080439"
"1","2006","college entrance qualification","70","0.0150913797481328","0.0119050708377723","0.0182776886584933"
"1","2006","Other degree","35","0.0325681918445448","0.0225335272199456","0.042602856469144"
"1","2006","no degree/no degree yet","17","","",""
"2","2006","lower secondary degree","727","0.10048666832243","0.0937512916582046","0.107222044986656"
"2","2006","secondary school degree","896","0.15384075460291","0.145076411929881","0.16260509727594"
"2","2006","college entrance qualification","839","0.17234132456312","0.162470673849597","0.182211975276642"
"2","2006","Other degree","218","0.205081800674615","0.182256282880424","0.227907318468806"
"2","2006","no degree/no degree yet","139","0.163954673599507","0.13975301906383","0.188156328135184"
"3","2006","lower secondary degree","5783","0.75006854352036","0.740368698435027","0.759768388605694"
"3","2006","secondary school degree","4757","0.706024246227467","0.694957418209036","0.717091074245898"
"3","2006","college entrance qualification","3943","0.694757576903861","0.682722066097869","0.706793087709853"
"3","2006","Other degree","859","0.696801031423309","0.670816546682584","0.722785516164034"
"3","2006","no degree/no degree yet","668","0.732463055848399","0.70352609021479","0.761400021482008"
"4","2006","lower secondary degree","914","0.113911132570409","0.106793663523258","0.12102860161756"
"4","2006","secondary school degree","698","0.107942054566676","0.100404170221876","0.115479938911475"
"4","2006","college entrance qualification","685","0.106378570299545","0.0983205325594438","0.114436608039647"
"4","2006","Other degree","79","0.0582797266066819","0.0450358364500643","0.0715236167632994"
"4","2006","no degree/no degree yet","70","0.0707384314015313","0.0539787813551792","0.0874980814478835"
"5","2006","lower secondary degree","122","0.0175874877727463","0.0146427087625543","0.0205322667829382"
"5","2006","secondary school degree","75","0.0155272798649141","0.012523921677173","0.0185306380526551"
"5","2006","college entrance qualification","87","0.0114311484853413","0.00865288245286149","0.0142094145178211"
"5","2006","Other degree","11","","",""
"5","2006","no degree/no degree yet","5","","",""
"1","2007","lower secondary degree","76","0.0156910164810969","0.0127748991552568","0.0186071338069369"
"1","2007","secondary school degree","57","0.0118738301361024","0.00915471731006653","0.0145929429621382"
"1","2007","college entrance qualification","64","0.0118486572092371","0.00897459973231157","0.0147227146861627"
"1","2007","Other degree","27","","",""
"1","2007","no degree/no degree yet","15","","",""
"2","2007","lower secondary degree","657","0.0933006691631775","0.0864759033036774","0.100125435022678"
"2","2007","secondary school degree","871","0.16132839047551","0.152094664476465","0.170562116474555"
"2","2007","college entrance qualification","820","0.161145668041677","0.151380004837035","0.170911331246318"
"2","2007","Other degree","201","0.205051128102886","0.180949887919382","0.229152368286389"
"2","2007","no degree/no degree yet","151","0.16601263292874","0.140924401838677","0.191100864018802"
"3","2007","lower secondary degree","5301","0.759178969529706","0.749145918544907","0.769212020514505"
"3","2007","secondary school degree","4464","0.70820306910601","0.696791512892139","0.719614625319881"
"3","2007","college entrance qualification","3805","0.708011241221234","0.695934429615425","0.720088052827043"
"3","2007","Other degree","767","0.68682510488325","0.659139420636512","0.714510789129988"
"3","2007","no degree/no degree yet","624","0.73543680994117","0.70569570307565","0.765177916806691"
"4","2007","lower secondary degree","846","0.11817860141201","0.11060376131866","0.125753441505361"
"4","2007","secondary school degree","635","0.105360914013442","0.0976538438858654","0.113067984141018"
"4","2007","college entrance qualification","666","0.106422384329052","0.0982314813472218","0.114613287310881"
"4","2007","Other degree","79","0.0748789439345314","0.0591674367337788","0.0905904511352839"
"4","2007","no degree/no degree yet","49","0.059609499396771","0.0436458717021042","0.0755731270914379"
"5","2007","lower secondary degree","97","0.0136507434140093","0.0109279967031007","0.0163734901249178"
"5","2007","secondary school degree","69","0.013233796268936","0.0103651634186459","0.0161024291192261"
"5","2007","college entrance qualification","90","0.012572049198801","0.00961264086019371","0.0155314575374083"
"5","2007","Other degree","4","","",""
"5","2007","no degree/no degree yet","6","","",""
"1","2008","lower secondary degree","60","0.010028058965133","0.00760659669254301","0.0124495212377229"
"1","2008","secondary school degree","56","0.0126059704054597","0.009732761495908","0.0154791793150115"
"1","2008","college entrance qualification","48","0.0140725292862639","0.0108526999469807","0.0172923586255471"
"1","2008","Other degree","27","","",""
"1","2008","no degree/no degree yet","17","","",""
"2","2008","lower secondary degree","566","0.0883068594868351","0.0814111431447778","0.0952025758288924"
"2","2008","secondary school degree","803","0.163263008161912","0.153744427462566","0.172781588861259"
"2","2008","college entrance qualification","769","0.16782234533338","0.157606902278844","0.178037788387915"
"2","2008","Other degree","158","0.198489268715966","0.173125751678073","0.223852785753859"
"2","2008","no degree/no degree yet","124","0.144115415565554","0.118929913579872","0.169300917551235"
"3","2008","lower secondary degree","4938","0.759448986848867","0.749061494343141","0.769836479354594"
"3","2008","secondary school degree","4218","0.691624866095149","0.679731390396509","0.703518341793788"
"3","2008","college entrance qualification","3592","0.686806300495433","0.674128382661494","0.699484218329373"
"3","2008","Other degree","693","0.690462905571617","0.661065242038071","0.719860569105163"
"3","2008","no degree/no degree yet","544","0.733815294331109","0.702121610669339","0.765508977992879"
"4","2008","lower secondary degree","805","0.122447180325249","0.114480656631948","0.130413704018549"
"4","2008","secondary school degree","627","0.113498442786477","0.105329449910349","0.121667435662606"
"4","2008","college entrance qualification","656","0.114461289415133","0.105758521910623","0.123164056919643"
"4","2008","Other degree","62","0.0692501826844431","0.0531061053267022","0.085394260042184"
"4","2008","no degree/no degree yet","59","0.0772414026128507","0.0580963344925611","0.0963864707331404"
"5","2008","lower secondary degree","135","0.0197689143739157","0.0163858250052871","0.0231520037425443"
"5","2008","secondary school degree","88","0.0190077125510023","0.0154910431813369","0.0225243819206677"
"5","2008","college entrance qualification","76","0.0168375354697905","0.0133205044749482","0.0203545664646328"
"5","2008","Other degree","10","","",""
"5","2008","no degree/no degree yet","3","","",""
"1","2009","lower secondary degree","63","0.0127078314396749","0.00986818001816628","0.0155474828611835"
"1","2009","secondary school degree","64","0.0129007621118275","0.00990368881452214","0.0158978354091329"
"1","2009","college entrance qualification","68","0.0179010542696749","0.0141908207379364","0.0216112878014133"
"1","2009","Other degree","18","","",""
"1","2009","no degree/no degree yet","23","","",""
"2","2009","lower secondary degree","512","0.0855471576459613","0.0784564445653077","0.0926378707266149"
"2","2009","secondary school degree","758","0.16435063973601","0.154508103678058","0.174193175793962"
"2","2009","college entrance qualification","793","0.196730826072422","0.185607079721435","0.207854572423409"
"2","2009","Other degree","131","0.197524328130212","0.170106577903452","0.224942078356972"
"2","2009","no degree/no degree yet","134","0.193137437491414","0.16353204969219","0.222742825290637"
"3","2009","lower secondary degree","4455","0.744912990395086","0.733861943843323","0.755964036946849"
"3","2009","secondary school degree","3930","0.68930977705599","0.677018973281004","0.701600580830976"
"3","2009","college entrance qualification","3305","0.648953031149664","0.635597118640702","0.662308943658627"
"3","2009","Other degree","572","0.674990005918242","0.64273459263814","0.707245419198343"
"3","2009","no degree/no degree yet","454","0.668125882429057","0.632811340355854","0.703440424502261"
"4","2009","lower secondary degree","829","0.137354238546836","0.128627665219379","0.146080811874294"
"4","2009","secondary school degree","631","0.115430798039151","0.106944153175582","0.123917442902719"
"4","2009","college entrance qualification","635","0.116930304886033","0.10793853155112","0.125922078220947"
"4","2009","Other degree","76","0.0913220780926813","0.071484051757869","0.111160104427494"
"4","2009","no degree/no degree yet","65","0.100989485926329","0.0783920998613768","0.123586871991281"
"5","2009","lower secondary degree","118","0.0194777819724417","0.0159742592969819","0.0229813046479015"
"5","2009","secondary school degree","63","0.0180080230570222","0.0144762217632662","0.0215398243507782"
"5","2009","college entrance qualification","105","0.0194847836222055","0.0156170257241953","0.0233525415202156"
"5","2009","Other degree","13","","",""
"5","2009","no degree/no degree yet","7","","",""
"1","2010","lower secondary degree","192","0.0121410650273015","0.00955777267401191","0.014724357380591"
"1","2010","secondary school degree","198","0.0119123140115319","0.00945614593512254","0.0143684820879413"
"1","2010","college entrance qualification","141","0.010396604918131","0.00798841064349859","0.0128047991927635"
"1","2010","Other degree","133","0.0401824220762057","0.0305263933825282","0.0498384507698833"
"1","2010","no degree/no degree yet","71","0.03119845999697","0.0207912411505619","0.0416056788433782"
"2","2010","lower secondary degree","897","0.0838213052901726","0.077284508209307","0.0903581023710383"
"2","2010","secondary school degree","1365","0.164642167302019","0.156246231983233","0.173038102620805"
"2","2010","college entrance qualification","1364","0.190731053623833","0.181403402313504","0.200058704934163"
"2","2010","Other degree","399","0.171320641555912","0.152794531101848","0.189846752009977"
"2","2010","no degree/no degree yet","231","0.204905747401038","0.180743513984787","0.229067980817289"
"3","2010","lower secondary degree","4914","0.748632840604145","0.738400230989154","0.758865450219135"
"3","2010","secondary school degree","5130","0.689924497663604","0.67945328973781","0.700395705589398"
"3","2010","college entrance qualification","4461","0.656701095409949","0.645428206164913","0.667973984654985"
"3","2010","Other degree","947","0.69581084694776","0.673190273959671","0.71843141993585"
"3","2010","no degree/no degree yet","705","0.660943726058086","0.632605749736364","0.689281702379807"
"4","2010","lower secondary degree","768","0.129909856820543","0.121979351220869","0.137840362420217"
"4","2010","secondary school degree","710","0.115862387763419","0.108616469297977","0.123108306228861"
"4","2010","college entrance qualification","753","0.12077911961066","0.1130423424633","0.12851589675802"
"4","2010","Other degree","96","0.0819010679401958","0.0684184053607479","0.0953837305196437"
"4","2010","no degree/no degree yet","61","0.0973564921256839","0.0796108675882193","0.115102116663148"
"5","2010","lower secondary degree","133","0.0254949322578382","0.0217768697930015","0.029212994722675"
"5","2010","secondary school degree","92","0.0176586332594265","0.0146768777366096","0.0206403887822433"
"5","2010","college entrance qualification","96","0.0213921264374264","0.0179569702176221","0.0248272826572308"
"5","2010","Other degree","14","","",""
"5","2010","no degree/no degree yet","4","","",""
"1","2011","lower secondary degree","161","0.00911771746115157","0.00706468055569399","0.0111707543666091"
"1","2011","secondary school degree","203","0.0152558069332701","0.0126849936588651","0.0178266202076751"
"1","2011","college entrance qualification","161","0.014143750372041","0.0115513145215241","0.0167361862225578"
"1","2011","Other degree","103","0.0271661303270034","0.0198292661734814","0.0345029944805253"
"1","2011","no degree/no degree yet","66","0.03492255500767","0.025045062304722","0.044800047710618"
"2","2011","lower secondary degree","958","0.0839991463315151","0.0780077501939715","0.0899905424690587"
"2","2011","secondary school degree","1478","0.144014399128327","0.136650167915795","0.151378630340859"
"2","2011","college entrance qualification","1499","0.176403545009121","0.168035388024378","0.184771701993864"
"2","2011","Other degree","421","0.193967559204363","0.176122497336468","0.211812621072259"
"2","2011","no degree/no degree yet","261","0.17475979418051","0.154327196621111","0.19519239173991"
"3","2011","lower secondary degree","5938","0.741368628418235","0.731910605468916","0.750826651367554"
"3","2011","secondary school degree","6022","0.701225338823724","0.691624881768674","0.710825795878774"
"3","2011","college entrance qualification","5281","0.662924375557957","0.652546353288212","0.673302397827702"
"3","2011","Other degree","1228","0.688097365784109","0.667189403125521","0.709005328442696"
"3","2011","no degree/no degree yet","905","0.695592069323473","0.670833934596781","0.720350204050166"
"4","2011","lower secondary degree","1024","0.140293116295352","0.13279182478828","0.147794407802424"
"4","2011","secondary school degree","920","0.123982973945913","0.11707057928994","0.130895368601886"
"4","2011","college entrance qualification","920","0.129026566022148","0.121666851748305","0.136386280295991"
"4","2011","Other degree","118","0.0792267057409306","0.0670371071790105","0.0914163043028506"
"4","2011","no degree/no degree yet","93","0.0925295225500631","0.076938699490295","0.108120345609831"
"5","2011","lower secondary degree","153","0.0252213914937467","0.0218346646003839","0.0286081183871095"
"5","2011","secondary school degree","109","0.0155214811687662","0.0129287294499824","0.0181142328875499"
"5","2011","college entrance qualification","109","0.0175017630387325","0.0146228687380402","0.0203806573394249"
"5","2011","Other degree","16","","",""
"5","2011","no degree/no degree yet","2","","",""
"1","2012","lower secondary degree","159","0.0135864837526428","0.0110465073054855","0.0161264601998001"
"1","2012","secondary school degree","179","0.0175506562071332","0.0147637249390859","0.0203375874751804"
"1","2012","college entrance qualification","149","0.0137196270980165","0.0111452134298799","0.0162940407661531"
"1","2012","Other degree","95","0.034313118173901","0.0260472224456363","0.0425790139021658"
"1","2012","no degree/no degree yet","54","0.0224986328749458","0.0145643334771699","0.0304329322727217"
"2","2012","lower secondary degree","926","0.0843100223903654","0.0782138045429664","0.0904062402377644"
"2","2012","secondary school degree","1310","0.131228190947026","0.124061957921154","0.138394423972897"
"2","2012","college entrance qualification","1333","0.156178402567358","0.148144199764845","0.16421260536987"
"2","2012","Other degree","368","0.178622261398794","0.161229004187741","0.196015518609847"
"2","2012","no degree/no degree yet","264","0.179293034587974","0.158769715298303","0.199816353877645"
"3","2012","lower secondary degree","5712","0.73539051092614","0.725712004042191","0.74506901781009"
"3","2012","secondary school degree","6009","0.706741392423818","0.697079100753286","0.71640368409435"
"3","2012","college entrance qualification","5304","0.679452966151379","0.669124577680503","0.689781354622254"
"3","2012","Other degree","1276","0.706245594105922","0.685562679737675","0.726928508474169"
"3","2012","no degree/no degree yet","927","0.703883785492022","0.679457726141595","0.728309844842449"
"4","2012","lower secondary degree","1018","0.143500795365871","0.135808830684666","0.151192760047077"
"4","2012","secondary school degree","924","0.130055333939293","0.122916383051126","0.137194284827459"
"4","2012","college entrance qualification","936","0.132392253682494","0.124891585014194","0.139892922350795"
"4","2012","Other degree","105","0.0697701404533007","0.058201785647503","0.0813384952590984"
"4","2012","no degree/no degree yet","80","0.0759750061952199","0.0617991576535262","0.0901508547369135"
"5","2012","lower secondary degree","165","0.02321218756498","0.019908455663102","0.0265159194668581"
"5","2012","secondary school degree","106","0.0144244264827302","0.0118938542510085","0.0169549987144519"
"5","2012","college entrance qualification","121","0.0182567505007531","0.015293845782164","0.0212196552193421"
"5","2012","Other degree","19","","",""
"5","2012","no degree/no degree yet","17","","",""
"1","2013","lower secondary degree","213","0.0137242334462914","0.0111475861095313","0.0163008807830515"
"1","2013","secondary school degree","186","0.0148205858919818","0.0122615595412976","0.0173796122426661"
"1","2013","college entrance qualification","175","0.0143323703112914","0.0117455758563736","0.0169191647662092"
"1","2013","Other degree","239","0.049680376212953","0.0430696171458883","0.0562911352800176"
"1","2013","no degree/no degree yet","89","0.0365151931222255","0.0277966996043897","0.0452336866400613"
"2","2013","lower secondary degree","921","0.082701174999999","0.0766012708589159","0.0888010791410821"
"2","2013","secondary school degree","1332","0.121678651996607","0.11475526956704","0.128602034426175"
"2","2013","college entrance qualification","1379","0.151405927949572","0.143604769474559","0.159207086424585"
"2","2013","Other degree","896","0.181138353548355","0.169420865593511","0.192855841503199"
"2","2013","no degree/no degree yet","373","0.168497368958749","0.151098917792709","0.185895820124789"
"3","2013","lower secondary degree","5615","0.738791654586804","0.729062697982857","0.748520611190751"
"3","2013","secondary school degree","6084","0.723537809717281","0.714066001521411","0.73300961791315"
"3","2013","college entrance qualification","5439","0.665320209889548","0.655050273212255","0.675590146566841"
"3","2013","Other degree","2757","0.67290350486051","0.658629745092319","0.687177264628702"
"3","2013","no degree/no degree yet","1196","0.704243548989778","0.683030125376566","0.72545697260299"
"4","2013","lower secondary degree","943","0.140417301204788","0.132723058254109","0.148111544155468"
"4","2013","secondary school degree","854","0.121653851154933","0.114731076595858","0.128576625714008"
"4","2013","college entrance qualification","991","0.145776968465905","0.138096852821674","0.153457084110136"
"4","2013","Other degree","236","0.0883254909875513","0.0796919892903144","0.0969589926847881"
"4","2013","no degree/no degree yet","109","0.0797697385078721","0.0671761484467921","0.0923633285689522"
"5","2013","lower secondary degree","140","0.0243656357621175","0.0209510016869995","0.0277802698372355"
"5","2013","secondary school degree","109","0.0183091012391972","0.0154698403324932","0.0211483621459012"
"5","2013","college entrance qualification","126","0.0231645233836837","0.0198906637111257","0.0264383830562417"
"5","2013","Other degree","22","","",""
"5","2013","no degree/no degree yet","11","","",""
"1","2014","lower secondary degree","162","0.0135382640280091","0.0108250473963966","0.0162514806596216"
"1","2014","secondary school degree","167","0.0133334683370003","0.0107586778459915","0.0159082588280092"
"1","2014","college entrance qualification","157","0.0168387792882993","0.0139188289861417","0.019758729590457"
"1","2014","Other degree","195","0.051352054013386","0.043831823507642","0.05887228451913"
"1","2014","no degree/no degree yet","81","0.045868059225672","0.0350817326029569","0.0566543858483871"
"2","2014","lower secondary degree","821","0.081466651603905","0.0750442086373152","0.0878890945704948"
"2","2014","secondary school degree","1168","0.138563951379794","0.130808237449077","0.146319665310512"
"2","2014","college entrance qualification","1289","0.151659927066704","0.143519855935532","0.159799998197875"
"2","2014","Other degree","633","0.176588361548963","0.163595965625476","0.189580757472449"
