"hlf0071_h","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"A little too big","2017","Rural Area","Male","593","0.154973490611873","0.145128205751343","0.164818775472403"
"A little too big","2017","Rural Area","Female","654","0.160482587151126","0.150903208246147","0.170061966056106"
"Much too big","2017","Urban Area","Male","100","0.0140884312615998","0.0117408758512748","0.0164359866719248"
"Much too big","2017","Urban Area","Female","134","0.0193170218174764","0.0167156796627019","0.021918363972251"
"Much too big","2017","Rural Area","Male","78","0.0208597495384551","0.0169716138833702","0.0247478851935401"
"Much too big","2017","Rural Area","Female","84","0.0228162838784061","0.0189193852767648","0.0267131824800473"
"Much too small","2018","Urban Area","Male","472","0.0226485014611418","0.0196313540270062","0.0256656488952774"
"Much too small","2018","Urban Area","Female","478","0.0213925008106677","0.0185983911575156","0.0241866104638198"
"Much too small","2018","Rural Area","Male","141","0.0111752257227831","0.00822768929516393","0.0141227621504023"
"Much too small","2018","Rural Area","Female","141","0.0158539725352821","0.0125056102893354","0.0192023347812288"
"A little too small","2018","Urban Area","Male","1596","0.133941998040484","0.127035096248453","0.140848899832516"
"A little too small","2018","Urban Area","Female","1746","0.13515646338479","0.128554158446741","0.141758768322839"
"A little too small","2018","Rural Area","Male","623","0.105639441949548","0.097020762509948","0.114258121389149"
"A little too small","2018","Rural Area","Female","686","0.100156864913007","0.0921094317453815","0.108204298080632"
"Just right","2018","Urban Area","Male","6319","0.71886974558442","0.709753200145956","0.727986291022884"
"Just right","2018","Urban Area","Female","6971","0.70512466757492","0.696319034734248","0.713930300415591"
"Just right","2018","Rural Area","Male","3477","0.706402900631659","0.693633412848909","0.719172388414409"
"Just right","2018","Rural Area","Female","3797","0.698654879944418","0.686355108434894","0.710954651453942"
"A little too big","2018","Urban Area","Male","854","0.111774645020335","0.105384883675266","0.118164406365404"
"A little too big","2018","Urban Area","Female","981","0.120252455403187","0.113971374236584","0.126533536569791"
"A little too big","2018","Rural Area","Male","574","0.157059070144504","0.146856691405542","0.167261448883465"
"A little too big","2018","Rural Area","Female","650","0.166816097779533","0.156822473263819","0.176809722295247"
"Much too big","2018","Urban Area","Male","100","0.0127651098936187","0.0104885769901339","0.0150416427971035"
"Much too big","2018","Urban Area","Female","125","0.0180739128264348","0.0155013032130381","0.0206465224398315"
"Much too big","2018","Rural Area","Male","71","0.0197233615515059","0.015824514899007","0.0236222082040048"
"Much too big","2018","Rural Area","Female","72","0.0185181848277606","0.0149043029791439","0.0221320666763773"
"Much too small","2019","Urban Area","Male","427","0.0275028296289237","0.0240922606448473","0.0309133986130001"
"Much too small","2019","Urban Area","Female","426","0.0234194740182369","0.0203407252698158","0.026498222766658"
"Much too small","2019","Rural Area","Male","107","0.011741961762888","0.00872116633273079","0.0147627571930452"
"Much too small","2019","Rural Area","Female","107","0.0110846095554605","0.00820777883526644","0.0139614402756545"
"A little too small","2019","Urban Area","Male","1287","0.128167119691758","0.121196058258258","0.135138181125258"
"A little too small","2019","Urban Area","Female","1345","0.117714932571128","0.111154206675626","0.124275658466631"
"A little too small","2019","Rural Area","Male","558","0.0976830600930541","0.0893576623588496","0.106008457827259"
"A little too small","2019","Rural Area","Female","609","0.091626076615277","0.0836989386959833","0.0995532145345708"
"Just right","2019","Urban Area","Male","6044","0.710470782680086","0.701012478315373","0.719929087044799"
"Just right","2019","Urban Area","Female","6382","0.716904299420508","0.707733042088733","0.726075556752283"
"Just right","2019","Rural Area","Male","3520","0.713469981121758","0.700790872462059","0.726149089781458"
"Just right","2019","Rural Area","Female","3634","0.716941254907207","0.704563137034589","0.729319372779824"
"A little too big","2019","Urban Area","Male","932","0.118584214146453","0.111842073191313","0.125326355101593"
"A little too big","2019","Urban Area","Female","978","0.122864614284955","0.11618150786679","0.12954772070312"
"A little too big","2019","Rural Area","Male","614","0.158763423597111","0.148515164225116","0.169011682969107"
"A little too big","2019","Rural Area","Female","658","0.165011318368985","0.154811987020169","0.175210649717801"
"Much too big","2019","Urban Area","Male","143","0.015275053852779","0.0127173937974598","0.0178327139080982"
"Much too big","2019","Urban Area","Female","138","0.0190966797051715","0.0163104065911905","0.0218829528191525"
"Much too big","2019","Rural Area","Male","86","0.0183415734251885","0.0145787459989539","0.0221044008514231"
"Much too big","2019","Rural Area","Female","80","0.0153367405530711","0.0119600991459179","0.0187133819602244"
