"hlf0071_h","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"A little too big","2016","Couple + C. LE and GT 16","112","0.0583862576396047","0.0494791688982482","0.0672933463809611"
"Much too big","2016","1-pers.-HH","107","0.0285429844305788","0.023316219623754","0.0337697492374037"
"Much too big","2016","(Married) couple without C. ","169","0.0242438995525964","0.020760694371044","0.0277271047341489"
"Much too big","2016","Single parent ","22","","",""
"Much too big","2016","Couple + C. LE 16 ","17","","",""
"Much too big","2016","Couple + C. GT 16 ","23","","",""
"Much too big","2016","Couple + C. LE and GT 16","7","","",""
"Much too small","2017","1-pers.-HH","104","0.0161487257048849","0.0124294001482099","0.01986805126156"
"Much too small","2017","(Married) couple without C. ","82","0.00814694826823621","0.0062240385822666","0.0100698579542058"
"Much too small","2017","Single parent ","151","0.0564464394481193","0.0477090388262979","0.0651838400699407"
"Much too small","2017","Couple + C. LE 16 ","564","0.0434425656243975","0.0389221305880842","0.0479630006607109"
"Much too small","2017","Couple + C. GT 16 ","63","0.0169319151769242","0.0126349019964255","0.0212289283574229"
"Much too small","2017","Couple + C. LE and GT 16","250","0.0639570694548354","0.0553495225790466","0.0725646163306242"
"A little too small","2017","1-pers.-HH","448","0.0926397610297513","0.0840847824920209","0.101194739567482"
"A little too small","2017","(Married) couple without C. ","678","0.0843318067185714","0.0783874822454137","0.0902761311917292"
"A little too small","2017","Single parent ","469","0.150356911704737","0.13682495321638","0.163888870193093"
"A little too small","2017","Couple + C. LE 16 ","1929","0.249756323761161","0.240157314911337","0.259355332610986"
"A little too small","2017","Couple + C. GT 16 ","402","0.0954807387264377","0.0856928586380999","0.105268618814775"
"A little too small","2017","Couple + C. LE and GT 16","688","0.1905536244145","0.176737383960942","0.204369864868059"
"Just right","2017","1-pers.-HH","3183","0.727968851124448","0.714837903913724","0.741099798335171"
"Just right","2017","(Married) couple without C. ","6009","0.707166648032381","0.697432254597755","0.716901041467006"
"Just right","2017","Single parent ","1790","0.653182438560799","0.635162700070075","0.671202177051523"
"Just right","2017","Couple + C. LE 16 ","4949","0.648412698381412","0.637824810836118","0.659000585926706"
"Just right","2017","Couple + C. GT 16 ","2592","0.769993691487575","0.755977329577938","0.784010053397212"
"Just right","2017","Couple + C. LE and GT 16","2034","0.700268141365938","0.684151079520826","0.716385203211051"
"A little too big","2017","1-pers.-HH","551","0.129959380480655","0.120037273168696","0.139881487792614"
"A little too big","2017","(Married) couple without C. ","1433","0.177521984110116","0.169348147322216","0.185695820898017"
"A little too big","2017","Single parent ","241","0.123914220103268","0.111439966084994","0.136388474121543"
"A little too big","2017","Couple + C. LE 16 ","347","0.0564610296671633","0.0513427820627263","0.0615792772716003"
"A little too big","2017","Couple + C. GT 16 ","387","0.111715399848045","0.10122349281157","0.12220730688452"
"A little too big","2017","Couple + C. LE and GT 16","129","0.0442627604195662","0.0370271406558326","0.0514983801832999"
"Much too big","2017","1-pers.-HH","126","0.0332832816602611","0.0279903897639628","0.0385761735565593"
"Much too big","2017","(Married) couple without C. ","193","0.0228326128706954","0.0196373982896307","0.0260278274517601"
"Much too big","2017","Single parent ","29","","",""
"Much too big","2017","Couple + C. LE 16 ","23","","",""
"Much too big","2017","Couple + C. GT 16 ","19","","",""
"Much too big","2017","Couple + C. LE and GT 16","3","","",""
"Much too small","2018","1-pers.-HH","90","0.0150893202344368","0.0115494324545801","0.0186292080142934"
"Much too small","2018","(Married) couple without C. ","75","0.00626554432400058","0.00455054488022044","0.00798054376778072"
"Much too small","2018","Single parent ","168","0.0560569689427339","0.0472971564548352","0.0648167814306326"
"Much too small","2018","Couple + C. LE 16 ","503","0.0419880136377898","0.0373303861080098","0.0466456411675698"
"Much too small","2018","Couple + C. GT 16 ","40","0.00437746314205697","0.00209829405072134","0.00665663223339259"
"Much too small","2018","Couple + C. LE and GT 16","260","0.0530710182188073","0.0451255999443168","0.0610164364932978"
"A little too small","2018","1-pers.-HH","500","0.0997593619882759","0.0910574963828701","0.108461227593682"
"A little too small","2018","(Married) couple without C. ","673","0.092254690446201","0.0859650525848937","0.0985443283075082"
"A little too small","2018","Single parent ","521","0.161085559881671","0.14708664888741","0.175084470875933"
"A little too small","2018","Couple + C. LE 16 ","1746","0.239073738520868","0.229168753074206","0.248978723967531"
"A little too small","2018","Couple + C. GT 16 ","335","0.0896305000233523","0.0797687339305028","0.0994922661162019"
"A little too small","2018","Couple + C. LE and GT 16","695","0.204381243267623","0.190088934982764","0.218673551552483"
"Just right","2018","1-pers.-HH","3261","0.71987102979465","0.70683148009855","0.73291057949075"
"Just right","2018","(Married) couple without C. ","5803","0.695644610041854","0.685643835953748","0.705645384129961"
"Just right","2018","Single parent ","1719","0.672738412090297","0.654870338131638","0.690606486048956"
"Just right","2018","Couple + C. LE 16 ","4510","0.65050630118011","0.639433384098693","0.661579218261527"
"Just right","2018","Couple + C. GT 16 ","2490","0.796323022320318","0.78241922126146","0.810226823379177"
"Just right","2018","Couple + C. LE and GT 16","1979","0.689914011870616","0.673520654583524","0.706307369157708"
"A little too big","2018","1-pers.-HH","613","0.142204862095604","0.13206329084431","0.152346433346897"
"A little too big","2018","(Married) couple without C. ","1399","0.183019485910045","0.174615139966836","0.191423831853253"
"A little too big","2018","Single parent ","220","0.101801040116025","0.0902858929313505","0.113316187300699"
"A little too big","2018","Couple + C. LE 16 ","340","0.0662574900378379","0.0604812175222577","0.0720337625534181"
"A little too big","2018","Couple + C. GT 16 ","329","0.0992117351602002","0.0888909955568364","0.109532474763564"
"A little too big","2018","Couple + C. LE and GT 16","114","0.0412157585967053","0.0341701024702378","0.0482614147231727"
"Much too big","2018","1-pers.-HH","92","0.0230754258870333","0.0187156756189569","0.0274351761551098"
"Much too big","2018","(Married) couple without C. ","182","0.0228156692778995","0.0195703736872147","0.0260609648685843"
"Much too big","2018","Single parent ","21","","",""
"Much too big","2018","Couple + C. LE 16 ","24","","",""
"Much too big","2018","Couple + C. GT 16 ","29","","",""
"Much too big","2018","Couple + C. LE and GT 16","10","","",""
"Much too small","2019","1-pers.-HH","101","0.0117917282810213","0.00871606564329442","0.0148673909187481"
"Much too small","2019","(Married) couple without C. ","54","0.00579573894957541","0.00419753953714557","0.00739393836200525"
"Much too small","2019","Single parent ","146","0.0437676789898973","0.0356067814401556","0.0519285765396391"
"Much too small","2019","Couple + C. LE 16 ","442","0.0425106423305103","0.0376923282900321","0.0473289563709885"
"Much too small","2019","Couple + C. GT 16 ","67","0.0165486120277051","0.0121243802473927","0.0209728438080175"
"Much too small","2019","Couple + C. LE and GT 16","230","0.0793245680340458","0.0697195758460344","0.0889295602220572"
"A little too small","2019","1-pers.-HH","498","0.100323289166475","0.0917633664544751","0.108883211878475"
"A little too small","2019","(Married) couple without C. ","628","0.0820771070124072","0.0762981046832279","0.0878561093415865"
"A little too small","2019","Single parent ","430","0.155445043081539","0.140991249286879","0.169898836876199"
"A little too small","2019","Couple + C. LE 16 ","1553","0.238577763079697","0.228398717708967","0.248756808450428"
"A little too small","2019","Couple + C. GT 16 ","241","0.0670262596000885","0.0583538888227261","0.0756986303774509"
"A little too small","2019","Couple + C. LE and GT 16","600","0.178105247101766","0.164506893126099","0.191703601077434"
"Just right","2019","1-pers.-HH","3357","0.717098220552426","0.704265081943717","0.729931359161135"
"Just right","2019","(Married) couple without C. ","6217","0.71803506319068","0.708561592240021","0.727508534141338"
"Just right","2019","Single parent ","1575","0.666232814781259","0.647421710712145","0.685043918850372"
"Just right","2019","Couple + C. LE 16 ","4333","0.64755065147503","0.636141206468944","0.658960096481116"
"Just right","2019","Couple + C. GT 16 ","2476","0.785815591708776","0.771587885710093","0.800043297707459"
"Just right","2019","Couple + C. LE and GT 16","2075","0.684974490304409","0.668464381272166","0.701484599336652"
"A little too big","2019","1-pers.-HH","638","0.142001933836204","0.132056676915555","0.151947190756853"
"A little too big","2019","(Married) couple without C. ","1540","0.176157312695629","0.168136631905917","0.18417799348534"
"A little too big","2019","Single parent ","244","0.126422490684703","0.11316557935563","0.139679402013775"
"A little too big","2019","Couple + C. LE 16 ","370","0.0682154204257022","0.0621942858991575","0.0742365549522469"
"A little too big","2019","Couple + C. GT 16 ","375","0.11897772070329","0.107749604387522","0.130205837019058"
"A little too big","2019","Couple + C. LE and GT 16","126","0.0411679771202822","0.0341065755511205","0.048229378689444"
"Much too big","2019","1-pers.-HH","138","0.0287848281638738","0.024020899247017","0.0335487570807306"
"Much too big","2019","(Married) couple without C. ","227","0.0179347781517092","0.0151405818152466","0.0207289744881717"
"Much too big","2019","Single parent ","19","","",""
"Much too big","2019","Couple + C. LE 16 ","37","0.00314552268905996","0.0018081834608214","0.00448286191729852"
"Much too big","2019","Couple + C. GT 16 ","35","0.0116318159601402","0.00791335030474019","0.0153502816155403"
"Much too big","2019","Couple + C. LE and GT 16","10","","",""
