"hlf0071_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Much too big","1987","Baden-Württemberg","Urban Area","1","","",""
"Much too big","1987","Baden-Württemberg","Rural Area","","","",""
"Much too big","1987","Bavaria","Urban Area","","","",""
"Much too big","1987","Bavaria","Rural Area","","","",""
"Much too big","1987","Berlin","Urban Area","","","",""
"Much too big","1987","Berlin","Rural Area","","","",""
"Much too big","1987","Brandenburg","Urban Area","","","",""
"Much too big","1987","Brandenburg","Rural Area","","","",""
"Much too big","1987","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","1987","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Much too big","1987","Saxony","Urban Area","","","",""
"Much too big","1987","Saxony","Rural Area","","","",""
"Much too big","1987","Saxony-Anhalt","Urban Area","","","",""
"Much too big","1987","Saxony-Anhalt","Rural Area","","","",""
"Much too big","1987","Thuringia","Urban Area","","","",""
"Much too big","1987","Thuringia","Rural Area","","","",""
"Much too small","1988","Schleswig-Holstein","Urban Area","","","",""
"Much too small","1988","Schleswig-Holstein","Rural Area","1","","",""
"Much too small","1988","Hamburg","Urban Area","7","","",""
"Much too small","1988","Hamburg","Rural Area","","","",""
"Much too small","1988","Lower Saxony","Urban Area","5","","",""
"Much too small","1988","Lower Saxony","Rural Area","","","",""
"Much too small","1988","Bremen","Urban Area","","","",""
"Much too small","1988","Bremen","Rural Area","","","",""
"Much too small","1988","North Rhine-Westphalia","Urban Area","5","","",""
"Much too small","1988","North Rhine-Westphalia","Rural Area","","","",""
"Much too small","1988","Hesse","Urban Area","2","","",""
"Much too small","1988","Hesse","Rural Area","","","",""
"Much too small","1988","Rhineland-Palatinate,Saarland","Urban Area","3","","",""
"Much too small","1988","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Much too small","1988","Baden-Württemberg","Urban Area","8","","",""
"Much too small","1988","Baden-Württemberg","Rural Area","","","",""
"Much too small","1988","Bavaria","Urban Area","5","","",""
"Much too small","1988","Bavaria","Rural Area","","","",""
"Much too small","1988","Berlin","Urban Area","2","","",""
"Much too small","1988","Berlin","Rural Area","","","",""
"Much too small","1988","Brandenburg","Urban Area","","","",""
"Much too small","1988","Brandenburg","Rural Area","","","",""
"Much too small","1988","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too small","1988","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Much too small","1988","Saxony","Urban Area","","","",""
"Much too small","1988","Saxony","Rural Area","","","",""
"Much too small","1988","Saxony-Anhalt","Urban Area","","","",""
"Much too small","1988","Saxony-Anhalt","Rural Area","","","",""
"Much too small","1988","Thuringia","Urban Area","","","",""
"Much too small","1988","Thuringia","Rural Area","","","",""
"A little too small","1988","Schleswig-Holstein","Urban Area","7","","",""
"A little too small","1988","Schleswig-Holstein","Rural Area","3","","",""
"A little too small","1988","Hamburg","Urban Area","2","","",""
"A little too small","1988","Hamburg","Rural Area","","","",""
"A little too small","1988","Lower Saxony","Urban Area","3","","",""
"A little too small","1988","Lower Saxony","Rural Area","5","","",""
"A little too small","1988","Bremen","Urban Area","4","","",""
"A little too small","1988","Bremen","Rural Area","","","",""
"A little too small","1988","North Rhine-Westphalia","Urban Area","60","0.209246189149587","0.163139713926905","0.255352664372269"
"A little too small","1988","North Rhine-Westphalia","Rural Area","1","","",""
"A little too small","1988","Hesse","Urban Area","14","","",""
"A little too small","1988","Hesse","Rural Area","","","",""
"A little too small","1988","Rhineland-Palatinate,Saarland","Urban Area","10","","",""
"A little too small","1988","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"A little too small","1988","Baden-Württemberg","Urban Area","18","","",""
"A little too small","1988","Baden-Württemberg","Rural Area","","","",""
"A little too small","1988","Bavaria","Urban Area","28","","",""
"A little too small","1988","Bavaria","Rural Area","7","","",""
"A little too small","1988","Berlin","Urban Area","8","","",""
"A little too small","1988","Berlin","Rural Area","","","",""
"A little too small","1988","Brandenburg","Urban Area","","","",""
"A little too small","1988","Brandenburg","Rural Area","","","",""
"A little too small","1988","Mecklenburg-Western Pomerania","Urban Area","","","",""
"A little too small","1988","Mecklenburg-Western Pomerania","Rural Area","","","",""
"A little too small","1988","Saxony","Urban Area","","","",""
"A little too small","1988","Saxony","Rural Area","","","",""
"A little too small","1988","Saxony-Anhalt","Urban Area","","","",""
"A little too small","1988","Saxony-Anhalt","Rural Area","","","",""
"A little too small","1988","Thuringia","Urban Area","","","",""
"A little too small","1988","Thuringia","Rural Area","","","",""
"Just right","1988","Schleswig-Holstein","Urban Area","10","","",""
"Just right","1988","Schleswig-Holstein","Rural Area","20","","",""
"Just right","1988","Hamburg","Urban Area","18","","",""
"Just right","1988","Hamburg","Rural Area","","","",""
"Just right","1988","Lower Saxony","Urban Area","34","0.755718855941944","0.634169524567402","0.877268187316486"
"Just right","1988","Lower Saxony","Rural Area","30","0.81871194229098","0.697800904660641","0.939622979921318"
"Just right","1988","Bremen","Urban Area","6","","",""
"Just right","1988","Bremen","Rural Area","","","",""
"Just right","1988","North Rhine-Westphalia","Urban Area","224","0.723369031159473","0.672664957628923","0.774073104690022"
"Just right","1988","North Rhine-Westphalia","Rural Area","5","","",""
"Just right","1988","Hesse","Urban Area","40","0.704479533335499","0.592693878253547","0.81626518841745"
"Just right","1988","Hesse","Rural Area","11","","",""
"Just right","1988","Rhineland-Palatinate,Saarland","Urban Area","39","0.659202630395718","0.538259928107435","0.780145332684001"
"Just right","1988","Rhineland-Palatinate,Saarland","Rural Area","7","","",""
"Just right","1988","Baden-Württemberg","Urban Area","135","0.774432047371422","0.710464967691878","0.838399127050966"
"Just right","1988","Baden-Württemberg","Rural Area","16","","",""
"Just right","1988","Bavaria","Urban Area","75","0.709015379837114","0.62563602873649","0.792394730937738"
"Just right","1988","Bavaria","Rural Area","52","0.766362945926657","0.663495129163305","0.869230762690009"
"Just right","1988","Berlin","Urban Area","29","","",""
"Just right","1988","Berlin","Rural Area","","","",""
"Just right","1988","Brandenburg","Urban Area","","","",""
"Just right","1988","Brandenburg","Rural Area","","","",""
"Just right","1988","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Just right","1988","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Just right","1988","Saxony","Urban Area","","","",""
"Just right","1988","Saxony","Rural Area","","","",""
"Just right","1988","Saxony-Anhalt","Urban Area","","","",""
"Just right","1988","Saxony-Anhalt","Rural Area","","","",""
"Just right","1988","Thuringia","Urban Area","","","",""
"Just right","1988","Thuringia","Rural Area","","","",""
"A little too big","1988","Schleswig-Holstein","Urban Area","2","","",""
"A little too big","1988","Schleswig-Holstein","Rural Area","1","","",""
"A little too big","1988","Hamburg","Urban Area","","","",""
"A little too big","1988","Hamburg","Rural Area","","","",""
"A little too big","1988","Lower Saxony","Urban Area","6","","",""
"A little too big","1988","Lower Saxony","Rural Area","4","","",""
"A little too big","1988","Bremen","Urban Area","","","",""
"A little too big","1988","Bremen","Rural Area","","","",""
"A little too big","1988","North Rhine-Westphalia","Urban Area","10","","",""
"A little too big","1988","North Rhine-Westphalia","Rural Area","","","",""
"A little too big","1988","Hesse","Urban Area","8","","",""
"A little too big","1988","Hesse","Rural Area","4","","",""
"A little too big","1988","Rhineland-Palatinate,Saarland","Urban Area","7","","",""
"A little too big","1988","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"A little too big","1988","Baden-Württemberg","Urban Area","3","","",""
"A little too big","1988","Baden-Württemberg","Rural Area","","","",""
"A little too big","1988","Bavaria","Urban Area","6","","",""
"A little too big","1988","Bavaria","Rural Area","6","","",""
"A little too big","1988","Berlin","Urban Area","","","",""
"A little too big","1988","Berlin","Rural Area","","","",""
"A little too big","1988","Brandenburg","Urban Area","","","",""
"A little too big","1988","Brandenburg","Rural Area","","","",""
"A little too big","1988","Mecklenburg-Western Pomerania","Urban Area","","","",""
"A little too big","1988","Mecklenburg-Western Pomerania","Rural Area","","","",""
"A little too big","1988","Saxony","Urban Area","","","",""
"A little too big","1988","Saxony","Rural Area","","","",""
"A little too big","1988","Saxony-Anhalt","Urban Area","","","",""
"A little too big","1988","Saxony-Anhalt","Rural Area","","","",""
"A little too big","1988","Thuringia","Urban Area","","","",""
"A little too big","1988","Thuringia","Rural Area","","","",""
"Much too big","1988","Schleswig-Holstein","Urban Area","","","",""
"Much too big","1988","Schleswig-Holstein","Rural Area","3","","",""
"Much too big","1988","Hamburg","Urban Area","","","",""
"Much too big","1988","Hamburg","Rural Area","","","",""
"Much too big","1988","Lower Saxony","Urban Area","","","",""
"Much too big","1988","Lower Saxony","Rural Area","","","",""
"Much too big","1988","Bremen","Urban Area","","","",""
"Much too big","1988","Bremen","Rural Area","","","",""
"Much too big","1988","North Rhine-Westphalia","Urban Area","","","",""
"Much too big","1988","North Rhine-Westphalia","Rural Area","","","",""
"Much too big","1988","Hesse","Urban Area","","","",""
"Much too big","1988","Hesse","Rural Area","","","",""
"Much too big","1988","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Much too big","1988","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Much too big","1988","Baden-Württemberg","Urban Area","","","",""
"Much too big","1988","Baden-Württemberg","Rural Area","","","",""
"Much too big","1988","Bavaria","Urban Area","","","",""
"Much too big","1988","Bavaria","Rural Area","","","",""
"Much too big","1988","Berlin","Urban Area","","","",""
"Much too big","1988","Berlin","Rural Area","","","",""
"Much too big","1988","Brandenburg","Urban Area","","","",""
"Much too big","1988","Brandenburg","Rural Area","","","",""
"Much too big","1988","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","1988","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Much too big","1988","Saxony","Urban Area","","","",""
"Much too big","1988","Saxony","Rural Area","","","",""
"Much too big","1988","Saxony-Anhalt","Urban Area","","","",""
"Much too big","1988","Saxony-Anhalt","Rural Area","","","",""
"Much too big","1988","Thuringia","Urban Area","","","",""
"Much too big","1988","Thuringia","Rural Area","","","",""
"Much too small","1989","Schleswig-Holstein","Urban Area","","","",""
"Much too small","1989","Schleswig-Holstein","Rural Area","1","","",""
"Much too small","1989","Hamburg","Urban Area","","","",""
"Much too small","1989","Hamburg","Rural Area","","","",""
"Much too small","1989","Lower Saxony","Urban Area","2","","",""
"Much too small","1989","Lower Saxony","Rural Area","","","",""
"Much too small","1989","Bremen","Urban Area","2","","",""
"Much too small","1989","Bremen","Rural Area","","","",""
"Much too small","1989","North Rhine-Westphalia","Urban Area","5","","",""
"Much too small","1989","North Rhine-Westphalia","Rural Area","","","",""
"Much too small","1989","Hesse","Urban Area","5","","",""
"Much too small","1989","Hesse","Rural Area","","","",""
"Much too small","1989","Rhineland-Palatinate,Saarland","Urban Area","2","","",""
"Much too small","1989","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Much too small","1989","Baden-Württemberg","Urban Area","11","","",""
"Much too small","1989","Baden-Württemberg","Rural Area","","","",""
"Much too small","1989","Bavaria","Urban Area","6","","",""
"Much too small","1989","Bavaria","Rural Area","4","","",""
"Much too small","1989","Berlin","Urban Area","2","","",""
"Much too small","1989","Berlin","Rural Area","","","",""
"Much too small","1989","Brandenburg","Urban Area","","","",""
"Much too small","1989","Brandenburg","Rural Area","","","",""
"Much too small","1989","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too small","1989","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Much too small","1989","Saxony","Urban Area","","","",""
"Much too small","1989","Saxony","Rural Area","","","",""
