"hlf0071_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"A little too small","1995","Hamburg","Rural Area","","","",""
"A little too small","1995","Lower Saxony","Urban Area","97","0.138622550219149","0.109822104001514","0.167422996436785"
"A little too small","1995","Lower Saxony","Rural Area","65","0.121222978124267","0.0920549296053339","0.150391026643199"
"A little too small","1995","Bremen","Urban Area","28","","",""
"A little too small","1995","Bremen","Rural Area","","","",""
"A little too small","1995","North Rhine-Westphalia","Urban Area","442","0.151111506051853","0.137057928111722","0.165165083991983"
"A little too small","1995","North Rhine-Westphalia","Rural Area","17","","",""
"A little too small","1995","Hesse","Urban Area","166","0.157345027385544","0.132033641096926","0.182656413674162"
"A little too small","1995","Hesse","Rural Area","26","","",""
"A little too small","1995","Rhineland-Palatinate,Saarland","Urban Area","94","0.143334722842998","0.114718115998247","0.171951329687749"
"A little too small","1995","Rhineland-Palatinate,Saarland","Rural Area","23","","",""
"A little too small","1995","Baden-Württemberg","Urban Area","284","0.137441105056219","0.120005184460453","0.154877025651985"
"A little too small","1995","Baden-Württemberg","Rural Area","30","0.122990970660024","0.0801723652520839","0.165809576067965"
"A little too small","1995","Bavaria","Urban Area","150","0.164393159105689","0.139418143197441","0.189368175013938"
"A little too small","1995","Bavaria","Rural Area","106","0.118335283441269","0.0965438536717864","0.140126713210751"
"A little too small","1995","Berlin","Urban Area","136","0.256693717062292","0.220676065827018","0.292711368297566"
"A little too small","1995","Berlin","Rural Area","","","",""
"A little too small","1995","Brandenburg","Urban Area","4","","",""
"A little too small","1995","Brandenburg","Rural Area","122","0.187529801148674","0.155485594054387","0.219574008242961"
"A little too small","1995","Mecklenburg-Western Pomerania","Urban Area","27","","",""
"A little too small","1995","Mecklenburg-Western Pomerania","Rural Area","52","0.132262217587669","0.097315479598567","0.16720895557677"
"A little too small","1995","Saxony","Urban Area","96","0.148564630842042","0.119469139043512","0.177660122640571"
"A little too small","1995","Saxony","Rural Area","96","0.177921465585784","0.145050137804063","0.210792793367506"
"A little too small","1995","Saxony-Anhalt","Urban Area","43","0.222841906953663","0.162874489371726","0.2828093245356"
"A little too small","1995","Saxony-Anhalt","Rural Area","104","0.174765411699171","0.141741182613875","0.207789640784467"
"A little too small","1995","Thuringia","Urban Area","19","","",""
"A little too small","1995","Thuringia","Rural Area","86","0.1885500721077","0.152959635550189","0.224140508665211"
"Just right","1995","Schleswig-Holstein","Urban Area","102","0.726692300457538","0.652337371926717","0.801047228988358"
"Just right","1995","Schleswig-Holstein","Rural Area","79","0.560627722512691","0.479845146065671","0.64141029895971"
"Just right","1995","Hamburg","Urban Area","90","0.690821469207591","0.611981090274827","0.769661848140356"
"Just right","1995","Hamburg","Rural Area","","","",""
"Just right","1995","Lower Saxony","Urban Area","387","0.722519551514889","0.685200850274328","0.759838252755451"
"Just right","1995","Lower Saxony","Rural Area","341","0.713588198363928","0.673186945143214","0.753989451584642"
"Just right","1995","Bremen","Urban Area","58","0.65582024280264","0.560782186581654","0.750858299023625"
"Just right","1995","Bremen","Rural Area","","","",""
"Just right","1995","North Rhine-Westphalia","Urban Area","1764","0.734995521703097","0.717678158363493","0.7523128850427"
"Just right","1995","North Rhine-Westphalia","Rural Area","45","0.530622296080372","0.413711923014097","0.647532669146647"
"Just right","1995","Hesse","Urban Area","534","0.717463857952332","0.686166941805683","0.748760774098982"
"Just right","1995","Hesse","Rural Area","92","0.690799166473159","0.615313746541916","0.766284586404401"
"Just right","1995","Rhineland-Palatinate,Saarland","Urban Area","422","0.739187317544109","0.70332994563213","0.775044689456087"
"Just right","1995","Rhineland-Palatinate,Saarland","Rural Area","103","0.751278125316727","0.678359483663704","0.824196766969749"
"Just right","1995","Baden-Württemberg","Urban Area","1108","0.770485516400503","0.749190426762782","0.791780606038224"
"Just right","1995","Baden-Württemberg","Rural Area","166","0.735002563915332","0.677463984604327","0.792541143226337"
"Just right","1995","Bavaria","Urban Area","593","0.702212211199104","0.671398036483802","0.733026385914406"
"Just right","1995","Bavaria","Rural Area","641","0.752202439003511","0.723075640590614","0.781329237416408"
"Just right","1995","Berlin","Urban Area","348","0.602538707796174","0.562186828754711","0.642890586837637"
"Just right","1995","Berlin","Rural Area","","","",""
"Just right","1995","Brandenburg","Urban Area","15","","",""
"Just right","1995","Brandenburg","Rural Area","377","0.684053725594163","0.645888978503126","0.722218472685199"
"Just right","1995","Mecklenburg-Western Pomerania","Urban Area","29","","",""
"Just right","1995","Mecklenburg-Western Pomerania","Rural Area","266","0.74483797713058","0.6998668871045","0.78980906715666"
"Just right","1995","Saxony","Urban Area","411","0.734474781716352","0.698347650497736","0.770601912934967"
"Just right","1995","Saxony","Rural Area","336","0.670918442437348","0.630532236422748","0.711304648451948"
"Just right","1995","Saxony-Anhalt","Urban Area","125","0.694320628478153","0.627934808035923","0.760706448920383"
"Just right","1995","Saxony-Anhalt","Rural Area","352","0.693170273204528","0.653066529477477","0.733274016931578"
"Just right","1995","Thuringia","Urban Area","149","0.820108416329263","0.76520362777379","0.875013204884735"
"Just right","1995","Thuringia","Rural Area","337","0.718559784322888","0.677641856504323","0.759477712141453"
"A little too big","1995","Schleswig-Holstein","Urban Area","11","","",""
"A little too big","1995","Schleswig-Holstein","Rural Area","30","0.246069549396289","0.17596298753822","0.316176111254358"
"A little too big","1995","Hamburg","Urban Area","2","","",""
"A little too big","1995","Hamburg","Rural Area","","","",""
"A little too big","1995","Lower Saxony","Urban Area","49","0.11286266258651","0.0864898711536409","0.139235454019379"
"A little too big","1995","Lower Saxony","Rural Area","64","0.144158267483098","0.112768213699963","0.175548321266233"
"A little too big","1995","Bremen","Urban Area","10","","",""
"A little too big","1995","Bremen","Rural Area","","","",""
"A little too big","1995","North Rhine-Westphalia","Urban Area","149","0.0775108977737763","0.0670184981839471","0.0880032973636055"
"A little too big","1995","North Rhine-Westphalia","Rural Area","7","","",""
"A little too big","1995","Hesse","Urban Area","49","0.0831104243259378","0.063921492756786","0.10229935589509"
"A little too big","1995","Hesse","Rural Area","20","","",""
"A little too big","1995","Rhineland-Palatinate,Saarland","Urban Area","36","0.0774967187988748","0.0556612527121036","0.0993321848856459"
"A little too big","1995","Rhineland-Palatinate,Saarland","Rural Area","7","","",""
"A little too big","1995","Baden-Württemberg","Urban Area","57","0.0667210635802679","0.0540844880732734","0.0793576390872624"
"A little too big","1995","Baden-Württemberg","Rural Area","19","","",""
"A little too big","1995","Bavaria","Urban Area","61","0.0916290941384219","0.0721884247816527","0.111069763495191"
"A little too big","1995","Bavaria","Rural Area","72","0.105369465464686","0.0846558402202197","0.126083090709153"
"A little too big","1995","Berlin","Urban Area","47","0.0850355045583028","0.0620355946679469","0.108035414448659"
"A little too big","1995","Berlin","Rural Area","","","",""
"A little too big","1995","Brandenburg","Urban Area","","","",""
"A little too big","1995","Brandenburg","Rural Area","45","0.0959740639406392","0.0717928527042553","0.120155275177023"
"A little too big","1995","Mecklenburg-Western Pomerania","Urban Area","","","",""
"A little too big","1995","Mecklenburg-Western Pomerania","Rural Area","26","","",""
"A little too big","1995","Saxony","Urban Area","48","0.0855018089494273","0.0626262759578749","0.10837734194098"
"A little too big","1995","Saxony","Rural Area","56","0.095753561685614","0.0704624865865754","0.121044636784653"
"A little too big","1995","Saxony-Anhalt","Urban Area","9","","",""
"A little too big","1995","Saxony-Anhalt","Rural Area","41","0.113525173212109","0.0859387417020375","0.14111160472218"
"A little too big","1995","Thuringia","Urban Area","16","","",""
"A little too big","1995","Thuringia","Rural Area","31","0.0761685161232269","0.0520320753829649","0.100304956863489"
"Much too big","1995","Schleswig-Holstein","Urban Area","","","",""
"Much too big","1995","Schleswig-Holstein","Rural Area","4","","",""
"Much too big","1995","Hamburg","Urban Area","","","",""
"Much too big","1995","Hamburg","Rural Area","","","",""
"Much too big","1995","Lower Saxony","Urban Area","7","","",""
"Much too big","1995","Lower Saxony","Rural Area","5","","",""
"Much too big","1995","Bremen","Urban Area","","","",""
"Much too big","1995","Bremen","Rural Area","","","",""
"Much too big","1995","North Rhine-Westphalia","Urban Area","8","","",""
"Much too big","1995","North Rhine-Westphalia","Rural Area","1","","",""
"Much too big","1995","Hesse","Urban Area","8","","",""
"Much too big","1995","Hesse","Rural Area","4","","",""
"Much too big","1995","Rhineland-Palatinate,Saarland","Urban Area","1","","",""
"Much too big","1995","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Much too big","1995","Baden-Württemberg","Urban Area","3","","",""
"Much too big","1995","Baden-Württemberg","Rural Area","5","","",""
"Much too big","1995","Bavaria","Urban Area","","","",""
"Much too big","1995","Bavaria","Rural Area","3","","",""
"Much too big","1995","Berlin","Urban Area","6","","",""
"Much too big","1995","Berlin","Rural Area","","","",""
"Much too big","1995","Brandenburg","Urban Area","","","",""
"Much too big","1995","Brandenburg","Rural Area","2","","",""
"Much too big","1995","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","1995","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Much too big","1995","Saxony","Urban Area","3","","",""
"Much too big","1995","Saxony","Rural Area","4","","",""
"Much too big","1995","Saxony-Anhalt","Urban Area","","","",""
"Much too big","1995","Saxony-Anhalt","Rural Area","6","","",""
"Much too big","1995","Thuringia","Urban Area","","","",""
"Much too big","1995","Thuringia","Rural Area","3","","",""
"Much too small","1996","Schleswig-Holstein","Urban Area","","","",""
"Much too small","1996","Schleswig-Holstein","Rural Area","","","",""
"Much too small","1996","Hamburg","Urban Area","10","","",""
"Much too small","1996","Hamburg","Rural Area","","","",""
"Much too small","1996","Lower Saxony","Urban Area","5","","",""
"Much too small","1996","Lower Saxony","Rural Area","9","","",""
"Much too small","1996","Bremen","Urban Area","6","","",""
"Much too small","1996","Bremen","Rural Area","","","",""
"Much too small","1996","North Rhine-Westphalia","Urban Area","110","0.023581442871033","0.0175984991451587","0.0295643865969074"
"Much too small","1996","North Rhine-Westphalia","Rural Area","2","","",""
"Much too small","1996","Hesse","Urban Area","38","0.0189186591766251","0.00924550098783139","0.0285918173654187"
"Much too small","1996","Hesse","Rural Area","2","","",""
"Much too small","1996","Rhineland-Palatinate,Saarland","Urban Area","9","","",""
"Much too small","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Much too small","1996","Baden-Württemberg","Urban Area","62","0.0299400782638041","0.0212162551230645","0.0386639014045436"
"Much too small","1996","Baden-Württemberg","Rural Area","3","","",""
"Much too small","1996","Bavaria","Urban Area","27","","",""
"Much too small","1996","Bavaria","Rural Area","17","","",""
"Much too small","1996","Berlin","Urban Area","19","","",""
"Much too small","1996","Berlin","Rural Area","","","",""
"Much too small","1996","Brandenburg","Urban Area","","","",""
"Much too small","1996","Brandenburg","Rural Area","21","","",""
"Much too small","1996","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Much too small","1996","Mecklenburg-Western Pomerania","Rural Area","10","","",""
"Much too small","1996","Saxony","Urban Area","25","","",""
"Much too small","1996","Saxony","Rural Area","20","","",""
"Much too small","1996","Saxony-Anhalt","Urban Area","2","","",""
"Much too small","1996","Saxony-Anhalt","Rural Area","10","","",""
"Much too small","1996","Thuringia","Urban Area","","","",""
"Much too small","1996","Thuringia","Rural Area","20","","",""
"A little too small","1996","Schleswig-Holstein","Urban Area","27","","",""
"A little too small","1996","Schleswig-Holstein","Rural Area","30","0.172866460166965","0.111319405421893","0.234413514912036"
"A little too small","1996","Hamburg","Urban Area","24","","",""
"A little too small","1996","Hamburg","Rural Area","","","",""
"A little too small","1996","Lower Saxony","Urban Area","108","0.148892674921863","0.119276400214699","0.178508949629028"
"A little too small","1996","Lower Saxony","Rural Area","52","0.104216065454182","0.0771074616011751","0.131324669307188"
"A little too small","1996","Bremen","Urban Area","10","","",""
"A little too small","1996","Bremen","Rural Area","","","",""
"A little too small","1996","North Rhine-Westphalia","Urban Area","431","0.158287625751701","0.143895761408436","0.172679490094967"
"A little too small","1996","North Rhine-Westphalia","Rural Area","6","","",""
"A little too small","1996","Hesse","Urban Area","138","0.156266710816482","0.130485314615457","0.182048107017507"
"A little too small","1996","Hesse","Rural Area","19","","",""
"A little too small","1996","Rhineland-Palatinate,Saarland","Urban Area","84","0.137016273719387","0.108278433521754","0.165754113917019"
"A little too small","1996","Rhineland-Palatinate,Saarland","Rural Area","28","","",""
"A little too small","1996","Baden-Württemberg","Urban Area","273","0.138483198565852","0.120802007199576","0.156164389932129"
"A little too small","1996","Baden-Württemberg","Rural Area","37","0.166710796712014","0.117347316058323","0.216074277365706"
"A little too small","1996","Bavaria","Urban Area","173","0.192769201277406","0.165851448356002","0.21968695419881"
"A little too small","1996","Bavaria","Rural Area","99","0.0995211132109515","0.0792284367033816","0.119813789718521"
"A little too small","1996","Berlin","Urban Area","149","0.257448211187002","0.220740428371794","0.29415599400221"
"A little too small","1996","Berlin","Rural Area","","","",""
"A little too small","1996","Brandenburg","Urban Area","2","","",""
"A little too small","1996","Brandenburg","Rural Area","122","0.188543899676686","0.156147791910899","0.220940007442473"
"A little too small","1996","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"A little too small","1996","Mecklenburg-Western Pomerania","Rural Area","61","0.164348098096852","0.125299532437391","0.203396663756314"
"A little too small","1996","Saxony","Urban Area","99","0.164198717976755","0.133813214674809","0.1945842212787"
"A little too small","1996","Saxony","Rural Area","96","0.172587120583043","0.140685037747125","0.20448920341896"
"A little too small","1996","Saxony-Anhalt","Urban Area","60","0.267219430530782","0.206644608053093","0.327794253008471"
"A little too small","1996","Saxony-Anhalt","Rural Area","93","0.157843508213186","0.124881859628955","0.190805156797418"
"A little too small","1996","Thuringia","Urban Area","27","","",""
"A little too small","1996","Thuringia","Rural Area","72","0.153594282942968","0.120680754110574","0.186507811775363"
"Just right","1996","Schleswig-Holstein","Urban Area","94","0.704241414587191","0.628371402774306","0.780111426400075"
"Just right","1996","Schleswig-Holstein","Rural Area","88","0.592387678067597","0.512405956082844","0.67236940005235"
"Just right","1996","Hamburg","Urban Area","89","0.689907402652714","0.609779420152185","0.770035385153243"
"Just right","1996","Hamburg","Rural Area","","","",""
"Just right","1996","Lower Saxony","Urban Area","386","0.702550948078838","0.664519154601487","0.74058274155619"
"Just right","1996","Lower Saxony","Rural Area","352","0.713702226720188","0.673596564568681","0.753807888871695"
"Just right","1996","Bremen","Urban Area","68","0.74193175706827","0.653941304555345","0.829922209581194"
"Just right","1996","Bremen","Rural Area","","","",""
"Just right","1996","North Rhine-Westphalia","Urban Area","1753","0.718706891943905","0.700978588816372","0.736435195071438"
"Just right","1996","North Rhine-Westphalia","Rural Area","42","0.555526296061969","0.432823866214925","0.678228725909014"
"Just right","1996","Hesse","Urban Area","537","0.740993191782802","0.70988796985809","0.772098413707513"
"Just right","1996","Hesse","Rural Area","107","0.801429302891067","0.735348659591174","0.867509946190961"
"Just right","1996","Rhineland-Palatinate,Saarland","Urban Area","404","0.747259334272541","0.710939824063726","0.783578844481355"
"Just right","1996","Rhineland-Palatinate,Saarland","Rural Area","85","0.650808304143334","0.570392815873559","0.73122379241311"
"Just right","1996","Baden-Württemberg","Urban Area","1047","0.74204090017144","0.719644900417913","0.764436899924967"
"Just right","1996","Baden-Württemberg","Rural Area","159","0.687365801904563","0.62597006231152","0.748761541497606"
"Just right","1996","Bavaria","Urban Area","566","0.674927016245706","0.64296457359323","0.706889458898182"
"Just right","1996","Bavaria","Rural Area","640","0.76722942252382","0.738582919156234","0.795875925891407"
"Just right","1996","Berlin","Urban Area","329","0.624934794603884","0.584288535520383","0.665581053687386"
"Just right","1996","Berlin","Rural Area","","","",""
"Just right","1996","Brandenburg","Urban Area","30","0.950673017015138","0.875643705336189","1.02570232869409"
"Just right","1996","Brandenburg","Rural Area","380","0.699679435045812","0.661713319221996","0.737645550869628"
"Just right","1996","Mecklenburg-Western Pomerania","Urban Area","40","0.7285261014067","0.609911594142722","0.847140608670678"
"Just right","1996","Mecklenburg-Western Pomerania","Rural Area","250","0.749162943337191","0.703486315554434","0.794839571119949"
"Just right","1996","Saxony","Urban Area","402","0.696995163670248","0.659301382979793","0.734688944360704"
"Just right","1996","Saxony","Rural Area","382","0.697817807862613","0.65905107815767","0.736584537567556"
"Just right","1996","Saxony-Anhalt","Urban Area","126","0.645750512075546","0.580278127953477","0.711222896197616"
"Just right","1996","Saxony-Anhalt","Rural Area","327","0.716012692450943","0.675245670459485","0.756779714442401"
"Just right","1996","Thuringia","Urban Area","143","0.786962957428199","0.728588629108809","0.84533728574759"
"Just right","1996","Thuringia","Rural Area","345","0.752983462933723","0.713614555537924","0.792352370329523"
"A little too big","1996","Schleswig-Holstein","Urban Area","16","","",""
"A little too big","1996","Schleswig-Holstein","Rural Area","27","","",""
"A little too big","1996","Hamburg","Urban Area","4","","",""
"A little too big","1996","Hamburg","Rural Area","","","",""
"A little too big","1996","Lower Saxony","Urban Area","51","0.133835805056224","0.105509634169179","0.162161975943268"
"A little too big","1996","Lower Saxony","Rural Area","71","0.16046756984222","0.127902609294362","0.193032530390078"
"A little too big","1996","Bremen","Urban Area","11","","",""
"A little too big","1996","Bremen","Rural Area","","","",""
"A little too big","1996","North Rhine-Westphalia","Urban Area","163","0.0914656069065751","0.080099511040286","0.102831702772864"
"A little too big","1996","North Rhine-Westphalia","Rural Area","13","","",""
"A little too big","1996","Hesse","Urban Area","44","0.0775183836810733","0.0585315817553386","0.0965051856068079"
"A little too big","1996","Hesse","Rural Area","10","","",""
"A little too big","1996","Rhineland-Palatinate,Saarland","Urban Area","51","0.099458249000877","0.0744467870795375","0.124469710922216"
"A little too big","1996","Rhineland-Palatinate,Saarland","Rural Area","22","","",""
"A little too big","1996","Baden-Württemberg","Urban Area","82","0.0863829959345431","0.072002385421145","0.100763606447941"
"A little too big","1996","Baden-Württemberg","Rural Area","15","","",""
"A little too big","1996","Bavaria","Urban Area","58","0.105400836935183","0.0844472976711119","0.126354376199253"
"A little too big","1996","Bavaria","Rural Area","75","0.106038642088863","0.085167971456848","0.126909312720878"
"A little too big","1996","Berlin","Urban Area","46","0.07595458095799","0.0537125989503213","0.0981965629656587"
"A little too big","1996","Berlin","Rural Area","","","",""
"A little too big","1996","Brandenburg","Urban Area","","","",""
"A little too big","1996","Brandenburg","Rural Area","36","0.0850665467216004","0.0619603624437087","0.108172730999492"
"A little too big","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"A little too big","1996","Mecklenburg-Western Pomerania","Rural Area","22","","",""
"A little too big","1996","Saxony","Urban Area","45","0.0996327226227222","0.0750663583447556","0.124199086900689"
"A little too big","1996","Saxony","Rural Area","38","0.0841970501748877","0.0607545911466928","0.107639509203083"
"A little too big","1996","Saxony-Anhalt","Urban Area","14","","",""
"A little too big","1996","Saxony-Anhalt","Rural Area","36","0.0977391175183504","0.0708918906184795","0.124586344418221"
"A little too big","1996","Thuringia","Urban Area","19","","",""
"A little too big","1996","Thuringia","Rural Area","19","","",""
"Much too big","1996","Schleswig-Holstein","Urban Area","2","","",""
"Much too big","1996","Schleswig-Holstein","Rural Area","","","",""
"Much too big","1996","Hamburg","Urban Area","1","","",""
"Much too big","1996","Hamburg","Rural Area","","","",""
"Much too big","1996","Lower Saxony","Urban Area","5","","",""
"Much too big","1996","Lower Saxony","Rural Area","4","","",""
"Much too big","1996","Bremen","Urban Area","","","",""
"Much too big","1996","Bremen","Rural Area","","","",""
"Much too big","1996","North Rhine-Westphalia","Urban Area","14","","",""
"Much too big","1996","North Rhine-Westphalia","Rural Area","","","",""
"Much too big","1996","Hesse","Urban Area","5","","",""
"Much too big","1996","Hesse","Rural Area","2","","",""
"Much too big","1996","Rhineland-Palatinate,Saarland","Urban Area","2","","",""
"Much too big","1996","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Much too big","1996","Baden-Württemberg","Urban Area","2","","",""
"Much too big","1996","Baden-Württemberg","Rural Area","5","","",""
"Much too big","1996","Bavaria","Urban Area","1","","",""
"Much too big","1996","Bavaria","Rural Area","5","","",""
"Much too big","1996","Berlin","Urban Area","2","","",""
"Much too big","1996","Berlin","Rural Area","","","",""
"Much too big","1996","Brandenburg","Urban Area","","","",""
"Much too big","1996","Brandenburg","Rural Area","1","","",""
"Much too big","1996","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Much too big","1996","Mecklenburg-Western Pomerania","Rural Area","3","","",""
"Much too big","1996","Saxony","Urban Area","","","",""
"Much too big","1996","Saxony","Rural Area","3","","",""
"Much too big","1996","Saxony-Anhalt","Urban Area","3","","",""
"Much too big","1996","Saxony-Anhalt","Rural Area","4","","",""
"Much too big","1996","Thuringia","Urban Area","","","",""
"Much too big","1996","Thuringia","Rural Area","5","","",""
"Much too small","1997","Schleswig-Holstein","Urban Area","3","","",""
"Much too small","1997","Schleswig-Holstein","Rural Area","4","","",""
"Much too small","1997","Hamburg","Urban Area","13","","",""
"Much too small","1997","Hamburg","Rural Area","","","",""
"Much too small","1997","Lower Saxony","Urban Area","6","","",""
"Much too small","1997","Lower Saxony","Rural Area","8","","",""
"Much too small","1997","Bremen","Urban Area","1","","",""
"Much too small","1997","Bremen","Rural Area","","","",""
"Much too small","1997","North Rhine-Westphalia","Urban Area","92","0.0228934150488837","0.0169320433182919","0.0288547867794755"
"Much too small","1997","North Rhine-Westphalia","Rural Area","","","",""
"Much too small","1997","Hesse","Urban Area","23","","",""
"Much too small","1997","Hesse","Rural Area","","","",""
"Much too small","1997","Rhineland-Palatinate,Saarland","Urban Area","4","","",""
"Much too small","1997","Rhineland-Palatinate,Saarland","Rural Area","2","","",""
"Much too small","1997","Baden-Württemberg","Urban Area","51","0.0265064203545037","0.0184042437810381","0.0346085969279694"
"Much too small","1997","Baden-Württemberg","Rural Area","5","","",""
"Much too small","1997","Bavaria","Urban Area","19","","",""
"Much too small","1997","Bavaria","Rural Area","13","","",""
"Much too small","1997","Berlin","Urban Area","20","","",""
"Much too small","1997","Berlin","Rural Area","","","",""
"Much too small","1997","Brandenburg","Urban Area","2","","",""
"Much too small","1997","Brandenburg","Rural Area","22","","",""
"Much too small","1997","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"Much too small","1997","Mecklenburg-Western Pomerania","Rural Area","10","","",""
"Much too small","1997","Saxony","Urban Area","9","","",""
"Much too small","1997","Saxony","Rural Area","13","","",""
"Much too small","1997","Saxony-Anhalt","Urban Area","2","","",""
"Much too small","1997","Saxony-Anhalt","Rural Area","8","","",""
"Much too small","1997","Thuringia","Urban Area","","","",""
"Much too small","1997","Thuringia","Rural Area","11","","",""
"A little too small","1997","Schleswig-Holstein","Urban Area","23","","",""
"A little too small","1997","Schleswig-Holstein","Rural Area","21","","",""
"A little too small","1997","Hamburg","Urban Area","20","","",""
"A little too small","1997","Hamburg","Rural Area","","","",""
"A little too small","1997","Lower Saxony","Urban Area","80","0.140150596595428","0.111243672558349","0.169057520632508"
"A little too small","1997","Lower Saxony","Rural Area","62","0.115989689058148","0.0873435675513345","0.144635810564962"
"A little too small","1997","Bremen","Urban Area","12","","",""
"A little too small","1997","Bremen","Rural Area","","","",""
"A little too small","1997","North Rhine-Westphalia","Urban Area","419","0.164896914871125","0.150105958638364","0.179687871103886"
"A little too small","1997","North Rhine-Westphalia","Rural Area","10","","",""
"A little too small","1997","Hesse","Urban Area","146","0.166001533044296","0.138785517490109","0.193217548598484"
"A little too small","1997","Hesse","Rural Area","24","","",""
"A little too small","1997","Rhineland-Palatinate,Saarland","Urban Area","86","0.121924072260034","0.0950395252489549","0.148808619271113"
"A little too small","1997","Rhineland-Palatinate,Saarland","Rural Area","35","0.251477644596409","0.178826930535163","0.324128358657655"
"A little too small","1997","Baden-Württemberg","Urban Area","275","0.14649442823337","0.128659418479437","0.164329437987303"
"A little too small","1997","Baden-Württemberg","Rural Area","38","0.196998924886974","0.142685839803774","0.251312009970174"
"A little too small","1997","Bavaria","Urban Area","173","0.190815821678616","0.163821851064588","0.217809792292644"
"A little too small","1997","Bavaria","Rural Area","108","0.134553584378745","0.111067782582421","0.15803938617507"
"A little too small","1997","Berlin","Urban Area","123","0.264147574579046","0.22595914607603","0.302336003082062"
"A little too small","1997","Berlin","Rural Area","","","",""
"A little too small","1997","Brandenburg","Urban Area","2","","",""
"A little too small","1997","Brandenburg","Rural Area","131","0.192057815039508","0.159804310211396","0.224311319867621"
"A little too small","1997","Mecklenburg-Western Pomerania","Urban Area","8","","",""
"A little too small","1997","Mecklenburg-Western Pomerania","Rural Area","52","0.132825899864701","0.0964285812683333","0.169223218461069"
"A little too small","1997","Saxony","Urban Area","109","0.180054813505298","0.148231246563045","0.211878380447551"
"A little too small","1997","Saxony","Rural Area","83","0.166548521316369","0.134859313558472","0.198237729074267"
"A little too small","1997","Saxony-Anhalt","Urban Area","44","0.201574335986666","0.146113689805418","0.257034982167914"
"A little too small","1997","Saxony-Anhalt","Rural Area","68","0.110486721323649","0.0820538374280235","0.138919605219274"
"A little too small","1997","Thuringia","Urban Area","30","0.185435733025749","0.130461792696716","0.240409673354782"
"A little too small","1997","Thuringia","Rural Area","69","0.146397475865846","0.114197745482646","0.178597206249045"
"Just right","1997","Schleswig-Holstein","Urban Area","96","0.721188947034333","0.643506547769315","0.79887134629935"
"Just right","1997","Schleswig-Holstein","Rural Area","93","0.625126114356209","0.545222771407567","0.70502945730485"
"Just right","1997","Hamburg","Urban Area","86","0.697533831134773","0.616359900485764","0.778707761783781"
"Just right","1997","Hamburg","Rural Area","","","",""
"Just right","1997","Lower Saxony","Urban Area","418","0.746673631730079","0.710457770734541","0.782889492725616"
"Just right","1997","Lower Saxony","Rural Area","349","0.725345862143105","0.685416431789172","0.765275292497039"
"Just right","1997","Bremen","Urban Area","68","0.74849893162984","0.66031851909202","0.83667934416766"
"Just right","1997","Bremen","Rural Area","","","",""
"Just right","1997","North Rhine-Westphalia","Urban Area","1717","0.703869464101887","0.685672137014563","0.722066791189212"
"Just right","1997","North Rhine-Westphalia","Rural Area","46","0.570006248053481","0.452336583527757","0.687675912579204"
"Just right","1997","Hesse","Urban Area","507","0.729514749617537","0.697022880034025","0.762006619201049"
"Just right","1997","Hesse","Rural Area","87","0.700208017241152","0.622047995381616","0.778368039100689"
"Just right","1997","Rhineland-Palatinate,Saarland","Urban Area","448","0.802534275879579","0.769825099107272","0.835243452651886"
"Just right","1997","Rhineland-Palatinate,Saarland","Rural Area","91","0.660169167917548","0.580855722618125","0.73948261321697"
"Just right","1997","Baden-Württemberg","Urban Area","1099","0.73114827987491","0.708785862012839","0.753510697736981"
"Just right","1997","Baden-Württemberg","Rural Area","143","0.690964535294836","0.627862041870407","0.754067028719266"
"Just right","1997","Bavaria","Urban Area","557","0.680255825776111","0.648217239548698","0.712294412003525"
"Just right","1997","Bavaria","Rural Area","620","0.741380344190732","0.711244111368234","0.771516577013229"
"Just right","1997","Berlin","Urban Area","341","0.638670619619339","0.5970600924747","0.680281146763977"
"Just right","1997","Berlin","Rural Area","","","",""
"Just right","1997","Brandenburg","Urban Area","22","","",""
"Just right","1997","Brandenburg","Rural Area","374","0.671981701576201","0.633540359692729","0.710423043459674"
"Just right","1997","Mecklenburg-Western Pomerania","Urban Area","43","0.746132172542749","0.632142424392761","0.860121920692737"
"Just right","1997","Mecklenburg-Western Pomerania","Rural Area","249","0.744735404085082","0.69797576505414","0.791495043116023"
"Just right","1997","Saxony","Urban Area","381","0.688480402085272","0.65012358552764","0.726837218642904"
"Just right","1997","Saxony","Rural Area","398","0.71760884344886","0.679320174624039","0.755897512273681"
"Just right","1997","Saxony-Anhalt","Urban Area","141","0.731240234677736","0.669954100371759","0.792526368983713"
"Just right","1997","Saxony-Anhalt","Rural Area","357","0.775559529616467","0.737719819112431","0.813399240120503"
"Just right","1997","Thuringia","Urban Area","143","0.714133357072717","0.650223348302934","0.778043365842499"
