"hlf0071_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"4","1992","lower secondary degree","Female","239","0.086354617297747","0.0763844833596166","0.0963247512358774"
"4","1992","secondary school degree","Male","95","0.0652027995784231","0.0529633912136779","0.0774422079431683"
"4","1992","secondary school degree","Female","110","0.0726947185967512","0.0613272953915937","0.0840621418019086"
"4","1992","college entrance qualification","Male","86","0.0939336834821345","0.0760476799416853","0.111819687022584"
"4","1992","college entrance qualification","Female","50","0.0824617603286129","0.0622003417118678","0.102723178945358"
"4","1992","Other degree","Male","13","","",""
"4","1992","Other degree","Female","10","","",""
"4","1992","no degree/no degree yet","Male","12","","",""
"4","1992","no degree/no degree yet","Female","7","","",""
"5","1992","lower secondary degree","Male","15","","",""
"5","1992","lower secondary degree","Female","18","","",""
"5","1992","secondary school degree","Male","3","","",""
"5","1992","secondary school degree","Female","9","","",""
"5","1992","college entrance qualification","Male","9","","",""
"5","1992","college entrance qualification","Female","1","","",""
"5","1992","Other degree","Male","","","",""
"5","1992","Other degree","Female","1","","",""
"5","1992","no degree/no degree yet","Male","","","",""
"5","1992","no degree/no degree yet","Female","","","",""
"1","1993","lower secondary degree","Male","87","0.0219689811467491","0.0164100356042602","0.0275279266892381"
"1","1993","lower secondary degree","Female","60","0.0115878455200664","0.00772915688889426","0.0154465341512385"
"1","1993","secondary school degree","Male","59","0.0342098395953601","0.0251520997810707","0.0432675794096495"
"1","1993","secondary school degree","Female","73","0.0325745920567341","0.0247612835736403","0.0403879005398279"
"1","1993","college entrance qualification","Male","38","0.0319237413485313","0.0211405603146448","0.0427069223824177"
"1","1993","college entrance qualification","Female","29","","",""
"1","1993","Other degree","Male","63","0.0969415008540003","0.0724794567407111","0.12140354496729"
"1","1993","Other degree","Female","39","0.0785018887223584","0.0522751260638437","0.104728651380873"
"1","1993","no degree/no degree yet","Male","29","","",""
"1","1993","no degree/no degree yet","Female","51","0.0877476950529844","0.0621419738245384","0.11335341628143"
"2","1993","lower secondary degree","Male","415","0.133355429486102","0.120462933392575","0.14624792557963"
"2","1993","lower secondary degree","Female","381","0.112141419953068","0.100764511280045","0.123518328626091"
"2","1993","secondary school degree","Male","356","0.208145361783445","0.187914749104029","0.228375974462862"
"2","1993","secondary school degree","Female","458","0.200732160335699","0.183102604021365","0.218361716650032"
"2","1993","college entrance qualification","Male","243","0.231704114923393","0.205823991278673","0.257584238568113"
"2","1993","college entrance qualification","Female","181","0.223302615760244","0.192861786982096","0.253743444538391"
"2","1993","Other degree","Male","122","0.220648221688394","0.186363793192423","0.254932650184366"
"2","1993","Other degree","Female","100","0.240065532126336","0.198415975276469","0.281715088976204"
"2","1993","no degree/no degree yet","Male","88","0.226812701095014","0.183065245376738","0.270560156813289"
"2","1993","no degree/no degree yet","Female","104","0.197626137979036","0.161587178134168","0.233665097823905"
"3","1993","lower secondary degree","Male","1982","0.770538559147392","0.754592139332286","0.786484978962497"
"3","1993","lower secondary degree","Female","2264","0.784251170125105","0.769420145343639","0.799082194906571"
"3","1993","secondary school degree","Male","1035","0.685547402968151","0.662410817150005","0.708683988786297"
"3","1993","secondary school degree","Female","1312","0.675860431749483","0.655259765353123","0.696461098145842"
"3","1993","college entrance qualification","Male","637","0.619253009304611","0.589468700734126","0.649037317875096"
"3","1993","college entrance qualification","Female","452","0.661171358119435","0.626574973298173","0.695767742940697"
"3","1993","Other degree","Male","351","0.641699417115245","0.602056143223685","0.681342691006805"
"3","1993","Other degree","Female","247","0.626739954105288","0.579576364492616","0.673903543717961"
"3","1993","no degree/no degree yet","Male","226","0.693878098072164","0.645731506191191","0.742024689953137"
"3","1993","no degree/no degree yet","Female","304","0.691916204032173","0.650130969054142","0.733701439010204"
"4","1993","lower secondary degree","Male","171","0.0686375114689134","0.0590489979958322","0.0782260249419946"
"4","1993","lower secondary degree","Female","232","0.0849427527822055","0.0748906563430141","0.094994849221397"
"4","1993","secondary school degree","Male","94","0.071165157392127","0.0583534830623891","0.0839768317218648"
"4","1993","secondary school degree","Female","129","0.0826088921095706","0.070492386270513","0.0947253979486282"
"4","1993","college entrance qualification","Male","98","0.111883327145397","0.0925479379616165","0.131218716329178"
"4","1993","college entrance qualification","Female","53","0.0812301391115528","0.0612616312110776","0.101198647012028"
"4","1993","Other degree","Male","25","","",""
"4","1993","Other degree","Female","17","","",""
"4","1993","no degree/no degree yet","Male","9","","",""
"4","1993","no degree/no degree yet","Female","10","","",""
"5","1993","lower secondary degree","Male","16","","",""
"5","1993","lower secondary degree","Female","18","","",""
"5","1993","secondary school degree","Male","3","","",""
"5","1993","secondary school degree","Female","11","","",""
"5","1993","college entrance qualification","Male","5","","",""
"5","1993","college entrance qualification","Female","4","","",""
"5","1993","Other degree","Male","1","","",""
"5","1993","Other degree","Female","1","","",""
"5","1993","no degree/no degree yet","Male","","","",""
"5","1993","no degree/no degree yet","Female","","","",""
"1","1994","lower secondary degree","Male","76","0.0184233652633578","0.0132252771145394","0.0236214534121763"
"1","1994","lower secondary degree","Female","55","0.0119721810933675","0.00798060368872896","0.015963758498006"
"1","1994","secondary school degree","Male","58","0.0286049580647716","0.0202055781392993","0.0370043379902438"
"1","1994","secondary school degree","Female","82","0.0322206795872376","0.024399049652766","0.0400423095217093"
"1","1994","college entrance qualification","Male","35","0.0243203360545507","0.0149447780466677","0.0336958940624337"
"1","1994","college entrance qualification","Female","31","0.0333056389359282","0.0204468292254409","0.0461644486464156"
"1","1994","Other degree","Male","50","0.097346937085598","0.0712596553433761","0.12343421882782"
"1","1994","Other degree","Female","37","0.096120760025037","0.0657568560237949","0.126484664026279"
"1","1994","no degree/no degree yet","Male","27","","",""
"1","1994","no degree/no degree yet","Female","40","0.076802329309199","0.052573990028529","0.101030668589869"
"2","1994","lower secondary degree","Male","383","0.132703647114375","0.119590037760574","0.145817256468176"
"2","1994","lower secondary degree","Female","330","0.0989400252662755","0.0879819018286098","0.109898148703941"
"2","1994","secondary school degree","Male","334","0.204271168990684","0.18395626795321","0.224586070028158"
"2","1994","secondary school degree","Female","433","0.194976036954236","0.177427667439373","0.2125244064691"
"2","1994","college entrance qualification","Male","228","0.205873744980144","0.18126417797625","0.230483311984039"
"2","1994","college entrance qualification","Female","185","0.223587672543209","0.193729210735726","0.253446134350692"
"2","1994","Other degree","Male","93","0.194478594815576","0.15964633112487","0.229310858506282"
"2","1994","Other degree","Female","79","0.210552365129263","0.168553695679241","0.252551034579285"
"2","1994","no degree/no degree yet","Male","78","0.196374667952397","0.154272488408942","0.238476847495851"
"2","1994","no degree/no degree yet","Female","100","0.205994810775675","0.169196412866749","0.242793208684601"
"3","1994","lower secondary degree","Male","1927","0.771277324335968","0.755042150402153","0.787512498269782"
"3","1994","lower secondary degree","Female","2204","0.786508697791726","0.771469828372486","0.801547567210967"
"3","1994","secondary school degree","Male","1014","0.6917642589555","0.668496787780728","0.715031730130271"
"3","1994","secondary school degree","Female","1289","0.66541892776444","0.644519229953911","0.686318625574968"
"3","1994","college entrance qualification","Male","674","0.648270939469936","0.619207894383139","0.677333984556733"
"3","1994","college entrance qualification","Female","476","0.651363409059839","0.617213035846964","0.685513782272714"
"3","1994","Other degree","Male","332","0.654384620165733","0.6125322242751","0.696237016056366"
"3","1994","Other degree","Female","230","0.626538525063932","0.5767085580166","0.676368492111265"
"3","1994","no degree/no degree yet","Male","223","0.684852506626353","0.635615630449798","0.734089382802907"
"3","1994","no degree/no degree yet","Female","311","0.678861755127421","0.636377717306664","0.721345792948178"
"4","1994","lower secondary degree","Male","166","0.0717587473867757","0.0617825528371584","0.081734941936393"
"4","1994","lower secondary degree","Female","240","0.0941621184919482","0.0834435526478094","0.104880684336087"
"4","1994","secondary school degree","Male","100","0.0709569161735088","0.0580196080834898","0.0838942242635278"
"4","1994","secondary school degree","Female","140","0.0993952798892671","0.0861429652886794","0.112647594489855"
"4","1994","college entrance qualification","Male","94","0.113976588809257","0.0946351339310556","0.133318043687459"
"4","1994","college entrance qualification","Female","51","0.0825771980757578","0.0628524198712667","0.102301976280249"
"4","1994","Other degree","Male","20","","",""
"4","1994","Other degree","Female","13","","",""
"4","1994","no degree/no degree yet","Male","13","","",""
"4","1994","no degree/no degree yet","Female","13","","",""
"5","1994","lower secondary degree","Male","19","","",""
"5","1994","lower secondary degree","Female","23","","",""
"5","1994","secondary school degree","Male","7","","",""
"5","1994","secondary school degree","Female","14","","",""
"5","1994","college entrance qualification","Male","6","","",""
"5","1994","college entrance qualification","Female","5","","",""
"5","1994","Other degree","Male","1","","",""
"5","1994","Other degree","Female","3","","",""
"5","1994","no degree/no degree yet","Male","1","","",""
"5","1994","no degree/no degree yet","Female","","","",""
"1","1995","lower secondary degree","Male","71","0.017301636147679","0.0122584582851525","0.0223448140102055"
"1","1995","lower secondary degree","Female","52","0.0120814285873563","0.00803628682669447","0.0161265703480181"
"1","1995","secondary school degree","Male","54","0.0261899060072294","0.0181693911952296","0.0342104208192291"
"1","1995","secondary school degree","Female","80","0.031933019196072","0.0242883458327197","0.0395776925594242"
"1","1995","college entrance qualification","Male","30","0.0267631577832141","0.0171512009791814","0.0363751145872467"
"1","1995","college entrance qualification","Female","27","","",""
"1","1995","Other degree","Male","55","0.0812889675847437","0.0599155712611751","0.102662363908312"
"1","1995","Other degree","Female","53","0.102924184283187","0.0769567817535225","0.128891586812852"
"1","1995","no degree/no degree yet","Male","16","","",""
"1","1995","no degree/no degree yet","Female","26","","",""
"2","1995","lower secondary degree","Male","361","0.129739320831125","0.116743279853525","0.142735361808725"
"2","1995","lower secondary degree","Female","305","0.0903452695188565","0.0797306354789584","0.100959903558755"
"2","1995","secondary school degree","Male","313","0.197294524383201","0.177308161509958","0.217280887256444"
"2","1995","secondary school degree","Female","435","0.193462457776917","0.176287452334179","0.210637463219654"
"2","1995","college entrance qualification","Male","227","0.195777000834563","0.172144866715224","0.219409134953901"
"2","1995","college entrance qualification","Female","196","0.20838603898795","0.180433021502456","0.236339056473444"
"2","1995","Other degree","Male","140","0.235583238027084","0.202393367111088","0.268773108943081"
"2","1995","Other degree","Female","125","0.238159742716072","0.201758068866127","0.274561416566016"
"2","1995","no degree/no degree yet","Male","93","0.236989493554627","0.194064798215299","0.279914188893956"
"2","1995","no degree/no degree yet","Female","114","0.244248598188149","0.205071467631375","0.283425728744922"
"3","1995","lower secondary degree","Male","1940","0.764245679881772","0.747828562347235","0.780662797416309"
"3","1995","lower secondary degree","Female","2176","0.781680045418059","0.766384137711796","0.796975953124321"
"3","1995","secondary school degree","Male","1037","0.686729021789735","0.663434654348144","0.710023389231326"
"3","1995","secondary school degree","Female","1348","0.667126999398673","0.646637573809062","0.687616424988284"
"3","1995","college entrance qualification","Male","716","0.663047621964395","0.634896838482519","0.691198405446272"
"3","1995","college entrance qualification","Female","503","0.646418469203241","0.613515178994082","0.679321759412401"
"3","1995","Other degree","Male","411","0.654554697468983","0.6173642942658","0.691745100672167"
"3","1995","Other degree","Female","330","0.618588571868801","0.577078544865301","0.6600985988723"
"3","1995","no degree/no degree yet","Male","251","0.653970769501076","0.605951784276613","0.701989754725538"
"3","1995","no degree/no degree yet","Female","305","0.660206057215751","0.617016905715996","0.703395208715506"
"4","1995","lower secondary degree","Male","178","0.0828726055849862","0.0722098142321916","0.0935353969377808"
"4","1995","lower secondary degree","Female","250","0.107827252279621","0.0963429987556936","0.119311505803548"
"4","1995","secondary school degree","Male","111","0.0811204487591564","0.0674087076414669","0.094832189876846"
"4","1995","secondary school degree","Female","161","0.101150902587015","0.0880405457109845","0.114261259463045"
"4","1995","college entrance qualification","Male","101","0.101368226406911","0.0833929460892962","0.119343506724527"
"4","1995","college entrance qualification","Female","79","0.105150831891558","0.0840393392746764","0.12626232450844"
"4","1995","Other degree","Male","22","","",""
"4","1995","Other degree","Female","15","","",""
"4","1995","no degree/no degree yet","Male","15","","",""
"4","1995","no degree/no degree yet","Female","17","","",""
"5","1995","lower secondary degree","Male","18","","",""
"5","1995","lower secondary degree","Female","19","","",""
"5","1995","secondary school degree","Male","8","","",""
"5","1995","secondary school degree","Female","8","","",""
"5","1995","college entrance qualification","Male","9","","",""
"5","1995","college entrance qualification","Female","6","","",""
"5","1995","Other degree","Male","","","",""
"5","1995","Other degree","Female","3","","",""
"5","1995","no degree/no degree yet","Male","2","","",""
"5","1995","no degree/no degree yet","Female","","","",""
"1","1996","lower secondary degree","Male","60","0.0148025794060584","0.0100772934751698","0.019527865336947"
"1","1996","lower secondary degree","Female","49","0.00983239779432545","0.00612909179627968","0.0135357037923712"
"1","1996","secondary school degree","Male","46","0.0201714262682209","0.0131361887413651","0.0272066637950768"
"1","1996","secondary school degree","Female","74","0.0280281745676388","0.0208464075446255","0.0352099415906521"
"1","1996","college entrance qualification","Male","38","0.0287496071073704","0.0187836784469073","0.0387155357678335"
"1","1996","college entrance qualification","Female","23","","",""
"1","1996","Other degree","Male","36","0.0521165040854274","0.0342124097900006","0.0700205983808543"
"1","1996","Other degree","Female","34","0.0724557333013896","0.0497099174423228","0.0952015491604564"
"1","1996","no degree/no degree yet","Male","19","","",""
"1","1996","no degree/no degree yet","Female","30","0.0409376137826183","0.0227709707528546","0.059104256812382"
"2","1996","lower secondary degree","Male","379","0.138163342179985","0.124661076262997","0.151665608096973"
"2","1996","lower secondary degree","Female","333","0.0981178770937664","0.0869529862145176","0.109282767973015"
"2","1996","secondary school degree","Male","311","0.188363985665025","0.168797402118819","0.207930569211231"
"2","1996","secondary school degree","Female","411","0.176117936330783","0.159543400091354","0.192692472570211"
"2","1996","college entrance qualification","Male","217","0.196562956667076","0.172862158218348","0.220263755115804"
"2","1996","college entrance qualification","Female","183","0.209149247732912","0.181346507519366","0.236951987946458"
"2","1996","Other degree","Male","119","0.199784458622853","0.167575878557699","0.231993038688007"
"2","1996","Other degree","Female","107","0.212054281813531","0.176189392799528","0.247919170827533"
"2","1996","no degree/no degree yet","Male","81","0.250335399957767","0.205585561059686","0.295085238855849"
"2","1996","no degree/no degree yet","Female","115","0.253360519774251","0.213484212223001","0.293236827325501"
"3","1996","lower secondary degree","Male","1859","0.744512390933301","0.727446905499339","0.761577876367263"
"3","1996","lower secondary degree","Female","2072","0.776702066775996","0.761071486395505","0.792332647156487"
"3","1996","secondary school degree","Male","1053","0.696443955554652","0.673434945150744","0.71945296595856"
"3","1996","secondary school degree","Female","1365","0.673385009486048","0.652979058163808","0.693790960808288"
"3","1996","college entrance qualification","Male","715","0.641265435483151","0.612660449390127","0.669870421576175"
"3","1996","college entrance qualification","Female","548","0.668688056127435","0.636511281282738","0.700864830972133"
"3","1996","Other degree","Male","415","0.708867975087763","0.672273551872242","0.745462398303283"
"3","1996","Other degree","Female","341","0.665170741977879","0.623763520667194","0.706577963288564"
"3","1996","no degree/no degree yet","Male","238","0.626544848331991","0.576576827296609","0.676512869367374"
"3","1996","no degree/no degree yet","Female","299","0.6729797797636","0.629968902350031","0.715990657177169"
"4","1996","lower secondary degree","Male","194","0.0952068563358163","0.0837225035914789","0.106691209080154"
"4","1996","lower secondary degree","Female","250","0.107567770692467","0.0959389886910783","0.119196552693856"
"4","1996","secondary school degree","Male","117","0.0894752508900609","0.0751918129854986","0.103758688794623"
"4","1996","secondary school degree","Female","173","0.11725471328806","0.103255941753555","0.131253484822566"
"4","1996","college entrance qualification","Male","104","0.124309308126191","0.104632103378151","0.143986512874231"
"4","1996","college entrance qualification","Female","63","0.0912667688729283","0.0715794432296059","0.110954094516251"
"4","1996","Other degree","Male","20","","",""
"4","1996","Other degree","Female","17","","",""
"4","1996","no degree/no degree yet","Male","21","","",""
"4","1996","no degree/no degree yet","Female","12","","",""
"5","1996","lower secondary degree","Male","17","","",""
"5","1996","lower secondary degree","Female","23","","",""
"5","1996","secondary school degree","Male","7","","",""
"5","1996","secondary school degree","Female","6","","",""
"5","1996","college entrance qualification","Male","6","","",""
"5","1996","college entrance qualification","Female","5","","",""
"5","1996","Other degree","Male","2","","",""
"5","1996","Other degree","Female","","","",""
"5","1996","no degree/no degree yet","Male","1","","",""
"5","1996","no degree/no degree yet","Female","1","","",""
"1","1997","lower secondary degree","Male","42","0.0115020230300489","0.00730118924374116","0.0157028568163567"
"1","1997","lower secondary degree","Female","43","0.0108693669467301","0.00692900402243214","0.0148097298710281"
"1","1997","secondary school degree","Male","39","0.0229867608273277","0.0154726858055382","0.0305008358491173"
"1","1997","secondary school degree","Female","58","0.0216828726788042","0.015314091010588","0.0280516543470204"
"1","1997","college entrance qualification","Male","27","","",""
"1","1997","college entrance qualification","Female","16","","",""
"1","1997","Other degree","Male","22","","",""
"1","1997","Other degree","Female","23","","",""
"1","1997","no degree/no degree yet","Male","22","","",""
"1","1997","no degree/no degree yet","Female","31","0.0555359528342628","0.0343521098175797","0.076719795850946"
"2","1997","lower secondary degree","Male","351","0.13723902978725","0.123682624192513","0.150795435381986"
"2","1997","lower secondary degree","Female","299","0.101451585258371","0.0899777811039101","0.112925389412832"
"2","1997","secondary school degree","Male","294","0.183632951031072","0.164219423581088","0.203046478481057"
"2","1997","secondary school degree","Female","391","0.169120443961572","0.152728698019172","0.185512189903971"
"2","1997","college entrance qualification","Male","243","0.220157686744629","0.195593163785575","0.244722209703682"
"2","1997","college entrance qualification","Female","193","0.229836964649599","0.201300108419903","0.258373820879296"
"2","1997","Other degree","Male","124","0.221164991302455","0.186320769978824","0.256009212626085"
"2","1997","Other degree","Female","117","0.273022135387046","0.232787769528659","0.313256501245433"
"2","1997","no degree/no degree yet","Male","67","0.196862728336635","0.155845044767141","0.237880411906128"
"2","1997","no degree/no degree yet","Female","103","0.242119982463612","0.202497610959476","0.281742353967748"
"3","1997","lower secondary degree","Male","1878","0.746273726828328","0.729130511281069","0.763416942375587"
"3","1997","lower secondary degree","Female","2057","0.768223378045687","0.752187754699107","0.784259001392266"
"3","1997","secondary school degree","Male","1074","0.704490089763325","0.681612520284364","0.727367659242287"
"3","1997","secondary school degree","Female","1387","0.687010341497582","0.666733292340079","0.707287390655084"
"3","1997","college entrance qualification","Male","726","0.649757312343754","0.621476092594094","0.678038532093414"
"3","1997","college entrance qualification","Female","572","0.660190674666675","0.628064634905616","0.692316714427734"
"3","1997","Other degree","Male","383","0.701223154409651","0.662794831373548","0.739651477445753"
"3","1997","Other degree","Female","322","0.653771436258954","0.610804730719262","0.696738141798645"
"3","1997","no degree/no degree yet","Male","256","0.68545844328531","0.637559705279966","0.733357181290653"
"3","1997","no degree/no degree yet","Female","298","0.65546316216041","0.611507290503606","0.699419033817213"
"4","1997","lower secondary degree","Male","189","0.0985231972819219","0.0867821451654374","0.110264249398406"
"4","1997","lower secondary degree","Female","245","0.112828025360046","0.100804836375734","0.124851214344359"
"4","1997","secondary school degree","Male","116","0.0858906638742375","0.0718412416014208","0.0999400861470542"
"4","1997","secondary school degree","Female","162","0.114105221222745","0.100202431559114","0.128008010886376"
"4","1997","college entrance qualification","Male","90","0.0967728566156037","0.079245626815291","0.114300086415916"
"4","1997","college entrance qualification","Female","50","0.0840191648986918","0.0652027349872477","0.102835594810136"
"4","1997","Other degree","Male","16","","",""
"4","1997","Other degree","Female","9","","",""
"4","1997","no degree/no degree yet","Male","16","","",""
"4","1997","no degree/no degree yet","Female","17","","",""
"5","1997","lower secondary degree","Male","15","","",""
"5","1997","lower secondary degree","Female","16","","",""
"5","1997","secondary school degree","Male","5","","",""
"5","1997","secondary school degree","Female","11","","",""
"5","1997","college entrance qualification","Male","7","","",""
"5","1997","college entrance qualification","Female","4","","",""
"5","1997","Other degree","Male","","","",""
"5","1997","Other degree","Female","","","",""
"5","1997","no degree/no degree yet","Male","","","",""
"5","1997","no degree/no degree yet","Female","","","",""
"1","1998","lower secondary degree","Male","61","0.0187712309206681","0.0136262931726773","0.0239161686686588"
"1","1998","lower secondary degree","Female","44","0.0151844740882392","0.0106949223396881","0.0196740258367903"
"1","1998","secondary school degree","Male","40","0.0259632259164273","0.0183430126945761","0.0335834391382784"
"1","1998","secondary school degree","Female","55","0.0190607911355608","0.013298285813347","0.0248232964577747"
"1","1998","college entrance qualification","Male","28","","",""
"1","1998","college entrance qualification","Female","27","","",""
"1","1998","Other degree","Male","30","0.0714379943372178","0.0492154735331122","0.0936605151413234"
"1","1998","Other degree","Female","30","0.0868138120184681","0.0607703328865437","0.112857291150392"
"1","1998","no degree/no degree yet","Male","13","","",""
"1","1998","no degree/no degree yet","Female","28","","",""
"2","1998","lower secondary degree","Male","362","0.13481723385175","0.121870052008464","0.147764415695035"
"2","1998","lower secondary degree","Female","289","0.0949064109286575","0.0841462149735901","0.105666606883725"
"2","1998","secondary school degree","Male","294","0.178242964660614","0.15990386399068","0.196582065330548"
"2","1998","secondary school degree","Female","414","0.172636062161244","0.156709065624921","0.188563058697566"
"2","1998","college entrance qualification","Male","248","0.182271888217818","0.160554726866364","0.203989049569271"
"2","1998","college entrance qualification","Female","195","0.204923666167905","0.179613133746163","0.230234198589646"
"2","1998","Other degree","Male","101","0.171562264898659","0.139033763019536","0.204090766777783"
"2","1998","Other degree","Female","96","0.229850510078355","0.190933884811942","0.268767135344768"
"2","1998","no degree/no degree yet","Male","66","0.159764934694891","0.121159257436746","0.198370611953036"
"2","1998","no degree/no degree yet","Female","92","0.190024707113731","0.153199451669416","0.226849962558046"
"3","1998","lower secondary degree","Male","1975","0.72589373065048","0.708983691276755","0.742803770024204"
"3","1998","lower secondary degree","Female","2194","0.763507499739242","0.747906910536286","0.779108088942198"
"3","1998","secondary school degree","Male","1186","0.703624687533246","0.681742453055803","0.725506922010688"
"3","1998","secondary school degree","Female","1492","0.689462650476581","0.669962762135072","0.708962538818089"
"3","1998","college entrance qualification","Male","818","0.674024527503815","0.647657021126557","0.700392033881072"
"3","1998","college entrance qualification","Female","661","0.648131258153055","0.618186374032546","0.678076142273563"
"3","1998","Other degree","Male","362","0.725899855590347","0.687412663504396","0.764387047676297"
"3","1998","Other degree","Female","304","0.64665174412554","0.602437559220185","0.690865929030896"
"3","1998","no degree/no degree yet","Male","248","0.716680488736222","0.669200448951172","0.764160528521271"
"3","1998","no degree/no degree yet","Female","294","0.687343587343874","0.643829942844561","0.730857231843188"
"4","1998","lower secondary degree","Male","250","0.110818925456612","0.0989188234459504","0.122719027467274"
"4","1998","lower secondary degree","Female","300","0.116570725344158","0.104789070276292","0.128352380412024"
"4","1998","secondary school degree","Male","143","0.084490213813199","0.0711631394630384","0.0978172881633597"
"4","1998","secondary school degree","Female","189","0.111396672542309","0.0981376988736634","0.124655646210954"
"4","1998","college entrance qualification","Male","114","0.102430164288679","0.0853737865012305","0.119486542076127"
"4","1998","college entrance qualification","Female","81","0.0958012245474156","0.0773460440707536","0.114256405024078"
"4","1998","Other degree","Male","20","","",""
"4","1998","Other degree","Female","17","","",""
"4","1998","no degree/no degree yet","Male","17","","",""
"4","1998","no degree/no degree yet","Female","20","","",""
"5","1998","lower secondary degree","Male","25","","",""
"5","1998","lower secondary degree","Female","23","","",""
"5","1998","secondary school degree","Male","10","","",""
"5","1998","secondary school degree","Female","13","","",""
"5","1998","college entrance qualification","Male","6","","",""
"5","1998","college entrance qualification","Female","13","","",""
"5","1998","Other degree","Male","3","","",""
"5","1998","Other degree","Female","2","","",""
"5","1998","no degree/no degree yet","Male","2","","",""
"5","1998","no degree/no degree yet","Female","2","","",""
"1","1999","lower secondary degree","Male","42","0.0108553149078177","0.00692411681590588","0.0147865129997296"
"1","1999","lower secondary degree","Female","37","0.0100059589710794","0.00633450319737354","0.0136774147447853"
"1","1999","secondary school degree","Male","29","","",""
"1","1999","secondary school degree","Female","46","0.0130884770286491","0.00832191288797707","0.0178550411693211"
"1","1999","college entrance qualification","Male","42","0.0375251233051927","0.0268784691402815","0.0481717774701038"
"1","1999","college entrance qualification","Female","16","","",""
"1","1999","Other degree","Male","20","","",""
"1","1999","Other degree","Female","20","","",""
"1","1999","no degree/no degree yet","Male","11","","",""
"1","1999","no degree/no degree yet","Female","17","","",""
"2","1999","lower secondary degree","Male","355","0.129227622554547","0.116501274302955","0.141953970806139"
"2","1999","lower secondary degree","Female","293","0.0967308075477836","0.0858268624095532","0.107634752686014"
"2","1999","secondary school degree","Male","304","0.191818796447327","0.172946275847367","0.210691317047286"
"2","1999","secondary school degree","Female","415","0.178783435432237","0.162713495125101","0.194853375739373"
"2","1999","college entrance qualification","Male","232","0.169474903667005","0.148457142140564","0.190492665193446"
"2","1999","college entrance qualification","Female","214","0.200371607659997","0.175550135188667","0.225193080131327"
"2","1999","Other degree","Male","92","0.202584038303423","0.167354401718435","0.237813674888412"
"2","1999","Other degree","Female","85","0.225143823177689","0.185573757189588","0.264713889165791"
"2","1999","no degree/no degree yet","Male","52","0.165999271568597","0.126906651819963","0.20509189131723"
"2","1999","no degree/no degree yet","Female","89","0.226918093508714","0.187237923513329","0.266598263504098"
"3","1999","lower secondary degree","Male","2058","0.756690475261764","0.740412046135264","0.772968904388263"
"3","1999","lower secondary degree","Female","2225","0.779859480536923","0.764574995064759","0.795143966009088"
"3","1999","secondary school degree","Male","1202","0.716023447830337","0.694409464224205","0.737637431436469"
"3","1999","secondary school degree","Female","1546","0.713796076196577","0.694840078645561","0.732752073747594"
"3","1999","college entrance qualification","Male","824","0.683197756722082","0.657134737637407","0.709260775806758"
"3","1999","college entrance qualification","Female","670","0.669584876612703","0.640417449350857","0.698752303874549"
"3","1999","Other degree","Male","365","0.726955837410093","0.687904712287974","0.766006962532211"
"3","1999","Other degree","Female","304","0.694822257149482","0.651196849753124","0.73844766454584"
"3","1999","no degree/no degree yet","Male","271","0.771771695489395","0.727676868345764","0.815866522633027"
"3","1999","no degree/no degree yet","Female","302","0.700672867873462","0.657286139869476","0.744059595877448"
"4","1999","lower secondary degree","Male","199","0.093270133380999","0.0822373761069236","0.104302890655074"
"4","1999","lower secondary degree","Female","254","0.10968035283122","0.0981529876920444","0.121207717970395"
"4","1999","secondary school degree","Male","129","0.0739541443298115","0.0614103923328443","0.0864978963267787"
"4","1999","secondary school degree","Female","170","0.0874952248987572","0.075644865474688","0.0993455843228264"
"4","1999","college entrance qualification","Male","122","0.103918232844308","0.086822918973159","0.121013546715457"
"4","1999","college entrance qualification","Female","93","0.102950637091594","0.0841059887636885","0.1217952854195"
"4","1999","Other degree","Male","22","","",""
"4","1999","Other degree","Female","19","","",""
"4","1999","no degree/no degree yet","Male","13","","",""
"4","1999","no degree/no degree yet","Female","18","","",""
"5","1999","lower secondary degree","Male","15","","",""
"5","1999","lower secondary degree","Female","14","","",""
"5","1999","secondary school degree","Male","8","","",""
"5","1999","secondary school degree","Female","7","","",""
"5","1999","college entrance qualification","Male","4","","",""
"5","1999","college entrance qualification","Female","6","","",""
"5","1999","Other degree","Male","1","","",""
"5","1999","Other degree","Female","","","",""
"5","1999","no degree/no degree yet","Male","1","","",""
"5","1999","no degree/no degree yet","Female","2","","",""
"1","2000","lower secondary degree","Male","78","0.0143419577524084","0.0109752737145721","0.0177086417902446"
"1","2000","lower secondary degree","Female","60","0.00996070126570021","0.00724219733896145","0.012679205192439"
"1","2000","secondary school degree","Male","54","0.0224764774184894","0.0171811529582143","0.0277718018787644"
"1","2000","secondary school degree","Female","74","0.0179714219541118","0.0138316803564237","0.0221111635517999"
"1","2000","college entrance qualification","Male","50","0.0204326575365971","0.014972539933323","0.0258927751398712"
"1","2000","college entrance qualification","Female","48","0.024160301771777","0.017680474392117","0.030640129151437"
"1","2000","Other degree","Male","32","0.0431426420543562","0.0288103248932536","0.0574749592154588"
"1","2000","Other degree","Female","45","0.0538780002863515","0.0378579038276433","0.0698980967450596"
"1","2000","no degree/no degree yet","Male","10","","",""
"1","2000","no degree/no degree yet","Female","13","","",""
"2","2000","lower secondary degree","Male","541","0.107552269649799","0.0987795108263245","0.116325028473273"
