"hlf0071_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"1","2014","lower secondary degree","Female","94","0.0144996761173985","0.0105640958826786","0.0184352563521183"
"1","2014","secondary school degree","Male","65","0.0116531109232607","0.00787892747803871","0.0154272943684826"
"1","2014","secondary school degree","Female","102","0.0147102011161644","0.0111993343873213","0.0182210678450075"
"1","2014","college entrance qualification","Male","75","0.016142860403328","0.0120163689181865","0.0202693518884695"
"1","2014","college entrance qualification","Female","82","0.0175853722765237","0.0134474779040271","0.0217232666490204"
"1","2014","Other degree","Male","93","0.0616139494444293","0.0494536737784051","0.0737742251104536"
"1","2014","Other degree","Female","102","0.041409332213535","0.0322231569617301","0.0505955074653398"
"1","2014","no degree/no degree yet","Male","41","0.05221710734286","0.0354717630356625","0.0689624516500575"
"1","2014","no degree/no degree yet","Female","40","0.0399860293022728","0.0261202805789629","0.0538517780255827"
"2","2014","lower secondary degree","Male","423","0.0871831773235718","0.0777354800939472","0.0966308745531964"
"2","2014","lower secondary degree","Female","398","0.0759053923842198","0.0671858083554046","0.084624976413035"
"2","2014","secondary school degree","Male","472","0.14193786585269","0.129664720733119","0.15421101097226"
"2","2014","secondary school degree","Female","696","0.135799671226684","0.125809346183024","0.145789996270345"
"2","2014","college entrance qualification","Male","583","0.140195079748596","0.128826897274536","0.151563262222656"
"2","2014","college entrance qualification","Female","706","0.163959599921701","0.152303902520429","0.175615297322972"
"2","2014","Other degree","Male","294","0.177411380111923","0.158091910009458","0.196730850214388"
"2","2014","Other degree","Female","339","0.175790941163751","0.158240584281936","0.193341298045565"
"2","2014","no degree/no degree yet","Male","125","0.16577279133356","0.137780912829714","0.193764669837406"
"2","2014","no degree/no degree yet","Female","161","0.195721650087408","0.167643206394276","0.223800093780539"
"3","2014","lower secondary degree","Male","2430","0.736995004235475","0.7222504355101","0.75173957296085"
"3","2014","lower secondary degree","Female","2516","0.726872337950823","0.712202911000997","0.74154176490065"
"3","2014","secondary school degree","Male","2184","0.704916792438281","0.688877376811922","0.720956208064639"
"3","2014","secondary school degree","Female","3139","0.692794118139599","0.679340474963089","0.706247761316109"
"3","2014","college entrance qualification","Male","2355","0.664108240198849","0.648643458414238","0.679573021983461"
"3","2014","college entrance qualification","Female","2584","0.672597652270658","0.657824445546928","0.687370858994387"
"3","2014","Other degree","Male","1028","0.659310699456552","0.635342388313683","0.683279010599422"
"3","2014","Other degree","Female","1232","0.667431159948125","0.645708498594621","0.689153821301628"
"3","2014","no degree/no degree yet","Male","474","0.718042321944522","0.684173489296978","0.751911154592065"
"3","2014","no degree/no degree yet","Female","512","0.669406597084657","0.636114397119055","0.702698797050259"
"4","2014","lower secondary degree","Male","437","0.136501341298181","0.125003479182667","0.147999203413696"
"4","2014","lower secondary degree","Female","465","0.155131103819375","0.143211952409443","0.167050255229307"
"4","2014","secondary school degree","Male","347","0.125352296344386","0.113707548397201","0.136997044291571"
"4","2014","secondary school degree","Female","517","0.138174245992553","0.12811080900921","0.148237682975895"
"4","2014","college entrance qualification","Male","506","0.161226956899847","0.149185868421509","0.173268045378184"
"4","2014","college entrance qualification","Female","439","0.125806369157577","0.115366108537051","0.136246629778103"
"4","2014","Other degree","Male","82","0.0994288698781076","0.0842957529907545","0.114561986765461"
"4","2014","Other degree","Female","128","0.111537480003928","0.0970230834428759","0.126051876564979"
"4","2014","no degree/no degree yet","Male","37","0.0611569159491964","0.0431204046567817","0.0791934272416112"
"4","2014","no degree/no degree yet","Female","53","0.0942193139044613","0.0735449619283744","0.114893665880548"
"5","2014","lower secondary degree","Male","67","0.0267704671628279","0.0213647487697146","0.0321761855559412"
"5","2014","lower secondary degree","Female","71","0.0275914897281832","0.0221987037519842","0.0329842757043822"
"5","2014","secondary school degree","Male","38","0.0161399344413833","0.0117082899373859","0.0205715789453807"
"5","2014","secondary school degree","Female","63","0.0185217635249994","0.0145898446362079","0.022453682413791"
"5","2014","college entrance qualification","Male","64","0.0183268627493798","0.0139349651650049","0.0227187603337548"
"5","2014","college entrance qualification","Female","65","0.0200510063735409","0.0156380866215182","0.0244639261255636"
"5","2014","Other degree","Male","5","","",""
"5","2014","Other degree","Female","6","","",""
"5","2014","no degree/no degree yet","Male","1","","",""
"5","2014","no degree/no degree yet","Female","1","","",""
"1","2015","lower secondary degree","Male","76","0.013962350848577","0.00989889407729124","0.0180258076198628"
"1","2015","lower secondary degree","Female","84","0.0157642516164689","0.0114909921584756","0.0200375110744622"
"1","2015","secondary school degree","Male","58","0.0142112394943482","0.00996377874094098","0.0184587002477555"
"1","2015","secondary school degree","Female","89","0.015006755128759","0.0113779074502552","0.0186356028072628"
"1","2015","college entrance qualification","Male","56","0.0164554468755422","0.0122256204533973","0.0206852732976871"
"1","2015","college entrance qualification","Female","77","0.0160373056924575","0.0120236880028848","0.0200509233820301"
"1","2015","Other degree","Male","133","0.0583061352461657","0.0477782608432017","0.0688340096491297"
"1","2015","Other degree","Female","138","0.0403472496739888","0.0321711324888787","0.048523366859099"
"1","2015","no degree/no degree yet","Male","45","0.0623121405071421","0.0431925147581122","0.0814317662561721"
"1","2015","no degree/no degree yet","Female","45","0.0479779884347625","0.0328134102472896","0.0631425666222354"
"2","2015","lower secondary degree","Male","368","0.0868872575035235","0.0771326484558715","0.0966418665511755"
"2","2015","lower secondary degree","Female","316","0.0654842356039417","0.0569976164512992","0.0739708547565841"
"2","2015","secondary school degree","Male","434","0.117505110737583","0.105949153079735","0.129061068395432"
"2","2015","secondary school degree","Female","642","0.12312305294424","0.113315792038833","0.132930313849646"
"2","2015","college entrance qualification","Male","531","0.138264249540527","0.126787664151911","0.149740834929143"
"2","2015","college entrance qualification","Female","656","0.160914771442518","0.14917439624966","0.172655146635375"
"2","2015","Other degree","Male","367","0.163702185363808","0.147078151442371","0.180326219285245"
"2","2015","Other degree","Female","451","0.164452397872068","0.149049984065854","0.179854811678283"
"2","2015","no degree/no degree yet","Male","132","0.196395586183916","0.164972348980813","0.22781882338702"
"2","2015","no degree/no degree yet","Female","168","0.195652439954111","0.167504259241091","0.223800620667132"
"3","2015","lower secondary degree","Male","2327","0.740095020998501","0.72490631895588","0.755283723041122"
"3","2015","lower secondary degree","Female","2359","0.743954474033246","0.728981613072595","0.758927334993897"
"3","2015","secondary school degree","Male","2125","0.727329472388404","0.71134839124395","0.743310553532858"
"3","2015","secondary school degree","Female","3026","0.696353138840227","0.68262828014795","0.710077997532503"
"3","2015","college entrance qualification","Male","2352","0.664472180279491","0.648773130903313","0.68017122965567"
"3","2015","college entrance qualification","Female","2509","0.668042512660479","0.652996401480943","0.683088623840015"
"3","2015","Other degree","Male","1289","0.666350343361687","0.64516549542941","0.687535191293965"
"3","2015","Other degree","Female","1498","0.687055455984649","0.667788519224861","0.706322392744437"
"3","2015","no degree/no degree yet","Male","396","0.675512087267662","0.638479868821303","0.712544305714021"
"3","2015","no degree/no degree yet","Female","499","0.669563630412588","0.636188292550884","0.702938968274293"
"4","2015","lower secondary degree","Male","368","0.134319221962043","0.122510100416196","0.14612834350789"
"4","2015","lower secondary degree","Female","441","0.151479122640535","0.139179814770785","0.163778430510284"
"4","2015","secondary school degree","Male","327","0.123771083348371","0.111953195855655","0.135588970841087"
"4","2015","secondary school degree","Female","484","0.146887189969376","0.136321352936741","0.157453027002011"
"4","2015","college entrance qualification","Male","474","0.162355607612396","0.150094373749629","0.174616841475164"
"4","2015","college entrance qualification","Female","456","0.134336992971546","0.123441340997356","0.145232644945736"
"4","2015","Other degree","Male","107","0.107895138867899","0.093955947226716","0.121834330509081"
"4","2015","Other degree","Female","132","0.102365362738011","0.0897700371208398","0.114960688355183"
"4","2015","no degree/no degree yet","Male","39","0.0654342587352586","0.0458741426751252","0.0849943747953921"
"4","2015","no degree/no degree yet","Female","50","0.086008041262048","0.0661138385869302","0.105902243937166"
"5","2015","lower secondary degree","Male","64","0.0247361486873559","0.0193572083563737","0.0301150890183381"
"5","2015","lower secondary degree","Female","64","0.0233179161058088","0.0181407214490073","0.0284951107626103"
"5","2015","secondary school degree","Male","39","0.0171830940312932","0.0125196318744466","0.0218465561881399"
"5","2015","secondary school degree","Female","71","0.018629863117399","0.0145940600505096","0.0226656661842883"
"5","2015","college entrance qualification","Male","62","0.0184525156920432","0.0139779165464663","0.0229271148376201"
"5","2015","college entrance qualification","Female","65","0.0206684172329997","0.0161227308225563","0.025214103643443"
"5","2015","Other degree","Male","7","","",""
"5","2015","Other degree","Female","6","","",""
"5","2015","no degree/no degree yet","Male","2","","",""
"5","2015","no degree/no degree yet","Female","1","","",""
"1","2016","lower secondary degree","Male","51","0.00850676896048376","0.00518986698388108","0.0118236709370864"
"1","2016","lower secondary degree","Female","67","0.0139242719119743","0.00971718638278876","0.0181313574411598"
"1","2016","secondary school degree","Male","55","0.0147374601964468","0.0102247298553064","0.0192501905375872"
"1","2016","secondary school degree","Female","80","0.0139535808501006","0.0103176282508364","0.0175895334493648"
"1","2016","college entrance qualification","Male","52","0.0136956044841676","0.00970778362072878","0.0176834253476064"
"1","2016","college entrance qualification","Female","77","0.0155759729147009","0.0115151779666814","0.0196367678627205"
"1","2016","Other degree","Male","231","0.0403677797716626","0.0327120502182705","0.0480235093250547"
"1","2016","Other degree","Female","195","0.0427810144147313","0.034753235705554","0.0508087931239086"
"1","2016","no degree/no degree yet","Male","127","0.0512904701021395","0.0384060799523726","0.0641748602519065"
"1","2016","no degree/no degree yet","Female","126","0.0388492702769337","0.0276955276166096","0.0500030129372577"
"2","2016","lower secondary degree","Male","340","0.0860091467647516","0.0758828958149222","0.0961353977145811"
"2","2016","lower secondary degree","Female","273","0.0674292530369263","0.0584258845019301","0.0764326215719224"
"2","2016","secondary school degree","Male","371","0.116094934972521","0.10409824260136","0.128091627343682"
"2","2016","secondary school degree","Female","588","0.128364467213037","0.117995951968678","0.138732982457396"
"2","2016","college entrance qualification","Male","499","0.150582715761319","0.138311497979026","0.162853933543611"
"2","2016","college entrance qualification","Female","594","0.159728460083509","0.147714301910716","0.171742618256303"
"2","2016","Other degree","Male","563","0.191070030985585","0.175777883065664","0.206362178905507"
"2","2016","Other degree","Female","511","0.167147892613295","0.152346635647534","0.181949149579056"
"2","2016","no degree/no degree yet","Male","230","0.208463058179535","0.184736811446166","0.232189304912904"
"2","2016","no degree/no degree yet","Female","264","0.203442523252034","0.180206443232878","0.226678603271189"
"3","2016","lower secondary degree","Male","2159","0.754788829637779","0.739251073582701","0.770326585692857"
"3","2016","lower secondary degree","Female","2193","0.748062233355712","0.732475487245586","0.763648979465837"
"3","2016","secondary school degree","Male","1997","0.741989213536259","0.725603332325555","0.758375094746963"
"3","2016","secondary school degree","Female","2806","0.701967539807164","0.687789473762253","0.716145605852076"
"3","2016","college entrance qualification","Male","2164","0.649205518594791","0.632831433922107","0.665579603267474"
"3","2016","college entrance qualification","Female","2410","0.671305986092927","0.65590145357566","0.686710518610193"
"3","2016","Other degree","Male","1644","0.677659093395246","0.65947967071448","0.695838516076012"
"3","2016","Other degree","Female","1607","0.673003336505184","0.654393418028581","0.691613254981787"
"3","2016","no degree/no degree yet","Male","710","0.64314799568811","0.615166016694785","0.671129974681434"
"3","2016","no degree/no degree yet","Female","720","0.697975753067546","0.671474005654717","0.724477500480376"
"4","2016","lower secondary degree","Male","337","0.124820205688012","0.112883168974451","0.136757242401573"
"4","2016","lower secondary degree","Female","393","0.143509168815509","0.130921620730167","0.156096716900852"
"4","2016","secondary school degree","Male","282","0.112759327739709","0.100913946715859","0.124604708763559"
"4","2016","secondary school degree","Female","469","0.139139824186165","0.12841182504768","0.14986782332465"
"4","2016","college entrance qualification","Male","492","0.169869127657211","0.156984553628135","0.182753701686288"
"4","2016","college entrance qualification","Female","439","0.137287762941585","0.126001731411001","0.148573794472169"
"4","2016","Other degree","Male","91","0.085581113922033","0.0746998761183254","0.0964623517257405"
"4","2016","Other degree","Female","117","0.104265153668198","0.0921417789189909","0.116388528417405"
"4","2016","no degree/no degree yet","Male","48","0.0922066046779186","0.0753078998452431","0.109105309510594"
"4","2016","no degree/no degree yet","Female","38","0.0554764276652155","0.0422636513830168","0.0686892039474142"
"5","2016","lower secondary degree","Male","58","0.0258750489489737","0.0201411060309007","0.0316089918670467"
"5","2016","lower secondary degree","Female","54","0.0270750728798785","0.0212478122683736","0.0329023334913834"
"5","2016","secondary school degree","Male","34","0.0144190635550639","0.00995462602632883","0.018883501083799"
"5","2016","secondary school degree","Female","55","0.0165745879435329","0.0126171074809162","0.0205320684061496"
"5","2016","college entrance qualification","Male","56","0.0166470335025117","0.0122570519320402","0.0210370150729831"
"5","2016","college entrance qualification","Female","52","0.0161018179672778","0.0119741486103122","0.0202294873242435"
"5","2016","Other degree","Male","10","","",""
"5","2016","Other degree","Female","11","","",""
"5","2016","no degree/no degree yet","Male","11","","",""
"5","2016","no degree/no degree yet","Female","5","","",""
"1","2017","lower secondary degree","Male","66","0.0203164959589152","0.0153509785518983","0.0252820133659322"
"1","2017","lower secondary degree","Female","73","0.0155507202326346","0.0111696961811061","0.0199317442841631"
"1","2017","secondary school degree","Male","56","0.0163163508748738","0.0119047648847811","0.0207279368649666"
"1","2017","secondary school degree","Female","88","0.0194659271100512","0.0154338510925807","0.0234980031275218"
"1","2017","college entrance qualification","Male","74","0.0188965770387307","0.0145810075309636","0.0232121465464978"
"1","2017","college entrance qualification","Female","79","0.0157401019908238","0.0119445131595366","0.0195356908221109"
"1","2017","Other degree","Male","260","0.0460466427675016","0.0381760562811783","0.0539172292538249"
"1","2017","Other degree","Female","237","0.0442825515306324","0.0364425467291958","0.052122556332069"
"1","2017","no degree/no degree yet","Male","185","0.0597024152228609","0.0472601016182961","0.0721447288274257"
"1","2017","no degree/no degree yet","Female","165","0.0576959293932449","0.045686235711218","0.0697056230752718"
"2","2017","lower secondary degree","Male","325","0.0875156339428244","0.0775695356795898","0.097461732206059"
"2","2017","lower secondary degree","Female","283","0.0627027213090515","0.05411880285102","0.071286639767083"
"2","2017","secondary school degree","Male","454","0.129322027448024","0.11763724756669","0.141006807329358"
"2","2017","secondary school degree","Female","594","0.115691596348021","0.106356633303623","0.125026559392419"
"2","2017","college entrance qualification","Male","562","0.146102752744738","0.134907828598042","0.157297676891434"
"2","2017","college entrance qualification","Female","671","0.152919613274254","0.141944363765894","0.163894862782615"
"2","2017","Other degree","Male","587","0.134498810787564","0.121686201108769","0.147311420466358"
"2","2017","Other degree","Female","571","0.157803052469296","0.143909932554751","0.171696172383842"
"2","2017","no degree/no degree yet","Male","307","0.210953125730949","0.189528318795102","0.232377932666795"
"2","2017","no degree/no degree yet","Female","300","0.138779043301948","0.120972359398289","0.156585727205608"
"3","2017","lower secondary degree","Male","2285","0.73766940282226","0.722186493621195","0.753152312023325"
"3","2017","lower secondary degree","Female","2218","0.738322720416829","0.722759128489164","0.753886312344493"
"3","2017","secondary school degree","Male","2260","0.724570979546292","0.709014876146005","0.740127082946579"
"3","2017","secondary school degree","Female","3233","0.710121518458281","0.696880111128327","0.723362925788234"
"3","2017","college entrance qualification","Male","2566","0.663133459226352","0.64815322657244","0.678113691880264"
"3","2017","college entrance qualification","Female","2797","0.683082857917279","0.66889456805627","0.697271147778287"
"3","2017","Other degree","Male","1764","0.729105646941436","0.712416284498208","0.745795009384664"
"3","2017","Other degree","Female","1709","0.671742531936712","0.653847025884664","0.68963803798876"
"3","2017","no degree/no degree yet","Male","850","0.669297648060307","0.644591739821846","0.694003556298767"
"3","2017","no degree/no degree yet","Female","923","0.748140345478897","0.725782258070988","0.770498432886806"
"4","2017","lower secondary degree","Male","366","0.128978828243973","0.117181850035491","0.140775806452455"
"4","2017","lower secondary degree","Female","418","0.15108056396787","0.138399921794712","0.163761206141028"
"4","2017","secondary school degree","Male","369","0.120065274583925","0.108746759806271","0.131383789361579"
"4","2017","secondary school degree","Female","535","0.138648699173983","0.128562956656622","0.148734441691343"
"4","2017","college entrance qualification","Male","551","0.154135122107602","0.142690790036989","0.165579454178216"
"4","2017","college entrance qualification","Female","515","0.128376064876289","0.118175432483278","0.138576697269299"
"4","2017","Other degree","Male","103","0.0795157707632136","0.0693561066057171","0.0896754349207101"
"4","2017","Other degree","Female","117","0.11251217209164","0.100469684430828","0.124554659752452"
"4","2017","no degree/no degree yet","Male","44","0.050537348039563","0.0390341737493965","0.0620405223297295"
"4","2017","no degree/no degree yet","Female","59","0.0553345432180239","0.0435584565791814","0.0671106298568664"
"5","2017","lower secondary degree","Male","59","0.025519639032027","0.0199692807659189","0.0310699972981352"
"5","2017","lower secondary degree","Female","72","0.032343274073615","0.0260792075558267","0.0386073405914034"
"5","2017","secondary school degree","Male","29","","",""
"5","2017","secondary school degree","Female","60","0.0160722589096644","0.0124021421352006","0.0197423756841281"
"5","2017","college entrance qualification","Male","71","0.0177320888825766","0.0135491253601308","0.0219150524050225"
"5","2017","college entrance qualification","Female","69","0.0198813619413548","0.0156245654952271","0.0241381583874825"
"5","2017","Other degree","Male","10","","",""
"5","2017","Other degree","Female","11","","",""
"5","2017","no degree/no degree yet","Male","7","","",""
"5","2017","no degree/no degree yet","Female","1","","",""
"1","2018","lower secondary degree","Male","65","0.0165559570496148","0.0119254148225785","0.021186499276651"
"1","2018","lower secondary degree","Female","79","0.0144750467923261","0.0101197463363653","0.0188303472482869"
"1","2018","secondary school degree","Male","61","0.0154487416252507","0.0110487262506634","0.019848756999838"
"1","2018","secondary school degree","Female","76","0.0143050138837585","0.0107669142468479","0.0178431135206692"
"1","2018","college entrance qualification","Male","60","0.0150205370629657","0.0110933131523424","0.0189477609735889"
"1","2018","college entrance qualification","Female","73","0.0139149175712272","0.0102898235630729","0.0175400115793815"
"1","2018","Other degree","Male","240","0.0387433668810989","0.0311358624812351","0.0463508712809626"
"1","2018","Other degree","Female","194","0.041351546613825","0.0333793086981141","0.0493237845295359"
"1","2018","no degree/no degree yet","Male","134","0.0411360006907398","0.0303357694182595","0.0519362319632201"
"1","2018","no degree/no degree yet","Female","145","0.0548354175625829","0.0423539123864966","0.0673169227386692"
"2","2018","lower secondary degree","Male","309","0.0900314879314","0.0796444845600155","0.100418491302785"
"2","2018","lower secondary degree","Female","276","0.0778072105704128","0.0680394477824307","0.0875749733583949"
"2","2018","secondary school degree","Male","392","0.1224053556261","0.110712094035387","0.134098617216813"
"2","2018","secondary school degree","Female","588","0.114985561077453","0.105480575200704","0.124490546954203"
"2","2018","college entrance qualification","Male","545","0.145900667979082","0.134503100394196","0.157298235563969"
"2","2018","college entrance qualification","Female","644","0.151199057715069","0.140112436011207","0.162285679418931"
"2","2018","Other degree","Male","521","0.129261795829657","0.116036580545298","0.142487011114015"
"2","2018","Other degree","Female","486","0.139544174819015","0.125669435584756","0.153418914053274"
"2","2018","no degree/no degree yet","Male","300","0.196546208917815","0.17493613246689","0.21815628536874"
"2","2018","no degree/no degree yet","Female","304","0.17950922363974","0.158468392061812","0.200550055217668"
"3","2018","lower secondary degree","Male","2122","0.72803439643696","0.711886616729921","0.744182176143999"
"3","2018","lower secondary degree","Female","2106","0.732292102069205","0.716146766082568","0.748437438055842"
"3","2018","secondary school degree","Male","2207","0.736853548854054","0.721143489647887","0.752563608060222"
"3","2018","secondary school degree","Female","3090","0.705741539982796","0.692163347443141","0.719319732522451"
"3","2018","college entrance qualification","Male","2486","0.665949779505985","0.650721320237822","0.681178238774148"
"3","2018","college entrance qualification","Female","2721","0.67349751461946","0.658985322989853","0.688009706249066"
"3","2018","Other degree","Male","1608","0.746215642613705","0.729060732095368","0.763370553132042"
"3","2018","Other degree","Female","1575","0.703148083654926","0.684854532829205","0.721441634480647"
"3","2018","no degree/no degree yet","Male","795","0.680947877224379","0.655600602617493","0.706295151831265"
"3","2018","no degree/no degree yet","Female","781","0.715312820641708","0.690571970234464","0.740053671048952"
"4","2018","lower secondary degree","Male","363","0.14011501563028","0.127518732934592","0.152711298325968"
"4","2018","lower secondary degree","Female","373","0.147414202498668","0.134486747618644","0.160341657378692"
"4","2018","secondary school degree","Male","322","0.114768831999988","0.103397042748392","0.126140621251584"
"4","2018","secondary school degree","Female","508","0.147628433239877","0.137058940960747","0.158197925519006"
"4","2018","college entrance qualification","Male","537","0.157111470876103","0.145361998515885","0.168860943236322"
"4","2018","college entrance qualification","Female","518","0.143331761580727","0.132487516802703","0.15417600635875"
"4","2018","Other degree","Male","94","0.0816705767439414","0.0708747496883822","0.0924664037995006"
"4","2018","Other degree","Female","129","0.109437361345401","0.0969370817663662","0.121937640924436"
"4","2018","no degree/no degree yet","Male","62","0.0711912356546849","0.0572076053600021","0.0851748659493678"
"4","2018","no degree/no degree yet","Female","41","0.0360173406093303","0.0258015238029355","0.046233157415725"
"5","2018","lower secondary degree","Male","58","0.0252631429517452","0.0195684900240323","0.0309577958794581"
"5","2018","lower secondary degree","Female","55","0.0280114380693881","0.0219945407522144","0.0340283353865618"
"5","2018","secondary school degree","Male","36","0.0105235218946071","0.00688293195121431","0.0141641118379998"
"5","2018","secondary school degree","Female","65","0.0173394518161158","0.0134501281594098","0.0212287754728219"
"5","2018","college entrance qualification","Male","57","0.0160175445758635","0.0119641302970014","0.0200709588547255"
"5","2018","college entrance qualification","Female","55","0.018056748513518","0.0139359182191136","0.0221775788079224"
"5","2018","Other degree","Male","9","","",""
"5","2018","Other degree","Female","12","","",""
"5","2018","no degree/no degree yet","Male","8","","",""
"5","2018","no degree/no degree yet","Female","7","","",""
"1","2019","lower secondary degree","Male","60","0.0149858661194794","0.0104984750316818","0.0194732572072769"
"1","2019","lower secondary degree","Female","57","0.0128808607553853","0.00856148984720971","0.0172002316635608"
"1","2019","secondary school degree","Male","51","0.012179166711711","0.00840702535562703","0.015951308067795"
"1","2019","secondary school degree","Female","80","0.0136638195467302","0.0101923409209524","0.017135298172508"
"1","2019","college entrance qualification","Male","65","0.0217453102094777","0.0173839221752051","0.0261066982437502"
"1","2019","college entrance qualification","Female","66","0.0153072828269673","0.0116330262171682","0.0189815394367663"
"1","2019","Other degree","Male","189","0.0471884620283264","0.0383097837901375","0.0560671402665153"
"1","2019","Other degree","Female","155","0.0360328507200402","0.0279983613421235","0.0440673400979569"
"1","2019","no degree/no degree yet","Male","159","0.0774313176976967","0.062590878675541","0.0922717567198523"
"1","2019","no degree/no degree yet","Female","151","0.0635132589850863","0.0492997992380565","0.077726718732116"
"2","2019","lower secondary degree","Male","266","0.0970882024703781","0.0861527272753099","0.108023677665446"
"2","2019","lower secondary degree","Female","247","0.0685198209730814","0.0588424321949162","0.0781972097512467"
"2","2019","secondary school degree","Male","386","0.12210423220124","0.110844529673287","0.133363934729192"
"2","2019","secondary school degree","Female","473","0.103608871378395","0.0944958329629633","0.112721909793826"
"2","2019","college entrance qualification","Male","546","0.137865147127619","0.127555808614708","0.14817448564053"
"2","2019","college entrance qualification","Female","610","0.144437200431082","0.133916720665882","0.154957680196281"
"2","2019","Other degree","Male","426","0.12326937602637","0.1095040155332","0.137034736519541"
"2","2019","Other degree","Female","404","0.135403693258452","0.120653429173806","0.150153957343098"
"2","2019","no degree/no degree yet","Male","244","0.153438518127998","0.133426747342932","0.173450288913065"
"2","2019","no degree/no degree yet","Female","243","0.172111696267022","0.150112447309944","0.1941109452241"
"3","2019","lower secondary degree","Male","2088","0.733461697329822","0.717131166598415","0.74979222806123"
"3","2019","lower secondary degree","Female","1915","0.737704436323446","0.720854434968957","0.754554437677935"
"3","2019","secondary school degree","Male","2339","0.721203944178117","0.70578294762721","0.736624940729024"
"3","2019","secondary school degree","Female","3100","0.71937205302151","0.70593641808074","0.73280768796228"
"3","2019","college entrance qualification","Male","2915","0.663516512534816","0.649387113166948","0.677645911902684"
"3","2019","college entrance qualification","Female","2936","0.685184376507312","0.671284788351756","0.699083964662868"
"3","2019","Other degree","Male","1471","0.73952219703919","0.721144636193667","0.757899757884714"
"3","2019","Other degree","Female","1385","0.716754197278492","0.697329926812066","0.736178467744919"
"3","2019","no degree/no degree yet","Male","786","0.716854029439433","0.691838504083123","0.741869554795744"
"3","2019","no degree/no degree yet","Female","694","0.699624027275124","0.672907393228615","0.726340661321633"
"4","2019","lower secondary degree","Male","343","0.128683212746644","0.116315745921667","0.14105067957162"
"4","2019","lower secondary degree","Female","352","0.158707448432791","0.144710432834221","0.172704464031361"
"4","2019","secondary school degree","Male","406","0.128605609842061","0.117092903764024","0.140118315920099"
"4","2019","secondary school degree","Female","559","0.145223274831713","0.134687647221022","0.155758902442405"
"4","2019","college entrance qualification","Male","681","0.162093832876708","0.151073444653529","0.173114221099886"
"4","2019","college entrance qualification","Female","600","0.136094145288484","0.12583235824562","0.146355932331349"
"4","2019","Other degree","Male","94","0.084408431323288","0.0727679561408699","0.0960489065057062"
"4","2019","Other degree","Female","110","0.105018624618507","0.0918020773153369","0.118235171921677"
"4","2019","no degree/no degree yet","Male","48","0.0492284622104352","0.0372159099306832","0.0612410144901872"
"4","2019","no degree/no degree yet","Female","38","0.0472877266985734","0.0349176644029123","0.0596577889942344"
"5","2019","lower secondary degree","Male","59","0.0257810213336767","0.0199275955292315","0.0316344471381219"
"5","2019","lower secondary degree","Female","47","0.0221874335152964","0.0165452837276799","0.0278295833029128"
"5","2019","secondary school degree","Male","66","0.0159070470668713","0.011604229582433","0.0202098645513095"
"5","2019","secondary school degree","Female","84","0.0181319812216524","0.0141420524544677","0.022121909988837"
"5","2019","college entrance qualification","Male","89","0.0147791972513793","0.0111708513408114","0.0183875431619472"
"5","2019","college entrance qualification","Female","77","0.0189769949461546","0.0148935812159347","0.0230604086763745"
"5","2019","Other degree","Male","11","","",""
"5","2019","Other degree","Female","13","","",""
"5","2019","no degree/no degree yet","Male","9","","",""
"5","2019","no degree/no degree yet","Female","5","","",""
