"hlf0071_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Much too small","1996","direct migration background","Urban Area","157","0.0528259431727037","0.0433575948261856","0.0622942915192219","1"
"Much too small","1996","direct migration background","Rural Area","8","","","","1"
"Much too small","1996","indirect migration background","Rural Area","2","","","","1"
"Much too small","1996","indirect migration background","Urban Area","33","0.0552762083980573","0.0342788847814246","0.0762735320146899","1"
"A little too big","1997","no migration background","Urban Area","498","0.0970755263127643","0.0895471918714391","0.104603860754089","4"
"A little too big","1997","no migration background","Rural Area","316","0.116834381228467","0.10668506071487","0.126983701742065","4"
"A little too big","1997","direct migration background","Urban Area","63","0.0517518375117798","0.0421670319982955","0.0613366430252641","4"
"A little too big","1997","direct migration background","Rural Area","33","0.122328321638176","0.0906888637437653","0.153967779532587","4"
"A little too big","1997","indirect migration background","Urban Area","16","","","","4"
"A little too big","1997","indirect migration background","Rural Area","1","","","","4"
"A little too small","1997","no migration background","Urban Area","980","0.155125220135534","0.145919543969267","0.164330896301801","2"
"A little too small","1997","direct migration background","Urban Area","470","0.228095752861907","0.209940607627979","0.246250898095835","2"
"A little too small","1997","no migration background","Rural Area","612","0.144222704272653","0.133122582153436","0.155322826391871","2"
"A little too small","1997","indirect migration background","Urban Area","100","0.181030884100856","0.146656520197942","0.21540524800377","2"
"A little too small","1997","direct migration background","Rural Area","73","0.190139057221903","0.152247681066301","0.228030433377504","2"
"A little too small","1997","indirect migration background","Rural Area","16","","","","2"
"Just right","1997","no migration background","Urban Area","4321","0.724695016500109","0.713336987094666","0.736053045905552","3"
"Just right","1997","no migration background","Rural Area","2821","0.721620961196201","0.707459652341914","0.735782270050487","3"
"Just right","1997","direct migration background","Urban Area","1411","0.672141017053214","0.651829930546655","0.692452103559772","3"
"Just right","1997","direct migration background","Rural Area","288","0.645587917718116","0.59939967498831","0.691776160447922","3"
"Just right","1997","indirect migration background","Urban Area","335","0.712480301837389","0.672074399973348","0.752886203701431","3"
"Just right","1997","indirect migration background","Rural Area","60","0.786339557310121","0.698158323999683","0.87452079062056","3"
"Much too big","1997","no migration background","Urban Area","27","","","","5"
"Much too big","1997","no migration background","Rural Area","23","","","","5"
"Much too big","1997","direct migration background","Urban Area","4","","","","5"
"Much too big","1997","direct migration background","Rural Area","2","","","","5"
"Much too big","1997","indirect migration background","Urban Area","","","","","5"
"Much too big","1997","indirect migration background","Rural Area","2","","","","5"
"Much too small","1997","no migration background","Urban Area","115","0.0156610358893898","0.012503844602939","0.0188182271758406","1"
"Much too small","1997","no migration background","Rural Area","76","0.0126837122171472","0.00914795936803409","0.0162194650662604","1"
"Much too small","1997","direct migration background","Urban Area","104","0.0427068646116063","0.0339584223630852","0.0514553068601273","1"
"Much too small","1997","direct migration background","Rural Area","16","","","","1"
"Much too small","1997","indirect migration background","Urban Area","31","0.0504688581259731","0.030925872268094","0.0700118439838522","1"
"Much too small","1997","indirect migration background","Rural Area","4","","","","1"
"A little too big","1998","no migration background","Urban Area","658","0.105436030969408","0.0981279155649822","0.112744146373834","4"
"A little too big","1998","no migration background","Rural Area","403","0.113691905206582","0.10423800248502","0.123145807928144","4"
"A little too big","1998","direct migration background","Urban Area","68","0.0423493099027141","0.0333902579470301","0.051308361858398","4"
"A little too big","1998","indirect migration background","Urban Area","17","","","","4"
"A little too big","1998","direct migration background","Rural Area","42","0.134004818802229","0.100662649658754","0.167346987945704","4"
"A little too big","1998","indirect migration background","Rural Area","5","","","","4"
"A little too small","1998","no migration background","Urban Area","1099","0.154957706705972","0.146346758355271","0.163568655056673","2"
"A little too small","1998","no migration background","Rural Area","585","0.119444391351076","0.109785767037837","0.129103015664315","2"
"A little too small","1998","direct migration background","Urban Area","420","0.198900739934024","0.181142632135129","0.216658847732919","2"
"A little too small","1998","direct migration background","Rural Area","55","0.15014001226951","0.115177887401489","0.18510213713753","2"
"A little too small","1998","indirect migration background","Urban Area","122","0.225446840497713","0.188559926518283","0.262333754477142","2"
"A little too small","1998","indirect migration background","Rural Area","13","","","","2"
"Just right","1998","no migration background","Urban Area","4829","0.708797740007434","0.697986793858786","0.719608686156082","3"
"Just right","1998","no migration background","Rural Area","3245","0.742781266562601","0.72976352132838","0.755799011796822","3"
"Just right","1998","direct migration background","Urban Area","1312","0.682881543222401","0.662179234989142","0.703583851455661","3"
"Just right","1998","direct migration background","Rural Area","291","0.682833589213003","0.637284789546481","0.728382388879525","3"
"Just right","1998","indirect migration background","Urban Area","322","0.666748825861993","0.625139411309188","0.708358240414798","3"
"Just right","1998","indirect migration background","Rural Area","70","0.81245442803191","0.730897723796075","0.894011132267745","3"
"Much too big","1998","no migration background","Urban Area","60","0.0111401140234444","0.00864254574805947","0.0136376822988293","5"
"Much too big","1998","no migration background","Rural Area","29","","","","5"
"Much too big","1998","direct migration background","Urban Area","8","","","","5"
"Much too big","1998","direct migration background","Rural Area","2","","","","5"
"Much too big","1998","indirect migration background","Urban Area","4","","","","5"
"Much too big","1998","indirect migration background","Rural Area","","","","","5"
"Much too small","1998","no migration background","Urban Area","138","0.0196684082937421","0.016364132581888","0.0229726840055962","1"
"Much too small","1998","no migration background","Rural Area","69","0.014632549445175","0.0110564210304827","0.0182086778598673","1"
"Much too small","1998","direct migration background","Urban Area","133","0.0700620280394634","0.0587065958995071","0.0814174601794197","1"
"Much too small","1998","direct migration background","Rural Area","11","","","","1"
"Much too small","1998","indirect migration background","Urban Area","28","","","","1"
"Much too small","1998","indirect migration background","Rural Area","","","","","1"
"A little too big","1999","no migration background","Urban Area","571","0.0957752059601159","0.0886846175469753","0.102865794373256","4"
"A little too big","1999","no migration background","Rural Area","359","0.0982410094952431","0.0893146380660675","0.107167380924419","4"
"A little too big","1999","direct migration background","Urban Area","67","0.043513541325542","0.0342020496272388","0.0528250330238452","4"
"A little too big","1999","indirect migration background","Urban Area","17","","","","4"
"A little too big","1999","direct migration background","Rural Area","38","0.109932694225089","0.0774390850737975","0.14242630337638","4"
"A little too big","1999","indirect migration background","Rural Area","4","","","","4"
"A little too small","1999","no migration background","Rural Area","602","0.131668521627545","0.12152784211202","0.141809201143071","2"
"A little too small","1999","no migration background","Urban Area","1075","0.155600430130787","0.146866757238299","0.164334103023276","2"
"A little too small","1999","direct migration background","Urban Area","347","0.174568435710039","0.15724272618756","0.191894145232517","2"
"A little too small","1999","direct migration background","Rural Area","64","0.187219315291242","0.146697853355737","0.227740777226747","2"
"A little too small","1999","indirect migration background","Urban Area","119","0.221658377855277","0.185889080087784","0.257427675622771","2"
"A little too small","1999","indirect migration background","Rural Area","15","","","","2"
"Just right","1999","no migration background","Urban Area","4833","0.727821185952422","0.717097180428811","0.738545191476034","3"
"Just right","1999","no migration background","Rural Area","3240","0.756167404921241","0.743289709112507","0.769045100729975","3"
"Just right","1999","direct migration background","Urban Area","1319","0.731841468079304","0.711621896497544","0.752061039661065","3"
"Just right","1999","direct migration background","Rural Area","250","0.691538611466961","0.643561763323226","0.739515459610696","3"
"Just right","1999","indirect migration background","Urban Area","347","0.678879042987778","0.638670925804364","0.719087160171192","3"
"Just right","1999","indirect migration background","Rural Area","68","0.816442935922507","0.735096798895446","0.897789072949567","3"
"Much too big","1999","no migration background","Urban Area","25","","","","5"
"Much too big","1999","no migration background","Rural Area","24","","","","5"
"Much too big","1999","direct migration background","Urban Area","8","","","","5"
"Much too big","1999","direct migration background","Rural Area","1","","","","5"
"Much too big","1999","indirect migration background","Urban Area","1","","","","5"
"Much too big","1999","indirect migration background","Rural Area","","","","","5"
"Much too small","1999","no migration background","Urban Area","113","0.0152862886155766","0.0123301585135944","0.0182424187175587","1"
"Much too small","1999","no migration background","Rural Area","46","0.00680976494201811","0.00434335315948003","0.0092761767245562","1"
"Much too small","1999","direct migration background","Urban Area","103","0.042194515586052","0.0330189193393696","0.0513701118327344","1"
"Much too small","1999","direct migration background","Rural Area","3","","","","1"
"Much too small","1999","indirect migration background","Urban Area","34","0.0470414535807365","0.0288083507090372","0.0652745564524357","1"
"Much too small","1999","indirect migration background","Rural Area","","","","","1"
"A little too big","2000","no migration background","Urban Area","1133","0.0945215190149187","0.0893689711800268","0.0996740668498107","4"
"A little too big","2000","no migration background","Rural Area","747","0.104377723415363","0.0975023960534771","0.111253050777249","4"
"A little too big","2000","direct migration background","Urban Area","101","0.0401639458360596","0.0328255951829541","0.0475022964891651","4"
"A little too big","2000","direct migration background","Rural Area","39","0.0766696998736363","0.0548654825479227","0.0984739171993499","4"
"A little too big","2000","indirect migration background","Urban Area","20","","","","4"
"A little too big","2000","indirect migration background","Rural Area","4","","","","4"
"A little too small","2000","no migration background","Urban Area","1693","0.136280485635709","0.13023792772138","0.142323043550037","2"
"A little too small","2000","no migration background","Rural Area","876","0.109481615858074","0.102460290922831","0.116502940793317","2"
"A little too small","2000","direct migration background","Urban Area","604","0.227804778697372","0.212129086977556","0.243480470417188","2"
"A little too small","2000","direct migration background","Rural Area","77","0.140195918137576","0.111743609407931","0.168648226867221","2"
"A little too small","2000","indirect migration background","Rural Area","19","","","","2"
"A little too small","2000","indirect migration background","Urban Area","164","0.240549632938018","0.209264315881647","0.271834949994389","2"
"Just right","2000","no migration background","Rural Area","5846","0.765671510378414","0.756146601746361","0.775196419010467","3"
"Just right","2000","no migration background","Urban Area","9249","0.74309274296002","0.735397411772786","0.750788074147254","3"
"Just right","2000","direct migration background","Urban Area","1917","0.690499325277361","0.673221297278295","0.707777353276426","3"
"Just right","2000","direct migration background","Rural Area","437","0.746466596909926","0.710815503111031","0.782117690708822","3"
"Just right","2000","indirect migration background","Urban Area","495","0.688106378604667","0.654197021846628","0.722015735362706","3"
"Just right","2000","indirect migration background","Rural Area","87","0.781043668007097","0.703763481609974","0.858323854404221","3"
"Much too big","2000","no migration background","Urban Area","92","0.0088679636907091","0.0072167802311509","0.0105191471502673","5"
"Much too big","2000","no migration background","Rural Area","51","0.00914867753145034","0.00700770825777798","0.0112896468051227","5"
"Much too big","2000","direct migration background","Urban Area","9","","","","5"
"Much too big","2000","direct migration background","Rural Area","3","","","","5"
"Much too big","2000","indirect migration background","Urban Area","3","","","","5"
"Much too big","2000","indirect migration background","Rural Area","","","","","5"
"Much too small","2000","no migration background","Urban Area","217","0.0172372886986434","0.0149449624257373","0.0195296149715495","1"
"Much too small","2000","no migration background","Rural Area","77","0.0113204728166989","0.00894151313614817","0.0136994324972495","1"
"Much too small","2000","direct migration background","Urban Area","119","0.0390094615054594","0.0317729996428741","0.0462459233680447","1"
"Much too small","2000","direct migration background","Rural Area","16","","","","1"
"Much too small","2000","indirect migration background","Rural Area","","","","","1"
"Much too small","2000","indirect migration background","Urban Area","35","0.0403310346846727","0.0259308215405711","0.0547312478287744","1"
"A little too big","2001","no migration background","Urban Area","979","0.0935487916371222","0.0881964963141117","0.0989010869601328","4"
"A little too big","2001","no migration background","Rural Area","671","0.108853757789662","0.101496900664833","0.116210614914491","4"
"A little too big","2001","direct migration background","Urban Area","83","0.0372443332964937","0.0297029821086919","0.0447856844842954","4"
"A little too big","2001","direct migration background","Rural Area","41","0.0697850732869366","0.0476291855251935","0.0919409610486798","4"
"A little too big","2001","indirect migration background","Urban Area","29","","","","4"
"A little too big","2001","indirect migration background","Rural Area","6","","","","4"
"A little too small","2001","no migration background","Urban Area","1559","0.136847433438592","0.130530433499512","0.143164433377672","2"
"A little too small","2001","no migration background","Rural Area","758","0.100625180453417","0.0935192685836893","0.107731092323145","2"
"A little too small","2001","direct migration background","Urban Area","488","0.198845452673446","0.182949849784183","0.214741055562708","2"
"A little too small","2001","direct migration background","Rural Area","74","0.142300692190166","0.111920727064632","0.1726806573157","2"
"A little too small","2001","indirect migration background","Urban Area","159","0.243262375402893","0.210919034495996","0.275605716309791","2"
"A little too small","2001","indirect migration background","Rural Area","17","","","","2"
"Just right","2001","no migration background","Urban Area","8569","0.744435791125407","0.736418781597731","0.752452800653083","3"
"Just right","2001","no migration background","Rural Area","5322","0.769014075723724","0.759058737459276","0.778969413988173","3"
"Just right","2001","direct migration background","Urban Area","1719","0.710743031659207","0.692685464369581","0.728800598948834","3"
"Just right","2001","direct migration background","Rural Area","387","0.769144913309332","0.732501995780823","0.805787830837841","3"
"Just right","2001","indirect migration background","Urban Area","449","0.67098885829843","0.635569743739841","0.706407972857019","3"
"Just right","2001","indirect migration background","Rural Area","76","0.693293019909029","0.602913852790693","0.783672187027365","3"
"Much too big","2001","no migration background","Urban Area","81","0.00842047695637404","0.0067409735774344","0.0100999803353137","5"
"Much too big","2001","no migration background","Rural Area","63","0.00950320787322088","0.00721150784570275","0.011794907900739","5"
"Much too big","2001","direct migration background","Urban Area","4","","","","5"
"Much too big","2001","direct migration background","Rural Area","4","","","","5"
"Much too big","2001","indirect migration background","Urban Area","","","","","5"
"Much too big","2001","indirect migration background","Rural Area","","","","","5"
"Much too small","2001","no migration background","Urban Area","183","0.0167475068425045","0.0143888955617506","0.0191061181232584","1"
"Much too small","2001","no migration background","Rural Area","71","0.0120037781599755","0.00943141227678464","0.0145761440431664","1"
"Much too small","2001","direct migration background","Urban Area","128","0.051620515508907","0.04280874322219","0.060432287795624","1"
"Much too small","2001","direct migration background","Rural Area","2","","","","1"
"Much too small","2001","indirect migration background","Urban Area","39","0.0443859194938887","0.0288606687266823","0.0599111702610952","1"
"Much too small","2001","indirect migration background","Rural Area","1","","","","1"
"A little too big","2002","no migration background","Urban Area","1250","0.106774548132109","0.101345677738423","0.112203418525794","4"
"A little too big","2002","no migration background","Rural Area","817","0.120250824915101","0.112675633766239","0.127826016063964","4"
"A little too big","2002","direct migration background","Urban Area","111","0.0491633621089716","0.0403881512804437","0.0579385729374995","4"
"A little too big","2002","direct migration background","Rural Area","43","0.0877602130026428","0.0625005291206537","0.113019896884632","4"
"A little too big","2002","indirect migration background","Urban Area","20","","","","4"
"A little too big","2002","indirect migration background","Rural Area","8","","","","4"
"A little too small","2002","no migration background","Urban Area","1789","0.146054323926355","0.139846099773388","0.152262548079321","2"
"A little too small","2002","no migration background","Rural Area","821","0.105338193298779","0.0981884160549256","0.112487970542632","2"
"A little too small","2002","direct migration background","Urban Area","471","0.214156920088672","0.197506783876749","0.230807056300595","2"
"A little too small","2002","direct migration background","Rural Area","62","0.119231940068815","0.0903017254338765","0.148162154703753","2"
"A little too small","2002","indirect migration background","Urban Area","157","0.245734268431398","0.213541022061583","0.277927514801213","2"
"A little too small","2002","indirect migration background","Rural Area","10","","","","2"
"Just right","2002","no migration background","Urban Area","9027","0.715648164056142","0.70771817009022","0.723578158022065","3"
"Just right","2002","direct migration background","Urban Area","1623","0.678724587956121","0.659771963645297","0.697677212266944","3"
"Just right","2002","no migration background","Rural Area","5263","0.743417831271221","0.733245983489993","0.753589679052449","3"
"Just right","2002","indirect migration background","Urban Area","472","0.685635116548477","0.650918830166444","0.720351402930511","3"
"Just right","2002","direct migration background","Rural Area","360","0.764652911419474","0.726781528849877","0.80252429398907","3"
"Just right","2002","indirect migration background","Rural Area","79","0.794729236333812","0.714351574611459","0.875106898056165","3"
"Much too big","2002","no migration background","Urban Area","161","0.0126154861844227","0.0106535259095805","0.014577446459265","5"
"Much too big","2002","no migration background","Rural Area","80","0.0139184835540016","0.0111899927194691","0.0166469743885342","5"
"Much too big","2002","direct migration background","Urban Area","14","","","","5"
"Much too big","2002","direct migration background","Rural Area","7","","","","5"
"Much too big","2002","indirect migration background","Urban Area","5","","","","5"
"Much too big","2002","indirect migration background","Rural Area","","","","","5"
"Much too small","2002","no migration background","Urban Area","204","0.0189074777009717","0.0165132423491786","0.0213017130527649","1"
"Much too small","2002","no migration background","Rural Area","101","0.0170746669608971","0.0140574501779731","0.0200918837438212","1"
"Much too small","2002","direct migration background","Urban Area","113","0.0545510728430747","0.0453337562921978","0.0637683893939516","1"
"Much too small","2002","direct migration background","Rural Area","10","","","","1"
"Much too small","2002","indirect migration background","Urban Area","33","0.0384670703347645","0.0240858294967772","0.0528483111727518","1"
"Much too small","2002","indirect migration background","Rural Area","","","","","1"
"A little too big","2003","no migration background","Urban Area","1250","0.110176348206905","0.104584454893236","0.115768241520574","4"
"A little too big","2003","no migration background","Rural Area","782","0.113898835586456","0.106332966036558","0.121464705136353","4"
"A little too big","2003","direct migration background","Urban Area","122","0.0535297976422326","0.0440789502696141","0.0629806450148511","4"
"A little too big","2003","direct migration background","Rural Area","44","0.085453828637922","0.0599623114710318","0.110945345804812","4"
"A little too big","2003","indirect migration background","Urban Area","29","","","","4"
"A little too big","2003","indirect migration background","Rural Area","9","","","","4"
"A little too small","2003","no migration background","Urban Area","1693","0.147799660940672","0.141461397474239","0.154137924407104","2"
"A little too small","2003","no migration background","Rural Area","769","0.111386490435828","0.103893929750085","0.118879051121571","2"
"A little too small","2003","direct migration background","Urban Area","463","0.236919918503531","0.219067160344308","0.254772676662753","2"
"A little too small","2003","direct migration background","Rural Area","61","0.14815216464475","0.115758348275643","0.180545981013857","2"
"A little too small","2003","indirect migration background","Urban Area","149","0.195575583179324","0.165958763634694","0.225192402723955","2"
"A little too small","2003","indirect migration background","Rural Area","15","","","","2"
"Just right","2003","no migration background","Urban Area","8782","0.712942495970364","0.70486318320363","0.721021808737098","3"
"Just right","2003","no migration background","Rural Area","5092","0.753731822843835","0.743471284988796","0.763992360698874","3"
"Just right","2003","direct migration background","Urban Area","1479","0.659958829930144","0.640068423892505","0.679849235967783","3"
"Just right","2003","direct migration background","Rural Area","347","0.74440590948178","0.704631163610073","0.784180655353488","3"
"Just right","2003","indirect migration background","Urban Area","475","0.714036464288347","0.680295770804854","0.747777157771839","3"
"Just right","2003","indirect migration background","Rural Area","76","0.686368596112269","0.595883744708179","0.776853447516359","3"
"Much too big","2003","no migration background","Urban Area","147","0.0130285091220087","0.0110033349391395","0.0150536833048779","5"
"Much too big","2003","no migration background","Rural Area","61","0.0105201443763117","0.00809033680081036","0.012949951951813","5"
"Much too big","2003","direct migration background","Urban Area","16","","","","5"
"Much too big","2003","direct migration background","Rural Area","4","","","","5"
"Much too big","2003","indirect migration background","Urban Area","6","","","","5"
"Much too big","2003","indirect migration background","Rural Area","1","","","","5"
"Much too small","2003","no migration background","Urban Area","172","0.0160529857600507","0.013808450232903","0.0182975212871985","1"
"Much too small","2003","no migration background","Rural Area","69","0.01046270675757","0.00803947103242586","0.0128859424827142","1"
"Much too small","2003","direct migration background","Urban Area","99","0.042847300986415","0.034344307914968","0.051350294057862","1"
"Much too small","2003","direct migration background","Rural Area","6","","","","1"
"Much too small","2003","indirect migration background","Urban Area","30","0.0353310891443095","0.0215461093443893","0.0491160689442298","1"
"Much too small","2003","indirect migration background","Rural Area","","","","","1"
"A little too big","2004","no migration background","Rural Area","790","0.125885283216014","0.117889640761243","0.133880925670784","4"
"A little too big","2004","no migration background","Urban Area","1258","0.107649164264155","0.102030987368835","0.113267341159475","4"
"A little too big","2004","direct migration background","Urban Area","104","0.0468586600153091","0.0378068936031187","0.0559104264274996","4"
"A little too big","2004","direct migration background","Rural Area","42","0.0967824195059035","0.0692812581242758","0.124283580887531","4"
"A little too big","2004","indirect migration background","Urban Area","23","","","","4"
"A little too big","2004","indirect migration background","Rural Area","7","","","","4"
"A little too small","2004","no migration background","Urban Area","1575","0.133745450503647","0.127575459454638","0.139915441552657","2"
"A little too small","2004","no migration background","Rural Area","692","0.102891177003483","0.0955681050697638","0.110214248937202","2"
"A little too small","2004","direct migration background","Urban Area","427","0.222749669428499","0.204927985210005","0.240571353646993","2"
"A little too small","2004","direct migration background","Rural Area","58","0.117635920691452","0.0876684220835391","0.147603419299365","2"
"A little too small","2004","indirect migration background","Urban Area","145","0.198615935602568","0.168912350503352","0.228319520701783","2"
"A little too small","2004","indirect migration background","Rural Area","17","","","","2"
"Just right","2004","no migration background","Urban Area","8571","0.731894628947728","0.723864929349893","0.739924328545563","3"
"Just right","2004","no migration background","Rural Area","4998","0.750807937016737","0.740382045568903","0.761233828464572","3"
"Just right","2004","direct migration background","Urban Area","1485","0.691254944656533","0.671467993429648","0.711041895883419","3"
"Just right","2004","direct migration background","Rural Area","324","0.739838411736843","0.699030287616498","0.780646535857188","3"
"Just right","2004","indirect migration background","Rural Area","91","0.755343358407171","0.67711399272928","0.833572724085062","3"
"Just right","2004","indirect migration background","Urban Area","496","0.721782034763952","0.68841811309865","0.755145956429254","3"
"Much too big","2004","no migration background","Rural Area","58","0.0100472429239729","0.00764336530104458","0.0124511205469012","5"
"Much too big","2004","no migration background","Urban Area","140","0.0110539538839497","0.00915870004849645","0.012949207719403","5"
"Much too big","2004","direct migration background","Urban Area","8","","","","5"
"Much too big","2004","direct migration background","Rural Area","8","","","","5"
"Much too big","2004","indirect migration background","Urban Area","2","","","","5"
"Much too big","2004","indirect migration background","Rural Area","1","","","","5"
"Much too small","2004","no migration background","Urban Area","147","0.0156568024005195","0.013406467953373","0.0179071368476659","1"
"Much too small","2004","no migration background","Rural Area","74","0.0103683598397931","0.00792676563670375","0.0128099540428824","1"
"Much too small","2004","direct migration background","Urban Area","70","0.0360359673563156","0.02805311201006","0.0440188227025711","1"
"Much too small","2004","direct migration background","Rural Area","12","","","","1"
"Much too small","2004","indirect migration background","Urban Area","27","","","","1"
"Much too small","2004","indirect migration background","Rural Area","","","","","1"
"A little too big","2005","no migration background","Urban Area","1120","0.0991067307813144","0.0935763369248509","0.104637124637778","4"
"A little too big","2005","no migration background","Rural Area","719","0.114569854691921","0.106742196264278","0.122397513119563","4"
"A little too big","2005","direct migration background","Urban Area","106","0.0506820330985717","0.0409984152284864","0.0603656509686569","4"
"A little too big","2005","direct migration background","Rural Area","45","0.0936310192120856","0.0654673280992734","0.121794710324898","4"
"A little too big","2005","indirect migration background","Rural Area","11","","","","4"
"A little too big","2005","indirect migration background","Urban Area","41","0.0513679283459711","0.0352772679230512","0.067458588768891","4"
"A little too small","2005","no migration background","Urban Area","1520","0.146853556472857","0.140302341633943","0.15340477131177","2"
"A little too small","2005","direct migration background","Urban Area","387","0.204947287246832","0.187126625462666","0.222767949030998","2"
"A little too small","2005","no migration background","Rural Area","674","0.108353372367429","0.100714361370291","0.115992383364567","2"
"A little too small","2005","direct migration background","Rural Area","49","0.130920650804098","0.09830988683693","0.163531414771266","2"
"A little too small","2005","indirect migration background","Urban Area","164","0.218038547734894","0.187940504966039","0.24813659050375","2"
"A little too small","2005","indirect migration background","Rural Area","19","","","","2"
"Just right","2005","no migration background","Urban Area","8326","0.731501312559766","0.723298808509645","0.739703816609886","3"
"Just right","2005","no migration background","Rural Area","4801","0.745712585248737","0.735010517330959","0.756414653166514","3"
"Just right","2005","direct migration background","Urban Area","1417","0.714464552355561","0.694524553102886","0.734404551608236","3"
"Just right","2005","direct migration background","Rural Area","301","0.71262750338354","0.668877199852396","0.756377806914685","3"
"Just right","2005","indirect migration background","Urban Area","490","0.699417251064597","0.665995504758295","0.7328389973709","3"
"Just right","2005","indirect migration background","Rural Area","76","0.697486430528029","0.610450913482186","0.784521947573872","3"
"Much too big","2005","no migration background","Urban Area","121","0.0102946091609716","0.00842639906546741","0.0121628192564757","5"
"Much too big","2005","no migration background","Rural Area","104","0.0182529429453712","0.0149630195522958","0.0215428663384466","5"
"Much too big","2005","direct migration background","Urban Area","17","","","","5"
"Much too big","2005","direct migration background","Rural Area","6","","","","5"
"Much too big","2005","indirect migration background","Urban Area","4","","","","5"
"Much too big","2005","indirect migration background","Rural Area","","","","","5"
"Much too small","2005","no migration background","Urban Area","127","0.0122437910250919","0.0102083868849879","0.0142791951651958","1"
"Much too small","2005","no migration background","Rural Area","62","0.0131112447465423","0.0103156411167085","0.015906848376376","1"
"Much too small","2005","direct migration background","Urban Area","44","0.0239570616236728","0.0172062495922737","0.030707873655072","1"
"Much too small","2005","direct migration background","Rural Area","10","","","","1"
"Much too small","2005","indirect migration background","Urban Area","24","","","","1"
"Much too small","2005","indirect migration background","Rural Area","1","","","","1"
"A little too big","2006","no migration background","Urban Area","1392","0.110166452541619","0.104591648489289","0.115741256593949","4"
"A little too big","2006","no migration background","Rural Area","880","0.124670077470004","0.116913662746556","0.132426492193451","4"
"A little too big","2006","direct migration background","Urban Area","111","0.0494660053498605","0.0398687612491932","0.0590632494505279","4"
"A little too big","2006","direct migration background","Rural Area","45","0.0796619082390321","0.0541876071462396","0.105136209331825","4"
"A little too big","2006","indirect migration background","Urban Area","29","","","","4"
"A little too big","2006","indirect migration background","Rural Area","12","","","","4"
"A little too small","2006","no migration background","Urban Area","1590","0.143401942099957","0.137161482207639","0.149642401992275","2"
"A little too small","2006","direct migration background","Urban Area","359","0.209265320137054","0.191261141287703","0.227269498986406","2"
"A little too small","2006","no migration background","Rural Area","698","0.101041349013775","0.0939649315431176","0.108117766484433","2"
"A little too small","2006","direct migration background","Rural Area","60","0.147110368903417","0.113785282368338","0.180435455438496","2"
"A little too small","2006","indirect migration background","Urban Area","172","0.237932116207487","0.207189720356937","0.268674512058038","2"
"A little too small","2006","indirect migration background","Rural Area","23","","","","2"
"Just right","2006","no migration background","Urban Area","8835","0.71703202609307","0.709011765924377","0.725052286261762","3"
"Just right","2006","no migration background","Rural Area","5194","0.744423668554375","0.734182148436938","0.754665188671811","3"
"Just right","2006","direct migration background","Urban Area","1408","0.693346148860708","0.672937767571102","0.713754530150313","3"
"Just right","2006","direct migration background","Rural Area","311","0.721502183356407","0.679329333621495","0.763675033091319","3"
"Just right","2006","indirect migration background","Urban Area","500","0.676850997089884","0.643086343865293","0.710615650314476","3"
"Just right","2006","indirect migration background","Rural Area","83","0.551131854572979","0.464285824993181","0.637977884152777","3"
"Much too big","2006","no migration background","Urban Area","161","0.0142976527856713","0.0121838921515256","0.016411413419817","5"
"Much too big","2006","no migration background","Rural Area","119","0.0159679762158144","0.0130247504647253","0.0189112019669035","5"
"Much too big","2006","direct migration background","Urban Area","10","","","","5"
"Much too big","2006","direct migration background","Rural Area","7","","","","5"
"Much too big","2006","indirect migration background","Urban Area","4","","","","5"
"Much too big","2006","indirect migration background","Rural Area","6","","","","5"
"Much too small","2006","no migration background","Urban Area","139","0.0151019264796833","0.012930413863516","0.0172734390958507","1"
"Much too small","2006","no migration background","Rural Area","77","0.0138969287460319","0.0111483094494896","0.0166455480425743","1"
"Much too small","2006","direct migration background","Urban Area","73","0.0442940873756961","0.0351877379766427","0.0534004367747495","1"
"Much too small","2006","direct migration background","Rural Area","11","","","","1"
"Much too small","2006","indirect migration background","Urban Area","32","0.0433049242441079","0.0286099185738334","0.0579999299143825","1"
"Much too small","2006","indirect migration background","Rural Area","2","","","","1"
"A little too big","2007","no migration background","Urban Area","1331","0.109797525382732","0.104051210295963","0.115543840469501","4"
"A little too big","2007","direct migration background","Urban Area","106","0.0606236113973366","0.0494332951420323","0.0718139276526408","4"
"A little too big","2007","no migration background","Rural Area","785","0.123075148541131","0.115131889410233","0.131018407672029","4"
"A little too big","2007","indirect migration background","Urban Area","33","0.0359745730200921","0.0223813473445662","0.049567798695618","4"
"A little too big","2007","direct migration background","Rural Area","40","0.0990745066596841","0.0697596995744739","0.128389313744894","4"
"A little too big","2007","indirect migration background","Rural Area","14","","","","4"
"A little too small","2007","no migration background","Urban Area","1489","0.137183557661821","0.130860036178775","0.143507079144868","2"
"A little too small","2007","no migration background","Rural Area","712","0.109543024104547","0.101991559505785","0.117094488703308","2"
"A little too small","2007","direct migration background","Urban Area","359","0.210038747040491","0.190937828917482","0.229139665163501","2"
"A little too small","2007","direct migration background","Rural Area","35","0.0793186341290001","0.0528028830497266","0.105834385208274","2"
"A little too small","2007","indirect migration background","Urban Area","182","0.252235894293066","0.22053538714799","0.283936401438142","2"
"A little too small","2007","indirect migration background","Rural Area","17","","","","2"
"Just right","2007","no migration background","Urban Area","8297","0.7281036018313","0.719925602358367","0.736281601304233","3"
