"plj0047","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No worries","2016","Rural Area","West Germany","1209","0.123134343447094","0.11485920184385","0.131409485050338","3"
"No worries","2016","Rural Area","East Germany","740","0.148077673517831","0.136572504109394","0.159582842926267","3"
"Some worries","2016","Urban Area","West Germany","6317","0.41230419436457","0.404847787557393","0.419760601171747","2"
"Some worries","2016","Urban Area","East Germany","840","0.400355464324751","0.379591392656926","0.421119535992576","2"
"Some worries","2016","Rural Area","West Germany","2404","0.424026630061991","0.411580994703956","0.436472265420026","2"
"Some worries","2016","Rural Area","East Germany","1479","0.432479157278309","0.416431127348688","0.448527187207931","2"
"Big worries","2017","Urban Area","West Germany","6538","0.415831158042222","0.408787586239226","0.422874729845217","1"
"Big worries","2017","Urban Area","East Germany","848","0.442470831210391","0.422079196233553","0.46286246618723","1"
"Big worries","2017","Rural Area","West Germany","2371","0.405189009782536","0.39356664875938","0.416811370805692","1"
"Big worries","2017","Rural Area","East Germany","1490","0.398435993893566","0.383361818071024","0.413510169716108","1"
"No worries","2017","Urban Area","West Germany","4467","0.120888706862162","0.116229842857075","0.125547570867248","3"
"No worries","2017","Urban Area","East Germany","439","0.135312457176637","0.121268987530945","0.149355926822329","3"
"No worries","2017","Rural Area","West Germany","1548","0.120931199502537","0.113212277464087","0.128650121540986","3"
"No worries","2017","Rural Area","East Germany","756","0.148729910600908","0.137774057053736","0.15968576414808","3"
"Some worries","2017","Urban Area","West Germany","7804","0.463280135095617","0.456153887428206","0.470406382763027","2"
"Some worries","2017","Urban Area","East Germany","992","0.422216711612972","0.401938664578073","0.44249475864787","2"
"Some worries","2017","Rural Area","West Germany","2935","0.473879790714927","0.462058834000147","0.485700747429707","2"
"Some worries","2017","Rural Area","East Germany","1806","0.452834095505526","0.437507614691804","0.468160576319248","2"
"Big worries","2018","Urban Area","West Germany","5330","0.34138221961175","0.334366912226316","0.348397526997183","1"
"Big worries","2018","Urban Area","East Germany","698","0.344014303267061","0.324231097841043","0.363797508693079","1"
"Big worries","2018","Rural Area","West Germany","1747","0.310327123414368","0.298876974584398","0.321777272244339","1"
"Big worries","2018","Rural Area","East Germany","1275","0.34246791700109","0.32752495462143","0.35741087938075","1"
"No worries","2018","Urban Area","West Germany","3826","0.134975535542267","0.129920185231792","0.140030885852741","3"
"No worries","2018","Urban Area","East Germany","426","0.148032665501916","0.133243234104975","0.162822096898858","3"
"No worries","2018","Rural Area","West Germany","1411","0.160498093115215","0.151413081799822","0.169583104430607","3"
"No worries","2018","Rural Area","East Germany","788","0.172764686779055","0.160860210222608","0.184669163335502","3"
"Some worries","2018","Urban Area","West Germany","8394","0.523642244845984","0.516253111762002","0.531031377929965","2"
"Some worries","2018","Urban Area","East Germany","1091","0.507953031231023","0.487133244126555","0.528772818335492","2"
"Some worries","2018","Rural Area","West Germany","3113","0.529174783470417","0.516820740191901","0.541528826748933","2"
"Some worries","2018","Rural Area","East Germany","1811","0.484767396219856","0.469029863250039","0.500504929189672","2"
"Big worries","2019","Urban Area","West Germany","5555","0.373010794896444","0.365592361052752","0.380429228740136","1"
"Big worries","2019","Urban Area","East Germany","629","0.36802865421511","0.345237129588562","0.390820178841657","1"
"Big worries","2019","Rural Area","West Germany","1994","0.35496994744041","0.342896502500637","0.367043392380183","1"
"Big worries","2019","Rural Area","East Germany","1276","0.334421587197849","0.319462457144615","0.349380717251083","1"
"No worries","2019","Urban Area","West Germany","3492","0.131075793411908","0.125898846735786","0.13625274008803","3"
"No worries","2019","Urban Area","East Germany","269","0.126601570540653","0.110886743063715","0.142316398017591","3"
"No worries","2019","Rural Area","West Germany","1212","0.14354868834021","0.134701680914789","0.152395695765632","3"
"No worries","2019","Rural Area","East Germany","631","0.149332958853144","0.138031950119983","0.160633967586306","3"
"Some worries","2019","Urban Area","West Germany","7278","0.495913411691649","0.488243736108254","0.503583087275043","2"
"Some worries","2019","Urban Area","East Germany","822","0.505369775244237","0.481741673889019","0.528997876599456","2"
"Some worries","2019","Rural Area","West Germany","2828","0.50148136421938","0.488865600794391","0.514097127644369","2"
"Some worries","2019","Rural Area","East Germany","1914","0.516245453949007","0.500400162857101","0.532090745040912","2"
