"plj0047","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2009","Not Working","Female","2249","0.554483518471365","0.538964073388355","0.570002963554376"
"Some worries","2009","Not Working","Male","1536","0.537250272303635","0.518944541602442","0.555556003004828"
"Some worries","2009","Part Time","Female","1836","0.615560589963302","0.598267975705719","0.632853204220885"
"Some worries","2009","Part Time","Male","631","0.551702884947471","0.523206434990834","0.580199334904108"
"Big worries","2010","Full Time","Female","669","0.227234807163087","0.212020067645928","0.242449546680246"
"Big worries","2010","Full Time","Male","1148","0.172925016561089","0.163582022405997","0.18226801071618"
"Big worries","2010","Not Working","Female","1298","0.225788340837249","0.214578602478836","0.236998079195663"
"Big worries","2010","Not Working","Male","601","0.194769408953488","0.180654512271221","0.208884305635756"
"Big worries","2010","Part Time","Female","1106","0.230575583748966","0.218597401228294","0.242553766269638"
"Big worries","2010","Part Time","Male","325","0.209430797589499","0.189238952248104","0.229622642930894"
"No worries","2010","Full Time","Female","535","0.206429056580393","0.191733649871892","0.221124463288894"
"No worries","2010","Full Time","Male","1609","0.274148493248891","0.263127987010945","0.285168999486837"
"No worries","2010","Not Working","Female","1098","0.213380369159126","0.20239601599804","0.224364722320212"
"No worries","2010","Not Working","Male","792","0.255155601394356","0.239617693988419","0.270693508800292"
"No worries","2010","Part Time","Female","853","0.188130105411508","0.17701602193698","0.199244188886037"
"No worries","2010","Part Time","Male","410","0.246482320908246","0.225096525767564","0.267868116048927"
"Some worries","2010","Full Time","Female","1710","0.56633613625652","0.548342577286918","0.584329695226122"
"Some worries","2010","Full Time","Male","3537","0.55292649019002","0.540643392975442","0.565209587404598"
"Some worries","2010","Not Working","Female","2948","0.560831290003624","0.54752531573897","0.574137264268278"
"Some worries","2010","Not Working","Male","1631","0.550074989652156","0.532343786124024","0.567806193180288"
"Some worries","2010","Part Time","Female","2791","0.581294310839526","0.567264437398472","0.59532418428058"
"Some worries","2010","Part Time","Male","825","0.544086881502255","0.519371861650971","0.56880190135354"
"Big worries","2011","Full Time","Female","609","0.232869417012742","0.217123936288688","0.248614897736797"
"Big worries","2011","Full Time","Male","794","0.162428019917016","0.152208488441188","0.172647551392845"
"Big worries","2011","Not Working","Female","898","0.196183584809832","0.184694145626576","0.207673023993089"
"Big worries","2011","Not Working","Male","576","0.170673127095251","0.157904458539544","0.183441795650958"
"Big worries","2011","Part Time","Female","726","0.218471631335115","0.204754784193199","0.232188478477031"
"Big worries","2011","Part Time","Male","258","0.202468745492103","0.181151326704452","0.223786164279754"
"No worries","2011","Full Time","Female","567","0.210059096067448","0.194883942468829","0.225234249666068"
"No worries","2011","Full Time","Male","1434","0.29309896397358","0.280487198349763","0.305710729597396"
"No worries","2011","Not Working","Female","1185","0.263459860454836","0.250714723671046","0.276204997238627"
"No worries","2011","Not Working","Male","1011","0.303267178141349","0.28766640893925","0.318867947343448"
"No worries","2011","Part Time","Female","728","0.21520745658051","0.201565065627148","0.228849847533872"
"No worries","2011","Part Time","Male","409","0.296121279277455","0.271901761503475","0.320340797051435"
"Some worries","2011","Full Time","Female","1592","0.557071486919809","0.538566561784207","0.575576412055411"
"Some worries","2011","Full Time","Male","2776","0.544473016109404","0.530674427233401","0.558271604985407"
"Some worries","2011","Not Working","Female","2506","0.540356554735332","0.525937399753469","0.554775709717194"
"Some worries","2011","Not Working","Male","1748","0.5260596947634","0.509113214577603","0.543006174949196"
"Some worries","2011","Part Time","Female","2032","0.566320912084376","0.549869622789712","0.582772201379039"
"Some worries","2011","Part Time","Male","698","0.501409975230442","0.474885301966684","0.5279346484942"
"Big worries","2012","Full Time","Female","607","0.225629873650878","0.210021419797367","0.241238327504388"
"Big worries","2012","Full Time","Male","839","0.184439839572071","0.173508829005043","0.195370850139099"
"Big worries","2012","Not Working","Female","1054","0.232454992275253","0.220165407500716","0.24474457704979"
"Big worries","2012","Not Working","Male","679","0.204463189483999","0.191030605927334","0.217895773040664"
"Big worries","2012","Part Time","Female","774","0.234736176567988","0.220730768140125","0.24874158499585"
"Big worries","2012","Part Time","Male","243","0.182348634681447","0.161627882466733","0.20306938689616"
"No worries","2012","Full Time","Female","534","0.206150126459364","0.191044168135858","0.22125608478287"
"No worries","2012","Full Time","Male","1296","0.282269373156005","0.269583581816112","0.294955164495897"
"No worries","2012","Not Working","Female","969","0.210196069412714","0.198341445353551","0.222050693471877"
"No worries","2012","Not Working","Male","904","0.252051154153725","0.237590027204932","0.266512281102519"
"No worries","2012","Part Time","Female","647","0.174696275438355","0.162149015394393","0.187243535482317"
"No worries","2012","Part Time","Male","371","0.296958126758504","0.272438809112844","0.321477444404163"
"Some worries","2012","Full Time","Female","1614","0.568219999889758","0.549724042836358","0.586715956943157"
"Some worries","2012","Full Time","Male","2701","0.533290787271924","0.519229982689294","0.547351591854555"
"Some worries","2012","Not Working","Female","2515","0.557348938312033","0.542897529413831","0.571800347210235"
"Some worries","2012","Not Working","Male","1880","0.543485656362276","0.526895781796465","0.560075530928087"
"Some worries","2012","Part Time","Female","2097","0.590567547993657","0.574318568376885","0.606816527610429"
"Some worries","2012","Part Time","Male","720","0.52069323856005","0.493885022002814","0.547501455117286"
"Big worries","2013","Full Time","Female","538","0.214563511279971","0.198667359575891","0.230459662984051"
"Big worries","2013","Full Time","Male","719","0.154829858066331","0.144153374716764","0.165506341415897"
"Big worries","2013","Not Working","Female","1247","0.207692092730612","0.197987460242853","0.21739672521837"
"Big worries","2013","Not Working","Male","811","0.159049585197386","0.149410474000391","0.168688696394382"
"Big worries","2013","Part Time","Female","691","0.199084717179629","0.185501854789007","0.212667579570252"
"Big worries","2013","Part Time","Male","232","0.202422300120422","0.180174440549885","0.224670159690958"
"No worries","2013","Full Time","Female","498","0.190253246118911","0.175054800499723","0.205451691738099"
"No worries","2013","Full Time","Male","1277","0.299346057912759","0.285829461303869","0.312862654521649"
"No worries","2013","Not Working","Female","2214","0.276615944185337","0.265914431075388","0.287317457295285"
"No worries","2013","Not Working","Male","2197","0.338223279556908","0.325753952492777","0.350692606621039"
"No worries","2013","Part Time","Female","681","0.208776414027431","0.194951279100414","0.222601548954448"
"No worries","2013","Part Time","Male","350","0.269804794151572","0.245228472899198","0.294381115403946"
"Some worries","2013","Full Time","Female","1526","0.595183242601119","0.576176262641831","0.614190222560406"
"Some worries","2013","Full Time","Male","2414","0.545824084020911","0.531129165107637","0.560519002934184"
"Some worries","2013","Not Working","Female","3251","0.515691963084052","0.503736176979","0.527647749189104"
"Some worries","2013","Not Working","Male","2522","0.502727135245706","0.489549148400549","0.515905122090863"
"Some worries","2013","Part Time","Female","1948","0.59213886879294","0.575422305626315","0.608855431959565"
"Some worries","2013","Part Time","Male","671","0.527772905728006","0.500130772761005","0.555415038695008"
"Big worries","2014","Full Time","Female","819","0.240396323042935","0.226237291173385","0.254555354912484"
"Big worries","2014","Full Time","Male","1172","0.167370064305789","0.158429337111262","0.176310791500317"
"Big worries","2014","Not Working","Female","1387","0.237510123864329","0.226275679689467","0.248744568039191"
"Big worries","2014","Not Working","Male","783","0.190403884616819","0.177904155652241","0.202903613581396"
"Big worries","2014","Part Time","Female","1356","0.248966312722164","0.237630773356201","0.260301852088127"
"Big worries","2014","Part Time","Male","390","0.201469578974422","0.183612037108042","0.219327120840802"
"No worries","2014","Full Time","Female","644","0.158640806284876","0.146535541417858","0.170746071151893"
"No worries","2014","Full Time","Male","1748","0.28164125978384","0.270868505087277","0.292414014480404"
"No worries","2014","Not Working","Female","1221","0.2272643952761","0.216201351036816","0.238327439515385"
"No worries","2014","Not Working","Male","1019","0.287049974596364","0.272647510978278","0.30145243821445"
"No worries","2014","Part Time","Female","1066","0.181793570741566","0.171683297548506","0.191903843934626"
"No worries","2014","Part Time","Male","552","0.269120586853932","0.249375114391715","0.288866059316149"
"Some worries","2014","Full Time","Female","2036","0.600962870672189","0.584737052911348","0.617188688433031"
"Some worries","2014","Full Time","Male","3777","0.55098867591037","0.539076038445427","0.562901313375314"
"Some worries","2014","Not Working","Female","2904","0.53522548085957","0.522058596170372","0.548392365548769"
"Some worries","2014","Not Working","Male","1988","0.522546140786818","0.506643966375583","0.538448315198053"
"Some worries","2014","Part Time","Female","3168","0.56924011653627","0.556259134111433","0.582221098961106"
"Some worries","2014","Part Time","Male","996","0.529409834171646","0.507187553399603","0.551632114943689"
"Big worries","2015","Full Time","Female","1245","0.400040860413731","0.383166680239906","0.416915040587556"
"Big worries","2015","Full Time","Male","1806","0.289144735744406","0.277887870886739","0.300401600602072"
"Big worries","2015","Not Working","Female","1945","0.348754236821519","0.336588500821258","0.36091997282178"
"Big worries","2015","Not Working","Male","1210","0.325399130716866","0.311357740513774","0.339440520919958"
"Big worries","2015","Part Time","Female","1937","0.370679222727755","0.357665115902337","0.383693329553172"
"Big worries","2015","Part Time","Male","544","0.297630688937371","0.276473474383619","0.318787903491122"
"No worries","2015","Full Time","Female","365","0.0994065333924122","0.0891007376822205","0.109712329102604"
"No worries","2015","Full Time","Male","1139","0.181428288786823","0.171859651693799","0.190996925879847"
"No worries","2015","Not Working","Female","1145","0.156085547154386","0.146820732315218","0.165350361993554"
"No worries","2015","Not Working","Male","1093","0.222582756923199","0.210116062653787","0.235049451192611"
"No worries","2015","Part Time","Female","621","0.111976703043521","0.103479906324131","0.120473499762912"
"No worries","2015","Part Time","Male","326","0.177080278414088","0.159415804612761","0.194744752215415"
"Some worries","2015","Full Time","Female","1628","0.500552606193857","0.483330771832176","0.517774440555537"
"Some worries","2015","Full Time","Male","3286","0.529426975468771","0.517033709726102","0.54182024121144"
"Some worries","2015","Not Working","Female","2805","0.495160216024095","0.48239712565456","0.50792330639363"
"Some worries","2015","Not Working","Male","1974","0.452018112359935","0.437102554999912","0.466933669719959"
"Some worries","2015","Part Time","Female","2733","0.517344074228724","0.503879650485135","0.530808497972313"
"Some worries","2015","Part Time","Male","924","0.525289032648541","0.502181654525634","0.548396410771449"
"Big worries","2016","Full Time","Female","1715","0.556129909358963","0.538977149577623","0.573282669140302"
"Big worries","2016","Full Time","Male","2488","0.413817027086265","0.401286812541406","0.426347241631124"
"Big worries","2016","Not Working","Female","2490","0.479983372508765","0.46776630323261","0.49220044178492"
"Big worries","2016","Not Working","Male","1602","0.408389392970292","0.396008663896553","0.420770122044032"
"Big worries","2016","Part Time","Female","2612","0.526732767271699","0.513059361873342","0.540406172670056"
"Big worries","2016","Part Time","Male","801","0.426012078690801","0.403287592386834","0.448736564994768"
"No worries","2016","Full Time","Female","233","0.0619268163540831","0.0536058134109715","0.0702478192971946"
"No worries","2016","Full Time","Male","796","0.142471019022452","0.133578487817616","0.151363550227288"
"No worries","2016","Not Working","Female","1687","0.107048739188802","0.0994882485399019","0.114609229837702"
"No worries","2016","Not Working","Male","2440","0.167742797713304","0.158331668430524","0.177153926996084"
"No worries","2016","Part Time","Female","419","0.0837190236345469","0.0761340388085141","0.0913040084605797"
"No worries","2016","Part Time","Male","258","0.139565837081306","0.123640811943384","0.155490862219227"
"Some worries","2016","Full Time","Female","1275","0.381943274286954","0.36516947121162","0.398717077362288"
"Some worries","2016","Full Time","Male","2651","0.443711953891283","0.431072213392616","0.456351694389951"
"Some worries","2016","Not Working","Female","2247","0.412967888302433","0.400927669045828","0.425008107559039"
"Some worries","2016","Not Working","Male","2013","0.423867809316404","0.411420734336233","0.436314884296574"
"Some worries","2016","Part Time","Female","2091","0.389548209093754","0.376193494960832","0.402902923226675"
"Some worries","2016","Part Time","Male","760","0.434422084227893","0.411643123256188","0.457201045199599"
"Big worries","2017","Full Time","Female","1662","0.456497042568414","0.440488384012042","0.472505701124787"
"Big worries","2017","Full Time","Male","2404","0.372785061934028","0.361210990802494","0.384359133065562"
"Big worries","2017","Not Working","Female","2354","0.439896277511788","0.42836821084547","0.451424344178105"
"Big worries","2017","Not Working","Male","1569","0.368153951163089","0.356572415554821","0.379735486771357"
"Big worries","2017","Part Time","Female","2468","0.466566741616259","0.453489977842407","0.479643505390112"
"Big worries","2017","Part Time","Male","790","0.381157951556747","0.360840313081456","0.401475590032038"
"No worries","2017","Full Time","Female","298","0.0687241528428887","0.0605934353936682","0.0768548702921091"
"No worries","2017","Full Time","Male","951","0.138563591072097","0.130293983960778","0.146833198183415"
"No worries","2017","Not Working","Female","2221","0.128106007073553","0.120344184758639","0.135867829388467"
"No worries","2017","Not Working","Male","2834","0.171196873939913","0.162151648778286","0.180242099101541"
"No worries","2017","Part Time","Female","487","0.0877213959921005","0.0803062474260798","0.0951365445581212"
"No worries","2017","Part Time","Male","419","0.153140670554064","0.138075233366688","0.16820610774144"
"Some worries","2017","Full Time","Female","1759","0.474778804588697","0.458729663866022","0.490827945311371"
"Some worries","2017","Full Time","Male","3350","0.488651346993875","0.476686509395865","0.500616184591885"
"Some worries","2017","Not Working","Female","2547","0.43199771541466","0.420493344573842","0.443502086255478"
"Some worries","2017","Not Working","Male","2259","0.460649174896998","0.448679934232973","0.472618415561023"
"Some worries","2017","Part Time","Female","2636","0.44571186239164","0.43268324791061","0.45874047687267"
"Some worries","2017","Part Time","Male","986","0.465701377889189","0.444833580217312","0.486569175561065"
"Big worries","2018","Full Time","Female","1273","0.371923176485063","0.356152590460261","0.387693762509866"
"Big worries","2018","Full Time","Male","1845","0.289575382209866","0.278494358258965","0.300656406160767"
"Big worries","2018","Not Working","Female","1938","0.362758611364112","0.350994938887045","0.374522283841178"
"Big worries","2018","Not Working","Male","1285","0.291626721768214","0.279694828722591","0.303558614813838"
"Big worries","2018","Part Time","Female","2011","0.386313387523697","0.373440738359813","0.39918603668758"
"Big worries","2018","Part Time","Male","698","0.324049402686027","0.30524264362542","0.342856161746634"
"No worries","2018","Full Time","Female","379","0.0980386072861756","0.0883355774364129","0.107741637135938"
"No worries","2018","Full Time","Male","1130","0.161531816640937","0.152540725383102","0.170522907898773"
"No worries","2018","Not Working","Female","1747","0.139031368458245","0.130566267648107","0.147496469268383"
"No worries","2018","Not Working","Male","2021","0.19542838916874","0.185018627481071","0.205838150856409"
"No worries","2018","Part Time","Female","588","0.0994866638619011","0.0915734621317396","0.107399865592063"
"No worries","2018","Part Time","Male","586","0.187031331706358","0.171362199055153","0.202700464357563"
"Some worries","2018","Full Time","Female","1956","0.530038216228761","0.513752768976666","0.546323663480856"
"Some worries","2018","Full Time","Male","3461","0.548892801149196","0.536735876646594","0.561049725651799"
"Some worries","2018","Not Working","Female","2732","0.498210020177644","0.48597656056022","0.510443479795067"
"Some worries","2018","Not Working","Male","2268","0.512944889063046","0.499823221981775","0.526066556144316"
"Some worries","2018","Part Time","Female","2897","0.514199948614402","0.500986398333332","0.527413498895473"
"Some worries","2018","Part Time","Male","1095","0.488919265607615","0.468832306267964","0.509006224947265"
"Big worries","2019","Full Time","Female","1552","0.418889931043143","0.403013960036043","0.434765902050243"
"Big worries","2019","Full Time","Male","2332","0.314033310572129","0.303239704696752","0.324826916447505"
"Big worries","2019","Not Working","Female","2007","0.388997523474231","0.376643176621264","0.401351870327197"
"Big worries","2019","Not Working","Male","1369","0.352466713928053","0.339249814145538","0.365683613710568"
"Big worries","2019","Part Time","Female","2156","0.407765216054602","0.394487459158153","0.42104297295105"
"Big worries","2019","Part Time","Male","801","0.365068291843686","0.346062315073333","0.384074268614038"
"No worries","2019","Full Time","Female","336","0.076925386225935","0.0683507760985681","0.085499996353302"
"No worries","2019","Full Time","Male","1158","0.148916728298199","0.140637593494372","0.157195863102026"
"No worries","2019","Not Working","Female","1522","0.127151067186653","0.118708890561891","0.135593243811415"
"No worries","2019","Not Working","Male","1682","0.18338433357746","0.172678278763964","0.194090388390955"
"No worries","2019","Part Time","Female","475","0.0922314705989386","0.0844133962341557","0.100049544963722"
"No worries","2019","Part Time","Male","655","0.20092275683932","0.185104865977118","0.216740647701523"
"Some worries","2019","Full Time","Female","1822","0.504184682730922","0.488096168845864","0.52027319661598"
"Some worries","2019","Full Time","Male","3613","0.537049961129672","0.525454137775505","0.54864578448384"
"Some worries","2019","Not Working","Female","2453","0.483851409339116","0.471187486235717","0.496515332442515"
"Some worries","2019","Not Working","Male","1968","0.464148952494487","0.450351775915249","0.477946129073725"
"Some worries","2019","Part Time","Female","2631","0.50000331334646","0.486493707650767","0.513512919042152"
"Some worries","2019","Part Time","Male","1009","0.434008951316994","0.414443325031821","0.453574577602167"
