"plj0047","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Some worries","1994","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"Some worries","1994","Saxony-Anhalt","Single parent ","","","","","2"
"Some worries","1994","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"Some worries","1994","Bremen","Couple + C. LE 16 ","","","","","2"
"Big worries","1995","Hamburg","Single parent ","","","","","1"
"Big worries","1995","Hamburg","Couple + C. LE 16 ","","","","","1"
"Big worries","1995","Hamburg","Couple + C. GT 16 ","","","","","1"
"Big worries","1995","Hamburg","Couple + C. LE and GT 16","1","","","","1"
"Big worries","1995","Lower Saxony","1-pers.-HH","4","","","","1"
"Big worries","1995","Lower Saxony","(Married) couple without C. ","5","","","","1"
"Big worries","1995","Lower Saxony","Single parent ","","","","","1"
"Big worries","1995","Lower Saxony","Couple + C. LE 16 ","11","","","","1"
"Big worries","1995","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Big worries","1995","Schleswig-Holstein","(Married) couple without C. ","3","","","","1"
"Big worries","1995","Schleswig-Holstein","Single parent ","","","","","1"
"Big worries","1995","Schleswig-Holstein","Couple + C. LE 16 ","1","","","","1"
"Big worries","1995","Schleswig-Holstein","Couple + C. GT 16 ","4","","","","1"
"Big worries","1995","Schleswig-Holstein","Couple + C. LE and GT 16","2","","","","1"
"Big worries","1995","Hamburg","1-pers.-HH","","","","","1"
"Big worries","1995","Hamburg","(Married) couple without C. ","1","","","","1"
"Big worries","1995","Lower Saxony","Couple + C. GT 16 ","14","","","","1"
"Big worries","1995","Lower Saxony","Couple + C. LE and GT 16","10","","","","1"
"Big worries","1995","Bremen","1-pers.-HH","","","","","1"
"Big worries","1995","Bremen","(Married) couple without C. ","1","","","","1"
"Big worries","1995","Bremen","Single parent ","","","","","1"
"Big worries","1995","Bremen","Couple + C. LE 16 ","","","","","1"
"Big worries","1995","Bremen","Couple + C. GT 16 ","5","","","","1"
"Big worries","1995","Bremen","Couple + C. LE and GT 16","","","","","1"
"Big worries","1995","North Rhine-Westphalia","1-pers.-HH","8","","","","1"
"Big worries","1995","North Rhine-Westphalia","(Married) couple without C. ","60","0.61240138613994","0.516430460441576","0.708372311838304","1"
"Big worries","1995","North Rhine-Westphalia","Single parent ","6","","","","1"
"Big worries","1995","North Rhine-Westphalia","Couple + C. LE 16 ","66","0.59720112908394","0.508707599028027","0.685694659139852","1"
"Big worries","1995","North Rhine-Westphalia","Couple + C. GT 16 ","56","0.534497665830851","0.446702402369825","0.622292929291877","1"
"Big worries","1995","North Rhine-Westphalia","Couple + C. LE and GT 16","48","0.562248637284715","0.464025678505095","0.660471596064336","1"
"Big worries","1995","Hesse","1-pers.-HH","7","","","","1"
"Big worries","1995","Hesse","(Married) couple without C. ","16","","","","1"
"Big worries","1995","Hesse","Single parent ","3","","","","1"
"Big worries","1995","Hesse","Couple + C. LE 16 ","19","","","","1"
"Big worries","1995","Hesse","Couple + C. GT 16 ","27","","","","1"
"Big worries","1995","Hesse","Couple + C. LE and GT 16","9","","","","1"
"Big worries","1995","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Big worries","1995","Rhineland-Palatinate,Saarland","(Married) couple without C. ","7","","","","1"
"Big worries","1995","Rhineland-Palatinate,Saarland","Single parent ","2","","","","1"
"Big worries","1995","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","8","","","","1"
"Big worries","1995","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","3","","","","1"
"Big worries","1995","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","4","","","","1"
"Big worries","1995","Baden-Württemberg","1-pers.-HH","9","","","","1"
"Big worries","1995","Baden-Württemberg","(Married) couple without C. ","17","","","","1"
"Big worries","1995","Baden-Württemberg","Single parent ","12","","","","1"
"Big worries","1995","Baden-Württemberg","Couple + C. LE 16 ","63","0.493246621124737","0.413766836230668","0.572726406018805","1"
"Big worries","1995","Baden-Württemberg","Couple + C. GT 16 ","64","0.451270264502668","0.373182426611792","0.529358102393545","1"
"Big worries","1995","Baden-Württemberg","Couple + C. LE and GT 16","47","0.623794730077286","0.524805609605655","0.722783850548916","1"
"Big worries","1995","Bavaria","1-pers.-HH","9","","","","1"
"Big worries","1995","Bavaria","(Married) couple without C. ","17","","","","1"
"Big worries","1995","Bavaria","Single parent ","3","","","","1"
"Big worries","1995","Bavaria","Couple + C. LE 16 ","16","","","","1"
"Big worries","1995","Bavaria","Couple + C. GT 16 ","23","","","","1"
"Big worries","1995","Bavaria","Couple + C. LE and GT 16","16","","","","1"
"Big worries","1995","Berlin","1-pers.-HH","","","","","1"
"Big worries","1995","Berlin","(Married) couple without C. ","","","","","1"
"Big worries","1995","Berlin","Single parent ","2","","","","1"
"Big worries","1995","Berlin","Couple + C. LE 16 ","17","","","","1"
"Big worries","1995","Berlin","Couple + C. GT 16 ","2","","","","1"
"Big worries","1995","Berlin","Couple + C. LE and GT 16","3","","","","1"
"Big worries","1995","Brandenburg","1-pers.-HH","","","","","1"
"Big worries","1995","Brandenburg","(Married) couple without C. ","","","","","1"
"Big worries","1995","Brandenburg","Single parent ","","","","","1"
"Big worries","1995","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Big worries","1995","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Big worries","1995","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Big worries","1995","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Big worries","1995","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Big worries","1995","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Big worries","1995","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Big worries","1995","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Big worries","1995","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Big worries","1995","Saxony","1-pers.-HH","","","","","1"
"Big worries","1995","Saxony","(Married) couple without C. ","","","","","1"
"Big worries","1995","Saxony","Single parent ","","","","","1"
"Big worries","1995","Saxony","Couple + C. LE 16 ","","","","","1"
"Big worries","1995","Saxony","Couple + C. GT 16 ","","","","","1"
"Big worries","1995","Saxony","Couple + C. LE and GT 16","","","","","1"
"Big worries","1995","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Big worries","1995","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Big worries","1995","Saxony-Anhalt","Single parent ","","","","","1"
"Big worries","1995","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Big worries","1995","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Big worries","1995","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Big worries","1995","Thuringia","1-pers.-HH","","","","","1"
"Big worries","1995","Thuringia","(Married) couple without C. ","","","","","1"
"Big worries","1995","Thuringia","Single parent ","","","","","1"
"Big worries","1995","Thuringia","Couple + C. LE 16 ","","","","","1"
"Big worries","1995","Thuringia","Couple + C. GT 16 ","","","","","1"
"Big worries","1995","Thuringia","Couple + C. LE and GT 16","","","","","1"
"No worries","1995","Hamburg","Couple + C. GT 16 ","1","","","","3"
"No worries","1995","Hamburg","Single parent ","","","","","3"
"No worries","1995","Hamburg","Couple + C. LE 16 ","1","","","","3"
"No worries","1995","Bremen","Couple + C. GT 16 ","","","","","3"
"No worries","1995","Hamburg","Couple + C. LE and GT 16","","","","","3"
"No worries","1995","Lower Saxony","1-pers.-HH","","","","","3"
"No worries","1995","Hesse","Couple + C. LE 16 ","10","","","","3"
"No worries","1995","Bremen","Couple + C. LE and GT 16","","","","","3"
"No worries","1995","North Rhine-Westphalia","1-pers.-HH","4","","","","3"
"No worries","1995","Rhineland-Palatinate,Saarland","(Married) couple without C. ","4","","","","3"
"No worries","1995","Hesse","Couple + C. GT 16 ","5","","","","3"
"No worries","1995","Hesse","Couple + C. LE and GT 16","2","","","","3"
"No worries","1995","Baden-Württemberg","Couple + C. LE 16 ","18","","","","3"
"No worries","1995","Baden-Württemberg","Couple + C. GT 16 ","30","0.131333041585894","0.0783301645247743","0.184335918647013","3"
"No worries","1995","Rhineland-Palatinate,Saarland","1-pers.-HH","1","","","","3"
"No worries","1995","Bavaria","1-pers.-HH","1","","","","3"
"No worries","1995","Bavaria","(Married) couple without C. ","18","","","","3"
"No worries","1995","Bavaria","Single parent ","2","","","","3"
"No worries","1995","Baden-Württemberg","Couple + C. LE and GT 16","7","","","","3"
"No worries","1995","Hamburg","(Married) couple without C. ","","","","","3"
"No worries","1995","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","3"
"No worries","1995","Schleswig-Holstein","Couple + C. GT 16 ","","","","","3"
"No worries","1995","Hamburg","1-pers.-HH","3","","","","3"
"No worries","1995","Lower Saxony","(Married) couple without C. ","3","","","","3"
"No worries","1995","Baden-Württemberg","Single parent ","3","","","","3"
"No worries","1995","Schleswig-Holstein","1-pers.-HH","","","","","3"
"No worries","1995","Schleswig-Holstein","(Married) couple without C. ","","","","","3"
"No worries","1995","Schleswig-Holstein","Single parent ","","","","","3"
"No worries","1995","Schleswig-Holstein","Couple + C. LE 16 ","","","","","3"
"No worries","1995","Lower Saxony","Single parent ","2","","","","3"
"No worries","1995","Lower Saxony","Couple + C. LE 16 ","1","","","","3"
"No worries","1995","Lower Saxony","Couple + C. GT 16 ","3","","","","3"
"No worries","1995","Lower Saxony","Couple + C. LE and GT 16","2","","","","3"
"No worries","1995","Bremen","1-pers.-HH","","","","","3"
"No worries","1995","Bremen","(Married) couple without C. ","","","","","3"
"No worries","1995","Bremen","Single parent ","","","","","3"
"No worries","1995","Bremen","Couple + C. LE 16 ","","","","","3"
"No worries","1995","North Rhine-Westphalia","(Married) couple without C. ","8","","","","3"
"No worries","1995","North Rhine-Westphalia","Single parent ","1","","","","3"
"No worries","1995","North Rhine-Westphalia","Couple + C. LE 16 ","13","","","","3"
"No worries","1995","North Rhine-Westphalia","Couple + C. GT 16 ","20","","","","3"
"No worries","1995","North Rhine-Westphalia","Couple + C. LE and GT 16","9","","","","3"
"No worries","1995","Hesse","1-pers.-HH","4","","","","3"
"No worries","1995","Hesse","(Married) couple without C. ","9","","","","3"
"No worries","1995","Hesse","Single parent ","","","","","3"
"No worries","1995","Rhineland-Palatinate,Saarland","Single parent ","","","","","3"
"No worries","1995","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","2","","","","3"
"No worries","1995","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","2","","","","3"
"No worries","1995","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","1","","","","3"
"No worries","1995","Baden-Württemberg","1-pers.-HH","5","","","","3"
"No worries","1995","Baden-Württemberg","(Married) couple without C. ","14","","","","3"
"No worries","1995","Bavaria","Couple + C. LE 16 ","12","","","","3"
"No worries","1995","Bavaria","Couple + C. GT 16 ","13","","","","3"
"No worries","1995","Bavaria","Couple + C. LE and GT 16","3","","","","3"
"No worries","1995","Berlin","1-pers.-HH","","","","","3"
"No worries","1995","Berlin","(Married) couple without C. ","2","","","","3"
"No worries","1995","Berlin","Single parent ","1","","","","3"
"No worries","1995","Berlin","Couple + C. LE 16 ","3","","","","3"
"No worries","1995","Berlin","Couple + C. GT 16 ","4","","","","3"
"No worries","1995","Berlin","Couple + C. LE and GT 16","","","","","3"
"No worries","1995","Brandenburg","1-pers.-HH","","","","","3"
"No worries","1995","Brandenburg","(Married) couple without C. ","","","","","3"
"No worries","1995","Brandenburg","Single parent ","","","","","3"
"No worries","1995","Brandenburg","Couple + C. LE 16 ","","","","","3"
"No worries","1995","Brandenburg","Couple + C. GT 16 ","","","","","3"
"No worries","1995","Brandenburg","Couple + C. LE and GT 16","","","","","3"
"No worries","1995","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","3"
"No worries","1995","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","3"
"No worries","1995","Mecklenburg-Western Pomerania","Single parent ","","","","","3"
"No worries","1995","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","3"
"No worries","1995","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","3"
"No worries","1995","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","3"
"No worries","1995","Saxony","1-pers.-HH","","","","","3"
"No worries","1995","Saxony","(Married) couple without C. ","","","","","3"
"No worries","1995","Saxony","Single parent ","","","","","3"
"No worries","1995","Saxony","Couple + C. LE 16 ","","","","","3"
"No worries","1995","Saxony","Couple + C. GT 16 ","","","","","3"
"No worries","1995","Saxony","Couple + C. LE and GT 16","","","","","3"
"No worries","1995","Saxony-Anhalt","1-pers.-HH","","","","","3"
"No worries","1995","Saxony-Anhalt","(Married) couple without C. ","","","","","3"
"No worries","1995","Saxony-Anhalt","Single parent ","","","","","3"
"No worries","1995","Saxony-Anhalt","Couple + C. LE 16 ","","","","","3"
"No worries","1995","Saxony-Anhalt","Couple + C. GT 16 ","","","","","3"
"No worries","1995","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","3"
"No worries","1995","Thuringia","1-pers.-HH","","","","","3"
"No worries","1995","Thuringia","(Married) couple without C. ","","","","","3"
"No worries","1995","Thuringia","Single parent ","","","","","3"
"No worries","1995","Thuringia","Couple + C. LE 16 ","","","","","3"
"No worries","1995","Thuringia","Couple + C. GT 16 ","","","","","3"
"No worries","1995","Thuringia","Couple + C. LE and GT 16","","","","","3"
"Some worries","1995","Brandenburg","(Married) couple without C. ","","","","","2"
"Some worries","1995","Saxony","Single parent ","","","","","2"
"Some worries","1995","Baden-Württemberg","Couple + C. LE and GT 16","38","0.331398057195174","0.235211811580125","0.427584302810222","2"
"Some worries","1995","Brandenburg","1-pers.-HH","","","","","2"
"Some worries","1995","Saxony","(Married) couple without C. ","","","","","2"
"Some worries","1995","Berlin","Couple + C. LE and GT 16","3","","","","2"
"Some worries","1995","Saxony","1-pers.-HH","","","","","2"
"Some worries","1995","Hamburg","Single parent ","","","","","2"
"Some worries","1995","Hamburg","Couple + C. LE 16 ","7","","","","2"
"Some worries","1995","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"Some worries","1995","Saxony","Couple + C. LE 16 ","","","","","2"
"Some worries","1995","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"Some worries","1995","Thuringia","1-pers.-HH","","","","","2"
"Some worries","1995","Thuringia","Single parent ","","","","","2"
"Some worries","1995","Thuringia","Couple + C. LE 16 ","","","","","2"
"Some worries","1995","Thuringia","Couple + C. GT 16 ","","","","","2"
"Some worries","1995","Thuringia","(Married) couple without C. ","","","","","2"
"Some worries","1995","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Some worries","1995","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"Some worries","1995","Baden-Württemberg","Couple + C. GT 16 ","62","0.417396693911438","0.340013479361592","0.494779908461283","2"
"Some worries","1995","Berlin","Couple + C. GT 16 ","8","","","","2"
"Some worries","1995","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"Some worries","1995","Schleswig-Holstein","1-pers.-HH","","","","","2"
"Some worries","1995","Schleswig-Holstein","(Married) couple without C. ","","","","","2"
"Some worries","1995","Schleswig-Holstein","Single parent ","","","","","2"
"Some worries","1995","Schleswig-Holstein","Couple + C. LE 16 ","4","","","","2"
"Some worries","1995","Schleswig-Holstein","Couple + C. GT 16 ","3","","","","2"
"Some worries","1995","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","2"
"Some worries","1995","Hamburg","1-pers.-HH","","","","","2"
"Some worries","1995","Hamburg","(Married) couple without C. ","7","","","","2"
"Some worries","1995","Hamburg","Couple + C. GT 16 ","3","","","","2"
"Some worries","1995","Hamburg","Couple + C. LE and GT 16","","","","","2"
"Some worries","1995","Lower Saxony","1-pers.-HH","6","","","","2"
"Some worries","1995","Lower Saxony","(Married) couple without C. ","5","","","","2"
"Some worries","1995","Lower Saxony","Single parent ","","","","","2"
"Some worries","1995","Lower Saxony","Couple + C. LE 16 ","13","","","","2"
"Some worries","1995","Lower Saxony","Couple + C. GT 16 ","14","","","","2"
"Some worries","1995","Lower Saxony","Couple + C. LE and GT 16","18","","","","2"
"Some worries","1995","Bremen","1-pers.-HH","1","","","","2"
"Some worries","1995","Bremen","(Married) couple without C. ","","","","","2"
"Some worries","1995","Bremen","Couple + C. GT 16 ","","","","","2"
"Some worries","1995","Bremen","Couple + C. LE and GT 16","","","","","2"
"Some worries","1995","North Rhine-Westphalia","1-pers.-HH","6","","","","2"
"Some worries","1995","North Rhine-Westphalia","(Married) couple without C. ","31","0.321533672732991","0.229529426107179","0.413537919358803","2"
"Some worries","1995","North Rhine-Westphalia","Single parent ","10","","","","2"
"Some worries","1995","North Rhine-Westphalia","Couple + C. LE 16 ","39","0.306927908774686","0.223710443584096","0.390145373965276","2"
"Some worries","1995","North Rhine-Westphalia","Couple + C. GT 16 ","48","0.35304899227301","0.268930702691357","0.437167281854663","2"
"Some worries","1995","North Rhine-Westphalia","Couple + C. LE and GT 16","41","0.342639673042102","0.248676944051531","0.436602402032673","2"
"Some worries","1995","Hesse","1-pers.-HH","5","","","","2"
"Some worries","1995","Hesse","(Married) couple without C. ","13","","","","2"
"Some worries","1995","Hesse","Single parent ","6","","","","2"
"Some worries","1995","Hesse","Couple + C. LE 16 ","48","0.481249851269579","0.36964909189955","0.592850610639609","2"
"Some worries","1995","Hesse","Couple + C. GT 16 ","25","","","","2"
"Some worries","1995","Hesse","Couple + C. LE and GT 16","22","","","","2"
"Some worries","1995","Rhineland-Palatinate,Saarland","1-pers.-HH","2","","","","2"
"Some worries","1995","Rhineland-Palatinate,Saarland","(Married) couple without C. ","7","","","","2"
"Some worries","1995","Rhineland-Palatinate,Saarland","Single parent ","2","","","","2"
"Some worries","1995","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","15","","","","2"
"Some worries","1995","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","5","","","","2"
"Some worries","1995","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","9","","","","2"
"Some worries","1995","Baden-Württemberg","1-pers.-HH","14","","","","2"
"Some worries","1995","Baden-Württemberg","(Married) couple without C. ","34","0.50035885747145","0.378807082464601","0.621910632478299","2"
"Some worries","1995","Baden-Württemberg","Single parent ","11","","","","2"
"Some worries","1995","Baden-Württemberg","Couple + C. LE 16 ","71","0.413671227063655","0.335377934429723","0.491964519697588","2"
"Some worries","1995","Bavaria","1-pers.-HH","12","","","","2"
"Some worries","1995","Bavaria","(Married) couple without C. ","24","","","","2"
"Some worries","1995","Bavaria","Single parent ","3","","","","2"
"Some worries","1995","Bavaria","Couple + C. LE 16 ","43","0.502405940906181","0.386104821980996","0.618707059831367","2"
"Some worries","1995","Bavaria","Couple + C. GT 16 ","37","0.482559650643312","0.36793122981877","0.597188071467854","2"
"Some worries","1995","Bavaria","Couple + C. LE and GT 16","15","","","","2"
"Some worries","1995","Berlin","1-pers.-HH","2","","","","2"
"Some worries","1995","Berlin","(Married) couple without C. ","","","","","2"
"Some worries","1995","Berlin","Single parent ","1","","","","2"
"Some worries","1995","Berlin","Couple + C. LE 16 ","7","","","","2"
"Some worries","1995","Brandenburg","Single parent ","","","","","2"
"Some worries","1995","Brandenburg","Couple + C. LE 16 ","","","","","2"
"Some worries","1995","Brandenburg","Couple + C. GT 16 ","","","","","2"
"Some worries","1995","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"Some worries","1995","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"Some worries","1995","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"Some worries","1995","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"Some worries","1995","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"Some worries","1995","Saxony","Couple + C. GT 16 ","","","","","2"
"Some worries","1995","Saxony","Couple + C. LE and GT 16","","","","","2"
"Some worries","1995","Saxony-Anhalt","1-pers.-HH","","","","","2"
"Some worries","1995","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"Some worries","1995","Saxony-Anhalt","Single parent ","","","","","2"
"Some worries","1995","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"Some worries","1995","Bremen","Single parent ","","","","","2"
"Some worries","1995","Bremen","Couple + C. LE 16 ","","","","","2"
"Big worries","1996","Hamburg","Single parent ","","","","","1"
"Big worries","1996","Hamburg","Couple + C. LE 16 ","5","","","","1"
"Big worries","1996","Hamburg","Couple + C. GT 16 ","5","","","","1"
"Big worries","1996","Hamburg","Couple + C. LE and GT 16","4","","","","1"
"Big worries","1996","Lower Saxony","1-pers.-HH","32","0.27968948174678","0.198009234857697","0.361369728635864","1"
"Big worries","1996","Lower Saxony","(Married) couple without C. ","98","0.343460250527668","0.28963559604986","0.397284905005477","1"
"Big worries","1996","Lower Saxony","Single parent ","16","","","","1"
"Big worries","1996","Lower Saxony","Couple + C. LE 16 ","66","0.283748289099869","0.2253594538688","0.342137124330937","1"
"Big worries","1996","Schleswig-Holstein","1-pers.-HH","13","","","","1"
"Big worries","1996","Schleswig-Holstein","(Married) couple without C. ","32","0.407647772326735","0.303182683500438","0.512112861153032","1"
"Big worries","1996","Schleswig-Holstein","Single parent ","1","","","","1"
"Big worries","1996","Schleswig-Holstein","Couple + C. LE 16 ","18","","","","1"
"Big worries","1996","Schleswig-Holstein","Couple + C. GT 16 ","17","","","","1"
"Big worries","1996","Schleswig-Holstein","Couple + C. LE and GT 16","3","","","","1"
"Big worries","1996","Hamburg","1-pers.-HH","13","","","","1"
"Big worries","1996","Hamburg","(Married) couple without C. ","6","","","","1"
"Big worries","1996","Lower Saxony","Couple + C. GT 16 ","57","0.372859948685789","0.300593118821613","0.445126778549964","1"
"Big worries","1996","Lower Saxony","Couple + C. LE and GT 16","29","","","","1"
"Big worries","1996","Bremen","1-pers.-HH","8","","","","1"
"Big worries","1996","Bremen","(Married) couple without C. ","10","","","","1"
"Big worries","1996","Bremen","Single parent ","2","","","","1"
"Big worries","1996","Bremen","Couple + C. LE 16 ","6","","","","1"
"Big worries","1996","Bremen","Couple + C. GT 16 ","12","","","","1"
"Big worries","1996","Bremen","Couple + C. LE and GT 16","","","","","1"
"Big worries","1996","North Rhine-Westphalia","1-pers.-HH","96","0.344188775137748","0.289788379885434","0.398589170390061","1"
"Big worries","1996","North Rhine-Westphalia","(Married) couple without C. ","201","0.278684511577522","0.243948724085008","0.313420299070036","1"
"Big worries","1996","North Rhine-Westphalia","Single parent ","39","0.298335960537147","0.222817009854926","0.373854911219367","1"
"Big worries","1996","North Rhine-Westphalia","Couple + C. LE 16 ","172","0.260101988059823","0.225029334848988","0.295174641270658","1"
"Big worries","1996","North Rhine-Westphalia","Couple + C. GT 16 ","139","0.274787222533438","0.234299752313865","0.315274692753011","1"
"Big worries","1996","North Rhine-Westphalia","Couple + C. LE and GT 16","94","0.307946821022734","0.252047691894854","0.363845950150614","1"
"Big worries","1996","Hesse","1-pers.-HH","27","","","","1"
"Big worries","1996","Hesse","(Married) couple without C. ","85","0.265693169493121","0.214322183696371","0.317064155289872","1"
"Big worries","1996","Hesse","Single parent ","9","","","","1"
"Big worries","1996","Hesse","Couple + C. LE 16 ","70","0.330120174225342","0.266967350831652","0.393272997619031","1"
"Big worries","1996","Hesse","Couple + C. GT 16 ","53","0.3103209137778","0.239517333643404","0.381124493912196","1"
"Big worries","1996","Hesse","Couple + C. LE and GT 16","13","","","","1"
"Big worries","1996","Rhineland-Palatinate,Saarland","1-pers.-HH","17","","","","1"
"Big worries","1996","Rhineland-Palatinate,Saarland","(Married) couple without C. ","65","0.316654109110732","0.251027148047081","0.382281070174384","1"
"Big worries","1996","Rhineland-Palatinate,Saarland","Single parent ","11","","","","1"
"Big worries","1996","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","39","0.20793514173081","0.147108427824659","0.268761855636962","1"
"Big worries","1996","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","29","","","","1"
"Big worries","1996","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","13","","","","1"
"Big worries","1996","Baden-Württemberg","1-pers.-HH","49","0.22891156796309","0.167191832800026","0.290631303126153","1"
"Big worries","1996","Baden-Württemberg","(Married) couple without C. ","116","0.278709606038429","0.23509659040484","0.322322621672017","1"
"Big worries","1996","Baden-Württemberg","Single parent ","23","","","","1"
"Big worries","1996","Baden-Württemberg","Couple + C. LE 16 ","132","0.341799933169194","0.294965536721906","0.388634329616482","1"
"Big worries","1996","Baden-Württemberg","Couple + C. GT 16 ","91","0.267042562864761","0.217793625331597","0.316291500397925","1"
"Big worries","1996","Baden-Württemberg","Couple + C. LE and GT 16","68","0.294896508768203","0.233658714790593","0.356134302745813","1"
"Big worries","1996","Bavaria","1-pers.-HH","56","0.30398222657514","0.239421999962273","0.368542453188006","1"
"Big worries","1996","Bavaria","(Married) couple without C. ","156","0.404194171984411","0.358236456423986","0.450151887544835","1"
"Big worries","1996","Bavaria","Single parent ","28","","","","1"
"Big worries","1996","Bavaria","Couple + C. LE 16 ","125","0.274721752318782","0.231195000549588","0.318248504087976","1"
"Big worries","1996","Bavaria","Couple + C. GT 16 ","91","0.311207572509299","0.259247777230976","0.363167367787621","1"
"Big worries","1996","Bavaria","Couple + C. LE and GT 16","50","0.360448021247391","0.281198293115456","0.439697749379327","1"
"Big worries","1996","Berlin","1-pers.-HH","23","","","","1"
"Big worries","1996","Berlin","(Married) couple without C. ","45","0.327859142401994","0.250375088985887","0.405343195818102","1"
"Big worries","1996","Berlin","Single parent ","12","","","","1"
"Big worries","1996","Berlin","Couple + C. LE 16 ","46","0.340662963549688","0.263522847859563","0.417803079239813","1"
"Big worries","1996","Berlin","Couple + C. GT 16 ","30","0.244538280849895","0.149758826517767","0.339317735182024","1"
"Big worries","1996","Berlin","Couple + C. LE and GT 16","4","","","","1"
"Big worries","1996","Brandenburg","1-pers.-HH","16","","","","1"
"Big worries","1996","Brandenburg","(Married) couple without C. ","37","0.230838835153114","0.166931167686035","0.294746502620194","1"
"Big worries","1996","Brandenburg","Single parent ","13","","","","1"
"Big worries","1996","Brandenburg","Couple + C. LE 16 ","30","0.29480565183195","0.20920892532662","0.380402378337281","1"
"Big worries","1996","Brandenburg","Couple + C. GT 16 ","27","","","","1"
"Big worries","1996","Brandenburg","Couple + C. LE and GT 16","17","","","","1"
"Big worries","1996","Mecklenburg-Western Pomerania","1-pers.-HH","10","","","","1"
"Big worries","1996","Mecklenburg-Western Pomerania","(Married) couple without C. ","22","","","","1"
"Big worries","1996","Mecklenburg-Western Pomerania","Single parent ","3","","","","1"
"Big worries","1996","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","18","","","","1"
"Big worries","1996","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","24","","","","1"
"Big worries","1996","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","14","","","","1"
"Big worries","1996","Saxony","1-pers.-HH","19","","","","1"
"Big worries","1996","Saxony","(Married) couple without C. ","95","0.290622339580713","0.241484685313287","0.33975999384814","1"
"Big worries","1996","Saxony","Single parent ","12","","","","1"
"Big worries","1996","Saxony","Couple + C. LE 16 ","53","0.231837070589064","0.179836759339204","0.283837381838925","1"
"Big worries","1996","Saxony","Couple + C. GT 16 ","53","0.297017668940525","0.232383700168844","0.361651637712206","1"
"Big worries","1996","Saxony","Couple + C. LE and GT 16","24","","","","1"
"Big worries","1996","Saxony-Anhalt","1-pers.-HH","24","","","","1"
"Big worries","1996","Saxony-Anhalt","(Married) couple without C. ","60","0.280530557993931","0.21731215941537","0.343748956572492","1"
"Big worries","1996","Saxony-Anhalt","Single parent ","5","","","","1"
