"plj0047","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No worries","2014","Saxony","Single parent ","33","0.274701669975555","0.195495837252541","0.353907502698569","3"
"No worries","2014","Saxony","Couple + C. LE 16 ","87","0.203077481699693","0.162893158310806","0.243261805088581","3"
"No worries","2014","Saxony","Couple + C. GT 16 ","38","0.253600191370406","0.188580573055128","0.318619809685684","3"
"No worries","2014","Saxony","Couple + C. LE and GT 16","19","","","","3"
"No worries","2014","Saxony-Anhalt","1-pers.-HH","36","0.222380730716654","0.157125117491421","0.287636343941886","3"
"No worries","2014","Saxony-Anhalt","(Married) couple without C. ","65","0.259347186342101","0.213233327855565","0.305461044828638","3"
"No worries","2014","Saxony-Anhalt","Single parent ","25","","","","3"
"No worries","2014","Saxony-Anhalt","Couple + C. LE 16 ","49","0.283754761446199","0.219140298258463","0.348369224633936","3"
"No worries","2014","Saxony-Anhalt","Couple + C. GT 16 ","17","","","","3"
"No worries","2014","Saxony-Anhalt","Couple + C. LE and GT 16","20","","","","3"
"No worries","2014","Thuringia","1-pers.-HH","44","0.330357430688979","0.256785554429898","0.403929306948059","3"
"No worries","2014","Thuringia","(Married) couple without C. ","106","0.281339101197574","0.23347330384023","0.329204898554918","3"
"No worries","2014","Thuringia","Single parent ","24","","","","3"
"No worries","2014","Thuringia","Couple + C. LE 16 ","48","0.271726839926877","0.212539115172155","0.330914564681599","3"
"No worries","2014","Thuringia","Couple + C. GT 16 ","33","0.250482735398582","0.176566329001796","0.324399141795368","3"
"No worries","2014","Thuringia","Couple + C. LE and GT 16","10","","","","3"
"Some worries","2014","Hamburg","Single parent ","24","","","","2"
"Some worries","2014","Hamburg","Couple + C. LE 16 ","57","0.458319869810179","0.36520746485732","0.551432274763038","2"
"Some worries","2014","Hamburg","Couple + C. GT 16 ","23","","","","2"
"Some worries","2014","Hamburg","Couple + C. LE and GT 16","19","","","","2"
"Some worries","2014","Lower Saxony","1-pers.-HH","161","0.582027429268352","0.524664075015765","0.639390783520938","2"
"Some worries","2014","Lower Saxony","(Married) couple without C. ","447","0.566037240325023","0.531210965235638","0.600863515414409","2"
"Some worries","2014","Bremen","Single parent ","15","","","","2"
"Some worries","2014","Bremen","Couple + C. LE 16 ","23","","","","2"
"Some worries","2014","Bremen","Couple + C. GT 16 ","14","","","","2"
"Some worries","2014","Bremen","Couple + C. LE and GT 16","15","","","","2"
"Some worries","2014","North Rhine-Westphalia","1-pers.-HH","364","0.561730356598946","0.523438812805151","0.600021900392742","2"
"Some worries","2014","North Rhine-Westphalia","(Married) couple without C. ","837","0.568910456029064","0.544063309181104","0.593757602877024","2"
"Some worries","2014","North Rhine-Westphalia","Single parent ","272","0.55130594198176","0.509042606355817","0.593569277607704","2"
"Some worries","2014","North Rhine-Westphalia","Couple + C. LE 16 ","846","0.595328845605703","0.570448461436864","0.620209229774542","2"
"Some worries","2014","Hesse","Single parent ","85","0.490260467831534","0.415113540760297","0.565407394902771","2"
"Some worries","2014","Hesse","Couple + C. LE 16 ","269","0.537661243322398","0.493011923154374","0.582310563490421","2"
"Some worries","2014","Hesse","Couple + C. GT 16 ","104","0.405538794557847","0.338812902988408","0.472264686127286","2"
"Some worries","2014","Hesse","Couple + C. LE and GT 16","95","0.437276037835254","0.364403543706691","0.510148531963817","2"
"Some worries","2014","Rhineland-Palatinate,Saarland","1-pers.-HH","121","0.466480631490924","0.403100736422058","0.529860526559789","2"
"Some worries","2014","Rhineland-Palatinate,Saarland","(Married) couple without C. ","237","0.588711519606072","0.542417193551251","0.635005845660892","2"
"Some worries","2014","Rhineland-Palatinate,Saarland","Single parent ","87","0.495935436795866","0.416451027463772","0.57541984612796","2"
"Some worries","2014","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","226","0.554814813644711","0.506050061672351","0.60357956561707","2"
"Some worries","2014","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","88","0.645355423104414","0.566668953149628","0.724041893059199","2"
"Some worries","2014","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","89","0.554884334925022","0.474817086317536","0.634951583532508","2"
"Some worries","2014","Baden-Württemberg","Single parent ","120","0.562758360748988","0.496910513822978","0.628606207674998","2"
"Some worries","2014","Baden-Württemberg","Couple + C. LE 16 ","485","0.524776694623729","0.49275009812867","0.556803291118787","2"
"Some worries","2014","Baden-Württemberg","Couple + C. GT 16 ","210","0.495555738397868","0.446921970031748","0.544189506763989","2"
"Some worries","2014","Baden-Württemberg","Couple + C. LE and GT 16","168","0.493985161984015","0.43971290670857","0.548257417259461","2"
"Some worries","2014","Bavaria","1-pers.-HH","318","0.548890320668287","0.508004208396556","0.589776432940018","2"
"Some worries","2014","Bavaria","(Married) couple without C. ","687","0.540647406750312","0.512751980349602","0.568542833151022","2"
"Some worries","2014","Bavaria","Single parent ","200","0.485553356226978","0.436327968295674","0.534778744158282","2"
"Some worries","2014","Bavaria","Couple + C. LE 16 ","645","0.56768881503448","0.539044299498412","0.596333330570549","2"
"Some worries","2014","Bavaria","Couple + C. GT 16 ","293","0.611517390716474","0.569340010021079","0.653694771411868","2"
"Some worries","2014","Bavaria","Couple + C. LE and GT 16","229","0.624241172249783","0.575925810054124","0.672556534445441","2"
"Some worries","2014","Berlin","1-pers.-HH","137","0.644516342711781","0.582248768180468","0.706783917243093","2"
"Some worries","2014","Berlin","(Married) couple without C. ","177","0.593415781967198","0.539597738326737","0.64723382560766","2"
"Some worries","2014","Berlin","Single parent ","59","0.638860951192384","0.545185067021199","0.73253683536357","2"
"Some worries","2014","Berlin","Couple + C. LE 16 ","127","0.586657471740096","0.520055698444459","0.653259245035733","2"
"Some worries","2014","Berlin","Couple + C. GT 16 ","33","0.470474547992656","0.347223873983819","0.593725222001493","2"
"Some worries","2014","Berlin","Couple + C. LE and GT 16","25","","","","2"
"Some worries","2014","Brandenburg","1-pers.-HH","79","0.454755277449279","0.375332654320799","0.53417790057776","2"
"Some worries","2014","Brandenburg","(Married) couple without C. ","267","0.707944795010054","0.663439869697453","0.752449720322656","2"
"Some worries","2014","Brandenburg","Single parent ","48","0.453995544796083","0.355422325159129","0.552568764433036","2"
"Some worries","2014","Brandenburg","Couple + C. LE 16 ","123","0.664294305134443","0.60087552146624","0.727713088802647","2"
"Some worries","2014","Brandenburg","Couple + C. GT 16 ","47","0.524408795401762","0.415651732050116","0.633165858753408","2"
"Some worries","2014","Brandenburg","Couple + C. LE and GT 16","32","0.695547793990663","0.5750227971142","0.816072790867126","2"
"Some worries","2014","Mecklenburg-Western Pomerania","1-pers.-HH","56","0.551374355490238","0.454378599271514","0.648370111708962","2"
"Some worries","2014","Mecklenburg-Western Pomerania","(Married) couple without C. ","127","0.567164487824943","0.500936003066446","0.633392972583439","2"
"Some worries","2014","Mecklenburg-Western Pomerania","Single parent ","25","","","","2"
"Some worries","2014","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","61","0.542592514197783","0.451540888650888","0.633644139744678","2"
"Some worries","2014","Schleswig-Holstein","1-pers.-HH","79","0.581159312822695","0.498844009977629","0.663474615667761","2"
"Some worries","2014","Schleswig-Holstein","(Married) couple without C. ","148","0.603308511821657","0.544071435896456","0.662545587746858","2"
"Some worries","2014","Schleswig-Holstein","Single parent ","51","0.578273125359874","0.475675990898445","0.680870259821302","2"
"Some worries","2014","Schleswig-Holstein","Couple + C. LE 16 ","155","0.617758604719537","0.557762081874761","0.677755127564313","2"
"Some worries","2014","Schleswig-Holstein","Couple + C. GT 16 ","53","0.583412040738128","0.481560433423337","0.68526364805292","2"
"Some worries","2014","Schleswig-Holstein","Couple + C. LE and GT 16","31","0.618854654858005","0.492773463392474","0.744935846323535","2"
"Some worries","2014","Hamburg","1-pers.-HH","35","0.47680854467941","0.3589595500988","0.59465753926002","2"
"Some worries","2014","Hamburg","(Married) couple without C. ","77","0.563728344080427","0.479446174728455","0.648010513432399","2"
"Some worries","2014","Lower Saxony","Single parent ","146","0.508084136257206","0.446481249752015","0.569687022762397","2"
"Some worries","2014","Lower Saxony","Couple + C. LE 16 ","366","0.567217685748163","0.52889197555749","0.605543395938835","2"
"Some worries","2014","Lower Saxony","Couple + C. GT 16 ","152","0.556077832245736","0.499090559566928","0.613065104924545","2"
"Some worries","2014","Lower Saxony","Couple + C. LE and GT 16","128","0.558255108728369","0.498008867247072","0.618501350209665","2"
"Some worries","2014","Bremen","1-pers.-HH","17","","","","2"
"Some worries","2014","Bremen","(Married) couple without C. ","31","0.761433390333241","0.636906649337598","0.885960131328885","2"
"Some worries","2014","North Rhine-Westphalia","Couple + C. GT 16 ","392","0.54454061406099","0.509296193446523","0.579785034675457","2"
"Some worries","2014","North Rhine-Westphalia","Couple + C. LE and GT 16","244","0.486044263561453","0.441285188421325","0.53080333870158","2"
"Some worries","2014","Hesse","1-pers.-HH","125","0.509279763125921","0.445363797625515","0.573195728626327","2"
"Some worries","2014","Hesse","(Married) couple without C. ","292","0.561429326569464","0.518983423261216","0.603875229877712","2"
"Some worries","2014","Baden-Württemberg","1-pers.-HH","218","0.556985976294934","0.507302343162933","0.606669609426934","2"
"Some worries","2014","Baden-Württemberg","(Married) couple without C. ","472","0.563795543766314","0.53015904979521","0.597432037737417","2"
"Some worries","2014","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","16","","","","2"
"Some worries","2014","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","16","","","","2"
"Some worries","2014","Saxony","1-pers.-HH","137","0.543767252346166","0.482148772142156","0.605385732550176","2"
"Some worries","2014","Saxony","(Married) couple without C. ","343","0.568962060390978","0.528763248575885","0.60916087220607","2"
"Some worries","2014","Saxony","Single parent ","64","0.514739882360549","0.426055042787253","0.603424721933845","2"
"Some worries","2014","Saxony","Couple + C. LE 16 ","231","0.564511911672822","0.514984866122539","0.614038957223104","2"
"Some worries","2014","Saxony","Couple + C. GT 16 ","89","0.470503126945365","0.39591034157243","0.545095912318299","2"
"Some worries","2014","Saxony","Couple + C. LE and GT 16","55","0.713473188836058","0.619006603563265","0.807939774108851","2"
"Some worries","2014","Saxony-Anhalt","1-pers.-HH","80","0.509912429734903","0.43146649629679","0.588358363173016","2"
"Some worries","2014","Saxony-Anhalt","(Married) couple without C. ","202","0.546231409633717","0.493848586120067","0.598614233147367","2"
"Some worries","2014","Saxony-Anhalt","Single parent ","44","0.417118843790569","0.311039956024318","0.523197731556821","2"
"Some worries","2014","Saxony-Anhalt","Couple + C. GT 16 ","45","0.471144092704756","0.369144195908913","0.573143989500599","2"
"Some worries","2014","Saxony-Anhalt","Couple + C. LE and GT 16","23","","","","2"
"Some worries","2014","Thuringia","1-pers.-HH","72","0.427797183380042","0.350405869307171","0.505188497452914","2"
"Some worries","2014","Thuringia","(Married) couple without C. ","160","0.449794552839255","0.396838234938548","0.502750870739962","2"
"Some worries","2014","Thuringia","Single parent ","37","0.389601890796345","0.278492862641133","0.500710918951558","2"
"Some worries","2014","Thuringia","Couple + C. LE 16 ","132","0.569012466204543","0.503123685786836","0.634901246622251","2"
"Some worries","2014","Thuringia","Couple + C. GT 16 ","75","0.575927366495801","0.491620080891444","0.660234652100157","2"
"Some worries","2014","Thuringia","Couple + C. LE and GT 16","39","0.588152153369545","0.464643775162009","0.71166053157708","2"
"Some worries","2014","Saxony-Anhalt","Couple + C. LE 16 ","104","0.549652550293648","0.47834339938011","0.620961701207186","2"
"Big worries","2015","Schleswig-Holstein","1-pers.-HH","48","0.312673755464201","0.235606859107485","0.389740651820917","1"
"Big worries","2015","Schleswig-Holstein","(Married) couple without C. ","87","0.391991249658872","0.330482980089388","0.453499519228355","1"
"Big worries","2015","Schleswig-Holstein","Single parent ","43","0.384211884893816","0.2864009664125","0.482022803375131","1"
"Big worries","2015","Schleswig-Holstein","Couple + C. LE 16 ","82","0.30777369221744","0.250211223447575","0.365336160987304","1"
"Big worries","2015","Schleswig-Holstein","Couple + C. GT 16 ","37","0.352613726587859","0.258969837548446","0.446257615627272","1"
"Big worries","2015","Schleswig-Holstein","Couple + C. LE and GT 16","16","","","","1"
"Big worries","2015","Hamburg","1-pers.-HH","23","","","","1"
"Big worries","2015","Hamburg","(Married) couple without C. ","37","0.30534365068834","0.22850353686995","0.382183764506731","1"
"Big worries","2015","Hamburg","Single parent ","21","","","","1"
"Big worries","2015","Hamburg","Couple + C. LE 16 ","36","0.469431786313872","0.377819752237536","0.561043820390208","1"
"Big worries","2015","Hamburg","Couple + C. GT 16 ","12","","","","1"
"Big worries","2015","Hamburg","Couple + C. LE and GT 16","12","","","","1"
"Big worries","2015","Lower Saxony","1-pers.-HH","108","0.34343276545338","0.290228329401879","0.396637201504881","1"
"Big worries","2015","Lower Saxony","(Married) couple without C. ","254","0.321745521234856","0.288835345536591","0.354655696933121","1"
"Big worries","2015","Lower Saxony","Single parent ","99","0.408868203421964","0.348995062984723","0.468741343859206","1"
"Big worries","2015","Lower Saxony","Couple + C. LE 16 ","183","0.282672864882122","0.248292848934273","0.31705288082997","1"
"Big worries","2015","Lower Saxony","Couple + C. GT 16 ","81","0.302727361610252","0.246988898839123","0.358465824381381","1"
"Big worries","2015","Lower Saxony","Couple + C. LE and GT 16","95","0.287065146565769","0.231539559689511","0.342590733442028","1"
"Big worries","2015","Bremen","1-pers.-HH","12","","","","1"
"Big worries","2015","Bremen","(Married) couple without C. ","12","","","","1"
"Big worries","2015","Bremen","Single parent ","14","","","","1"
"Big worries","2015","Bremen","Couple + C. LE 16 ","16","","","","1"
"Big worries","2015","Bremen","Couple + C. GT 16 ","7","","","","1"
"Big worries","2015","Bremen","Couple + C. LE and GT 16","12","","","","1"
"Big worries","2015","North Rhine-Westphalia","1-pers.-HH","263","0.379647337617674","0.342982474882563","0.416312200352784","1"
"Big worries","2015","North Rhine-Westphalia","(Married) couple without C. ","629","0.431200748852649","0.405935465488494","0.456466032216803","1"
"Big worries","2015","North Rhine-Westphalia","Single parent ","208","0.401898882375061","0.359513877471662","0.444283887278461","1"
"Big worries","2015","North Rhine-Westphalia","Couple + C. LE 16 ","481","0.281928051560337","0.259082161506931","0.304773941613742","1"
"Big worries","2015","North Rhine-Westphalia","Couple + C. GT 16 ","282","0.374479502175831","0.339466055894566","0.409492948457097","1"
"Big worries","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","173","0.349132335337872","0.307180724861952","0.391083945813792","1"
"Big worries","2015","Hesse","1-pers.-HH","85","0.346839788881691","0.288306146524567","0.405373431238816","1"
"Big worries","2015","Hesse","(Married) couple without C. ","177","0.383240086914539","0.341169076480802","0.425311097348275","1"
"Big worries","2015","Hesse","Single parent ","65","0.356471440242998","0.283829716919984","0.429113163566011","1"
"Big worries","2015","Hesse","Couple + C. LE 16 ","122","0.23536745139409","0.198585291005005","0.272149611783175","1"
"Big worries","2015","Hesse","Couple + C. GT 16 ","65","0.288754687827587","0.225471374682457","0.352038000972718","1"
"Big worries","2015","Hesse","Couple + C. LE and GT 16","53","0.367219032186917","0.291574927520955","0.442863136852879","1"
"Big worries","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","66","0.306292210132488","0.246195578208464","0.366388842056513","1"
"Big worries","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","128","0.303680187303479","0.261794060699578","0.345566313907381","1"
"Big worries","2015","Rhineland-Palatinate,Saarland","Single parent ","43","0.297100643743858","0.223227293907776","0.37097399357994","1"
"Big worries","2015","Baden-Württemberg","Couple + C. GT 16 ","105","0.271846331110671","0.227970758005973","0.315721904215368","1"
"Big worries","2015","Baden-Württemberg","Couple + C. LE and GT 16","87","0.292246286856999","0.242181307764882","0.342311265949116","1"
"Big worries","2015","Bavaria","1-pers.-HH","177","0.287477005051473","0.251050144554093","0.323903865548853","1"
"Big worries","2015","Bavaria","(Married) couple without C. ","362","0.334810517397352","0.308307417115765","0.361313617678939","1"
"Big worries","2015","Bavaria","Single parent ","123","0.270326906177642","0.224764100225461","0.315889712129823","1"
"Big worries","2015","Bavaria","Couple + C. LE 16 ","289","0.263632536426843","0.238156323138665","0.289108749715021","1"
"Big worries","2015","Berlin","Couple + C. LE 16 ","77","0.361421951070455","0.298083679177722","0.424760222963188","1"
"Big worries","2015","Berlin","Couple + C. GT 16 ","19","","","","1"
"Big worries","2015","Berlin","Couple + C. LE and GT 16","16","","","","1"
"Big worries","2015","Brandenburg","1-pers.-HH","38","0.332404091022593","0.25409166027105","0.410716521774136","1"
"Big worries","2015","Brandenburg","(Married) couple without C. ","118","0.357831413405772","0.311260511694316","0.404402315117229","1"
"Big worries","2015","Brandenburg","Single parent ","31","0.259708523810171","0.169120390069054","0.350296657551287","1"
"Big worries","2015","Brandenburg","Couple + C. LE 16 ","59","0.304070092561194","0.240789625561216","0.367350559561173","1"
"Big worries","2015","Brandenburg","Couple + C. GT 16 ","19","","","","1"
"Big worries","2015","Mecklenburg-Western Pomerania","Single parent ","26","","","","1"
"Big worries","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","37","0.217420024473064","0.14267723607941","0.292162812866718","1"
"Big worries","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","6","","","","1"
"Big worries","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","4","","","","1"
"Big worries","2015","Saxony","1-pers.-HH","82","0.348781945273124","0.289226599347154","0.408337291199093","1"
"Big worries","2015","Saxony","(Married) couple without C. ","199","0.356383997255193","0.31650302633511","0.396264968175275","1"
"Big worries","2015","Saxony","Single parent ","42","0.291805499557658","0.211139376058424","0.372471623056892","1"
"Big worries","2015","Saxony","Couple + C. LE 16 ","105","0.344235158776252","0.292817435102909","0.395652882449596","1"
"Big worries","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","82","0.224778124279276","0.182128597891559","0.267427650666992","1"
"Big worries","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","44","0.268914178483483","0.197957464886565","0.339870892080401","1"
"Big worries","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","41","0.34115031339248","0.267689766227941","0.414610860557019","1"
"Big worries","2015","Baden-Württemberg","1-pers.-HH","95","0.258067977629382","0.214130540553881","0.302005414704884","1"
"Big worries","2015","Baden-Württemberg","(Married) couple without C. ","299","0.372041849138536","0.339849668713412","0.404234029563661","1"
"Big worries","2015","Baden-Württemberg","Single parent ","74","0.322434786626531","0.263176971287455","0.381692601965606","1"
"Big worries","2015","Baden-Württemberg","Couple + C. LE 16 ","237","0.254036370915189","0.225830187834436","0.282242553995943","1"
"Big worries","2015","Bavaria","Couple + C. GT 16 ","162","0.25547825503684","0.218418039674519","0.292538470399161","1"
"Big worries","2015","Bavaria","Couple + C. LE and GT 16","125","0.387524932882476","0.339048990560845","0.436000875204106","1"
"Big worries","2015","Berlin","1-pers.-HH","96","0.414464425773828","0.350798882993304","0.478129968554353","1"
"Big worries","2015","Berlin","(Married) couple without C. ","119","0.456893327359417","0.401530549425736","0.512256105293097","1"
"Big worries","2015","Berlin","Single parent ","38","0.349753336360198","0.258968114830035","0.440538557890361","1"
"Big worries","2015","Brandenburg","Couple + C. LE and GT 16","19","","","","1"
"Big worries","2015","Mecklenburg-Western Pomerania","1-pers.-HH","34","0.308850285527024","0.219624670804217","0.398075900249831","1"
"Big worries","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","90","0.429061538118825","0.36147364263205","0.496649433605601","1"
"Big worries","2015","Saxony","Couple + C. GT 16 ","62","0.384116795278411","0.309448692308354","0.458784898248469","1"
"Big worries","2015","Saxony","Couple + C. LE and GT 16","25","","","","1"
"Big worries","2015","Saxony-Anhalt","1-pers.-HH","48","0.30724080773211","0.234138182525348","0.380343432938873","1"
"Big worries","2015","Saxony-Anhalt","(Married) couple without C. ","118","0.331714695761316","0.281371386045304","0.382058005477327","1"
"Big worries","2015","Saxony-Anhalt","Single parent ","34","0.421072738847923","0.312881109710758","0.529264367985088","1"
"Big worries","2015","Saxony-Anhalt","Couple + C. LE 16 ","55","0.361664882006108","0.289649117585232","0.433680646426984","1"
"Big worries","2015","Saxony-Anhalt","Couple + C. GT 16 ","30","0.458601732748622","0.346576057264579","0.570627408232665","1"
"Big worries","2015","Saxony-Anhalt","Couple + C. LE and GT 16","28","","","","1"
"Big worries","2015","Thuringia","1-pers.-HH","61","0.456585754149594","0.379644042885135","0.533527465414053","1"
"Big worries","2015","Thuringia","(Married) couple without C. ","86","0.240681892505473","0.196521753901981","0.284842031108965","1"
"Big worries","2015","Thuringia","Single parent ","22","","","","1"
"Big worries","2015","Thuringia","Couple + C. LE 16 ","75","0.361141286807352","0.29633041772857","0.425952155886133","1"
"Big worries","2015","Thuringia","Couple + C. GT 16 ","31","0.256019566297974","0.17408782636276","0.337951306233188","1"
"Big worries","2015","Thuringia","Couple + C. LE and GT 16","26","","","","1"
"No worries","2015","Schleswig-Holstein","1-pers.-HH","25","","","","3"
"No worries","2015","Schleswig-Holstein","(Married) couple without C. ","27","","","","3"
"No worries","2015","Schleswig-Holstein","Single parent ","12","","","","3"
"No worries","2015","Schleswig-Holstein","Couple + C. LE 16 ","43","0.150629770643545","0.106022716923591","0.195236824363499","3"
"No worries","2015","Schleswig-Holstein","Couple + C. GT 16 ","14","","","","3"
"No worries","2015","Schleswig-Holstein","Couple + C. LE and GT 16","11","","","","3"
"No worries","2015","Hamburg","1-pers.-HH","16","","","","3"
"No worries","2015","Hamburg","(Married) couple without C. ","18","","","","3"
"No worries","2015","Hamburg","Single parent ","3","","","","3"
"No worries","2015","Hamburg","Couple + C. LE 16 ","26","","","","3"
"No worries","2015","Hamburg","Couple + C. GT 16 ","6","","","","3"
"No worries","2015","Hamburg","Couple + C. LE and GT 16","5","","","","3"
"No worries","2015","Lower Saxony","1-pers.-HH","45","0.170619667818092","0.128471491322099","0.212767844314085","3"
"No worries","2015","Lower Saxony","(Married) couple without C. ","115","0.138991721948715","0.114620587709764","0.163362856187666","3"
"No worries","2015","Lower Saxony","Single parent ","43","0.186644284883084","0.13919323581952","0.234095333946647","3"
"No worries","2015","Lower Saxony","Couple + C. LE 16 ","133","0.176370631904616","0.147271205322447","0.205470058486785","3"
"No worries","2015","Lower Saxony","Couple + C. GT 16 ","44","0.142377632615801","0.0999843769115005","0.184770888320101","3"
"No worries","2015","Lower Saxony","Couple + C. LE and GT 16","55","0.21930540866875","0.168519496477722","0.270091320859778","3"
"No worries","2015","Bremen","1-pers.-HH","2","","","","3"
"No worries","2015","Bremen","(Married) couple without C. ","10","","","","3"
"No worries","2015","Bremen","Single parent ","5","","","","3"
"No worries","2015","Bremen","Couple + C. LE 16 ","11","","","","3"
"No worries","2015","Bremen","Couple + C. GT 16 ","3","","","","3"
"No worries","2015","Bremen","Couple + C. LE and GT 16","2","","","","3"
"No worries","2015","North Rhine-Westphalia","1-pers.-HH","93","0.133005134907984","0.107349484709692","0.158660785106275","3"
"No worries","2015","North Rhine-Westphalia","(Married) couple without C. ","167","0.105613399923441","0.0899340856154474","0.121292714231435","3"
"No worries","2015","North Rhine-Westphalia","Single parent ","63","0.118012435689231","0.0901215921498378","0.145903279228624","3"
"No worries","2015","North Rhine-Westphalia","Couple + C. LE 16 ","244","0.142484494360487","0.124736072190507","0.160232916530466","3"
"No worries","2015","North Rhine-Westphalia","Couple + C. GT 16 ","118","0.155211847100572","0.129015761427782","0.181407932773362","3"
"No worries","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","71","0.117806417080575","0.08943548044225","0.146177353718901","3"
"No worries","2015","Hesse","1-pers.-HH","60","0.203454530134381","0.153947120788878","0.252961939479884","3"
"No worries","2015","Hesse","(Married) couple without C. ","90","0.134577369356342","0.105045594439973","0.164109144272712","3"
"No worries","2015","Hesse","Single parent ","27","","","","3"
"No worries","2015","Hesse","Couple + C. LE 16 ","96","0.137961340207128","0.108060753178109","0.167861927236146","3"
"No worries","2015","Hesse","Couple + C. GT 16 ","44","0.255858989959706","0.19492734003918","0.316790639880231","3"
"No worries","2015","Hesse","Couple + C. LE and GT 16","26","","","","3"
"No worries","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","44","0.207658316167661","0.154774256379348","0.260542375955974","3"
"No worries","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","80","0.14162481876875","0.109865889275514","0.173383748261985","3"
"No worries","2015","Rhineland-Palatinate,Saarland","Single parent ","26","","","","3"
"No worries","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","79","0.131963701953565","0.0973840697378976","0.166543334169232","3"
"No worries","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","25","","","","3"
"No worries","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","33","0.163465138934521","0.106166712441039","0.220763565428003","3"
"No worries","2015","Baden-Württemberg","1-pers.-HH","74","0.170626426285976","0.1328532202783","0.208399632293653","3"
"No worries","2015","Baden-Württemberg","(Married) couple without C. ","137","0.16097493622548","0.136498074011695","0.185451798439264","3"
"No worries","2015","Baden-Württemberg","Single parent ","48","0.250396163469048","0.195470049201968","0.305322277736128","3"
"No worries","2015","Baden-Württemberg","Couple + C. LE 16 ","199","0.211637904340446","0.185171366251302","0.238104442429589","3"
"No worries","2015","Baden-Württemberg","Couple + C. GT 16 ","110","0.28992298456536","0.245178079170753","0.334667889959967","3"
"No worries","2015","Baden-Württemberg","Couple + C. LE and GT 16","60","0.157164775624687","0.117099567123581","0.197229984125794","3"
"No worries","2015","Bavaria","1-pers.-HH","126","0.190342550580907","0.158746023886559","0.221939077275254","3"
"No worries","2015","Bavaria","(Married) couple without C. ","247","0.17401840131584","0.152726854183886","0.195309948447794","3"
"No worries","2015","Bavaria","Single parent ","60","0.22293519200157","0.180236006135745","0.265634377867395","3"
"No worries","2015","Bavaria","Couple + C. LE 16 ","240","0.192188479236428","0.169405696262543","0.214971262210313","3"
"No worries","2015","Bavaria","Couple + C. GT 16 ","98","0.187868797214311","0.15467685232618","0.221060742102441","3"
"No worries","2015","Bavaria","Couple + C. LE and GT 16","63","0.119689469978804","0.087391282693724","0.151987657263885","3"
"No worries","2015","Berlin","1-pers.-HH","35","0.132781052086416","0.0889263055957295","0.176635798577103","3"
"No worries","2015","Berlin","(Married) couple without C. ","34","0.117772837189194","0.0819482926363448","0.153597381742044","3"
"No worries","2015","Berlin","Single parent ","17","","","","3"
"No worries","2015","Berlin","Couple + C. LE 16 ","29","","","","3"
"No worries","2015","Berlin","Couple + C. GT 16 ","7","","","","3"
"No worries","2015","Berlin","Couple + C. LE and GT 16","10","","","","3"
"No worries","2015","Brandenburg","1-pers.-HH","25","","","","3"
"No worries","2015","Brandenburg","(Married) couple without C. ","56","0.111265993515138","0.0807155154483982","0.141816471581877","3"
"No worries","2015","Brandenburg","Single parent ","18","","","","3"
"No worries","2015","Brandenburg","Couple + C. LE 16 ","40","0.158806333100225","0.108527871812012","0.209084794388437","3"
"No worries","2015","Brandenburg","Couple + C. GT 16 ","17","","","","3"
"No worries","2015","Brandenburg","Couple + C. LE and GT 16","13","","","","3"
"No worries","2015","Mecklenburg-Western Pomerania","1-pers.-HH","19","","","","3"
"No worries","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","17","","","","3"
"No worries","2015","Mecklenburg-Western Pomerania","Single parent ","14","","","","3"
"No worries","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","17","","","","3"
"No worries","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","6","","","","3"
"No worries","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","5","","","","3"
"No worries","2015","Saxony","1-pers.-HH","39","0.169337111885045","0.122469911083378","0.216204312686713","3"
"No worries","2015","Saxony","(Married) couple without C. ","72","0.141807086677983","0.112757855814873","0.170856317541094","3"
"No worries","2015","Saxony-Anhalt","Couple + C. GT 16 ","9","","","","3"
