"plj0047","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No worries","1999","Part Time","(0) in school","7","","",""
"No worries","1999","Part Time","(1a) inadequately completed","26","","",""
"No worries","1999","Part Time","(1b) general elementary school","57","0.170743885783468","0.131490451433225","0.209997320133712"
"No worries","1999","Part Time","(1c) basic vocational qualification","108","0.12255191690709","0.099479770468626","0.145624063345554"
"No worries","1999","Part Time","(2b) intermediate general qualification","17","","",""
"No worries","1999","Part Time","(2a) intermediate vocational","91","0.107497393605883","0.0845352083267439","0.130459578885023"
"No worries","1999","Part Time","(2c_gen) general maturity certificate","21","","",""
"No worries","1999","Part Time","(2c_voc) vocational maturity certificate","22","","",""
"No worries","1999","Part Time","(3a) lower tertiary education","13","","",""
"No worries","1999","Part Time","(3b) higher tertiary education","23","","",""
"No worries","1999","Not Working","(0) in school","43","0.167048493491943","0.122880878308872","0.211216108675015"
"No worries","1999","Not Working","(1a) inadequately completed","52","0.191860320729227","0.142146703026622","0.241573938431831"
"No worries","1999","Not Working","(1b) general elementary school","243","0.224303100047466","0.19960824508522","0.248997955009713"
"No worries","1999","Not Working","(1c) basic vocational qualification","306","0.195302080127684","0.176423850611364","0.214180309644004"
"No worries","1999","Not Working","(2b) intermediate general qualification","26","","",""
"No worries","1999","Not Working","(2a) intermediate vocational","66","0.136813799623915","0.108773840189234","0.164853759058597"
"No worries","1999","Not Working","(2c_gen) general maturity certificate","30","0.13794504444785","0.0891677166052227","0.186722372290477"
"No worries","1999","Not Working","(2c_voc) vocational maturity certificate","22","","",""
"No worries","1999","Not Working","(3a) lower tertiary education","21","","",""
"No worries","1999","Not Working","(3b) higher tertiary education","25","","",""
"Big worries","2000","Full Time","(0) in school","","","",""
"Big worries","2000","Full Time","(1a) inadequately completed","32","0.372531513232661","0.276317198338423","0.468745828126898"
"Big worries","2000","Full Time","(1b) general elementary school","164","0.30316117185147","0.266627000544969","0.339695343157971"
"Big worries","2000","Full Time","(1c) basic vocational qualification","875","0.323254248178887","0.306073611767597","0.340434884590178"
"Big worries","2000","Full Time","(2b) intermediate general qualification","67","0.282019766935997","0.225442629169204","0.338596904702789"
"Big worries","2000","Full Time","(2a) intermediate vocational","952","0.329631090501599","0.312818236539424","0.346443944463773"
"Big worries","2000","Full Time","(2c_gen) general maturity certificate","61","0.465517956200377","0.386220167725875","0.544815744674879"
"Big worries","2000","Full Time","(2c_voc) vocational maturity certificate","297","0.395776293742817","0.362120376371793","0.42943221111384"
"Big worries","2000","Full Time","(3a) lower tertiary education","337","0.35569604118937","0.325905583839554","0.385486498539186"
"Big worries","2000","Full Time","(3b) higher tertiary education","444","0.355994063691247","0.329268131262283","0.382719996120212"
"Big worries","2000","Part Time","(0) in school","30","0.403680572996229","0.296833166393658","0.5105279795988"
"Big worries","2000","Part Time","(1a) inadequately completed","15","","",""
"Big worries","2000","Part Time","(1b) general elementary school","169","0.311454090470929","0.272103092968998","0.350805087972859"
"Big worries","2000","Part Time","(1c) basic vocational qualification","444","0.322759592697585","0.298527491011507","0.346991694383664"
"Big worries","2000","Part Time","(2b) intermediate general qualification","69","0.358114206650921","0.292642428252514","0.423585985049328"
"Big worries","2000","Part Time","(2a) intermediate vocational","442","0.339769941554298","0.314209649175308","0.365330233933287"
"Big worries","2000","Part Time","(2c_gen) general maturity certificate","109","0.35239538828061","0.300538152228606","0.404252624332614"
"Big worries","2000","Part Time","(2c_voc) vocational maturity certificate","130","0.370486537541762","0.320390576814594","0.42058249826893"
"Big worries","2000","Part Time","(3a) lower tertiary education","97","0.355600715145623","0.300315286027219","0.410886144264028"
"Big worries","2000","Part Time","(3b) higher tertiary education","183","0.40746650115926","0.361554717857649","0.453378284460871"
"Big worries","2000","Not Working","(0) in school","138","0.33385991434857","0.288211984620104","0.379507844077037"
"Big worries","2000","Not Working","(1a) inadequately completed","78","0.299175735193479","0.241839021497155","0.356512448889803"
"Big worries","2000","Not Working","(1b) general elementary school","420","0.24315868417794","0.222784131839071","0.263533236516808"
"Big worries","2000","Not Working","(1c) basic vocational qualification","917","0.253014855222607","0.238570855816232","0.267458854628981"
"Big worries","2000","Not Working","(2b) intermediate general qualification","78","0.282520418476576","0.229308191166199","0.335732645786953"
"Big worries","2000","Not Working","(2a) intermediate vocational","410","0.323616883017698","0.297200914871218","0.350032851164178"
"Big worries","2000","Not Working","(2c_gen) general maturity certificate","126","0.349825924917356","0.299790660716175","0.399861189118537"
"Big worries","2000","Not Working","(2c_voc) vocational maturity certificate","137","0.376082853216904","0.327696493092958","0.424469213340851"
"Big worries","2000","Not Working","(3a) lower tertiary education","148","0.331622683937209","0.286435733843804","0.376809634030614"
"Big worries","2000","Not Working","(3b) higher tertiary education","157","0.363471928320867","0.318528523461581","0.408415333180152"
"Some worries","2000","Full Time","(0) in school","","","",""
"Some worries","2000","Full Time","(1a) inadequately completed","41","0.356605866657455","0.261283456641607","0.451928276673302"
"Some worries","2000","Full Time","(1b) general elementary school","296","0.45565964278922","0.416072710246962","0.495246575331477"
"Some worries","2000","Full Time","(1c) basic vocational qualification","1424","0.484286930735873","0.465929588661335","0.502644272810411"
"Some worries","2000","Full Time","(2b) intermediate general qualification","126","0.515405947674836","0.452569922224007","0.578241973125664"
"Some worries","2000","Full Time","(2a) intermediate vocational","1610","0.522762328715061","0.504897867367368","0.540626790062753"
"Some worries","2000","Full Time","(2c_gen) general maturity certificate","73","0.418752980878865","0.340322365573191","0.49718359618454"
"Some worries","2000","Full Time","(2c_voc) vocational maturity certificate","411","0.490278981612055","0.455873663900253","0.524684299323857"
"Some worries","2000","Full Time","(3a) lower tertiary education","543","0.536691062175025","0.505660490579895","0.567721633770154"
"Some worries","2000","Full Time","(3b) higher tertiary education","664","0.525814661922533","0.497943379032918","0.553685944812148"
"Some worries","2000","Part Time","(0) in school","38","0.431420802443339","0.323562990472813","0.539278614413865"
"Some worries","2000","Part Time","(1a) inadequately completed","32","0.351451182443945","0.241931922291134","0.460970442596756"
"Some worries","2000","Part Time","(1b) general elementary school","255","0.472392862159569","0.429970068028188","0.514815656290951"
"Some worries","2000","Part Time","(1c) basic vocational qualification","704","0.480392663779293","0.45449766513401","0.506287662424575"
"Some worries","2000","Part Time","(2b) intermediate general qualification","97","0.490456376326007","0.422190234445544","0.558722518206471"
"Some worries","2000","Part Time","(2a) intermediate vocational","703","0.526323194582286","0.499377275113883","0.553269114050688"
"Some worries","2000","Part Time","(2c_gen) general maturity certificate","173","0.521518924109427","0.46729303145549","0.575744816763364"
"Some worries","2000","Part Time","(2c_voc) vocational maturity certificate","184","0.519524376480632","0.467697787364622","0.571350965596642"
"Some worries","2000","Part Time","(3a) lower tertiary education","160","0.509784836628974","0.452049902558996","0.567519770698953"
"Some worries","2000","Part Time","(3b) higher tertiary education","223","0.509268438034352","0.462557656995562","0.555979219073142"
"Some worries","2000","Not Working","(0) in school","191","0.467307871392289","0.419013574173681","0.515602168610897"
"Some worries","2000","Not Working","(1a) inadequately completed","109","0.460283642157712","0.397872718533211","0.522694565782213"
"Some worries","2000","Not Working","(1b) general elementary school","845","0.491683125243856","0.467939300260433","0.515426950227279"
"Some worries","2000","Not Working","(1c) basic vocational qualification","1837","0.523849898297918","0.507256557163603","0.540443239432233"
"Some worries","2000","Not Working","(2b) intermediate general qualification","144","0.495807352164948","0.43671429215483","0.554900412175065"
"Some worries","2000","Not Working","(2a) intermediate vocational","594","0.50403943209527","0.475809463262725","0.532269400927815"
"Some worries","2000","Not Working","(2c_gen) general maturity certificate","170","0.497391678322184","0.444935158725647","0.549848197918722"
"Some worries","2000","Not Working","(2c_voc) vocational maturity certificate","181","0.4624081227504","0.412604973875374","0.512211271625427"
"Some worries","2000","Not Working","(3a) lower tertiary education","211","0.52807646860342","0.480162263479953","0.575990673726886"
"Some worries","2000","Not Working","(3b) higher tertiary education","208","0.453278793687167","0.406764394751858","0.499793192622476"
"No worries","2000","Full Time","(0) in school","2","","",""
"No worries","2000","Full Time","(1a) inadequately completed","24","","",""
"No worries","2000","Full Time","(1b) general elementary school","148","0.24117918535931","0.207174729399609","0.275183641319011"
"No worries","2000","Full Time","(1c) basic vocational qualification","548","0.19245882108524","0.177977585901263","0.206940056269216"
"No worries","2000","Full Time","(2b) intermediate general qualification","50","0.202574285389167","0.152040453631518","0.253108117146817"
"No worries","2000","Full Time","(2a) intermediate vocational","441","0.147606580783341","0.134920036811274","0.160293124755407"
"No worries","2000","Full Time","(2c_gen) general maturity certificate","18","","",""
"No worries","2000","Full Time","(2c_voc) vocational maturity certificate","103","0.113944724645128","0.0920764165779234","0.135813032712333"
"No worries","2000","Full Time","(3a) lower tertiary education","112","0.107612896635605","0.0883287218843367","0.126897071386874"
"No worries","2000","Full Time","(3b) higher tertiary education","125","0.118191274386219","0.100171620026817","0.136210928745621"
"No worries","2000","Part Time","(0) in school","13","","",""
"No worries","2000","Part Time","(1a) inadequately completed","26","","",""
"No worries","2000","Part Time","(1b) general elementary school","108","0.216153047369502","0.181175561215103","0.251130533523901"
"No worries","2000","Part Time","(1c) basic vocational qualification","282","0.196847743523122","0.176239345449874","0.217456141596371"
"No worries","2000","Part Time","(2b) intermediate general qualification","40","0.151429417023071","0.102478188903707","0.200380645142436"
"No worries","2000","Part Time","(2a) intermediate vocational","174","0.133906863863417","0.115528391436301","0.152285336290533"
"No worries","2000","Part Time","(2c_gen) general maturity certificate","44","0.126085687609963","0.0900521739532292","0.162119201266697"
"No worries","2000","Part Time","(2c_voc) vocational maturity certificate","43","0.109989085977606","0.0775337248648866","0.142444447090325"
"No worries","2000","Part Time","(3a) lower tertiary education","31","0.134614448225402","0.0951957293998005","0.174033167051004"
"No worries","2000","Part Time","(3b) higher tertiary education","34","0.0832650608063882","0.057449887412554","0.109080234200222"
"No worries","2000","Not Working","(0) in school","81","0.19883221425914","0.160198961423163","0.237465467095118"
"No worries","2000","Not Working","(1a) inadequately completed","58","0.240540622648809","0.187021185342242","0.294060059955376"
"No worries","2000","Not Working","(1b) general elementary school","438","0.265158190578205","0.244193414923416","0.286122966232993"
"No worries","2000","Not Working","(1c) basic vocational qualification","726","0.223135246479476","0.209302281850242","0.236968211108709"
"No worries","2000","Not Working","(2b) intermediate general qualification","53","0.221672229358476","0.172579333383355","0.270765125333598"
"No worries","2000","Not Working","(2a) intermediate vocational","201","0.172343684887032","0.151019262744829","0.193668107029234"
"No worries","2000","Not Working","(2c_gen) general maturity certificate","53","0.15278239676046","0.115036519591354","0.190528273929565"
"No worries","2000","Not Working","(2c_voc) vocational maturity certificate","67","0.161509024032696","0.124749885989974","0.198268162075417"
"No worries","2000","Not Working","(3a) lower tertiary education","58","0.140300847459371","0.106967152255989","0.173634542662754"
"No worries","2000","Not Working","(3b) higher tertiary education","75","0.183249277991966","0.147100996761047","0.219397559222885"
"Big worries","2001","Full Time","(0) in school","1","","",""
"Big worries","2001","Full Time","(1a) inadequately completed","23","","",""
"Big worries","2001","Full Time","(1b) general elementary school","184","0.354525448250843","0.314400448809227","0.39465044769246"
"Big worries","2001","Full Time","(1c) basic vocational qualification","839","0.332548959309598","0.314010560843213","0.351087357775984"
"Big worries","2001","Full Time","(2b) intermediate general qualification","83","0.327065685090159","0.269142604850968","0.384988765329351"
"Big worries","2001","Full Time","(2a) intermediate vocational","993","0.35966219638963","0.341640465243434","0.377683927535826"
"Big worries","2001","Full Time","(2c_gen) general maturity certificate","64","0.339967316802709","0.268337349224193","0.411597284381224"
"Big worries","2001","Full Time","(2c_voc) vocational maturity certificate","275","0.418130748171311","0.381797835168199","0.454463661174423"
"Big worries","2001","Full Time","(3a) lower tertiary education","356","0.374887324532972","0.343520751312175","0.406253897753768"
"Big worries","2001","Full Time","(3b) higher tertiary education","463","0.407393554032719","0.378591898537332","0.436195209528106"
"Big worries","2001","Part Time","(0) in school","67","0.544490475854954","0.453469173417425","0.635511778292483"
"Big worries","2001","Part Time","(1a) inadequately completed","17","","",""
"Big worries","2001","Part Time","(1b) general elementary school","154","0.289379010969521","0.24934978791672","0.329408234022323"
"Big worries","2001","Part Time","(1c) basic vocational qualification","433","0.333144758568694","0.307403935086097","0.358885582051292"
"Big worries","2001","Part Time","(2b) intermediate general qualification","64","0.368682130217915","0.297608001720212","0.439756258715617"
"Big worries","2001","Part Time","(2a) intermediate vocational","501","0.406427891921436","0.378990201004621","0.433865582838251"
"Big worries","2001","Part Time","(2c_gen) general maturity certificate","154","0.473767100406497","0.419314543512721","0.528219657300274"
"Big worries","2001","Part Time","(2c_voc) vocational maturity certificate","155","0.411475789378535","0.361060547100499","0.46189103165657"
"Big worries","2001","Part Time","(3a) lower tertiary education","111","0.422112153277028","0.363309197832197","0.480915108721858"
"Big worries","2001","Part Time","(3b) higher tertiary education","192","0.435614104836457","0.388473769402671","0.482754440270244"
"Big worries","2001","Not Working","(0) in school","157","0.34011895443727","0.294918780074333","0.385319128800207"
"Big worries","2001","Not Working","(1a) inadequately completed","57","0.304281357109494","0.237619556693646","0.370943157525342"
"Big worries","2001","Not Working","(1b) general elementary school","405","0.284684797296584","0.261197078375276","0.308172516217892"
"Big worries","2001","Not Working","(1c) basic vocational qualification","986","0.306459463325267","0.290254047720614","0.322664878929921"
"Big worries","2001","Not Working","(2b) intermediate general qualification","78","0.378133353407068","0.315051232324979","0.441215474489157"
"Big worries","2001","Not Working","(2a) intermediate vocational","394","0.320874237432941","0.29364448783125","0.348103987034632"
"Big worries","2001","Not Working","(2c_gen) general maturity certificate","118","0.407406880380968","0.351713320455931","0.463100440306006"
"Big worries","2001","Not Working","(2c_voc) vocational maturity certificate","156","0.364484468760337","0.316030307102484","0.412938630418191"
"Big worries","2001","Not Working","(3a) lower tertiary education","169","0.42027079825341","0.37201913809393","0.46852245841289"
"Big worries","2001","Not Working","(3b) higher tertiary education","156","0.398854612817602","0.351047486731146","0.446661738904058"
"Some worries","2001","Full Time","(0) in school","4","","",""
"Some worries","2001","Full Time","(1a) inadequately completed","35","0.476430608191983","0.361859895897056","0.591001320486911"
"Some worries","2001","Full Time","(1b) general elementary school","245","0.449077074582513","0.407355793569333","0.490798355595694"
"Some worries","2001","Full Time","(1c) basic vocational qualification","1229","0.503973414438256","0.484299489980704","0.523647338895809"
"Some worries","2001","Full Time","(2b) intermediate general qualification","132","0.5379344292255","0.476379293095468","0.599489565355533"
"Some worries","2001","Full Time","(2a) intermediate vocational","1360","0.499837198118345","0.481060703344159","0.518613692892532"
"Some worries","2001","Full Time","(2c_gen) general maturity certificate","85","0.506023212656456","0.430421446625317","0.581624978687594"
"Some worries","2001","Full Time","(2c_voc) vocational maturity certificate","363","0.484693987444443","0.447881269503223","0.521506705385662"
"Some worries","2001","Full Time","(3a) lower tertiary education","474","0.519247743869545","0.486874552197065","0.551620935542026"
"Some worries","2001","Full Time","(3b) higher tertiary education","537","0.474299011968069","0.445029013759646","0.503569010176493"
"Some worries","2001","Part Time","(0) in school","39","0.385220547414111","0.296277180630964","0.474163914197259"
"Some worries","2001","Part Time","(1a) inadequately completed","30","0.464037600128846","0.336785243835925","0.591289956421767"
"Some worries","2001","Part Time","(1b) general elementary school","237","0.495327132442471","0.45119289078657","0.539461374098371"
"Some worries","2001","Part Time","(1c) basic vocational qualification","647","0.495888273301663","0.468583065957938","0.523193480645388"
"Some worries","2001","Part Time","(2b) intermediate general qualification","89","0.479250335206595","0.405653833720012","0.552846836693177"
"Some worries","2001","Part Time","(2a) intermediate vocational","589","0.468239170382125","0.440364412294219","0.49611392847003"
"Some worries","2001","Part Time","(2c_gen) general maturity certificate","135","0.433245208170761","0.379205709149256","0.487284707192267"
"Some worries","2001","Part Time","(2c_voc) vocational maturity certificate","172","0.470811389127692","0.41967426824761","0.521948510007773"
"Some worries","2001","Part Time","(3a) lower tertiary education","143","0.491381424874113","0.431860602686076","0.55090224706215"
"Some worries","2001","Part Time","(3b) higher tertiary education","196","0.471708776240616","0.424248823410748","0.519168729070483"
"Some worries","2001","Not Working","(0) in school","180","0.434010088551503","0.386722613736522","0.481297563366484"
"Some worries","2001","Not Working","(1a) inadequately completed","88","0.510541961336372","0.438115711207031","0.582968211465714"
"Some worries","2001","Not Working","(1b) general elementary school","674","0.467604354056539","0.441634680151875","0.493574027961203"
"Some worries","2001","Not Working","(1c) basic vocational qualification","1497","0.484622121832531","0.467054934442657","0.502189309222405"
"Some worries","2001","Not Working","(2b) intermediate general qualification","108","0.43501664520999","0.370524633170479","0.499508657249501"
"Some worries","2001","Not Working","(2a) intermediate vocational","568","0.522288784207675","0.4931521629374","0.551425405477949"
"Some worries","2001","Not Working","(2c_gen) general maturity certificate","142","0.440806187362228","0.38453092654675","0.497081448177706"
"Some worries","2001","Not Working","(2c_voc) vocational maturity certificate","164","0.483665149191629","0.433353725925511","0.533976572457747"
"Some worries","2001","Not Working","(3a) lower tertiary education","177","0.433806507725009","0.385359659070631","0.482253356379386"
"Some worries","2001","Not Working","(3b) higher tertiary education","182","0.426228332146558","0.377946218380452","0.474510445912664"
"No worries","2001","Full Time","(0) in school","1","","",""
"No worries","2001","Full Time","(1a) inadequately completed","15","","",""
"No worries","2001","Full Time","(1b) general elementary school","117","0.196397477166644","0.163074763006492","0.229720191326795"
"No worries","2001","Full Time","(1c) basic vocational qualification","413","0.163477626252145","0.148926297557077","0.178028954947213"
"No worries","2001","Full Time","(2b) intermediate general qualification","37","0.13499988568434","0.0928086151842812","0.1771911561844"
"No worries","2001","Full Time","(2a) intermediate vocational","371","0.140500605492025","0.127450728294949","0.1535504826891"
"No worries","2001","Full Time","(2c_gen) general maturity certificate","19","","",""
"No worries","2001","Full Time","(2c_voc) vocational maturity certificate","70","0.0971752643842466","0.0753574595626764","0.118993069205817"
"No worries","2001","Full Time","(3a) lower tertiary education","85","0.105864931597483","0.0859299807661068","0.125799882428859"
"No worries","2001","Full Time","(3b) higher tertiary education","118","0.118307433999211","0.0993756388637939","0.137239229134629"
"No worries","2001","Part Time","(0) in school","9","","",""
"No worries","2001","Part Time","(1a) inadequately completed","12","","",""
"No worries","2001","Part Time","(1b) general elementary school","102","0.215293856588008","0.179011626224454","0.251576086951562"
"No worries","2001","Part Time","(1c) basic vocational qualification","208","0.170966968129643","0.150406538661375","0.19152739759791"
"No worries","2001","Part Time","(2b) intermediate general qualification","24","","",""
"No worries","2001","Part Time","(2a) intermediate vocational","141","0.125332937696439","0.106837140260956","0.143828735131922"
"No worries","2001","Part Time","(2c_gen) general maturity certificate","34","0.0929876914227417","0.0613163722427671","0.124659010602716"
"No worries","2001","Part Time","(2c_voc) vocational maturity certificate","39","0.117712821493773","0.0846968244386267","0.15072881854892"
"No worries","2001","Part Time","(3a) lower tertiary education","17","","",""
"No worries","2001","Part Time","(3b) higher tertiary education","37","0.092677118922927","0.0651081312168503","0.120246106629004"
"No worries","2001","Not Working","(0) in school","85","0.225870957011227","0.185975013332842","0.265766900689613"
"No worries","2001","Not Working","(1a) inadequately completed","38","0.185176681554134","0.128897545849303","0.241455817258964"
"No worries","2001","Not Working","(1b) general elementary school","339","0.247710848646877","0.225242306800602","0.270179390493152"
"No worries","2001","Not Working","(1c) basic vocational qualification","626","0.208918414842202","0.194628266781853","0.223208562902551"
"No worries","2001","Not Working","(2b) intermediate general qualification","41","0.186850001382943","0.136143102848886","0.237556899917"
"No worries","2001","Not Working","(2a) intermediate vocational","167","0.156836978359385","0.135625002259998","0.178048954458771"
"No worries","2001","Not Working","(2c_gen) general maturity certificate","39","0.151786932256804","0.11111618347855","0.192457681035057"
"No worries","2001","Not Working","(2c_voc) vocational maturity certificate","59","0.151850382048034","0.115719990681876","0.187980773414191"
"No worries","2001","Not Working","(3a) lower tertiary education","56","0.145922694021581","0.111412684820727","0.180432703222435"
"No worries","2001","Not Working","(3b) higher tertiary education","65","0.174917055035839","0.137826746043335","0.212007364028344"
"Big worries","2002","Full Time","(0) in school","2","","",""
"Big worries","2002","Full Time","(1a) inadequately completed","18","","",""
"Big worries","2002","Full Time","(1b) general elementary school","106","0.251099145189487","0.212781366927285","0.289416923451689"
"Big worries","2002","Full Time","(1c) basic vocational qualification","616","0.274655063993071","0.256402087667691","0.29290804031845"
"Big worries","2002","Full Time","(2b) intermediate general qualification","56","0.251407788114617","0.193284092444255","0.30953148378498"
"Big worries","2002","Full Time","(2a) intermediate vocational","732","0.260138224879659","0.24370853158719","0.276567918172129"
"Big worries","2002","Full Time","(2c_gen) general maturity certificate","55","0.318188469328961","0.249955233856915","0.386421704801007"
"Big worries","2002","Full Time","(2c_voc) vocational maturity certificate","218","0.31185787051833","0.279451477801047","0.344264263235614"
"Big worries","2002","Full Time","(3a) lower tertiary education","306","0.28061204104518","0.253357895227629","0.307866186862732"
"Big worries","2002","Full Time","(3b) higher tertiary education","497","0.280822050115068","0.259196922327886","0.302447177902249"
"Big worries","2002","Part Time","(0) in school","50","0.387743631564801","0.301637410927055","0.473849852202547"
"Big worries","2002","Part Time","(1a) inadequately completed","10","","",""
"Big worries","2002","Part Time","(1b) general elementary school","118","0.267816222345276","0.226580394386614","0.309052050303939"
"Big worries","2002","Part Time","(1c) basic vocational qualification","368","0.287395155490064","0.262446987435773","0.312343323544355"
"Big worries","2002","Part Time","(2b) intermediate general qualification","79","0.402926174249881","0.337210652389336","0.468641696110426"
"Big worries","2002","Part Time","(2a) intermediate vocational","401","0.306940986990628","0.282694253360429","0.331187720620826"
"Big worries","2002","Part Time","(2c_gen) general maturity certificate","122","0.320388565997514","0.27365622394237","0.367120908052658"
"Big worries","2002","Part Time","(2c_voc) vocational maturity certificate","126","0.284273525620384","0.239902998674679","0.328644052566089"
"Big worries","2002","Part Time","(3a) lower tertiary education","100","0.330690699157057","0.278982554960922","0.382398843353192"
"Big worries","2002","Part Time","(3b) higher tertiary education","210","0.340620056934207","0.302249132889612","0.378990980978801"
"Big worries","2002","Not Working","(0) in school","170","0.350401654603634","0.30776520021349","0.393038108993778"
"Big worries","2002","Not Working","(1a) inadequately completed","37","0.270916423720252","0.204497751068656","0.337335096371849"
"Big worries","2002","Not Working","(1b) general elementary school","317","0.247829076562412","0.224607941028198","0.271050212096625"
"Big worries","2002","Not Working","(1c) basic vocational qualification","771","0.257825869450494","0.242316734757274","0.273335004143714"
"Big worries","2002","Not Working","(2b) intermediate general qualification","64","0.307957155291345","0.247902482731213","0.368011827851477"
"Big worries","2002","Not Working","(2a) intermediate vocational","332","0.27677870592874","0.251379981685108","0.302177430172372"
"Big worries","2002","Not Working","(2c_gen) general maturity certificate","92","0.29702547505608","0.247724243961415","0.346326706150745"
"Big worries","2002","Not Working","(2c_voc) vocational maturity certificate","121","0.31392393800958","0.268670064501097","0.359177811518064"
"Big worries","2002","Not Working","(3a) lower tertiary education","135","0.302715755966126","0.259541396658622","0.34589011527363"
"Big worries","2002","Not Working","(3b) higher tertiary education","164","0.340567176179795","0.299478295037066","0.381656057322524"
"Some worries","2002","Full Time","(0) in school","","","",""
"Some worries","2002","Full Time","(1a) inadequately completed","35","0.470467772277163","0.349128174621008","0.591807369933318"
"Some worries","2002","Full Time","(1b) general elementary school","265","0.525130974589948","0.481005816057374","0.569256133122522"
"Some worries","2002","Full Time","(1c) basic vocational qualification","1269","0.541158848992036","0.520780867855767","0.561536830128306"
"Some worries","2002","Full Time","(2b) intermediate general qualification","109","0.479217667565991","0.412285369556912","0.546149965575071"
"Some worries","2002","Full Time","(2a) intermediate vocational","1522","0.559082947413462","0.540489126414877","0.577676768412047"
"Some worries","2002","Full Time","(2c_gen) general maturity certificate","94","0.539387881757558","0.466368214785973","0.612407548729144"
"Some worries","2002","Full Time","(2c_voc) vocational maturity certificate","448","0.553202951619922","0.518424467014128","0.587981436225715"
"Some worries","2002","Full Time","(3a) lower tertiary education","622","0.599810725686416","0.570091487151048","0.629529964221785"
"Some worries","2002","Full Time","(3b) higher tertiary education","961","0.577326682420884","0.55355619269587","0.601097172145897"
"Some worries","2002","Part Time","(0) in school","62","0.507641037112965","0.419289355330384","0.595992718895546"
"Some worries","2002","Part Time","(1a) inadequately completed","34","0.653434897618332","0.525318790722428","0.781551004514236"
"Some worries","2002","Part Time","(1b) general elementary school","230","0.51472746218343","0.468187314707638","0.561267609659223"
"Some worries","2002","Part Time","(1c) basic vocational qualification","673","0.547625418140776","0.520186596903519","0.575064239378032"
"Some worries","2002","Part Time","(2b) intermediate general qualification","103","0.439064724973631","0.37257387975023","0.505555570197032"
"Some worries","2002","Part Time","(2a) intermediate vocational","781","0.530342340794559","0.504105620457225","0.556579061131894"
"Some worries","2002","Part Time","(2c_gen) general maturity certificate","204","0.533769166539394","0.483808762577646","0.583729570501142"
"Some worries","2002","Part Time","(2c_voc) vocational maturity certificate","225","0.599241144169669","0.55103579711265","0.647446491226687"
"Some worries","2002","Part Time","(3a) lower tertiary education","182","0.543059251808095","0.488308752554842","0.597809751061349"
"Some worries","2002","Part Time","(3b) higher tertiary education","322","0.578891678506021","0.53891609164324","0.618867265368801"
"Some worries","2002","Not Working","(0) in school","221","0.453079530226897","0.408593376047476","0.497565684406318"
"Some worries","2002","Not Working","(1a) inadequately completed","97","0.534016935485353","0.4594671412239","0.608566729746807"
"Some worries","2002","Not Working","(1b) general elementary school","693","0.522918970139549","0.496055486801782","0.549782453477316"
"Some worries","2002","Not Working","(1c) basic vocational qualification","1658","0.53163704343759","0.513945313448609","0.54932877342657"
"Some worries","2002","Not Working","(2b) intermediate general qualification","116","0.479711084400602","0.414720966321038","0.544701202480167"
"Some worries","2002","Not Working","(2a) intermediate vocational","657","0.54905335014316","0.520805863065132","0.577300837221189"
"Some worries","2002","Not Working","(2c_gen) general maturity certificate","185","0.532955342829053","0.479126414280391","0.586784271377716"
"Some worries","2002","Not Working","(2c_voc) vocational maturity certificate","215","0.551088313125402","0.502587561952423","0.59958906429838"
"Some worries","2002","Not Working","(3a) lower tertiary education","226","0.522202490914345","0.475262297717944","0.569142684110747"
"Some worries","2002","Not Working","(3b) higher tertiary education","266","0.471011461689558","0.427732532210817","0.514290391168298"
"No worries","2002","Full Time","(0) in school","2","","",""
"No worries","2002","Full Time","(1a) inadequately completed","12","","",""
"No worries","2002","Full Time","(1b) general elementary school","121","0.223769880220565","0.186943282345953","0.260596478095177"
"No worries","2002","Full Time","(1c) basic vocational qualification","412","0.184186087014893","0.168333813466487","0.200038360563298"
"No worries","2002","Full Time","(2b) intermediate general qualification","49","0.269374544319391","0.209936175776877","0.328812912861906"
"No worries","2002","Full Time","(2a) intermediate vocational","485","0.180778827706878","0.166366755089034","0.195190900324723"
"No worries","2002","Full Time","(2c_gen) general maturity certificate","30","0.14242364891348","0.0912261167193428","0.193621181107618"
"No worries","2002","Full Time","(2c_voc) vocational maturity certificate","119","0.134939177861748","0.111038753374248","0.158839602349248"
"No worries","2002","Full Time","(3a) lower tertiary education","116","0.119577233268403","0.0998953013951675","0.139259165141639"
"No worries","2002","Full Time","(3b) higher tertiary education","201","0.141851267464049","0.125062346252588","0.15864018867551"
"No worries","2002","Part Time","(0) in school","11","","",""
"No worries","2002","Part Time","(1a) inadequately completed","9","","",""
"No worries","2002","Part Time","(1b) general elementary school","95","0.217456315471293","0.179042580481932","0.255870050460655"
"No worries","2002","Part Time","(1c) basic vocational qualification","223","0.16497942636916","0.144517899576717","0.185440953161604"
"No worries","2002","Part Time","(2b) intermediate general qualification","32","0.158009100776488","0.109139819283065","0.206878382269911"
"No worries","2002","Part Time","(2a) intermediate vocational","208","0.162716672214813","0.143312597441135","0.182120746988491"
"No worries","2002","Part Time","(2c_gen) general maturity certificate","57","0.145842267463092","0.11049470697213","0.181189827954054"
"No worries","2002","Part Time","(2c_voc) vocational maturity certificate","46","0.116485330209947","0.0849283572531629","0.148042303166732"
"No worries","2002","Part Time","(3a) lower tertiary education","36","0.126250049034848","0.0897457602938967","0.162754337775798"
