"plj0047","year","education","n","percent","lower_confidence","upper_confidence"
"No worries","2013","no degree/no degree yet","408","0.390100311325012","0.359514629705113","0.420685992944912"
"No worries","2013","Other degree","1743","0.426087660840686","0.409730612537572","0.442444709143799"
"No worries","2013","secondary school degree","1601","0.251443892742062","0.240635264630768","0.262252520853355"
"Some worries","2013","college entrance qualification","3481","0.578390184834409","0.565929347061779","0.590851022607039"
"Some worries","2013","lower secondary degree","3353","0.534131544661243","0.521944571933167","0.546318517389319"
"Some worries","2013","no degree/no degree yet","399","0.431991733351579","0.400930703181942","0.463052763521217"
"Some worries","2013","Other degree","1352","0.421455583869913","0.405122171173109","0.437788996566717"
"Some worries","2013","secondary school degree","3462","0.572398566676605","0.560073005698455","0.584724127654755"
"Big worries","2014","college entrance qualification","1557","0.205547851276051","0.196361218270408","0.214734484281695"
"Big worries","2014","lower secondary degree","1622","0.221604210206951","0.211787422489246","0.231420997924656"
"Big worries","2014","no degree/no degree yet","244","0.238134321953117","0.211708225122447","0.264560418783788"
"Big worries","2014","Other degree","651","0.200863957135842","0.187136098129324","0.214591816142359"
"Big worries","2014","secondary school degree","1628","0.208538148111834","0.199360215117","0.217716081106668"
"No worries","2014","college entrance qualification","1444","0.203601649630913","0.194447419064956","0.21275588019687"
"No worries","2014","lower secondary degree","1668","0.245221900937867","0.235053107408047","0.255390694467686"
"No worries","2014","no degree/no degree yet","307","0.339106028917135","0.309735181914623","0.368476875919646"
"No worries","2014","Other degree","1003","0.314503661893934","0.298594149608087","0.33041317417978"
"No worries","2014","secondary school degree","1571","0.223281307194723","0.213873352992082","0.232689261397364"
"Some worries","2014","college entrance qualification","4432","0.590850499093035","0.579672969178471","0.602028029007599"
"Some worries","2014","lower secondary degree","3586","0.533173888855182","0.52138176144154","0.544966016268824"
"Some worries","2014","no degree/no degree yet","447","0.422759649129748","0.392111240755177","0.453408057504319"
"Some worries","2014","Other degree","1618","0.484632380970225","0.467508341440213","0.501756420500237"
"Some worries","2014","secondary school degree","4328","0.568180544693443","0.556990510463502","0.579370578923385"
"Big worries","2015","college entrance qualification","2558","0.353378779149467","0.342341902933836","0.364415655365097"
"Big worries","2015","lower secondary degree","2167","0.348063340745036","0.336344202287214","0.359782479202857"
"Big worries","2015","no degree/no degree yet","297","0.304805492215532","0.275701607763843","0.333909376667221"
"Big worries","2015","Other degree","871","0.258557027634938","0.245117166387189","0.271996888882688"
"Big worries","2015","secondary school degree","2484","0.335950261634844","0.325021399811147","0.346879123458542"
"No worries","2015","college entrance qualification","862","0.128905109819746","0.121168178141028","0.136642041498464"
"No worries","2015","lower secondary degree","1116","0.167882738738872","0.158687582136727","0.177077895341018"
"No worries","2015","no degree/no degree yet","246","0.241528407320325","0.214467636340601","0.268589178300049"
"No worries","2015","Other degree","1299","0.273077982650277","0.259401796930005","0.286754168370549"
"No worries","2015","secondary school degree","974","0.133463205026019","0.1255943522923","0.141332057759738"
"Some worries","2015","college entrance qualification","3786","0.517716111030787","0.506178970588672","0.529253251472903"
"Some worries","2015","lower secondary degree","3064","0.484053920516092","0.471759363899801","0.496348477132383"
"Some worries","2015","no degree/no degree yet","418","0.453666100464143","0.422189803365031","0.485142397563254"
"Some worries","2015","Other degree","1907","0.468364989714785","0.453047883146378","0.483682096283191"
"Some worries","2015","secondary school degree","3717","0.530586533339137","0.519038899030399","0.542134167647875"
"Big worries","2016","college entrance qualification","3624","0.536778818682888","0.524937429326453","0.548620208039324"
"Big worries","2016","lower secondary degree","2688","0.452633895414892","0.43988754381615","0.465380247013635"
"Big worries","2016","no degree/no degree yet","444","0.358969350425558","0.339912291092938","0.378026409758178"
"Big worries","2016","Other degree","1365","0.354042917523367","0.341533367892108","0.366552467154625"
"Big worries","2016","secondary school degree","3150","0.460708404557007","0.448706580141985","0.472710228972028"
"No worries","2016","college entrance qualification","466","0.073132072729166","0.0669494372778773","0.0793147081804547"
"No worries","2016","lower secondary degree","765","0.125833253084745","0.117340113525007","0.134326392644484"
"No worries","2016","no degree/no degree yet","1338","0.213098479336412","0.196830329204717","0.229366629468107"
"No worries","2016","Other degree","2201","0.206792579883208","0.19619826817601","0.217386891590406"
"No worries","2016","secondary school degree","688","0.112288261679262","0.104686302453258","0.119890220905267"
"Some worries","2016","college entrance qualification","2722","0.390089108587946","0.378505979984523","0.401672237191369"
"Some worries","2016","lower secondary degree","2405","0.421532851500362","0.408887570907271","0.434178132093454"
"Some worries","2016","no degree/no degree yet","652","0.42793217023803","0.408275994101672","0.447588346374388"
"Some worries","2016","Other degree","2048","0.439164502593425","0.426182453462268","0.452146551724582"
"Some worries","2016","secondary school degree","2788","0.427003333763731","0.415093270847192","0.438913396680271"
"Big worries","2017","college entrance qualification","3396","0.440935166603248","0.430014320279197","0.4518560129273"
"Big worries","2017","lower secondary degree","2500","0.410547159914465","0.398166643886233","0.422927675942697"
"Big worries","2017","no degree/no degree yet","523","0.371446802109626","0.354407238469609","0.388486365749642"
"Big worries","2017","Other degree","1211","0.339382449904994","0.327385466936234","0.351379432873755"
"Big worries","2017","secondary school degree","3208","0.422742798342134","0.411624192059703","0.433861404624564"
"No worries","2017","college entrance qualification","611","0.0832552014923597","0.0771785020669479","0.0893319009177716"
"No worries","2017","lower secondary degree","785","0.129130764263601","0.120691122285535","0.137570406241667"
"No worries","2017","no degree/no degree yet","1869","0.251650556075034","0.236347072413136","0.266954039736932"
"No worries","2017","Other degree","2672","0.207262003628946","0.196991849009739","0.217532158248154"
"No worries","2017","secondary school degree","816","0.113455838254033","0.106317597778286","0.120594078729781"
"Some worries","2017","college entrance qualification","3933","0.475809631904392","0.464824659436814","0.486794604371969"
"Some worries","2017","lower secondary degree","2780","0.460322075821934","0.447778223957496","0.472865927686372"
"Some worries","2017","no degree/no degree yet","697","0.37690264181534","0.359813050280023","0.393992233350657"
"Some worries","2017","Other degree","2101","0.453355546466059","0.440742376783631","0.465968716148487"
"Some worries","2017","secondary school degree","3559","0.463801363403833","0.452577136795076","0.47502559001259"
"Big worries","2018","college entrance qualification","2640","0.341999522101525","0.331392132302622","0.352606911900429"
"Big worries","2018","lower secondary degree","2029","0.353502518130163","0.341143915001047","0.36586112125928"
"Big worries","2018","no degree/no degree yet","447","0.335774465379158","0.317195187977403","0.354353742780914"
"Big worries","2018","Other degree","986","0.26084500165414","0.248817591285163","0.272872412023117"
"Big worries","2018","secondary school degree","2517","0.342366132407814","0.331446782093295","0.353285482722332"
"No worries","2018","college entrance qualification","744","0.104185271421927","0.0973541038726055","0.111016438971248"
"No worries","2018","lower secondary degree","936","0.150047714333192","0.14081558932453","0.159279839341853"
"No worries","2018","no degree/no degree yet","1273","0.257708667519465","0.2405019150998","0.27491541993913"
"No worries","2018","Other degree","2068","0.212536868491302","0.201331004061073","0.223742732921531"
"No worries","2018","secondary school degree","970","0.140928057015216","0.132921001949363","0.148935112081068"
"Some worries","2018","college entrance qualification","4299","0.553815206476548","0.542699873042524","0.564930539910573"
"Some worries","2018","lower secondary degree","2783","0.496449767536645","0.483524225407727","0.509375309665562"
"Some worries","2018","no degree/no degree yet","762","0.406516867101377","0.387193149692807","0.425840584509947"
"Some worries","2018","Other degree","2066","0.526618129854558","0.512941886365412","0.540294373343704"
"Some worries","2018","secondary school degree","3767","0.516705810576971","0.505206103582053","0.528205517571889"
"Big worries","2019","college entrance qualification","3623","0.40337114035782","0.392979956738827","0.413762323976813"
"Big worries","2019","lower secondary degree","1974","0.366865474705201","0.353954742027286","0.379776207383117"
"Big worries","2019","no degree/no degree yet","385","0.349794011918377","0.330000296261569","0.369587727575185"
"Big worries","2019","Other degree","907","0.305053329651074","0.291478020946264","0.318628638355885"
"Big worries","2019","secondary school degree","2854","0.368496165735397","0.357538445137316","0.379453886333478"
"No worries","2019","college entrance qualification","691","0.0882945143888143","0.0822847890445464","0.0943042397330822"
"No worries","2019","lower secondary degree","806","0.144205830442958","0.134795052174341","0.153616608711576"
"No worries","2019","no degree/no degree yet","1246","0.27566427272935","0.257118033621502","0.294210511837199"
"No worries","2019","Other degree","1816","0.219789033319743","0.207579610751555","0.231998455887931"
"No worries","2019","secondary school degree","820","0.115327578139444","0.108071974156579","0.122583182122309"
"Some worries","2019","college entrance qualification","4248","0.508334345253366","0.497744974795638","0.518923715711095"
"Some worries","2019","lower secondary degree","2573","0.48892869485184","0.475537695737807","0.502319693965874"
"Some worries","2019","no degree/no degree yet","599","0.374541715352273","0.354453334578634","0.394630096125911"
"Some worries","2019","Other degree","1696","0.475157637029183","0.460433854704109","0.489881419354258"
"Some worries","2019","secondary school degree","3771","0.516176256125159","0.504824623160703","0.527527889089615"
