"plj0047","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2012","Saxony","East Germany","811","0.548793021347373","0.523127110079152","0.574458932615593","2"
"Some worries","2012","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","2012","Schleswig-Holstein","West Germany","364","0.546710556391156","0.508172872621802","0.58524824016051","2"
"Some worries","2012","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2012","Lower Saxony","West Germany","1043","0.52712217402213","0.504517751556437","0.549726596487823","2"
"Some worries","2012","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","2012","Saxony-Anhalt","East Germany","443","0.488514596374634","0.4544256591231","0.522603533626167","2"
"Big worries","2013","Schleswig-Holstein","West Germany","147","0.157865354559074","0.131788073699636","0.183942635418511","1"
"Big worries","2013","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2013","Hamburg","West Germany","80","0.209067580160124","0.171987544921013","0.246147615399235","1"
"Big worries","2013","Hamburg","East Germany","","","","","1"
"Big worries","2013","Lower Saxony","West Germany","443","0.218376639531692","0.201085220721266","0.235668058342117","1"
"Big worries","2013","Lower Saxony","East Germany","","","","","1"
"Big worries","2013","Bremen","West Germany","44","0.25913263631357","0.19476473068324","0.323500541943899","1"
"Big worries","2013","Bremen","East Germany","","","","","1"
"Big worries","2013","North Rhine-Westphalia","West Germany","1076","0.218941561132668","0.207470154559789","0.230412967705547","1"
"Big worries","2013","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2013","Hesse","West Germany","266","0.177247568044644","0.159226593583248","0.195268542506039","1"
"Big worries","2013","Hesse","East Germany","","","","","1"
"Big worries","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2013","Baden-Württemberg","West Germany","418","0.146320641294569","0.13342627165337","0.159215010935767","1"
"Big worries","2013","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2013","Bavaria","West Germany","576","0.156194636964864","0.144562743948826","0.167826529980902","1"
"Big worries","2013","Bavaria","East Germany","","","","","1"
"Big worries","2013","Berlin","West Germany","128","0.248718157950136","0.21398495766589","0.283451358234383","1"
"Big worries","2013","Berlin","East Germany","92","0.235199011122351","0.191141997222769","0.279256025021934","1"
"Big worries","2013","Rhineland-Palatinate,Saarland","West Germany","213","0.15167601165458","0.133045172328822","0.170306850980337","1"
"Big worries","2013","Brandenburg","West Germany","","","","","1"
"Big worries","2013","Brandenburg","East Germany","145","0.168183156270868","0.143526904110565","0.192839408431171","1"
"Big worries","2013","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","2013","Mecklenburg-Western Pomerania","East Germany","92","0.215645590635903","0.17850369204984","0.252787489221966","1"
"Big worries","2013","Saxony-Anhalt","East Germany","156","0.182516480236938","0.156834485752598","0.208198474721279","1"
"Big worries","2013","Saxony","West Germany","","","","","1"
"Big worries","2013","Saxony","East Germany","229","0.176556532167897","0.15663329835643","0.196479765979363","1"
"Big worries","2013","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","2013","Thuringia","East Germany","133","0.155596882712833","0.131257830993172","0.179935934432494","1"
"Big worries","2013","Thuringia","West Germany","","","","","1"
"No worries","2013","Schleswig-Holstein","West Germany","199","0.234403562144626","0.204105826065256","0.264701298223995","3"
"No worries","2013","Schleswig-Holstein","East Germany","","","","","3"
"No worries","2013","Hamburg","West Germany","153","0.268282379818657","0.227881117475444","0.308683642161871","3"
"No worries","2013","Hamburg","East Germany","","","","","3"
"No worries","2013","Lower Saxony","West Germany","680","0.278086783802121","0.259334185698552","0.29683938190569","3"
"No worries","2013","Lower Saxony","East Germany","","","","","3"
"No worries","2013","Bremen","West Germany","41","0.188191810467137","0.130771549216387","0.245612071717887","3"
"No worries","2013","Bremen","East Germany","","","","","3"
"No worries","2013","North Rhine-Westphalia","West Germany","1448","0.250355683328447","0.238338099603979","0.262373267052916","3"
"No worries","2013","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","2013","Hesse","West Germany","579","0.289082917184886","0.267689792089927","0.310476042279846","3"
"No worries","2013","Hesse","East Germany","","","","","3"
"No worries","2013","Rhineland-Palatinate,Saarland","West Germany","499","0.292961406758679","0.269322909586559","0.316599903930799","3"
"No worries","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","2013","Baden-Württemberg","West Germany","975","0.296047693947331","0.279392396741398","0.312702991153264","3"
"No worries","2013","Baden-Württemberg","East Germany","","","","","3"
"No worries","2013","Bavaria","West Germany","1238","0.316271654699974","0.301372277084267","0.33117103231568","3"
"No worries","2013","Bavaria","East Germany","","","","","3"
"No worries","2013","Berlin","West Germany","154","0.220794458773314","0.187466423732549","0.25412249381408","3"
"No worries","2013","Berlin","East Germany","72","0.180239365106866","0.140310088127131","0.220168642086601","3"
"No worries","2013","Brandenburg","West Germany","","","","","3"
"No worries","2013","Brandenburg","East Germany","224","0.219987667732014","0.192680801630785","0.247294533833243","3"
"No worries","2013","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2013","Mecklenburg-Western Pomerania","East Germany","106","0.20061818338909","0.164452230117547","0.236784136660633","3"
"No worries","2013","Saxony","West Germany","","","","","3"
"No worries","2013","Saxony","East Germany","354","0.256032992972772","0.233228215073374","0.27883777087217","3"
"No worries","2013","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2013","Saxony-Anhalt","East Germany","221","0.294172231414792","0.263876013887958","0.324468448941626","3"
"No worries","2013","Thuringia","West Germany","","","","","3"
"No worries","2013","Thuringia","East Germany","274","0.335974842351564","0.304259168738954","0.367690515964173","3"
"Some worries","2013","Hesse","East Germany","","","","","2"
"Some worries","2013","Rhineland-Palatinate,Saarland","West Germany","712","0.555362581586741","0.529552795333929","0.581172367839554","2"
"Some worries","2013","Baden-Württemberg","West Germany","1493","0.5576316647581","0.539511353333955","0.575751976182246","2"
"Some worries","2013","Baden-Württemberg","East Germany","","","","","2"
"Some worries","2013","Bavaria","West Germany","1928","0.527533708335162","0.511537880481288","0.543529536189036","2"
"Some worries","2013","Bavaria","East Germany","","","","","2"
"Some worries","2013","Hamburg","West Germany","229","0.522650040021219","0.477103956051927","0.568196123990511","2"
"Some worries","2013","Lower Saxony","East Germany","","","","","2"
"Some worries","2013","Bremen","West Germany","93","0.552675553219293","0.479631555551552","0.625719550887035","2"
"Some worries","2013","Bremen","East Germany","","","","","2"
"Some worries","2013","North Rhine-Westphalia","West Germany","2468","0.530702755538885","0.516858791066942","0.544546720010828","2"
"Some worries","2013","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","2013","Hesse","West Germany","880","0.53366951477047","0.510127878657035","0.557211150883905","2"
"Some worries","2013","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","2013","Berlin","West Germany","313","0.53048738327655","0.49038679244794","0.570587974105159","2"
"Some worries","2013","Berlin","East Germany","192","0.584561623770783","0.533370867174342","0.635752380367224","2"
"Some worries","2013","Brandenburg","West Germany","","","","","2"
"Some worries","2013","Mecklenburg-Western Pomerania","East Germany","273","0.583736225975007","0.539218777047295","0.628253674902718","2"
"Some worries","2013","Saxony","West Germany","","","","","2"
"Some worries","2013","Schleswig-Holstein","West Germany","405","0.607731083296301","0.572810957837667","0.642651208754934","2"
"Some worries","2013","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2013","Hamburg","East Germany","","","","","2"
"Some worries","2013","Lower Saxony","West Germany","1070","0.503536576666187","0.482610495018666","0.524462658313709","2"
"Some worries","2013","Brandenburg","East Germany","515","0.611829175997118","0.579703779624311","0.643954572369925","2"
"Some worries","2013","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","2013","Thuringia","West Germany","","","","","2"
"Some worries","2013","Thuringia","East Germany","445","0.508428274935603","0.474859415288142","0.541997134583065","2"
"Some worries","2013","Saxony-Anhalt","East Germany","492","0.523311288348269","0.490103826060146","0.556518750636392","2"
"Some worries","2013","Saxony","East Germany","824","0.567410474859331","0.541523117654701","0.593297832063962","2"
"Some worries","2013","Saxony-Anhalt","West Germany","","","","","2"
"Big worries","2014","Schleswig-Holstein","West Germany","197","0.177401049016957","0.152703008269854","0.20209908976406","1"
"Big worries","2014","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2014","Hamburg","West Germany","93","0.2152296450783","0.177087685556169","0.253371604600432","1"
"Big worries","2014","Hamburg","East Germany","","","","","1"
"Big worries","2014","Lower Saxony","West Germany","539","0.203962130360369","0.188458941271685","0.219465319449053","1"
"Big worries","2014","Lower Saxony","East Germany","","","","","1"
"Big worries","2014","Bremen","West Germany","62","0.249817827560368","0.192219044553837","0.3074166105669","1"
"Big worries","2014","Bremen","East Germany","","","","","1"
"Big worries","2014","North Rhine-Westphalia","West Germany","1537","0.246782621477768","0.235518728923462","0.258046514032074","1"
"Big worries","2014","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2014","Hesse","West Germany","397","0.233874770848181","0.214750721702261","0.252998819994102","1"
"Big worries","2014","Hesse","East Germany","","","","","1"
"Big worries","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2014","Baden-Württemberg","West Germany","588","0.169030080203459","0.156083285753038","0.181976874653879","1"
"Big worries","2014","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2014","Bavaria","West Germany","869","0.191258498593466","0.179613829801017","0.202903167385915","1"
"Big worries","2014","Bavaria","East Germany","","","","","1"
"Big worries","2014","Berlin","West Germany","140","0.224013207826026","0.189815734921913","0.258210680730139","1"
"Big worries","2014","Berlin","East Germany","109","0.2593174707686","0.217303677984292","0.301331263552907","1"
"Big worries","2014","Rhineland-Palatinate,Saarland","West Germany","267","0.176944769515797","0.158139558730248","0.195749980301346","1"
"Big worries","2014","Brandenburg","West Germany","","","","","1"
"Big worries","2014","Brandenburg","East Germany","195","0.198051664076842","0.173653980105326","0.222449348048358","1"
"Big worries","2014","Mecklenburg-Western Pomerania","East Germany","143","0.244305076499211","0.208749628224277","0.279860524774145","1"
"Big worries","2014","Saxony","West Germany","","","","","1"
"Big worries","2014","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","2014","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","2014","Saxony","East Germany","340","0.222708554647649","0.202460511398376","0.242956597896922","1"
"Big worries","2014","Saxony-Anhalt","East Germany","225","0.233645330742164","0.206891877063928","0.260398784420399","1"
"Big worries","2014","Thuringia","East Germany","206","0.231593790531051","0.205421501441248","0.257766079620855","1"
"Big worries","2014","Thuringia","West Germany","","","","","1"
"No worries","2014","Schleswig-Holstein","West Germany","192","0.229799147010944","0.202599295126498","0.25699899889539","3"
"No worries","2014","Schleswig-Holstein","East Germany","","","","","3"
"No worries","2014","Hamburg","West Germany","113","0.270506011787166","0.229279178130798","0.311732845443534","3"
"No worries","2014","Hamburg","East Germany","","","","","3"
"No worries","2014","Lower Saxony","West Germany","628","0.234668309022134","0.218362908154144","0.250973709890124","3"
"No worries","2014","Lower Saxony","East Germany","","","","","3"
"No worries","2014","Bremen","West Germany","38","0.221403052233168","0.166161436265375","0.27664466820096","3"
"No worries","2014","Bremen","East Germany","","","","","3"
"No worries","2014","North Rhine-Westphalia","West Germany","1052","0.194492740249702","0.184151860837948","0.204833619661457","3"
"No worries","2014","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","2014","Hesse","West Germany","471","0.253311822373","0.233663039718505","0.272960605027494","3"
"No worries","2014","Hesse","East Germany","","","","","3"
"No worries","2014","Rhineland-Palatinate,Saarland","West Germany","434","0.277204137234526","0.255146827874281","0.299261446594772","3"
"No worries","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","2014","Baden-Württemberg","West Germany","913","0.294306985846054","0.278563684906156","0.310050286785951","3"
"No worries","2014","Baden-Württemberg","East Germany","","","","","3"
"No worries","2014","Bavaria","West Germany","1068","0.252617244517221","0.239752092041416","0.265482396993027","3"
"No worries","2014","Bavaria","East Germany","","","","","3"
"No worries","2014","Berlin","West Germany","102","0.167893956534523","0.137236444539727","0.19855146852932","3"
"No worries","2014","Berlin","East Germany","70","0.149643783413419","0.115446647412756","0.183840919414082","3"
"No worries","2014","Brandenburg","West Germany","","","","","3"
"No worries","2014","Brandenburg","East Germany","215","0.193058660330814","0.168895608530992","0.217221712130636","3"
"No worries","2014","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2014","Mecklenburg-Western Pomerania","East Germany","104","0.194800112064339","0.162027344753491","0.227572879375187","3"
"No worries","2014","Saxony","West Germany","","","","","3"
"No worries","2014","Saxony","East Germany","354","0.228886435822562","0.20844121217503","0.249331659470093","3"
"No worries","2014","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2014","Saxony-Anhalt","East Germany","225","0.251165886005718","0.223746385839818","0.278585386171617","3"
"No worries","2014","Thuringia","West Germany","","","","","3"
"No worries","2014","Thuringia","East Germany","271","0.290791783697312","0.262616988668519","0.318966578726106","3"
"Some worries","2014","Hesse","East Germany","","","","","2"
"Some worries","2014","Baden-Württemberg","West Germany","1718","0.536662933950488","0.519436835493232","0.553889032407744","2"
"Some worries","2014","Baden-Württemberg","East Germany","","","","","2"
"Some worries","2014","Bavaria","West Germany","2445","0.556124256889313","0.541413719783594","0.570834793995032","2"
"Some worries","2014","Lower Saxony","East Germany","","","","","2"
"Some worries","2014","Bremen","West Germany","117","0.528779120206464","0.462363897091527","0.595194343321401","2"
"Some worries","2014","North Rhine-Westphalia","West Germany","3039","0.55872463827253","0.545752104859841","0.571697171685218","2"
"Some worries","2014","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","2014","Hesse","West Germany","1014","0.512813406778819","0.490231238931347","0.535395574626291","2"
"Some worries","2014","Rhineland-Palatinate,Saarland","West Germany","881","0.545851093249677","0.521316374707062","0.570385811792292","2"
"Some worries","2014","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","2014","Bavaria","East Germany","","","","","2"
"Some worries","2014","Berlin","West Germany","329","0.608092835639451","0.568051681995027","0.648133989283875","2"
"Some worries","2014","Berlin","East Germany","239","0.591038745817981","0.543907490380534","0.638170001255428","2"
"Some worries","2014","Brandenburg","West Germany","","","","","2"
"Some worries","2014","Brandenburg","East Germany","615","0.608889675592344","0.579014868912329","0.638764482272359","2"
"Some worries","2014","Schleswig-Holstein","West Germany","530","0.592799803972098","0.56103484123518","0.624564766709017","2"
"Some worries","2014","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2014","Hamburg","West Germany","240","0.514264343134534","0.467879738310635","0.560648947958433","2"
"Some worries","2014","Hamburg","East Germany","","","","","2"
"Some worries","2014","Lower Saxony","West Germany","1428","0.561369560617497","0.542277481590086","0.580461639644909","2"
"Some worries","2014","Bremen","East Germany","","","","","2"
"Some worries","2014","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","2014","Mecklenburg-Western Pomerania","East Germany","314","0.560894811436451","0.519827936454558","0.601961686418344","2"
"Some worries","2014","Thuringia","West Germany","","","","","2"
"Some worries","2014","Thuringia","East Germany","521","0.477614425771636","0.446624743335891","0.508604108207381","2"
"Some worries","2014","Saxony","West Germany","","","","","2"
"Some worries","2014","Saxony","East Germany","928","0.548405009529789","0.524186471083056","0.572623547976523","2"
"Some worries","2014","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","2014","Saxony-Anhalt","East Germany","511","0.515188783252119","0.48359105015827","0.546786516345968","2"
"Big worries","2015","Schleswig-Holstein","West Germany","324","0.355310147649467","0.323866544209547","0.386753751089387","1"
"Big worries","2015","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2015","Hamburg","West Germany","148","0.354156097996146","0.310451179075804","0.397861016916487","1"
"Big worries","2015","Hamburg","East Germany","","","","","1"
"Big worries","2015","Lower Saxony","West Germany","839","0.322892976389886","0.304913109335806","0.340872843443966","1"
"Big worries","2015","Lower Saxony","East Germany","","","","","1"
"Big worries","2015","Bremen","West Germany","73","0.35329073131909","0.284597762968887","0.421983699669292","1"
"Big worries","2015","Bremen","East Germany","","","","","1"
"Big worries","2015","Berlin","West Germany","209","0.389678368123117","0.349178554567211","0.430178181679024","1"
"Big worries","2015","Berlin","East Germany","164","0.423544743263633","0.377217141099178","0.469872345428088","1"
"Big worries","2015","North Rhine-Westphalia","West Germany","2087","0.381112151834523","0.368351087259259","0.393873216409786","1"
"Big worries","2015","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2015","Hesse","West Germany","590","0.329613625264648","0.308376122478448","0.350851128050849","1"
"Big worries","2015","Hesse","East Germany","","","","","1"
"Big worries","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2015","Baden-Württemberg","West Germany","924","0.307664426761969","0.29171593838357","0.323612915140368","1"
"Big worries","2015","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2015","Bavaria","West Germany","1268","0.299318828825411","0.285726862498999","0.312910795151823","1"
"Big worries","2015","Bavaria","East Germany","","","","","1"
"Big worries","2015","Brandenburg","West Germany","","","","","1"
"Big worries","2015","Brandenburg","East Germany","290","0.320149943276053","0.291406346062454","0.348893540489651","1"
"Big worries","2015","Mecklenburg-Western Pomerania","East Germany","202","0.337033411740851","0.297812896858036","0.376253926623665","1"
"Big worries","2015","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","2015","Rhineland-Palatinate,Saarland","West Germany","421","0.287328815556937","0.26515592616209","0.309501704951784","1"
"Big worries","2015","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","2015","Saxony","West Germany","","","","","1"
"Big worries","2015","Saxony","East Germany","523","0.348609747087699","0.324747623037559","0.372471871137838","1"
"Big worries","2015","Saxony-Anhalt","East Germany","319","0.344371356130009","0.31324136166759","0.375501350592428","1"
"Big worries","2015","Thuringia","East Germany","306","0.328306484934088","0.298860497833621","0.357752472034555","1"
"Big worries","2015","Thuringia","West Germany","","","","","1"
"No worries","2015","Schleswig-Holstein","West Germany","134","0.125413194203934","0.10365483395991","0.147171554447959","3"
"No worries","2015","Schleswig-Holstein","East Germany","","","","","3"
"No worries","2015","Hamburg","West Germany","75","0.141734072799207","0.109861490995879","0.173606654602535","3"
"No worries","2015","Hamburg","East Germany","","","","","3"
"No worries","2015","Lower Saxony","West Germany","463","0.160653551547102","0.146533238937814","0.17477386415639","3"
"No worries","2015","Lower Saxony","East Germany","","","","","3"
"No worries","2015","Bremen","West Germany","33","0.126160273234963","0.0784437467477637","0.173876799722163","3"
"No worries","2015","Bremen","East Germany","","","","","3"
"No worries","2015","North Rhine-Westphalia","West Germany","802","0.129732188111419","0.120903323393048","0.138561052829791","3"
"No worries","2015","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","2015","Hesse","West Germany","366","0.177137503808954","0.15988877174402","0.194386235873888","3"
"No worries","2015","Hesse","East Germany","","","","","3"
"No worries","2015","Rhineland-Palatinate,Saarland","West Germany","311","0.17162763684285","0.153152208689163","0.190103064996536","3"
"No worries","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","2015","Baden-Württemberg","West Germany","657","0.196781859880453","0.183043596277895","0.210520123483012","3"
"No worries","2015","Baden-Württemberg","East Germany","","","","","3"
"No worries","2015","Bavaria","West Germany","868","0.18440330295334","0.172893255220154","0.195913350686526","3"
"No worries","2015","Bavaria","East Germany","","","","","3"
"No worries","2015","Berlin","West Germany","79","0.108631770817991","0.0827896889345245","0.134473852701458","3"
"No worries","2015","Berlin","East Germany","63","0.149951772380817","0.116477976980193","0.18342556778144","3"
"No worries","2015","Brandenburg","West Germany","","","","","3"
"No worries","2015","Brandenburg","East Germany","180","0.147505560201456","0.125657755349716","0.169353365053195","3"
"No worries","2015","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2015","Thuringia","West Germany","","","","","3"
"No worries","2015","Thuringia","East Germany","219","0.223859924388713","0.197722725667054","0.249997123110371","3"
"No worries","2015","Mecklenburg-Western Pomerania","East Germany","81","0.132365424998585","0.104247278076574","0.160483571920595","3"
"No worries","2015","Saxony","West Germany","","","","","3"
"No worries","2015","Saxony","East Germany","231","0.138634615986884","0.121330546214187","0.155938685759581","3"
"No worries","2015","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2015","Saxony-Anhalt","East Germany","127","0.171477983398635","0.146783907200769","0.1961720595965","3"
"Some worries","2015","Hesse","East Germany","","","","","2"
"Some worries","2015","Baden-Württemberg","West Germany","1636","0.495553713357577","0.478276432518425","0.51283099419673","2"
"Some worries","2015","Baden-Württemberg","East Germany","","","","","2"
"Some worries","2015","Bavaria","West Germany","2225","0.516277868221249","0.50144603679345","0.531109699649047","2"
"Some worries","2015","Bavaria","East Germany","","","","","2"
"Some worries","2015","Berlin","West Germany","269","0.501689861058891","0.460166928557737","0.543212793560045","2"
"Some worries","2015","Berlin","East Germany","210","0.42650348435555","0.380133808914824","0.472873159796277","2"
"Some worries","2015","Brandenburg","West Germany","","","","","2"
"Some worries","2015","Brandenburg","East Germany","542","0.532344496522491","0.501603549402117","0.563085443642866","2"
"Some worries","2015","Lower Saxony","East Germany","","","","","2"
"Some worries","2015","Bremen","West Germany","80","0.520548995445947","0.448753938928309","0.592344051963586","2"
"Some worries","2015","North Rhine-Westphalia","West Germany","2675","0.489155660054058","0.476020893305312","0.502290426802804","2"
"Some worries","2015","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","2015","Hesse","West Germany","926","0.493248870926398","0.470661343449314","0.515836398403481","2"
"Some worries","2015","Rhineland-Palatinate,Saarland","West Germany","868","0.541043547600214","0.516626679863271","0.565460415337156","2"
"Some worries","2015","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","2015","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","2015","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2015","Lower Saxony","West Germany","1296","0.516453472063012","0.497237460428482","0.535669483697541","2"
"Some worries","2015","Mecklenburg-Western Pomerania","East Germany","275","0.530601163260565","0.489192987797561","0.572009338723569","2"
"Some worries","2015","Saxony","West Germany","","","","","2"
"Some worries","2015","Saxony","East Germany","778","0.512755636925417","0.487726415416867","0.537784858433968","2"
"Some worries","2015","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","2015","Saxony-Anhalt","East Germany","449","0.484150660471357","0.451409936599123","0.51689138434359","2"
"Some worries","2015","Thuringia","West Germany","","","","","2"
"Some worries","2015","Thuringia","East Germany","452","0.447833590677199","0.416652296720652","0.479014884633747","2"
"Some worries","2015","Schleswig-Holstein","West Germany","432","0.519276658146599","0.486452008953788","0.55210130733941","2"
"Some worries","2015","Hamburg","West Germany","237","0.504109829204648","0.458419476777542","0.549800181631753","2"
"Some worries","2015","Hamburg","East Germany","","","","","2"
"Some worries","2015","Bremen","East Germany","","","","","2"
"Big worries","2016","Schleswig-Holstein","West Germany","448","0.505672069898095","0.475227469976365","0.536116669819825","1"
"Big worries","2016","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2016","Hamburg","West Germany","204","0.486298042238937","0.443380375767332","0.529215708710543","1"
"Big worries","2016","Hamburg","East Germany","","","","","1"
"Big worries","2016","Lower Saxony","West Germany","1161","0.495587200272386","0.476893605821046","0.514280794723726","1"
"Big worries","2016","Lower Saxony","East Germany","","","","","1"
"Big worries","2016","Bremen","West Germany","96","0.531579895895411","0.46764437624818","0.595515415542643","1"
"Big worries","2016","Bremen","East Germany","","","","","1"
"Big worries","2016","Berlin","West Germany","284","0.501495487193121","0.464769273576666","0.538221700809576","1"
"Big worries","2016","Berlin","East Germany","196","0.48698868644121","0.442732604922848","0.531244767959571","1"
"Big worries","2016","North Rhine-Westphalia","West Germany","2714","0.508455477931618","0.495657743919361","0.521253211943876","1"
"Big worries","2016","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2016","Hesse","West Germany","731","0.43060158982318","0.408573275597237","0.452629904049122","1"
"Big worries","2016","Hesse","East Germany","","","","","1"
"Big worries","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2016","Baden-Württemberg","West Germany","1264","0.430157286576176","0.41367233737516","0.446642235777193","1"
"Big worries","2016","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2016","Bavaria","West Germany","1807","0.439078248734221","0.424602490671537","0.453554006796905","1"
"Big worries","2016","Bavaria","East Germany","","","","","1"
"Big worries","2016","Brandenburg","West Germany","","","","","1"
"Big worries","2016","Brandenburg","East Germany","430","0.410876986582327","0.382527818808997","0.439226154355657","1"
"Big worries","2016","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","2016","Saxony","East Germany","669","0.441191493241389","0.417042437831772","0.465340548651006","1"
"Big worries","2016","Rhineland-Palatinate,Saarland","West Germany","633","0.435484370457667","0.412353072234296","0.458615668681039","1"
"Big worries","2016","Thuringia","East Germany","385","0.421492596191979","0.390841222156998","0.45214397022696","1"
"Big worries","2016","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","2016","Mecklenburg-Western Pomerania","East Germany","271","0.493408263668243","0.453470650567463","0.533345876769022","1"
"Big worries","2016","Saxony","West Germany","","","","","1"
"Big worries","2016","Thuringia","West Germany","","","","","1"
"Big worries","2016","Saxony-Anhalt","East Germany","416","0.485299150127133","0.453178167329891","0.517420132924375","1"
"No worries","2016","Schleswig-Holstein","West Germany","224","0.105682204488834","0.0869618063217652","0.124402602655903","3"
"No worries","2016","Schleswig-Holstein","East Germany","","","","","3"
"No worries","2016","Hamburg","West Germany","116","0.0892525141371312","0.0647709901622676","0.113734038111995","3"
"No worries","2016","Hamburg","East Germany","","","","","3"
"No worries","2016","Lower Saxony","West Germany","515","0.0929262986811182","0.082071286021449","0.103781311340787","3"
"No worries","2016","Lower Saxony","East Germany","","","","","3"
"No worries","2016","Bremen","West Germany","48","0.0460700138302878","0.0192099163783341","0.0729301112822416","3"
"No worries","2016","Bremen","East Germany","","","","","3"
"No worries","2016","North Rhine-Westphalia","West Germany","1055","0.103024836543538","0.0952429237436422","0.110806749343433","3"
"No worries","2016","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","2016","Hesse","West Germany","449","0.135517147773803","0.120290277732757","0.150744017814848","3"
"No worries","2016","Hesse","East Germany","","","","","3"
"No worries","2016","Rhineland-Palatinate,Saarland","West Germany","374","0.105230116230011","0.0909147837129997","0.119545448747023","3"
"No worries","2016","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","2016","Baden-Württemberg","West Germany","823","0.137963845676667","0.126481202806178","0.149446488547155","3"
"No worries","2016","Baden-Württemberg","East Germany","","","","","3"
"No worries","2016","Bavaria","West Germany","946","0.140589658646059","0.13045063374739","0.150728683544729","3"
"No worries","2016","Bavaria","East Germany","","","","","3"
"No worries","2016","Berlin","West Germany","186","0.0879687523158524","0.0671632996378709","0.108774204993834","3"
"No worries","2016","Berlin","East Germany","111","0.0979781840248945","0.0716559185708948","0.124300449478894","3"
"No worries","2016","Brandenburg","West Germany","","","","","3"
"No worries","2016","Brandenburg","East Germany","271","0.137813238839614","0.117951029435249","0.157675448243979","3"
"No worries","2016","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2016","Thuringia","West Germany","","","","","3"
"No worries","2016","Thuringia","East Germany","226","0.178651282418238","0.154873717690727","0.20242884714575","3"
"No worries","2016","Mecklenburg-Western Pomerania","East Germany","92","0.0982763447019424","0.0744963871922094","0.122056302211675","3"
"No worries","2016","Saxony","West Germany","","","","","3"
"No worries","2016","Saxony","East Germany","269","0.117217836263954","0.101572723284637","0.132862949243271","3"
"No worries","2016","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2016","Saxony-Anhalt","East Germany","145","0.141428978403921","0.119033314983158","0.163824641824684","3"
"Some worries","2016","Hesse","East Germany","","","","","2"
