"plj0047","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Some worries","1997","Baden-Württemberg","West Germany","846","0.504754136878197","0.481056752794489","0.528451520961906","2"
"Some worries","1997","Baden-Württemberg","East Germany","","","","","2"
"Some worries","1997","Berlin","West Germany","139","0.512295306701681","0.452893138790283","0.571697474613079","2"
"Big worries","1998","Schleswig-Holstein","West Germany","88","0.264409871804685","0.218007505025451","0.310812238583918","1"
"Big worries","1998","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","1998","Hamburg","West Germany","29","","","","1"
"Big worries","1998","Hamburg","East Germany","","","","","1"
"Big worries","1998","Lower Saxony","West Germany","402","0.342688426887301","0.315677399399337","0.369699454375265","1"
"Big worries","1998","Lower Saxony","East Germany","","","","","1"
"Big worries","1998","Bremen","West Germany","42","0.462927433676626","0.364706640370068","0.561148226983184","1"
"Big worries","1998","Bremen","East Germany","","","","","1"
"Big worries","1998","North Rhine-Westphalia","West Germany","909","0.317915967526846","0.300670830536659","0.335161104517034","1"
"Big worries","1998","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","1998","Hesse","West Germany","323","0.336805673775538","0.306624735292575","0.366986612258501","1"
"Big worries","1998","Hesse","East Germany","","","","","1"
"Big worries","1998","Rhineland-Palatinate,Saarland","West Germany","225","0.286862547984369","0.25548130124111","0.318243794727628","1"
"Big worries","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","1998","Baden-Württemberg","West Germany","515","0.307382535371775","0.286119996482596","0.328645074260954","1"
"Big worries","1998","Baden-Württemberg","East Germany","","","","","1"
"Big worries","1998","Bavaria","West Germany","584","0.316944174500357","0.295672835735226","0.338215513265487","1"
"Big worries","1998","Bavaria","East Germany","","","","","1"
"Big worries","1998","Berlin","West Germany","105","0.333125922843899","0.278405204032288","0.387846641655511","1"
"Big worries","1998","Berlin","East Germany","76","0.292028899483772","0.233265778459566","0.350792020507979","1"
"Big worries","1998","Brandenburg","West Germany","","","","","1"
"Big worries","1998","Brandenburg","East Germany","174","0.324802492475714","0.287881025746056","0.361723959205372","1"
"Big worries","1998","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","1998","Mecklenburg-Western Pomerania","East Germany","94","0.254519079731581","0.212096310174472","0.296941849288691","1"
"Big worries","1998","Saxony","West Germany","","","","","1"
"Big worries","1998","Saxony","East Germany","310","0.249467519538725","0.22465228296026","0.274282756117191","1"
"Big worries","1998","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","1998","Saxony-Anhalt","East Germany","184","0.297219592960008","0.262943897195392","0.331495288724625","1"
"Big worries","1998","Thuringia","West Germany","","","","","1"
"Big worries","1998","Thuringia","East Germany","211","0.316513926255537","0.282680885855197","0.350346966655877","1"
"No worries","1998","Schleswig-Holstein","East Germany","","","","","3"
"No worries","1998","Schleswig-Holstein","West Germany","99","0.278311179547327","0.231156622620754","0.3254657364739","3"
"No worries","1998","Hamburg","East Germany","","","","","3"
"No worries","1998","Lower Saxony","West Germany","175","0.155972992244456","0.135323535985624","0.176622448503287","3"
"No worries","1998","Lower Saxony","East Germany","","","","","3"
"No worries","1998","Hamburg","West Germany","39","0.307925618539095","0.232786968566382","0.383064268511808","3"
"No worries","1998","Bremen","West Germany","14","","","","3"
"No worries","1998","Bremen","East Germany","","","","","3"
"No worries","1998","North Rhine-Westphalia","West Germany","430","0.15202806179787","0.138731353045067","0.165324770550673","3"
"No worries","1998","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","1998","Bavaria","East Germany","","","","","3"
"No worries","1998","Hesse","West Germany","190","0.192104252131412","0.166946676341171","0.217261827921652","3"
"No worries","1998","Hesse","East Germany","","","","","3"
"No worries","1998","Rhineland-Palatinate,Saarland","West Germany","157","0.19073108366417","0.16347246693222","0.21798970039612","3"
"No worries","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","1998","Baden-Württemberg","West Germany","331","0.168245727923061","0.151007272489719","0.185484183356403","3"
"No worries","1998","Baden-Württemberg","East Germany","","","","","3"
"No worries","1998","Bavaria","West Germany","301","0.180195675789706","0.162624427227356","0.197766924352056","3"
"No worries","1998","Berlin","West Germany","57","0.222007794916597","0.173757786272917","0.270257803560276","3"
"No worries","1998","Berlin","East Germany","53","0.281846980313967","0.223703722555956","0.339990238071978","3"
"No worries","1998","Brandenburg","West Germany","","","","","3"
"No worries","1998","Brandenburg","East Germany","151","0.227222082756088","0.19418463622381","0.260259529288366","3"
"No worries","1998","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","1998","Mecklenburg-Western Pomerania","East Germany","72","0.190924386391171","0.152646686174681","0.22920208660766","3"
"No worries","1998","Saxony","West Germany","","","","","3"
"No worries","1998","Saxony","East Germany","282","0.243893400722702","0.219266020893316","0.268520780552087","3"
"No worries","1998","Saxony-Anhalt","West Germany","","","","","3"
"No worries","1998","Saxony-Anhalt","East Germany","169","0.218163962110867","0.187190690014151","0.249137234207583","3"
"No worries","1998","Thuringia","West Germany","","","","","3"
"No worries","1998","Thuringia","East Germany","128","0.157439576947618","0.130946203245524","0.183932950649712","3"
"Some worries","1998","Hamburg","East Germany","","","","","2"
"Some worries","1998","Lower Saxony","West Germany","609","0.501338580868243","0.472882558438481","0.529794603298006","2"
"Some worries","1998","Hamburg","West Germany","77","0.518610265765338","0.437283583259493","0.599936948271182","2"
"Some worries","1998","Schleswig-Holstein","West Germany","160","0.457278948647989","0.404863139829288","0.509694757466689","2"
"Some worries","1998","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","1998","Bremen","East Germany","","","","","2"
"Some worries","1998","North Rhine-Westphalia","West Germany","1462","0.530055970675284","0.511572842716068","0.5485390986345","2"
"Some worries","1998","Saxony","East Germany","576","0.506639079738573","0.47796705349672","0.535311105980426","2"
"Some worries","1998","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","1998","Thuringia","West Germany","","","","","2"
"Some worries","1998","Thuringia","East Germany","387","0.526046496796845","0.489725336326243","0.562367657267448","2"
"Some worries","1998","Lower Saxony","East Germany","","","","","2"
"Some worries","1998","Bremen","West Germany","43","0.399551536380346","0.303067655198238","0.496035417562455","2"
"Some worries","1998","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","1998","Hesse","West Germany","429","0.47109007409305","0.43921395247236","0.502966195713741","2"
"Some worries","1998","Hesse","East Germany","","","","","2"
"Some worries","1998","Bavaria","West Germany","953","0.502860149709937","0.480002149295122","0.525718150124752","2"
"Some worries","1998","Berlin","East Germany","101","0.42612412020226","0.362215238589038","0.490033001815482","2"
"Some worries","1998","Brandenburg","West Germany","","","","","2"
"Some worries","1998","Brandenburg","East Germany","293","0.447975424768198","0.408768736957202","0.487182112579194","2"
"Some worries","1998","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","1998","Mecklenburg-Western Pomerania","East Germany","239","0.554556533877248","0.50615158239028","0.602961485364216","2"
"Some worries","1998","Saxony","West Germany","","","","","2"
"Some worries","1998","Saxony-Anhalt","East Germany","330","0.484616444929125","0.447136228391143","0.522096661467106","2"
"Some worries","1998","Rhineland-Palatinate,Saarland","West Germany","416","0.522406368351461","0.487750232275022","0.5570625044279","2"
"Some worries","1998","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","1998","Baden-Württemberg","West Germany","963","0.524371736705164","0.501358257953324","0.547385215457004","2"
"Some worries","1998","Baden-Württemberg","East Germany","","","","","2"
"Some worries","1998","Bavaria","East Germany","","","","","2"
"Some worries","1998","Berlin","West Germany","123","0.444866282239504","0.387171145173176","0.502561419305833","2"
"Big worries","1999","Schleswig-Holstein","West Germany","75","0.245510293386188","0.198933168018371","0.292087418754004","1"
"Big worries","1999","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","1999","Hamburg","West Germany","43","0.364985576476238","0.285238693089908","0.444732459862568","1"
"Big worries","1999","Hamburg","East Germany","","","","","1"
"Big worries","1999","Lower Saxony","East Germany","","","","","1"
"Big worries","1999","Bremen","West Germany","41","0.461377619332154","0.356626439269116","0.566128799395193","1"
"Big worries","1999","Bremen","East Germany","","","","","1"
"Big worries","1999","North Rhine-Westphalia","West Germany","864","0.316569549897746","0.299018267657481","0.334120832138012","1"
"Big worries","1999","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","1999","Lower Saxony","West Germany","407","0.348289919428295","0.320990536407016","0.375589302449575","1"
"Big worries","1999","Hesse","West Germany","247","0.262227917493665","0.233411688609444","0.291044146377885","1"
"Big worries","1999","Hesse","East Germany","","","","","1"
"Big worries","1999","Rhineland-Palatinate,Saarland","West Germany","203","0.263906068195474","0.232774999098409","0.295037137292538","1"
"Big worries","1999","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","1999","Baden-Württemberg","West Germany","548","0.326220909204098","0.304147802063266","0.34829401634493","1"
"Big worries","1999","Baden-Württemberg","East Germany","","","","","1"
"Big worries","1999","Bavaria","West Germany","445","0.252425576237296","0.232346342148547","0.272504810326044","1"
"Big worries","1999","Bavaria","East Germany","","","","","1"
"Big worries","1999","Berlin","West Germany","116","0.398575723860126","0.342128177559265","0.455023270160986","1"
"Big worries","1999","Berlin","East Germany","71","0.280938408020469","0.222210377538552","0.339666438502387","1"
"Big worries","1999","Brandenburg","West Germany","","","","","1"
"Big worries","1999","Brandenburg","East Germany","181","0.312852779270304","0.275722382874562","0.349983175666047","1"
"Big worries","1999","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","1999","Mecklenburg-Western Pomerania","East Germany","96","0.269170766813419","0.225759965150686","0.312581568476152","1"
"Big worries","1999","Saxony","West Germany","","","","","1"
"Big worries","1999","Saxony","East Germany","343","0.306032858143169","0.279467072926768","0.33259864335957","1"
"Big worries","1999","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","1999","Saxony-Anhalt","East Germany","214","0.311610776620807","0.277077933702075","0.346143619539539","1"
"Big worries","1999","Thuringia","West Germany","","","","","1"
"Big worries","1999","Thuringia","East Germany","190","0.269060540998294","0.236712707315629","0.301408374680959","1"
"No worries","1999","Schleswig-Holstein","West Germany","60","0.17379292307457","0.132784632289452","0.214801213859688","3"
"No worries","1999","Lower Saxony","West Germany","156","0.15119170963243","0.130664781799083","0.171718637465777","3"
"No worries","1999","Lower Saxony","East Germany","","","","","3"
"No worries","1999","Schleswig-Holstein","East Germany","","","","","3"
"No worries","1999","Hamburg","West Germany","20","","","","3"
"No worries","1999","Hamburg","East Germany","","","","","3"
"No worries","1999","Bremen","East Germany","","","","","3"
"No worries","1999","North Rhine-Westphalia","West Germany","358","0.131998503957291","0.119226123114324","0.144770884800258","3"
"No worries","1999","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","1999","Hesse","West Germany","152","0.190803958822971","0.165061078440402","0.216546839205539","3"
"No worries","1999","Brandenburg","West Germany","","","","","3"
"No worries","1999","Brandenburg","East Germany","76","0.115534936620469","0.0899354246225483","0.14113444861839","3"
"No worries","1999","Bremen","West Germany","4","","","","3"
"No worries","1999","Hesse","East Germany","","","","","3"
"No worries","1999","Rhineland-Palatinate,Saarland","West Germany","158","0.195725109243487","0.167701229821384","0.22374898866559","3"
"No worries","1999","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","1999","Baden-Württemberg","East Germany","","","","","3"
"No worries","1999","Bavaria","West Germany","346","0.192737652811834","0.17450525121116","0.210970054412508","3"
"No worries","1999","Bavaria","East Germany","","","","","3"
"No worries","1999","Berlin","West Germany","33","0.133008870728056","0.0938575155058029","0.17216022595031","3"
"No worries","1999","Berlin","East Germany","30","0.153256925998017","0.106187086913277","0.200326765082757","3"
"No worries","1999","Baden-Württemberg","West Germany","256","0.13789187977511","0.121658870994808","0.154124888555413","3"
"No worries","1999","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","1999","Mecklenburg-Western Pomerania","East Germany","48","0.117446204108945","0.0859349280277845","0.148957480190106","3"
"No worries","1999","Saxony","West Germany","","","","","3"
"No worries","1999","Saxony","East Germany","167","0.163973949119615","0.142630406417455","0.185317491821775","3"
"No worries","1999","Saxony-Anhalt","West Germany","","","","","3"
"No worries","1999","Saxony-Anhalt","East Germany","108","0.165874713303238","0.13814056691669","0.193608859689786","3"
"No worries","1999","Thuringia","West Germany","","","","","3"
"No worries","1999","Thuringia","East Germany","88","0.138748654235275","0.113533662001493","0.163963646469058","3"
"Some worries","1999","Hamburg","West Germany","77","0.461282105951582","0.378707201900585","0.543857010002578","2"
"Some worries","1999","Bremen","East Germany","","","","","2"
"Some worries","1999","Saxony","East Germany","646","0.529993192737216","0.501222097557159","0.558764287917274","2"
"Some worries","1999","Thuringia","West Germany","","","","","2"
"Some worries","1999","Thuringia","East Germany","444","0.592190804766431","0.556344959231061","0.6280366503018","2"
"Some worries","1999","Hamburg","East Germany","","","","","2"
"Some worries","1999","Lower Saxony","West Germany","607","0.500518370939275","0.471868350833061","0.529168391045489","2"
"Some worries","1999","Lower Saxony","East Germany","","","","","2"
"Some worries","1999","Bremen","West Germany","42","0.462006293927864","0.357244962770943","0.566767625084785","2"
"Some worries","1999","North Rhine-Westphalia","West Germany","1476","0.551431946144963","0.532665274731666","0.57019861755826","2"
"Some worries","1999","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","1999","Schleswig-Holstein","West Germany","193","0.580696783539243","0.527295711417768","0.634097855660717","2"
"Some worries","1999","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","1999","Hesse","West Germany","496","0.546968123683365","0.514355783605677","0.579580463761052","2"
"Some worries","1999","Berlin","East Germany","124","0.565804665981514","0.501040814181303","0.630568517781724","2"
"Some worries","1999","Brandenburg","West Germany","","","","","2"
"Some worries","1999","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","1999","Mecklenburg-Western Pomerania","East Germany","257","0.613383029077636","0.565719934102403","0.661046124052868","2"
"Some worries","1999","Saxony","West Germany","","","","","2"
"Some worries","1999","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","1999","Saxony-Anhalt","East Germany","369","0.522514510075955","0.485272052287212","0.559756967864698","2"
"Some worries","1999","Hesse","East Germany","","","","","2"
"Some worries","1999","Rhineland-Palatinate,Saarland","West Germany","409","0.540368822561039","0.505168016357683","0.575569628764396","2"
"Some worries","1999","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","1999","Baden-Württemberg","West Germany","929","0.535887211020792","0.512407255278741","0.559367166762842","2"
"Some worries","1999","Baden-Württemberg","East Germany","","","","","2"
"Some worries","1999","Bavaria","West Germany","1007","0.55483677095087","0.531864945531697","0.577808596370043","2"
"Some worries","1999","Bavaria","East Germany","","","","","2"
"Some worries","1999","Berlin","West Germany","140","0.468415405411818","0.41088453458734","0.525946276236296","2"
"Some worries","1999","Brandenburg","East Germany","342","0.571612284109226","0.531984119262729","0.611240448955724","2"
"Big worries","2000","Schleswig-Holstein","West Germany","157","0.237034554577132","0.205643074126314","0.26842603502795","1"
"Big worries","2000","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2000","Hamburg","West Germany","121","0.412800302755228","0.356712923117634","0.468887682392822","1"
"Big worries","2000","Hamburg","East Germany","","","","","1"
"Big worries","2000","Lower Saxony","East Germany","","","","","1"
"Big worries","2000","Bremen","West Germany","77","0.445298936011455","0.373874479058174","0.516723392964736","1"
"Big worries","2000","Bremen","East Germany","","","","","1"
"Big worries","2000","North Rhine-Westphalia","West Germany","1782","0.348280303718254","0.335221449456258","0.36133915798025","1"
"Big worries","2000","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2000","Lower Saxony","West Germany","688","0.341309342528626","0.320637472097863","0.361981212959388","1"
"Big worries","2000","Hesse","West Germany","520","0.30513745935398","0.28305298492197","0.327221933785991","1"
"Big worries","2000","Hesse","East Germany","","","","","1"
"Big worries","2000","Rhineland-Palatinate,Saarland","West Germany","400","0.276164812548342","0.253175853813157","0.299153771283527","1"
"Big worries","2000","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2000","Baden-Württemberg","West Germany","858","0.300034778225174","0.283427089887731","0.316642466562617","1"
"Big worries","2000","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2000","Bavaria","West Germany","889","0.266480035854246","0.251544206484053","0.281415865224439","1"
"Big worries","2000","Bavaria","East Germany","","","","","1"
"Big worries","2000","Berlin","West Germany","201","0.48783740732467","0.441290835018122","0.534383979631218","1"
"Big worries","2000","Berlin","East Germany","169","0.418164625467142","0.368174296298809","0.468154954635475","1"
"Big worries","2000","Brandenburg","West Germany","","","","","1"
"Big worries","2000","Brandenburg","East Germany","362","0.3631773858416","0.333533089167426","0.392821682515773","1"
"Big worries","2000","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","2000","Mecklenburg-Western Pomerania","East Germany","160","0.287855867454353","0.250423143932316","0.325288590976389","1"
"Big worries","2000","Saxony","West Germany","","","","","1"
"Big worries","2000","Saxony","East Germany","528","0.291879000564756","0.270711411571596","0.313046589557915","1"
"Big worries","2000","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","2000","Saxony-Anhalt","East Germany","345","0.325121790649842","0.296802493207318","0.353441088092366","1"
"Big worries","2000","Thuringia","West Germany","","","","","1"
"Big worries","2000","Thuringia","East Germany","291","0.286708508588828","0.25936838045882","0.314048636718836","1"
"No worries","2000","Schleswig-Holstein","West Germany","204","0.264533863247292","0.231974529435053","0.29709319705953","3"
"No worries","2000","Schleswig-Holstein","East Germany","","","","","3"
"No worries","2000","Hamburg","West Germany","28","","","","3"
"No worries","2000","Hamburg","East Germany","","","","","3"
"No worries","2000","Lower Saxony","West Germany","309","0.159802513089245","0.143827271824255","0.175777754354235","3"
"No worries","2000","Lower Saxony","East Germany","","","","","3"
"No worries","2000","Bremen","West Germany","31","0.164422617623215","0.111154697993392","0.217690537253039","3"
"No worries","2000","Bremen","East Germany","","","","","3"
"No worries","2000","North Rhine-Westphalia","West Germany","774","0.155385610742634","0.145455711718838","0.165315509766431","3"
"No worries","2000","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","2000","Hesse","West Germany","337","0.220567234463522","0.200681131501312","0.240453337425731","3"
"No worries","2000","Brandenburg","West Germany","","","","","3"
"No worries","2000","Brandenburg","East Germany","152","0.155349515276347","0.133020684502286","0.177678346050407","3"
"No worries","2000","Hesse","East Germany","","","","","3"
"No worries","2000","Rhineland-Palatinate,Saarland","West Germany","338","0.248433328539224","0.226215379342691","0.270651277735758","3"
"No worries","2000","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","2000","Baden-Württemberg","East Germany","","","","","3"
"No worries","2000","Bavaria","West Germany","688","0.208314870938322","0.194595714264163","0.222034027612482","3"
"No worries","2000","Bavaria","East Germany","","","","","3"
"No worries","2000","Berlin","West Germany","47","0.117924602577229","0.0878914243696729","0.147957780784786","3"
"No worries","2000","Berlin","East Germany","40","0.0979236969986338","0.0678021115099771","0.128045282487291","3"
"No worries","2000","Baden-Württemberg","West Germany","553","0.180807951198998","0.166860759103517","0.19475514329448","3"
"No worries","2000","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2000","Mecklenburg-Western Pomerania","East Germany","87","0.162429270621479","0.131934678691959","0.192923862550999","3"
"No worries","2000","Saxony","West Germany","","","","","3"
"No worries","2000","Saxony","East Germany","270","0.165979282682421","0.148655944115561","0.183302621249282","3"
"No worries","2000","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2000","Saxony-Anhalt","East Germany","165","0.168393472042102","0.145769528741575","0.19101741534263","3"
"No worries","2000","Thuringia","West Germany","","","","","3"
"No worries","2000","Thuringia","East Germany","161","0.163473725752568","0.141116881235114","0.185830570270022","3"
"Some worries","2000","Hamburg","West Germany","147","0.474642969791561","0.417755969189625","0.531529970393498","2"
"Some worries","2000","Hamburg","East Germany","","","","","2"
"Some worries","2000","Lower Saxony","West Germany","1024","0.49888814438213","0.477089280234729","0.52068700852953","2"
"Some worries","2000","Lower Saxony","East Germany","","","","","2"
"Some worries","2000","Bremen","West Germany","78","0.39027844636533","0.32017414325703","0.460382749473629","2"
"Some worries","2000","Bremen","East Germany","","","","","2"
"Some worries","2000","North Rhine-Westphalia","West Germany","2557","0.496334085539112","0.482629417327852","0.510038753750372","2"
"Some worries","2000","North Rhine-Westphalia","East Germany","","","","","2"
"Some worries","2000","Saxony","East Germany","974","0.542141716752823","0.518944376996931","0.565339056508714","2"
"Some worries","2000","Thuringia","West Germany","","","","","2"
"Some worries","2000","Thuringia","East Germany","599","0.549817765658604","0.519739672959118","0.579895858358089","2"
"Some worries","2000","Schleswig-Holstein","West Germany","344","0.498431582175576","0.461523506689577","0.535339657661575","2"
"Some worries","2000","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2000","Hesse","West Germany","813","0.474295306182498","0.450346426829851","0.498244185535144","2"
"Some worries","2000","Berlin","East Germany","165","0.483911677534224","0.43326425401119","0.534559101057258","2"
"Some worries","2000","Brandenburg","West Germany","","","","","2"
"Some worries","2000","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Some worries","2000","Mecklenburg-Western Pomerania","East Germany","315","0.549714861924169","0.508581663644219","0.590848060204118","2"
"Some worries","2000","Saxony","West Germany","","","","","2"
"Some worries","2000","Saxony-Anhalt","West Germany","","","","","2"
"Some worries","2000","Saxony-Anhalt","East Germany","541","0.506484737308056","0.476258769983414","0.536710704632697","2"
"Some worries","2000","Hesse","East Germany","","","","","2"
"Some worries","2000","Rhineland-Palatinate,Saarland","West Germany","715","0.475401858912434","0.449723983028847","0.501079734796021","2"
"Some worries","2000","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Some worries","2000","Baden-Württemberg","West Germany","1514","0.519157270575828","0.501050702037483","0.537263839114172","2"
"Some worries","2000","Baden-Württemberg","East Germany","","","","","2"
"Some worries","2000","Bavaria","West Germany","1789","0.525205093207432","0.508335347913277","0.542074838501586","2"
"Some worries","2000","Bavaria","East Germany","","","","","2"
"Some worries","2000","Berlin","West Germany","195","0.394237990098101","0.348731170901592","0.439744809294609","2"
"Some worries","2000","Brandenburg","East Germany","497","0.481473098882054","0.450673562944066","0.512272634820041","2"
"Big worries","2001","Schleswig-Holstein","West Germany","167","0.262816910188136","0.228742102685936","0.296891717690335","1"
"Big worries","2001","Schleswig-Holstein","East Germany","","","","","1"
"Big worries","2001","Hamburg","West Germany","111","0.395019859227909","0.336817113932921","0.453222604522897","1"
"Big worries","2001","Hamburg","East Germany","","","","","1"
"Big worries","2001","Bremen","West Germany","81","0.526710509797502","0.448858653919573","0.604562365675431","1"
"Big worries","2001","Bremen","East Germany","","","","","1"
"Big worries","2001","Lower Saxony","West Germany","678","0.360767420815145","0.338860802118665","0.382674039511625","1"
"Big worries","2001","Lower Saxony","East Germany","","","","","1"
"Big worries","2001","North Rhine-Westphalia","West Germany","1795","0.375646203005264","0.361690550175556","0.389601855834972","1"
"Big worries","2001","North Rhine-Westphalia","East Germany","","","","","1"
"Big worries","2001","Hesse","West Germany","539","0.362947825791187","0.338466575734342","0.387429075848033","1"
"Big worries","2001","Hesse","East Germany","","","","","1"
"Big worries","2001","Rhineland-Palatinate,Saarland","West Germany","406","0.294864308249328","0.270477355491363","0.319251261007293","1"
"Big worries","2001","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Big worries","2001","Baden-Württemberg","West Germany","815","0.312148441105525","0.294265029678612","0.330031852532438","1"
"Big worries","2001","Baden-Württemberg","East Germany","","","","","1"
"Big worries","2001","Bavaria","West Germany","897","0.295007170965087","0.278731419157134","0.311282922773039","1"
"Big worries","2001","Bavaria","East Germany","","","","","1"
"Big worries","2001","Berlin","West Germany","214","0.501523100287038","0.454536778148535","0.548509422425541","1"
"Big worries","2001","Berlin","East Germany","180","0.480622068564243","0.428722148094149","0.532521989034337","1"
"Big worries","2001","Brandenburg","West Germany","","","","","1"
"Big worries","2001","Brandenburg","East Germany","387","0.421650552870563","0.390347215321405","0.452953890419721","1"
"Big worries","2001","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Big worries","2001","Mecklenburg-Western Pomerania","East Germany","223","0.427067950061354","0.384263447206271","0.469872452916438","1"
"Big worries","2001","Saxony","West Germany","","","","","1"
"Big worries","2001","Saxony","East Germany","604","0.347042755899151","0.323982845511834","0.370102666286468","1"
"Big worries","2001","Saxony-Anhalt","West Germany","","","","","1"
"Big worries","2001","Saxony-Anhalt","East Germany","378","0.366683401161386","0.336725529240742","0.396641273082029","1"
"Big worries","2001","Thuringia","West Germany","","","","","1"
"Big worries","2001","Thuringia","East Germany","376","0.377340006865957","0.34670962135894","0.407970392372974","1"
"No worries","2001","Schleswig-Holstein","West Germany","208","0.277633646045724","0.242965239621951","0.312302052469497","3"
"No worries","2001","Hamburg","West Germany","29","","","","3"
"No worries","2001","Schleswig-Holstein","East Germany","","","","","3"
"No worries","2001","Hamburg","East Germany","","","","","3"
"No worries","2001","Lower Saxony","West Germany","250","0.141332102749157","0.125440589069005","0.15722361642931","3"
"No worries","2001","Lower Saxony","East Germany","","","","","3"
"No worries","2001","Bremen","West Germany","13","","","","3"
"No worries","2001","Bremen","East Germany","","","","","3"
"No worries","2001","North Rhine-Westphalia","West Germany","601","0.140025031271568","0.130025238014346","0.15002482452879","3"
"No worries","2001","North Rhine-Westphalia","East Germany","","","","","3"
"No worries","2001","Hesse","West Germany","231","0.16667057175319","0.147696444399725","0.185644699106656","3"
"No worries","2001","Hesse","East Germany","","","","","3"
"No worries","2001","Rhineland-Palatinate,Saarland","West Germany","289","0.23165720871473","0.209093498951831","0.254220918477629","3"
"No worries","2001","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"No worries","2001","Brandenburg","West Germany","","","","","3"
"No worries","2001","Brandenburg","East Germany","123","0.123541169689157","0.102682300536358","0.144400038841955","3"
"No worries","2001","Baden-Württemberg","West Germany","489","0.18770897385376","0.172638713147593","0.202779234559927","3"
"No worries","2001","Baden-Württemberg","East Germany","","","","","3"
"No worries","2001","Bavaria","West Germany","541","0.187263186011536","0.173340161346863","0.201186210676208","3"
"No worries","2001","Bavaria","East Germany","","","","","3"
"No worries","2001","Berlin","West Germany","45","0.0804748079671807","0.0549116058946398","0.106038010039722","3"
"No worries","2001","Berlin","East Germany","23","","","","3"
"No worries","2001","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"No worries","2001","Mecklenburg-Western Pomerania","East Germany","56","0.13244697184779","0.103113839604869","0.16178010409071","3"
"No worries","2001","Saxony","West Germany","","","","","3"
"No worries","2001","Saxony","East Germany","246","0.175406076853035","0.156982831585189","0.193829322120881","3"
"No worries","2001","Saxony-Anhalt","West Germany","","","","","3"
"No worries","2001","Saxony-Anhalt","East Germany","134","0.147596160161944","0.125545828451904","0.169646491871984","3"
"No worries","2001","Thuringia","West Germany","","","","","3"
"No worries","2001","Thuringia","East Germany","122","0.15201823261402","0.129329948510722","0.174706516717319","3"
"Some worries","2001","Hamburg","West Germany","131","0.49857139157603","0.439041968014417","0.558100815137642","2"
"Some worries","2001","Hamburg","East Germany","","","","","2"
"Some worries","2001","Lower Saxony","East Germany","","","","","2"
"Some worries","2001","Bremen","West Germany","64","0.390454937137968","0.314385900568547","0.466523973707389","2"
"Some worries","2001","Bremen","East Germany","","","","","2"
"Some worries","2001","North Rhine-Westphalia","West Germany","2230","0.484328765723168","0.46992746027945","0.498730071166887","2"
"Some worries","2001","Schleswig-Holstein","West Germany","266","0.45954944376614","0.420969358537347","0.498129528994933","2"
"Some worries","2001","Schleswig-Holstein","East Germany","","","","","2"
"Some worries","2001","Lower Saxony","West Germany","918","0.497900476435698","0.47509188750174","0.520709065369655","2"
"Some worries","2001","North Rhine-Westphalia","East Germany","","","","","2"
