"plj0047","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Some worries","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","30","0.509589988723482","0.394912871161756","0.624267106285208"
"Some worries","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","119","0.549340897034896","0.483140092989152","0.615541701080641"
"Some worries","1998","Couple + C. LE 16 ","(3a) lower tertiary education","132","0.585944346710434","0.521868743111303","0.650019950309566"
"Some worries","1998","Couple + C. LE 16 ","(3b) higher tertiary education","160","0.605965140170992","0.546909502981102","0.665020777360882"
"Some worries","1998","Couple + C. GT 16 ","(0) in school","75","0.600311637837298","0.516109028928901","0.684514246745695"
"Some worries","1998","Couple + C. GT 16 ","(1a) inadequately completed","55","0.398581187672614","0.313092289192799","0.48407008615243"
"Some worries","1998","Couple + C. GT 16 ","(1b) general elementary school","185","0.462326450752939","0.412328740417059","0.512324161088819"
"Some worries","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","301","0.436902854852108","0.399004596832279","0.474801112871937"
"Some worries","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","74","0.514866890144537","0.435675071685667","0.594058708603407"
"Some worries","1998","Couple + C. GT 16 ","(2a) intermediate vocational","220","0.533635284041754","0.486262555149111","0.581008012934396"
"Some worries","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","84","0.547138596840941","0.468521127369994","0.625756066311887"
"Some worries","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","43","0.551258280731376","0.442945085298671","0.659571476164081"
"Some worries","1998","Couple + C. GT 16 ","(3a) lower tertiary education","75","0.562403260330124","0.481376626189324","0.643429894470924"
"Some worries","1998","Couple + C. GT 16 ","(3b) higher tertiary education","98","0.611571935174616","0.534593902975964","0.688549967373268"
"Some worries","1998","Couple + C. LE and GT 16","(0) in school","74","0.428882012130735","0.348047154030249","0.509716870231221"
"Some worries","1998","Couple + C. LE and GT 16","(1a) inadequately completed","30","0.34817816932772","0.2396362615289","0.456720077126541"
"Some worries","1998","Couple + C. LE and GT 16","(1b) general elementary school","76","0.443708460774202","0.36902512414223","0.518391797406174"
"Some worries","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","122","0.594200355523552","0.529460125378876","0.658940585668228"
"Some worries","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","53","0.526668326998055","0.42929527377217","0.624041380223939"
"Some worries","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","122","0.60818371804307","0.544256954740994","0.672110481345146"
"Some worries","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","27","","",""
"Some worries","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","28","","",""
"Some worries","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","46","0.534392568222334","0.418365565512036","0.650419570932631"
"Some worries","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","44","0.589491980547098","0.478895560732978","0.700088400361217"
"No worries","1998","1-pers.-HH","(0) in school","","","",""
"No worries","1998","1-pers.-HH","(1a) inadequately completed","9","","",""
"No worries","1998","1-pers.-HH","(1b) general elementary school","75","0.229750731271129","0.184837196190947","0.27466426635131"
"No worries","1998","1-pers.-HH","(1c) basic vocational qualification","100","0.193590719567329","0.158499081936658","0.228682357198001"
"No worries","1998","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"No worries","1998","1-pers.-HH","(2a) intermediate vocational","65","0.223546127295259","0.177970046084032","0.269122208506487"
"No worries","1998","1-pers.-HH","(2c_gen) general maturity certificate","7","","",""
"No worries","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","16","","",""
"No worries","1998","1-pers.-HH","(3a) lower tertiary education","24","","",""
"No worries","1998","1-pers.-HH","(3b) higher tertiary education","17","","",""
"No worries","1998","(Married) couple without C. ","(0) in school","","","",""
"No worries","1998","(Married) couple without C. ","(1a) inadequately completed","19","","",""
"No worries","1998","(Married) couple without C. ","(1b) general elementary school","99","0.166190538038864","0.136051052182016","0.196330023895713"
"No worries","1998","(Married) couple without C. ","(1c) basic vocational qualification","263","0.161851388997123","0.143701934277325","0.18000084371692"
"No worries","1998","(Married) couple without C. ","(2b) intermediate general qualification","8","","",""
"No worries","1998","(Married) couple without C. ","(2a) intermediate vocational","130","0.179304314023432","0.149971626832301","0.208637001214562"
"No worries","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"No worries","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","25","","",""
"No worries","1998","(Married) couple without C. ","(3a) lower tertiary education","60","0.207686846240861","0.163031713086973","0.252341979394749"
"No worries","1998","(Married) couple without C. ","(3b) higher tertiary education","56","0.210492232079999","0.16428512946207","0.256699334697928"
"No worries","1998","Single parent ","(0) in school","8","","",""
"No worries","1998","Single parent ","(1a) inadequately completed","4","","",""
"No worries","1998","Single parent ","(1b) general elementary school","18","","",""
"No worries","1998","Single parent ","(1c) basic vocational qualification","35","0.159353602620739","0.104655597344595","0.214051607896882"
"No worries","1998","Single parent ","(2b) intermediate general qualification","11","","",""
"No worries","1998","Single parent ","(2a) intermediate vocational","29","","",""
"No worries","1998","Single parent ","(2c_gen) general maturity certificate","8","","",""
"No worries","1998","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"No worries","1998","Single parent ","(3a) lower tertiary education","3","","",""
"No worries","1998","Single parent ","(3b) higher tertiary education","10","","",""
"No worries","1998","Couple + C. LE 16 ","(0) in school","1","","",""
"No worries","1998","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"No worries","1998","Couple + C. LE 16 ","(1b) general elementary school","48","0.161071080798344","0.119612351330826","0.202529810265862"
"No worries","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","134","0.180300437990407","0.153543449012884","0.207057426967931"
"No worries","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"No worries","1998","Couple + C. LE 16 ","(2a) intermediate vocational","177","0.176167964570079","0.151762168792482","0.200573760347675"
"No worries","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","17","","",""
"No worries","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","37","0.14590350430879","0.0989352352180602","0.19287177339952"
"No worries","1998","Couple + C. LE 16 ","(3a) lower tertiary education","51","0.226097356533772","0.171681424789205","0.280513288278339"
"No worries","1998","Couple + C. LE 16 ","(3b) higher tertiary education","63","0.219313185657025","0.16930501009301","0.26932136122104"
"No worries","1998","Couple + C. GT 16 ","(0) in school","21","","",""
"No worries","1998","Couple + C. GT 16 ","(1a) inadequately completed","20","","",""
"No worries","1998","Couple + C. GT 16 ","(1b) general elementary school","75","0.177231150866805","0.138937624745876","0.215524676987735"
"No worries","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","139","0.210197804736653","0.179065705904464","0.241329903568841"
"No worries","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","32","0.192786228675043","0.130278364371037","0.255294092979049"
"No worries","1998","Couple + C. GT 16 ","(2a) intermediate vocational","93","0.203052607717462","0.164852692055199","0.241252523379725"
"No worries","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","37","0.246192989491241","0.178154344231899","0.314231634750583"
"No worries","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","15","","",""
"No worries","1998","Couple + C. GT 16 ","(3a) lower tertiary education","33","0.206479216195725","0.140366626451772","0.272591805939677"
"No worries","1998","Couple + C. GT 16 ","(3b) higher tertiary education","22","","",""
"No worries","1998","Couple + C. LE and GT 16","(0) in school","36","0.305620872127819","0.230379504773212","0.380862239482426"
"No worries","1998","Couple + C. LE and GT 16","(1a) inadequately completed","11","","",""
"No worries","1998","Couple + C. LE and GT 16","(1b) general elementary school","31","0.194726345717662","0.135200204184332","0.254252487250992"
"No worries","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","25","","",""
"No worries","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","20","","",""
"No worries","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","50","0.205072566804085","0.152198634828903","0.257946498779267"
"No worries","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"No worries","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","9","","",""
"No worries","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"No worries","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","20","","",""
"Big worries","1999","1-pers.-HH","(0) in school","","","",""
"Big worries","1999","1-pers.-HH","(1a) inadequately completed","9","","",""
"Big worries","1999","1-pers.-HH","(1b) general elementary school","91","0.254111014167176","0.207698127249002","0.300523901085349"
"Big worries","1999","1-pers.-HH","(1c) basic vocational qualification","140","0.260813306017278","0.222480133365957","0.299146478668599"
"Big worries","1999","1-pers.-HH","(2b) intermediate general qualification","18","","",""
"Big worries","1999","1-pers.-HH","(2a) intermediate vocational","98","0.329076603328382","0.278303335791886","0.379849870864879"
"Big worries","1999","1-pers.-HH","(2c_gen) general maturity certificate","22","","",""
"Big worries","1999","1-pers.-HH","(2c_voc) vocational maturity certificate","27","","",""
"Big worries","1999","1-pers.-HH","(3a) lower tertiary education","35","0.301599199298601","0.216978555394187","0.386219843203016"
"Big worries","1999","1-pers.-HH","(3b) higher tertiary education","32","0.275610675479221","0.196323633770338","0.354897717188104"
"Big worries","1999","(Married) couple without C. ","(0) in school","2","","",""
"Big worries","1999","(Married) couple without C. ","(1a) inadequately completed","31","0.248846062669298","0.169827517111677","0.327864608226919"
"Big worries","1999","(Married) couple without C. ","(1b) general elementary school","149","0.242596938823843","0.20768170173473","0.277512175912957"
"Big worries","1999","(Married) couple without C. ","(1c) basic vocational qualification","484","0.297362725204243","0.275021143025543","0.319704307382944"
