"plj0047","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No worries","1996","Couple + C. LE and GT 16","(2a) intermediate vocational","45","0.192177339604496","0.1390135454734","0.245341133735592"
"No worries","1996","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","10","","",""
"No worries","1996","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"No worries","1996","Couple + C. LE and GT 16","(3a) lower tertiary education","13","","",""
"No worries","1996","Couple + C. LE and GT 16","(3b) higher tertiary education","18","","",""
"Big worries","1997","1-pers.-HH","(0) in school","","","",""
"Big worries","1997","1-pers.-HH","(1a) inadequately completed","19","","",""
"Big worries","1997","1-pers.-HH","(1b) general elementary school","95","0.309464735022343","0.256351823274379","0.362577646770306"
"Big worries","1997","1-pers.-HH","(1c) basic vocational qualification","148","0.34710925638526","0.302928411683976","0.391290101086544"
"Big worries","1997","1-pers.-HH","(2b) intermediate general qualification","11","","",""
"Big worries","1997","1-pers.-HH","(2a) intermediate vocational","73","0.245755820087892","0.195054870173339","0.296456770002445"
"Big worries","1997","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Big worries","1997","1-pers.-HH","(2c_voc) vocational maturity certificate","15","","",""
"Big worries","1997","1-pers.-HH","(3a) lower tertiary education","18","","",""
"Big worries","1997","1-pers.-HH","(3b) higher tertiary education","12","","",""
"Big worries","1997","(Married) couple without C. ","(0) in school","","","",""
"Big worries","1997","(Married) couple without C. ","(1a) inadequately completed","40","0.405962358801689","0.312032578274716","0.499892139328663"
"Big worries","1997","(Married) couple without C. ","(1b) general elementary school","187","0.364131738961631","0.322931921761881","0.405331556161381"
"Big worries","1997","(Married) couple without C. ","(1c) basic vocational qualification","521","0.348131466156328","0.323611733064148","0.372651199248507"
"Big worries","1997","(Married) couple without C. ","(2b) intermediate general qualification","23","","",""
"Big worries","1997","(Married) couple without C. ","(2a) intermediate vocational","190","0.321184924095912","0.284039351186581","0.358330497005243"
"Big worries","1997","(Married) couple without C. ","(2c_gen) general maturity certificate","20","","",""
"Big worries","1997","(Married) couple without C. ","(2c_voc) vocational maturity certificate","57","0.330086148086008","0.257222446799952","0.402949849372064"
"Big worries","1997","(Married) couple without C. ","(3a) lower tertiary education","59","0.226706613286525","0.177924667875301","0.27548855869775"
"Big worries","1997","(Married) couple without C. ","(3b) higher tertiary education","55","0.242600449373163","0.189464749071746","0.295736149674581"
"Big worries","1997","Single parent ","(0) in school","5","","",""
"Big worries","1997","Single parent ","(1a) inadequately completed","2","","",""
"Big worries","1997","Single parent ","(1b) general elementary school","36","0.341761880560593","0.247856953827945","0.435666807293241"
"Big worries","1997","Single parent ","(1c) basic vocational qualification","60","0.326956310179668","0.257053999869415","0.396858620489921"
"Big worries","1997","Single parent ","(2b) intermediate general qualification","10","","",""
"Big worries","1997","Single parent ","(2a) intermediate vocational","39","0.348489208808921","0.260243305374443","0.436735112243399"
"Big worries","1997","Single parent ","(2c_gen) general maturity certificate","10","","",""
"Big worries","1997","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"Big worries","1997","Single parent ","(3a) lower tertiary education","9","","",""
"Big worries","1997","Single parent ","(3b) higher tertiary education","12","","",""
"Big worries","1997","Couple + C. LE 16 ","(0) in school","1","","",""
"Big worries","1997","Couple + C. LE 16 ","(1a) inadequately completed","36","0.423209110918989","0.318788659686557","0.527629562151422"
"Big worries","1997","Couple + C. LE 16 ","(1b) general elementary school","131","0.480690866588672","0.424247779516423","0.537133953660921"
"Big worries","1997","Couple + C. LE 16 ","(1c) basic vocational qualification","244","0.312145125601438","0.278759546066368","0.345530705136508"
"Big worries","1997","Couple + C. LE 16 ","(2b) intermediate general qualification","17","","",""
"Big worries","1997","Couple + C. LE 16 ","(2a) intermediate vocational","244","0.291601118141955","0.261260251326252","0.321941984957658"
"Big worries","1997","Couple + C. LE 16 ","(2c_gen) general maturity certificate","18","","",""
"Big worries","1997","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","57","0.344936405245217","0.277699343698863","0.412173466791571"
"Big worries","1997","Couple + C. LE 16 ","(3a) lower tertiary education","37","0.172236349562083","0.120036933570421","0.224435765553744"
"Big worries","1997","Couple + C. LE 16 ","(3b) higher tertiary education","39","0.1688469418105","0.12184235050399","0.21585153311701"
"Big worries","1997","Couple + C. GT 16 ","(0) in school","39","0.225290077559097","0.155076802923466","0.295503352194729"
"Big worries","1997","Couple + C. GT 16 ","(1a) inadequately completed","50","0.362815021383168","0.284009714149844","0.441620328616493"
"Big worries","1997","Couple + C. GT 16 ","(1b) general elementary school","103","0.28792992175893","0.240894194866342","0.334965648651518"
"Big worries","1997","Couple + C. GT 16 ","(1c) basic vocational qualification","197","0.350565462181504","0.312976959975534","0.388153964387475"
"Big worries","1997","Couple + C. GT 16 ","(2b) intermediate general qualification","45","0.336062072181335","0.257251943317757","0.414872201044912"
"Big worries","1997","Couple + C. GT 16 ","(2a) intermediate vocational","106","0.271682613927257","0.227647784367372","0.315717443487141"
"Big worries","1997","Couple + C. GT 16 ","(2c_gen) general maturity certificate","29","","",""
"Big worries","1997","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","18","","",""
"Big worries","1997","Couple + C. GT 16 ","(3a) lower tertiary education","32","0.234997818851423","0.162939268164096","0.307056369538749"
"Big worries","1997","Couple + C. GT 16 ","(3b) higher tertiary education","32","0.236898035304396","0.167210984132208","0.306585086476583"
"Big worries","1997","Couple + C. LE and GT 16","(0) in school","30","0.230399315427401","0.159628866311876","0.301169764542925"
"Big worries","1997","Couple + C. LE and GT 16","(1a) inadequately completed","29","","",""
"Big worries","1997","Couple + C. LE and GT 16","(1b) general elementary school","56","0.297790668359152","0.22648757226399","0.369093764454314"
"Big worries","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","83","0.307856820196852","0.249211687397965","0.366501952995739"
"Big worries","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","32","0.326850903440489","0.233983023411563","0.419718783469415"
"Big worries","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","56","0.279557459735391","0.219569501802576","0.339545417668206"
"Big worries","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"Big worries","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"Big worries","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","17","","",""
"Big worries","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","17","","",""
"Some worries","1997","1-pers.-HH","(0) in school","","","",""
"Some worries","1997","1-pers.-HH","(1a) inadequately completed","14","","",""
"Some worries","1997","1-pers.-HH","(1b) general elementary school","129","0.440408307870869","0.383370217482967","0.497446398258771"
"Some worries","1997","1-pers.-HH","(1c) basic vocational qualification","214","0.473413202373542","0.427075357908968","0.519751046838117"
"Some worries","1997","1-pers.-HH","(2b) intermediate general qualification","26","","",""
"Some worries","1997","1-pers.-HH","(2a) intermediate vocational","148","0.534116984970577","0.47537280582936","0.592861164111794"
"Some worries","1997","1-pers.-HH","(2c_gen) general maturity certificate","28","","",""
"Some worries","1997","1-pers.-HH","(2c_voc) vocational maturity certificate","48","0.608337257972796","0.496363823560669","0.720310692384922"
"Some worries","1997","1-pers.-HH","(3a) lower tertiary education","64","0.685162076817919","0.592734322367395","0.777589831268442"
"Some worries","1997","1-pers.-HH","(3b) higher tertiary education","67","0.690838557983636","0.596403092795618","0.785274023171653"
"Some worries","1997","(Married) couple without C. ","(0) in school","1","","",""
"Some worries","1997","(Married) couple without C. ","(1a) inadequately completed","49","0.436737598381256","0.341869736294265","0.531605460468247"
"Some worries","1997","(Married) couple without C. ","(1b) general elementary school","233","0.445027335287814","0.402476157296599","0.487578513279029"
"Some worries","1997","(Married) couple without C. ","(1c) basic vocational qualification","686","0.47028909817661","0.444598985967638","0.495979210385581"
"Some worries","1997","(Married) couple without C. ","(2b) intermediate general qualification","32","0.475909671468315","0.352586934608896","0.599232408327734"
"Some worries","1997","(Married) couple without C. ","(2a) intermediate vocational","312","0.494555576248995","0.454781692340011","0.534329460157978"
"Some worries","1997","(Married) couple without C. ","(2c_gen) general maturity certificate","26","","",""
"Some worries","1997","(Married) couple without C. ","(2c_voc) vocational maturity certificate","86","0.565143161179809","0.488329141881819","0.641957180477799"
"Some worries","1997","(Married) couple without C. ","(3a) lower tertiary education","169","0.57449188766173","0.516888139151122","0.632095636172338"
"Some worries","1997","(Married) couple without C. ","(3b) higher tertiary education","145","0.528899061167178","0.467023169616317","0.59077495271804"
"Some worries","1997","Single parent ","(0) in school","18","","",""
"Some worries","1997","Single parent ","(1a) inadequately completed","10","","",""
"Some worries","1997","Single parent ","(1b) general elementary school","48","0.544718024706601","0.446121602755646","0.643314446657555"
"Some worries","1997","Single parent ","(1c) basic vocational qualification","82","0.4589044655371","0.384649900876579","0.533159030197621"
"Some worries","1997","Single parent ","(2b) intermediate general qualification","24","","",""
"Some worries","1997","Single parent ","(2a) intermediate vocational","54","0.454986845634597","0.362763262380505","0.547210428888689"
"Some worries","1997","Single parent ","(2c_gen) general maturity certificate","20","","",""
"Some worries","1997","Single parent ","(2c_voc) vocational maturity certificate","10","","",""
"Some worries","1997","Single parent ","(3a) lower tertiary education","16","","",""
"Some worries","1997","Single parent ","(3b) higher tertiary education","26","","",""
"Some worries","1997","Couple + C. LE 16 ","(0) in school","2","","",""
"Some worries","1997","Couple + C. LE 16 ","(1a) inadequately completed","44","0.49546197044046","0.389792147061339","0.601131793819582"
"Some worries","1997","Couple + C. LE 16 ","(1b) general elementary school","125","0.377844826771375","0.323071270172598","0.432618383370152"
"Some worries","1997","Couple + C. LE 16 ","(1c) basic vocational qualification","372","0.514499938096019","0.478490235098964","0.550509641093074"
"Some worries","1997","Couple + C. LE 16 ","(2b) intermediate general qualification","32","0.628765542219565","0.502227070653737","0.755304013785393"
"Some worries","1997","Couple + C. LE 16 ","(2a) intermediate vocational","445","0.516431423703051","0.483071133193673","0.549791714212429"
"Some worries","1997","Couple + C. LE 16 ","(2c_gen) general maturity certificate","36","0.588828492415474","0.47011993216541","0.707537052665537"
"Some worries","1997","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","98","0.482346255350877","0.41166624371994","0.553026266981814"
"Some worries","1997","Couple + C. LE 16 ","(3a) lower tertiary education","120","0.609633169904729","0.54219266535955","0.677073674449909"
"Some worries","1997","Couple + C. LE 16 ","(3b) higher tertiary education","162","0.659084239079022","0.59960749571244","0.718560982445605"
"Some worries","1997","Couple + C. GT 16 ","(0) in school","67","0.515914804913478","0.431924620937704","0.599904988889252"
"Some worries","1997","Couple + C. GT 16 ","(1a) inadequately completed","69","0.493106799325389","0.411164376524601","0.575049222126177"
"Some worries","1997","Couple + C. GT 16 ","(1b) general elementary school","184","0.517233005042106","0.465324921782913","0.5691410883013"
"Some worries","1997","Couple + C. GT 16 ","(1c) basic vocational qualification","311","0.467534187516663","0.428228507209065","0.506839867824261"
"Some worries","1997","Couple + C. GT 16 ","(2b) intermediate general qualification","64","0.421128413399199","0.338751230425597","0.503505596372801"
"Some worries","1997","Couple + C. GT 16 ","(2a) intermediate vocational","204","0.531073494331288","0.481672605656729","0.580474383005848"
"Some worries","1997","Couple + C. GT 16 ","(2c_gen) general maturity certificate","83","0.579682983146468","0.498208371872092","0.661157594420844"
"Some worries","1997","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","49","0.629750967695235","0.523271484844949","0.736230450545522"
"Some worries","1997","Couple + C. GT 16 ","(3a) lower tertiary education","79","0.578614874447306","0.494696576235392","0.66253317265922"
"Some worries","1997","Couple + C. GT 16 ","(3b) higher tertiary education","90","0.640173994531603","0.561510115170874","0.718837873892332"
"Some worries","1997","Couple + C. LE and GT 16","(0) in school","79","0.574450125700048","0.491354141789568","0.657546109610528"
"Some worries","1997","Couple + C. LE and GT 16","(1a) inadequately completed","31","0.460451849044914","0.343688569132148","0.57721512895768"
"Some worries","1997","Couple + C. LE and GT 16","(1b) general elementary school","79","0.532617164779135","0.454820047259016","0.610414282299254"
"Some worries","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","124","0.572112815939889","0.509254160059149","0.63497147182063"
"Some worries","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","47","0.502333104226441","0.403341051635143","0.601325156817739"
"Some worries","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","104","0.493380024610781","0.426551665611781","0.56020838360978"
"Some worries","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","35","0.551765438801408","0.426965868399892","0.676565009202925"
"Some worries","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","27","","",""
"Some worries","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","45","0.486627877786077","0.37641072734304","0.596845028229113"
"Some worries","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","46","0.583824426354915","0.471516177613474","0.696132675096356"
"No worries","1997","1-pers.-HH","(0) in school","","","",""
"No worries","1997","1-pers.-HH","(1a) inadequately completed","7","","",""
"No worries","1997","1-pers.-HH","(1b) general elementary school","67","0.250126957106788","0.200367490404445","0.299886423809131"
"No worries","1997","1-pers.-HH","(1c) basic vocational qualification","84","0.179477541241198","0.143862704844386","0.21509237763801"
"No worries","1997","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"No worries","1997","1-pers.-HH","(2a) intermediate vocational","56","0.220127194941531","0.171334259747072","0.26892013013599"
"No worries","1997","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"No worries","1997","1-pers.-HH","(2c_voc) vocational maturity certificate","10","","",""
"No worries","1997","1-pers.-HH","(3a) lower tertiary education","15","","",""
"No worries","1997","1-pers.-HH","(3b) higher tertiary education","13","","",""
"No worries","1997","(Married) couple without C. ","(0) in school","","","",""
"No worries","1997","(Married) couple without C. ","(1a) inadequately completed","16","","",""
"No worries","1997","(Married) couple without C. ","(1b) general elementary school","104","0.190840925750555","0.157194792600123","0.224487058900988"
"No worries","1997","(Married) couple without C. ","(1c) basic vocational qualification","243","0.181579435667062","0.161737424598697","0.201421446735428"
"No worries","1997","(Married) couple without C. ","(2b) intermediate general qualification","8","","",""
"No worries","1997","(Married) couple without C. ","(2a) intermediate vocational","105","0.184259499655093","0.153417345628228","0.215101653681959"
"No worries","1997","(Married) couple without C. ","(2c_gen) general maturity certificate","10","","",""
"No worries","1997","(Married) couple without C. ","(2c_voc) vocational maturity certificate","17","","",""
"No worries","1997","(Married) couple without C. ","(3a) lower tertiary education","55","0.198801499051744","0.152303446423398","0.245299551680091"
"No worries","1997","(Married) couple without C. ","(3b) higher tertiary education","50","0.228500489459658","0.176454234909047","0.280546744010269"
"No worries","1997","Single parent ","(0) in school","3","","",""
"No worries","1997","Single parent ","(1a) inadequately completed","8","","",""
"No worries","1997","Single parent ","(1b) general elementary school","14","","",""
"No worries","1997","Single parent ","(1c) basic vocational qualification","31","0.214139224283232","0.153010411906681","0.275268036659784"
"No worries","1997","Single parent ","(2b) intermediate general qualification","10","","",""
"No worries","1997","Single parent ","(2a) intermediate vocational","19","","",""
"No worries","1997","Single parent ","(2c_gen) general maturity certificate","4","","",""
"No worries","1997","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"No worries","1997","Single parent ","(3a) lower tertiary education","5","","",""
"No worries","1997","Single parent ","(3b) higher tertiary education","8","","",""
"No worries","1997","Couple + C. LE 16 ","(0) in school","","","",""
"No worries","1997","Couple + C. LE 16 ","(1a) inadequately completed","6","","",""
"No worries","1997","Couple + C. LE 16 ","(1b) general elementary school","45","0.141464306639953","0.102094121358714","0.180834491921192"
"No worries","1997","Couple + C. LE 16 ","(1c) basic vocational qualification","124","0.173354936302543","0.146080242991517","0.200629629613569"
"No worries","1997","Couple + C. LE 16 ","(2b) intermediate general qualification","7","","",""
"No worries","1997","Couple + C. LE 16 ","(2a) intermediate vocational","173","0.191967458154994","0.165675514612151","0.218259401697837"
"No worries","1997","Couple + C. LE 16 ","(2c_gen) general maturity certificate","12","","",""
"No worries","1997","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","37","0.172717339403906","0.119249528028831","0.226185150778981"
"No worries","1997","Couple + C. LE 16 ","(3a) lower tertiary education","44","0.218130480533188","0.161038464144925","0.275222496921451"
"No worries","1997","Couple + C. LE 16 ","(3b) higher tertiary education","43","0.172068819110478","0.1247099431111","0.219427695109856"
"No worries","1997","Couple + C. GT 16 ","(0) in school","30","0.258795117527424","0.185186982925497","0.332403252129352"
"No worries","1997","Couple + C. GT 16 ","(1a) inadequately completed","24","","",""
"No worries","1997","Couple + C. GT 16 ","(1b) general elementary school","69","0.194837073198964","0.153693616591876","0.235980529806052"
"No worries","1997","Couple + C. GT 16 ","(1c) basic vocational qualification","111","0.181900350301833","0.151510914475069","0.212289786128596"
"No worries","1997","Couple + C. GT 16 ","(2b) intermediate general qualification","29","","",""
"No worries","1997","Couple + C. GT 16 ","(2a) intermediate vocational","82","0.197243891741455","0.157852742793528","0.236635040689383"
"No worries","1997","Couple + C. GT 16 ","(2c_gen) general maturity certificate","29","","",""
"No worries","1997","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","12","","",""
"No worries","1997","Couple + C. GT 16 ","(3a) lower tertiary education","22","","",""
"No worries","1997","Couple + C. GT 16 ","(3b) higher tertiary education","21","","",""
"No worries","1997","Couple + C. LE and GT 16","(0) in school","27","","",""
"No worries","1997","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"No worries","1997","Couple + C. LE and GT 16","(1b) general elementary school","23","","",""
"No worries","1997","Couple + C. LE and GT 16","(1c) basic vocational qualification","31","0.120030363863259","0.0787409215291299","0.161319806197387"
"No worries","1997","Couple + C. LE and GT 16","(2b) intermediate general qualification","19","","",""
"No worries","1997","Couple + C. LE and GT 16","(2a) intermediate vocational","55","0.227062515653828","0.171064354208595","0.283060677099061"
"No worries","1997","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","15","","",""
"No worries","1997","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"No worries","1997","Couple + C. LE and GT 16","(3a) lower tertiary education","17","","",""
"No worries","1997","Couple + C. LE and GT 16","(3b) higher tertiary education","11","","",""
"Big worries","1998","1-pers.-HH","(0) in school","","","",""
"Big worries","1998","1-pers.-HH","(1a) inadequately completed","9","","",""
"Big worries","1998","1-pers.-HH","(1b) general elementary school","97","0.314110995482652","0.26455438086793","0.363667610097373"
"Big worries","1998","1-pers.-HH","(1c) basic vocational qualification","155","0.319805289207242","0.27838214538","0.361228433034485"
"Big worries","1998","1-pers.-HH","(2b) intermediate general qualification","17","","",""
"Big worries","1998","1-pers.-HH","(2a) intermediate vocational","74","0.240025360725994","0.193303117030407","0.286747604421581"
"Big worries","1998","1-pers.-HH","(2c_gen) general maturity certificate","16","","",""
"Big worries","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","23","","",""
"Big worries","1998","1-pers.-HH","(3a) lower tertiary education","22","","",""
"Big worries","1998","1-pers.-HH","(3b) higher tertiary education","27","","",""
"Big worries","1998","(Married) couple without C. ","(0) in school","3","","",""
"Big worries","1998","(Married) couple without C. ","(1a) inadequately completed","35","0.381122512084711","0.287782884198108","0.474462139971314"
"Big worries","1998","(Married) couple without C. ","(1b) general elementary school","225","0.366084559631311","0.327080873400755","0.405088245861867"
"Big worries","1998","(Married) couple without C. ","(1c) basic vocational qualification","570","0.371769125067265","0.347954642525194","0.395583607609336"
"Big worries","1998","(Married) couple without C. ","(2b) intermediate general qualification","28","","",""
"Big worries","1998","(Married) couple without C. ","(2a) intermediate vocational","208","0.317467042512508","0.281873063270487","0.353061021754529"
"Big worries","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","19","","",""
"Big worries","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","48","0.282824023721092","0.217393045686186","0.348255001755998"
"Big worries","1998","(Married) couple without C. ","(3a) lower tertiary education","76","0.226694663511549","0.180603824706873","0.272785502316226"
"Big worries","1998","(Married) couple without C. ","(3b) higher tertiary education","69","0.214966778246377","0.168403645830121","0.261529910662634"
"Big worries","1998","Single parent ","(0) in school","8","","",""
"Big worries","1998","Single parent ","(1a) inadequately completed","10","","",""
"Big worries","1998","Single parent ","(1b) general elementary school","45","0.346386784332449","0.260896712942443","0.431876855722455"
"Big worries","1998","Single parent ","(1c) basic vocational qualification","58","0.391643786282713","0.318696613939145","0.464590958626281"
"Big worries","1998","Single parent ","(2b) intermediate general qualification","11","","",""
"Big worries","1998","Single parent ","(2a) intermediate vocational","44","0.306570843076732","0.228794471208169","0.384347214945295"
"Big worries","1998","Single parent ","(2c_gen) general maturity certificate","10","","",""
"Big worries","1998","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"Big worries","1998","Single parent ","(3a) lower tertiary education","5","","",""
"Big worries","1998","Single parent ","(3b) higher tertiary education","10","","",""
"Big worries","1998","Couple + C. LE 16 ","(0) in school","","","",""
"Big worries","1998","Couple + C. LE 16 ","(1a) inadequately completed","29","","",""
"Big worries","1998","Couple + C. LE 16 ","(1b) general elementary school","111","0.38540809239539","0.33051743236629","0.440298752424491"
"Big worries","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","259","0.341918963112085","0.308903850763869","0.374934075460301"
"Big worries","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","32","0.385093400760605","0.273465109700282","0.496721691820928"
"Big worries","1998","Couple + C. LE 16 ","(2a) intermediate vocational","258","0.28804421691329","0.259032979185229","0.317055454641351"
"Big worries","1998","Couple + C. LE 16 ","(2c_gen) general maturity certificate","26","","",""
"Big worries","1998","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","61","0.304755598656314","0.243511701205915","0.365999496106712"
"Big worries","1998","Couple + C. LE 16 ","(3a) lower tertiary education","44","0.187958296755793","0.137135907336686","0.238780686174901"
"Big worries","1998","Couple + C. LE 16 ","(3b) higher tertiary education","40","0.174721674171983","0.128828951086307","0.22061439725766"
"Big worries","1998","Couple + C. GT 16 ","(0) in school","34","0.210234540820344","0.140189479785397","0.280279601855292"
"Big worries","1998","Couple + C. GT 16 ","(1a) inadequately completed","51","0.428287876979636","0.341886749469068","0.514689004490203"
"Big worries","1998","Couple + C. GT 16 ","(1b) general elementary school","122","0.360442398380256","0.312294850071893","0.408589946688618"
"Big worries","1998","Couple + C. GT 16 ","(1c) basic vocational qualification","218","0.352899340411239","0.316386426869898","0.389412253952581"
"Big worries","1998","Couple + C. GT 16 ","(2b) intermediate general qualification","47","0.292346881180421","0.220275669985717","0.364418092375124"
"Big worries","1998","Couple + C. GT 16 ","(2a) intermediate vocational","113","0.263312108240784","0.221488598745106","0.305135617736463"
"Big worries","1998","Couple + C. GT 16 ","(2c_gen) general maturity certificate","33","0.206668413667818","0.142716704399803","0.270620122935834"
"Big worries","1998","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","23","","",""
"Big worries","1998","Couple + C. GT 16 ","(3a) lower tertiary education","36","0.231117523474151","0.162266046006473","0.29996900094183"
"Big worries","1998","Couple + C. GT 16 ","(3b) higher tertiary education","34","0.266022633283375","0.19623341100126","0.335811855565491"
"Big worries","1998","Couple + C. LE and GT 16","(0) in school","34","0.265497115741446","0.193370841064705","0.337623390418187"
"Big worries","1998","Couple + C. LE and GT 16","(1a) inadequately completed","33","0.518021394938618","0.404174822508801","0.631867967368435"
"Big worries","1998","Couple + C. LE and GT 16","(1b) general elementary school","63","0.361565193508136","0.289342244704639","0.433788142311633"
"Big worries","1998","Couple + C. LE and GT 16","(1c) basic vocational qualification","74","0.307688919192374","0.246839207663503","0.368538630721245"
"Big worries","1998","Couple + C. LE and GT 16","(2b) intermediate general qualification","28","","",""
"Big worries","1998","Couple + C. LE and GT 16","(2a) intermediate vocational","52","0.186743715152845","0.135709576025782","0.237777854279909"
"Big worries","1998","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","21","","",""
"Big worries","1998","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","6","","",""
"Big worries","1998","Couple + C. LE and GT 16","(3a) lower tertiary education","15","","",""
"Big worries","1998","Couple + C. LE and GT 16","(3b) higher tertiary education","12","","",""
"Some worries","1998","1-pers.-HH","(0) in school","1","","",""
"Some worries","1998","1-pers.-HH","(1a) inadequately completed","17","","",""
"Some worries","1998","1-pers.-HH","(1b) general elementary school","165","0.456138273246219","0.402961051194923","0.509315495297515"
"Some worries","1998","1-pers.-HH","(1c) basic vocational qualification","232","0.486603991225428","0.442212709183922","0.530995273266935"
"Some worries","1998","1-pers.-HH","(2b) intermediate general qualification","25","","",""
"Some worries","1998","1-pers.-HH","(2a) intermediate vocational","182","0.536428511978747","0.481876614679479","0.590980409278014"
"Some worries","1998","1-pers.-HH","(2c_gen) general maturity certificate","33","0.562669692294511","0.432746815941339","0.692592568647683"
"Some worries","1998","1-pers.-HH","(2c_voc) vocational maturity certificate","57","0.645185164041863","0.54947555415618","0.740894773927547"
"Some worries","1998","1-pers.-HH","(3a) lower tertiary education","71","0.629319889312939","0.541803270392679","0.716836508233198"
"Some worries","1998","1-pers.-HH","(3b) higher tertiary education","64","0.612920366465905","0.521057836898906","0.704782896032904"
"Some worries","1998","(Married) couple without C. ","(0) in school","1","","",""
"Some worries","1998","(Married) couple without C. ","(1a) inadequately completed","50","0.431652778543759","0.336459658305723","0.526845898781795"
"Some worries","1998","(Married) couple without C. ","(1b) general elementary school","262","0.467724902329825","0.427326647566203","0.508123157093446"
"Some worries","1998","(Married) couple without C. ","(1c) basic vocational qualification","749","0.466379485935612","0.441796715271668","0.490962256599556"
"Some worries","1998","(Married) couple without C. ","(2b) intermediate general qualification","42","0.500303432123452","0.389342342183805","0.611264522063099"
"Some worries","1998","(Married) couple without C. ","(2a) intermediate vocational","319","0.50322864346406","0.464996701690165","0.541460585237956"
"Some worries","1998","(Married) couple without C. ","(2c_gen) general maturity certificate","40","0.547611176030936","0.431013161234999","0.664209190826872"
"Some worries","1998","(Married) couple without C. ","(2c_voc) vocational maturity certificate","109","0.583294056419551","0.511668003365291","0.65492010947381"
"Some worries","1998","(Married) couple without C. ","(3a) lower tertiary education","181","0.56561849024759","0.511053268527963","0.620183711967216"
"Some worries","1998","(Married) couple without C. ","(3b) higher tertiary education","174","0.574540989673623","0.518500506804583","0.630581472542664"
"Some worries","1998","Single parent ","(0) in school","14","","",""
"Some worries","1998","Single parent ","(1a) inadequately completed","10","","",""
"Some worries","1998","Single parent ","(1b) general elementary school","56","0.525632164887885","0.435915484948144","0.615348844827626"
"Some worries","1998","Single parent ","(1c) basic vocational qualification","79","0.449002611096548","0.374669369688403","0.523335852504693"
"Some worries","1998","Single parent ","(2b) intermediate general qualification","27","","",""
"Some worries","1998","Single parent ","(2a) intermediate vocational","62","0.493060316396974","0.408725019820915","0.577395612973033"
"Some worries","1998","Single parent ","(2c_gen) general maturity certificate","16","","",""
"Some worries","1998","Single parent ","(2c_voc) vocational maturity certificate","10","","",""
"Some worries","1998","Single parent ","(3a) lower tertiary education","20","","",""
"Some worries","1998","Single parent ","(3b) higher tertiary education","25","","",""
"Some worries","1998","Couple + C. LE 16 ","(0) in school","1","","",""
"Some worries","1998","Couple + C. LE 16 ","(1a) inadequately completed","38","0.443889088550058","0.329126645256028","0.558651531844089"
"Some worries","1998","Couple + C. LE 16 ","(1b) general elementary school","143","0.453520826806266","0.397373375776187","0.509668277836344"
"Some worries","1998","Couple + C. LE 16 ","(1c) basic vocational qualification","400","0.477780598897508","0.443014796787716","0.512546401007299"
"Some worries","1998","Couple + C. LE 16 ","(2b) intermediate general qualification","34","0.545204531759008","0.430976037045394","0.659433026472621"
"Some worries","1998","Couple + C. LE 16 ","(2a) intermediate vocational","501","0.535787818516631","0.503838260786945","0.567737376246317"
