"plj0047","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Big worries","2016","higher vocational","West Germany","509","0.487197417260581","0.456819428858288","0.517575405662875"
"Big worries","2016","higher vocational","East Germany","177","0.445644742403026","0.394862408035946","0.496427076770105"
"Big worries","2016","higher education","West Germany","2364","0.525132373099922","0.511549194002494","0.538715552197351"
"Big worries","2016","higher education","East Germany","726","0.518318510712659","0.492784437887895","0.543852583537422"
"Some worries","2016","in school","West Germany","146","0.483359957953229","0.428349174960877","0.538370740945581"
"Some worries","2016","in school","East Germany","","","",""
"Some worries","2016","inadequately","West Germany","365","0.427554003832043","0.403544462672159","0.451563544991927"
"Some worries","2016","inadequately","East Germany","93","0.41421464443826","0.361466441640336","0.466962847236183"
"Some worries","2016","general elemantary","West Germany","1112","0.450243087159742","0.43222547303933","0.468260701280154"
"Some worries","2016","general elemantary","East Germany","153","0.371438813226013","0.327801795801884","0.415075830650142"
"Some worries","2016","middle vocational","West Germany","3596","0.405820929598181","0.395727926858457","0.415913932337904"
"Some worries","2016","middle vocational","East Germany","1146","0.439288841553563","0.42051990042016","0.458057782686965"
"Some worries","2016","vocational + Abi","West Germany","785","0.445847147228218","0.423117049886613","0.468577244569824"
"Some worries","2016","vocational + Abi","East Germany","118","0.367547461762682","0.312247179351862","0.422847744173502"
"Some worries","2016","higher vocational","West Germany","434","0.428244077663897","0.398170683943527","0.458317471384267"
"Some worries","2016","higher vocational","East Germany","155","0.459081720479198","0.408167979243303","0.509995461715093"
"Some worries","2016","higher education","West Germany","2036","0.393451234931949","0.380163251836961","0.406739218026938"
"Some worries","2016","higher education","East Germany","592","0.398186566555247","0.373170674418251","0.423202458692244"
"No worries","2016","in school","West Germany","52","0.132291754489264","0.0949949425926935","0.169588566385834"
"No worries","2016","in school","East Germany","","","",""
"No worries","2016","inadequately","West Germany","1042","0.240159961176238","0.219428376490795","0.26089154586168"
"No worries","2016","inadequately","East Germany","205","0.439199898420423","0.386055090123458","0.492344706717387"
"No worries","2016","general elemantary","West Germany","855","0.15193094783966","0.138931433231523","0.164930462447797"
"No worries","2016","general elemantary","East Germany","175","0.246530047156914","0.20760711620073","0.285452978113099"
"No worries","2016","middle vocational","West Germany","1376","0.120934900326452","0.114233264254235","0.127636536398669"
"No worries","2016","middle vocational","East Germany","450","0.135129405229591","0.1222009812752","0.148057829183982"
"No worries","2016","vocational + Abi","West Germany","241","0.108898506898554","0.0946533229670712","0.123143690830036"
"No worries","2016","vocational + Abi","East Germany","42","0.122381046004856","0.0847915292267597","0.159970562782952"
"No worries","2016","higher vocational","West Germany","97","0.084558505075522","0.0676492153035503","0.101467794847494"
"No worries","2016","higher vocational","East Germany","36","0.0952735371177762","0.0652771483968959","0.125269925838656"
"No worries","2016","higher education","West Germany","792","0.0814163919681282","0.0739777094937212","0.0888550744425352"
"No worries","2016","higher education","East Germany","153","0.0834949227320943","0.0693585096964865","0.0976313357677021"
"Big worries","2017","in school","West Germany","146","0.398764911618597","0.348255173416876","0.449274649820318"
"Big worries","2017","in school","East Germany","32","0.392939311007401","0.278525654339164","0.507352967675638"
"Big worries","2017","inadequately","West Germany","266","0.368853285217782","0.348818601593476","0.388887968842089"
"Big worries","2017","inadequately","East Germany","57","0.158085693165","0.118960626877525","0.197210759452474"
"Big worries","2017","general elemantary","West Germany","946","0.386953317126114","0.370275000863586","0.403631633388642"
"Big worries","2017","general elemantary","East Germany","150","0.396370373729426","0.354206676507262","0.43853407095159"
"Big worries","2017","middle vocational","West Germany","3992","0.420764698106539","0.411069301466776","0.430460094746302"
"Big worries","2017","middle vocational","East Germany","1096","0.4007426050672","0.383127302956514","0.418357907177886"
"Big worries","2017","vocational + Abi","West Germany","758","0.416173512438415","0.394608310960719","0.43773871391611"
"Big worries","2017","vocational + Abi","East Germany","128","0.398200802337744","0.346395060313635","0.450006544361853"
"Big worries","2017","higher vocational","West Germany","475","0.40473787425101","0.376282387135964","0.433193361366056"
"Big worries","2017","higher vocational","East Germany","169","0.423531182503489","0.374987003501543","0.472075361505435"
"Big worries","2017","higher education","West Germany","2115","0.423501449312288","0.41089124081442","0.436111657810155"
"Big worries","2017","higher education","East Germany","666","0.467336033282321","0.442593231856622","0.49207883470802"
"Some worries","2017","in school","West Germany","168","0.512751603878128","0.461190380529636","0.56431282722662"
"Some worries","2017","in school","East Germany","","","",""
"Some worries","2017","inadequately","West Germany","369","0.290645206795317","0.271791192407077","0.309499221183557"
"Some worries","2017","inadequately","East Germany","89","0.456871375802395","0.40344900245698","0.510293749147811"
"Some worries","2017","general elemantary","West Germany","1261","0.460008816360383","0.442941998379277","0.477075634341489"
"Some worries","2017","general elemantary","East Germany","195","0.3601398241519","0.318760734289901","0.401518914013899"
"Some worries","2017","middle vocational","West Germany","4386","0.45844241959632","0.448656916934326","0.468227922258314"
"Some worries","2017","middle vocational","East Germany","1371","0.447791078982267","0.429916325366153","0.465665832598382"
"Some worries","2017","vocational + Abi","West Germany","961","0.472367584177551","0.450526198748553","0.494208969606549"
"Some worries","2017","vocational + Abi","East Germany","160","0.4385214426198","0.386008901360316","0.491033983879284"
"Some worries","2017","higher vocational","West Germany","563","0.507751866528784","0.478768903747435","0.536734829310133"
"Some worries","2017","higher vocational","East Germany","180","0.440054691713748","0.391286945209458","0.488822438218038"
"Some worries","2017","higher education","West Germany","2771","0.486627907169792","0.473872029642938","0.499383784696646"
"Some worries","2017","higher education","East Germany","727","0.451181320456992","0.426504024252946","0.475858616661038"
"No worries","2017","in school","West Germany","47","0.0884834845032751","0.0591875153624495","0.117779453644101"
"No worries","2017","in school","East Germany","","","",""
"No worries","2017","inadequately","West Germany","1593","0.340501507986901","0.320824596999666","0.360178418974136"
"No worries","2017","inadequately","East Germany","188","0.385042931032605","0.332857192499606","0.437228669565605"
"No worries","2017","general elemantary","West Germany","1069","0.153037866513503","0.140709441646209","0.165366291380798"
"No worries","2017","general elemantary","East Germany","172","0.243489802118674","0.206494157306355","0.280485446930994"
"No worries","2017","middle vocational","West Germany","1582","0.120792882297141","0.11439281277527","0.127192951819011"
"No worries","2017","middle vocational","East Germany","506","0.151466315950533","0.13857957165461","0.164353060246456"
"No worries","2017","vocational + Abi","West Germany","288","0.111458903384034","0.0976909132077754","0.125226893560293"
"No worries","2017","vocational + Abi","East Germany","55","0.163277755042456","0.124161686464636","0.202393823620276"
"No worries","2017","higher vocational","West Germany","105","0.0875102592202058","0.0711282013356983","0.103892317104713"
"No worries","2017","higher vocational","East Germany","49","0.136414125782763","0.102694015058254","0.170134236507273"
"No worries","2017","higher education","West Germany","1012","0.0898706435179204","0.082571764012689","0.0971695230231519"
"No worries","2017","higher education","East Germany","169","0.0814826462606869","0.0679156463653504","0.0950496461560233"
"Big worries","2018","in school","West Germany","97","0.352603030547667","0.298447745234698","0.406758315860636"
"Big worries","2018","in school","East Germany","","","",""
"Big worries","2018","inadequately","West Germany","271","0.358620104765319","0.33644584962945","0.380794359901188"
"Big worries","2018","inadequately","East Germany","45","0.11857408860513","0.0806396384357314","0.156508538774529"
"Big worries","2018","general elemantary","West Germany","796","0.327006001385722","0.310171319212633","0.34384068355881"
"Big worries","2018","general elemantary","East Germany","148","0.294039981295676","0.254766801513467","0.333313161077885"
"Big worries","2018","middle vocational","West Germany","3101","0.3399928438223","0.330375112393296","0.349610575251305"
"Big worries","2018","middle vocational","East Germany","972","0.362346109182234","0.344701835298419","0.379990383066049"
"Big worries","2018","vocational + Abi","West Germany","582","0.323904612796636","0.302739877073019","0.345069348520253"
"Big worries","2018","vocational + Abi","East Germany","117","0.399497540091263","0.346811749749143","0.452183330433383"
"Big worries","2018","higher vocational","West Germany","368","0.345093345907493","0.316474431711939","0.373712260103048"
"Big worries","2018","higher vocational","East Germany","130","0.312035088384235","0.265814092405281","0.358256084363189"
"Big worries","2018","higher education","West Germany","1624","0.326005643329516","0.313654463498286","0.338356823160745"
"Big worries","2018","higher education","East Germany","501","0.328205850774628","0.304403559653852","0.352008141895405"
"Some worries","2018","in school","West Germany","151","0.491929989501456","0.435263549836656","0.548596429166257"
"Some worries","2018","in school","East Germany","36","0.62219068628968","0.499511595494166","0.744869777085194"
"Some worries","2018","inadequately","West Germany","447","0.336423200787625","0.314577669146325","0.358268732428925"
"Some worries","2018","inadequately","East Germany","99","0.416523788618842","0.358677237413322","0.474370339824361"
"Some worries","2018","general elemantary","West Germany","1230","0.497078623681493","0.47913607820597","0.515021169157017"
"Some worries","2018","general elemantary","East Germany","186","0.432336485721816","0.389633400393764","0.475039571049868"
"Some worries","2018","middle vocational","West Germany","4662","0.51757395411682","0.507428651278863","0.527719256954777"
"Some worries","2018","middle vocational","East Germany","1337","0.461586735015578","0.443287454368059","0.479886015663097"
"Some worries","2018","vocational + Abi","West Germany","1024","0.550401237018986","0.527902789478978","0.572899684558995"
"Some worries","2018","vocational + Abi","East Germany","164","0.491448109686247","0.437672478063209","0.545223741309286"
"Some worries","2018","higher vocational","West Germany","572","0.529982634512475","0.499936892755274","0.560028376269675"
"Some worries","2018","higher vocational","East Germany","199","0.504444874572548","0.454567075462256","0.554322673682841"
"Some worries","2018","higher education","West Germany","2993","0.561798602933248","0.548725009883617","0.574872195982879"
"Some worries","2018","higher education","East Germany","808","0.575154467418593","0.550097109796929","0.600211825040257"
"No worries","2018","in school","West Germany","51","0.155466979950877","0.114395543226535","0.196538416675219"
"No worries","2018","in school","East Germany","","","",""
"No worries","2018","inadequately","West Germany","1079","0.304956694447056","0.283670448756928","0.326242940137184"
"No worries","2018","inadequately","East Germany","135","0.464902122776028","0.406376860579766","0.523427384972291"
"No worries","2018","general elemantary","West Germany","957","0.175915374932785","0.162251959622028","0.189578790243542"
"No worries","2018","general elemantary","East Germany","183","0.273623532982508","0.235194414240253","0.312052651724763"
"No worries","2018","middle vocational","West Germany","1556","0.14243320206088","0.135337374822622","0.149529029299138"
"No worries","2018","middle vocational","East Germany","542","0.176067155802188","0.162086273990772","0.190048037613604"
"No worries","2018","vocational + Abi","West Germany","272","0.125694150184378","0.110701116311363","0.140687184057392"
"No worries","2018","vocational + Abi","East Germany","51","0.10905435022249","0.0755249216335509","0.142583778811429"
"No worries","2018","higher vocational","West Germany","120","0.124924019580032","0.105019989704678","0.144828049455386"
"No worries","2018","higher vocational","East Germany","57","0.183520037043217","0.144903889207904","0.222136184878529"
"No worries","2018","higher education","West Germany","916","0.112195753737236","0.103879751928611","0.120511755545861"
"No worries","2018","higher education","East Germany","186","0.0966396818067788","0.0816623053794954","0.111617058234062"
"Big worries","2019","in school","West Germany","108","0.362904089790417","0.306381242241895","0.419426937338939"
"Big worries","2019","in school","East Germany","","","",""
"Big worries","2019","inadequately","West Germany","199","0.3682226810835","0.344829338450041","0.391616023716959"
"Big worries","2019","inadequately","East Germany","44","0.223804759841547","0.170287942552245","0.277321577130849"
"Big worries","2019","general elemantary","West Germany","755","0.350049897906052","0.331981115361548","0.368118680450556"
"Big worries","2019","general elemantary","East Germany","135","0.329601906297491","0.286738335657146","0.372465476937835"
"Big worries","2019","middle vocational","West Germany","3344","0.37262520308862","0.362619410031693","0.382630996145547"
"Big worries","2019","middle vocational","East Germany","913","0.345820293425966","0.327809389669296","0.363831197182636"
"Big worries","2019","vocational + Abi","West Germany","747","0.394137186910628","0.372233612028126","0.41604076179313"
"Big worries","2019","vocational + Abi","East Germany","113","0.2926283143083","0.243466019036228","0.341790609580371"
"Big worries","2019","higher vocational","West Germany","497","0.38111880423671","0.353900021771352","0.408337586702068"
"Big worries","2019","higher vocational","East Germany","156","0.290007400091649","0.247560372663069","0.332454427520229"
"Big worries","2019","higher education","West Germany","2167","0.379481738384848","0.36712055749164","0.391842919278057"
"Big worries","2019","higher education","East Germany","682","0.418135140330139","0.394471076869511","0.441799203790767"
"Some worries","2019","in school","West Germany","128","0.486626469585469","0.427872083396561","0.545380855774378"
"Some worries","2019","in school","East Germany","","","",""
"Some worries","2019","inadequately","West Germany","350","0.323855045044129","0.301158997212235","0.346551092876023"
"Some worries","2019","inadequately","East Germany","76","0.382207116745679","0.319813384373921","0.444600849117437"
"Some worries","2019","general elemantary","West Germany","1067","0.476171073885555","0.457251988005716","0.495090159765394"
"Some worries","2019","general elemantary","East Germany","205","0.462182589695322","0.416720298156961","0.507644881233683"
"Some worries","2019","middle vocational","West Germany","4242","0.491405459256746","0.481059811086533","0.501751107426959"
"Some worries","2019","middle vocational","East Germany","1347","0.508055851078979","0.489124772304301","0.526986929853658"
"Some worries","2019","vocational + Abi","West Germany","920","0.501983348363794","0.479571858178349","0.52439483854924"
"Some worries","2019","vocational + Abi","East Germany","175","0.576580191873963","0.523189495336341","0.629970888411585"
"Some worries","2019","higher vocational","West Germany","598","0.491135667289072","0.463117701186555","0.519153633391588"
"Some worries","2019","higher vocational","East Germany","219","0.498553088246189","0.451781295477462","0.545324881014915"
"Some worries","2019","higher education","West Germany","2913","0.525987047874755","0.513267552930908","0.538706542818602"
"Some worries","2019","higher education","East Germany","828","0.515831406728406","0.491855661205891","0.539807152250921"
"No worries","2019","in school","West Germany","42","0.150469440624113","0.108441380074196","0.192497501174031"
"No worries","2019","in school","East Germany","","","",""
"No worries","2019","inadequately","West Germany","1084","0.307922273872371","0.285532330906808","0.330312216837934"
"No worries","2019","inadequately","East Germany","113","0.393988123412774","0.331247003932517","0.456729242893031"
"No worries","2019","general elemantary","West Germany","855","0.173779028208393","0.15942510247917","0.188132953937617"
"No worries","2019","general elemantary","East Germany","122","0.208215504007187","0.171191180478134","0.24523982753624"
"No worries","2019","middle vocational","West Germany","1384","0.135969337654635","0.128876223686658","0.143062451622611"
"No worries","2019","middle vocational","East Germany","419","0.146123855495055","0.132748056439468","0.159499654550641"
"No worries","2019","vocational + Abi","West Germany","245","0.103879464725577","0.0902036813354158","0.117555248115739"
"No worries","2019","vocational + Abi","East Germany","41","0.130791493817737","0.0943579114367281","0.167225076198746"
"No worries","2019","higher vocational","West Germany","128","0.127745528474218","0.109037444165898","0.146453612782538"
"No worries","2019","higher vocational","East Germany","64","0.211439511662162","0.173242761795246","0.249636261529078"
"No worries","2019","higher education","West Germany","840","0.0945312137403968","0.087078548799076","0.101983878681718"
"No worries","2019","higher education","East Germany","159","0.0660334529414547","0.054119178852557","0.0779477270303524"
