"plj0047","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Some worries","2016","Employed","East Germany","1360","0.418718152998283","0.401481458091208","0.435954847905358","2"
"Big worries","2017","Not Employed","West Germany","2991","0.406274505470478","0.397127088723413","0.415421922217544","1"
"Big worries","2017","Not Employed","East Germany","932","0.420244329859735","0.401660429031405","0.438828230688064","1"
"Big worries","2017","Employed","West Germany","5918","0.417142977352717","0.409141709413336","0.425144245292098","1"
"Big worries","2017","Employed","East Germany","1406","0.411232430870304","0.395205533826917","0.427259327913691","1"
"No worries","2017","Not Employed","West Germany","4334","0.144107524748747","0.137566455230162","0.150648594267332","3"
"No worries","2017","Not Employed","East Germany","721","0.158993376261481","0.145225952835528","0.172760799687433","3"
"No worries","2017","Employed","West Germany","1681","0.107822335910296","0.102789469878293","0.112855201942299","3"
"No worries","2017","Employed","East Germany","474","0.134563674682118","0.123448525196076","0.145678824168161","3"
"Some worries","2017","Not Employed","West Germany","3749","0.449617969780775","0.440352876748235","0.458883062813315","2"
"Some worries","2017","Not Employed","East Germany","1057","0.420762293878784","0.402175252527692","0.439349335229877","2"
"Some worries","2017","Employed","West Germany","6990","0.475034686736987","0.466931361045912","0.483138012428061","2"
"Some worries","2017","Employed","East Germany","1741","0.454203894447577","0.437986746764193","0.470421042130962","2"
"Big worries","2018","Not Employed","West Germany","2444","0.331736585538678","0.322259134585944","0.341214036491413","1"
"Big worries","2018","Not Employed","East Germany","779","0.332887329728274","0.31445163714605","0.351323022310499","1"
"Big worries","2018","Employed","West Germany","4633","0.334787060518271","0.327063132965133","0.342510988071409","1"
"Big worries","2018","Employed","East Germany","1194","0.348795344433281","0.333181446720617","0.364409242145945","1"
"No worries","2018","Not Employed","West Germany","3103","0.159034641221851","0.151673317142909","0.166395965300793","3"
"No worries","2018","Not Employed","East Germany","665","0.184186266138731","0.169021512534728","0.199351019742735","3"
"No worries","2018","Employed","West Germany","2134","0.131701969546141","0.126167142452915","0.137236796639368","3"
"No worries","2018","Employed","East Germany","549","0.151906110404261","0.140146936022638","0.163665284785884","3"
"Some worries","2018","Not Employed","West Germany","3934","0.509228773239471","0.499166015168014","0.519291531310927","2"
"Some worries","2018","Not Employed","East Germany","1066","0.482926404132994","0.463377253791864","0.502475554474125","2"
"Some worries","2018","Employed","West Germany","7573","0.533510969935587","0.525345787176261","0.541676152694914","2"
"Some worries","2018","Employed","East Germany","1836","0.499298545162458","0.482917680629871","0.515679409695046","2"
"Big worries","2019","Not Employed","West Germany","2561","0.370742636665254","0.360565744812929","0.380919528517578","1"
"Big worries","2019","Not Employed","East Germany","804","0.382062150088714","0.36233717966601","0.401787120511419","1"
"Big worries","2019","Employed","West Germany","5489","0.372894377431352","0.365097808467673","0.380690946395032","1"
"Big worries","2019","Employed","East Germany","1316","0.338023690042268","0.322800191589872","0.353247188494665","1"
"No worries","2019","Not Employed","West Germany","2724","0.152710030133568","0.14513098395429","0.160289076312847","3"
"No worries","2019","Not Employed","East Germany","478","0.146786395921516","0.13241996980793","0.161152822035101","3"
"No worries","2019","Employed","West Germany","2125","0.122545611430376","0.117258707526371","0.12783251533438","3"
"No worries","2019","Employed","East Germany","498","0.139863288220138","0.12870094727135","0.151025629168926","3"
"Some worries","2019","Not Employed","West Germany","3368","0.476547333201178","0.466023923731286","0.487070742671069","2"
"Some worries","2019","Not Employed","East Germany","1049","0.47115145398977","0.450887561182364","0.491415346797176","2"
"Some worries","2019","Employed","West Germany","7164","0.504560011138272","0.496498950235957","0.512621072040587","2"
"Some worries","2019","Employed","East Germany","1895","0.522113021737594","0.50603752005707","0.538188523418117","2"
