"plj0014_v3","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2003","16-34 y.","vocational + Abi","416","0.918631883230952","0.893315190327299","0.943948576134606","1"
"Yes","2003","16-34 y.","higher vocational","248","0.938176332261118","0.909660081235487","0.96669258328675","1"
"Yes","2003","16-34 y.","higher education","516","0.890393106012657","0.864656592975319","0.916129619049994","1"
"Yes","2003","35-65 y.","in school","","","","","1"
"Yes","2003","35-65 y.","inadequately","57","0.429105030134203","0.350678628955963","0.507531431312443","1"
"Yes","2003","35-65 y.","general elemantary","691","0.756829830925301","0.730039119587079","0.783620542263523","1"
"Yes","2003","35-65 y.","middle vocational","6206","0.947849769939129","0.942458930527334","0.953240609350924","1"
"No","2004","66 and older","higher education","15","","","","2"
"No","2004","66 and older","inadequately","23","","","","2"
"No","2004","66 and older","general elemantary","57","0.0432018123525547","0.0289521074834419","0.0574515172216674","2"
"No","2004","66 and older","middle vocational","38","0.0173270752342847","0.0115911031813882","0.0230630472871812","2"
"No","2004","66 and older","vocational + Abi","8","","","","2"
"No","2004","66 and older","higher vocational","3","","","","2"
"No","2004","35-65 y.","middle vocational","322","0.0571336337231692","0.0514060262931331","0.0628612411532053","2"
"No","2004","35-65 y.","vocational + Abi","70","0.139548965243341","0.112206863195406","0.166891067291276","2"
"No","2004","35-65 y.","higher vocational","41","0.0593633607353719","0.0456159678127832","0.0731107536579607","2"
"No","2004","35-65 y.","higher education","122","0.072901776432288","0.0638042618227821","0.081999291041794","2"
"No","2004","66 and older","in school","","","","","2"
"No","2004","16-34 y.","in school","34","0.0931491009932668","0.0706142370788195","0.115683964907714","2"
"No","2004","16-34 y.","inadequately","19","","","","2"
"No","2004","16-34 y.","general elemantary","161","0.17681038834664","0.152022974116933","0.201597802576347","2"
"No","2004","16-34 y.","middle vocational","212","0.0945525993513723","0.0831960511059601","0.105909147596784","2"
"No","2004","16-34 y.","higher vocational","24","","","","2"
"No","2004","16-34 y.","higher education","39","0.0720751973813821","0.0503632313090944","0.0937871634536699","2"
"No","2004","35-65 y.","in school","","","","","2"
"No","2004","35-65 y.","inadequately","89","0.571475350001214","0.490366783117634","0.652583916884795","2"
"No","2004","35-65 y.","general elemantary","278","0.259790146648539","0.231298590943945","0.288281702353134","2"
"No","2004","16-34 y.","vocational + Abi","34","0.0878292834549654","0.0616776050519964","0.113980961857934","2"
"Yes","2004","66 and older","general elemantary","725","0.956798187647445","0.942548482778333","0.971047892516558","1"
"Yes","2004","66 and older","middle vocational","1950","0.982672924765715","0.976936952712819","0.988408896818612","1"
"Yes","2004","66 and older","vocational + Abi","92","0.929812340559415","0.879742509731104","0.979882171387727","1"
"Yes","2004","66 and older","higher vocational","255","0.978453987905675","0.960736918295826","0.996171057515523","1"
"Yes","2004","66 and older","higher education","614","0.948326957529346","0.931027446299623","0.96562646875907","1"
"Yes","2004","35-65 y.","vocational + Abi","547","0.860451034756659","0.833108932708724","0.887793136804594","1"
"Yes","2004","35-65 y.","higher vocational","1094","0.940636639264628","0.926889246342039","0.954384032187217","1"
"Yes","2004","35-65 y.","higher education","3015","0.927098223567712","0.918000708958206","0.936195738177218","1"
"Yes","2004","66 and older","in school","","","","","1"
"Yes","2004","66 and older","inadequately","31","0.618474007169039","0.488913093281686","0.748034921056393","1"
"Yes","2004","16-34 y.","in school","605","0.906850899006733","0.884316035092286","0.92938576292118","1"
"Yes","2004","16-34 y.","inadequately","40","0.74805829445813","0.637283784091258","0.858832804825002","1"
"Yes","2004","16-34 y.","general elemantary","749","0.82318961165336","0.798402197423653","0.847977025883067","1"
"Yes","2004","16-34 y.","middle vocational","2338","0.905447400648628","0.894090852403216","0.91680394889404","1"
"Yes","2004","16-34 y.","vocational + Abi","416","0.912170716545035","0.886019038142066","0.938322394948004","1"
"Yes","2004","16-34 y.","higher vocational","231","0.934817205676622","0.904519632956694","0.96511477839655","1"
"Yes","2004","16-34 y.","higher education","506","0.927924802618618","0.90621283654633","0.949636768690906","1"
"Yes","2004","35-65 y.","in school","","","","","1"
"Yes","2004","35-65 y.","inadequately","54","0.428524649998786","0.347416083115205","0.509633216882366","1"
"Yes","2004","35-65 y.","general elemantary","632","0.740209853351461","0.711718297646866","0.768701409056055","1"
"Yes","2004","35-65 y.","middle vocational","5986","0.942866366276831","0.937138758846795","0.948593973706867","1"
"No","2005","66 and older","higher education","17","","","","2"
"No","2005","66 and older","inadequately","24","","","","2"
"No","2005","66 and older","general elemantary","52","0.0444957507849695","0.0297192067276119","0.0592722948423271","2"
"No","2005","66 and older","middle vocational","37","0.018241799814369","0.0123546654646667","0.0241289341640714","2"
"No","2005","66 and older","vocational + Abi","7","","","","2"
"No","2005","66 and older","higher vocational","2","","","","2"
"No","2005","35-65 y.","middle vocational","314","0.062174359548445","0.0560536675516983","0.0682950515451917","2"
"No","2005","35-65 y.","vocational + Abi","67","0.138828463289919","0.111069128612425","0.166587797967414","2"
"No","2005","35-65 y.","higher vocational","39","0.0609061901888814","0.0467923387794059","0.0750200415983568","2"
"No","2005","35-65 y.","higher education","116","0.073337686599094","0.0639904734107622","0.0826848997874257","2"
"No","2005","66 and older","in school","","","","","2"
"No","2005","16-34 y.","higher vocational","21","","","","2"
"No","2005","16-34 y.","higher education","35","0.0907116126561534","0.0660977647406767","0.11532546057163","2"
"No","2005","35-65 y.","in school","","","","","2"
"No","2005","35-65 y.","inadequately","83","0.558277858671131","0.473562742281293","0.642992975060969","2"
"No","2005","35-65 y.","general elemantary","270","0.290778764921659","0.259902853370072","0.321654676473246","2"
"No","2005","16-34 y.","in school","40","0.0839484558311348","0.0626462827848281","0.105250628877442","2"
"No","2005","16-34 y.","inadequately","21","","","","2"
"No","2005","16-34 y.","general elemantary","127","0.17552974293501","0.149757737341984","0.201301748528036","2"
"No","2005","16-34 y.","middle vocational","193","0.0877480158504525","0.0762943278642865","0.0992017038366185","2"
"No","2005","16-34 y.","vocational + Abi","32","0.0818375991849264","0.0561955916684548","0.107479606701398","2"
"Yes","2005","66 and older","general elemantary","696","0.95550424921503","0.940727705157673","0.970280793272388","1"
"Yes","2005","66 and older","middle vocational","1948","0.981758200185631","0.975871065835929","0.987645334535333","1"
"Yes","2005","66 and older","vocational + Abi","95","0.943475316663342","0.898659393649732","0.988291239676951","1"
"Yes","2005","66 and older","higher vocational","254","0.989577537625911","0.977137027453168","1.00201804779865","1"
"Yes","2005","66 and older","higher education","652","0.941425289750005","0.923630902528584","0.959219676971426","1"
"Yes","2005","35-65 y.","vocational + Abi","529","0.861171536710081","0.833412202032586","0.888930871387575","1"
"Yes","2005","35-65 y.","higher vocational","1064","0.939093809811119","0.924979958401643","0.953207661220594","1"
"Yes","2005","35-65 y.","higher education","2872","0.926662313400906","0.917315100212574","0.936009526589238","1"
"Yes","2005","66 and older","in school","","","","","1"
"Yes","2005","66 and older","inadequately","27","","","","1"
"Yes","2005","16-34 y.","higher education","488","0.909288387343847","0.88467453942837","0.933902235259323","1"
"Yes","2005","35-65 y.","in school","","","","","1"
"Yes","2005","35-65 y.","inadequately","49","0.441722141328869","0.357007024939031","0.526437257718708","1"
"Yes","2005","35-65 y.","general elemantary","561","0.709221235078341","0.678345323526754","0.740097146629928","1"
"Yes","2005","35-65 y.","middle vocational","5665","0.937825640451555","0.931704948454808","0.943946332448302","1"
"Yes","2005","16-34 y.","in school","611","0.916051544168865","0.894749371122558","0.937353717215172","1"
"Yes","2005","16-34 y.","inadequately","42","0.738844650643044","0.630376097790562","0.847313203495526","1"
"Yes","2005","16-34 y.","general elemantary","710","0.82447025706499","0.798698251471964","0.850242262658016","1"
"Yes","2005","16-34 y.","middle vocational","2151","0.912251984149548","0.900798296163382","0.923705672135714","1"
"Yes","2005","16-34 y.","vocational + Abi","407","0.918162400815074","0.892520393298602","0.943804408331545","1"
"Yes","2005","16-34 y.","higher vocational","188","0.929053016764583","0.894246371782037","0.96385966174713","1"
"No","2006","66 and older","higher education","16","","","","2"
"No","2006","66 and older","inadequately","26","","","","2"
"No","2006","66 and older","general elemantary","54","0.0553112047801742","0.0398987903697155","0.0707236191906328","2"
"No","2006","66 and older","middle vocational","48","0.0221269876956552","0.0161683118320005","0.02808566355931","2"
"No","2006","66 and older","vocational + Abi","9","","","","2"
"No","2006","66 and older","higher vocational","3","","","","2"
"No","2006","35-65 y.","middle vocational","310","0.0663123423350896","0.0602180901361833","0.0724065945339959","2"
"No","2006","35-65 y.","vocational + Abi","61","0.111935214932725","0.0877898855478411","0.136080544317609","2"
"No","2006","35-65 y.","higher vocational","46","0.0680146891051562","0.0535010918880831","0.0825282863222292","2"
"No","2006","35-65 y.","higher education","122","0.072897163619324","0.0639039513364304","0.0818903759022176","2"
"No","2006","66 and older","in school","","","","","2"
"No","2006","16-34 y.","higher vocational","19","","","","2"
"No","2006","16-34 y.","higher education","43","0.10855307499895","0.0831046472732963","0.134001502724604","2"
"No","2006","35-65 y.","in school","","","","","2"
"No","2006","35-65 y.","inadequately","71","0.52763824534171","0.440811858698934","0.614464631984486","2"
"No","2006","35-65 y.","general elemantary","249","0.283386716829405","0.253268376440034","0.313505057218775","2"
"No","2006","16-34 y.","in school","22","","","","2"
"No","2006","16-34 y.","inadequately","13","","","","2"
"No","2006","16-34 y.","general elemantary","99","0.142010601510228","0.11779205976882","0.166229143251635","2"
"No","2006","16-34 y.","middle vocational","180","0.0994668430744259","0.0874780617409058","0.111455624407946","2"
"No","2006","16-34 y.","vocational + Abi","31","0.0914205679326373","0.0648804775142083","0.117960658351066","2"
"Yes","2006","66 and older","general elemantary","791","0.944688795219826","0.929276380809367","0.960101209630284","1"
"Yes","2006","66 and older","middle vocational","2293","0.977873012304345","0.97191433644069","0.983831688167999","1"
"Yes","2006","66 and older","vocational + Abi","103","0.925462881752032","0.876821614494613","0.974104149009451","1"
"Yes","2006","66 and older","higher vocational","311","0.985624016962875","0.972457900827992","0.998790133097759","1"
"Yes","2006","66 and older","higher education","790","0.95017057029843","0.935148689346177","0.965192451250683","1"
"Yes","2006","35-65 y.","vocational + Abi","594","0.888064785067275","0.863919455682391","0.912210114452159","1"
"Yes","2006","35-65 y.","higher vocational","1110","0.931985310894844","0.917471713677771","0.946498908111917","1"
"Yes","2006","35-65 y.","higher education","3088","0.927102836380676","0.918109624097782","0.93609604866357","1"
"Yes","2006","66 and older","in school","4","","","","1"
"Yes","2006","66 and older","inadequately","31","0.589108583290539","0.461384770956559","0.716832395624519","1"
"Yes","2006","16-34 y.","higher education","531","0.89144692500105","0.865998497275396","0.916895352726704","1"
"Yes","2006","35-65 y.","in school","4","","","","1"
"Yes","2006","35-65 y.","inadequately","56","0.47236175465829","0.385535368015514","0.559188141301066","1"
"Yes","2006","35-65 y.","general elemantary","611","0.716613283170595","0.686494942781225","0.746731623559966","1"
"Yes","2006","35-65 y.","middle vocational","6094","0.93368765766491","0.927593405466004","0.939781909863817","1"
"Yes","2006","16-34 y.","in school","367","0.902022608514839","0.872480265377082","0.931564951652595","1"
"Yes","2006","16-34 y.","inadequately","46","0.813203079770187","0.713752699432425","0.912653460107949","1"
"Yes","2006","16-34 y.","general elemantary","699","0.857989398489773","0.833770856748365","0.88220794023118","1"
"Yes","2006","16-34 y.","middle vocational","2214","0.900533156925574","0.888544375592054","0.912521938259094","1"
"Yes","2006","16-34 y.","vocational + Abi","422","0.908579432067363","0.882039341648934","0.935119522485792","1"
"Yes","2006","16-34 y.","higher vocational","170","0.914655845506904","0.874823770033761","0.954487920980047","1"
"No","2007","66 and older","higher education","14","","","","2"
"No","2007","66 and older","inadequately","24","","","","2"
"No","2007","66 and older","general elemantary","56","0.0730996119958354","0.0548556658173201","0.0913435581743507","2"
"No","2007","66 and older","middle vocational","45","0.0253142483151371","0.0189003557611687","0.0317281408691054","2"
"No","2007","66 and older","vocational + Abi","8","","","","2"
"No","2007","66 and older","higher vocational","4","","","","2"
"No","2007","35-65 y.","middle vocational","276","0.0689718035021478","0.0624969646045034","0.0754466423997923","2"
"No","2007","35-65 y.","vocational + Abi","59","0.113640199137923","0.0888180553053257","0.13846234297052","2"
"No","2007","35-65 y.","higher vocational","38","0.060961384743221","0.0466455272143716","0.0752772422720704","2"
"No","2007","35-65 y.","higher education","116","0.0728308034072618","0.063564430446746","0.0820971763677775","2"
"No","2007","66 and older","in school","","","","","2"
"No","2007","16-34 y.","higher vocational","13","","","","2"
"No","2007","16-34 y.","higher education","36","0.0919051630476894","0.0679137376381645","0.115896588457214","2"
"No","2007","35-65 y.","in school","","","","","2"
"No","2007","35-65 y.","inadequately","59","0.5527147134647","0.459797844370841","0.64563158255856","2"
"No","2007","35-65 y.","general elemantary","221","0.299830748787998","0.267083201907342","0.332578295668653","2"
"No","2007","16-34 y.","in school","15","","","","2"
"No","2007","16-34 y.","inadequately","10","","","","2"
"No","2007","16-34 y.","general elemantary","73","0.139512088265418","0.113715648007404","0.165308528523432","2"
"No","2007","16-34 y.","middle vocational","151","0.0966620679456958","0.084297386160262","0.10902674973113","2"
"No","2007","16-34 y.","vocational + Abi","26","","","","2"
"Yes","2007","66 and older","general elemantary","726","0.926900388004165","0.908656441825649","0.94514433418268","1"
"Yes","2007","66 and older","middle vocational","2259","0.974685751684863","0.968271859130895","0.981099644238831","1"
"Yes","2007","66 and older","vocational + Abi","111","0.934414063635085","0.889935612537227","0.978892514732944","1"
"Yes","2007","66 and older","higher vocational","309","0.966616058448331","0.946715203657487","0.986516913239174","1"
"Yes","2007","66 and older","higher education","810","0.958003614365373","0.944308236587779","0.971698992142967","1"
"Yes","2007","35-65 y.","vocational + Abi","569","0.886359800862077","0.86153765702948","0.911181944694674","1"
"Yes","2007","35-65 y.","higher vocational","1035","0.939038615256779","0.92472275772793","0.953354472785628","1"
"Yes","2007","35-65 y.","higher education","2905","0.927169196592738","0.917902823632223","0.936435569553254","1"
"Yes","2007","66 and older","in school","","","","","1"
"Yes","2007","66 and older","inadequately","30","0.599897773801052","0.469227945581836","0.730567602020268","1"
"Yes","2007","16-34 y.","higher education","521","0.908094836952311","0.884103411542786","0.932086262361836","1"
"Yes","2007","35-65 y.","in school","","","","","1"
"Yes","2007","35-65 y.","inadequately","51","0.4472852865353","0.35436841744144","0.540202155629159","1"
"Yes","2007","35-65 y.","general elemantary","531","0.700169251212002","0.667421704331347","0.732916798092658","1"
"Yes","2007","35-65 y.","middle vocational","5608","0.931028196497852","0.924553357600208","0.937503035395497","1"
"Yes","2007","16-34 y.","in school","327","0.926005225302984","0.898262936868636","0.953747513737331","1"
"Yes","2007","16-34 y.","inadequately","45","0.819913741955907","0.718361125799118","0.921466358112696","1"
"Yes","2007","16-34 y.","general elemantary","620","0.860487911734582","0.834691471476568","0.886284351992596","1"
"Yes","2007","16-34 y.","middle vocational","2043","0.903337932054304","0.89097325026887","0.915702613839738","1"
"Yes","2007","16-34 y.","vocational + Abi","402","0.926407129574","0.901670243886833","0.951144015261167","1"
"Yes","2007","16-34 y.","higher vocational","140","0.922716393764368","0.88040277357077","0.965030013957966","1"
"No","2008","66 and older","inadequately","19","","","","2"
"No","2008","66 and older","general elemantary","58","0.0860203118544067","0.0658180028467225","0.106222620862091","2"
"No","2008","66 and older","middle vocational","44","0.0270323703785358","0.020353465653532","0.0337112751035395","2"
"No","2008","66 and older","vocational + Abi","8","","","","2"
"No","2008","66 and older","higher vocational","3","","","","2"
"No","2008","66 and older","higher education","17","","","","2"
"No","2008","35-65 y.","middle vocational","242","0.0681764844072595","0.0615285913532325","0.0748243774612865","2"
"No","2008","35-65 y.","vocational + Abi","57","0.117052373064144","0.0916030967549289","0.142501649373358","2"
"No","2008","35-65 y.","higher vocational","35","0.0630369331911903","0.0478133978666728","0.0782604685157079","2"
"No","2008","35-65 y.","higher education","97","0.0756720008294538","0.0658724786801073","0.0854715229788003","2"
"No","2008","66 and older","in school","","","","","2"
"No","2008","16-34 y.","higher vocational","9","","","","2"
"No","2008","16-34 y.","higher education","29","","","","2"
"No","2008","35-65 y.","in school","","","","","2"
"No","2008","35-65 y.","inadequately","51","0.573566382724853","0.474116597385965","0.673016168063741","2"
"No","2008","35-65 y.","general elemantary","199","0.31337435839667","0.278354863272494","0.348393853520846","2"
"No","2008","16-34 y.","in school","13","","","","2"
"No","2008","16-34 y.","inadequately","12","","","","2"
"No","2008","16-34 y.","general elemantary","59","0.10149768143639","0.0778034046156876","0.125191958257093","2"
"No","2008","16-34 y.","middle vocational","122","0.103891555673899","0.0905092955251749","0.117273815822624","2"
"No","2008","16-34 y.","vocational + Abi","18","","","","2"
"Yes","2008","66 and older","general elemantary","682","0.913979688145593","0.893777379137909","0.934181997153277","1"
"Yes","2008","66 and older","middle vocational","2221","0.972967629621464","0.966288724896461","0.979646534346468","1"
"Yes","2008","66 and older","vocational + Abi","102","0.912174062425912","0.859280598993559","0.965067525858265","1"
"Yes","2008","66 and older","higher vocational","314","0.97884784398386","0.963007909725733","0.994687778241987","1"
"Yes","2008","66 and older","higher education","862","0.958522448753195","0.945341054434232","0.971703843072158","1"
"Yes","2008","35-65 y.","vocational + Abi","556","0.882947626935856","0.857498350626642","0.908396903245071","1"
"Yes","2008","35-65 y.","higher vocational","944","0.93696306680881","0.921739531484292","0.952186602133327","1"
"Yes","2008","35-65 y.","higher education","2701","0.924327999170546","0.9145284770212","0.934127521319893","1"
"Yes","2008","66 and older","in school","","","","","1"
"Yes","2008","66 and older","inadequately","24","","","","1"
"Yes","2008","16-34 y.","higher education","502","0.930177824951076","0.908501756780524","0.951853893121629","1"
"Yes","2008","35-65 y.","in school","","","","","1"
"Yes","2008","35-65 y.","inadequately","44","0.426433617275147","0.326983831936259","0.525883402614035","1"
"Yes","2008","35-65 y.","general elemantary","475","0.68662564160333","0.651606146479154","0.721645136727506","1"
"Yes","2008","35-65 y.","middle vocational","5280","0.93182351559274","0.925175622538713","0.938471408646767","1"
"Yes","2008","16-34 y.","inadequately","37","0.750931221354187","0.629840803675408","0.872021639032966","1"
"Yes","2008","16-34 y.","general elemantary","565","0.89850231856361","0.874808041742907","0.922196595384312","1"
"Yes","2008","16-34 y.","middle vocational","1875","0.896108444326101","0.882726184177376","0.909490704474825","1"
"Yes","2008","16-34 y.","vocational + Abi","359","0.919686875003414","0.892252777830808","0.947120972176021","1"
"Yes","2008","16-34 y.","higher vocational","117","0.947717294376393","0.908850273957321","0.986584314795466","1"
"Yes","2008","16-34 y.","in school","342","0.941827859762347","0.917479079959326","0.966176639565368","1"
"No","2009","66 and older","inadequately","22","","","","2"
"No","2009","66 and older","general elemantary","52","0.0878450265256883","0.0663949949161704","0.109295058135206","2"
"No","2009","66 and older","middle vocational","33","0.0207173134573294","0.0147599694410892","0.0266746574735697","2"
"No","2009","66 and older","vocational + Abi","8","","","","2"
"No","2009","66 and older","higher vocational","3","","","","2"
"No","2009","66 and older","higher education","15","","","","2"
"No","2009","35-65 y.","middle vocational","213","0.072264377450244","0.0651693011164829","0.0793594537840051","2"
"No","2009","35-65 y.","vocational + Abi","50","0.124880977290348","0.0976943314492942","0.152067623131403","2"
"No","2009","35-65 y.","higher vocational","29","","","","2"
"No","2009","35-65 y.","higher education","91","0.082668721428383","0.0721220830987926","0.0932153597579734","2"
"No","2009","66 and older","in school","","","","","2"
"No","2009","16-34 y.","higher vocational","7","","","","2"
"No","2009","16-34 y.","higher education","23","","","","2"
"No","2009","35-65 y.","in school","","","","","2"
"No","2009","35-65 y.","inadequately","44","0.557140037529531","0.451542443750451","0.662737631308611","2"
"No","2009","35-65 y.","general elemantary","168","0.311352497406831","0.273989066342365","0.348715928471297","2"
"No","2009","16-34 y.","in school","14","","","","2"
"No","2009","16-34 y.","inadequately","11","","","","2"
"No","2009","16-34 y.","general elemantary","56","0.112976165444896","0.0865918041578282","0.139360526731964","2"
"No","2009","16-34 y.","middle vocational","97","0.0983098832708972","0.084551742324434","0.11206802421736","2"
"No","2009","16-34 y.","vocational + Abi","14","","","","2"
"Yes","2009","66 and older","general elemantary","617","0.912154973474312","0.890704941864794","0.93360500508383","1"
"Yes","2009","66 and older","middle vocational","2163","0.979282686542671","0.97332534252643","0.985240030558911","1"
"Yes","2009","66 and older","vocational + Abi","89","0.911344309080008","0.854778138839604","0.967910479320412","1"
"Yes","2009","66 and older","higher vocational","317","0.977818783497877","0.961682817498636","0.993954749497117","1"
"Yes","2009","66 and older","higher education","875","0.96263759026136","0.950178052363796","0.975097128158925","1"
"Yes","2009","35-65 y.","vocational + Abi","518","0.875119022709651","0.847932376868597","0.902305668550706","1"
"Yes","2009","35-65 y.","higher vocational","880","0.939995222457545","0.924556125749664","0.955434319165426","1"
"Yes","2009","35-65 y.","higher education","2528","0.917331278571617","0.906784640242027","0.927877916901207","1"
"Yes","2009","66 and older","in school","","","","","1"
"Yes","2009","66 and older","inadequately","21","","","","1"
"Yes","2009","16-34 y.","higher education","517","0.931596169296176","0.910304717781248","0.952887620811105","1"
"Yes","2009","35-65 y.","in school","","","","","1"
"Yes","2009","35-65 y.","inadequately","41","0.442859962470469","0.337262368691389","0.548457556249549","1"
"Yes","2009","35-65 y.","general elemantary","422","0.688647502593169","0.651284071528703","0.726010933657634","1"
"Yes","2009","35-65 y.","middle vocational","4903","0.927735622549756","0.920640546215995","0.934830698883517","1"
"Yes","2009","16-34 y.","inadequately","30","0.720098948033959","0.582677501334642","0.857520394733276","1"
"Yes","2009","16-34 y.","general elemantary","497","0.887023834555104","0.860639473268036","0.913408195842172","1"
"Yes","2009","16-34 y.","middle vocational","1702","0.901690116729103","0.88793197578264","0.915448257675566","1"
"Yes","2009","16-34 y.","vocational + Abi","324","0.924548644515417","0.896391529999461","0.952705759031372","1"
"Yes","2009","16-34 y.","higher vocational","102","0.948930746945138","0.907603939724983","0.990257554165293","1"
"Yes","2009","16-34 y.","in school","299","0.902304413315968","0.869412439514375","0.935196387117561","1"
"No","2010","66 and older","inadequately","18","","","","2"
"No","2010","66 and older","general elemantary","48","0.0976130767518112","0.0742890626019147","0.120937090901708","2"
"No","2010","66 and older","middle vocational","33","0.024565799609835","0.0179324682471458","0.0311991309725242","2"
"No","2010","66 and older","vocational + Abi","7","","","","2"
"No","2010","66 and older","higher vocational","3","","","","2"
"No","2010","66 and older","higher education","17","","","","2"
"No","2010","35-65 y.","middle vocational","287","0.0701863592802043","0.0640588818948438","0.0763138366655648","2"
"No","2010","35-65 y.","vocational + Abi","100","0.131008019912328","0.11023018966281","0.151785850161845","2"
"No","2010","35-65 y.","higher vocational","37","0.0631607992989168","0.0488248365558685","0.077496762041965","2"
"No","2010","35-65 y.","higher education","186","0.0844143064502511","0.0752845611723573","0.0935440517281449","2"
"No","2010","66 and older","in school","","","","","2"
"No","2010","16-34 y.","higher vocational","7","","","","2"
"No","2010","16-34 y.","higher education","90","0.0904901373783047","0.0719623906166593","0.10901788413995","2"
"No","2010","35-65 y.","in school","","","","","2"
"No","2010","35-65 y.","inadequately","76","0.539322355281017","0.46135352031007","0.617291190251963","2"
"No","2010","35-65 y.","general elemantary","233","0.320869266363899","0.289832322139052","0.351906210588746","2"
"No","2010","16-34 y.","in school","27","","","","2"
"No","2010","16-34 y.","inadequately","56","0.268345792971841","0.197904611814828","0.338786974128855","2"
"No","2010","16-34 y.","general elemantary","141","0.129954177873158","0.108891046760464","0.151017308985852","2"
"No","2010","16-34 y.","middle vocational","203","0.0910045216938691","0.0807635981476756","0.101245445240063","2"
"No","2010","16-34 y.","vocational + Abi","45","0.0600919382122482","0.0411701327871546","0.0790137436373418","2"
"Yes","2010","66 and older","general elemantary","574","0.902386923248189","0.879062909098292","0.925710937398085","1"
"Yes","2010","66 and older","middle vocational","2059","0.975434200390165","0.968800869027476","0.982067531752854","1"
"Yes","2010","66 and older","vocational + Abi","89","0.924015909497636","0.871011312885305","0.977020506109966","1"
"Yes","2010","66 and older","higher vocational","317","0.972937897234403","0.955159343391545","0.990716451077261","1"
"Yes","2010","66 and older","higher education","886","0.960582096883796","0.947890443032081","0.973273750735511","1"
"Yes","2010","35-65 y.","vocational + Abi","913","0.868991980087672","0.848214149838154","0.88976981033719","1"
"Yes","2010","35-65 y.","higher vocational","1069","0.936839200701083","0.922503237958035","0.951175163444132","1"
"Yes","2010","35-65 y.","higher education","3376","0.915585693549749","0.906455948271855","0.924715438827643","1"
"Yes","2010","66 and older","in school","","","","","1"
"Yes","2010","66 and older","inadequately","19","","","","1"
"Yes","2010","16-34 y.","higher education","831","0.909509862621695","0.89098211586005","0.928037609383341","1"
"Yes","2010","35-65 y.","in school","","","","","1"
"Yes","2010","35-65 y.","inadequately","81","0.460677644718983","0.382708809748037","0.53864647968993","1"
"Yes","2010","35-65 y.","general elemantary","636","0.679130733636101","0.648093789411254","0.710167677860948","1"
"Yes","2010","35-65 y.","middle vocational","6390","0.929813640719796","0.923686163334435","0.935941118105156","1"
"Yes","2010","16-34 y.","inadequately","96","0.731654207028159","0.661213025871146","0.802095388185172","1"
"Yes","2010","16-34 y.","general elemantary","838","0.870045822126842","0.848982691014148","0.891108953239536","1"
"Yes","2010","16-34 y.","middle vocational","2827","0.908995478306131","0.898754554759937","0.919236401852324","1"
"Yes","2010","16-34 y.","vocational + Abi","561","0.939908061787752","0.920986256362658","0.958829867212845","1"
"Yes","2010","16-34 y.","higher vocational","186","0.981330345512874","0.962234223047058","1.00042646797869","1"
"Yes","2010","16-34 y.","in school","389","0.899081846451989","0.870136037720973","0.928027655183004","1"
"No","2011","35-65 y.","middle vocational","256","0.06569839206557","0.0596403477850344","0.0717564363461057","2"
"No","2011","35-65 y.","vocational + Abi","64","0.111464849206033","0.0901318839824465","0.132797814429619","2"
"No","2011","35-65 y.","higher vocational","31","0.0390475186438302","0.0272577199549904","0.0508373173326701","2"
"No","2011","35-65 y.","higher education","126","0.0749761884505909","0.0658287457682397","0.0841236311329421","2"
"No","2011","66 and older","in school","","","","","2"
"No","2011","66 and older","inadequately","19","","","","2"
"No","2011","66 and older","general elemantary","51","0.0811403771888033","0.0626532607425697","0.0996274936350369","2"
"No","2011","66 and older","middle vocational","41","0.0221982010787908","0.0166151641004881","0.0277812380570935","2"
"No","2011","66 and older","vocational + Abi","11","","","","2"
"No","2011","66 and older","higher vocational","6","","","","2"
"No","2011","66 and older","higher education","21","","","","2"
"No","2011","16-34 y.","higher vocational","5","","","","2"
"No","2011","16-34 y.","higher education","27","","","","2"
"No","2011","35-65 y.","in school","","","","","2"
"No","2011","35-65 y.","inadequately","45","0.430169960966136","0.345062207920035","0.515277714012237","2"
"No","2011","35-65 y.","general elemantary","171","0.244727151034445","0.215790839035906","0.273663463032984","2"
"No","2011","16-34 y.","in school","19","","","","2"
"No","2011","16-34 y.","inadequately","15","","","","2"
"No","2011","16-34 y.","general elemantary","46","0.08308170776616","0.0611608537109105","0.10500256182141","2"
"No","2011","16-34 y.","middle vocational","96","0.0736759190795614","0.0623726602881331","0.0849791778709896","2"
"No","2011","16-34 y.","vocational + Abi","20","","","","2"
"Yes","2011","66 and older","general elemantary","787","0.918859622811197","0.900372506364963","0.93734673925743","1"
"Yes","2011","35-65 y.","vocational + Abi","772","0.888535150793967","0.867202185570381","0.909868116017554","1"
"Yes","2011","35-65 y.","higher vocational","1006","0.96095248135617","0.94916268266733","0.97274228004501","1"
"Yes","2011","35-65 y.","higher education","3058","0.925023811549409","0.915876368867058","0.93417125423176","1"
"Yes","2011","66 and older","in school","","","","","1"
"Yes","2011","66 and older","inadequately","42","0.685861658506391","0.569378829586383","0.802344487426398","1"
"Yes","2011","66 and older","middle vocational","2634","0.977801798921209","0.972218761942906","0.983384835899512","1"
"Yes","2011","66 and older","vocational + Abi","117","0.914746796860174","0.866368685758059","0.96312490796229","1"
"Yes","2011","66 and older","higher vocational","377","0.954893627776829","0.934108861208262","0.975678394345396","1"
