"plj0014_v3","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"No","2004","(Married) couple without C. ","direct migration background","358","0.515043557884831","0.479035012542508","0.551052103227154"
"No","2004","(Married) couple without C. ","indirect migration background","43","0.345587286055679","0.258290067244853","0.432884504866504"
"No","2004","Single parent ","no migration background","1","","",""
"No","2004","Single parent ","direct migration background","55","0.456491738568576","0.372468243466826","0.540515233670326"
"No","2004","Single parent ","indirect migration background","27","","",""
"No","2004","Couple + C. LE 16 ","no migration background","","","",""
"No","2004","Couple + C. LE 16 ","direct migration background","331","0.597157381572814","0.558010106041413","0.636304657104215"
"No","2004","Couple + C. LE 16 ","indirect migration background","93","0.45450387334895","0.381763342120571","0.527244404577328"
"No","2004","Couple + C. GT 16 ","no migration background","","","",""
"No","2004","Couple + C. GT 16 ","direct migration background","230","0.561763732180727","0.514702297742738","0.608825166618716"
"No","2004","Couple + C. GT 16 ","indirect migration background","80","0.417458532285764","0.348243427755764","0.486673636815764"
"No","2004","Couple + C. LE and GT 16","no migration background","2","","",""
"No","2004","Couple + C. LE and GT 16","direct migration background","159","0.591887845799253","0.536820156520304","0.646955535078202"
"No","2004","Couple + C. LE and GT 16","indirect migration background","52","0.398400516938878","0.316719295837575","0.480081738040182"
"Yes","2005","1-pers.-HH","no migration background","2667","0.9996256833342","0.998891687722844","1.00035967894556"
"Yes","2005","1-pers.-HH","direct migration background","137","0.639519285772915","0.575339730784708","0.703698840761122"
"Yes","2005","1-pers.-HH","indirect migration background","63","0.666012817685522","0.570669478538038","0.761356156833007"
"Yes","2005","(Married) couple without C. ","no migration background","6240","0.9974381418431","0.996184316136355","0.998691967549844"
"Yes","2005","(Married) couple without C. ","direct migration background","366","0.464379382902458","0.427564905460595","0.501193860344321"
"Yes","2005","(Married) couple without C. ","indirect migration background","69","0.667651323759812","0.581557696700155","0.753744950819469"
"Yes","2005","Single parent ","no migration background","907","0.999746132277871","0.998709907969022","1.00078235658672"
"Yes","2005","Single parent ","direct migration background","76","0.533730124267151","0.446277545313061","0.62118270322124"
"Yes","2005","Single parent ","indirect migration background","50","0.608365580490838","0.500041868464268","0.716689292517409"
"Yes","2005","Couple + C. LE 16 ","no migration background","3013","1","1","1"
"Yes","2005","Couple + C. LE 16 ","direct migration background","249","0.439145579012507","0.397170620124408","0.481120537900605"
"Yes","2005","Couple + C. LE 16 ","indirect migration background","85","0.48108715140981","0.407479908792735","0.554694394026885"
"Yes","2005","Couple + C. GT 16 ","no migration background","3048","1","1","1"
"Yes","2005","Couple + C. GT 16 ","direct migration background","196","0.447956842978188","0.399585329365919","0.496328356590458"
"Yes","2005","Couple + C. GT 16 ","indirect migration background","126","0.57868037593833","0.511577421020377","0.645783330856283"
"Yes","2005","Couple + C. LE and GT 16","no migration background","1295","0.999161471772507","0.997586202556969","1.00073674098805"
"Yes","2005","Couple + C. LE and GT 16","direct migration background","131","0.363876334054242","0.307921630026638","0.419831038081845"
"Yes","2005","Couple + C. LE and GT 16","indirect migration background","73","0.562444936175171","0.476166434747867","0.648723437602475"
"No","2005","1-pers.-HH","no migration background","1","","",""
"No","2005","1-pers.-HH","direct migration background","78","0.360480714227085","0.296301159238878","0.424660269215292"
"No","2005","1-pers.-HH","indirect migration background","31","0.333987182314478","0.238643843166993","0.429330521461962"
"No","2005","(Married) couple without C. ","no migration background","4","","",""
"No","2005","(Married) couple without C. ","direct migration background","339","0.535620617097542","0.498806139655678","0.572435094539405"
"No","2005","(Married) couple without C. ","indirect migration background","46","0.332348676240188","0.246255049180531","0.418442303299845"
"No","2005","Single parent ","no migration background","1","","",""
"No","2005","Single parent ","direct migration background","49","0.466269875732849","0.378817296778759","0.553722454686939"
"No","2005","Single parent ","indirect migration background","28","","",""
"No","2005","Couple + C. LE 16 ","no migration background","","","",""
"No","2005","Couple + C. LE 16 ","direct migration background","288","0.560854420987493","0.518879462099395","0.602829379875592"
"No","2005","Couple + C. LE 16 ","indirect migration background","92","0.51891284859019","0.445305605973115","0.592520091207265"
"No","2005","Couple + C. GT 16 ","no migration background","","","",""
"No","2005","Couple + C. GT 16 ","direct migration background","210","0.552043157021812","0.503671643409542","0.600414670634081"
"No","2005","Couple + C. GT 16 ","indirect migration background","82","0.42131962406167","0.354216669143717","0.488422578979623"
"No","2005","Couple + C. LE and GT 16","no migration background","2","","",""
"No","2005","Couple + C. LE and GT 16","direct migration background","153","0.636123665945758","0.580168961918155","0.692078369973362"
"No","2005","Couple + C. LE and GT 16","indirect migration background","54","0.437555063824829","0.351276562397525","0.523833565252133"
"Yes","2006","1-pers.-HH","no migration background","3018","0.999670922660319","0.999023937896474","1.00031790742416"
"Yes","2006","1-pers.-HH","direct migration background","162","0.682800028936358","0.62304376106193","0.742556296810785"
"Yes","2006","1-pers.-HH","indirect migration background","74","0.671422067660896","0.581151032402881","0.76169310291891"
"Yes","2006","(Married) couple without C. ","no migration background","7015","0.998867955399385","0.998081222669307","0.999654688129463"
"Yes","2006","(Married) couple without C. ","direct migration background","394","0.433105649471829","0.397500762444419","0.46871053649924"
"Yes","2006","(Married) couple without C. ","indirect migration background","81","0.605763639804992","0.52175840423265","0.689768875377333"
"Yes","2006","Single parent ","no migration background","953","0.999708240831069","0.998624506587436","1.0007919750747"
"Yes","2006","Single parent ","direct migration background","88","0.610879617476428","0.530118209699566","0.69164102525329"
"Yes","2006","Single parent ","indirect migration background","52","0.634095875531982","0.526507872871601","0.741683878192363"
"Yes","2006","Couple + C. LE 16 ","no migration background","3193","0.998933540638023","0.997801783836836","1.00006529743921"
"Yes","2006","Couple + C. LE 16 ","direct migration background","258","0.406283872810759","0.365200495932549","0.447367249688969"
"Yes","2006","Couple + C. LE 16 ","indirect migration background","102","0.486452563231072","0.415006270705334","0.55789885575681"
"Yes","2006","Couple + C. GT 16 ","no migration background","3126","0.998858908075409","0.997675603510531","1.00004221264029"
"Yes","2006","Couple + C. GT 16 ","direct migration background","185","0.437553777618519","0.386308593058597","0.48879896217844"
"Yes","2006","Couple + C. GT 16 ","indirect migration background","124","0.609477320661625","0.540107080901378","0.678847560421871"
"Yes","2006","Couple + C. LE and GT 16","no migration background","1131","0.998960556595447","0.997084233041571","1.00083688014932"
"Yes","2006","Couple + C. LE and GT 16","direct migration background","118","0.427325329161762","0.367194842002136","0.487455816321389"
"Yes","2006","Couple + C. LE and GT 16","indirect migration background","56","0.538071278325542","0.442255107709901","0.633887448941183"
"No","2006","1-pers.-HH","no migration background","1","","",""
"No","2006","1-pers.-HH","direct migration background","71","0.317199971063642","0.257443703189215","0.37695623893807"
"No","2006","1-pers.-HH","indirect migration background","30","0.328577932339104","0.23830689708109","0.418848967597119"
"No","2006","(Married) couple without C. ","no migration background","3","","",""
"No","2006","(Married) couple without C. ","direct migration background","350","0.566894350528171","0.53128946350076","0.602499237555581"
"No","2006","(Married) couple without C. ","indirect migration background","49","0.394236360195008","0.310231124622667","0.47824159576735"
"No","2006","Single parent ","no migration background","1","","",""
"No","2006","Single parent ","direct migration background","52","0.389120382523572","0.30835897474671","0.469881790300434"
"No","2006","Single parent ","indirect migration background","25","","",""
"No","2006","Couple + C. LE 16 ","no migration background","2","","",""
"No","2006","Couple + C. LE 16 ","direct migration background","291","0.593716127189241","0.552632750311031","0.634799504067451"
"No","2006","Couple + C. LE 16 ","indirect migration background","86","0.513547436768928","0.44210114424319","0.584993729294666"
"No","2006","Couple + C. GT 16 ","no migration background","1","","",""
"No","2006","Couple + C. GT 16 ","direct migration background","175","0.562446222381481","0.51120103782156","0.613691406941403"
"No","2006","Couple + C. GT 16 ","indirect migration background","66","0.390522679338375","0.321152439578129","0.459892919098622"
"No","2006","Couple + C. LE and GT 16","no migration background","2","","",""
"No","2006","Couple + C. LE and GT 16","direct migration background","142","0.572674670838238","0.512544183678611","0.632805157997864"
"No","2006","Couple + C. LE and GT 16","indirect migration background","48","0.461928721674458","0.366112551058817","0.557744892290099"
"Yes","2007","1-pers.-HH","no migration background","2861","0.99965839402788","0.998981373538869","1.00033541451689"
"Yes","2007","1-pers.-HH","direct migration background","146","0.628571030688525","0.563833478860044","0.693308582517007"
"Yes","2007","1-pers.-HH","indirect migration background","72","0.674008724309204","0.583484413637426","0.764533034980982"
"Yes","2007","(Married) couple without C. ","no migration background","6581","0.998905978400321","0.998107471939612","0.99970448486103"
"Yes","2007","(Married) couple without C. ","direct migration background","357","0.420204478008254","0.382829714251787","0.45757924176472"
"Yes","2007","(Married) couple without C. ","indirect migration background","85","0.539952075767449","0.45524856410245","0.624655587432448"
"Yes","2007","Single parent ","no migration background","904","0.999589191859513","0.998268948178042","1.00090943554098"
"Yes","2007","Single parent ","direct migration background","78","0.63904135121395","0.552385020808971","0.725697681618929"
"Yes","2007","Single parent ","indirect migration background","60","0.78128496138167","0.6883486673971","0.874221255366239"
"Yes","2007","Couple + C. LE 16 ","no migration background","2925","0.996824891589752","0.994786791791211","0.998862991388293"
"Yes","2007","Couple + C. LE 16 ","direct migration background","230","0.381355797383877","0.338172519337058","0.424539075430696"
"Yes","2007","Couple + C. LE 16 ","indirect migration background","101","0.505122125760117","0.432082413578697","0.578161837941536"
"Yes","2007","Couple + C. GT 16 ","no migration background","3023","0.998859537351599","0.997656580802023","1.00006249390118"
"Yes","2007","Couple + C. GT 16 ","direct migration background","179","0.422144183596441","0.370102637432088","0.474185729760793"
"Yes","2007","Couple + C. GT 16 ","indirect migration background","122","0.65522698012198","0.584401820517498","0.726052139726462"
"Yes","2007","Couple + C. LE and GT 16","no migration background","1030","0.998829502859949","0.99674338374872","1.00091562197118"
"Yes","2007","Couple + C. LE and GT 16","direct migration background","107","0.454504717914344","0.387636001528622","0.521373434300065"
"Yes","2007","Couple + C. LE and GT 16","indirect migration background","58","0.594115493789203","0.497384161455936","0.690846826122471"
"No","2007","1-pers.-HH","no migration background","1","","",""
"No","2007","1-pers.-HH","direct migration background","68","0.371428969311475","0.306691417482994","0.436166521139956"
"No","2007","1-pers.-HH","indirect migration background","31","0.325991275690796","0.235466965019018","0.416515586362574"
"No","2007","(Married) couple without C. ","no migration background","3","","",""
"No","2007","(Married) couple without C. ","direct migration background","313","0.579795521991746","0.54242075823528","0.617170285748213"
"No","2007","(Married) couple without C. ","indirect migration background","48","0.460047924232551","0.375344412567552","0.54475143589755"
"No","2007","Single parent ","no migration background","1","","",""
"No","2007","Single parent ","direct migration background","40","0.36095864878605","0.274302318381071","0.447614979191029"
"No","2007","Single parent ","indirect migration background","16","","",""
"No","2007","Couple + C. LE 16 ","no migration background","2","","",""
"No","2007","Couple + C. LE 16 ","direct migration background","256","0.618644202616123","0.575460924569304","0.661827480662942"
"No","2007","Couple + C. LE 16 ","indirect migration background","79","0.494877874239883","0.421838162058464","0.567917586421303"
"No","2007","Couple + C. GT 16 ","no migration background","1","","",""
"No","2007","Couple + C. GT 16 ","direct migration background","167","0.57785581640356","0.525814270239207","0.629897362567912"
"No","2007","Couple + C. GT 16 ","indirect migration background","51","0.344773019878019","0.273947860273537","0.415598179482501"
"No","2007","Couple + C. LE and GT 16","no migration background","2","","",""
"No","2007","Couple + C. LE and GT 16","direct migration background","106","0.545495282085656","0.478626565699935","0.612363998471378"
"No","2007","Couple + C. LE and GT 16","indirect migration background","41","0.405884506210797","0.309153173877529","0.502615838544064"
"Yes","2008","1-pers.-HH","no migration background","2764","0.999633856091892","0.998920761885687","1.0003469502981"
"Yes","2008","1-pers.-HH","direct migration background","145","0.645631054311372","0.580153689217243","0.711108419405501"
"Yes","2008","1-pers.-HH","indirect migration background","64","0.709606464875573","0.614762651231048","0.804450278520098"
"Yes","2008","(Married) couple without C. ","no migration background","6342","0.998841750460597","0.998004834809911","0.999678666111283"
"Yes","2008","(Married) couple without C. ","direct migration background","319","0.400605722260839","0.361494237285391","0.439717207236288"
"Yes","2008","(Married) couple without C. ","indirect migration background","91","0.583605744616964","0.501058999917469","0.666152489316459"
"Yes","2008","Single parent ","no migration background","891","1","1","1"
"Yes","2008","Single parent ","direct migration background","73","0.616491663642763","0.527233761787712","0.705749565497815"
"Yes","2008","Single parent ","indirect migration background","66","0.691493786608772","0.593304359334491","0.789683213883054"
"Yes","2008","Couple + C. LE 16 ","no migration background","2593","0.996149070396119","0.993766068616006","0.998532072176233"
"Yes","2008","Couple + C. LE 16 ","direct migration background","215","0.397150532853661","0.351168784744445","0.443132280962878"
"Yes","2008","Couple + C. LE 16 ","indirect migration background","114","0.498938326102285","0.426888779513783","0.570987872690786"
"Yes","2008","Couple + C. GT 16 ","no migration background","2868","0.998816609677224","0.997558583432056","1.00007463592239"
"Yes","2008","Couple + C. GT 16 ","direct migration background","172","0.428833694278574","0.375517414948272","0.482149973608877"
"Yes","2008","Couple + C. GT 16 ","indirect migration background","131","0.713637795665268","0.646274735288628","0.781000856041907"
"Yes","2008","Couple + C. LE and GT 16","no migration background","964","1","1","1"
"Yes","2008","Couple + C. LE and GT 16","direct migration background","80","0.429268921777028","0.353972466444265","0.50456537710979"
"Yes","2008","Couple + C. LE and GT 16","indirect migration background","50","0.627926928367259","0.525770067508123","0.730083789226395"
"No","2008","1-pers.-HH","no migration background","1","","",""
"No","2008","1-pers.-HH","direct migration background","60","0.354368945688628","0.288891580594499","0.419846310782757"
"No","2008","1-pers.-HH","indirect migration background","24","","",""
"No","2008","(Married) couple without C. ","no migration background","3","","",""
"No","2008","(Married) couple without C. ","direct migration background","284","0.599394277739161","0.560282792763712","0.638505762714609"
"No","2008","(Married) couple without C. ","indirect migration background","46","0.416394255383036","0.333847510683541","0.498941000082531"
"No","2008","Single parent ","no migration background","","","",""
"No","2008","Single parent ","direct migration background","41","0.383508336357237","0.294250434502185","0.472766238212288"
"No","2008","Single parent ","indirect migration background","19","","",""
"No","2008","Couple + C. LE 16 ","no migration background","2","","",""
"No","2008","Couple + C. LE 16 ","direct migration background","220","0.602849467146339","0.556867719037123","0.648831215255555"
"No","2008","Couple + C. LE 16 ","indirect migration background","71","0.501061673897715","0.429012127309214","0.573111220486217"
"No","2008","Couple + C. GT 16 ","no migration background","1","","",""
"No","2008","Couple + C. GT 16 ","direct migration background","159","0.571166305721426","0.517850026391123","0.624482585051728"
"No","2008","Couple + C. GT 16 ","indirect migration background","42","0.286362204334732","0.218999143958093","0.353725264711372"
"No","2008","Couple + C. LE and GT 16","no migration background","","","",""
"No","2008","Couple + C. LE and GT 16","direct migration background","86","0.570731078222972","0.49543462289021","0.646027533555735"
"No","2008","Couple + C. LE and GT 16","indirect migration background","36","0.372073071632741","0.269916210773605","0.474229932491877"
"Yes","2009","1-pers.-HH","no migration background","2646","0.999623838076457","0.998885123210685","1.00036255294223"
"Yes","2009","1-pers.-HH","direct migration background","132","0.611951877983788","0.541731420304418","0.682172335663158"
"Yes","2009","1-pers.-HH","indirect migration background","55","0.656568449512943","0.551187795466835","0.761949103559051"
"Yes","2009","(Married) couple without C. ","no migration background","6038","0.999493343156257","0.998925829219308","1.00006085709321"
"Yes","2009","(Married) couple without C. ","direct migration background","281","0.369472076958042","0.328263676581127","0.410680477334957"
"Yes","2009","(Married) couple without C. ","indirect migration background","82","0.595965330274043","0.505888005447033","0.686042655101053"
"Yes","2009","Single parent ","no migration background","833","1","1","1"
"Yes","2009","Single parent ","direct migration background","53","0.620364609769569","0.519541534369344","0.721187685169795"
"Yes","2009","Single parent ","indirect migration background","57","0.706726731211829","0.602999154922514","0.810454307501145"
"Yes","2009","Couple + C. LE 16 ","no migration background","2353","0.998762649507686","0.997342538231529","1.00018276078384"
"Yes","2009","Couple + C. LE 16 ","direct migration background","175","0.42054864290122","0.367921917103006","0.473175368699434"
"Yes","2009","Couple + C. LE 16 ","indirect migration background","108","0.521642969942477","0.446106582615566","0.597179357269388"
"Yes","2009","Couple + C. GT 16 ","no migration background","2686","0.998737041393271","0.997394170084638","1.0000799127019"
"Yes","2009","Couple + C. GT 16 ","direct migration background","166","0.409333468583987","0.355033119245292","0.463633817922681"
"Yes","2009","Couple + C. GT 16 ","indirect migration background","120","0.654474220488265","0.581471206819734","0.727477234156796"
"Yes","2009","Couple + C. LE and GT 16","no migration background","908","0.99375663406734","0.988638910657915","0.998874357476765"
"Yes","2009","Couple + C. LE and GT 16","direct migration background","87","0.436508999704033","0.361735995162687","0.511282004245379"
"Yes","2009","Couple + C. LE and GT 16","indirect migration background","53","0.536245603311415","0.439468215100989","0.633022991521841"
"No","2009","1-pers.-HH","no migration background","1","","",""
"No","2009","1-pers.-HH","direct migration background","53","0.388048122016212","0.317827664336842","0.458268579695583"
"No","2009","1-pers.-HH","indirect migration background","23","","",""
"No","2009","(Married) couple without C. ","no migration background","2","","",""
"No","2009","(Married) couple without C. ","direct migration background","246","0.630527923041958","0.589319522665043","0.671736323418873"
"No","2009","(Married) couple without C. ","indirect migration background","32","0.404034669725957","0.313957344898947","0.494111994552967"
"No","2009","Single parent ","no migration background","","","",""
"No","2009","Single parent ","direct migration background","36","0.379635390230431","0.278812314830205","0.480458465630656"
"No","2009","Single parent ","indirect migration background","17","","",""
"No","2009","Couple + C. LE 16 ","no migration background","1","","",""
"No","2009","Couple + C. LE 16 ","direct migration background","163","0.57945135709878","0.526824631300566","0.632078082896994"
"No","2009","Couple + C. LE 16 ","indirect migration background","60","0.478357030057524","0.402820642730612","0.553893417384435"
"No","2009","Couple + C. GT 16 ","no migration background","1","","",""
"No","2009","Couple + C. GT 16 ","direct migration background","149","0.590666531416013","0.536366182077319","0.644966880754708"
"No","2009","Couple + C. GT 16 ","indirect migration background","43","0.345525779511735","0.272522765843204","0.418528793180266"
"No","2009","Couple + C. LE and GT 16","no migration background","2","","",""
"No","2009","Couple + C. LE and GT 16","direct migration background","82","0.563491000295967","0.488717995754621","0.638264004837313"
"No","2009","Couple + C. LE and GT 16","indirect migration background","49","0.463754396688585","0.366977008478159","0.560531784899011"
"Yes","2010","1-pers.-HH","no migration background","2516","1","1","1"
"Yes","2010","1-pers.-HH","direct migration background","123","0.64377389720527","0.570257563504938","0.717290230905603"
"Yes","2010","1-pers.-HH","indirect migration background","61","0.782129449412038","0.690520189531407","0.87373870929267"
"Yes","2010","(Married) couple without C. ","no migration background","5749","0.999621273419","0.999118401892436","1.00012414494556"
"Yes","2010","(Married) couple without C. ","direct migration background","259","0.39575535958794","0.352324000842641","0.439186718333238"
"Yes","2010","(Married) couple without C. ","indirect migration background","77","0.69134024943834","0.600801599873385","0.781878899003296"
"Yes","2010","Single parent ","no migration background","1924","1","1","1"
"Yes","2010","Single parent ","direct migration background","127","0.526334153253349","0.459280089822561","0.593388216684136"
"Yes","2010","Single parent ","indirect migration background","122","0.762755964833827","0.693516365316976","0.831995564350679"
"Yes","2010","Couple + C. LE 16 ","no migration background","5845","0.998165668350911","0.997068788826961","0.999262547874861"
"Yes","2010","Couple + C. LE 16 ","direct migration background","716","0.437530707035907","0.41167377080304","0.463387643268775"
"Yes","2010","Couple + C. LE 16 ","indirect migration background","365","0.599473325771837","0.557558362177786","0.641388289365887"
"Yes","2010","Couple + C. GT 16 ","no migration background","2463","0.999078484270536","0.997880423304305","1.00027654523677"
"Yes","2010","Couple + C. GT 16 ","direct migration background","152","0.370426357070805","0.313453531441363","0.427399182700247"
"Yes","2010","Couple + C. GT 16 ","indirect migration background","120","0.726330656880426","0.654982505683601","0.797678808077251"
"Yes","2010","Couple + C. LE and GT 16","no migration background","1205","0.99962623683413","0.998535320334902","1.00071715333336"
"Yes","2010","Couple + C. LE and GT 16","direct migration background","150","0.420497805749329","0.362677752850798","0.47831785864786"
"Yes","2010","Couple + C. LE and GT 16","indirect migration background","91","0.635716578738798","0.554838633545084","0.716594523932512"
"No","2010","1-pers.-HH","no migration background","","","",""
"No","2010","1-pers.-HH","direct migration background","40","0.35622610279473","0.282709769094397","0.429742436495062"
"No","2010","1-pers.-HH","indirect migration background","17","","",""
"No","2010","(Married) couple without C. ","no migration background","2","","",""
"No","2010","(Married) couple without C. ","direct migration background","228","0.60424464041206","0.560813281666762","0.647675999157359"
"No","2010","(Married) couple without C. ","indirect migration background","23","","",""
"No","2010","Single parent ","no migration background","","","",""
"No","2010","Single parent ","direct migration background","86","0.473665846746651","0.406611783315864","0.540719910177439"
"No","2010","Single parent ","indirect migration background","23","","",""
"No","2010","Couple + C. LE 16 ","no migration background","1","","",""
"No","2010","Couple + C. LE 16 ","direct migration background","698","0.562469292964093","0.536612356731225","0.588326229196961"
"No","2010","Couple + C. LE 16 ","indirect migration background","160","0.400526674228164","0.358611710634113","0.442441637822214"
"No","2010","Couple + C. GT 16 ","no migration background","1","","",""
"No","2010","Couple + C. GT 16 ","direct migration background","124","0.629573642929195","0.572600817299753","0.686546468558637"
"No","2010","Couple + C. GT 16 ","indirect migration background","30","0.273669343119574","0.202321191922749","0.345017494316399"
"No","2010","Couple + C. LE and GT 16","no migration background","1","","",""
"No","2010","Couple + C. LE and GT 16","direct migration background","130","0.579502194250671","0.52168214135214","0.637322247149201"
"No","2010","Couple + C. LE and GT 16","indirect migration background","45","0.364283421261202","0.283405476067488","0.445161366454916"
"Yes","2011","1-pers.-HH","no migration background","3234","0.999740486348996","0.999185518813636","1.00029545388436"
"Yes","2011","1-pers.-HH","direct migration background","177","0.602015952285139","0.541096066187402","0.662935838382877"
"Yes","2011","1-pers.-HH","indirect migration background","69","0.74204935194503","0.651661192503821","0.832437511386239"
"Yes","2011","(Married) couple without C. ","no migration background","7359","0.999449854706881","0.99891429190311","0.999985417510652"
"Yes","2011","(Married) couple without C. ","direct migration background","382","0.437219986774962","0.399027325239864","0.475412648310061"
"Yes","2011","(Married) couple without C. ","indirect migration background","106","0.730313360244547","0.654889872821143","0.805736847667951"
"Yes","2011","Single parent ","no migration background","1378","1","1","1"
"Yes","2011","Single parent ","direct migration background","100","0.546438367355554","0.47047663397266","0.622400100738448"
"Yes","2011","Single parent ","indirect migration background","95","0.804011515878338","0.730494902733684","0.877528129022991"
"Yes","2011","Couple + C. LE 16 ","no migration background","3162","0.998085295912904","0.99656230997031","0.999608281855498"
"Yes","2011","Couple + C. LE 16 ","direct migration background","261","0.498952089720618","0.45285771541646","0.545046464024776"
"Yes","2011","Couple + C. LE 16 ","indirect migration background","152","0.622851375755051","0.559940005364603","0.685762746145499"
"Yes","2011","Couple + C. GT 16 ","no migration background","2712","0.999222709456185","0.998174022094386","1.00027139681798"
"Yes","2011","Couple + C. GT 16 ","direct migration background","191","0.484106295775882","0.429092838434616","0.539119753117149"
"Yes","2011","Couple + C. GT 16 ","indirect migration background","141","0.754721606736092","0.690234473057387","0.819208740414796"
"Yes","2011","Couple + C. LE and GT 16","no migration background","1077","0.999614560293602","0.99844281498546","1.00078630560175"
"Yes","2011","Couple + C. LE and GT 16","direct migration background","110","0.454080761094034","0.388289607524163","0.519871914663904"
"Yes","2011","Couple + C. LE and GT 16","indirect migration background","72","0.693351895957334","0.607956181703224","0.778747610211445"
"No","2011","1-pers.-HH","no migration background","2","","",""
"No","2011","1-pers.-HH","direct migration background","71","0.397984047714861","0.337064161617123","0.458903933812598"
"No","2011","1-pers.-HH","indirect migration background","21","","",""
"No","2011","(Married) couple without C. ","no migration background","5","","",""
"No","2011","(Married) couple without C. ","direct migration background","266","0.562780013225037","0.524587351689939","0.600972674760136"
"No","2011","(Married) couple without C. ","indirect migration background","27","","",""
"No","2011","Single parent ","no migration background","","","",""
"No","2011","Single parent ","direct migration background","65","0.453561632644446","0.377599899261552","0.52952336602734"
"No","2011","Single parent ","indirect migration background","17","","",""
"No","2011","Couple + C. LE 16 ","no migration background","3","","",""
"No","2011","Couple + C. LE 16 ","direct migration background","191","0.501047910279382","0.454953535975224","0.54714228458354"
"No","2011","Couple + C. LE 16 ","indirect migration background","76","0.377148624244949","0.314237253854501","0.440059994635397"
"No","2011","Couple + C. GT 16 ","no migration background","1","","",""
"No","2011","Couple + C. GT 16 ","direct migration background","126","0.515893704224118","0.460880246882852","0.570907161565384"
"No","2011","Couple + C. GT 16 ","indirect migration background","30","0.245278393263908","0.180791259585204","0.309765526942613"
"No","2011","Couple + C. LE and GT 16","no migration background","1","","",""
"No","2011","Couple + C. LE and GT 16","direct migration background","110","0.545919238905967","0.480128085336096","0.611710392475838"
"No","2011","Couple + C. LE and GT 16","indirect migration background","40","0.306648104042666","0.221252389788555","0.392043818296776"
"Yes","2012","1-pers.-HH","no migration background","3394","0.999853140577562","0.999445528337147","1.00026075281798"
"Yes","2012","1-pers.-HH","direct migration background","178","0.61370513915399","0.554177196299213","0.673233082008767"
"Yes","2012","1-pers.-HH","indirect migration background","87","0.764506167910131","0.684109792883681","0.844902542936582"
"Yes","2012","(Married) couple without C. ","no migration background","7437","0.99934406535836","0.998762376077428","0.999925754639291"
"Yes","2012","(Married) couple without C. ","direct migration background","376","0.447537970538082","0.408617284937494","0.486458656138671"
"Yes","2012","(Married) couple without C. ","indirect migration background","113","0.730903410865717","0.656910069647791","0.804896752083643"
"Yes","2012","Single parent ","no migration background","2330","1","1","1"
"Yes","2012","Single parent ","direct migration background","160","0.544889891957001","0.48316068420946","0.606619099704543"
"Yes","2012","Single parent ","indirect migration background","174","0.771430768492452","0.713808497613786","0.829053039371119"
"Yes","2012","Couple + C. LE 16 ","no migration background","5678","0.9986461698277","0.997690025151728","0.999602314503672"
"Yes","2012","Couple + C. LE 16 ","direct migration background","629","0.458652940479918","0.43012540413623","0.487180476823605"
"Yes","2012","Couple + C. LE 16 ","indirect migration background","364","0.678166626644831","0.636372888442145","0.719960364847517"
"Yes","2012","Couple + C. GT 16 ","no migration background","2667","0.99824007564116","0.996649924863739","0.99983022641858"
"Yes","2012","Couple + C. GT 16 ","direct migration background","180","0.459133049786229","0.401580264367403","0.516685835205055"
"Yes","2012","Couple + C. GT 16 ","indirect migration background","134","0.83495422048121","0.776701081066435","0.893207359895984"
"Yes","2012","Couple + C. LE and GT 16","no migration background","1522","0.999625977750818","0.998654874014616","1.00059708148702"
"Yes","2012","Couple + C. LE and GT 16","direct migration background","179","0.422399181034182","0.370798885001292","0.473999477067071"
"Yes","2012","Couple + C. LE and GT 16","indirect migration background","108","0.553299530857518","0.478123082254075","0.628475979460961"
"No","2012","1-pers.-HH","no migration background","1","","",""
"No","2012","1-pers.-HH","direct migration background","79","0.38629486084601","0.326766917991233","0.445822803700787"
"No","2012","1-pers.-HH","indirect migration background","20","","",""
"No","2012","(Married) couple without C. ","no migration background","5","","",""
"No","2012","(Married) couple without C. ","direct migration background","251","0.552462029461918","0.513541343861329","0.591382715062506"
"No","2012","(Married) couple without C. ","indirect migration background","25","","",""
"No","2012","Single parent ","no migration background","","","",""
"No","2012","Single parent ","direct migration background","90","0.455110108042999","0.393380900295457","0.51683931579054"
"No","2012","Single parent ","indirect migration background","30","0.228569231507548","0.170946960628881","0.286191502386214"
"No","2012","Couple + C. LE 16 ","no migration background","3","","",""
"No","2012","Couple + C. LE 16 ","direct migration background","543","0.541347059520082","0.512819523176395","0.56987459586377"
"No","2012","Couple + C. LE 16 ","indirect migration background","116","0.321833373355169","0.280039635152482","0.363627111557855"
"No","2012","Couple + C. GT 16 ","no migration background","2","","",""
"No","2012","Couple + C. GT 16 ","direct migration background","108","0.540866950213771","0.483314164794945","0.598419735632597"
"No","2012","Couple + C. GT 16 ","indirect migration background","22","","",""
"No","2012","Couple + C. LE and GT 16","no migration background","1","","",""
"No","2012","Couple + C. LE and GT 16","direct migration background","173","0.577600818965818","0.526000522932929","0.629201114998708"
"No","2012","Couple + C. LE and GT 16","indirect migration background","60","0.446700469142482","0.371524020539039","0.521876917745925"
"Yes","2013","1-pers.-HH","no migration background","3265","0.999374108971252","0.998516635925026","1.00023158201748"
"Yes","2013","1-pers.-HH","direct migration background","158","0.677681597432555","0.617412109956817","0.737951084908292"
