"plj0014_v3","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Yes","2005","35-65 y.","Hamburg","152","0.958607835863272","0.928121465517061","0.989094206209484","1"
"Yes","2005","35-65 y.","Bremen","79","1","1","1","1"
"Yes","2005","35-65 y.","North Rhine-Westphalia","2238","0.893429532519418","0.881250854678523","0.905608210360312","1"
"Yes","2005","35-65 y.","Bavaria","1536","0.896030159080159","0.881395760823708","0.910664557336611","1"
"Yes","2005","35-65 y.","Berlin","409","0.909373540406328","0.882364951774546","0.93638212903811","1"
"Yes","2005","35-65 y.","Brandenburg","471","0.994622910777226","0.988032380318735","1.00121344123572","1"
"Yes","2005","35-65 y.","Mecklenburg-Western Pomerania","278","1","1","1","1"
"Yes","2005","35-65 y.","Saxony","845","0.989629669177325","0.982815280440732","0.996444057913919","1"
"Yes","2005","35-65 y.","Saxony-Anhalt","485","1","1","1","1"
"Yes","2005","35-65 y.","Thuringia","468","0.997380349930651","0.992754263796565","1.00200643606474","1"
"Yes","2005","66 and older","Schleswig-Holstein","127","0.958160555328499","0.923742326727637","0.992578783929362","1"
"Yes","2005","66 and older","Hamburg","46","0.981900757125194","0.943788632190911","1.02001288205948","1"
"Yes","2005","66 and older","Lower Saxony","359","0.981521387970303","0.967742961709308","0.995299814231298","1"
"Yes","2005","66 and older","Bremen","28","","","","1"
"Yes","2005","66 and older","North Rhine-Westphalia","781","0.958995093591314","0.945471747195758","0.972518439986869","1"
"Yes","2005","66 and older","Hesse","211","0.926483873031435","0.892458404584608","0.960509341478263","1"
"Yes","2005","66 and older","Rhineland-Palatinate,Saarland","265","0.981265619492081","0.965093044682777","0.997438194301384","1"
"Yes","2005","66 and older","Baden-Württemberg","357","0.922384938714765","0.896031966636231","0.9487379107933","1"
"Yes","2005","66 and older","Bavaria","472","0.942101211529909","0.921568163836689","0.962634259223129","1"
"Yes","2005","66 and older","Berlin","117","1","1","1","1"
"Yes","2005","66 and older","Brandenburg","183","0.990312852320263","0.976160672196135","1.00446503244439","1"
"Yes","2005","66 and older","Mecklenburg-Western Pomerania","99","1","1","1","1"
"Yes","2005","66 and older","Saxony","285","1","1","1","1"
"Yes","2005","66 and older","Saxony-Anhalt","178","1","1","1","1"
"Yes","2005","66 and older","Thuringia","169","1","1","1","1"
"No","2006","16-34 y.","Schleswig-Holstein","5","","","","2"
"No","2006","16-34 y.","Hamburg","6","","","","2"
"No","2006","16-34 y.","Lower Saxony","22","","","","2"
"No","2006","16-34 y.","Bremen","3","","","","2"
"No","2006","16-34 y.","North Rhine-Westphalia","129","0.154921871505911","0.132337166004014","0.177506577007808","2"
"No","2006","16-34 y.","Hesse","41","0.168898308003304","0.127976021853687","0.209820594152922","2"
"No","2006","16-34 y.","Rhineland-Palatinate,Saarland","19","","","","2"
"No","2006","16-34 y.","Baden-Württemberg","135","0.195418492284128","0.166374291372163","0.224462693196093","2"
"No","2006","16-34 y.","Bavaria","65","0.127157631373044","0.103170511174619","0.151144751571469","2"
"No","2006","16-34 y.","Berlin","13","","","","2"
"No","2006","16-34 y.","Brandenburg","","","","","2"
"No","2006","16-34 y.","Mecklenburg-Western Pomerania","1","","","","2"
"No","2006","16-34 y.","Saxony","1","","","","2"
"No","2006","16-34 y.","Saxony-Anhalt","5","","","","2"
"No","2006","35-65 y.","Saxony-Anhalt","2","","","","2"
"No","2006","35-65 y.","Thuringia","1","","","","2"
"No","2006","66 and older","Schleswig-Holstein","3","","","","2"
"No","2006","66 and older","Hamburg","1","","","","2"
"No","2006","66 and older","Lower Saxony","9","","","","2"
"No","2006","16-34 y.","Thuringia","1","","","","2"
"No","2006","35-65 y.","Schleswig-Holstein","18","","","","2"
"No","2006","35-65 y.","Hamburg","13","","","","2"
"No","2006","35-65 y.","Lower Saxony","57","0.0659751181761944","0.0511907362234034","0.0807595001289853","2"
"No","2006","35-65 y.","Bremen","","","","","2"
"No","2006","35-65 y.","Baden-Württemberg","233","0.162814441057014","0.144266398217532","0.181362483896495","2"
"No","2006","35-65 y.","Bavaria","135","0.11010702783817","0.0957418144245509","0.12447224125179","2"
"No","2006","35-65 y.","Brandenburg","2","","","","2"
"No","2006","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2006","35-65 y.","Saxony","4","","","","2"
"No","2006","35-65 y.","North Rhine-Westphalia","231","0.114532925786452","0.102350470584152","0.126715380988752","2"
"No","2006","35-65 y.","Hesse","89","0.148383202944176","0.124936476349195","0.171829929539158","2"
"No","2006","35-65 y.","Rhineland-Palatinate,Saarland","51","0.101683616146554","0.0799079032100252","0.123459329083083","2"
"No","2006","35-65 y.","Berlin","28","","","","2"
"No","2006","66 and older","Bremen","","","","","2"
"No","2006","66 and older","North Rhine-Westphalia","54","0.0534830131260416","0.0391982257566209","0.0677678004954622","2"
"No","2006","66 and older","Hesse","17","","","","2"
"No","2006","66 and older","Rhineland-Palatinate,Saarland","5","","","","2"
"No","2006","66 and older","Baden-Württemberg","45","0.0847255171135688","0.0601937810755068","0.109257253151631","2"
"No","2006","66 and older","Bavaria","25","","","","2"
"No","2006","66 and older","Berlin","","","","","2"
"No","2006","66 and older","Brandenburg","1","","","","2"
"No","2006","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2006","66 and older","Saxony","","","","","2"
"No","2006","66 and older","Saxony-Anhalt","","","","","2"
"No","2006","66 and older","Thuringia","","","","","2"
"Yes","2006","16-34 y.","Schleswig-Holstein","145","0.962421302823994","0.931987520160404","0.992855085487584","1"
"Yes","2006","16-34 y.","Hamburg","71","0.878415659487606","0.8054209163215","0.951410402653712","1"
"Yes","2006","16-34 y.","Lower Saxony","437","0.930794277727641","0.907575486671053","0.954013068784229","1"
"Yes","2006","16-34 y.","Bremen","31","0.940064454841877","0.860277906332795","1.01985100335096","1"
"Yes","2006","16-34 y.","North Rhine-Westphalia","857","0.845078128494089","0.822493422992192","0.867662833995986","1"
"Yes","2006","16-34 y.","Hesse","281","0.831101691996695","0.790179405847077","0.872023978146313","1"
"Yes","2006","16-34 y.","Rhineland-Palatinate,Saarland","256","0.897501522413827","0.861654090504451","0.933348954323202","1"
"Yes","2006","16-34 y.","Baden-Württemberg","581","0.804581507715872","0.775537306803907","0.833625708627837","1"
"Yes","2006","35-65 y.","Hesse","794","0.851616797055824","0.828170070460842","0.875063523650805","1"
"Yes","2006","35-65 y.","Rhineland-Palatinate,Saarland","689","0.898316383853446","0.876540670916917","0.920092096789975","1"
"Yes","2006","16-34 y.","Bavaria","676","0.872842368626956","0.848855248428531","0.896829488825381","1"
"Yes","2006","16-34 y.","Berlin","180","0.915282879872656","0.875997342504623","0.954568417240689","1"
"Yes","2006","16-34 y.","Brandenburg","217","1","1","1","1"
"Yes","2006","16-34 y.","Mecklenburg-Western Pomerania","121","0.997823647274868","0.989554519295275","1.00609277525446","1"
"Yes","2006","16-34 y.","Saxony","383","0.996572266925586","0.990726515086193","1.00241801876498","1"
"Yes","2006","16-34 y.","Saxony-Anhalt","231","0.979096109215509","0.960843779064703","0.997348439366316","1"
"Yes","2006","16-34 y.","Thuringia","235","0.986355269623209","0.971554262989563","1.00115627625685","1"
"Yes","2006","35-65 y.","Schleswig-Holstein","359","0.921898959981616","0.894812797022324","0.948985122940909","1"
"Yes","2006","35-65 y.","Hamburg","151","0.926931898371951","0.887101560272022","0.966762236471879","1"
"Yes","2006","35-65 y.","Lower Saxony","1026","0.934024881823806","0.919240499871015","0.948809263776597","1"
"Yes","2006","35-65 y.","Bremen","80","1","1","1","1"
"Yes","2006","35-65 y.","North Rhine-Westphalia","2394","0.885467074213548","0.873284619011248","0.897649529415848","1"
"Yes","2006","35-65 y.","Baden-Württemberg","1289","0.837185558942987","0.818637516103505","0.855733601782468","1"
"Yes","2006","35-65 y.","Bavaria","1689","0.88989297216183","0.875527758748211","0.904258185575449","1"
"Yes","2006","35-65 y.","Berlin","427","0.919353098277613","0.894333668441719","0.944372528113507","1"
"Yes","2006","35-65 y.","Brandenburg","503","0.996546975356776","0.991430732768214","1.00166321794534","1"
"Yes","2006","35-65 y.","Mecklenburg-Western Pomerania","316","1","1","1","1"
"Yes","2006","35-65 y.","Saxony","873","0.991541425964817","0.985480314043754","0.997602537885879","1"
"Yes","2006","35-65 y.","Saxony-Anhalt","481","0.99601870803751","0.990402796125272","1.00163461994975","1"
"Yes","2006","35-65 y.","Thuringia","504","0.998270537052298","0.994646587363418","1.00189448674118","1"
"Yes","2006","66 and older","Schleswig-Holstein","146","0.969879076962566","0.942435046655159","0.997323107269974","1"
"Yes","2006","66 and older","Hamburg","68","0.984667368183652","0.955675468584367","1.01365926778294","1"
"Yes","2006","66 and older","Lower Saxony","425","0.976834801304847","0.962682345644762","0.990987256964932","1"
"Yes","2006","66 and older","Bremen","31","1","1","1","1"
"Yes","2006","66 and older","North Rhine-Westphalia","899","0.946516986873958","0.932232199504538","0.960801774243379","1"
"Yes","2006","66 and older","Hesse","262","0.915702091739714","0.883101048960141","0.948303134519286","1"
"Yes","2006","66 and older","Rhineland-Palatinate,Saarland","272","0.976028512986657","0.95801547575666","0.994041550216655","1"
"Yes","2006","66 and older","Baden-Württemberg","450","0.915274482886431","0.890742746848369","0.939806218924493","1"
"Yes","2006","66 and older","Bavaria","567","0.944933727808089","0.926558583792222","0.963308871823956","1"
"Yes","2006","66 and older","Berlin","139","1","1","1","1"
"Yes","2006","66 and older","Brandenburg","222","0.992159871906122","0.980584150457282","1.00373559335496","1"
"Yes","2006","66 and older","Mecklenburg-Western Pomerania","115","1","1","1","1"
"Yes","2006","66 and older","Saxony","325","1","1","1","1"
"Yes","2006","66 and older","Saxony-Anhalt","198","1","1","1","1"
"Yes","2006","66 and older","Thuringia","213","1","1","1","1"
"No","2007","16-34 y.","Schleswig-Holstein","1","","","","2"
"No","2007","16-34 y.","Hamburg","7","","","","2"
"No","2007","16-34 y.","Lower Saxony","16","","","","2"
"No","2007","16-34 y.","Bremen","2","","","","2"
"No","2007","16-34 y.","North Rhine-Westphalia","103","0.137731524892636","0.115128826303584","0.160334223481688","2"
"No","2007","16-34 y.","Hesse","36","0.147490327203796","0.107364971916348","0.187615682491245","2"
"No","2007","16-34 y.","Rhineland-Palatinate,Saarland","14","","","","2"
"No","2007","16-34 y.","Baden-Württemberg","114","0.219072882696163","0.187177237223657","0.250968528168669","2"
"No","2007","16-34 y.","Bavaria","52","0.116195960368063","0.0918944444354233","0.140497476300703","2"
"No","2007","16-34 y.","Berlin","7","","","","2"
"No","2007","16-34 y.","Brandenburg","1","","","","2"
"No","2007","16-34 y.","Mecklenburg-Western Pomerania","1","","","","2"
"No","2007","16-34 y.","Saxony","1","","","","2"
"No","2007","16-34 y.","Saxony-Anhalt","","","","","2"
"No","2007","16-34 y.","Thuringia","1","","","","2"
"No","2007","35-65 y.","Schleswig-Holstein","19","","","","2"
"No","2007","35-65 y.","Hamburg","13","","","","2"
"No","2007","35-65 y.","Lower Saxony","47","0.0657333178812736","0.0504044725512203","0.0810621632113268","2"
"No","2007","35-65 y.","Baden-Württemberg","207","0.166918523968007","0.147272437430385","0.18656461050563","2"
"No","2007","35-65 y.","Brandenburg","3","","","","2"
"No","2007","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2007","35-65 y.","Saxony","4","","","","2"
"No","2007","35-65 y.","Saxony-Anhalt","","","","","2"
"No","2007","35-65 y.","Thuringia","1","","","","2"
"No","2007","66 and older","Schleswig-Holstein","3","","","","2"
"No","2007","66 and older","Hamburg","1","","","","2"
"No","2007","66 and older","Lower Saxony","8","","","","2"
"No","2007","66 and older","Bremen","","","","","2"
"No","2007","66 and older","North Rhine-Westphalia","51","0.0542315235772539","0.0396760970373695","0.0687869501171383","2"
"No","2007","66 and older","Hesse","18","","","","2"
"No","2007","66 and older","Rhineland-Palatinate,Saarland","5","","","","2"
"No","2007","35-65 y.","Bremen","","","","","2"
"No","2007","35-65 y.","North Rhine-Westphalia","194","0.108126206438896","0.0956970777042375","0.120555335173555","2"
"No","2007","35-65 y.","Hesse","81","0.146553076404436","0.122536487808488","0.170569665000385","2"
"No","2007","35-65 y.","Rhineland-Palatinate,Saarland","44","0.096619898330687","0.074348715084203","0.118891081577171","2"
"No","2007","35-65 y.","Bavaria","133","0.12634926338628","0.110551097037818","0.142147429734741","2"
"No","2007","35-65 y.","Berlin","30","0.0886894344435096","0.0617557757758806","0.115623093111139","2"
"No","2007","66 and older","Baden-Württemberg","41","0.0997254552651231","0.0728079309649474","0.126642979565299","2"
"No","2007","66 and older","Bavaria","26","","","","2"
"No","2007","66 and older","Berlin","","","","","2"
"No","2007","66 and older","Brandenburg","1","","","","2"
"No","2007","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2007","66 and older","Saxony","","","","","2"
"No","2007","66 and older","Saxony-Anhalt","","","","","2"
"No","2007","66 and older","Thuringia","","","","","2"
"Yes","2007","16-34 y.","Schleswig-Holstein","130","0.996139434503285","0.985520083590578","1.00675878541599","1"
"Yes","2007","16-34 y.","Hamburg","72","0.88796324361956","0.818410814344803","0.957515672894317","1"
"Yes","2007","16-34 y.","Lower Saxony","396","0.926559913240131","0.901371382994423","0.951748443485838","1"
"Yes","2007","16-34 y.","Bremen","33","0.935251239299949","0.853725650288087","1.01677682831181","1"
"Yes","2007","16-34 y.","North Rhine-Westphalia","790","0.862268475107364","0.839665776518312","0.884871173696416","1"
"Yes","2007","16-34 y.","Hesse","264","0.852509672796203","0.812384317508755","0.892635028083652","1"
"Yes","2007","16-34 y.","Rhineland-Palatinate,Saarland","232","0.927835470381594","0.895500094358497","0.960170846404692","1"
"Yes","2007","16-34 y.","Baden-Württemberg","532","0.780927117303837","0.749031471831331","0.812822762776343","1"
"Yes","2007","35-65 y.","Hesse","752","0.853446923595564","0.829430334999615","0.877463512191512","1"
"Yes","2007","35-65 y.","Rhineland-Palatinate,Saarland","632","0.903380101669313","0.881108918422829","0.925651284915797","1"
"Yes","2007","35-65 y.","Bavaria","1566","0.87365073661372","0.857852570265259","0.889448902962182","1"
"Yes","2007","35-65 y.","Berlin","398","0.91131056555649","0.884376906888861","0.938244224224119","1"
"Yes","2007","35-65 y.","Brandenburg","441","0.987764792444982","0.977539186620034","0.997990398269929","1"
"Yes","2007","35-65 y.","Mecklenburg-Western Pomerania","292","1","1","1","1"
"Yes","2007","16-34 y.","Bavaria","616","0.883804039631937","0.859502523699297","0.908105555564577","1"
"Yes","2007","16-34 y.","Berlin","186","0.931124285390488","0.895396481456647","0.966852089324329","1"
"Yes","2007","16-34 y.","Brandenburg","193","0.998964440367848","0.994438489897947","1.00349039083775","1"
"Yes","2007","16-34 y.","Mecklenburg-Western Pomerania","111","0.997602666024857","0.988545712266986","1.00665961978273","1"
"Yes","2007","16-34 y.","Saxony","367","0.996182661153237","0.989882175501864","1.00248314680461","1"
"Yes","2007","16-34 y.","Saxony-Anhalt","220","1","1","1","1"
"Yes","2007","16-34 y.","Thuringia","231","0.982989840116024","0.966350625975509","0.999629054256539","1"
"Yes","2007","35-65 y.","Schleswig-Holstein","322","0.90281130056519","0.871371681157806","0.934250919972573","1"
"Yes","2007","35-65 y.","Hamburg","135","0.911079549340706","0.865223544979864","0.956935553701547","1"
"Yes","2007","35-65 y.","Lower Saxony","957","0.934266682118726","0.918937836788673","0.94959552744878","1"
"Yes","2007","35-65 y.","Bremen","86","1","1","1","1"
