"plj0014_v3","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Yes","2001","66 and older","Thuringia","145","1","1","1","1"
"No","2002","16-34 y.","Hamburg","7","","","","2"
"No","2002","16-34 y.","Lower Saxony","55","0.094803935447869","0.0699808528986268","0.119627017997111","2"
"No","2002","16-34 y.","Schleswig-Holstein","8","","","","2"
"No","2002","16-34 y.","Bremen","4","","","","2"
"No","2002","16-34 y.","North Rhine-Westphalia","197","0.144532907528291","0.125440490722466","0.163625324334115","2"
"No","2002","16-34 y.","Hesse","78","0.200413205184524","0.161759114924859","0.239067295444189","2"
"No","2002","35-65 y.","Saxony-Anhalt","","","","","2"
"No","2002","16-34 y.","Rhineland-Palatinate,Saarland","31","0.109575036685726","0.076126265826127","0.143023807545324","2"
"No","2002","16-34 y.","Baden-Württemberg","214","0.195336736339608","0.168462012937287","0.222211459741929","2"
"No","2002","16-34 y.","Brandenburg","","","","","2"
"No","2002","35-65 y.","Brandenburg","","","","","2"
"No","2002","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2002","35-65 y.","Saxony","4","","","","2"
"No","2002","16-34 y.","Bavaria","95","0.131584390045062","0.109083249164535","0.154085530925588","2"
"No","2002","16-34 y.","Berlin","21","","","","2"
"No","2002","16-34 y.","Mecklenburg-Western Pomerania","1","","","","2"
"No","2002","16-34 y.","Saxony","","","","","2"
"No","2002","16-34 y.","Saxony-Anhalt","","","","","2"
"No","2002","16-34 y.","Thuringia","2","","","","2"
"No","2002","35-65 y.","Schleswig-Holstein","24","","","","2"
"No","2002","35-65 y.","North Rhine-Westphalia","271","0.101280793743445","0.0901731043320394","0.11238848315485","2"
"No","2002","35-65 y.","Hesse","130","0.136329502383496","0.114889762653987","0.157769242113005","2"
"No","2002","35-65 y.","Baden-Württemberg","300","0.159301028692976","0.141358268545372","0.177243788840579","2"
"No","2002","35-65 y.","Bavaria","164","0.0970109476755226","0.0837096365862934","0.110312258764752","2"
"No","2002","35-65 y.","Berlin","28","","","","2"
"No","2002","35-65 y.","Thuringia","1","","","","2"
"No","2002","66 and older","Schleswig-Holstein","3","","","","2"
"No","2002","66 and older","Hamburg","1","","","","2"
"No","2002","66 and older","Lower Saxony","8","","","","2"
"No","2002","35-65 y.","Hamburg","10","","","","2"
"No","2002","35-65 y.","Lower Saxony","53","0.0406922283421651","0.0291520209527405","0.0522324357315897","2"
"No","2002","35-65 y.","Bremen","5","","","","2"
"No","2002","35-65 y.","Rhineland-Palatinate,Saarland","62","0.0866332051972318","0.0670671785584528","0.106199231836011","2"
"No","2002","66 and older","Bremen","","","","","2"
"No","2002","66 and older","North Rhine-Westphalia","38","0.0356181510698693","0.0224067951463964","0.0488295069933422","2"
"No","2002","66 and older","Hesse","21","","","","2"
"No","2002","66 and older","Rhineland-Palatinate,Saarland","9","","","","2"
"No","2002","66 and older","Baden-Württemberg","32","0.0546626704251284","0.0320145881239088","0.077310752726348","2"
"No","2002","66 and older","Bavaria","19","","","","2"
"No","2002","66 and older","Berlin","2","","","","2"
"No","2002","66 and older","Brandenburg","1","","","","2"
"No","2002","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2002","66 and older","Saxony","","","","","2"
"No","2002","66 and older","Saxony-Anhalt","1","","","","2"
"No","2002","66 and older","Thuringia","","","","","2"
"Yes","2002","16-34 y.","Schleswig-Holstein","159","0.942451137693845","0.907129758903846","0.977772516483844","1"
"Yes","2002","16-34 y.","Hamburg","74","0.938275468127629","0.885867217323353","0.990683718931906","1"
"Yes","2002","16-34 y.","Lower Saxony","480","0.905196064552131","0.880372982002889","0.930019147101373","1"
"Yes","2002","16-34 y.","Bremen","36","0.828168480494097","0.711264618279436","0.945072342708758","1"
"Yes","2002","16-34 y.","North Rhine-Westphalia","1106","0.855467092471709","0.836374675665885","0.874559509277534","1"
"Yes","2002","16-34 y.","Hesse","334","0.799586794815476","0.760932704555811","0.838240885075141","1"
"Yes","2002","16-34 y.","Rhineland-Palatinate,Saarland","304","0.890424963314274","0.856976192454676","0.923873734173873","1"
"Yes","2002","16-34 y.","Baden-Württemberg","622","0.804663263660392","0.777788540258071","0.831537987062713","1"
"Yes","2002","16-34 y.","Bavaria","772","0.868415609954938","0.845914469074412","0.890916750835465","1"
"Yes","2002","16-34 y.","Berlin","209","0.881027766653717","0.839186793390818","0.922868739916616","1"
"Yes","2002","16-34 y.","Brandenburg","257","1","1","1","1"
"Yes","2002","16-34 y.","Mecklenburg-Western Pomerania","138","0.996854452555099","0.987545417034132","1.00616348807607","1"
"Yes","2002","16-34 y.","Saxony","442","1","1","1","1"
"Yes","2002","16-34 y.","Saxony-Anhalt","257","1","1","1","1"
"Yes","2002","35-65 y.","Lower Saxony","1073","0.959307771657835","0.94776756426841","0.97084797904726","1"
"Yes","2002","35-65 y.","Bremen","94","0.923849045905058","0.871601165635911","0.976096926174205","1"
"Yes","2002","16-34 y.","Thuringia","283","0.97627189758796","0.958601653073877","0.993942142102044","1"
"Yes","2002","35-65 y.","Schleswig-Holstein","401","0.952403447566024","0.932161520594425","0.972645374537623","1"
"Yes","2002","35-65 y.","Hamburg","192","0.959998857134251","0.932975209829318","0.987022504439185","1"
"Yes","2002","35-65 y.","North Rhine-Westphalia","2563","0.898719206256555","0.88761151684515","0.909826895667961","1"
"Yes","2002","35-65 y.","Hesse","854","0.863670497616504","0.842230757886995","0.885110237346013","1"
"Yes","2002","35-65 y.","Rhineland-Palatinate,Saarland","732","0.913366794802768","0.893800768163989","0.932932821441547","1"
"Yes","2002","35-65 y.","Baden-Württemberg","1298","0.840698971307024","0.822756211159421","0.858641731454628","1"
"Yes","2002","35-65 y.","Bavaria","1738","0.902989052324477","0.889687741235248","0.916290363413707","1"
"Yes","2002","35-65 y.","Berlin","470","0.920859111487549","0.897149170375629","0.944569052599468","1"
"Yes","2002","35-65 y.","Brandenburg","536","1","1","1","1"
"Yes","2002","35-65 y.","Mecklenburg-Western Pomerania","300","1","1","1","1"
"Yes","2002","35-65 y.","Saxony","934","0.993365234658286","0.988169895144237","0.998560574172336","1"
"Yes","2002","35-65 y.","Saxony-Anhalt","555","1","1","1","1"
"Yes","2002","35-65 y.","Thuringia","538","0.997633481691621","0.99353149590846","1.00173546747478","1"
"Yes","2002","66 and older","Schleswig-Holstein","132","0.957334212088179","0.923242180543501","0.991426243632857","1"
"Yes","2002","66 and older","Hamburg","45","0.97362028837225","0.927307705269072","1.01993287147543","1"
"Yes","2002","66 and older","Lower Saxony","319","0.975451212131504","0.958678935468256","0.992223488794751","1"
"Yes","2002","66 and older","Bremen","34","1","1","1","1"
"Yes","2002","66 and older","North Rhine-Westphalia","718","0.964381848930131","0.951170493006658","0.977593204853604","1"
"Yes","2002","66 and older","Hesse","229","0.922290442677921","0.889104882095773","0.955476003260069","1"
"Yes","2002","66 and older","Rhineland-Palatinate,Saarland","243","0.972346086211852","0.952100210885145","0.992591961538559","1"
"Yes","2002","66 and older","Baden-Württemberg","355","0.945337329574872","0.922689247273652","0.967985411876091","1"
"Yes","2002","66 and older","Bavaria","485","0.969453895959629","0.954430285437202","0.984477506482056","1"
"Yes","2002","66 and older","Berlin","104","0.96601029230035","0.931515006295026","1.00050557830567","1"
"Yes","2002","66 and older","Brandenburg","176","0.991923042253434","0.978736699724553","1.00510938478231","1"
"Yes","2002","66 and older","Mecklenburg-Western Pomerania","80","1","1","1","1"
"Yes","2002","66 and older","Saxony","278","1","1","1","1"
"Yes","2002","66 and older","Saxony-Anhalt","161","0.981436270331346","0.960651068145321","1.00222147251737","1"
"Yes","2002","66 and older","Thuringia","147","1","1","1","1"
"No","2003","16-34 y.","Hamburg","6","","","","2"
"No","2003","16-34 y.","Lower Saxony","47","0.0964390964579719","0.070819735956511","0.122058456959433","2"
"No","2003","16-34 y.","Bremen","6","","","","2"
"No","2003","16-34 y.","North Rhine-Westphalia","176","0.150884652403479","0.130897606226766","0.170871698580192","2"
"No","2003","16-34 y.","Hesse","59","0.16382378559582","0.126363607259324","0.201283963932317","2"
"No","2003","16-34 y.","Rhineland-Palatinate,Saarland","30","0.105399145163891","0.07211729865342","0.138680991674361","2"
"No","2003","35-65 y.","Saxony-Anhalt","","","","","2"
"No","2003","35-65 y.","Thuringia","1","","","","2"
"No","2003","66 and older","Schleswig-Holstein","3","","","","2"
"No","2003","66 and older","Hamburg","1","","","","2"
"No","2003","66 and older","Lower Saxony","9","","","","2"
"No","2003","16-34 y.","Schleswig-Holstein","7","","","","2"
"No","2003","16-34 y.","Baden-Württemberg","190","0.195494049083395","0.167751608534901","0.223236489631889","2"
"No","2003","16-34 y.","Bavaria","92","0.13155223637773","0.108360995864015","0.154743476891446","2"
"No","2003","16-34 y.","Berlin","19","","","","2"
"No","2003","16-34 y.","Brandenburg","1","","","","2"
"No","2003","16-34 y.","Mecklenburg-Western Pomerania","1","","","","2"
"No","2003","16-34 y.","Saxony","1","","","","2"
"No","2003","16-34 y.","Saxony-Anhalt","","","","","2"
"No","2003","16-34 y.","Thuringia","","","","","2"
"No","2003","35-65 y.","North Rhine-Westphalia","245","0.0965185416747932","0.0853446938494297","0.107692389500157","2"
"No","2003","35-65 y.","Baden-Württemberg","266","0.149363802762062","0.131532276733551","0.167195328790573","2"
"No","2003","35-65 y.","Bavaria","157","0.107129048544262","0.0929084263584885","0.121349670730035","2"
"No","2003","35-65 y.","Berlin","27","","","","2"
"No","2003","35-65 y.","Brandenburg","1","","","","2"
"No","2003","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2003","35-65 y.","Saxony","4","","","","2"
"No","2003","35-65 y.","Schleswig-Holstein","24","","","","2"
"No","2003","35-65 y.","Hamburg","11","","","","2"
"No","2003","35-65 y.","Lower Saxony","56","0.0491905512325282","0.0361775345007336","0.0622035679643229","2"
"No","2003","35-65 y.","Bremen","5","","","","2"
"No","2003","35-65 y.","Hesse","108","0.127179086419537","0.105412152507875","0.148946020331199","2"
"No","2003","35-65 y.","Rhineland-Palatinate,Saarland","57","0.102992858549341","0.0815242333162404","0.124461483782441","2"
"No","2003","66 and older","Bremen","","","","","2"
"No","2003","66 and older","North Rhine-Westphalia","46","0.0442124620725232","0.0297954385832073","0.058629485561839","2"
"No","2003","66 and older","Hesse","16","","","","2"
"No","2003","66 and older","Rhineland-Palatinate,Saarland","6","","","","2"
"No","2003","66 and older","Baden-Württemberg","37","0.0669791888561585","0.0420729461544443","0.0918854315578727","2"
"No","2003","66 and older","Bavaria","23","","","","2"
"No","2003","66 and older","Berlin","2","","","","2"
"No","2003","66 and older","Brandenburg","1","","","","2"
"No","2003","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2003","66 and older","Saxony","","","","","2"
"No","2003","66 and older","Saxony-Anhalt","","","","","2"
"No","2003","66 and older","Thuringia","","","","","2"
"Yes","2003","16-34 y.","Schleswig-Holstein","143","0.963429156808301","0.933390546203737","0.993467767412864","1"
"Yes","2003","16-34 y.","Hamburg","61","0.939928089868031","0.883030519076016","0.996825660660046","1"
"Yes","2003","16-34 y.","Lower Saxony","463","0.903560903542028","0.877941543040567","0.929180264043489","1"
"Yes","2003","16-34 y.","Bremen","36","0.772587875308279","0.645821463424031","0.899354287192526","1"
"Yes","2003","16-34 y.","North Rhine-Westphalia","1056","0.849115347596521","0.829128301419808","0.869102393773234","1"
"Yes","2003","16-34 y.","Hesse","316","0.83617621440418","0.798716036067683","0.873636392740676","1"
"Yes","2003","16-34 y.","Rhineland-Palatinate,Saarland","297","0.89460085483611","0.861319008325639","0.92788270134658","1"
"Yes","2003","16-34 y.","Baden-Württemberg","595","0.804505950916605","0.776763510368111","0.832248391465099","1"
"Yes","2003","16-34 y.","Bavaria","724","0.86844776362227","0.845256523108554","0.891639004135985","1"
"Yes","2003","16-34 y.","Berlin","215","0.861224126735892","0.816929072205149","0.905519181266636","1"
"Yes","2003","16-34 y.","Brandenburg","242","0.997037878139853","0.990205022525541","1.00387073375417","1"
"Yes","2003","16-34 y.","Mecklenburg-Western Pomerania","145","0.996925747117598","0.987945818926403","1.00590567530879","1"
"Yes","2003","16-34 y.","Saxony","421","0.995461017702681","0.989047692847549","1.00187434255781","1"
"Yes","2003","16-34 y.","Saxony-Anhalt","250","1","1","1","1"
"Yes","2003","35-65 y.","Lower Saxony","1005","0.950809448767472","0.937796432035677","0.963822465499266","1"
"Yes","2003","35-65 y.","Bremen","92","0.919529246714442","0.865396005543707","0.973662487885177","1"
"Yes","2003","35-65 y.","Hesse","792","0.872820913580463","0.851053979668801","0.894587847492124","1"
"Yes","2003","35-65 y.","Rhineland-Palatinate,Saarland","713","0.89700714145066","0.875538516217559","0.91847576668376","1"
"Yes","2003","35-65 y.","Baden-Württemberg","1269","0.850636197237938","0.832804671209427","0.868467723266449","1"
"Yes","2003","35-65 y.","Bavaria","1660","0.892870951455738","0.878650329269965","0.907091573641511","1"
"Yes","2003","35-65 y.","Berlin","451","0.921460938251554","0.897344372583028","0.945577503920081","1"
"Yes","2003","35-65 y.","Brandenburg","519","0.996936376045147","0.992186329459909","1.00168642263038","1"
"Yes","2003","35-65 y.","Mecklenburg-Western Pomerania","300","1","1","1","1"
"Yes","2003","35-65 y.","Saxony","915","0.992251966347448","0.986583088895941","0.997920843798954","1"
"Yes","2003","35-65 y.","Saxony-Anhalt","527","1","1","1","1"
"Yes","2003","35-65 y.","Thuringia","519","0.99777968238246","0.993734190819361","1.00182517394556","1"
"Yes","2003","66 and older","Schleswig-Holstein","127","0.956401260562982","0.921299132107581","0.991503389018384","1"
"Yes","2003","66 and older","Hamburg","45","0.983179045611512","0.94601604275578","1.02034204846724","1"
"Yes","2003","66 and older","Lower Saxony","336","0.978426559514451","0.963095846087931","0.993757272940971","1"
"Yes","2003","66 and older","Bremen","35","1","1","1","1"
"Yes","2003","66 and older","North Rhine-Westphalia","735","0.955787537927477","0.941370514438161","0.970204561416793","1"
"Yes","2003","66 and older","Hesse","214","0.933574398262634","0.9013914084066","0.965757388118667","1"
"Yes","2003","66 and older","Rhineland-Palatinate,Saarland","252","0.981611485462572","0.965217619596323","0.99800535132882","1"
"Yes","2003","66 and older","Baden-Württemberg","350","0.933020811143841","0.908114568442127","0.957927053845556","1"
"Yes","2003","66 and older","Bavaria","489","0.957538990668456","0.94007327037068","0.975004710966232","1"
"Yes","2003","66 and older","Berlin","117","0.96887747433484","0.937678058919401","1.00007688975028","1"
"Yes","2003","66 and older","Brandenburg","185","0.989850656996736","0.975446248743616","1.00425506524986","1"
"Yes","2003","66 and older","Mecklenburg-Western Pomerania","82","1","1","1","1"
"Yes","2003","66 and older","Saxony","281","1","1","1","1"
"Yes","2003","66 and older","Saxony-Anhalt","161","1","1","1","1"
"Yes","2003","66 and older","Thuringia","151","1","1","1","1"
"Yes","2003","16-34 y.","Thuringia","287","1","1","1","1"
"Yes","2003","35-65 y.","Schleswig-Holstein","371","0.923230460628327","0.89697624347335","0.949484677783304","1"
"Yes","2003","35-65 y.","Hamburg","174","0.968113040791329","0.942794899740835","0.993431181841822","1"
"Yes","2003","35-65 y.","North Rhine-Westphalia","2438","0.903481458325207","0.892307610499843","0.91465530615057","1"
"No","2004","16-34 y.","Schleswig-Holstein","7","","","","2"
"No","2004","16-34 y.","Hamburg","4","","","","2"
"No","2004","16-34 y.","Lower Saxony","39","0.0879062767173703","0.0630619349646321","0.112750618470109","2"
"No","2004","16-34 y.","Bremen","5","","","","2"
"No","2004","16-34 y.","North Rhine-Westphalia","155","0.139315980477613","0.119363185081987","0.15926877587324","2"
"No","2004","16-34 y.","Hesse","56","0.178571397413906","0.138674665804676","0.218468129023135","2"
"No","2004","16-34 y.","Rhineland-Palatinate,Saarland","25","","","","2"
"No","2004","16-34 y.","Baden-Württemberg","157","0.167738746260178","0.140909004711286","0.19456848780907","2"
"No","2004","16-34 y.","Bavaria","81","0.12228496980033","0.0994972354594397","0.145072704141221","2"
"No","2004","16-34 y.","Berlin","17","","","","2"
"No","2004","35-65 y.","Saxony-Anhalt","","","","","2"
"No","2004","35-65 y.","Thuringia","1","","","","2"
"No","2004","66 and older","Schleswig-Holstein","3","","","","2"
"No","2004","66 and older","Hamburg","1","","","","2"
"No","2004","66 and older","Lower Saxony","9","","","","2"
"No","2004","16-34 y.","Brandenburg","1","","","","2"
"No","2004","16-34 y.","Mecklenburg-Western Pomerania","1","","","","2"
"No","2004","16-34 y.","Saxony","2","","","","2"
"No","2004","16-34 y.","Saxony-Anhalt","","","","","2"
"No","2004","16-34 y.","Thuringia","","","","","2"
"No","2004","35-65 y.","North Rhine-Westphalia","227","0.102116483175687","0.0904459215827543","0.113787044768619","2"
"No","2004","35-65 y.","Baden-Württemberg","259","0.150370358134911","0.132221433312519","0.168519282957302","2"
"No","2004","35-65 y.","Bavaria","150","0.10558904538659","0.0911744001609785","0.120003690612202","2"
"No","2004","35-65 y.","Berlin","25","","","","2"
"No","2004","35-65 y.","Brandenburg","1","","","","2"
"No","2004","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2004","35-65 y.","Saxony","4","","","","2"
"No","2004","35-65 y.","Schleswig-Holstein","25","","","","2"
"No","2004","35-65 y.","Hamburg","13","","","","2"
"No","2004","35-65 y.","Lower Saxony","57","0.060170343395145","0.0456688159828094","0.0746718708074807","2"
"No","2004","35-65 y.","Bremen","6","","","","2"
"No","2004","35-65 y.","Hesse","102","0.139811890528888","0.116741390896994","0.162882390160782","2"
"No","2004","35-65 y.","Rhineland-Palatinate,Saarland","61","0.115696196856665","0.0929105984229919","0.138481795290339","2"
"No","2004","66 and older","Bremen","","","","","2"
"No","2004","66 and older","North Rhine-Westphalia","47","0.0433807816044343","0.0294206447355641","0.0573409184733044","2"
"No","2004","66 and older","Hesse","18","","","","2"
"No","2004","66 and older","Rhineland-Palatinate,Saarland","5","","","","2"
"No","2004","66 and older","Baden-Württemberg","39","0.0753371402206301","0.0491088752424373","0.101565405198823","2"
"No","2004","66 and older","Bavaria","24","","","","2"
"No","2004","66 and older","Berlin","","","","","2"
"No","2004","66 and older","Brandenburg","1","","","","2"
"No","2004","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2004","66 and older","Saxony","","","","","2"
"No","2004","66 and older","Saxony-Anhalt","","","","","2"
"No","2004","66 and older","Thuringia","","","","","2"
"Yes","2004","16-34 y.","Schleswig-Holstein","144","0.948252987247336","0.912921300679149","0.983584673815522","1"
"Yes","2004","16-34 y.","Hamburg","68","0.965535839810067","0.923400170935676","1.00767150868446","1"
"Yes","2004","16-34 y.","Lower Saxony","460","0.91209372328263","0.887249381529892","0.936938065035368","1"
"Yes","2004","16-34 y.","Bremen","33","0.788295284114514","0.658408183293791","0.918182384935237","1"
"Yes","2004","16-34 y.","North Rhine-Westphalia","1002","0.860684019522386","0.84073122412676","0.880636814918013","1"
"Yes","2004","16-34 y.","Hesse","298","0.821428602586095","0.781531870976865","0.861325334195324","1"
"Yes","2004","16-34 y.","Rhineland-Palatinate,Saarland","265","0.891302186290132","0.855478358998988","0.927126013581276","1"
"Yes","2004","16-34 y.","Baden-Württemberg","588","0.832261253739822","0.805431512190929","0.859090995288714","1"
"Yes","2004","16-34 y.","Bavaria","713","0.87771503019967","0.854927295858779","0.90050276454056","1"
"Yes","2004","16-34 y.","Berlin","213","0.890463337229023","0.850101405155345","0.930825269302701","1"
"Yes","2004","16-34 y.","Brandenburg","227","0.99667992915151","0.989213169026179","1.00414668927684","1"
"Yes","2004","16-34 y.","Mecklenburg-Western Pomerania","134","0.996677848460685","0.986971221728103","1.00638447519327","1"
"Yes","2004","16-34 y.","Saxony","417","0.993755786213181","0.986213208445694","1.00129836398067","1"
"Yes","2004","16-34 y.","Saxony-Anhalt","257","1","1","1","1"
"Yes","2004","35-65 y.","Lower Saxony","976","0.939829656604855","0.925328129192519","0.954331184017191","1"
"Yes","2004","35-65 y.","Bremen","89","0.8724275237865","0.805341900318666","0.939513147254333","1"
"Yes","2004","35-65 y.","Hesse","766","0.860188109471112","0.837117609839218","0.883258609103006","1"
"Yes","2004","35-65 y.","Rhineland-Palatinate,Saarland","696","0.884303803143335","0.861518204709661","0.907089401577008","1"
"Yes","2004","35-65 y.","Baden-Württemberg","1231","0.849629641865089","0.831480717042698","0.867778566687481","1"
"Yes","2004","35-65 y.","Bavaria","1596","0.894410954613409","0.879996309387798","0.908825599839021","1"
"Yes","2004","35-65 y.","Berlin","435","0.920774026073349","0.896092074353553","0.945455977793145","1"
"Yes","2004","35-65 y.","Brandenburg","490","0.996607590092592","0.991464506281386","1.0017506739038","1"
"Yes","2004","35-65 y.","Mecklenburg-Western Pomerania","290","1","1","1","1"
"Yes","2004","35-65 y.","Saxony","872","0.991671400579337","0.985653210237258","0.997689590921416","1"
"Yes","2004","35-65 y.","Saxony-Anhalt","495","1","1","1","1"
"Yes","2004","35-65 y.","Thuringia","505","0.99780928866846","0.993735587372711","1.00188298996421","1"
"Yes","2004","66 and older","Schleswig-Holstein","128","0.958743204417432","0.92468581625418","0.992800592580685","1"
"Yes","2004","66 and older","Hamburg","44","0.981109641629143","0.941333678490924","1.02088560476736","1"
"Yes","2004","66 and older","Lower Saxony","353","0.980163971927636","0.965800132868637","0.994527810986635","1"
"Yes","2004","66 and older","Bremen","35","1","1","1","1"
"Yes","2004","66 and older","North Rhine-Westphalia","771","0.956619218395566","0.942659081526696","0.970579355264436","1"
"Yes","2004","66 and older","Hesse","207","0.917555594206935","0.881617617589757","0.953493570824113","1"
"Yes","2004","66 and older","Rhineland-Palatinate,Saarland","254","0.980624301334587","0.963837103036517","0.997411499632657","1"
"Yes","2004","66 and older","Baden-Württemberg","350","0.92466285977937","0.898434594801177","0.950891124757563","1"
"Yes","2004","66 and older","Bavaria","498","0.95345935911473","0.935388445397585","0.971530272831876","1"
"Yes","2004","66 and older","Berlin","122","1","1","1","1"
"Yes","2004","66 and older","Brandenburg","194","0.991807651570201","0.979155956382236","1.00445934675817","1"
"Yes","2004","66 and older","Mecklenburg-Western Pomerania","90","1","1","1","1"
"Yes","2004","66 and older","Saxony","285","1","1","1","1"
"Yes","2004","66 and older","Saxony-Anhalt","176","1","1","1","1"
"Yes","2004","66 and older","Thuringia","163","1","1","1","1"
"Yes","2004","16-34 y.","Thuringia","277","1","1","1","1"
"Yes","2004","35-65 y.","Schleswig-Holstein","371","0.915949322441028","0.888621386542732","0.943277258339325","1"
"Yes","2004","35-65 y.","Hamburg","168","0.960241718504557","0.931776606901732","0.988706830107382","1"
"Yes","2004","35-65 y.","North Rhine-Westphalia","2359","0.897883516824313","0.886212955231381","0.909554078417246","1"
"No","2005","16-34 y.","Schleswig-Holstein","6","","","","2"
"No","2005","16-34 y.","Hamburg","6","","","","2"
"No","2005","16-34 y.","Lower Saxony","30","0.0870264550666233","0.0612115759740442","0.112841334159202","2"
"No","2005","16-34 y.","Bremen","2","","","","2"
"No","2005","16-34 y.","North Rhine-Westphalia","160","0.163932271702589","0.141923982835488","0.18594056056969","2"
"No","2005","16-34 y.","Hesse","49","0.156145450298412","0.117216443559557","0.195074457037267","2"
"No","2005","16-34 y.","Rhineland-Palatinate,Saarland","21","","","","2"
"No","2005","16-34 y.","Baden-Württemberg","148","0.164036284088745","0.136987638840512","0.191084929336979","2"
"No","2005","16-34 y.","Bavaria","68","0.112364774622293","0.0897324247133406","0.134997124531246","2"
"No","2005","16-34 y.","Berlin","11","","","","2"
"No","2005","16-34 y.","Brandenburg","","","","","2"
"No","2005","16-34 y.","Mecklenburg-Western Pomerania","1","","","","2"
"No","2005","16-34 y.","Saxony","2","","","","2"
"No","2005","16-34 y.","Saxony-Anhalt","","","","","2"
"No","2005","16-34 y.","Thuringia","1","","","","2"
"No","2005","35-65 y.","Saxony-Anhalt","","","","","2"
"No","2005","35-65 y.","Thuringia","1","","","","2"
"No","2005","66 and older","Schleswig-Holstein","3","","","","2"
"No","2005","66 and older","Hamburg","1","","","","2"
"No","2005","66 and older","Lower Saxony","8","","","","2"
"No","2005","35-65 y.","Schleswig-Holstein","24","","","","2"
"No","2005","35-65 y.","Hamburg","12","","","","2"
"No","2005","35-65 y.","Lower Saxony","58","0.0703500019522249","0.0542646610556588","0.086435342848791","2"
"No","2005","35-65 y.","Bremen","","","","","2"
"No","2005","35-65 y.","North Rhine-Westphalia","228","0.106570467480582","0.0943917896396876","0.118749145321477","2"
"No","2005","35-65 y.","Baden-Württemberg","257","0.170732256618822","0.151161433336285","0.190303079901359","2"
"No","2005","35-65 y.","Bavaria","135","0.103969840919841","0.0893354426633893","0.118604239176292","2"
"No","2005","35-65 y.","Berlin","25","","","","2"
"No","2005","35-65 y.","Brandenburg","2","","","","2"
"No","2005","35-65 y.","Mecklenburg-Western Pomerania","","","","","2"
"No","2005","35-65 y.","Saxony","4","","","","2"
"No","2005","35-65 y.","Hesse","94","0.136438665570211","0.112814689726527","0.160062641413896","2"
"No","2005","35-65 y.","Rhineland-Palatinate,Saarland","57","0.133613291211279","0.108462529068213","0.158764053354345","2"
"No","2005","66 and older","Bremen","","","","","2"
"No","2005","66 and older","North Rhine-Westphalia","45","0.0410049064086862","0.0274815600131308","0.0545282528042417","2"
"No","2005","66 and older","Hesse","15","","","","2"
"No","2005","66 and older","Rhineland-Palatinate,Saarland","5","","","","2"
"No","2005","66 and older","Baden-Württemberg","39","0.0776150612852346","0.0512620892067","0.103968033363769","2"
"No","2005","66 and older","Bavaria","25","","","","2"
"No","2005","66 and older","Berlin","","","","","2"
"No","2005","66 and older","Brandenburg","1","","","","2"
"No","2005","66 and older","Mecklenburg-Western Pomerania","","","","","2"
"No","2005","66 and older","Saxony","","","","","2"
"No","2005","66 and older","Saxony-Anhalt","","","","","2"
"No","2005","66 and older","Thuringia","","","","","2"
"Yes","2005","16-34 y.","Schleswig-Holstein","142","0.962311308300624","0.931629527780116","0.992993088821132","1"
"Yes","2005","16-34 y.","Hamburg","75","0.909452997670292","0.846959799691394","0.97194619564919","1"
"Yes","2005","16-34 y.","Lower Saxony","428","0.912973544933377","0.887158665840798","0.938788424025956","1"
"Yes","2005","16-34 y.","Bremen","38","0.956462426615156","0.893223547721506","1.01970130550881","1"
"Yes","2005","16-34 y.","North Rhine-Westphalia","927","0.836067728297411","0.81405943943031","0.858076017164512","1"
"Yes","2005","16-34 y.","Hesse","285","0.843854549701588","0.804925542962733","0.882783556440443","1"
"Yes","2005","16-34 y.","Rhineland-Palatinate,Saarland","248","0.891845311214201","0.854731171892068","0.928959450536334","1"
"Yes","2005","16-34 y.","Baden-Württemberg","572","0.835963715911255","0.808915070663021","0.863012361159488","1"
"Yes","2005","35-65 y.","Lower Saxony","913","0.929649998047775","0.913564657151209","0.945735338944341","1"
"Yes","2005","35-65 y.","Hesse","717","0.863561334429789","0.839937358586105","0.887185310273473","1"
"Yes","2005","35-65 y.","Rhineland-Palatinate,Saarland","646","0.866386708788721","0.841235946645655","0.891537470931787","1"
"Yes","2005","35-65 y.","Baden-Württemberg","1163","0.829267743381177","0.80969692009864","0.848838566663714","1"
"Yes","2005","16-34 y.","Bavaria","680","0.887635225377707","0.865002875468754","0.910267575286659","1"
"Yes","2005","16-34 y.","Berlin","197","0.897117727074974","0.855830908590694","0.938404545559254","1"
"Yes","2005","16-34 y.","Brandenburg","232","1","1","1","1"
"Yes","2005","16-34 y.","Mecklenburg-Western Pomerania","127","0.99737112302749","0.9885004487581","1.00624179729688","1"
"Yes","2005","16-34 y.","Saxony","397","0.992215379984297","0.983591884709018","1.00083887525958","1"
"Yes","2005","16-34 y.","Saxony-Anhalt","236","1","1","1","1"
"Yes","2005","16-34 y.","Thuringia","255","0.98111525727463","0.964441108989527","0.997789405559733","1"
"Yes","2005","35-65 y.","Schleswig-Holstein","352","0.910048766064772","0.881129313758417","0.938968218371127","1"
