"plj0014_v3","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2018","Not Employed","Single parent ","574","0.800159034210479","0.774889864542936","0.825428203878022"
"No","2019","Employed","(Married) couple without C. ","333","0.0917208102006152","0.0836826334772487","0.0997589869239816"
"No","2019","Employed","1-pers.-HH","472","0.102226281215658","0.0909016140680876","0.113550948363228"
"No","2019","Employed","Couple + C. GT 16 ","198","0.147921602092787","0.13338405532354","0.162459148862034"
"No","2019","Employed","Couple + C. LE 16 ","900","0.15441751927185","0.144306135528015","0.164528903015685"
"No","2019","Employed","Couple + C. LE and GT 16","279","0.234774730340424","0.214966964284787","0.25458249639606"
"No","2019","Employed","Single parent ","113","0.0945456180963093","0.0797290993631768","0.109362136829442"
"No","2019","Not Employed","(Married) couple without C. ","238","0.0935404560659129","0.084179380200102","0.102901531931724"
"No","2019","Not Employed","1-pers.-HH","438","0.0747027072027849","0.0637140584266524","0.0856913559789173"
"No","2019","Not Employed","Couple + C. GT 16 ","156","0.182320106882389","0.155344596679818","0.20929561708496"
"No","2019","Not Employed","Couple + C. LE 16 ","1355","0.38008403314881","0.357807792641971","0.402360273655648"
"No","2019","Not Employed","Couple + C. LE and GT 16","606","0.360491637043179","0.330762319390531","0.390220954695827"
"No","2019","Not Employed","Single parent ","318","0.192704395891798","0.166094757524934","0.219314034258663"
"Yes","2019","Employed","(Married) couple without C. ","4620","0.908279189799385","0.900241013076018","0.916317366522751"
"Yes","2019","Employed","1-pers.-HH","2277","0.897773718784342","0.886449051636772","0.909098385931912"
"Yes","2019","Employed","Couple + C. GT 16 ","2093","0.852078397907213","0.837540851137966","0.86661594467646"
"Yes","2019","Employed","Couple + C. LE 16 ","4006","0.84558248072815","0.835471096984315","0.855693864471985"
"Yes","2019","Employed","Couple + C. LE and GT 16","1480","0.765225269659576","0.74541750360394","0.785033035715213"
"Yes","2019","Employed","Single parent ","1385","0.905454381903691","0.890637863170558","0.920270900636823"
"Yes","2019","Not Employed","(Married) couple without C. ","3479","0.906459543934087","0.897098468068276","0.915820619799898"
"Yes","2019","Not Employed","1-pers.-HH","1761","0.925297292797215","0.914308644021083","0.936285941573348"
"Yes","2019","Not Employed","Couple + C. GT 16 ","631","0.817679893117611","0.79070438291504","0.844655403320182"
"Yes","2019","Not Employed","Couple + C. LE 16 ","469","0.61991596685119","0.597639726344352","0.642192207358029"
"Yes","2019","Not Employed","Couple + C. LE and GT 16","396","0.639508362956821","0.609779045304173","0.669237680609469"
"Yes","2019","Not Employed","Single parent ","526","0.807295604108202","0.780685965741337","0.833905242475066"
