"plj0014_v3","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2019","Employed","in school","64","0.938183303228156","0.880944521496061","0.995422084960251"
"Yes","2019","Employed","inadequately","116","0.465116772895294","0.418774367090626","0.511459178699961"
"Yes","2019","Employed","general elemantary","1050","0.753691032198023","0.731784407281624","0.775597657114423"
"Yes","2019","Employed","middle vocational","6838","0.900665640177879","0.893878589107279","0.907452691248479"
"Yes","2019","Employed","vocational + Abi","1573","0.840710781380354","0.823912252278355","0.857509310482353"
"Yes","2019","Employed","higher vocational","1213","0.948605453910344","0.936310872024238","0.96090003579645"
"Yes","2019","Employed","higher education","4942","0.883480335205242","0.875074739555289","0.891885930855195"
"No","2019","Not Employed","in school","36","0.0911918580733472","0.0563994607915673","0.125984255355127"
"No","2019","Not Employed","inadequately","1202","0.696678587025209","0.671775910109927","0.721581263940491"
"No","2019","Not Employed","general elemantary","688","0.194503619756896","0.175346870817698","0.213660368696095"
"No","2019","Not Employed","middle vocational","593","0.063859602272083","0.0565104869687904","0.0712087175753755"
"No","2019","Not Employed","vocational + Abi","124","0.251391046892987","0.210717711847355","0.292064381938618"
"No","2019","Not Employed","higher vocational","5","","",""
"No","2019","Not Employed","higher education","501","0.126578580001748","0.112082286843542","0.141074873159953"
"No","2019","Employed","in school","4","","",""
"No","2019","Employed","inadequately","329","0.534883227104706","0.488540821300039","0.581225632909374"
"No","2019","Employed","general elemantary","436","0.246308967801977","0.224402342885577","0.268215592718377"
"No","2019","Employed","middle vocational","623","0.0993343598221207","0.0925473087515207","0.106121410892721"
"No","2019","Employed","vocational + Abi","250","0.159289218619646","0.142490689517646","0.176087747721645"
"No","2019","Employed","higher vocational","26","","",""
"No","2019","Employed","higher education","655","0.116519664794758","0.108114069144805","0.124925260444711"
