"plj0014_v3","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2008","Couple + C. LE 16 ","higher education","730","0.86330074954578","0.83917707349666","0.8874244255949","1"
"Yes","2008","1-pers.-HH","in school","3","","","","1"
"Yes","2008","1-pers.-HH","inadequately","17","","","","1"
"Yes","2008","1-pers.-HH","general elemantary","387","0.930584994743905","0.905953478861444","0.955216510626367","1"
"Yes","2008","1-pers.-HH","middle vocational","1550","0.971872683275023","0.963738228159486","0.980007138390559","1"
"Yes","2008","1-pers.-HH","vocational + Abi","179","0.961273579539519","0.933470723691421","0.989076435387618","1"
"Yes","2008","1-pers.-HH","higher vocational","186","0.959020842111166","0.931052612647832","0.986989071574501","1"
"Yes","2008","1-pers.-HH","higher education","615","0.984195457809457","0.974378342671755","0.99401257294716","1"
"Yes","2008","(Married) couple without C. ","in school","","","","","1"
"Yes","2008","(Married) couple without C. ","inadequately","27","","","","1"
"Yes","2008","(Married) couple without C. ","general elemantary","535","0.829267894477778","0.799697445223416","0.85883834373214","1"
"Yes","2008","(Married) couple without C. ","middle vocational","3609","0.942952918266703","0.935511786511955","0.950394050021451","1"
"Yes","2008","(Married) couple without C. ","vocational + Abi","286","0.860921536921915","0.822525842948038","0.899317230895791","1"
"Yes","2008","(Married) couple without C. ","higher vocational","537","0.965885780798511","0.950673825797345","0.981097735799676","1"
"Yes","2008","(Married) couple without C. ","higher education","1737","0.936499684495498","0.92519636266639","0.947803006324605","1"
"Yes","2008","Couple + C. GT 16 ","in school","157","0.975028381687404","0.95069785443204","0.999358908942768","1"
"Yes","2008","Couple + C. GT 16 ","inadequately","25","","","","1"
"Yes","2008","Couple + C. GT 16 ","general elemantary","320","0.791304585785566","0.750764680187656","0.831844491383477","1"
"Yes","2008","Couple + C. GT 16 ","middle vocational","1618","0.910543035624106","0.896956130066813","0.924129941181398","1"
"Yes","2008","Couple + C. GT 16 ","vocational + Abi","141","0.949331097333184","0.914115540497797","0.984546654168571","1"
"Yes","2008","Couple + C. GT 16 ","higher vocational","195","0.937236301813927","0.903538593531049","0.970934010096806","1"
"Yes","2008","Couple + C. GT 16 ","higher education","585","0.924775198416784","0.90375828108003","0.945792115753539","1"
"Yes","2008","Couple + C. LE and GT 16","in school","121","0.872504132493581","0.815389913338496","0.929618351648667","1"
"Yes","2008","Couple + C. LE and GT 16","inadequately","5","","","","1"
"Yes","2008","Couple + C. LE and GT 16","general elemantary","111","0.715819123190531","0.643399871992492","0.788238374388569","1"
"Yes","2008","Couple + C. LE and GT 16","middle vocational","460","0.92677135950986","0.903752048141805","0.949790670877915","1"
"Yes","2008","Couple + C. LE and GT 16","vocational + Abi","61","0.783053512113538","0.685802175612892","0.880304848614183","1"
"Yes","2008","Couple + C. LE and GT 16","higher vocational","87","0.946187676097331","0.8998262365863","0.992549115608361","1"
"Yes","2008","Couple + C. LE and GT 16","higher education","202","0.902254640768924","0.862373192127866","0.942136089409981","1"
"No","2009","1-pers.-HH","in school","","","","","2"
"No","2009","1-pers.-HH","inadequately","7","","","","2"
"No","2009","1-pers.-HH","general elemantary","23","","","","2"
"No","2009","1-pers.-HH","middle vocational","29","","","","2"
"No","2009","1-pers.-HH","vocational + Abi","4","","","","2"
"No","2009","1-pers.-HH","higher vocational","6","","","","2"
"No","2009","1-pers.-HH","higher education","5","","","","2"
"No","2009","(Married) couple without C. ","in school","","","","","2"
"No","2009","(Married) couple without C. ","inadequately","30","0.618489474667528","0.488929567020262","0.748049382314795","2"
"No","2009","(Married) couple without C. ","general elemantary","69","0.168006702636624","0.135841400882878","0.200172004390371","2"
"No","2009","(Married) couple without C. ","middle vocational","96","0.0520813834937937","0.0447391708900289","0.0594235960975585","2"
"No","2009","(Married) couple without C. ","vocational + Abi","23","","","","2"
"No","2009","(Married) couple without C. ","higher vocational","9","","","","2"
"No","2009","(Married) couple without C. ","higher education","49","0.0740006907774397","0.0617150427516635","0.0862863388032159","2"
"No","2009","Couple + C. GT 16 ","in school","5","","","","2"
"No","2009","Couple + C. GT 16 ","inadequately","13","","","","2"
"No","2009","Couple + C. GT 16 ","general elemantary","57","0.230225768858553","0.185739342476348","0.274712195240758","2"
"No","2009","Couple + C. GT 16 ","middle vocational","75","0.0958563288421161","0.0813723211416857","0.110340336542547","2"
"No","2009","Couple + C. GT 16 ","vocational + Abi","8","","","","2"
"No","2009","Couple + C. GT 16 ","higher vocational","3","","","","2"
"No","2009","Couple + C. GT 16 ","higher education","22","","","","2"
"No","2009","Couple + C. LE and GT 16","in school","7","","","","2"
"No","2009","Couple + C. LE and GT 16","inadequately","7","","","","2"
"No","2009","Couple + C. LE and GT 16","general elemantary","45","0.364440018374672","0.283850398131963","0.44502963861738","2"
"No","2009","Couple + C. LE and GT 16","middle vocational","33","0.0938572587510557","0.0680620179872732","0.119652499514838","2"
"No","2009","Couple + C. LE and GT 16","vocational + Abi","8","","","","2"
"No","2009","Couple + C. LE and GT 16","higher vocational","4","","","","2"
"No","2009","Couple + C. LE and GT 16","higher education","11","","","","2"
"No","2009","Single parent ","in school","1","","","","2"
"No","2009","Single parent ","inadequately","4","","","","2"
"No","2009","Single parent ","general elemantary","17","","","","2"
"No","2009","Single parent ","middle vocational","21","","","","2"
"No","2009","Single parent ","vocational + Abi","2","","","","2"
"No","2009","Single parent ","higher vocational","1","","","","2"
"No","2009","Single parent ","higher education","4","","","","2"
"No","2009","Couple + C. LE 16 ","in school","","","","","2"
"No","2009","Couple + C. LE 16 ","inadequately","13","","","","2"
"No","2009","Couple + C. LE 16 ","general elemantary","49","0.292359902256255","0.226096470433415","0.358623334079094","2"
"No","2009","Couple + C. LE 16 ","middle vocational","83","0.119341683553631","0.102099272017982","0.136584095089279","2"
"No","2009","Couple + C. LE 16 ","vocational + Abi","25","","","","2"
"No","2009","Couple + C. LE 16 ","higher vocational","16","","","","2"
"No","2009","Couple + C. LE 16 ","higher education","37","0.114123550260366","0.0906693863692131","0.137577714151519","2"
"Yes","2009","Single parent ","in school","44","0.991343786330468","0.964278167422014","1.01840940523892","1"
"Yes","2009","Single parent ","inadequately","14","","","","1"
"Yes","2009","Single parent ","general elemantary","155","0.902429882926675","0.858084438202671","0.946775327650679","1"
"Yes","2009","Single parent ","middle vocational","460","0.939483227073915","0.918174478316997","0.960791975830833","1"
"Yes","2009","Single parent ","vocational + Abi","42","0.925677399936615","0.848175556910809","1.00317924296242","1"
"Yes","2009","Single parent ","higher vocational","34","0.943416151398254","0.866872008581467","1.01996029421504","1"
"Yes","2009","Single parent ","higher education","150","0.975145273400453","0.950557064978134","0.999733481822771","1"
"Yes","2009","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2009","Couple + C. LE 16 ","inadequately","13","","","","1"
"Yes","2009","Couple + C. LE 16 ","general elemantary","132","0.707640097743745","0.641376665920905","0.773903529566585","1"
"Yes","2009","Couple + C. LE 16 ","middle vocational","1275","0.880658316446369","0.863415904910721","0.897900727982018","1"
"Yes","2009","Couple + C. LE 16 ","vocational + Abi","260","0.874651893647624","0.836210230386221","0.913093556909028","1"
"Yes","2009","Couple + C. LE 16 ","higher vocational","275","0.917147538669733","0.885475654071437","0.94881942326803","1"
"Yes","2009","Couple + C. LE 16 ","higher education","669","0.885876449739634","0.862422285848481","0.909330613630787","1"
"Yes","2009","1-pers.-HH","in school","1","","","","1"
"Yes","2009","1-pers.-HH","inadequately","18","","","","1"
"Yes","2009","1-pers.-HH","general elemantary","373","0.920003827017176","0.893284228979985","0.946723425054368","1"
"Yes","2009","1-pers.-HH","middle vocational","1475","0.96488852922032","0.955586295316761","0.974190763123878","1"
"Yes","2009","1-pers.-HH","vocational + Abi","151","0.969957582525307","0.94308396996651","0.996831195084105","1"
"Yes","2009","1-pers.-HH","higher vocational","182","0.958642326998049","0.930179665082819","0.987104988913279","1"
"Yes","2009","1-pers.-HH","higher education","607","0.986714748385806","0.977643791937441","0.995785704834172","1"
"Yes","2009","(Married) couple without C. ","in school","3","","","","1"
"Yes","2009","(Married) couple without C. ","inadequately","24","","","","1"
"Yes","2009","(Married) couple without C. ","general elemantary","450","0.831993297363376","0.799827995609629","0.864158599117122","1"
"Yes","2009","(Married) couple without C. ","middle vocational","3422","0.947918616506206","0.940576403902442","0.955260829109971","1"
"Yes","2009","(Married) couple without C. ","vocational + Abi","271","0.862449260296094","0.82307860277172","0.901819917820469","1"
"Yes","2009","(Married) couple without C. ","higher vocational","508","0.964010845395026","0.947955132190891","0.980066558599161","1"
"Yes","2009","(Married) couple without C. ","higher education","1695","0.92599930922256","0.913713661196784","0.938284957248336","1"
"Yes","2009","Couple + C. GT 16 ","in school","134","0.869996922561411","0.814088612426619","0.925905232696202","1"
"Yes","2009","Couple + C. GT 16 ","inadequately","18","","","","1"
"Yes","2009","Couple + C. GT 16 ","general elemantary","287","0.769774231141447","0.725287804759242","0.814260657523652","1"
"Yes","2009","Couple + C. GT 16 ","middle vocational","1512","0.904143671157884","0.889659663457453","0.918627678858314","1"
"Yes","2009","Couple + C. GT 16 ","vocational + Abi","133","0.938562306459723","0.898926514464192","0.978198098455254","1"
"Yes","2009","Couple + C. GT 16 ","higher vocational","206","0.949493008398814","0.919803939059172","0.979182077738455","1"
"Yes","2009","Couple + C. GT 16 ","higher education","561","0.888271911377402","0.862699719005582","0.913844103749223","1"
"Yes","2009","Couple + C. LE and GT 16","in school","112","0.873428057239106","0.813689201079797","0.933166913398415","1"
"Yes","2009","Couple + C. LE and GT 16","inadequately","3","","","","1"
"Yes","2009","Couple + C. LE and GT 16","general elemantary","92","0.635559981625328","0.55497036138262","0.716149601868037","1"
"Yes","2009","Couple + C. LE and GT 16","middle vocational","458","0.906142741248944","0.880347500485162","0.931937982012727","1"
"Yes","2009","Couple + C. LE and GT 16","vocational + Abi","61","0.778847374691247","0.680921879708242","0.876772869674253","1"
"Yes","2009","Couple + C. LE and GT 16","higher vocational","74","0.943488499840709","0.892245149892633","0.994731849788785","1"
"Yes","2009","Couple + C. LE and GT 16","higher education","198","0.861992607659273","0.815232242538469","0.908752972780076","1"
"No","2010","1-pers.-HH","in school","","","","","2"
"No","2010","1-pers.-HH","inadequately","4","","","","2"
"No","2010","1-pers.-HH","general elemantary","19","","","","2"
"No","2010","1-pers.-HH","middle vocational","20","","","","2"
"No","2010","1-pers.-HH","vocational + Abi","2","","","","2"
"No","2010","1-pers.-HH","higher vocational","5","","","","2"
"No","2010","1-pers.-HH","higher education","4","","","","2"
"No","2010","(Married) couple without C. ","in school","","","","","2"
"No","2010","(Married) couple without C. ","inadequately","25","","","","2"
"No","2010","(Married) couple without C. ","general elemantary","66","0.180204984227626","0.145530251048202","0.214879717407051","2"
"No","2010","(Married) couple without C. ","middle vocational","79","0.0491688451856658","0.041777134760768","0.0565605556105637","2"
"No","2010","(Married) couple without C. ","vocational + Abi","22","","","","2"
"No","2010","(Married) couple without C. ","higher vocational","10","","","","2"
"No","2010","(Married) couple without C. ","higher education","48","0.0608232323842765","0.0494818238063758","0.0721646409621771","2"
"No","2010","Couple + C. GT 16 ","in school","4","","","","2"
"No","2010","Couple + C. GT 16 ","inadequately","11","","","","2"
"No","2010","Couple + C. GT 16 ","general elemantary","51","0.257262517498736","0.208990134079299","0.305534900918173","2"
"No","2010","Couple + C. GT 16 ","middle vocational","56","0.0943468352789556","0.0791485121026904","0.109545158455221","2"
"No","2010","Couple + C. GT 16 ","vocational + Abi","7","","","","2"
"No","2010","Couple + C. GT 16 ","higher vocational","3","","","","2"
"No","2010","Couple + C. GT 16 ","higher education","18","","","","2"
"No","2010","Couple + C. LE and GT 16","in school","17","","","","2"
"No","2010","Couple + C. LE and GT 16","inadequately","16","","","","2"
"No","2010","Couple + C. LE and GT 16","general elemantary","55","0.310596923096409","0.251052748171531","0.370141098021287","2"
"No","2010","Couple + C. LE and GT 16","middle vocational","42","0.0981243928097807","0.075514469984577","0.120734315634984","2"
"No","2010","Couple + C. LE and GT 16","vocational + Abi","11","","","","2"
"No","2010","Couple + C. LE and GT 16","higher vocational","4","","","","2"
"No","2010","Couple + C. LE and GT 16","higher education","15","","","","2"
"No","2010","Single parent ","in school","2","","","","2"
"No","2010","Single parent ","inadequately","12","","","","2"
"No","2010","Single parent ","general elemantary","34","0.114604412399374","0.0816990872414269","0.147509737557322","2"
"No","2010","Single parent ","middle vocational","36","0.0924309686427717","0.0754229359549386","0.109439001330605","2"
"No","2010","Single parent ","vocational + Abi","10","","","","2"
"No","2010","Single parent ","higher vocational","1","","","","2"
"No","2010","Single parent ","higher education","11","","","","2"
"No","2010","Couple + C. LE 16 ","in school","1","","","","2"
"No","2010","Couple + C. LE 16 ","inadequately","78","0.56674811971234","0.490206010586846","0.643290228837834","2"
"No","2010","Couple + C. LE 16 ","general elemantary","176","0.364328673247761","0.326750055321647","0.401907291173876","2"
"No","2010","Couple + C. LE 16 ","middle vocational","276","0.123307521318713","0.112693282625578","0.133921760011849","2"
"No","2010","Couple + C. LE 16 ","vocational + Abi","97","0.15970911610384","0.134771754384905","0.184646477822774","2"
"No","2010","Couple + C. LE 16 ","higher vocational","24","","","","2"
"No","2010","Couple + C. LE 16 ","higher education","196","0.170842254951248","0.154068276353245","0.187616233549252","2"
"Yes","2010","Single parent ","in school","87","0.984725468612701","0.959245750407559","1.01020518681784","1"
"Yes","2010","Single parent ","inadequately","44","0.651758168133951","0.52698023481578","0.776536101452123","1"
"Yes","2010","Single parent ","general elemantary","326","0.885395587600626","0.852490262442678","0.918300912758573","1"
"Yes","2010","Single parent ","middle vocational","1078","0.907569031357228","0.890560998669395","0.924577064045061","1"
"Yes","2010","Single parent ","vocational + Abi","183","0.924647291035151","0.887407526839102","0.961887055231201","1"
"Yes","2010","Single parent ","higher vocational","85","0.985971626357199","0.961115426261354","1.01082782645304","1"
"Yes","2010","Single parent ","higher education","329","0.958433550698915","0.937217668251367","0.979649433146464","1"
"Yes","2010","Couple + C. LE 16 ","in school","2","","","","1"
"Yes","2010","Couple + C. LE 16 ","inadequately","83","0.43325188028766","0.356709771162166","0.509793989413154","1"
"Yes","2010","Couple + C. LE 16 ","general elemantary","454","0.635671326752238","0.598092708826124","0.673249944678353","1"
"Yes","2010","Couple + C. LE 16 ","middle vocational","3410","0.876692478681287","0.866078239988151","0.887306717374422","1"
"Yes","2010","Couple + C. LE 16 ","vocational + Abi","732","0.84029088389616","0.815353522177226","0.865228245615095","1"
"Yes","2010","Couple + C. LE 16 ","higher vocational","489","0.9333486613032","0.911765462986516","0.954931859619885","1"
"Yes","2010","Couple + C. LE 16 ","higher education","1738","0.829157745048752","0.812383766450748","0.845931723646755","1"
"Yes","2010","1-pers.-HH","vocational + Abi","128","0.982288681077484","0.959615031182754","1.00496233097221","1"
"Yes","2010","1-pers.-HH","higher vocational","177","0.972336276246138","0.948508914350936","0.99616363814134","1"
"Yes","2010","1-pers.-HH","higher education","591","0.99067408297199","0.982950820710768","0.998397345233211","1"
"Yes","2010","(Married) couple without C. ","in school","4","","","","1"
"Yes","2010","(Married) couple without C. ","inadequately","20","","","","1"
"Yes","2010","(Married) couple without C. ","general elemantary","406","0.819795015772373","0.785120282592949","0.854469748951798","1"
"Yes","2010","(Married) couple without C. ","middle vocational","3208","0.950831154814334","0.943439444389436","0.958222865239232","1"
"Yes","2010","(Married) couple without C. ","vocational + Abi","271","0.894034780501641","0.858791757033051","0.929277803970232","1"
"Yes","2010","(Married) couple without C. ","higher vocational","493","0.952347131030188","0.933730278278158","0.970963983782217","1"
"Yes","2010","(Married) couple without C. ","higher education","1658","0.939176767615724","0.927835359037823","0.950518176193624","1"
"Yes","2010","1-pers.-HH","in school","","","","","1"
"Yes","2010","1-pers.-HH","inadequately","17","","","","1"
"Yes","2010","1-pers.-HH","general elemantary","358","0.921521913777277","0.894376000871353","0.948667826683201","1"
"Yes","2010","1-pers.-HH","middle vocational","1402","0.977385385003472","0.969658119894303","0.985112650112641","1"
"Yes","2010","Couple + C. GT 16 ","in school","128","0.904062359175357","0.853821756949068","0.954302961401647","1"
"Yes","2010","Couple + C. GT 16 ","inadequately","11","","","","1"
"Yes","2010","Couple + C. GT 16 ","general elemantary","264","0.742737482501264","0.694465099081827","0.791009865920701","1"
"Yes","2010","Couple + C. GT 16 ","middle vocational","1365","0.905653164721044","0.890454841544779","0.92085148789731","1"
"Yes","2010","Couple + C. GT 16 ","vocational + Abi","140","0.928125539890267","0.886373270766857","0.969877809013677","1"
"Yes","2010","Couple + C. GT 16 ","higher vocational","200","0.924601834916901","0.888280831667937","0.960922838165866","1"
"Yes","2010","Couple + C. GT 16 ","higher education","519","0.883915049726462","0.856822232187058","0.911007867265866","1"
"Yes","2010","Couple + C. LE and GT 16","in school","165","0.873421305853826","0.825114914735953","0.921727696971699","1"
"Yes","2010","Couple + C. LE and GT 16","inadequately","16","","","","1"
"Yes","2010","Couple + C. LE and GT 16","general elemantary","177","0.689403076903591","0.629858901978713","0.74894725182847","1"
"Yes","2010","Couple + C. LE and GT 16","middle vocational","623","0.901875607190219","0.879265684365016","0.924485530015423","1"
"Yes","2010","Couple + C. LE and GT 16","vocational + Abi","92","0.748203559967005","0.664380375340144","0.832026744593867","1"
"Yes","2010","Couple + C. LE and GT 16","higher vocational","107","0.921407678173994","0.871346326136326","0.971469030211662","1"
"Yes","2010","Couple + C. LE and GT 16","higher education","221","0.848740236009685","0.803027081203645","0.894453390815726","1"
"No","2011","1-pers.-HH","in school","1","","","","2"
"No","2011","1-pers.-HH","inadequately","9","","","","2"
"No","2011","1-pers.-HH","general elemantary","19","","","","2"
"No","2011","1-pers.-HH","middle vocational","40","0.0327122575898193","0.024555605880923","0.0408689092987157","2"
"No","2011","1-pers.-HH","vocational + Abi","5","","","","2"
"No","2011","1-pers.-HH","higher vocational","4","","","","2"
"No","2011","1-pers.-HH","higher education","12","","","","2"
"No","2011","(Married) couple without C. ","in school","","","","","2"
"No","2011","(Married) couple without C. ","inadequately","25","","","","2"
"No","2011","(Married) couple without C. ","general elemantary","74","0.149005769435431","0.122757345347558","0.175254193523304","2"
"No","2011","(Married) couple without C. ","middle vocational","96","0.0433392924502038","0.0372468882263219","0.0494316966740857","2"
"No","2011","(Married) couple without C. ","vocational + Abi","27","","","","2"
"No","2011","(Married) couple without C. ","higher vocational","13","","","","2"
"No","2011","(Married) couple without C. ","higher education","57","0.0550013764314995","0.0450936277065223","0.0649091251564767","2"
"No","2011","Single parent ","in school","2","","","","2"
"No","2011","Single parent ","inadequately","6","","","","2"
"No","2011","Single parent ","general elemantary","20","","","","2"
"No","2011","Single parent ","middle vocational","29","","","","2"
"No","2011","Single parent ","vocational + Abi","7","","","","2"
"No","2011","Single parent ","higher vocational","","","","","2"
"No","2011","Single parent ","higher education","12","","","","2"
"No","2011","Couple + C. LE 16 ","in school","","","","","2"
"No","2011","Couple + C. LE 16 ","inadequately","16","","","","2"
"No","2011","Couple + C. LE 16 ","general elemantary","35","0.242760125460103","0.185714330296424","0.299805920623782","2"
"No","2011","Couple + C. LE 16 ","middle vocational","106","0.0974502659677768","0.0837382554365647","0.111162276498989","2"
"No","2011","Couple + C. LE 16 ","vocational + Abi","32","0.0989950857587864","0.0694678892895248","0.128522282228048","2"
"No","2011","Couple + C. LE 16 ","higher vocational","18","","","","2"
"No","2011","Couple + C. LE 16 ","higher education","60","0.127603766761971","0.107384244645519","0.147823288878423","2"
"No","2011","Couple + C. GT 16 ","in school","5","","","","2"
"No","2011","Couple + C. GT 16 ","inadequately","12","","","","2"
"No","2011","Couple + C. GT 16 ","general elemantary","46","0.212138590709573","0.167895452620435","0.256381728798712","2"
"No","2011","Couple + C. GT 16 ","middle vocational","57","0.0741694363091631","0.0613213646684752","0.087017507949851","2"
"No","2011","Couple + C. GT 16 ","vocational + Abi","10","","","","2"
"No","2011","Couple + C. GT 16 ","higher vocational","5","","","","2"
"No","2011","Couple + C. GT 16 ","higher education","19","","","","2"
"No","2011","Couple + C. LE and GT 16","in school","10","","","","2"
"No","2011","Couple + C. LE and GT 16","inadequately","6","","","","2"
"No","2011","Couple + C. LE and GT 16","general elemantary","52","0.286793351523979","0.222654136786367","0.350932566261591","2"
"No","2011","Couple + C. LE and GT 16","middle vocational","49","0.120743885161242","0.0952604165301991","0.146227353792285","2"
"No","2011","Couple + C. LE and GT 16","vocational + Abi","11","","","","2"
"No","2011","Couple + C. LE and GT 16","higher vocational","2","","","","2"
"No","2011","Couple + C. LE and GT 16","higher education","12","","","","2"
"Yes","2011","Single parent ","in school","63","0.969859676410294","0.928295438732085","1.0114239140885","1"
"Yes","2011","Single parent ","inadequately","32","0.796645028385273","0.668672687246574","0.924617369523972","1"
"Yes","2011","Single parent ","general elemantary","241","0.908578467365922","0.873613485584199","0.943543449147644","1"
"Yes","2011","Single parent ","middle vocational","767","0.924064543157232","0.905662543620818","0.942466542693646","1"
"Yes","2011","Single parent ","vocational + Abi","111","0.952438748359869","0.914036888999789","0.990840607719949","1"
"Yes","2011","Single parent ","higher vocational","64","1","1","1","1"
"Yes","2011","Single parent ","higher education","249","0.94622941168188","0.918864222616136","0.973594600747625","1"
"Yes","2011","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2011","Couple + C. LE 16 ","inadequately","26","","","","1"
"Yes","2011","Couple + C. LE 16 ","general elemantary","182","0.757239874539897","0.700194079376218","0.814285669703576","1"
"Yes","2011","Couple + C. LE 16 ","middle vocational","1691","0.902549734032223","0.888837723501011","0.916261744563435","1"
"Yes","2011","Couple + C. LE 16 ","vocational + Abi","361","0.901004914241214","0.871477717771952","0.930532110710475","1"
"Yes","2011","Couple + C. LE 16 ","higher vocational","312","0.950354703209393","0.926919267034269","0.973790139384518","1"
"Yes","2011","Couple + C. LE 16 ","higher education","986","0.872396233238029","0.852176711121577","0.892615755354481","1"
"Yes","2011","1-pers.-HH","vocational + Abi","198","0.958445355071059","0.930992119389104","0.985898590753014","1"
"Yes","2011","1-pers.-HH","higher vocational","206","0.976774535910694","0.956403279808175","0.997145792013213","1"
"Yes","2011","1-pers.-HH","higher education","736","0.973618608609475","0.962133355418985","0.985103861799966","1"
"Yes","2011","(Married) couple without C. ","in school","","","","","1"
"Yes","2011","(Married) couple without C. ","inadequately","45","0.517010266807949","0.39994781813657","0.634072715479328","1"
"Yes","2011","1-pers.-HH","in school","6","","","","1"
"Yes","2011","1-pers.-HH","inadequately","38","0.806404892391135","0.693445349051473","0.919364435730798","1"
"Yes","2011","1-pers.-HH","general elemantary","479","0.9512339931458","0.932317714698126","0.970150271593473","1"
"Yes","2011","1-pers.-HH","middle vocational","1787","0.967287742410181","0.959131090701284","0.975444394119077","1"
"Yes","2011","(Married) couple without C. ","general elemantary","633","0.85099423056457","0.824745806476697","0.877242654652443","1"
"Yes","2011","(Married) couple without C. ","middle vocational","4195","0.956660707549796","0.950568303325914","0.962753111773678","1"
"Yes","2011","(Married) couple without C. ","vocational + Abi","349","0.90142159539213","0.871290907953244","0.931552282831015","1"
"Yes","2011","(Married) couple without C. ","higher vocational","619","0.954121518982275","0.937809943409264","0.970433094555286","1"
"Yes","2011","(Married) couple without C. ","higher education","1977","0.944998623568501","0.935090874843523","0.954906372293478","1"
"Yes","2011","Couple + C. GT 16 ","in school","142","0.914230913202162","0.868963803290316","0.959498023114008","1"
"Yes","2011","Couple + C. GT 16 ","inadequately","21","","","","1"
"Yes","2011","Couple + C. GT 16 ","general elemantary","282","0.787861409290427","0.743618271201288","0.832104547379565","1"
"Yes","2011","Couple + C. GT 16 ","middle vocational","1541","0.925830563690837","0.912982492050149","0.938678635331525","1"
"Yes","2011","Couple + C. GT 16 ","vocational + Abi","174","0.929289109435072","0.892250237025712","0.966327981844432","1"
"Yes","2011","Couple + C. GT 16 ","higher vocational","206","0.932612926510859","0.898787297856914","0.966438555164804","1"
"Yes","2011","Couple + C. GT 16 ","higher education","563","0.924437564315464","0.90296527425265","0.945909854378278","1"
"Yes","2011","Couple + C. LE and GT 16","in school","123","0.918383396058974","0.871854414987788","0.96491237713016","1"
"Yes","2011","Couple + C. LE and GT 16","inadequately","9","","","","1"
"Yes","2011","Couple + C. LE and GT 16","higher education","225","0.880546064268488","0.8392555597149","0.921836568822076","1"
"Yes","2011","Couple + C. LE and GT 16","general elemantary","139","0.713206648476021","0.649067433738409","0.777345863213633","1"
"Yes","2011","Couple + C. LE and GT 16","middle vocational","579","0.879256114838758","0.853772646207715","0.904739583469801","1"
"Yes","2011","Couple + C. LE and GT 16","vocational + Abi","69","0.685950576309379","0.584244122851145","0.787657029767612","1"
"Yes","2011","Couple + C. LE and GT 16","higher vocational","85","0.967640312265632","0.930457040377873","1.00482358415339","1"
"No","2012","1-pers.-HH","in school","","","","","2"
"No","2012","1-pers.-HH","inadequately","8","","","","2"
"No","2012","1-pers.-HH","general elemantary","20","","","","2"
"No","2012","1-pers.-HH","middle vocational","41","0.0385107679233683","0.0298991036314531","0.0471224322152835","2"
"No","2012","1-pers.-HH","vocational + Abi","8","","","","2"
"No","2012","1-pers.-HH","higher vocational","3","","","","2"
"No","2012","1-pers.-HH","higher education","17","","","","2"
"No","2012","(Married) couple without C. ","in school","","","","","2"
"No","2012","(Married) couple without C. ","inadequately","16","","","","2"
"No","2012","(Married) couple without C. ","general elemantary","70","0.151762684257229","0.125371425586413","0.178153942928046","2"
"No","2012","(Married) couple without C. ","middle vocational","91","0.0438314628011237","0.0376838925773596","0.0499790330248878","2"
"No","2012","(Married) couple without C. ","vocational + Abi","31","0.110582113647896","0.0797713879320247","0.141392839363766","2"
"No","2012","(Married) couple without C. ","higher vocational","11","","","","2"
"No","2012","(Married) couple without C. ","higher education","59","0.0631223735612399","0.0526791025020448","0.073565644620435","2"
"No","2012","Single parent ","in school","4","","","","2"
"No","2012","Single parent ","inadequately","8","","","","2"
"No","2012","Single parent ","general elemantary","31","0.0835190468879714","0.0577848219606433","0.1092532718153","2"
"No","2012","Single parent ","middle vocational","36","0.0771846171859741","0.0627213300254562","0.091647904346492","2"
"No","2012","Single parent ","vocational + Abi","18","","","","2"
"No","2012","Single parent ","higher vocational","","","","","2"
"No","2012","Single parent ","higher education","20","","","","2"
"No","2012","Couple + C. LE 16 ","in school","","","","","2"
"No","2012","Couple + C. LE 16 ","inadequately","53","0.54678354040566","0.459862809067287","0.633704271744033","2"
"No","2012","Couple + C. LE 16 ","general elemantary","118","0.309065820067752","0.270304764310301","0.347826875825204","2"
"No","2012","Couple + C. LE 16 ","middle vocational","217","0.112155352877962","0.101571806179615","0.12273889957631","2"
"No","2012","Couple + C. LE 16 ","vocational + Abi","84","0.147062833788038","0.122079555508693","0.172046112067382","2"
"No","2012","Couple + C. LE 16 ","higher vocational","22","","","","2"
"No","2012","Couple + C. LE 16 ","higher education","158","0.14605489092673","0.130307175430063","0.161802606423397","2"
"No","2012","Couple + C. GT 16 ","in school","1","","","","2"
"No","2012","Couple + C. GT 16 ","inadequately","7","","","","2"
"No","2012","Couple + C. GT 16 ","general elemantary","32","0.183361825578408","0.140005079732898","0.226718571423919","2"
"No","2012","Couple + C. GT 16 ","middle vocational","49","0.0707332067120176","0.0581314406930772","0.0833349727309581","2"
"No","2012","Couple + C. GT 16 ","vocational + Abi","9","","","","2"
"No","2012","Couple + C. GT 16 ","higher vocational","4","","","","2"
"No","2012","Couple + C. GT 16 ","higher education","24","","","","2"
"No","2012","Couple + C. LE and GT 16","in school","15","","","","2"
"No","2012","Couple + C. LE and GT 16","inadequately","24","","","","2"
"No","2012","Couple + C. LE and GT 16","general elemantary","82","0.357256739913698","0.303566374615891","0.410947105211505","2"
"No","2012","Couple + C. LE and GT 16","middle vocational","66","0.135336223520951","0.112285021920616","0.158387425121287","2"
"No","2012","Couple + C. LE and GT 16","vocational + Abi","17","","","","2"
"No","2012","Couple + C. LE and GT 16","higher vocational","4","","","","2"
