"plj0014_v3","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2019","Not Working","middle vocational","593","0.063859602272083","0.0565104869687904","0.0712087175753755","2"
"No","2019","Not Working","vocational + Abi","124","0.251391046892987","0.210717711847355","0.292064381938618","2"
"No","2019","Not Working","higher vocational","5","","","","2"
"No","2019","Not Working","higher education","501","0.126578580001748","0.112082286843542","0.141074873159953","2"
"Yes","2019","Full Time","higher education","3239","0.900628580811809","0.890808344639146","0.910448816984472","1"
"Yes","2019","Part Time","vocational + Abi","678","0.838041284766082","0.812334695538295","0.863747873993869","1"
"Yes","2019","Not Working","general elemantary","952","0.805496380243104","0.786339631303905","0.824653129182302","1"
"Yes","2019","Full Time","general elemantary","522","0.787857099390927","0.75795347379058","0.817760724991274","1"
"Yes","2019","Full Time","vocational + Abi","895","0.842514302478648","0.820312050774692","0.864716554182603","1"
"Yes","2019","Part Time","in school","62","0.934710278846936","0.875111544175003","0.994309013518868","1"
"Yes","2019","Part Time","general elemantary","528","0.720152482942704","0.688402723349657","0.75190224253575","1"
"Yes","2019","Part Time","higher vocational","322","0.934538532959125","0.907812062095104","0.961265003823146","1"
"Yes","2019","Not Working","in school","227","0.908808141926653","0.874015744644873","0.943600539208433","1"
"Yes","2019","Not Working","middle vocational","3659","0.936140397727917","0.928791282424624","0.94348951303121","1"
"Yes","2019","Not Working","higher vocational","428","0.974285003292478","0.959376282267106","0.98919372431785","1"
"Yes","2019","Full Time","inadequately","46","0.511565041948474","0.436423962508212","0.586706121388737","1"
"Yes","2019","Not Working","inadequately","107","0.303321412974791","0.278418736059509","0.328224089890073","1"
"Yes","2019","Full Time","middle vocational","3896","0.903638869048491","0.894732623052559","0.912545115044423","1"
"Yes","2019","Part Time","inadequately","70","0.429874560079042","0.371363518871253","0.488385601286832","1"
"Yes","2019","Full Time","higher vocational","891","0.953683399812065","0.940028206804995","0.967338592819135","1"
"Yes","2019","Not Working","higher education","1520","0.873421419998252","0.858925126840047","0.887917713156458","1"
"Yes","2019","Part Time","middle vocational","2942","0.896316851569006","0.885826439754854","0.906807263383159","1"
"Yes","2019","Part Time","higher education","1703","0.851308899878627","0.835839541053978","0.866778258703276","1"
"Yes","2019","Full Time","in school","2","","","","1"
"Yes","2019","Not Working","vocational + Abi","313","0.748608953107013","0.707935618061382","0.789282288152645","1"
