"plj0014_v3","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2019","66 and older","Couple + C. GT 16 ","19","","","","2"
"No","2019","66 and older","Couple + C. LE and GT 16","3","","","","2"
"Yes","2019","16-34 y.","Single parent ","681","0.899221858398413","0.87911412512844","0.919329591668387","1"
"Yes","2019","16-34 y.","1-pers.-HH","810","0.869859897879751","0.852159477358383","0.88756031840112","1"
"Yes","2019","16-34 y.","(Married) couple without C. ","918","0.854551858139362","0.833338291180052","0.875765425098673","1"
"Yes","2019","16-34 y.","Couple + C. LE and GT 16","596","0.778844787344465","0.749812095027818","0.807877479661112","1"
"Yes","2019","35-65 y.","Couple + C. LE and GT 16","1278","0.717913531155633","0.698046545622289","0.737780516688977","1"
"Yes","2019","66 and older","1-pers.-HH","1421","0.949131563604145","0.937887573973976","0.960375553234313","1"
"Yes","2019","16-34 y.","Couple + C. GT 16 ","830","0.878118350556524","0.857092561417203","0.899144139695845","1"
"Yes","2019","16-34 y.","Couple + C. LE 16 ","804","0.769746464743375","0.749971044998011","0.789521884488738","1"
"Yes","2019","35-65 y.","Single parent ","1153","0.848465628873662","0.829682982776791","0.867248274970532","1"
"Yes","2019","35-65 y.","Couple + C. LE 16 ","3663","0.834587253055595","0.824268904822992","0.844905601288197","1"
"Yes","2019","35-65 y.","Couple + C. GT 16 ","1707","0.820488713935625","0.803419808859875","0.837557619011374","1"
"Yes","2019","66 and older","(Married) couple without C. ","3299","0.920590410056082","0.911535429896964","0.929645390215201","1"
"Yes","2019","66 and older","Couple + C. LE and GT 16","2","","","","1"
"Yes","2019","66 and older","Couple + C. LE 16 ","8","","","","1"
"Yes","2019","35-65 y.","(Married) couple without C. ","3882","0.9136856442761","0.905176376895978","0.922194911656222","1"
"Yes","2019","66 and older","Couple + C. GT 16 ","187","0.850059076811012","0.801306325958288","0.898811827663737","1"
"Yes","2019","66 and older","Single parent ","77","0.98403493866649","0.956739119235877","1.0113307580971","1"
"Yes","2019","35-65 y.","1-pers.-HH","1807","0.894802653992748","0.881658594980599","0.907946713004898","1"
