"plj0014_v3","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2016","Bremen","West Germany","143","0.884839240791556","0.837944673079137","0.931733808503974"
"Yes","2016","Bremen","East Germany","","","",""
"Yes","2016","North Rhine-Westphalia","West Germany","4253","0.879768489002438","0.870838121101667","0.888698856903209"
"Yes","2016","North Rhine-Westphalia","East Germany","","","",""
"Yes","2016","Hesse","West Germany","1362","0.846581589960373","0.829091410756732","0.864071769164014"
"Yes","2016","Hesse","East Germany","","","",""
"Yes","2016","Rhineland-Palatinate,Saarland","West Germany","1249","0.889130211973268","0.873230784840171","0.905029639106364"
"Yes","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2016","Baden-Württemberg","West Germany","2389","0.849909059395066","0.836844494102758","0.862973624687373"
"Yes","2016","Baden-Württemberg","East Germany","","","",""
"Yes","2016","Bavaria","West Germany","3366","0.871893502962576","0.861429984185813","0.882357021739339"
"Yes","2016","Bavaria","East Germany","","","",""
"Yes","2016","Berlin","West Germany","448","0.890353337420668","0.863575459909556","0.917131214931779"
"Yes","2016","Berlin","East Germany","356","0.928868020692202","0.903486979589361","0.954249061795043"
"Yes","2016","Brandenburg","West Germany","","","",""
"Yes","2016","Brandenburg","East Germany","907","0.972696224409171","0.962333206317179","0.983059242501163"
"Yes","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2016","Mecklenburg-Western Pomerania","East Germany","515","0.98880523664088","0.979796885939336","0.997813587342423"
"Yes","2016","Saxony","West Germany","","","",""
"Yes","2016","Saxony","East Germany","1422","0.974951025535528","0.966935019447544","0.982967031623513"
"Yes","2016","Saxony-Anhalt","West Germany","","","",""
"Yes","2016","Saxony-Anhalt","East Germany","806","0.985560922830058","0.977479332741571","0.993642512918546"
"Yes","2016","Thuringia","West Germany","","","",""
"Yes","2016","Thuringia","East Germany","856","0.950376844125967","0.936251622191758","0.964502066060176"
"No","2016","Schleswig-Holstein","West Germany","93","0.08955433211398","0.0700342114114401","0.10907445281652"
"No","2016","Schleswig-Holstein","East Germany","","","",""
"No","2016","Hamburg","West Germany","64","0.101940730085667","0.0733424290697331","0.1305390311016"
"No","2016","Hamburg","East Germany","","","",""
"No","2016","Lower Saxony","West Germany","284","0.0841289095165963","0.0730026776018096","0.0952551414313829"
"No","2016","Lower Saxony","East Germany","","","",""
"No","2016","Bremen","West Germany","35","0.115160759208445","0.0682661914960257","0.162055326920863"
"No","2016","Bremen","East Germany","","","",""
"No","2016","North Rhine-Westphalia","West Germany","842","0.120231510997562","0.111301143096791","0.129161878898333"
"No","2016","North Rhine-Westphalia","East Germany","","","",""
"No","2016","Hesse","West Germany","269","0.153418410039627","0.135928230835986","0.170908589243268"
"No","2016","Hesse","East Germany","","","",""
"No","2016","Rhineland-Palatinate,Saarland","West Germany","249","0.110869788026732","0.0949703608936355","0.126769215159829"
"No","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2016","Baden-Württemberg","West Germany","482","0.150090940604935","0.137026375312627","0.163155505897242"
"No","2016","Baden-Württemberg","East Germany","","","",""
"No","2016","Bavaria","West Germany","553","0.128106497037424","0.117642978260661","0.138570015814187"
"No","2016","Bavaria","East Germany","","","",""
"No","2016","Berlin","West Germany","75","0.109646662579332","0.0828687850682206","0.136424540090444"
"No","2016","Berlin","East Germany","38","0.0711319793077979","0.0457509382049571","0.0965130204106387"
"No","2016","Brandenburg","West Germany","","","",""
"No","2016","Brandenburg","East Germany","43","0.0273037755908289","0.0169407574988372","0.0376667936828206"
"No","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2016","Mecklenburg-Western Pomerania","East Germany","9","","",""
"No","2016","Saxony","West Germany","","","",""
"No","2016","Saxony","East Germany","38","0.0250489744644717","0.0170329683764876","0.0330649805524558"
"No","2016","Saxony-Anhalt","West Germany","","","",""
"No","2016","Saxony-Anhalt","East Germany","31","0.0144390771699415","0.00635748708145452","0.0225206672584286"
"No","2016","Thuringia","West Germany","","","",""
"No","2016","Thuringia","East Germany","52","0.049623155874033","0.0354979339398244","0.0637483778082417"
"Yes","2017","Schleswig-Holstein","West Germany","864","0.897950852302321","0.880158774384135","0.915742930220507"
"Yes","2017","Schleswig-Holstein","East Germany","","","",""
"Yes","2017","Hamburg","West Germany","419","0.89878146593957","0.87295651392853","0.92460641795061"
"Yes","2017","Hamburg","East Germany","","","",""
"Yes","2017","Lower Saxony","West Germany","2451","0.906302401207197","0.895767048154271","0.916837754260122"
"Yes","2017","Lower Saxony","East Germany","","","",""
"Yes","2017","Bremen","West Germany","185","0.856020395828019","0.811879870442147","0.900160921213891"
"Yes","2017","Bremen","East Germany","","","",""
"Yes","2017","North Rhine-Westphalia","West Germany","4799","0.871761426894415","0.863308971454217","0.880213882334614"
"Yes","2017","North Rhine-Westphalia","East Germany","","","",""
"Yes","2017","Hesse","West Germany","1534","0.84257012002915","0.826827277734493","0.858312962323806"
"Yes","2017","Hesse","East Germany","","","",""
"Yes","2017","Rhineland-Palatinate,Saarland","West Germany","1306","0.863890811060154","0.847561624970348","0.880219997149959"
"Yes","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2017","Baden-Württemberg","West Germany","2631","0.84639481695498","0.834345614477033","0.858444019432926"
"Yes","2017","Baden-Württemberg","East Germany","","","",""
"Yes","2017","Bavaria","West Germany","3721","0.853712149853075","0.843501940578146","0.863922359128005"
"Yes","2017","Bavaria","East Germany","","","",""
"Yes","2017","Berlin","West Germany","502","0.88476199382338","0.859607599561163","0.909916388085597"
"Yes","2017","Berlin","East Germany","393","0.918637206546344","0.894553105945513","0.942721307147175"
"Yes","2017","Brandenburg","West Germany","","","",""
"Yes","2017","Brandenburg","East Germany","999","0.964819869706829","0.954285683304504","0.975354056109155"
"Yes","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2017","Mecklenburg-Western Pomerania","East Germany","574","0.982282306356133","0.971855956639282","0.992708656072984"
"Yes","2017","Saxony","West Germany","","","",""
"Yes","2017","Saxony","East Germany","1626","0.973795500896199","0.966340964941313","0.981250036851085"
"Yes","2017","Saxony-Anhalt","West Germany","","","",""
"Yes","2017","Saxony-Anhalt","East Germany","899","0.974533230628346","0.964793424458068","0.984273036798623"
"Yes","2017","Thuringia","West Germany","","","",""
"Yes","2017","Thuringia","East Germany","935","0.938069017596889","0.923531591741622","0.952606443452155"
"No","2017","Schleswig-Holstein","West Germany","248","0.102049147697679","0.0842570697794928","0.119841225615865"
"No","2017","Schleswig-Holstein","East Germany","","","",""
"No","2017","Hamburg","West Germany","105","0.10121853406043","0.0753935820493901","0.12704348607147"
"No","2017","Hamburg","East Germany","","","",""
"No","2017","Lower Saxony","West Germany","488","0.0936975987928033","0.0831622457398777","0.104232951845729"
"No","2017","Lower Saxony","East Germany","","","",""
"No","2017","Bremen","West Germany","58","0.143979604171981","0.0998390787861086","0.188120129557852"
"No","2017","Bremen","East Germany","","","",""
"No","2017","North Rhine-Westphalia","West Germany","1212","0.128238573105584","0.119786117665386","0.136691028545782"
"No","2017","North Rhine-Westphalia","East Germany","","","",""
"No","2017","Hesse","West Germany","522","0.15742987997085","0.141687037676194","0.173172722265507"
"No","2017","Hesse","East Germany","","","",""
"No","2017","Rhineland-Palatinate,Saarland","West Germany","388","0.136109188939846","0.119780002850041","0.152438375029652"
"No","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2017","Baden-Württemberg","West Germany","809","0.15360518304502","0.141555980567074","0.165654385522967"
"No","2017","Baden-Württemberg","East Germany","","","",""
"No","2017","Bavaria","West Germany","881","0.146287850146925","0.136077640871995","0.156498059421854"
"No","2017","Bavaria","East Germany","","","",""
"No","2017","Berlin","West Germany","117","0.11523800617662","0.0900836119144033","0.140392400438837"
"No","2017","Berlin","East Germany","102","0.0813627934536559","0.0572786928528247","0.105446894054487"
"No","2017","Brandenburg","West Germany","","","",""
"No","2017","Brandenburg","East Germany","176","0.0351801302931706","0.0246459438908452","0.045714316695496"
"No","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2017","Mecklenburg-Western Pomerania","East Germany","41","0.0177176936438672","0.00729134392701644","0.028144043360718"
"No","2017","Saxony","West Germany","","","",""
"No","2017","Saxony","East Germany","138","0.026204499103801","0.0187499631489151","0.0336590350586869"
"No","2017","Saxony-Anhalt","West Germany","","","",""
"No","2017","Saxony-Anhalt","East Germany","106","0.0254667693716544","0.0157269632013767","0.035206575541932"
"No","2017","Thuringia","West Germany","","","",""
"No","2017","Thuringia","East Germany","121","0.0619309824031115","0.0473935565478454","0.0764684082583775"
"Yes","2018","Schleswig-Holstein","West Germany","847","0.887605402864416","0.868990824069163","0.906219981659668"
"Yes","2018","Schleswig-Holstein","East Germany","","","",""
"Yes","2018","Hamburg","West Germany","429","0.876831269214905","0.849637155578419","0.90402538285139"
"Yes","2018","Hamburg","East Germany","","","",""
"Yes","2018","Lower Saxony","West Germany","2300","0.898474068173959","0.887648423645623","0.909299712702294"
"Yes","2018","Lower Saxony","East Germany","","","",""
"Yes","2018","Bremen","West Germany","192","0.837724740895149","0.79536254901135","0.880086932778949"
"Yes","2018","Bremen","East Germany","","","",""
"Yes","2018","North Rhine-Westphalia","West Germany","4705","0.849800349942118","0.840992942069409","0.858607757814826"
"Yes","2018","North Rhine-Westphalia","East Germany","","","",""
"Yes","2018","Hesse","West Germany","1484","0.83098479302179","0.815252961991802","0.846716624051777"
"Yes","2018","Hesse","East Germany","","","",""
"Yes","2018","Rhineland-Palatinate,Saarland","West Germany","1284","0.872298592809187","0.856562147042393","0.88803503857598"
"Yes","2018","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2018","Baden-Württemberg","West Germany","2445","0.841853881690843","0.829317074566602","0.854390688815085"
"Yes","2018","Baden-Württemberg","East Germany","","","",""
"Yes","2018","Bavaria","West Germany","3559","0.856876644712092","0.846604721438398","0.867148567985786"
"Yes","2018","Bavaria","East Germany","","","",""
"Yes","2018","Berlin","West Germany","527","0.8648037720302","0.839670191323033","0.889937352737367"
"Yes","2018","Berlin","East Germany","364","0.897200876655387","0.869538012396053","0.92486374091472"
"Yes","2018","Brandenburg","West Germany","","","",""
"Yes","2018","Brandenburg","East Germany","989","0.972118506081608","0.96261983581472","0.981617176348495"
"Yes","2018","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2018","Mecklenburg-Western Pomerania","East Germany","589","0.978674943419971","0.96756899266413","0.989780894175811"
"Yes","2018","Saxony","West Germany","","","",""
"Yes","2018","Saxony","East Germany","1592","0.970897538671188","0.963059969681057","0.978735107661318"
"Yes","2018","Saxony-Anhalt","West Germany","","","",""
"Yes","2018","Saxony-Anhalt","East Germany","882","0.961212556303799","0.949292642312962","0.973132470294635"
"Yes","2018","Thuringia","West Germany","","","",""
"Yes","2018","Thuringia","East Germany","892","0.935533817654981","0.920579591820771","0.950488043489191"
"No","2018","Schleswig-Holstein","West Germany","259","0.112394597135584","0.0937800183403319","0.131009175930837"
"No","2018","Schleswig-Holstein","East Germany","","","",""
"No","2018","Hamburg","West Germany","132","0.123168730785095","0.0959746171486098","0.150362844421581"
"No","2018","Hamburg","East Germany","","","",""
"No","2018","Lower Saxony","West Germany","690","0.101525931826041","0.0907002872977055","0.112351576354377"
"No","2018","Lower Saxony","East Germany","","","",""
"No","2018","Bremen","West Germany","99","0.162275259104851","0.119913067221051","0.20463745098865"
"No","2018","Bremen","East Germany","","","",""
"No","2018","North Rhine-Westphalia","West Germany","1616","0.150199650057882","0.141392242185174","0.159007057930591"
"No","2018","North Rhine-Westphalia","East Germany","","","",""
"No","2018","Hesse","West Germany","696","0.16901520697821","0.153283375948223","0.184747038008198"
"No","2018","Hesse","East Germany","","","",""
"No","2018","Rhineland-Palatinate,Saarland","West Germany","444","0.127701407190813","0.11196496142402","0.143437852957607"
"No","2018","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2018","Baden-Württemberg","West Germany","809","0.158146118309157","0.145609311184915","0.170682925433398"
"No","2018","Baden-Württemberg","East Germany","","","",""
"No","2018","Bavaria","West Germany","906","0.143123355287908","0.132851432014214","0.153395278561602"
"No","2018","Bavaria","East Germany","","","",""
"No","2018","Berlin","West Germany","184","0.1351962279698","0.110062647262633","0.160329808676967"
"No","2018","Berlin","East Germany","99","0.102799123344614","0.0751362590852804","0.130461987603947"
"No","2018","Brandenburg","West Germany","","","",""
"No","2018","Brandenburg","East Germany","165","0.0278814939183925","0.0183828236515047","0.0373801641852802"
"No","2018","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2018","Mecklenburg-Western Pomerania","East Germany","61","0.0213250565800294","0.0102191058241886","0.0324310073358702"
"No","2018","Saxony","West Germany","","","",""
"No","2018","Saxony","East Germany","175","0.0291024613288124","0.0212648923386819","0.036940030318943"
"No","2018","Saxony-Anhalt","West Germany","","","",""
"No","2018","Saxony-Anhalt","East Germany","126","0.0387874436962012","0.0268675297053645","0.050707357687038"
"No","2018","Thuringia","West Germany","","","",""
"No","2018","Thuringia","East Germany","144","0.0644661823450191","0.049511956510809","0.0794204081792293"
"Yes","2019","Schleswig-Holstein","West Germany","891","0.89098421290083","0.872987153365162","0.908981272436499"
"Yes","2019","Schleswig-Holstein","East Germany","","","",""
"Yes","2019","Hamburg","West Germany","481","0.876263104941144","0.850281116868185","0.902245093014103"
"Yes","2019","Hamburg","East Germany","","","",""
"Yes","2019","Lower Saxony","West Germany","2313","0.895715982958085","0.884577065530592","0.906854900385578"
"Yes","2019","Lower Saxony","East Germany","","","",""
"Yes","2019","Bremen","West Germany","189","0.8182455330862","0.773551510658128","0.862939555514272"
"Yes","2019","Bremen","East Germany","","","",""
"Yes","2019","North Rhine-Westphalia","West Germany","4806","0.836289412538384","0.827147524293885","0.845431300782883"
"Yes","2019","North Rhine-Westphalia","East Germany","","","",""
"Yes","2019","Hesse","West Germany","1541","0.833581132985293","0.817434466905152","0.849727799065433"
"Yes","2019","Hesse","East Germany","","","",""
"Yes","2019","Rhineland-Palatinate,Saarland","West Germany","1293","0.863857200424799","0.847433954256001","0.880280446593597"
"Yes","2019","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2019","Baden-Württemberg","West Germany","2521","0.850034080824145","0.837766645617905","0.862301516030385"
"Yes","2019","Baden-Württemberg","East Germany","","","",""
"Yes","2019","Bavaria","West Germany","3607","0.861118047210603","0.850943649852263","0.871292444568942"
"Yes","2019","Bavaria","East Germany","","","",""
"Yes","2019","Berlin","West Germany","503","0.852028049005022","0.824939061723841","0.879117036286202"
"Yes","2019","Berlin","East Germany","352","0.909907759217376","0.882751088136634","0.937064430298119"
"Yes","2019","Brandenburg","West Germany","","","",""
"Yes","2019","Brandenburg","East Germany","1080","0.962194207521583","0.951509369957298","0.972879045085869"
"Yes","2019","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2019","Mecklenburg-Western Pomerania","East Germany","604","0.984399895680718","0.97488785226364","0.993911939097795"
"Yes","2019","Saxony","West Germany","","","",""
"Yes","2019","Saxony","East Germany","1615","0.972169154882391","0.964484473369622","0.97985383639516"
"Yes","2019","Saxony-Anhalt","West Germany","","","",""
"Yes","2019","Saxony-Anhalt","East Germany","870","0.965284477785505","0.953915852965832","0.976653102605178"
"Yes","2019","Thuringia","West Germany","","","",""
"Yes","2019","Thuringia","East Germany","891","0.927893006210771","0.911869088801719","0.943916923619823"
"No","2019","Schleswig-Holstein","West Germany","261","0.10901578709917","0.0910187275635013","0.127012846634838"
"No","2019","Schleswig-Holstein","East Germany","","","",""
"No","2019","Hamburg","West Germany","136","0.123736895058856","0.0977549069858965","0.149718883131815"
"No","2019","Hamburg","East Germany","","","",""
"No","2019","Lower Saxony","West Germany","579","0.104284017041915","0.0931450996144223","0.115422934469408"
"No","2019","Lower Saxony","East Germany","","","",""
"No","2019","Bremen","West Germany","97","0.1817544669138","0.137060444485728","0.226448489341872"
"No","2019","Bremen","East Germany","","","",""
"No","2019","North Rhine-Westphalia","West Germany","1487","0.163710587461616","0.154568699217117","0.172852475706115"
"No","2019","North Rhine-Westphalia","East Germany","","","",""
"No","2019","Hesse","West Germany","503","0.166418867014707","0.150272200934567","0.182565533094848"
"No","2019","Hesse","East Germany","","","",""
"No","2019","Rhineland-Palatinate,Saarland","West Germany","382","0.136142799575201","0.119719553406403","0.152566045743999"
"No","2019","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2019","Baden-Württemberg","West Germany","733","0.149965919175855","0.137698483969615","0.162233354382095"
"No","2019","Baden-Württemberg","East Germany","","","",""
"No","2019","Bavaria","West Germany","831","0.138881952789397","0.128707555431058","0.149056350147737"
"No","2019","Bavaria","East Germany","","","",""
"No","2019","Berlin","West Germany","157","0.147971950994978","0.120882963713798","0.175060938276159"
"No","2019","Berlin","East Germany","75","0.0900922407826236","0.0629355697018813","0.117248911863366"
"No","2019","Brandenburg","West Germany","","","",""
"No","2019","Brandenburg","East Germany","144","0.0378057924784169","0.0271209549141313","0.0484906300427025"
"No","2019","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2019","Mecklenburg-Western Pomerania","East Germany","48","0.0156001043192824","0.00608806090220476","0.02511214773636"
"No","2019","Saxony","West Germany","","","",""
"No","2019","Saxony","East Germany","145","0.027830845117609","0.0201461636048405","0.0355155266303776"
"No","2019","Saxony-Anhalt","West Germany","","","",""
"No","2019","Saxony-Anhalt","East Germany","126","0.0347155222144947","0.0233468973948214","0.046084147034168"
"No","2019","Thuringia","West Germany","","","",""
"No","2019","Thuringia","East Germany","110","0.072106993789229","0.0560830763801774","0.0881309111982805"
