"plj0014_v3","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","Not Working","indirect migration background","254","0.802012881655994","0.758077572274354","0.845948191037633","1"
"Yes","2013","Full Time","no migration background","8290","0.999489727816503","0.999003705523389","0.999975750109616","1"
"Yes","2013","Full Time","direct migration background","582","0.592220627544052","0.561053211599562","0.623388043488543","1"
"Yes","2013","Full Time","indirect migration background","381","0.803231618309319","0.767703385373667","0.838759851244971","1"
"No","2014","Full Time","no migration background","4","","","","2"
"No","2014","Full Time","direct migration background","862","0.520194475533345","0.497398121363178","0.542990829703512","2"
"No","2014","Full Time","indirect migration background","197","0.268917205786468","0.236371334493491","0.301463077079444","2"
"No","2014","Part Time","no migration background","3","","","","2"
"No","2014","Part Time","direct migration background","820","0.562666892721989","0.538160601738079","0.5871731837059","2"
"No","2014","Part Time","indirect migration background","143","0.231511441323602","0.196823473666761","0.266199408980442","2"
"No","2014","Not Working","no migration background","5","","","","2"
"No","2014","Not Working","direct migration background","926","0.589812420723879","0.566519839461523","0.613105001986234","2"
"No","2014","Not Working","indirect migration background","148","0.257399656662959","0.219676780779616","0.295122532546303","2"
"Yes","2014","Part Time","direct migration background","754","0.437333107278011","0.4128268162941","0.461839398261921","1"
"Yes","2014","Part Time","indirect migration background","425","0.768488558676398","0.733800591019558","0.803176526333239","1"
"Yes","2014","Not Working","no migration background","7163","0.999398981196354","0.998831616153909","0.999966346238799","1"
"Yes","2014","Not Working","direct migration background","787","0.410187579276121","0.386894998013766","0.433480160538477","1"
"Yes","2014","Part Time","no migration background","5428","0.999309111631721","0.998610296896777","1.00000792636667","1"
"Yes","2014","Not Working","indirect migration background","368","0.742600343337041","0.704877467453697","0.780323219220384","1"
"Yes","2014","Full Time","no migration background","7682","0.999645101571718","0.999224013576732","1.0000661895667","1"
"Yes","2014","Full Time","direct migration background","983","0.479805524466655","0.457009170296488","0.502601878636822","1"
"Yes","2014","Full Time","indirect migration background","516","0.731082794213533","0.698536922920556","0.763628665506509","1"
"No","2015","Full Time","no migration background","4","","","","2"
"No","2015","Full Time","direct migration background","701","0.446815081023154","0.42261283557474","0.471017326471569","2"
"No","2015","Full Time","indirect migration background","180","0.255781474179176","0.222419619397122","0.289143328961231","2"
"No","2015","Part Time","no migration background","1","","","","2"
"No","2015","Part Time","direct migration background","679","0.558893425971919","0.532639697428836","0.585147154515002","2"
"No","2015","Part Time","indirect migration background","131","0.24434186268698","0.207862595253253","0.280821130120708","2"
"No","2015","Not Working","no migration background","5","","","","2"
"No","2015","Not Working","direct migration background","2187","0.652404407767024","0.635214247527325","0.669594568006722","2"
"No","2015","Not Working","indirect migration background","128","0.281739455094575","0.242348721537164","0.321130188651986","2"
"Yes","2015","Part Time","direct migration background","695","0.441106574028081","0.414852845484998","0.467360302571164","1"
"Yes","2015","Part Time","indirect migration background","402","0.75565813731302","0.719178869879292","0.792137404746747","1"
"Yes","2015","Not Working","no migration background","6842","0.999305933193928","0.998682129707932","0.999929736679925","1"
"Yes","2015","Not Working","direct migration background","761","0.347595592232976","0.330405431993278","0.364785752472675","1"
"Yes","2015","Part Time","no migration background","5231","0.999979145406852","0.999855405280368","1.00010288553334","1"
"Yes","2015","Not Working","indirect migration background","373","0.718260544905425","0.678869811348014","0.757651278462836","1"
"Yes","2015","Full Time","direct migration background","920","0.553184918976846","0.528982673528431","0.57738716442526","1"
"Yes","2015","Full Time","indirect migration background","477","0.744218525820824","0.710856671038769","0.777580380602878","1"
"Yes","2015","Full Time","no migration background","7242","0.999552581148821","0.99906565971989","1.00003950257775","1"
"No","2016","Full Time","no migration background","4","","","","2"
"No","2016","Full Time","direct migration background","982","0.583249961061206","0.560611907220705","0.605888014901708","2"
"No","2016","Full Time","indirect migration background","159","0.255485297611974","0.221509799572432","0.289460795651515","2"
"No","2016","Part Time","no migration background","3","","","","2"
"No","2016","Part Time","direct migration background","868","0.604456985806044","0.580114675077794","0.628799296534294","2"
"No","2016","Part Time","indirect migration background","115","0.202458508833722","0.167920994425463","0.236996023241981","2"
"No","2016","Not Working","no migration background","6","","","","2"
"No","2016","Not Working","direct migration background","924","0.641044830490793","0.617000723291523","0.665088937690063","2"
"No","2016","Not Working","indirect migration background","96","0.285856019460359","0.24259391511884","0.329118123801878","2"
"Yes","2016","Part Time","direct migration background","682","0.395543014193956","0.371200703465706","0.419885324922206","1"
"Yes","2016","Part Time","indirect migration background","405","0.797541491166278","0.763003976758019","0.832079005574537","1"
"Yes","2016","Not Working","no migration background","6311","0.998722094371558","0.997841117771896","0.999603070971221","1"
"Yes","2016","Not Working","direct migration background","605","0.358955169509207","0.334911062309937","0.382999276708477","1"
"Yes","2016","Full Time","direct migration background","840","0.416750038938794","0.394111985098292","0.439388092779295","1"
"Yes","2016","Part Time","no migration background","4903","0.999926360975289","0.99968624428861","1.00016647766197","1"
"Yes","2016","Not Working","indirect migration background","323","0.714143980539641","0.670881876198122","0.75740608488116","1"
"Yes","2016","Full Time","no migration background","6731","0.999565928945781","0.999068460628953","1.00006339726261","1"
"Yes","2016","Full Time","indirect migration background","474","0.744514702388026","0.710539204348485","0.778490200427568","1"
"No","2017","Full Time","no migration background","5","","","","2"
"No","2017","Full Time","direct migration background","969","0.599705067041304","0.577263001603041","0.622147132479567","2"
"No","2017","Full Time","indirect migration background","144","0.246330730897636","0.213308309263927","0.279353152531345","2"
"No","2017","Part Time","no migration background","1","","","","2"
"No","2017","Part Time","direct migration background","952","0.633723393666804","0.610391735616953","0.657055051716655","2"
"No","2017","Part Time","indirect migration background","128","0.224772711397568","0.191673792859782","0.257871629935355","2"
"No","2017","Not Working","no migration background","5","","","","2"
"No","2017","Not Working","direct migration background","3209","0.71481055012037","0.700503904727301","0.729117195513439","2"
"No","2017","Not Working","indirect migration background","99","0.293204815244216","0.251144340110842","0.33526529037759","2"
"Yes","2017","Full Time","no migration background","7984","0.99959935798688","0.999160531220737","1.00003818475302","1"
"Yes","2017","Full Time","direct migration background","862","0.400294932958696","0.377852867520433","0.422736998396959","1"
"Yes","2017","Full Time","indirect migration background","510","0.753669269102364","0.720646847468655","0.786691690736073","1"
"Yes","2017","Part Time","direct migration background","686","0.366276606333196","0.342944948283345","0.389608264383047","1"
"Yes","2017","Part Time","indirect migration background","483","0.775227288602432","0.742128370064645","0.808326207140218","1"
"Yes","2017","Not Working","no migration background","6747","0.998959705501906","0.998190780450503","0.999728630553308","1"
"Yes","2017","Not Working","direct migration background","617","0.28518944987963","0.270882804486561","0.299496095272699","1"
"Yes","2017","Not Working","indirect migration background","351","0.706795184755784","0.66473470962241","0.748855659889158","1"
"Yes","2017","Part Time","no migration background","5598","0.99996898263104","0.999823105034306","1.00011486022777","1"
"No","2018","Full Time","no migration background","3","","","","2"
"No","2018","Full Time","direct migration background","994","0.626290550435893","0.604106860490177","0.648474240381608","2"
"No","2018","Full Time","indirect migration background","131","0.232555990955126","0.201011349449691","0.264100632460561","2"
"No","2018","Part Time","no migration background","","","","","2"
"No","2018","Part Time","direct migration background","1115","0.662548152048091","0.64053253505749","0.684563769038693","2"
"No","2018","Part Time","indirect migration background","120","0.266525069165663","0.231722290779981","0.301327847551344","2"
"No","2018","Not Working","no migration background","5","","","","2"
"No","2018","Not Working","direct migration background","4164","0.744497690407691","0.732078889768026","0.756916491047356","2"
"No","2018","Not Working","indirect migration background","73","0.229039877000706","0.188063937775147","0.270015816226265","2"
"Yes","2018","Full Time","no migration background","7571","0.999484585043703","0.998973430766495","0.999995739320911","1"
"Yes","2018","Full Time","direct migration background","833","0.373709449564107","0.351525759618392","0.395893139509823","1"
"Yes","2018","Full Time","indirect migration background","558","0.767444009044874","0.735899367539439","0.798988650550309","1"
"Yes","2018","Part Time","direct migration background","657","0.337451847951909","0.315436230961307","0.35946746494251","1"
"Yes","2018","Part Time","indirect migration background","500","0.733474930834337","0.698672152448656","0.768277709220019","1"
"Yes","2018","Not Working","no migration background","6537","0.998203817264413","0.997177745603077","0.999229888925749","1"
"Yes","2018","Not Working","direct migration background","574","0.255502309592309","0.243083508952644","0.267921110231974","1"
"Yes","2018","Not Working","indirect migration background","331","0.770960122999294","0.729984183773735","0.811936062224853","1"
"Yes","2018","Part Time","no migration background","5519","1","1","1","1"
"No","2019","Full Time","no migration background","3","","","","2"
"No","2019","Full Time","direct migration background","1062","0.623366246101234","0.601445909668948","0.645286582533521","2"
"No","2019","Full Time","indirect migration background","112","0.22325712491218","0.192860752163229","0.253653497661131","2"
"No","2019","Part Time","no migration background","2","","","","2"
"No","2019","Part Time","direct migration background","1144","0.685499864185143","0.663563140694454","0.707436587675832","2"
"No","2019","Part Time","indirect migration background","103","0.29521361879944","0.258593318011888","0.331833919586991","2"
"No","2019","Not Working","no migration background","6","","","","2"
"No","2019","Not Working","direct migration background","3323","0.751720441186362","0.738040296914597","0.765400585458126","2"
"No","2019","Not Working","indirect migration background","62","0.206494942876377","0.166525367026479","0.246464518726275","2"
"Yes","2019","Full Time","no migration background","8267","0.99955724309828","0.999103842758373","1.00001064343819","1"
"Yes","2019","Full Time","direct migration background","815","0.376633753898766","0.354713417466479","0.398554090331052","1"
"Yes","2019","Full Time","indirect migration background","609","0.77674287508782","0.746346502338869","0.807139247836771","1"
"Yes","2019","Part Time","direct migration background","577","0.314500135814857","0.292563412324168","0.336436859305546","1"
"Yes","2019","Part Time","indirect migration background","493","0.70478638120056","0.668166080413009","0.741406681988112","1"
"Yes","2019","Not Working","no migration background","6590","0.998636329289793","0.997745763097536","0.99952689548205","1"
"Yes","2019","Not Working","direct migration background","508","0.248279558813638","0.234599414541874","0.261959703085403","1"
"Yes","2019","Not Working","indirect migration background","332","0.793505057123623","0.753535481273725","0.833474632973521","1"
"Yes","2019","Part Time","no migration background","5442","0.999910313421477","0.99965875822981","1.00016186861314","1"
