"plj0588","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2018","Couple + C. LE 16 ","West Germany","42","0.238026958275254","0.164818831989004","0.311235084561504","3"
"Sometimes","2018","Couple + C. GT 16 ","West Germany","5","","","","3"
"Sometimes","2018","Couple + C. GT 16 ","East Germany","","","","","3"
"Sometimes","2018","(Married) couple without C. ","West Germany","4","","","","3"
"Very often","2018","1-pers.-HH","West Germany","2","","","","1"
"Very often","2018","1-pers.-HH","East Germany","","","","","1"
"Very often","2018","Single parent ","East Germany","1","","","","1"
"Very often","2018","Couple + C. LE and GT 16","East Germany","1","","","","1"
"Very often","2018","Single parent ","West Germany","4","","","","1"
"Very often","2018","Couple + C. LE 16 ","West Germany","9","","","","1"
"Very often","2018","Couple + C. LE 16 ","East Germany","2","","","","1"
"Very often","2018","Couple + C. GT 16 ","West Germany","1","","","","1"
"Very often","2018","Couple + C. LE and GT 16","West Germany","6","","","","1"
"Very often","2018","(Married) couple without C. ","West Germany","2","","","","1"
"Very often","2018","(Married) couple without C. ","East Germany","","","","","1"
"Very often","2018","Couple + C. GT 16 ","East Germany","","","","","1"
"Never","2019","1-pers.-HH","West Germany","2","","","","5"
"Never","2019","1-pers.-HH","East Germany","","","","","5"
"Never","2019","(Married) couple without C. ","West Germany","7","","","","5"
"Never","2019","(Married) couple without C. ","East Germany","1","","","","5"
"Never","2019","Single parent ","West Germany","8","","","","5"
"Never","2019","Single parent ","East Germany","1","","","","5"
"Never","2019","Couple + C. LE 16 ","West Germany","41","0.520644638841321","0.42122739505353","0.620061882629113","5"
"Never","2019","Couple + C. LE 16 ","East Germany","2","","","","5"
"Never","2019","Couple + C. GT 16 ","West Germany","7","","","","5"
"Never","2019","Couple + C. GT 16 ","East Germany","1","","","","5"
"Never","2019","Couple + C. LE and GT 16","West Germany","35","0.474403501020156","0.348054259150396","0.600752742889916","5"
"Never","2019","Couple + C. LE and GT 16","East Germany","3","","","","5"
"Often","2019","1-pers.-HH","West Germany","","","","","2"
"Often","2019","1-pers.-HH","East Germany","1","","","","2"
"Often","2019","(Married) couple without C. ","West Germany","1","","","","2"
"Often","2019","(Married) couple without C. ","East Germany","","","","","2"
"Often","2019","Single parent ","West Germany","2","","","","2"
"Often","2019","Single parent ","East Germany","","","","","2"
"Often","2019","Couple + C. LE 16 ","West Germany","7","","","","2"
"Often","2019","Couple + C. LE 16 ","East Germany","","","","","2"
"Often","2019","Couple + C. LE and GT 16","East Germany","1","","","","2"
"Often","2019","Couple + C. GT 16 ","West Germany","","","","","2"
"Often","2019","Couple + C. LE and GT 16","West Germany","2","","","","2"
"Often","2019","Couple + C. GT 16 ","East Germany","","","","","2"
"Rarely ","2019","1-pers.-HH","West Germany","1","","","","4"
"Rarely ","2019","1-pers.-HH","East Germany","","","","","4"
"Rarely ","2019","(Married) couple without C. ","West Germany","3","","","","4"
"Rarely ","2019","(Married) couple without C. ","East Germany","","","","","4"
"Rarely ","2019","Single parent ","East Germany","","","","","4"
"Rarely ","2019","Couple + C. LE and GT 16","East Germany","","","","","4"
"Rarely ","2019","Single parent ","West Germany","2","","","","4"
"Rarely ","2019","Couple + C. LE and GT 16","West Germany","13","","","","4"
"Rarely ","2019","Couple + C. GT 16 ","West Germany","4","","","","4"
"Rarely ","2019","Couple + C. LE 16 ","West Germany","28","","","","4"
"Rarely ","2019","Couple + C. LE 16 ","East Germany","4","","","","4"
"Rarely ","2019","Couple + C. GT 16 ","East Germany","","","","","4"
"Sometimes","2019","Couple + C. LE and GT 16","West Germany","8","","","","3"
"Sometimes","2019","1-pers.-HH","West Germany","1","","","","3"
"Sometimes","2019","(Married) couple without C. ","East Germany","","","","","3"
"Sometimes","2019","Single parent ","West Germany","3","","","","3"
"Sometimes","2019","Single parent ","East Germany","1","","","","3"
"Sometimes","2019","Couple + C. LE 16 ","West Germany","19","","","","3"
"Sometimes","2019","Couple + C. LE 16 ","East Germany","4","","","","3"
"Sometimes","2019","Couple + C. GT 16 ","East Germany","","","","","3"
"Sometimes","2019","1-pers.-HH","East Germany","","","","","3"
"Sometimes","2019","Couple + C. LE and GT 16","East Germany","1","","","","3"
"Sometimes","2019","Couple + C. GT 16 ","West Germany","8","","","","3"
"Sometimes","2019","(Married) couple without C. ","West Germany","4","","","","3"
"Very often","2019","1-pers.-HH","West Germany","","","","","1"
"Very often","2019","1-pers.-HH","East Germany","","","","","1"
"Very often","2019","Couple + C. LE and GT 16","East Germany","1","","","","1"
"Very often","2019","Single parent ","West Germany","1","","","","1"
"Very often","2019","Single parent ","East Germany","","","","","1"
"Very often","2019","Couple + C. LE 16 ","West Germany","2","","","","1"
"Very often","2019","Couple + C. LE 16 ","East Germany","","","","","1"
"Very often","2019","Couple + C. LE and GT 16","West Germany","2","","","","1"
"Very often","2019","(Married) couple without C. ","East Germany","","","","","1"
"Very often","2019","Couple + C. GT 16 ","West Germany","","","","","1"
"Very often","2019","Couple + C. GT 16 ","East Germany","","","","","1"
"Very often","2019","(Married) couple without C. ","West Germany","","","","","1"
