"pld0044","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very often","2008","Full Time","higher vocational","3","","",""
"Very often","2008","Full Time","higher education","5","","",""
"Very often","2008","Part Time","in school","9","","",""
"Very often","2008","Part Time","inadequately","","","",""
"Very often","2008","Part Time","general elemantary","2","","",""
"Very often","2008","Part Time","middle vocational","11","","",""
"Very often","2008","Part Time","vocational + Abi","1","","",""
"Very often","2008","Part Time","higher vocational","2","","",""
"Very often","2008","Part Time","higher education","5","","",""
"Very often","2008","Not Working","in school","8","","",""
"Very often","2008","Not Working","inadequately","","","",""
"Very often","2008","Not Working","general elemantary","3","","",""
"Very often","2008","Not Working","middle vocational","11","","",""
"Very often","2008","Not Working","vocational + Abi","1","","",""
"Very often","2008","Not Working","higher vocational","1","","",""
"Very often","2008","Not Working","higher education","2","","",""
"Often","2008","Full Time","in school","1","","",""
"Often","2008","Full Time","inadequately","2","","",""
"Often","2008","Full Time","general elemantary","15","","",""
"Often","2008","Full Time","middle vocational","72","0.0247070034001775","0.0196355229227997","0.0297784838775553"
"Often","2008","Full Time","vocational + Abi","18","","",""
"Often","2008","Full Time","higher vocational","8","","",""
"Often","2008","Full Time","higher education","30","0.0130184957422113","0.00821702079513912","0.0178199706892835"
"Often","2008","Part Time","in school","17","","",""
"Often","2008","Part Time","inadequately","2","","",""
"Often","2008","Part Time","general elemantary","20","","",""
"Often","2008","Part Time","middle vocational","53","0.0318636329450288","0.0246778737632573","0.0390493921268002"
"Often","2008","Part Time","vocational + Abi","12","","",""
"Often","2008","Part Time","higher vocational","1","","",""
"Often","2008","Part Time","higher education","23","","",""
"Often","2008","Not Working","in school","53","0.168434420792042","0.125211359467386","0.211657482116698"
"Often","2008","Not Working","inadequately","1","","",""
"Often","2008","Not Working","general elemantary","26","","",""
"Often","2008","Not Working","middle vocational","59","0.017198205432051","0.0130743382871834","0.0213220725769185"
"Often","2008","Not Working","vocational + Abi","1","","",""
"Often","2008","Not Working","higher vocational","2","","",""
"Often","2008","Not Working","higher education","11","","",""
"Sometimes","2008","Full Time","in school","","","",""
"Sometimes","2008","Full Time","inadequately","6","","",""
"Sometimes","2008","Full Time","general elemantary","95","0.223632893343909","0.183687991815585","0.263577794872232"
"Sometimes","2008","Full Time","middle vocational","473","0.141188869781439","0.129812433710308","0.15256530585257"
"Sometimes","2008","Full Time","vocational + Abi","85","0.189247794834562","0.155384749294921","0.223110840374203"
"Sometimes","2008","Full Time","higher vocational","63","0.117762022233346","0.0932454610806859","0.142278583386007"
"Sometimes","2008","Full Time","higher education","301","0.151821381279543","0.136621160825007","0.167021601734079"
"Sometimes","2008","Part Time","in school","20","","",""
"Sometimes","2008","Part Time","inadequately","4","","",""
"Sometimes","2008","Part Time","general elemantary","70","0.153642820149525","0.118652252671811","0.188633387627239"
"Sometimes","2008","Part Time","middle vocational","299","0.13322130779087","0.119318654070313","0.147123961511426"
"Sometimes","2008","Part Time","vocational + Abi","50","0.166633219700291","0.126304906768074","0.206961532632509"
"Sometimes","2008","Part Time","higher vocational","31","0.112460734861936","0.0761616360705415","0.14875983365333"
"Sometimes","2008","Part Time","higher education","108","0.128115556564709","0.106194940285235","0.150036172844183"
"Sometimes","2008","Not Working","in school","98","0.36344422090464","0.307893594109434","0.418994847699845"
"Sometimes","2008","Not Working","inadequately","14","","",""
"Sometimes","2008","Not Working","general elemantary","99","0.0879947187893542","0.0718993255849129","0.104090111993795"
"Sometimes","2008","Not Working","middle vocational","255","0.0665010367308983","0.0585978679493819","0.0744042055124146"
"Sometimes","2008","Not Working","vocational + Abi","27","","",""
"Sometimes","2008","Not Working","higher vocational","24","","",""
"Sometimes","2008","Not Working","higher education","98","0.0962676141375184","0.0792571123046256","0.113278115970411"
"Rarely","2008","Full Time","in school","","","",""
"Rarely","2008","Full Time","inadequately","13","","",""
"Rarely","2008","Full Time","general elemantary","147","0.273736322993394","0.230992503534849","0.31648014245194"
"Rarely","2008","Full Time","middle vocational","1242","0.344565358557325","0.329039426914815","0.360091290199834"
"Rarely","2008","Full Time","vocational + Abi","207","0.412701637689361","0.370140422176331","0.455262853202392"
"Rarely","2008","Full Time","higher vocational","273","0.421932568634994","0.384368309578681","0.459496827691308"
"Rarely","2008","Full Time","higher education","874","0.424338045713315","0.40340273035825","0.44527336106838"
"Rarely","2008","Part Time","in school","14","","",""
"Rarely","2008","Part Time","inadequately","5","","",""
"Rarely","2008","Part Time","general elemantary","135","0.344773217099657","0.298654141824858","0.390892292374457"
"Rarely","2008","Part Time","middle vocational","752","0.33133251296414","0.312075280338792","0.350589745589489"
"Rarely","2008","Part Time","vocational + Abi","125","0.416794132415291","0.36343817592608","0.470150088904502"
"Rarely","2008","Part Time","higher vocational","111","0.372504531622936","0.316955988436429","0.428053074809443"
"Rarely","2008","Part Time","higher education","355","0.435286592849299","0.402768575659998","0.4678046100386"
"Rarely","2008","Not Working","in school","83","0.271859662235892","0.220475204340993","0.323244120130792"
"Rarely","2008","Not Working","inadequately","12","","",""
"Rarely","2008","Not Working","general elemantary","208","0.174430293353819","0.152869614032497","0.195990972675142"
"Rarely","2008","Not Working","middle vocational","866","0.224435595156034","0.211201784046321","0.237669406265747"
"Rarely","2008","Not Working","vocational + Abi","66","0.288563205431061","0.232951445553832","0.34417496530829"
"Rarely","2008","Not Working","higher vocational","117","0.277583445355109","0.236436934059297","0.318729956650921"
"Rarely","2008","Not Working","higher education","360","0.309042466848241","0.282392795481899","0.335692138214583"
"Never","2008","Full Time","in school","","","",""
"Never","2008","Full Time","inadequately","17","","",""
"Never","2008","Full Time","general elemantary","158","0.452438035532739","0.404722902323621","0.500153168741858"
"Never","2008","Full Time","middle vocational","1796","0.483850006894064","0.467523228185122","0.500176785603005"
"Never","2008","Full Time","vocational + Abi","202","0.344298571623541","0.303222660369912","0.385374482877171"
"Never","2008","Full Time","higher vocational","317","0.431190535275315","0.393521710738461","0.468859359812168"
"Never","2008","Full Time","higher education","931","0.409115432945524","0.388289042209106","0.429941823681942"
"Never","2008","Part Time","in school","4","","",""
"Never","2008","Part Time","inadequately","19","","",""
"Never","2008","Part Time","general elemantary","181","0.445667577448416","0.397438531604796","0.493896623292036"
"Never","2008","Part Time","middle vocational","1180","0.498547434536128","0.478091236580121","0.519003632492135"
"Never","2008","Part Time","vocational + Abi","140","0.376343132462317","0.323913595599263","0.428772669325371"
"Never","2008","Part Time","higher vocational","146","0.501183247800642","0.443735846881991","0.558630648719293"
"Never","2008","Part Time","higher education","402","0.397510450524637","0.365412936591796","0.429607964457479"
"Never","2008","Not Working","in school","46","0.175392001343177","0.131470162858921","0.219313839827434"
"Never","2008","Not Working","inadequately","86","0.725975443194149","0.643738951117757","0.80821193527054"
"Never","2008","Not Working","general elemantary","854","0.703784436624922","0.677842740002514","0.729726133247329"
"Never","2008","Not Working","middle vocational","2627","0.68812703027348","0.673432581280422","0.702821479266538"
"Never","2008","Not Working","vocational + Abi","160","0.608389851997495","0.548480316799071","0.668299387195918"
"Never","2008","Not Working","higher vocational","311","0.668917496696132","0.625676391480649","0.712158601911614"
"Never","2008","Not Working","higher education","684","0.582393844433844","0.553952577870503","0.610835110997185"
"Very often","2009","Full Time","in school","","","",""
"Very often","2009","Full Time","inadequately","","","",""
"Very often","2009","Full Time","general elemantary","","","",""
"Very often","2009","Full Time","middle vocational","","","",""
"Very often","2009","Full Time","vocational + Abi","","","",""
"Very often","2009","Full Time","higher vocational","","","",""
"Very often","2009","Full Time","higher education","","","",""
"Very often","2009","Part Time","in school","","","",""
"Very often","2009","Part Time","inadequately","","","",""
"Very often","2009","Part Time","general elemantary","","","",""
"Very often","2009","Part Time","middle vocational","","","",""
"Very often","2009","Part Time","vocational + Abi","","","",""
"Very often","2009","Part Time","higher vocational","","","",""
"Very often","2009","Part Time","higher education","","","",""
"Very often","2009","Not Working","in school","","","",""
"Very often","2009","Not Working","inadequately","","","",""
"Very often","2009","Not Working","general elemantary","","","",""
"Very often","2009","Not Working","middle vocational","","","",""
"Very often","2009","Not Working","vocational + Abi","","","",""
"Very often","2009","Not Working","higher vocational","","","",""
"Very often","2009","Not Working","higher education","","","",""
"Often","2009","Full Time","in school","","","",""
"Often","2009","Full Time","inadequately","","","",""
"Often","2009","Full Time","general elemantary","","","",""
"Often","2009","Full Time","middle vocational","","","",""
"Often","2009","Full Time","vocational + Abi","","","",""
"Often","2009","Full Time","higher vocational","","","",""
"Often","2009","Full Time","higher education","","","",""
"Often","2009","Part Time","in school","","","",""
"Often","2009","Part Time","inadequately","","","",""
"Often","2009","Part Time","general elemantary","","","",""
"Often","2009","Part Time","middle vocational","","","",""
"Often","2009","Part Time","vocational + Abi","","","",""
"Often","2009","Part Time","higher vocational","","","",""
"Often","2009","Part Time","higher education","","","",""
"Often","2009","Not Working","in school","","","",""
"Often","2009","Not Working","inadequately","","","",""
"Often","2009","Not Working","general elemantary","","","",""
"Often","2009","Not Working","middle vocational","","","",""
"Often","2009","Not Working","vocational + Abi","","","",""
"Often","2009","Not Working","higher vocational","","","",""
"Often","2009","Not Working","higher education","","","",""
"Sometimes","2009","Full Time","in school","","","",""
"Sometimes","2009","Full Time","inadequately","","","",""
"Sometimes","2009","Full Time","general elemantary","","","",""
"Sometimes","2009","Full Time","middle vocational","","","",""
"Sometimes","2009","Full Time","vocational + Abi","","","",""
"Sometimes","2009","Full Time","higher vocational","","","",""
"Sometimes","2009","Full Time","higher education","","","",""
"Sometimes","2009","Part Time","in school","","","",""
"Sometimes","2009","Part Time","inadequately","","","",""
"Sometimes","2009","Part Time","general elemantary","","","",""
"Sometimes","2009","Part Time","middle vocational","","","",""
"Sometimes","2009","Part Time","vocational + Abi","","","",""
"Sometimes","2009","Part Time","higher vocational","","","",""
"Sometimes","2009","Part Time","higher education","","","",""
"Sometimes","2009","Not Working","in school","","","",""
"Sometimes","2009","Not Working","inadequately","","","",""
"Sometimes","2009","Not Working","general elemantary","","","",""
"Sometimes","2009","Not Working","middle vocational","","","",""
"Sometimes","2009","Not Working","vocational + Abi","","","",""
"Sometimes","2009","Not Working","higher vocational","","","",""
"Sometimes","2009","Not Working","higher education","","","",""
"Rarely","2009","Full Time","in school","","","",""
"Rarely","2009","Full Time","inadequately","","","",""
"Rarely","2009","Full Time","general elemantary","","","",""
"Rarely","2009","Full Time","middle vocational","","","",""
"Rarely","2009","Full Time","vocational + Abi","","","",""
"Rarely","2009","Full Time","higher vocational","","","",""
"Rarely","2009","Full Time","higher education","","","",""
"Rarely","2009","Part Time","in school","","","",""
"Rarely","2009","Part Time","inadequately","","","",""
"Rarely","2009","Part Time","general elemantary","","","",""
"Rarely","2009","Part Time","middle vocational","","","",""
"Rarely","2009","Part Time","vocational + Abi","","","",""
"Rarely","2009","Part Time","higher vocational","","","",""
"Rarely","2009","Part Time","higher education","","","",""
"Rarely","2009","Not Working","in school","","","",""
"Rarely","2009","Not Working","inadequately","","","",""
"Rarely","2009","Not Working","general elemantary","","","",""
"Rarely","2009","Not Working","middle vocational","","","",""
"Rarely","2009","Not Working","vocational + Abi","","","",""
"Rarely","2009","Not Working","higher vocational","","","",""
"Rarely","2009","Not Working","higher education","","","",""
"Never","2009","Full Time","in school","","","",""
"Never","2009","Full Time","inadequately","","","",""
"Never","2009","Full Time","general elemantary","","","",""
"Never","2009","Full Time","middle vocational","","","",""
"Never","2009","Full Time","vocational + Abi","","","",""
"Never","2009","Full Time","higher vocational","","","",""
"Never","2009","Full Time","higher education","","","",""
"Never","2009","Part Time","in school","","","",""
"Never","2009","Part Time","inadequately","","","",""
"Never","2009","Part Time","general elemantary","","","",""
"Never","2009","Part Time","middle vocational","","","",""
"Never","2009","Part Time","vocational + Abi","","","",""
"Never","2009","Part Time","higher vocational","","","",""
"Never","2009","Part Time","higher education","","","",""
"Never","2009","Not Working","in school","","","",""
"Never","2009","Not Working","inadequately","","","",""
"Never","2009","Not Working","general elemantary","","","",""
"Never","2009","Not Working","middle vocational","","","",""
"Never","2009","Not Working","vocational + Abi","","","",""
"Never","2009","Not Working","higher vocational","","","",""
"Never","2009","Not Working","higher education","","","",""
"Very often","2010","Full Time","in school","","","",""
"Very often","2010","Full Time","inadequately","","","",""
"Very often","2010","Full Time","general elemantary","","","",""
"Very often","2010","Full Time","middle vocational","","","",""
"Very often","2010","Full Time","vocational + Abi","","","",""
"Very often","2010","Full Time","higher vocational","","","",""
"Very often","2010","Full Time","higher education","","","",""
"Very often","2010","Part Time","in school","","","",""
"Very often","2010","Part Time","inadequately","","","",""
"Very often","2010","Part Time","general elemantary","","","",""
"Very often","2010","Part Time","middle vocational","","","",""
"Very often","2010","Part Time","vocational + Abi","","","",""
"Very often","2010","Part Time","higher vocational","","","",""
"Very often","2010","Part Time","higher education","","","",""
"Very often","2010","Not Working","in school","","","",""
"Very often","2010","Not Working","inadequately","","","",""
"Very often","2010","Not Working","general elemantary","","","",""
"Very often","2010","Not Working","middle vocational","","","",""
"Very often","2010","Not Working","vocational + Abi","","","",""
"Very often","2010","Not Working","higher vocational","","","",""
"Very often","2010","Not Working","higher education","","","",""
"Often","2010","Full Time","in school","","","",""
"Often","2010","Full Time","inadequately","","","",""
"Often","2010","Full Time","general elemantary","","","",""
"Often","2010","Full Time","middle vocational","","","",""
"Often","2010","Full Time","vocational + Abi","","","",""
"Often","2010","Full Time","higher vocational","","","",""
"Often","2010","Full Time","higher education","","","",""
"Often","2010","Part Time","in school","","","",""
"Often","2010","Part Time","inadequately","","","",""
"Often","2010","Part Time","general elemantary","","","",""
"Often","2010","Part Time","middle vocational","","","",""
"Often","2010","Part Time","vocational + Abi","","","",""
"Often","2010","Part Time","higher vocational","","","",""
"Often","2010","Part Time","higher education","","","",""
"Often","2010","Not Working","in school","","","",""
"Often","2010","Not Working","inadequately","","","",""
"Often","2010","Not Working","general elemantary","","","",""
"Often","2010","Not Working","middle vocational","","","",""
"Often","2010","Not Working","vocational + Abi","","","",""
"Often","2010","Not Working","higher vocational","","","",""
"Often","2010","Not Working","higher education","","","",""
"Sometimes","2010","Full Time","in school","","","",""
"Sometimes","2010","Full Time","inadequately","","","",""
"Sometimes","2010","Full Time","general elemantary","","","",""
"Sometimes","2010","Full Time","middle vocational","","","",""
"Sometimes","2010","Full Time","vocational + Abi","","","",""
"Sometimes","2010","Full Time","higher vocational","","","",""
"Sometimes","2010","Full Time","higher education","","","",""
"Sometimes","2010","Part Time","in school","","","",""
"Sometimes","2010","Part Time","inadequately","","","",""
"Sometimes","2010","Part Time","general elemantary","","","",""
"Sometimes","2010","Part Time","middle vocational","","","",""
"Sometimes","2010","Part Time","vocational + Abi","","","",""
"Sometimes","2010","Part Time","higher vocational","","","",""
"Sometimes","2010","Part Time","higher education","","","",""
"Sometimes","2010","Not Working","in school","","","",""
"Sometimes","2010","Not Working","inadequately","","","",""
"Sometimes","2010","Not Working","general elemantary","","","",""
"Sometimes","2010","Not Working","middle vocational","","","",""
"Sometimes","2010","Not Working","vocational + Abi","","","",""
"Sometimes","2010","Not Working","higher vocational","","","",""
"Sometimes","2010","Not Working","higher education","","","",""
"Rarely","2010","Full Time","in school","","","",""
"Rarely","2010","Full Time","inadequately","","","",""
"Rarely","2010","Full Time","general elemantary","","","",""
"Rarely","2010","Full Time","middle vocational","","","",""
"Rarely","2010","Full Time","vocational + Abi","","","",""
"Rarely","2010","Full Time","higher vocational","","","",""
"Rarely","2010","Full Time","higher education","","","",""
"Rarely","2010","Part Time","in school","","","",""
"Rarely","2010","Part Time","inadequately","","","",""
"Rarely","2010","Part Time","general elemantary","","","",""
"Rarely","2010","Part Time","middle vocational","","","",""
"Rarely","2010","Part Time","vocational + Abi","","","",""
"Rarely","2010","Part Time","higher vocational","","","",""
"Rarely","2010","Part Time","higher education","","","",""
"Rarely","2010","Not Working","in school","","","",""
"Rarely","2010","Not Working","inadequately","","","",""
"Rarely","2010","Not Working","general elemantary","","","",""
"Rarely","2010","Not Working","middle vocational","","","",""
"Rarely","2010","Not Working","vocational + Abi","","","",""
"Rarely","2010","Not Working","higher vocational","","","",""
"Rarely","2010","Not Working","higher education","","","",""
"Never","2010","Full Time","in school","","","",""
"Never","2010","Full Time","inadequately","","","",""
"Never","2010","Full Time","general elemantary","","","",""
"Never","2010","Full Time","middle vocational","","","",""
"Never","2010","Full Time","vocational + Abi","","","",""
"Never","2010","Full Time","higher vocational","","","",""
"Never","2010","Full Time","higher education","","","",""
"Never","2010","Part Time","in school","","","",""
"Never","2010","Part Time","inadequately","","","",""
"Never","2010","Part Time","general elemantary","","","",""
"Never","2010","Part Time","middle vocational","","","",""
"Never","2010","Part Time","vocational + Abi","","","",""
"Never","2010","Part Time","higher vocational","","","",""
"Never","2010","Part Time","higher education","","","",""
"Never","2010","Not Working","in school","","","",""
"Never","2010","Not Working","inadequately","","","",""
"Never","2010","Not Working","general elemantary","","","",""
"Never","2010","Not Working","middle vocational","","","",""
"Never","2010","Not Working","vocational + Abi","","","",""
"Never","2010","Not Working","higher vocational","","","",""
"Never","2010","Not Working","higher education","","","",""
"Very often","2011","Full Time","in school","","","",""
"Very often","2011","Full Time","inadequately","","","",""
"Very often","2011","Full Time","general elemantary","","","",""
"Very often","2011","Full Time","middle vocational","","","",""
"Very often","2011","Full Time","vocational + Abi","","","",""
"Very often","2011","Full Time","higher vocational","","","",""
"Very often","2011","Full Time","higher education","","","",""
"Very often","2011","Part Time","in school","","","",""
"Very often","2011","Part Time","inadequately","","","",""
"Very often","2011","Part Time","general elemantary","","","",""
"Very often","2011","Part Time","middle vocational","","","",""
"Very often","2011","Part Time","vocational + Abi","","","",""
"Very often","2011","Part Time","higher vocational","","","",""
"Very often","2011","Part Time","higher education","","","",""
"Very often","2011","Not Working","in school","","","",""
"Very often","2011","Not Working","inadequately","","","",""
"Very often","2011","Not Working","general elemantary","","","",""
"Very often","2011","Not Working","middle vocational","","","",""
"Very often","2011","Not Working","vocational + Abi","","","",""
"Very often","2011","Not Working","higher vocational","","","",""
"Very often","2011","Not Working","higher education","","","",""
"Often","2011","Full Time","in school","","","",""
"Often","2011","Full Time","inadequately","","","",""
"Often","2011","Full Time","general elemantary","","","",""
"Often","2011","Full Time","middle vocational","","","",""
"Often","2011","Full Time","vocational + Abi","","","",""
"Often","2011","Full Time","higher vocational","","","",""
"Often","2011","Full Time","higher education","","","",""
"Often","2011","Part Time","in school","","","",""
"Often","2011","Part Time","inadequately","","","",""
"Often","2011","Part Time","general elemantary","","","",""
"Often","2011","Part Time","middle vocational","","","",""
"Often","2011","Part Time","vocational + Abi","","","",""
"Often","2011","Part Time","higher vocational","","","",""
"Often","2011","Part Time","higher education","","","",""
"Often","2011","Not Working","in school","","","",""
"Often","2011","Not Working","inadequately","","","",""
"Often","2011","Not Working","general elemantary","","","",""
"Often","2011","Not Working","middle vocational","","","",""
"Often","2011","Not Working","vocational + Abi","","","",""
"Often","2011","Not Working","higher vocational","","","",""
"Often","2011","Not Working","higher education","","","",""
"Sometimes","2011","Full Time","in school","","","",""
"Sometimes","2011","Full Time","inadequately","","","",""
"Sometimes","2011","Full Time","general elemantary","","","",""
"Sometimes","2011","Full Time","middle vocational","","","",""
"Sometimes","2011","Full Time","vocational + Abi","","","",""
"Sometimes","2011","Full Time","higher vocational","","","",""
"Sometimes","2011","Full Time","higher education","","","",""
"Sometimes","2011","Part Time","in school","","","",""
"Sometimes","2011","Part Time","inadequately","","","",""
"Sometimes","2011","Part Time","general elemantary","","","",""
"Sometimes","2011","Part Time","middle vocational","","","",""
"Sometimes","2011","Part Time","vocational + Abi","","","",""
"Sometimes","2011","Part Time","higher vocational","","","",""
"Sometimes","2011","Part Time","higher education","","","",""
"Sometimes","2011","Not Working","in school","","","",""
"Sometimes","2011","Not Working","inadequately","","","",""
"Sometimes","2011","Not Working","general elemantary","","","",""
"Sometimes","2011","Not Working","middle vocational","","","",""
"Sometimes","2011","Not Working","vocational + Abi","","","",""
"Sometimes","2011","Not Working","higher vocational","","","",""
"Sometimes","2011","Not Working","higher education","","","",""
"Rarely","2011","Full Time","in school","","","",""
"Rarely","2011","Full Time","inadequately","","","",""
"Rarely","2011","Full Time","general elemantary","","","",""
"Rarely","2011","Full Time","middle vocational","","","",""
"Rarely","2011","Full Time","vocational + Abi","","","",""
"Rarely","2011","Full Time","higher vocational","","","",""
"Rarely","2011","Full Time","higher education","","","",""
"Rarely","2011","Part Time","in school","","","",""
"Rarely","2011","Part Time","inadequately","","","",""
"Rarely","2011","Part Time","general elemantary","","","",""
"Rarely","2011","Part Time","middle vocational","","","",""
"Rarely","2011","Part Time","vocational + Abi","","","",""
"Rarely","2011","Part Time","higher vocational","","","",""
"Rarely","2011","Part Time","higher education","","","",""
"Rarely","2011","Not Working","in school","","","",""
"Rarely","2011","Not Working","inadequately","","","",""
"Rarely","2011","Not Working","general elemantary","","","",""
"Rarely","2011","Not Working","middle vocational","","","",""
"Rarely","2011","Not Working","vocational + Abi","","","",""
"Rarely","2011","Not Working","higher vocational","","","",""
"Rarely","2011","Not Working","higher education","","","",""
"Never","2011","Full Time","in school","","","",""
"Never","2011","Full Time","inadequately","","","",""
"Never","2011","Full Time","general elemantary","","","",""
"Never","2011","Full Time","middle vocational","","","",""
"Never","2011","Full Time","vocational + Abi","","","",""
"Never","2011","Full Time","higher vocational","","","",""
"Never","2011","Full Time","higher education","","","",""
"Never","2011","Part Time","in school","","","",""
"Never","2011","Part Time","inadequately","","","",""
"Never","2011","Part Time","general elemantary","","","",""
"Never","2011","Part Time","middle vocational","","","",""
"Never","2011","Part Time","vocational + Abi","","","",""
"Never","2011","Part Time","higher vocational","","","",""
"Never","2011","Part Time","higher education","","","",""
"Never","2011","Not Working","in school","","","",""
"Never","2011","Not Working","inadequately","","","",""
"Never","2011","Not Working","general elemantary","","","",""
"Never","2011","Not Working","middle vocational","","","",""
"Never","2011","Not Working","vocational + Abi","","","",""
"Never","2011","Not Working","higher vocational","","","",""
"Never","2011","Not Working","higher education","","","",""
"Very often","2012","Full Time","in school","","","",""
"Very often","2012","Full Time","inadequately","","","",""
"Very often","2012","Full Time","general elemantary","","","",""
"Very often","2012","Full Time","middle vocational","","","",""
"Very often","2012","Full Time","vocational + Abi","","","",""
"Very often","2012","Full Time","higher vocational","","","",""
"Very often","2012","Full Time","higher education","","","",""
"Very often","2012","Part Time","in school","","","",""
"Very often","2012","Part Time","inadequately","","","",""
"Very often","2012","Part Time","general elemantary","","","",""
"Very often","2012","Part Time","middle vocational","","","",""
"Very often","2012","Part Time","vocational + Abi","","","",""
"Very often","2012","Part Time","higher vocational","","","",""
"Very often","2012","Part Time","higher education","","","",""
"Very often","2012","Not Working","in school","","","",""
"Very often","2012","Not Working","inadequately","","","",""
"Very often","2012","Not Working","general elemantary","","","",""
"Very often","2012","Not Working","middle vocational","","","",""
"Very often","2012","Not Working","vocational + Abi","","","",""
"Very often","2012","Not Working","higher vocational","","","",""
"Very often","2012","Not Working","higher education","","","",""
"Often","2012","Full Time","in school","","","",""
"Often","2012","Full Time","inadequately","","","",""
"Often","2012","Full Time","general elemantary","","","",""
"Often","2012","Full Time","middle vocational","","","",""
"Often","2012","Full Time","vocational + Abi","","","",""
"Often","2012","Full Time","higher vocational","","","",""
"Often","2012","Full Time","higher education","","","",""
"Often","2012","Part Time","in school","","","",""
"Often","2012","Part Time","inadequately","","","",""
"Often","2012","Part Time","general elemantary","","","",""
"Often","2012","Part Time","middle vocational","","","",""
"Often","2012","Part Time","vocational + Abi","","","",""
"Often","2012","Part Time","higher vocational","","","",""
"Often","2012","Part Time","higher education","","","",""
"Often","2012","Not Working","in school","","","",""
"Often","2012","Not Working","inadequately","","","",""
"Often","2012","Not Working","general elemantary","","","",""
"Often","2012","Not Working","middle vocational","","","",""
"Often","2012","Not Working","vocational + Abi","","","",""
"Often","2012","Not Working","higher vocational","","","",""
"Often","2012","Not Working","higher education","","","",""
"Sometimes","2012","Full Time","in school","","","",""
"Sometimes","2012","Full Time","inadequately","","","",""
"Sometimes","2012","Full Time","general elemantary","","","",""
"Sometimes","2012","Full Time","middle vocational","","","",""
"Sometimes","2012","Full Time","vocational + Abi","","","",""
"Sometimes","2012","Full Time","higher vocational","","","",""
"Sometimes","2012","Full Time","higher education","","","",""
"Sometimes","2012","Part Time","in school","","","",""
"Sometimes","2012","Part Time","inadequately","","","",""
"Sometimes","2012","Part Time","general elemantary","","","",""
"Sometimes","2012","Part Time","middle vocational","","","",""
"Sometimes","2012","Part Time","vocational + Abi","","","",""
"Sometimes","2012","Part Time","higher vocational","","","",""
"Sometimes","2012","Part Time","higher education","","","",""
"Sometimes","2012","Not Working","in school","","","",""
"Sometimes","2012","Not Working","inadequately","","","",""
"Sometimes","2012","Not Working","general elemantary","","","",""
"Sometimes","2012","Not Working","middle vocational","","","",""
"Sometimes","2012","Not Working","vocational + Abi","","","",""
"Sometimes","2012","Not Working","higher vocational","","","",""
"Sometimes","2012","Not Working","higher education","","","",""
"Rarely","2012","Full Time","in school","","","",""
"Rarely","2012","Full Time","inadequately","","","",""
"Rarely","2012","Full Time","general elemantary","","","",""
"Rarely","2012","Full Time","middle vocational","","","",""
"Rarely","2012","Full Time","vocational + Abi","","","",""
"Rarely","2012","Full Time","higher vocational","","","",""
"Rarely","2012","Full Time","higher education","","","",""
"Rarely","2012","Part Time","in school","","","",""
"Rarely","2012","Part Time","inadequately","","","",""
"Rarely","2012","Part Time","general elemantary","","","",""
"Rarely","2012","Part Time","middle vocational","","","",""
"Rarely","2012","Part Time","vocational + Abi","","","",""
"Rarely","2012","Part Time","higher vocational","","","",""
"Rarely","2012","Part Time","higher education","","","",""
"Rarely","2012","Not Working","in school","","","",""
"Rarely","2012","Not Working","inadequately","","","",""
"Rarely","2012","Not Working","general elemantary","","","",""
"Rarely","2012","Not Working","middle vocational","","","",""
"Rarely","2012","Not Working","vocational + Abi","","","",""
"Rarely","2012","Not Working","higher vocational","","","",""
"Rarely","2012","Not Working","higher education","","","",""
"Never","2012","Full Time","in school","","","",""
"Never","2012","Full Time","inadequately","","","",""
"Never","2012","Full Time","general elemantary","","","",""
"Never","2012","Full Time","middle vocational","","","",""
"Never","2012","Full Time","vocational + Abi","","","",""
"Never","2012","Full Time","higher vocational","","","",""
"Never","2012","Full Time","higher education","","","",""
"Never","2012","Part Time","in school","","","",""
"Never","2012","Part Time","inadequately","","","",""
"Never","2012","Part Time","general elemantary","","","",""
"Never","2012","Part Time","middle vocational","","","",""
"Never","2012","Part Time","vocational + Abi","","","",""
"Never","2012","Part Time","higher vocational","","","",""
"Never","2012","Part Time","higher education","","","",""
"Never","2012","Not Working","in school","","","",""
"Never","2012","Not Working","inadequately","","","",""
"Never","2012","Not Working","general elemantary","","","",""
"Never","2012","Not Working","middle vocational","","","",""
"Never","2012","Not Working","vocational + Abi","","","",""
"Never","2012","Not Working","higher vocational","","","",""
"Never","2012","Not Working","higher education","","","",""
"Very often","2013","Full Time","in school","","","",""
"Very often","2013","Full Time","inadequately","1","","",""
"Very often","2013","Full Time","general elemantary","6","","",""
"Very often","2013","Full Time","middle vocational","13","","",""
"Very often","2013","Full Time","vocational + Abi","2","","",""
"Very often","2013","Full Time","higher vocational","2","","",""
"Very often","2013","Full Time","higher education","","","",""
"Very often","2013","Part Time","in school","3","","",""
"Very often","2013","Part Time","inadequately","","","",""
"Very often","2013","Part Time","general elemantary","8","","",""
"Very often","2013","Part Time","middle vocational","16","","",""
"Very often","2013","Part Time","vocational + Abi","2","","",""
"Very often","2013","Part Time","higher vocational","2","","",""
"Very often","2013","Part Time","higher education","4","","",""
"Very often","2013","Not Working","in school","6","","",""
"Very often","2013","Not Working","inadequately","5","","",""
"Very often","2013","Not Working","general elemantary","7","","",""
"Very often","2013","Not Working","middle vocational","7","","",""
"Very often","2013","Not Working","vocational + Abi","","","",""
