"pld0044","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Never","2003","Saxony-Anhalt","Other degree","5","","",""
"Never","2003","Saxony-Anhalt","no degree/no degree yet","9","","",""
"Never","2003","Thuringia","lower secondary degree","229","0.773540390579288","0.727611111973652","0.819469669184923"
"Never","2003","Thuringia","secondary school degree","243","0.531689202895777","0.484580031893182","0.578798373898372"
"Never","2003","Thuringia","college entrance qualification","70","0.484456358825361","0.408431767434655","0.560480950216068"
"Never","2003","Thuringia","Other degree","1","","",""
"Never","2003","Thuringia","no degree/no degree yet","5","","",""
"Very often","2004","Schleswig-Holstein","lower secondary degree","","","",""
"Very often","2004","Schleswig-Holstein","secondary school degree","","","",""
"Very often","2004","Schleswig-Holstein","college entrance qualification","","","",""
"Very often","2004","Schleswig-Holstein","Other degree","","","",""
"Very often","2004","Schleswig-Holstein","no degree/no degree yet","","","",""
"Very often","2004","Hamburg","lower secondary degree","","","",""
"Very often","2004","Hamburg","secondary school degree","","","",""
"Very often","2004","Hamburg","college entrance qualification","","","",""
"Very often","2004","Hamburg","Other degree","","","",""
"Very often","2004","Hamburg","no degree/no degree yet","","","",""
"Very often","2004","Lower Saxony","lower secondary degree","","","",""
"Very often","2004","Lower Saxony","secondary school degree","","","",""
"Very often","2004","Lower Saxony","college entrance qualification","","","",""
"Very often","2004","Lower Saxony","Other degree","","","",""
"Very often","2004","Lower Saxony","no degree/no degree yet","","","",""
"Very often","2004","Bremen","lower secondary degree","","","",""
"Very often","2004","Bremen","secondary school degree","","","",""
"Very often","2004","Bremen","college entrance qualification","","","",""
"Very often","2004","Bremen","Other degree","","","",""
"Very often","2004","Bremen","no degree/no degree yet","","","",""
"Very often","2004","North Rhine-Westphalia","lower secondary degree","","","",""
"Very often","2004","North Rhine-Westphalia","secondary school degree","","","",""
"Very often","2004","North Rhine-Westphalia","college entrance qualification","","","",""
"Very often","2004","North Rhine-Westphalia","Other degree","","","",""
"Very often","2004","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Very often","2004","Hesse","lower secondary degree","","","",""
"Very often","2004","Hesse","secondary school degree","","","",""
"Very often","2004","Hesse","college entrance qualification","","","",""
"Very often","2004","Hesse","Other degree","","","",""
"Very often","2004","Hesse","no degree/no degree yet","","","",""
"Very often","2004","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Very often","2004","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Very often","2004","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Very often","2004","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Very often","2004","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Very often","2004","Baden-Württemberg","lower secondary degree","","","",""
"Very often","2004","Baden-Württemberg","secondary school degree","","","",""
"Very often","2004","Baden-Württemberg","college entrance qualification","","","",""
"Very often","2004","Baden-Württemberg","Other degree","","","",""
"Very often","2004","Baden-Württemberg","no degree/no degree yet","","","",""
"Very often","2004","Bavaria","lower secondary degree","","","",""
"Very often","2004","Bavaria","secondary school degree","","","",""
"Very often","2004","Bavaria","college entrance qualification","","","",""
"Very often","2004","Bavaria","Other degree","","","",""
"Very often","2004","Bavaria","no degree/no degree yet","","","",""
"Very often","2004","Berlin","lower secondary degree","","","",""
"Very often","2004","Berlin","secondary school degree","","","",""
"Very often","2004","Berlin","college entrance qualification","","","",""
"Very often","2004","Berlin","Other degree","","","",""
"Very often","2004","Berlin","no degree/no degree yet","","","",""
"Very often","2004","Brandenburg","lower secondary degree","","","",""
"Very often","2004","Brandenburg","secondary school degree","","","",""
"Very often","2004","Brandenburg","college entrance qualification","","","",""
"Very often","2004","Brandenburg","Other degree","","","",""
"Very often","2004","Brandenburg","no degree/no degree yet","","","",""
"Very often","2004","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very often","2004","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very often","2004","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very often","2004","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very often","2004","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very often","2004","Saxony","lower secondary degree","","","",""
"Very often","2004","Saxony","secondary school degree","","","",""
"Very often","2004","Saxony","college entrance qualification","","","",""
"Very often","2004","Saxony","Other degree","","","",""
"Very often","2004","Saxony","no degree/no degree yet","","","",""
"Very often","2004","Saxony-Anhalt","lower secondary degree","","","",""
"Very often","2004","Saxony-Anhalt","secondary school degree","","","",""
"Very often","2004","Saxony-Anhalt","college entrance qualification","","","",""
"Very often","2004","Saxony-Anhalt","Other degree","","","",""
"Very often","2004","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very often","2004","Thuringia","lower secondary degree","","","",""
"Very often","2004","Thuringia","secondary school degree","","","",""
"Very often","2004","Thuringia","college entrance qualification","","","",""
"Very often","2004","Thuringia","Other degree","","","",""
"Very often","2004","Thuringia","no degree/no degree yet","","","",""
"Often","2004","Schleswig-Holstein","lower secondary degree","","","",""
"Often","2004","Schleswig-Holstein","secondary school degree","","","",""
"Often","2004","Schleswig-Holstein","college entrance qualification","","","",""
"Often","2004","Schleswig-Holstein","Other degree","","","",""
"Often","2004","Schleswig-Holstein","no degree/no degree yet","","","",""
"Often","2004","Hamburg","lower secondary degree","","","",""
"Often","2004","Hamburg","secondary school degree","","","",""
"Often","2004","Hamburg","college entrance qualification","","","",""
"Often","2004","Hamburg","Other degree","","","",""
"Often","2004","Hamburg","no degree/no degree yet","","","",""
"Often","2004","Lower Saxony","lower secondary degree","","","",""
"Often","2004","Lower Saxony","secondary school degree","","","",""
"Often","2004","Lower Saxony","college entrance qualification","","","",""
"Often","2004","Lower Saxony","Other degree","","","",""
"Often","2004","Lower Saxony","no degree/no degree yet","","","",""
"Often","2004","Bremen","lower secondary degree","","","",""
"Often","2004","Bremen","secondary school degree","","","",""
"Often","2004","Bremen","college entrance qualification","","","",""
"Often","2004","Bremen","Other degree","","","",""
"Often","2004","Bremen","no degree/no degree yet","","","",""
"Often","2004","North Rhine-Westphalia","lower secondary degree","","","",""
"Often","2004","North Rhine-Westphalia","secondary school degree","","","",""
"Often","2004","North Rhine-Westphalia","college entrance qualification","","","",""
"Often","2004","North Rhine-Westphalia","Other degree","","","",""
"Often","2004","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Often","2004","Hesse","lower secondary degree","","","",""
"Often","2004","Hesse","secondary school degree","","","",""
"Often","2004","Hesse","college entrance qualification","","","",""
"Often","2004","Hesse","Other degree","","","",""
"Often","2004","Hesse","no degree/no degree yet","","","",""
"Often","2004","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Often","2004","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Often","2004","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Often","2004","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Often","2004","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Often","2004","Baden-Württemberg","lower secondary degree","","","",""
"Often","2004","Baden-Württemberg","secondary school degree","","","",""
"Often","2004","Baden-Württemberg","college entrance qualification","","","",""
"Often","2004","Baden-Württemberg","Other degree","","","",""
"Often","2004","Baden-Württemberg","no degree/no degree yet","","","",""
"Often","2004","Bavaria","lower secondary degree","","","",""
"Often","2004","Bavaria","secondary school degree","","","",""
"Often","2004","Bavaria","college entrance qualification","","","",""
"Often","2004","Bavaria","Other degree","","","",""
"Often","2004","Bavaria","no degree/no degree yet","","","",""
"Often","2004","Berlin","lower secondary degree","","","",""
"Often","2004","Berlin","secondary school degree","","","",""
"Often","2004","Berlin","college entrance qualification","","","",""
"Often","2004","Berlin","Other degree","","","",""
"Often","2004","Berlin","no degree/no degree yet","","","",""
"Often","2004","Brandenburg","lower secondary degree","","","",""
"Often","2004","Brandenburg","secondary school degree","","","",""
"Often","2004","Brandenburg","college entrance qualification","","","",""
"Often","2004","Brandenburg","Other degree","","","",""
"Often","2004","Brandenburg","no degree/no degree yet","","","",""
"Often","2004","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Often","2004","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Often","2004","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Often","2004","Mecklenburg-Western Pomerania","Other degree","","","",""
"Often","2004","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Often","2004","Saxony","lower secondary degree","","","",""
"Often","2004","Saxony","secondary school degree","","","",""
"Often","2004","Saxony","college entrance qualification","","","",""
"Often","2004","Saxony","Other degree","","","",""
"Often","2004","Saxony","no degree/no degree yet","","","",""
"Often","2004","Saxony-Anhalt","lower secondary degree","","","",""
"Often","2004","Saxony-Anhalt","secondary school degree","","","",""
"Often","2004","Saxony-Anhalt","college entrance qualification","","","",""
"Often","2004","Saxony-Anhalt","Other degree","","","",""
"Often","2004","Saxony-Anhalt","no degree/no degree yet","","","",""
"Often","2004","Thuringia","lower secondary degree","","","",""
"Often","2004","Thuringia","secondary school degree","","","",""
"Often","2004","Thuringia","college entrance qualification","","","",""
"Often","2004","Thuringia","Other degree","","","",""
"Often","2004","Thuringia","no degree/no degree yet","","","",""
"Sometimes","2004","Schleswig-Holstein","lower secondary degree","","","",""
"Sometimes","2004","Schleswig-Holstein","secondary school degree","","","",""
"Sometimes","2004","Schleswig-Holstein","college entrance qualification","","","",""
"Sometimes","2004","Schleswig-Holstein","Other degree","","","",""
"Sometimes","2004","Schleswig-Holstein","no degree/no degree yet","","","",""
"Sometimes","2004","Hamburg","lower secondary degree","","","",""
"Sometimes","2004","Hamburg","secondary school degree","","","",""
"Sometimes","2004","Hamburg","college entrance qualification","","","",""
"Sometimes","2004","Hamburg","Other degree","","","",""
"Sometimes","2004","Hamburg","no degree/no degree yet","","","",""
