"pgfamstd","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Married, but separated","1995","Not Working","East Germany","8","","","","2"
"Single","1995","Full Time","East Germany","368","0.228752138632781","0.209255848132737","0.248248429132825","3"
"Single","1995","Full Time","West Germany","1099","0.279593576881569","0.265882777027455","0.293304376735683","3"
"Single","1995","Part Time","West Germany","482","0.235925259565671","0.217336330316112","0.254514188815229","3"
"Single","1995","Part Time","East Germany","171","0.300521687136799","0.263896919208665","0.337146455064933","3"
"Single","1995","Not Working","West Germany","680","0.162672215990454","0.150433010098817","0.174911421882091","3"
"Single","1995","Not Working","East Germany","278","0.157554723487413","0.137810921683898","0.177298525290928","3"
"Widowed","1995","Full Time","West Germany","51","0.0148967456536516","0.0111959339725226","0.0185975573347806","5"
"Widowed","1995","Full Time","East Germany","26","","","","5"
"Widowed","1995","Part Time","West Germany","53","0.0354292522303667","0.0273355491327394","0.043522955327994","5"
"Widowed","1995","Part Time","East Germany","12","","","","5"
"Widowed","1995","Not Working","West Germany","483","0.229482625778914","0.215537741281615","0.243427510276213","5"
"Widowed","1995","Not Working","East Germany","197","0.216910177282366","0.194574970706647","0.239245383858084","5"
"Divorced","1996","Full Time","West Germany","237","0.0831767360075336","0.07457039408038","0.0917830779346872","4"
"Divorced","1996","Full Time","East Germany","104","0.0767404525332443","0.064399181323375","0.0890817237431137","4"
"Divorced","1996","Part Time","West Germany","119","0.0828526417555922","0.0710317126972504","0.0946735708139339","4"
"Divorced","1996","Part Time","East Germany","36","0.0747589469386377","0.0538536983541675","0.0956641955231079","4"
"Divorced","1996","Not Working","West Germany","105","0.0407616891827262","0.0340626953311401","0.0474606830343124","4"
"Divorced","1996","Not Working","East Germany","79","0.0757410178166244","0.0613083246671792","0.0901737109660696","4"
"Married","1996","Full Time","West Germany","2422","0.581360589330258","0.565985498291186","0.59673568036933","1"
"Married","1996","Full Time","East Germany","1234","0.650227565764089","0.628116417686947","0.67233871384123","1"
"Married","1996","Part Time","West Germany","1360","0.617046501577661","0.596201072504826","0.637891930650496","1"
"Married","1996","Part Time","East Germany","369","0.563665795848542","0.524245782079563","0.603085809617522","1"
"Married","1996","Not Working","East Germany","725","0.531406571676908","0.504186044797846","0.55862709855597","1"
"Married","1996","Not Working","West Germany","2096","0.554376791410991","0.537538165225576","0.571215417596406","1"
"Married, but separated","1996","Full Time","West Germany","110","0.022853326288209","0.0181960775227397","0.0275105750536784","2"
"Married, but separated","1996","Full Time","East Germany","23","","","","2"
"Married, but separated","1996","Part Time","West Germany","55","0.0302590369096008","0.0229133182285563","0.0376047555906452","2"
"Married, but separated","1996","Part Time","East Germany","16","","","","2"
"Married, but separated","1996","Not Working","East Germany","12","","","","2"
"Married, but separated","1996","Not Working","West Germany","74","0.0263255111530852","0.020901562910095","0.0317494593960754","2"
"Single","1996","Full Time","West Germany","1126","0.293273960769678","0.279085439161318","0.307462482378037","3"
"Single","1996","Full Time","East Germany","404","0.242951879477604","0.223067699330124","0.262836059625084","3"
"Single","1996","Part Time","West Germany","506","0.237630837277762","0.219378733446708","0.255882941108815","3"
"Single","1996","Part Time","East Germany","176","0.311620269689304","0.274805406759261","0.348435132619347","3"
"Single","1996","Not Working","East Germany","269","0.155341413024037","0.135582220340852","0.175100605707222","3"
"Single","1996","Not Working","West Germany","616","0.157429349837088","0.145090739494898","0.169767960179278","3"
"Widowed","1996","Full Time","West Germany","60","0.0193353876043216","0.0150438636566664","0.0236269115519768","5"
"Widowed","1996","Full Time","East Germany","22","","","","5"
"Widowed","1996","Part Time","West Germany","49","0.0322109824793847","0.0246396694594588","0.0397822954993106","5"
"Widowed","1996","Part Time","East Germany","11","","","","5"
"Widowed","1996","Not Working","West Germany","456","0.22110665841611","0.207047473566903","0.235165843265316","5"
"Widowed","1996","Not Working","East Germany","206","0.231209988408944","0.208211879199594","0.254208097618294","5"
"Divorced","1997","Full Time","West Germany","244","0.0834032127233057","0.0747044632127628","0.0921019622338486","4"
"Divorced","1997","Full Time","East Germany","105","0.0751572917459768","0.0626503585557822","0.0876642249361715","4"
"Divorced","1997","Part Time","West Germany","111","0.0768523750454485","0.0650211602144466","0.0886835898764504","4"
"Divorced","1997","Part Time","East Germany","36","0.0973685182098348","0.0736867370177441","0.121050299401926","4"
"Divorced","1997","Not Working","West Germany","115","0.0488548991758704","0.0415962828947564","0.0561135154569844","4"
"Divorced","1997","Not Working","East Germany","87","0.081337019310026","0.0666407251867118","0.0960333134333402","4"
"Married","1997","Full Time","West Germany","2361","0.578903662206036","0.563370132569256","0.594437191842817","1"
"Married","1997","Full Time","East Germany","1147","0.635731895730279","0.612903315422441","0.658560476038117","1"
"Married","1997","Part Time","West Germany","1275","0.610776168938367","0.589118791340747","0.632433546535987","1"
"Married","1997","Not Working","West Germany","2109","0.550564889077337","0.53381491478265","0.567314863372024","1"
"Married","1997","Part Time","East Germany","349","0.514525045727965","0.474600818370908","0.554449273085023","1"
"Married","1997","Not Working","East Germany","739","0.530077364691747","0.503244415234815","0.55691031414868","1"
"Married, but separated","1997","Full Time","West Germany","106","0.0260295718665305","0.0210202069759972","0.0310389367570639","2"
"Married, but separated","1997","Full Time","East Germany","33","0.0235470910728477","0.0163538334601749","0.0307403486855204","2"
"Married, but separated","1997","Part Time","West Germany","56","0.0340990671300504","0.0260378121738527","0.0421603220862481","2"
"Married, but separated","1997","Part Time","East Germany","15","","","","2"
"Married, but separated","1997","Not Working","West Germany","75","0.0228437945883376","0.0178129313600088","0.0278746578166664","2"
"Married, but separated","1997","Not Working","East Germany","13","","","","2"
"Single","1997","Full Time","West Germany","1122","0.295798943036317","0.281439985378221","0.310157900694413","3"
"Single","1997","Full Time","East Germany","402","0.252851759288378","0.232232754029261","0.273470764547495","3"
"Single","1997","Part Time","West Germany","449","0.241296186971518","0.222290810440958","0.260301563502078","3"
"Single","1997","Part Time","East Germany","186","0.331862682258478","0.294247608346077","0.369477756170878","3"
"Single","1997","Not Working","West Germany","633","0.15556065637451","0.143356423011162","0.167764889737858","3"
"Single","1997","Not Working","East Germany","292","0.168522194632659","0.148397028033634","0.188647361231684","3"
"Widowed","1997","Full Time","West Germany","48","0.0158646101678108","0.0119334711982022","0.0197957491374194","5"
"Widowed","1997","Full Time","East Germany","20","","","","5"
"Widowed","1997","Part Time","West Germany","56","0.0369762019146166","0.028594257531309","0.0453581462979242","5"
"Widowed","1997","Part Time","East Germany","16","","","","5"
"Widowed","1997","Not Working","West Germany","456","0.222175760783945","0.208177777691438","0.236173743876452","5"
"Widowed","1997","Not Working","East Germany","198","0.21329066395368","0.191267552550584","0.235313775356777","5"
"Divorced","1998","Full Time","West Germany","279","0.0843546071811588","0.0759764205953578","0.0927327937669598","4"
"Divorced","1998","Full Time","East Germany","105","0.0722736597941786","0.0601728303857882","0.084374489202569","4"
"Divorced","1998","Part Time","West Germany","146","0.0885063143068449","0.0766024584449429","0.100410170168747","4"
"Divorced","1998","Not Working","West Germany","144","0.0461048268422825","0.0395863154872296","0.0526233381973354","4"
"Divorced","1998","Part Time","East Germany","43","0.102261957796618","0.0796870019365367","0.1248369136567","4"
"Divorced","1998","Not Working","East Germany","98","0.0783199634207222","0.064360395716768","0.0922795311246763","4"
"Married","1998","Full Time","West Germany","2567","0.585402497948068","0.570550920193088","0.600254075703048","1"
"Married","1998","Full Time","East Germany","1157","0.615814663925763","0.593084080832387","0.638545247019138","1"
"Married","1998","Part Time","West Germany","1416","0.616885287311669","0.596510629623455","0.637259944999883","1"
"Married","1998","Part Time","East Germany","401","0.561404556144124","0.524433226646768","0.598375885641481","1"
"Married","1998","Not Working","West Germany","2450","0.551307884943038","0.53584835716542","0.566767412720657","1"
"Married","1998","Not Working","East Germany","813","0.535904098840101","0.509992569485295","0.561815628194907","1"
"Married, but separated","1998","Full Time","East Germany","33","0.0268334285314235","0.0192816917216217","0.0343851653412253","2"
"Married, but separated","1998","Full Time","West Germany","108","0.0285050318578815","0.0234883910081792","0.0335216727075837","2"
"Married, but separated","1998","Part Time","West Germany","66","0.0356945551331685","0.0279189894242267","0.0434701208421103","2"
"Married, but separated","1998","Part Time","East Germany","16","","","","2"
"Married, but separated","1998","Not Working","West Germany","84","0.0206476127387472","0.0162275409872662","0.0250676844902282","2"
"Married, but separated","1998","Not Working","East Germany","18","","","","2"
"Single","1998","Full Time","West Germany","1223","0.288661475342429","0.275001039827761","0.302321910857097","3"
"Single","1998","Full Time","East Germany","442","0.273044604358947","0.252224358535903","0.29386485018199","3"
"Single","1998","Part Time","West Germany","511","0.232069187328154","0.214376512853259","0.24976186180305","3"
"Single","1998","Part Time","East Germany","216","0.287323420027888","0.253608137680405","0.32103870237537","3"
"Single","1998","Not Working","West Germany","743","0.169888059338778","0.158215269636446","0.18156084904111","3"
"Single","1998","Not Working","East Germany","288","0.162311358252724","0.143152862350822","0.181469854154625","3"
"Widowed","1998","Full Time","West Germany","50","0.0130763876704634","0.00965172633444127","0.0165010490064855","5"
"Widowed","1998","Full Time","East Germany","22","","","","5"
"Widowed","1998","Part Time","West Germany","48","0.0268446559201631","0.020070679097619","0.0336186327427072","5"
"Widowed","1998","Part Time","East Germany","16","","","","5"
"Widowed","1998","Not Working","West Germany","555","0.212051616137154","0.199346033620259","0.224757198654048","5"
"Widowed","1998","Not Working","East Germany","206","0.209711295606423","0.188559392910054","0.230863198302792","5"
"Divorced","1999","Full Time","West Germany","311","0.0929770855902214","0.0841247076189989","0.101829463561444","4"
"Divorced","1999","Full Time","East Germany","110","0.0885587491097186","0.0750494916502036","0.102068006569234","4"
"Divorced","1999","Part Time","West Germany","130","0.0790307931622908","0.0678384318672599","0.0902231544573218","4"
"Divorced","1999","Part Time","East Germany","45","0.0882544337865852","0.0674331059343268","0.109075761638844","4"
"Divorced","1999","Not Working","West Germany","143","0.0516738280817407","0.044393921628732","0.0589537345347494","4"
"Divorced","1999","Not Working","East Germany","103","0.0893441755908727","0.0742729305235131","0.104415420658232","4"
"Married","1999","Full Time","West Germany","2486","0.580237740562573","0.565193594685089","0.595281886440058","1"
"Married","1999","Full Time","East Germany","1077","0.597710120179908","0.574393464477744","0.621026775882072","1"
"Married","1999","Part Time","West Germany","1382","0.590837368601912","0.570439586177906","0.611235151025918","1"
"Married","1999","Part Time","East Germany","413","0.526061978703476","0.489411254656946","0.562712702750006","1"
"Married","1999","Not Working","East Germany","765","0.513958388995845","0.487550141623221","0.540366636368469","1"
"Married","1999","Not Working","West Germany","2216","0.552619973574616","0.536268262802306","0.568971684346927","1"
"Married, but separated","1999","Full Time","West Germany","114","0.0277551183017114","0.0227476036461301","0.0327626329572927","2"
"Married, but separated","1999","Full Time","East Germany","28","","","","2"
"Married, but separated","1999","Part Time","West Germany","61","0.0319782224021415","0.0246790987817014","0.0392773460225817","2"
"Married, but separated","1999","Part Time","East Germany","14","","","","2"
"Married, but separated","1999","Not Working","East Germany","23","","","","2"
"Married, but separated","1999","Not Working","West Germany","71","0.0191610481008564","0.0146526724524623","0.0236694237492504","2"
"Single","1999","Full Time","West Germany","1187","0.288810467092362","0.274995113734512","0.302625820450212","3"
"Single","1999","Full Time","East Germany","457","0.274002214268754","0.252794391476506","0.295210037061002","3"
"Single","1999","Part Time","West Germany","597","0.262330756926576","0.244081027072733","0.28058048678042","3"
"Single","1999","Part Time","East Germany","230","0.351059342586368","0.316024829507186","0.38609385566555","3"
"Single","1999","Not Working","West Germany","617","0.157226717179055","0.145255724492606","0.169197709865504","3"
"Single","1999","Not Working","East Germany","277","0.162483783837857","0.142992497638018","0.181975070037696","3"
"Widowed","1999","Full Time","East Germany","27","","","","5"
"Widowed","1999","Full Time","West Germany","36","0.0102195884531318","0.00715375198654991","0.0132854249197137","5"
"Widowed","1999","Part Time","West Germany","62","0.0358228589070787","0.0281127673977985","0.043532950416359","5"
"Widowed","1999","Part Time","East Germany","11","","","","5"
"Widowed","1999","Not Working","West Germany","505","0.219318433063732","0.205710688692563","0.232926177434901","5"
"Widowed","1999","Not Working","East Germany","208","0.213982490795307","0.192313229647668","0.235651751942945","5"
"Divorced","2000","Full Time","West Germany","535","0.0850615517458491","0.0787533730658514","0.0913697304258468","4"
"Divorced","2000","Full Time","East Germany","197","0.0928170251513042","0.0815786229706896","0.104055427331919","4"
"Divorced","2000","Part Time","West Germany","242","0.0719068048670954","0.0639170762347494","0.0798965334994415","4"
"Divorced","2000","Part Time","East Germany","90","0.120104930660897","0.100617476848827","0.139592384472967","4"
"Divorced","2000","Not Working","West Germany","249","0.0434901889475273","0.0386375103831551","0.0483428675118995","4"
"Divorced","2000","Not Working","East Germany","156","0.0843010507867852","0.0727668924568951","0.0958352091166753","4"
"Married","2000","Full Time","West Germany","4641","0.579134938678619","0.567971378531712","0.590298498825525","1"
"Married","2000","Full Time","East Germany","1605","0.591475950665362","0.57243797965009","0.610513921680634","1"
"Married","2000","Part Time","West Germany","2560","0.605841980165421","0.590728443486795","0.620955516844047","1"
"Married","2000","Not Working","West Germany","4366","0.585492806337455","0.573771716865347","0.597213895809564","1"
"Married","2000","Part Time","East Germany","564","0.488033092633663","0.458068745533022","0.517997439734303","1"
"Married","2000","Not Working","East Germany","1264","0.529620784801128","0.508900313541959","0.550341256060297","1"
"Married, but separated","2000","Full Time","East Germany","42","0.0163870425185504","0.0114699801985897","0.0213041048385111","2"
"Married, but separated","2000","Full Time","West Germany","174","0.0239789928910067","0.0205197070549331","0.0274382787270802","2"
"Married, but separated","2000","Part Time","West Germany","105","0.0271651454828327","0.0221373590978974","0.032192931867768","2"
"Married, but separated","2000","Part Time","East Germany","27","","","","2"
"Married, but separated","2000","Not Working","East Germany","37","0.0140521113895005","0.00916569098036285","0.0189385317986381","2"
"Married, but separated","2000","Not Working","West Germany","112","0.0174127673195779","0.0143006166093929","0.0205249180297628","2"
"Single","2000","Full Time","East Germany","677","0.282701369171525","0.265260936351168","0.300141801991881","3"
"Single","2000","Full Time","West Germany","2075","0.298427178837487","0.288080595471325","0.30877376220365","3"
"Single","2000","Part Time","West Germany","1004","0.262194045854764","0.248591076196702","0.275797015512827","3"
"Single","2000","Part Time","East Germany","366","0.334691688715519","0.306404279266397","0.362979098164642","3"
"Single","2000","Not Working","East Germany","428","0.161285818896902","0.146017256730176","0.176554381063628","3"
"Single","2000","Not Working","West Germany","1064","0.149250632365087","0.140772502380386","0.157728762349788","3"
"Widowed","2000","Full Time","West Germany","88","0.0133973378470386","0.0107976464754366","0.0159970292186406","5"
"Widowed","2000","Full Time","East Germany","40","0.0166186124932589","0.0116675127627152","0.0215697122238025","5"
"Widowed","2000","Part Time","West Germany","105","0.0328920236298868","0.0273758996553734","0.0384081476044002","5"
"Widowed","2000","Part Time","East Germany","22","","","","5"
"Widowed","2000","Not Working","West Germany","995","0.204353605030352","0.194759767382484","0.21394744267822","5"
"Widowed","2000","Not Working","East Germany","344","0.210740234125685","0.193809461862062","0.227671006389307","5"
"Divorced","2001","Full Time","West Germany","496","0.0868713848028556","0.0801419719157011","0.0936007976900102","4"
"Divorced","2001","Full Time","East Germany","175","0.0921521445070046","0.0804128208306849","0.103891468183324","4"
"Divorced","2001","Part Time","West Germany","262","0.0870819731264726","0.0781454379108008","0.0960185083421444","4"
"Divorced","2001","Part Time","East Germany","76","0.110657514043414","0.0912817725988222","0.130033255488006","4"
"Divorced","2001","Not Working","West Germany","219","0.0451976194469661","0.0399302514184593","0.0504649874754729","4"
"Divorced","2001","Not Working","East Germany","155","0.0878715310326314","0.0757917526826657","0.0999513093825972","4"
"Married","2001","Full Time","West Germany","4119","0.564624935058548","0.55277858314665","0.576471286970445","1"
"Married","2001","Full Time","East Germany","1457","0.586107180038482","0.566117019353708","0.606097340723256","1"
"Married","2001","Part Time","West Germany","2421","0.591308649608922","0.575727697656653","0.606889601561191","1"
"Married","2001","Part Time","East Germany","525","0.476930143240755","0.446081178909303","0.507779107572207","1"
"Married","2001","Not Working","West Germany","3801","0.580795784397669","0.568284448481049","0.59330712031429","1"
"Married","2001","Not Working","East Germany","1190","0.518313461206859","0.496993551439811","0.539633370973907","1"
"Married, but separated","2001","Full Time","West Germany","161","0.0243681138612711","0.0206840531597875","0.0280521745627546","2"
"Married, but separated","2001","Part Time","West Germany","90","0.0265670747744935","0.0214700818102663","0.0316640677387207","2"
"Married, but separated","2001","Full Time","East Germany","43","0.0211993725678288","0.0153529198570995","0.0270458252785581","2"
"Married, but separated","2001","Part Time","East Germany","21","","","","2"
"Married, but separated","2001","Not Working","West Germany","108","0.0184951093094826","0.0150788264545298","0.0219113921644353","2"
"Married, but separated","2001","Not Working","East Germany","38","0.0168800566749133","0.0113834195516237","0.0223766937982029","2"
"Single","2001","Full Time","West Germany","1874","0.309842518211755","0.298793659147011","0.320891377276499","3"
"Single","2001","Full Time","East Germany","615","0.281231339852775","0.262983551199073","0.299479128506478","3"
"Single","2001","Part Time","West Germany","962","0.26552244249014","0.251525633644088","0.279519251336191","3"
"Single","2001","Part Time","East Germany","369","0.368267168221917","0.338476408342147","0.398057928101686","3"
"Single","2001","Not Working","West Germany","950","0.149609413254288","0.14056526197318","0.158653564535396","3"
"Single","2001","Not Working","East Germany","411","0.163765563376387","0.147975561587795","0.179555565164979","3"
"Widowed","2001","Full Time","West Germany","79","0.0142930480655705","0.0114570288850962","0.0171290672460448","5"
"Widowed","2001","Full Time","East Germany","42","0.0193099630339092","0.0137247412812814","0.0248951847865371","5"
"Widowed","2001","Part Time","West Germany","89","0.0295198599999725","0.0241552318748405","0.0348844881251045","5"
"Widowed","2001","Part Time","East Germany","16","","","","5"
"Widowed","2001","Not Working","West Germany","897","0.205902073591594","0.195649178176772","0.216154969006417","5"
"Widowed","2001","Not Working","East Germany","316","0.21316938770921","0.195694680559889","0.23064409485853","5"
"Divorced","2002","Full Time","West Germany","558","0.0925525559572694","0.0858862578626499","0.0992188540518888","4"
"Divorced","2002","Full Time","East Germany","174","0.0963649061891432","0.084326023439937","0.108403788938349","4"
"Divorced","2002","Part Time","West Germany","257","0.0777963547303169","0.0697111535419626","0.0858815559186712","4"
"Divorced","2002","Not Working","West Germany","232","0.0523584157921954","0.0467886389984477","0.0579281925859431","4"
"Divorced","2002","Part Time","East Germany","75","0.109997067966022","0.0908237821061799","0.129170353825863","4"
"Divorced","2002","Not Working","East Germany","160","0.0904034678904963","0.0781650086920156","0.102641927088977","4"
"Married","2002","Full Time","West Germany","4562","0.551401114236016","0.53996067508283","0.562841553389202","1"
"Married","2002","Full Time","East Germany","1454","0.567142584582147","0.546928748073215","0.587356421091078","1"
"Married","2002","Part Time","West Germany","2718","0.609762859094122","0.595038290675197","0.624487427513046","1"
"Married","2002","Part Time","East Germany","528","0.467847418412061","0.437271431801726","0.498423405022395","1"
"Married","2002","Not Working","West Germany","3892","0.58149799397055","0.569162817416034","0.593833170525065","1"
"Married","2002","Not Working","East Germany","1154","0.505638498093504","0.484300572864125","0.526976423322883","1"
"Married, but separated","2002","Full Time","West Germany","170","0.0243658218880591","0.0208192087684527","0.0279124350076655","2"
"Married, but separated","2002","Full Time","East Germany","43","0.0186264297165319","0.0131105831544096","0.0241422762786543","2"
"Married, but separated","2002","Part Time","West Germany","91","0.0262952081442198","0.0214651790140888","0.0311252372743507","2"
"Married, but separated","2002","Part Time","East Germany","22","","","","2"
"Married, but separated","2002","Not Working","West Germany","102","0.0178994520880292","0.0145841711789274","0.021214732997131","2"
"Married, but separated","2002","Not Working","East Germany","38","0.0178720340324835","0.0122177081981808","0.0235263598667861","2"
"Single","2002","Full Time","West Germany","1896","0.318600674999077","0.307882916277572","0.329318433720581","3"
"Single","2002","Full Time","East Germany","601","0.304066763561697","0.285299608012832","0.322833919110562","3"
"Single","2002","Part Time","West Germany","1052","0.251502616101705","0.238405846521942","0.264599385681469","3"
"Single","2002","Part Time","East Germany","372","0.371536339097199","0.3419254799553","0.401147198239098","3"
"Single","2002","Not Working","West Germany","1054","0.152127602820532","0.143147284174946","0.161107921466118","3"
"Single","2002","Not Working","East Germany","447","0.183744580058031","0.167216206914058","0.200272953202004","3"
"Widowed","2002","Full Time","West Germany","74","0.0130798329195786","0.0104663366131343","0.0156933292260229","5"
"Widowed","2002","Full Time","East Germany","36","0.0137993159504808","0.00904003198839328","0.0185585999125682","5"
"Widowed","2002","Part Time","West Germany","98","0.0346429619296365","0.0291228322315247","0.0401630916277483","5"
"Widowed","2002","Part Time","East Germany","26","","","","5"
"Widowed","2002","Not Working","West Germany","864","0.196116535328694","0.186188206756945","0.206044863900442","5"
"Widowed","2002","Not Working","East Germany","310","0.202341419925485","0.185195502874704","0.219487336976266","5"
"Divorced","2003","Full Time","East Germany","182","0.111081893547469","0.0979391983328193","0.124224588762119","4"
"Divorced","2003","Full Time","West Germany","513","0.0910119306736697","0.0841268450842577","0.0978970162630816","4"
"Divorced","2003","Part Time","West Germany","263","0.0876032560117423","0.0789525944800145","0.0962539175434701","4"
"Divorced","2003","Part Time","East Germany","68","0.0843136748408852","0.0673283480385619","0.101299001643209","4"
"Divorced","2003","Not Working","East Germany","154","0.0928311056544665","0.0804955903149609","0.105166620993972","4"
"Divorced","2003","Not Working","West Germany","253","0.0546058233902143","0.0488734378045039","0.0603382089759247","4"
"Married","2003","Full Time","West Germany","4100","0.544032135328918","0.532109823325225","0.555954447332612","1"
"Married","2003","Full Time","East Germany","1336","0.554165166477912","0.53337593027741","0.574954402678414","1"
"Married","2003","Part Time","West Germany","2640","0.596548360150129","0.581537143148325","0.611559577151932","1"
"Married","2003","Part Time","East Germany","528","0.47490217835934","0.444375909647299","0.505428447071382","1"
"Married","2003","Not Working","West Germany","3758","0.573595238882225","0.561117863376501","0.586072614387948","1"
"Married","2003","Not Working","East Germany","1158","0.497950647198303","0.476697031805182","0.519204262591425","1"
"Married, but separated","2003","Full Time","West Germany","175","0.0251527222781944","0.0214043572471522","0.0289010873092366","2"
"Married, but separated","2003","Full Time","East Germany","50","0.0262045504394526","0.0195233553961275","0.0328857454827778","2"
"Married, but separated","2003","Part Time","West Germany","112","0.0297366748681066","0.0245392485326359","0.0349341012035772","2"
"Married, but separated","2003","Part Time","East Germany","19","","","","2"
"Married, but separated","2003","Not Working","West Germany","92","0.0172366869417676","0.0139530070111923","0.0205203668723429","2"
"Married, but separated","2003","Not Working","East Germany","34","0.0151125071119796","0.00992656062262394","0.0202984536013353","2"
"Single","2003","Full Time","East Germany","589","0.291319162340975","0.272315303567881","0.31032302111407","3"
"Single","2003","Full Time","West Germany","1845","0.326954739186187","0.315725585083471","0.338183893288902","3"
"Single","2003","Part Time","West Germany","997","0.25164886375721","0.238370409230295","0.264927318284125","3"
"Single","2003","Part Time","East Germany","395","0.400059831371673","0.370111820791516","0.43000784195183","3"
"Single","2003","Not Working","East Germany","469","0.19866853333195","0.181708093825639","0.215628972838261","3"
"Single","2003","Not Working","West Germany","1072","0.161457337784116","0.152174068917038","0.170740606651194","3"
"Widowed","2003","Full Time","West Germany","71","0.012848472533031","0.0101526037528033","0.0155443413132587","5"
"Widowed","2003","Part Time","West Germany","91","0.0344628452128121","0.0288812621449456","0.0400444282806786","5"
"Widowed","2003","Full Time","East Germany","39","0.0172292271941906","0.011786821175844","0.0226716332125371","5"
"Widowed","2003","Part Time","East Germany","18","","","","5"
"Widowed","2003","Not Working","West Germany","860","0.193104913001677","0.183145937798353","0.203063888205002","5"
"Widowed","2003","Not Working","East Germany","311","0.1954372067033","0.178581380030701","0.2122930333759","5"
"Divorced","2004","Full Time","East Germany","167","0.102036347039143","0.0889586209793475","0.115114073098938","4"
"Divorced","2004","Full Time","West Germany","489","0.0929923445219693","0.0858732491054335","0.100111439938505","4"
"Divorced","2004","Part Time","West Germany","282","0.0889038474134422","0.0800862161563001","0.0977214786705843","4"
"Divorced","2004","Part Time","East Germany","76","0.096888578030131","0.0786906464254864","0.115086509634776","4"
"Divorced","2004","Not Working","West Germany","268","0.059031564497912","0.0530700387555343","0.0649930902402896","4"
"Divorced","2004","Not Working","East Germany","161","0.0952584826950633","0.0828866533411742","0.107630312048952","4"
"Married","2004","Full Time","West Germany","3877","0.537897281077457","0.525676057893892","0.550118504261023","1"
"Married","2004","Full Time","East Germany","1241","0.54035847252239","0.518826886656343","0.561890058388437","1"
"Married","2004","Part Time","West Germany","2551","0.585818743357053","0.570557623576361","0.601079863137745","1"
"Married","2004","Part Time","East Germany","518","0.441489870406698","0.410941294543516","0.472038446269881","1"
"Married","2004","Not Working","East Germany","1157","0.487925607282997","0.466860524689465","0.508990689876529","1"
"Married","2004","Not Working","West Germany","3687","0.560944227231645","0.548391229898093","0.573497224565197","1"
"Married, but separated","2004","Full Time","West Germany","171","0.0300222182363785","0.0258391204131558","0.0342053160596012","2"
"Married, but separated","2004","Full Time","East Germany","57","0.037800263743657","0.029560676859922","0.0460398506273919","2"
"Married, but separated","2004","Part Time","West Germany","93","0.02703084493066","0.0220063906856942","0.0320552991756258","2"
"Married, but separated","2004","Part Time","East Germany","13","","","","2"
"Married, but separated","2004","Not Working","West Germany","98","0.0174303020628142","0.0141200437168576","0.0207405604087709","2"
"Married, but separated","2004","Not Working","East Germany","35","0.017283122719425","0.0117909378734134","0.0227753075654366","2"
"Single","2004","Full Time","West Germany","1793","0.327580760501775","0.316076068464282","0.339085452539268","3"
"Single","2004","Full Time","East Germany","557","0.304569135582502","0.284685521201861","0.324452749963142","3"
"Single","2004","Part Time","West Germany","979","0.263040641847255","0.24939975062573","0.276681533068781","3"
"Single","2004","Part Time","East Germany","386","0.419680539672798","0.389320100257851","0.450040979087745","3"
"Single","2004","Not Working","West Germany","1116","0.172341124248676","0.162787945618986","0.181894302878367","3"
"Single","2004","Not Working","East Germany","515","0.214301684509431","0.197009074996307","0.231594294022554","3"
"Widowed","2004","Full Time","East Germany","36","0.0152357811123091","0.00994373160636481","0.0205278306182534","5"
"Widowed","2004","Full Time","West Germany","63","0.0115073956624193","0.00889300204916455","0.014121789275674","5"
"Widowed","2004","Part Time","West Germany","97","0.0352059224515895","0.0294959406078142","0.0409159042953647","5"
"Widowed","2004","Part Time","East Germany","22","","","","5"
"Widowed","2004","Not Working","West Germany","835","0.190252781958952","0.180324639744935","0.20018092417297","5"
"Widowed","2004","Not Working","East Germany","295","0.185231102793084","0.168859394101225","0.201602811484944","5"
"Divorced","2005","Full Time","West Germany","493","0.0971286690156758","0.0896911841506462","0.104566153880705","4"
"Divorced","2005","Full Time","East Germany","172","0.113885665645245","0.0997387197055809","0.128032611584908","4"
"Divorced","2005","Part Time","West Germany","261","0.0847021279430205","0.0758655088775021","0.0935387470085389","4"
"Divorced","2005","Part Time","East Germany","78","0.109902684235868","0.0905849471403867","0.129220421331349","4"
"Divorced","2005","Not Working","East Germany","153","0.0951262226862141","0.0825988513609587","0.10765359401147","4"
"Divorced","2005","Not Working","West Germany","264","0.0617871840071512","0.0555774645722659","0.0679969034420366","4"
"Married","2005","Full Time","West Germany","3662","0.536790886544369","0.524267246997195","0.549314526091543","1"
"Married","2005","Full Time","East Germany","1151","0.515350423922981","0.493094351899973","0.53760649594599","1"
"Married","2005","Part Time","West Germany","2396","0.561407194361241","0.545659118966935","0.577155269755547","1"
"Married","2005","Part Time","East Germany","506","0.44206220114584","0.411388375897675","0.472736026394005","1"
"Married","2005","Not Working","West Germany","3461","0.547630061591247","0.534793089255771","0.560467033926722","1"
"Married","2005","Not Working","East Germany","1139","0.488605136797272","0.467261274116636","0.509948999477908","1"
"Married, but separated","2005","Full Time","West Germany","167","0.0296123322351276","0.0253548937105594","0.0338697707596957","2"
"Married, but separated","2005","Part Time","West Germany","103","0.0327728707232087","0.027122470326155","0.0384232711202625","2"
"Married, but separated","2005","Full Time","East Germany","52","0.0308703104193884","0.0231675794758495","0.0385730413629273","2"
"Married, but separated","2005","Part Time","East Germany","14","","","","2"
