"pgfamstd","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"Single","2005","35-65 y.","1075","0.129008319322979","0.122911662632078","0.13510497601388","3"
"Single","2005","66 and older","124","0.0450409719625902","0.0384277460229464","0.051654197902234","3"
"Widowed","2005","16-34 y.","6","","","","5"
"Widowed","2005","35-65 y.","322","0.0304433680701756","0.0273186645410449","0.0335680715993062","5"
"Widowed","2005","66 and older","993","0.322505736468184","0.30760050765576","0.337410965280609","5"
"Divorced","2006","16-34 y.","100","0.0216804972826074","0.017811806595349","0.0255491879698657","4"
"Divorced","2006","35-65 y.","1292","0.132165345117606","0.126203686795035","0.138127003440176","4"
"Divorced","2006","66 and older","204","0.0566020062801007","0.0498110788656238","0.0633929336945777","4"
"Married","2006","16-34 y.","1182","0.218729247318748","0.207748213090136","0.229710281547361","1"
"Married","2006","35-65 y.","9191","0.669759572849375","0.661480830362321","0.678038315336428","1"
"Married","2006","66 and older","2870","0.551003676109573","0.536386470950124","0.565620881269022","1"
"Married, but separated","2006","16-34 y.","44","0.0132451016418364","0.0102082657339307","0.0162819375497421","2"
"Married, but separated","2006","35-65 y.","379","0.0348701771903778","0.03164086720584","0.0380994871749156","2"
"Married, but separated","2006","66 and older","72","0.0183678669342454","0.0144217545732908","0.0223139792952","2"
"Single","2006","16-34 y.","4113","0.745673754782052","0.734105734234784","0.75724177532932","3"
"Single","2006","35-65 y.","1206","0.135609089328364","0.129582254547468","0.141635924109261","3"
"Single","2006","66 and older","155","0.0499879600198242","0.0435837883759666","0.0563921316636818","3"
"Widowed","2006","16-34 y.","5","","","","5"
"Widowed","2006","35-65 y.","329","0.0275958155142775","0.0247122168452622","0.0304794141832928","5"
"Widowed","2006","66 and older","1147","0.324038490656257","0.310284618426255","0.337792362886259","5"
"Divorced","2007","16-34 y.","66","0.0144773014056643","0.0111871093370559","0.0177674934742727","4"
"Divorced","2007","35-65 y.","1240","0.134151598765241","0.127909562645074","0.140393634885408","4"
"Divorced","2007","66 and older","225","0.0652103219931554","0.0578834199236497","0.0725372240626611","4"
"Married","2007","16-34 y.","1041","0.207662681026282","0.196489459446962","0.218835902605602","1"
"Married","2007","35-65 y.","8388","0.658632167087918","0.649947759709312","0.667316574466523","1"
"Married","2007","66 and older","2859","0.564704468454547","0.549991240045377","0.579417696863717","1"
"Married, but separated","2007","16-34 y.","35","0.0106323140600702","0.0078071941466981","0.0134574339734423","2"
"Married, but separated","2007","35-65 y.","350","0.0355063461830358","0.0321170454925447","0.038895646873527","2"
"Married, but separated","2007","66 and older","76","0.0196481161875783","0.015529448874541","0.0237667835006156","2"
"Single","2007","35-65 y.","1168","0.14236638570579","0.13596664986122","0.148766121550361","3"
"Single","2007","16-34 y.","3915","0.76532876623789","0.753655347233777","0.777002185242003","3"
"Single","2007","66 and older","144","0.0471097451806724","0.0408221860742187","0.0533973042871262","3"
"Widowed","2007","16-34 y.","6","","","","5"
"Widowed","2007","35-65 y.","306","0.0293435022580152","0.026252522378586","0.0324344821374445","5"
"Widowed","2007","66 and older","1058","0.303327348184047","0.289685430464054","0.31696926590404","5"
"Divorced","2008","16-34 y.","58","0.0148453563218396","0.011361189560305","0.0183295230833741","4"
"Divorced","2008","35-65 y.","1185","0.13572157558392","0.129220882405954","0.142222268761886","4"
"Divorced","2008","66 and older","229","0.068158316398482","0.0606457907595783","0.0756708420373857","4"
"Married","2008","35-65 y.","7740","0.648006088273311","0.638941136343722","0.657071040202901","1"
"Married","2008","16-34 y.","926","0.20396536186777","0.192356340545191","0.215574383190349","1"
"Married","2008","66 and older","2849","0.564714001563715","0.54993459146788","0.579493411659549","1"
"Married, but separated","2008","16-34 y.","31","0.00514581275167175","0.00308443245124279","0.00720719305210071","2"
"Married, but separated","2008","66 and older","75","0.020151246505961","0.0159624819180408","0.0243400110938811","2"
"Married, but separated","2008","35-65 y.","321","0.0341223740741049","0.0306765820671216","0.0375681660810882","2"
"Single","2008","35-65 y.","1130","0.151332511156764","0.144530406833016","0.158134615480513","3"
"Single","2008","16-34 y.","3609","0.774443159822144","0.76240183724396","0.786484482400328","3"
"Single","2008","66 and older","136","0.0468923807526094","0.0405903925581978","0.0531943689470209","3"
"Widowed","2008","16-34 y.","4","","","","5"
"Widowed","2008","35-65 y.","287","0.0308174509118992","0.0275371813377203","0.034097720486078","5"
"Widowed","2008","66 and older","1034","0.300084054779233","0.286422507899422","0.313745601659044","5"
"Divorced","2009","16-34 y.","45","0.0111369725877035","0.00797895602093471","0.0142949891544723","4"
"Divorced","2009","35-65 y.","1149","0.136822108677514","0.130043667629167","0.143600549725862","4"
"Divorced","2009","66 and older","220","0.0674806828244778","0.0598833105549068","0.0750780550940487","4"
"Married","2009","16-34 y.","763","0.182855296746371","0.171222985438465","0.194487608054277","1"
"Married","2009","35-65 y.","7115","0.651987438482413","0.642591966455534","0.661382910509292","1"
"Married","2009","66 and older","2759","0.56502490335492","0.550010407789753","0.580039398920088","1"
"Married, but separated","2009","16-34 y.","48","0.00862804430614244","0.00584489018386511","0.0114111984284198","2"
"Married, but separated","2009","35-65 y.","285","0.0337198276085007","0.0301594526611205","0.0372802025558809","2"
"Married, but separated","2009","66 and older","76","0.0207040167986596","0.016391517407417","0.0250165161899022","2"
"Single","2009","16-34 y.","3384","0.796231950836562","0.78411061167687","0.808353289996254","3"
"Single","2009","35-65 y.","1055","0.147862861850648","0.140861446699713","0.154864277001582","3"
"Single","2009","66 and older","136","0.0487975014588704","0.0422725086321141","0.0553224942856268","3"
"Widowed","2009","16-34 y.","2","","","","5"
"Widowed","2009","35-65 y.","270","0.0296077633809245","0.0262644430682057","0.0329510836936434","5"
"Widowed","2009","66 and older","997","0.297992895563072","0.284140704814932","0.311845086311212","5"
"Divorced","2010","16-34 y.","143","0.0102456718226877","0.00787544396784883","0.0126158996775266","4"
"Divorced","2010","35-65 y.","1668","0.141187015906067","0.135283285217183","0.147090746594952","4"
"Divorced","2010","66 and older","225","0.0712195754975388","0.0632956988551649","0.0791434521399128","4"
"Married","2010","16-34 y.","2464","0.186034507491114","0.176875341629961","0.195193673352266","1"
"Married","2010","35-65 y.","9468","0.644436245417692","0.636320496946035","0.65255199388935","1"
"Married","2010","66 and older","2668","0.567175156115965","0.551910178247623","0.582440133984306","1"
"Married, but separated","2010","16-34 y.","86","0.0109123859219429","0.0084670788020333","0.0133576930418525","2"
"Married, but separated","2010","35-65 y.","433","0.0344866965976227","0.0313929496575235","0.0375804435377219","2"
"Married, but separated","2010","66 and older","74","0.0204824435083441","0.0161185063909454","0.0248463806257427","2"
"Single","2010","16-34 y.","4237","0.79228347917564","0.782735048656221","0.80183190969506","3"
"Single","2010","35-65 y.","1504","0.152636117025755","0.146538733868331","0.15873350018318","3"
"Single","2010","66 and older","126","0.0457145877663153","0.039279595411849","0.0521495801207816","3"
"Widowed","2010","16-34 y.","4","","","","5"
"Widowed","2010","35-65 y.","291","0.0272539250528621","0.0244933845105628","0.0300144655951614","5"
"Widowed","2010","66 and older","954","0.295408237111837","0.281352242883907","0.309464231339767","5"
"Divorced","2011","16-34 y.","133","0.0120047768661432","0.00950358271438432","0.014505971017902","4"
"Divorced","2011","35-65 y.","2077","0.137748162448979","0.132459233065085","0.143037091832873","4"
"Divorced","2011","66 and older","295","0.0723659531882182","0.0653075503524965","0.0794243560239399","4"
"Married","2011","16-34 y.","2230","0.179192921629332","0.170384990548717","0.188000852709948","1"
"Married","2011","66 and older","3425","0.575256172146774","0.561789969705404","0.588722374588145","1"
"Married","2011","35-65 y.","11460","0.645012084565428","0.63766866220899","0.652355506921865","1"
"Married, but separated","2011","16-34 y.","107","0.0111733396105032","0.00875929929206712","0.0135873799289393","2"
"Married, but separated","2011","35-65 y.","523","0.0315047830984617","0.0288241042707645","0.0341854619261588","2"
"Married, but separated","2011","66 and older","91","0.0193722446699881","0.0156173909678281","0.0231270983721481","2"
"Single","2011","16-34 y.","4806","0.796862252620929","0.78762208436314","0.806102420878718","3"
"Single","2011","35-65 y.","1862","0.156967522827535","0.151384944151841","0.162550101503229","3"
"Single","2011","66 and older","188","0.0483161817209381","0.0424744231735081","0.0541579402683681","3"
"Widowed","2011","16-34 y.","7","","","","5"
"Widowed","2011","35-65 y.","389","0.028767447059597","0.026202253897491","0.0313326402217029","5"
"Widowed","2011","66 and older","1177","0.284689448274081","0.272395710133576","0.296983186414586","5"
"Divorced","2012","16-34 y.","121","0.012657049340561","0.0100153360099368","0.0152987626711852","4"
"Divorced","2012","35-65 y.","2148","0.137996498690654","0.132664854623187","0.143328142758121","4"
"Divorced","2012","66 and older","316","0.0750865892441818","0.0679437562344135","0.0822294222539501","4"
"Married","2012","16-34 y.","1930","0.19333327476381","0.184001036650828","0.202665512876791","1"
"Married","2012","35-65 y.","11136","0.645020146887581","0.637623053650686","0.652417240124477","1"
"Married","2012","66 and older","3496","0.590053511996863","0.576722962400897","0.603384061592828","1"
"Married, but separated","2012","16-34 y.","97","0.00876022409386296","0.00655814758160537","0.0109623006061206","2"
"Married, but separated","2012","35-65 y.","524","0.0315664931319994","0.0288636510490927","0.0342693352149061","2"
"Married, but separated","2012","66 and older","92","0.0200802055169293","0.0162781529938634","0.0238822580399952","2"
"Single","2012","16-34 y.","4726","0.784583407178251","0.774868367646522","0.794298446709979","3"
"Single","2012","35-65 y.","1870","0.157115522003089","0.151489956645484","0.162741087360693","3"
"Single","2012","66 and older","189","0.0491238455145294","0.0432658784332871","0.0549818125957717","3"
"Widowed","2012","16-34 y.","5","","","","5"
"Widowed","2012","35-65 y.","397","0.028301339286677","0.025737788673987","0.030864889899367","5"
"Widowed","2012","66 and older","1136","0.265655847727497","0.253684355700054","0.27762733975494","5"
"Divorced","2013","35-65 y.","2299","0.137172074771872","0.132106704674365","0.142237444869379","4"
"Divorced","2013","16-34 y.","144","0.0116630498052924","0.00936611821518005","0.0139599813954048","4"
"Divorced","2013","66 and older","332","0.0812472174008007","0.0737318867832359","0.0887625480183655","4"
"Married","2013","16-34 y.","2408","0.195019341315766","0.186542753903046","0.203495928728486","1"
"Married","2013","66 and older","3362","0.575321851111195","0.561725264243338","0.588918437979053","1"
"Married","2013","35-65 y.","12423","0.638125376303105","0.631050020168581","0.645200732437628","1"
"Married, but separated","2013","16-34 y.","117","0.00891408027578106","0.00690321301682757","0.0109249475347345","2"
"Married, but separated","2013","35-65 y.","587","0.0323298732958831","0.0297256279270222","0.034934118664744","2"
"Married, but separated","2013","66 and older","88","0.0195536854651949","0.0157450383903424","0.0233623325400474","2"
"Single","2013","16-34 y.","5718","0.783789196484817","0.774982200236286","0.792596192733348","3"
"Single","2013","35-65 y.","1995","0.164415343857934","0.158957983485735","0.169872704230133","3"
"Single","2013","66 and older","183","0.0532895967268965","0.0471112212087397","0.0594679722450533","3"
"Widowed","2013","16-34 y.","6","","","","5"
"Widowed","2013","35-65 y.","416","0.0279573317712061","0.0255301251015624","0.0303845384408499","5"
"Widowed","2013","66 and older","1112","0.270587649295913","0.258367259734813","0.282808038857012","5"
"Divorced","2014","16-34 y.","118","0.011561404576911","0.00908129773974904","0.0140415114140729","4"
"Divorced","2014","35-65 y.","2018","0.140108936468248","0.134657954344673","0.145559918591823","4"
"Divorced","2014","66 and older","329","0.0847354248706875","0.0770046799787535","0.0924661697626215","4"
"Married","2014","35-65 y.","10920","0.632478904675363","0.624907363642266","0.64005044570846","1"
"Married","2014","16-34 y.","1830","0.192770812847132","0.183618954064144","0.20192267163012","1"
"Married","2014","66 and older","3307","0.568559239056073","0.554810465570378","0.582308012541769","1"
"Married, but separated","2014","16-34 y.","93","0.0117202324657376","0.00922334880299073","0.0142171161284846","2"
"Married, but separated","2014","35-65 y.","475","0.0323128377726521","0.0295358423643784","0.0350898331809258","2"
"Married, but separated","2014","66 and older","91","0.0209132431279897","0.0169409911399736","0.0248854951160058","2"
"Single","2014","16-34 y.","5090","0.783063736016355","0.77350160088149","0.79262587115122","3"
"Single","2014","35-65 y.","1798","0.16779306087123","0.161924619280331","0.17366150246213","3"
"Single","2014","66 and older","169","0.0527625907720475","0.0465566448551916","0.0589685366889034","3"
"Widowed","2014","16-34 y.","6","","","","5"
"Widowed","2014","35-65 y.","365","0.0273062602125065","0.0247468535603085","0.0298656668647045","5"
"Widowed","2014","66 and older","1089","0.273029502173202","0.260662094082176","0.285396910264228","5"
"Divorced","2015","16-34 y.","90","0.0104997854415222","0.00815108850175372","0.0128484823812907","4"
"Divorced","2015","35-65 y.","1925","0.144860605554565","0.139267373821127","0.150453837288003","4"
"Divorced","2015","66 and older","338","0.0891432975341048","0.0811988061699755","0.0970877888982342","4"
"Married","2015","16-34 y.","1901","0.182884361121964","0.173976798804956","0.191791923438972","1"
"Married","2015","35-65 y.","10564","0.619492785245476","0.611777201629891","0.627208368861061","1"
"Married","2015","66 and older","3267","0.561486642826284","0.547652321827438","0.57532096382513","1"
"Married, but separated","2015","16-34 y.","112","0.0130841651310627","0.0104657295719713","0.015702600690154","2"
"Married, but separated","2015","35-65 y.","472","0.031173696645245","0.0284119341922843","0.0339354590982058","2"
"Married, but separated","2015","66 and older","99","0.022831060426862","0.0186667356853453","0.0269953851683788","2"
"Single","2015","16-34 y.","5125","0.792567728298184","0.783224753498003","0.801910703098365","3"
"Single","2015","35-65 y.","1926","0.17775632742494","0.171680827604796","0.183831827245084","3"
"Single","2015","66 and older","170","0.0541521699335469","0.0478423743702741","0.0604619654968197","3"
"Widowed","2015","16-34 y.","7","","","","5"
"Widowed","2015","35-65 y.","324","0.0267165851297742","0.0241539938581827","0.0292791764013658","5"
"Widowed","2015","66 and older","1068","0.272386829279202","0.25997487839044","0.284798780167965","5"
"Divorced","2016","16-34 y.","110","0.00881456532915522","0.00685146791067125","0.0107776627476392","4"
"Divorced","2016","35-65 y.","1841","0.145159031072305","0.139649939532424","0.150668122612185","4"
"Divorced","2016","66 and older","334","0.0913371140081576","0.083170177484085","0.0995040505322302","4"
"Married","2016","16-34 y.","2578","0.18534729508467","0.177186296098957","0.193508294070382","1"
"Married","2016","35-65 y.","11003","0.619305655015281","0.61171190965169","0.626899400378871","1"
"Married","2016","66 and older","3155","0.556796203608452","0.542713565749638","0.570878841467266","1"
"Married, but separated","2016","16-34 y.","267","0.0125768829931234","0.010236418260919","0.0149173477253279","2"
"Married, but separated","2016","35-65 y.","698","0.0328938747657036","0.0301044806607107","0.0356832688706964","2"
"Married, but separated","2016","66 and older","100","0.0238495909517621","0.0195241241770876","0.0281750577264366","2"
"Single","2016","16-34 y.","5730","0.79241578860722","0.783897788032109","0.800933789182331","3"
"Single","2016","35-65 y.","1801","0.176305217656077","0.170345426593938","0.182265008718217","3"
"Single","2016","66 and older","157","0.0549593819041358","0.0484986711201682","0.0614200926881034","3"
"Widowed","2016","16-34 y.","24","","","","5"
"Widowed","2016","35-65 y.","363","0.0263362214906338","0.0238318627827711","0.0288405801984966","5"
"Widowed","2016","66 and older","1034","0.273057709527493","0.260427477420452","0.285687941634534","5"
"Divorced","2017","16-34 y.","120","0.00875575336908692","0.00693536263487176","0.0105761441033021","4"
"Divorced","2017","35-65 y.","2051","0.144244775366743","0.139058311033942","0.149431239699545","4"
"Divorced","2017","66 and older","389","0.101931750629373","0.0935977497855535","0.110265751473193","4"
"Married","2017","16-34 y.","2791","0.178594216542394","0.171110107781226","0.186078325303563","1"
"Married","2017","66 and older","3352","0.548645279246442","0.53493807306984","0.562352485423044","1"
"Married","2017","35-65 y.","12368","0.622662303302173","0.615506836781088","0.629817769823258","1"
"Married, but separated","2017","16-34 y.","305","0.0191401068107934","0.0164627689255867","0.0218174446960001","2"
"Married, but separated","2017","35-65 y.","747","0.0311372335120407","0.0285732353174351","0.0337012317066463","2"
"Married, but separated","2017","66 and older","96","0.0237038998990949","0.01951360289131","0.0278941969068798","2"
"Single","2017","35-65 y.","2052","0.176858490295329","0.171226047646091","0.182490932944566","3"
"Single","2017","16-34 y.","6824","0.79300736414447","0.785090675331512","0.800924052957429","3"
"Single","2017","66 and older","169","0.0565799397330714","0.0502159727052244","0.0629439067609183","3"
"Widowed","2017","16-34 y.","21","","","","5"
"Widowed","2017","35-65 y.","410","0.0250971975237143","0.022788112928839","0.0274062821185895","5"
"Widowed","2017","66 and older","1057","0.269139130492018","0.256922543131777","0.281355717852259","5"
"Divorced","2018","16-34 y.","126","0.00879988821936157","0.00686174925463142","0.0107380271840917","4"
"Divorced","2018","35-65 y.","2026","0.143904547392264","0.138563217131923","0.149245877652606","4"
"Divorced","2018","66 and older","443","0.10781416046204","0.0992812805532608","0.116347040370819","4"
"Married","2018","16-34 y.","2273","0.192855720196293","0.184668103312988","0.201043337079599","1"
"Married","2018","66 and older","3333","0.557808427009882","0.54414442761404","0.571472426405725","1"
"Married","2018","35-65 y.","11429","0.61179258323217","0.604376320691298","0.619208845773041","1"
"Married, but separated","2018","16-34 y.","223","0.0156074031964817","0.0130351414553027","0.0181796649376607","2"
"Married, but separated","2018","35-65 y.","694","0.0340480848784245","0.0312883003471586","0.0368078694096903","2"
"Married, but separated","2018","66 and older","98","0.0222858392038377","0.0182246753066319","0.0263470031010434","2"
"Single","2018","16-34 y.","6286","0.782348121633799","0.77378470851899","0.790911534748609","3"
"Single","2018","66 and older","174","0.0563058344500146","0.0499638904584022","0.062647778441627","3"
"Single","2018","35-65 y.","2039","0.183440984538664","0.177551286178491","0.189330682898836","3"
"Widowed","2018","16-34 y.","12","","","","5"
"Widowed","2018","35-65 y.","400","0.0268137999584779","0.0243555376000928","0.0292720623168631","5"
"Widowed","2018","66 and older","1027","0.255785738874226","0.24378198104119","0.267789496707261","5"
"Divorced","2019","16-34 y.","108","0.0116353102115551","0.00925302216611408","0.0140175982569961","4"
"Divorced","2019","35-65 y.","2052","0.139995964654869","0.134787384212057","0.145204545097682","4"
"Divorced","2019","66 and older","500","0.116577262328204","0.107907192033609","0.125247332622799","4"
"Married","2019","16-34 y.","1919","0.199759912941755","0.190877908235642","0.208641917647869","1"
"Married","2019","35-65 y.","11814","0.619973680062356","0.61268741716537","0.627259942959341","1"
"Married","2019","66 and older","3505","0.558803271973048","0.545388693891197","0.572217850054898","1"
"Married, but separated","2019","35-65 y.","624","0.0338216719870317","0.0311081236935369","0.0365352202805266","2"
"Married, but separated","2019","16-34 y.","169","0.00933728504598486","0.00720070142439777","0.0114738686675719","2"
"Married, but separated","2019","66 and older","68","0.0144061410799807","0.011186894580114","0.0176253875798474","2"
"Single","2019","16-34 y.","5582","0.777572847743098","0.768334142280698","0.786811553205498","3"
"Single","2019","35-65 y.","2173","0.180622673482214","0.174847839853562","0.186397507110866","3"
"Single","2019","66 and older","195","0.0589508887014898","0.0525875838652259","0.0653141935377536","3"
"Widowed","2019","16-34 y.","6","","","","5"
"Widowed","2019","35-65 y.","385","0.0255860098135289","0.0232158130045296","0.0279562066225281","5"
"Widowed","2019","66 and older","995","0.251262435917278","0.239544260363902","0.262980611470654","5"
