"pgfamstd","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Widowed","2014","Single parent ","no migration background","141","0.0975397305498394","0.0845433961943461","0.110536064905333","5"
"Widowed","2014","Single parent ","direct migration background","28","","","","5"
"Widowed","2014","Single parent ","indirect migration background","4","","","","5"
"Widowed","2014","Couple + C. LE 16 ","no migration background","8","","","","5"
"Widowed","2014","Couple + C. LE 16 ","direct migration background","3","","","","5"
"Widowed","2014","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Widowed","2014","Couple + C. GT 16 ","no migration background","9","","","","5"
"Widowed","2014","Couple + C. GT 16 ","direct migration background","1","","","","5"
"Widowed","2014","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","2014","Couple + C. LE and GT 16","no migration background","2","","","","5"
"Widowed","2014","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Widowed","2014","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Divorced","2015","1-pers.-HH","no migration background","749","0.247765429076922","0.232249613543213","0.263281244610631","4"
"Divorced","2015","(Married) couple without C. ","no migration background","268","0.038661201513415","0.0339661857894916","0.0433562172373385","4"
"Divorced","2015","(Married) couple without C. ","direct migration background","37","0.0394318711426474","0.0287112729844841","0.0501524693008108","4"
"Divorced","2015","Single parent ","indirect migration background","35","0.0904068779980048","0.0556170599592399","0.12519669603677","4"
"Divorced","2015","1-pers.-HH","direct migration background","107","0.227076241456531","0.192773805893806","0.261378677019257","4"
"Divorced","2015","1-pers.-HH","indirect migration background","16","","","","4"
"Divorced","2015","(Married) couple without C. ","indirect migration background","7","","","","4"
"Divorced","2015","Single parent ","direct migration background","125","0.314407725961022","0.267417014627739","0.361398437294305","4"
"Divorced","2015","Couple + C. LE 16 ","indirect migration background","11","","","","4"
"Divorced","2015","Couple + C. GT 16 ","no migration background","68","0.0281396361243722","0.0213486568515495","0.0349306153971949","4"
"Divorced","2015","Couple + C. LE and GT 16","no migration background","43","0.0147764534956642","0.00878328784423311","0.0207696191470953","4"
"Divorced","2015","Couple + C. LE and GT 16","direct migration background","7","","","","4"
"Divorced","2015","Single parent ","no migration background","631","0.280016725805815","0.259763216382007","0.300270235229623","4"
"Divorced","2015","Couple + C. LE 16 ","no migration background","128","0.026427039078436","0.0215166304165948","0.0313374477402772","4"
"Divorced","2015","Couple + C. GT 16 ","direct migration background","17","","","","4"
"Divorced","2015","Couple + C. GT 16 ","indirect migration background","3","","","","4"
"Divorced","2015","Couple + C. LE 16 ","direct migration background","27","","","","4"
"Divorced","2015","Couple + C. LE and GT 16","indirect migration background","2","","","","4"
"Married","2015","1-pers.-HH","no migration background","","","","","1"
"Married","2015","1-pers.-HH","direct migration background","3","","","","1"
"Married","2015","1-pers.-HH","indirect migration background","","","","","1"
"Married","2015","(Married) couple without C. ","no migration background","5355","0.807462866523905","0.797860469180664","0.817065263867146","1"
"Married","2015","(Married) couple without C. ","direct migration background","987","0.80700121434686","0.785261911107523","0.828740517586197","1"
"Married","2015","(Married) couple without C. ","indirect migration background","111","0.473838119838853","0.40498127875872","0.542694960918986","1"
"Married","2015","Single parent ","no migration background","8","","","","1"
"Married","2015","Single parent ","direct migration background","4","","","","1"
"Married","2015","Couple + C. LE and GT 16","no migration background","898","0.603609970882484","0.579313491485014","0.627906450279954","1"
"Married","2015","Couple + C. LE 16 ","direct migration background","1946","0.897926255532749","0.885188421594316","0.910664089471182","1"
"Married","2015","Couple + C. LE 16 ","indirect migration background","433","0.817208899195602","0.783861089995773","0.850556708395431","1"
"Married","2015","Couple + C. GT 16 ","no migration background","1341","0.54734761868981","0.526907413444081","0.567787823935539","1"
"Married","2015","Couple + C. GT 16 ","direct migration background","417","0.763675558602934","0.728646163913081","0.798704953292787","1"
"Married","2015","Couple + C. GT 16 ","indirect migration background","37","0.0837498627753242","0.0493428082353521","0.118156917315296","1"
"Married","2015","Couple + C. LE and GT 16","direct migration background","456","0.814600400178297","0.784373895163641","0.844826905192953","1"
"Married","2015","Couple + C. LE and GT 16","indirect migration background","50","0.175173268954196","0.131499881620142","0.21884665628825","1"
"Married","2015","Single parent ","indirect migration background","","","","","1"
"Married","2015","Couple + C. LE 16 ","no migration background","3409","0.799568528141489","0.787313341339277","0.8118237149437","1"
"Married, but separated","2015","1-pers.-HH","no migration background","165","0.0423639194734445","0.0351249636536461","0.0496028752932428","2"
"Married, but separated","2015","1-pers.-HH","direct migration background","85","0.145629957553711","0.116748497302798","0.174511417804624","2"
"Married, but separated","2015","1-pers.-HH","indirect migration background","12","","","","2"
"Married, but separated","2015","(Married) couple without C. ","no migration background","50","0.00742691650430275","0.00533595200117641","0.00951788100742909","2"
"Married, but separated","2015","(Married) couple without C. ","direct migration background","15","","","","2"
"Married, but separated","2015","(Married) couple without C. ","indirect migration background","4","","","","2"
"Married, but separated","2015","Single parent ","no migration background","149","0.0830983324379814","0.0706473210110079","0.0955493438649549","2"
"Married, but separated","2015","Single parent ","direct migration background","54","0.167822533369628","0.129998697572003","0.205646369167253","2"
"Married, but separated","2015","Couple + C. LE 16 ","no migration background","42","0.0107268751644336","0.00757329517948083","0.0138804551493864","2"
"Married, but separated","2015","Couple + C. LE 16 ","indirect migration background","3","","","","2"
"Married, but separated","2015","Single parent ","indirect migration background","16","","","","2"
"Married, but separated","2015","Couple + C. LE 16 ","direct migration background","25","","","","2"
"Married, but separated","2015","Couple + C. GT 16 ","no migration background","16","","","","2"
"Married, but separated","2015","Couple + C. GT 16 ","direct migration background","8","","","","2"
"Married, but separated","2015","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Married, but separated","2015","Couple + C. LE and GT 16","no migration background","13","","","","2"
"Married, but separated","2015","Couple + C. LE and GT 16","direct migration background","4","","","","2"
"Married, but separated","2015","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Single","2015","Single parent ","indirect migration background","204","0.815846181434935","0.768821880906027","0.862870481963842","3"
"Single","2015","Couple + C. LE 16 ","indirect migration background","68","0.162498013416478","0.130667753047438","0.194328273785517","3"
"Single","2015","Couple + C. GT 16 ","no migration background","845","0.413246548036539","0.393025499340997","0.433467596732082","3"
"Single","2015","Couple + C. GT 16 ","direct migration background","122","0.172731369490522","0.141561660075954","0.203901078905091","3"
"Single","2015","1-pers.-HH","indirect migration background","120","0.814890822586646","0.753747937038451","0.876033708134841","3"
"Single","2015","(Married) couple without C. ","no migration background","683","0.131393886644215","0.123166533046082","0.139621240242347","3"
"Single","2015","(Married) couple without C. ","indirect migration background","80","0.49550432060103","0.426555815460772","0.564452825741289","3"
"Single","2015","Single parent ","no migration background","974","0.540321870489809","0.517841664308136","0.562802076671482","3"
"Single","2015","Single parent ","direct migration background","162","0.40878042546145","0.35902368695849","0.45853716396441","3"
"Single","2015","Couple + C. LE 16 ","no migration background","515","0.162173775498911","0.150889428808935","0.173458122188888","3"
"Single","2015","Couple + C. LE 16 ","direct migration background","170","0.0746937104336573","0.0636324912534551","0.0857549296138595","3"
"Single","2015","Couple + C. GT 16 ","indirect migration background","209","0.905479216989783","0.869142028966134","0.941816405013431","3"
"Single","2015","Couple + C. LE and GT 16","indirect migration background","238","0.822002635202479","0.778054040990809","0.865951229414148","3"
"Single","2015","1-pers.-HH","no migration background","1108","0.41464582052645","0.396939610278557","0.432352030774343","3"
"Single","2015","1-pers.-HH","direct migration background","298","0.43025436888358","0.3897152853555","0.470793452411661","3"
"Single","2015","(Married) couple without C. ","direct migration background","224","0.141772601806729","0.122558124251233","0.160987079362225","3"
"Single","2015","Couple + C. LE and GT 16","no migration background","602","0.369825439399583","0.345846354280577","0.393804524518588","3"
"Single","2015","Couple + C. LE and GT 16","direct migration background","168","0.18007659248506","0.150189993044134","0.209963191925985","3"
"Widowed","2015","1-pers.-HH","no migration background","952","0.295224830923184","0.27883104168459","0.311618620161778","5"
"Widowed","2015","1-pers.-HH","direct migration background","80","0.194281956788536","0.161886913904423","0.226676999672649","5"
"Widowed","2015","1-pers.-HH","indirect migration background","7","","","","5"
"Widowed","2015","(Married) couple without C. ","no migration background","121","0.0150551288141626","0.0120895508778661","0.0180207067504591","5"
"Widowed","2015","(Married) couple without C. ","direct migration background","3","","","","5"
"Widowed","2015","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","2015","Single parent ","no migration background","126","0.0934273151427902","0.080299714844487","0.106554915441093","5"
"Widowed","2015","Single parent ","direct migration background","30","0.100672561027416","0.0702183791091589","0.131126742945673","5"
"Widowed","2015","Single parent ","indirect migration background","6","","","","5"
"Widowed","2015","Couple + C. LE 16 ","no migration background","5","","","","5"
"Widowed","2015","Couple + C. LE 16 ","direct migration background","2","","","","5"
"Widowed","2015","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Widowed","2015","Couple + C. GT 16 ","no migration background","8","","","","5"
"Widowed","2015","Couple + C. GT 16 ","direct migration background","1","","","","5"
"Widowed","2015","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","2015","Couple + C. LE and GT 16","no migration background","1","","","","5"
"Widowed","2015","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Widowed","2015","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Divorced","2016","1-pers.-HH","no migration background","715","0.244739583119789","0.228907966160577","0.260571200079","4"
"Divorced","2016","(Married) couple without C. ","no migration background","280","0.0439442891214469","0.0388281876152552","0.0490603906276387","4"
"Divorced","2016","(Married) couple without C. ","direct migration background","41","0.0460785615553396","0.0340959855789307","0.0580611375317485","4"
"Divorced","2016","Single parent ","direct migration background","160","0.371071120179417","0.333045037100952","0.409097203257883","4"
"Divorced","2016","1-pers.-HH","indirect migration background","17","","","","4"
"Divorced","2016","Couple + C. LE and GT 16","direct migration background","7","","","","4"
"Divorced","2016","(Married) couple without C. ","indirect migration background","5","","","","4"
"Divorced","2016","Single parent ","no migration background","564","0.269526186161697","0.248755064863225","0.290297307460169","4"
"Divorced","2016","Single parent ","indirect migration background","32","0.10338704679488","0.065027278304727","0.141746815285033","4"
"Divorced","2016","Couple + C. LE 16 ","indirect migration background","4","","","","4"
"Divorced","2016","Couple + C. GT 16 ","no migration background","62","0.0233113359623882","0.0169362123099324","0.0296864596148441","4"
"Divorced","2016","Couple + C. LE and GT 16","no migration background","43","0.0248748144178006","0.0168722955678929","0.0328773332677082","4"
"Divorced","2016","Couple + C. LE 16 ","direct migration background","29","","","","4"
"Divorced","2016","1-pers.-HH","direct migration background","133","0.22913489521399","0.207457888883401","0.250811901544579","4"
"Divorced","2016","Couple + C. LE 16 ","no migration background","108","0.0199780601713559","0.0154268224091294","0.0245292979335824","4"
"Divorced","2016","Couple + C. GT 16 ","direct migration background","12","","","","4"
"Divorced","2016","Couple + C. GT 16 ","indirect migration background","6","","","","4"
"Divorced","2016","Couple + C. LE and GT 16","indirect migration background","1","","","","4"
"Married","2016","1-pers.-HH","no migration background","","","","","1"
"Married","2016","1-pers.-HH","direct migration background","1","","","","1"
"Married","2016","1-pers.-HH","indirect migration background","","","","","1"
"Married","2016","(Married) couple without C. ","no migration background","5085","0.794817667545113","0.784737910411031","0.804897424679196","1"
"Married","2016","(Married) couple without C. ","direct migration background","961","0.812243099709223","0.789923551529046","0.834562647889399","1"
"Married","2016","(Married) couple without C. ","indirect migration background","109","0.552297608939607","0.480643101451521","0.623952116427694","1"
"Married","2016","Single parent ","no migration background","6","","","","1"
"Married","2016","Single parent ","direct migration background","2","","","","1"
"Married","2016","Couple + C. LE and GT 16","no migration background","845","0.583732145699272","0.558403624362944","0.6090606670356","1"
"Married","2016","Couple + C. LE 16 ","direct migration background","3440","0.899377106724234","0.889574690836411","0.909179522612057","1"
"Married","2016","Couple + C. LE 16 ","indirect migration background","391","0.814673097860916","0.779581870520734","0.849764325201098","1"
"Married","2016","Couple + C. GT 16 ","direct migration background","428","0.774147410601341","0.740058859560956","0.808235961641725","1"
"Married","2016","Couple + C. LE 16 ","no migration background","3008","0.805005110123024","0.792118286032662","0.817891934213386","1"
"Married","2016","Couple + C. GT 16 ","no migration background","1256","0.537635072170077","0.516569988169118","0.558700156171037","1"
"Married","2016","Couple + C. GT 16 ","indirect migration background","35","0.111369347214662","0.0708011617444629","0.151937532684861","1"
"Married","2016","Couple + C. LE and GT 16","direct migration background","758","0.840832576369421","0.817762906182308","0.863902246556535","1"
"Married","2016","Couple + C. LE and GT 16","indirect migration background","56","0.122183243014448","0.084999961340437","0.15936652468846","1"
"Married","2016","Single parent ","indirect migration background","","","","","1"
"Married, but separated","2016","Couple + C. LE 16 ","indirect migration background","7","","","","2"
"Married, but separated","2016","1-pers.-HH","no migration background","161","0.0440727331986128","0.0365144663518651","0.0516310000453605","2"
"Married, but separated","2016","1-pers.-HH","direct migration background","289","0.15040797593309","0.131970343992211","0.168845607873969","2"
"Married, but separated","2016","1-pers.-HH","indirect migration background","13","","","","2"
"Married, but separated","2016","(Married) couple without C. ","no migration background","47","0.00734399758794853","0.00521285759011821","0.00947513758577885","2"
"Married, but separated","2016","(Married) couple without C. ","direct migration background","13","","","","2"
"Married, but separated","2016","(Married) couple without C. ","indirect migration background","4","","","","2"
"Married, but separated","2016","Single parent ","no migration background","134","0.077252676978036","0.0647542516815037","0.0897511022745683","2"
"Married, but separated","2016","Single parent ","direct migration background","180","0.14566620895462","0.117898154831908","0.173434263077332","2"
"Married, but separated","2016","Couple + C. LE 16 ","no migration background","47","0.0142985886309367","0.0104371046136876","0.0181600726481859","2"
"Married, but separated","2016","Couple + C. LE and GT 16","direct migration background","8","","","","2"
"Married, but separated","2016","Couple + C. LE 16 ","direct migration background","16","","","","2"
"Married, but separated","2016","Couple + C. GT 16 ","direct migration background","7","","","","2"
"Married, but separated","2016","Couple + C. GT 16 ","indirect migration background","1","","","","2"
"Married, but separated","2016","Couple + C. LE and GT 16","no migration background","16","","","","2"
"Married, but separated","2016","Single parent ","indirect migration background","14","","","","2"
"Married, but separated","2016","Couple + C. LE and GT 16","indirect migration background","1","","","","2"
"Married, but separated","2016","Couple + C. GT 16 ","no migration background","13","","","","2"
"Single","2016","Single parent ","indirect migration background","191","0.810837027840647","0.761494060957122","0.860179994724173","3"
"Single","2016","Couple + C. LE 16 ","indirect migration background","68","0.168236363185099","0.134453415695278","0.202019310674921","3"
"Single","2016","Couple + C. GT 16 ","no migration background","813","0.429356031690421","0.408442934428241","0.450269128952601","3"
"Single","2016","Couple + C. GT 16 ","direct migration background","130","0.173779616772812","0.14288864704288","0.204670586502745","3"
"Single","2016","1-pers.-HH","indirect migration background","126","0.841151330863811","0.78486286110307","0.897439800624553","3"
"Single","2016","(Married) couple without C. ","no migration background","636","0.137212552791563","0.128624490972925","0.1458006146102","3"
"Single","2016","(Married) couple without C. ","indirect migration background","67","0.430110900796885","0.358768515357854","0.501453286235917","3"
"Single","2016","Single parent ","no migration background","928","0.561359835229297","0.538130755800263","0.584588914658331","3"
"Single","2016","Single parent ","direct migration background","195","0.376064317121594","0.337935509702912","0.414193124540276","3"
"Single","2016","Couple + C. LE 16 ","no migration background","461","0.158962198180485","0.147069246495383","0.170855149865587","3"
"Single","2016","Couple + C. LE 16 ","direct migration background","130","0.0837971815933227","0.0747685002071345","0.0928258629795109","3"
"Single","2016","Couple + C. GT 16 ","indirect migration background","189","0.838506877418261","0.791052920505833","0.885960834330689","3"
"Single","2016","1-pers.-HH","direct migration background","934","0.438498230962796","0.412905066843612","0.46409139508198","3"
"Single","2016","Couple + C. LE and GT 16","no migration background","550","0.375980334965317","0.351091859343239","0.400868810587396","3"
"Single","2016","Couple + C. LE and GT 16","direct migration background","193","0.145038950514534","0.122832711148901","0.167245189880168","3"
"Single","2016","Couple + C. LE and GT 16","indirect migration background","239","0.867217344836468","0.82868950933038","0.905745180342556","3"
"Single","2016","1-pers.-HH","no migration background","1041","0.422501100837841","0.404311871174433","0.44069033050125","3"
"Single","2016","(Married) couple without C. ","direct migration background","157","0.128525470825794","0.109397610973693","0.147653330677894","3"
"Widowed","2016","1-pers.-HH","no migration background","916","0.288686582843757","0.271999954082456","0.305373211605058","5"
"Widowed","2016","1-pers.-HH","direct migration background","87","0.181821046756514","0.161927568524852","0.201714524988176","5"
"Widowed","2016","1-pers.-HH","indirect migration background","6","","","","5"
"Widowed","2016","(Married) couple without C. ","no migration background","118","0.0166814929539286","0.0134847266003659","0.0198782593074913","5"
"Widowed","2016","(Married) couple without C. ","direct migration background","4","","","","5"
"Widowed","2016","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","2016","Single parent ","no migration background","121","0.088806098870586","0.0754897878130025","0.10212240992817","5"
"Widowed","2016","Single parent ","direct migration background","83","0.0981598986530558","0.0747400508550531","0.121579746451058","5"
"Widowed","2016","Single parent ","indirect migration background","5","","","","5"
"Widowed","2016","Couple + C. LE 16 ","no migration background","7","","","","5"
"Widowed","2016","Couple + C. LE 16 ","direct migration background","3","","","","5"
"Widowed","2016","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Widowed","2016","Couple + C. GT 16 ","no migration background","8","","","","5"
"Widowed","2016","Couple + C. GT 16 ","direct migration background","1","","","","5"
"Widowed","2016","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","2016","Couple + C. LE and GT 16","no migration background","1","","","","5"
"Widowed","2016","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Widowed","2016","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Divorced","2017","1-pers.-HH","no migration background","825","0.237332968564152","0.222777529014423","0.251888408113881","4"
"Divorced","2017","(Married) couple without C. ","no migration background","317","0.0437532659510938","0.038960884897157","0.0485456470050305","4"
"Divorced","2017","(Married) couple without C. ","direct migration background","44","0.0238635502021796","0.0152745921267939","0.0324525082775653","4"
"Divorced","2017","Couple + C. LE 16 ","indirect migration background","9","","","","4"
"Divorced","2017","1-pers.-HH","indirect migration background","23","","","","4"
"Divorced","2017","Single parent ","direct migration background","172","0.389822224278504","0.353299404893327","0.42634504366368","4"
"Divorced","2017","Single parent ","indirect migration background","32","0.113302209273578","0.0735317890231718","0.153072629523985","4"
"Divorced","2017","Couple + C. GT 16 ","no migration background","84","0.0270588379932418","0.0207845579512496","0.0333331180352341","4"
"Divorced","2017","Couple + C. LE and GT 16","no migration background","40","0.0254208435607172","0.0178649848294823","0.0329767022919522","4"
"Divorced","2017","Couple + C. LE and GT 16","direct migration background","11","","","","4"
"Divorced","2017","1-pers.-HH","direct migration background","151","0.256543320267281","0.234906217410638","0.278180423123924","4"
"Divorced","2017","Couple + C. LE 16 ","no migration background","134","0.0268027084967316","0.0217116632894374","0.0318937537040258","4"
"Divorced","2017","Couple + C. LE 16 ","direct migration background","40","0.0192916460590838","0.0149647655135806","0.023618526604587","4"
"Divorced","2017","Couple + C. GT 16 ","indirect migration background","6","","","","4"
"Divorced","2017","(Married) couple without C. ","indirect migration background","6","","","","4"
"Divorced","2017","Single parent ","no migration background","554","0.280597788662101","0.260007177158663","0.301188400165539","4"
"Divorced","2017","Couple + C. GT 16 ","direct migration background","19","","","","4"
"Divorced","2017","Couple + C. LE and GT 16","indirect migration background","1","","","","4"
"Married","2017","1-pers.-HH","no migration background","","","","","1"
"Married","2017","1-pers.-HH","direct migration background","2","","","","1"
"Married","2017","1-pers.-HH","indirect migration background","","","","","1"
"Married","2017","(Married) couple without C. ","no migration background","5702","0.795462767446893","0.78601221409708","0.804913320796706","1"
"Married","2017","(Married) couple without C. ","direct migration background","1002","0.84189139383986","0.821359761410991","0.862423026268729","1"
"Married","2017","(Married) couple without C. ","indirect migration background","139","0.523174847823804","0.459720319700542","0.586629375947067","1"
"Married","2017","Single parent ","no migration background","4","","","","1"
"Married","2017","Single parent ","direct migration background","4","","","","1"
"Married","2017","Single parent ","indirect migration background","","","","","1"
"Married","2017","Couple + C. LE 16 ","no migration background","3194","0.810991491940194","0.798650047505398","0.82333293637499","1"
"Married","2017","Couple + C. LE 16 ","direct migration background","3654","0.87637017683886","0.866015757614538","0.886724596063183","1"
"Married","2017","Couple + C. LE 16 ","indirect migration background","398","0.837029264458764","0.804022672311785","0.870035856605744","1"
"Married","2017","Couple + C. GT 16 ","direct migration background","473","0.800623756701847","0.770073395672092","0.831174117731603","1"
"Married","2017","Couple + C. GT 16 ","indirect migration background","39","0.10268228160665","0.0663408885588316","0.139023674654469","1"
"Married","2017","Couple + C. LE and GT 16","no migration background","975","0.582609634260919","0.558937341003752","0.606281927518085","1"
"Married","2017","Couple + C. LE and GT 16","direct migration background","883","0.850106868239396","0.829951896347671","0.870261840131122","1"
"Married","2017","Couple + C. LE and GT 16","indirect migration background","55","0.14876470531302","0.108762303897317","0.188767106728724","1"
"Married","2017","Couple + C. GT 16 ","no migration background","1507","0.546540718640954","0.527290022086557","0.565791415195352","1"
"Married, but separated","2017","1-pers.-HH","no migration background","186","0.0460766596546716","0.0389040692013609","0.0532492501079822","2"
"Married, but separated","2017","1-pers.-HH","direct migration background","283","0.141136169158718","0.123886838810755","0.15838549950668","2"
"Married, but separated","2017","(Married) couple without C. ","indirect migration background","2","","","","2"
"Married, but separated","2017","Single parent ","direct migration background","198","0.131643499324364","0.106324208090614","0.156962790558113","2"
"Married, but separated","2017","Couple + C. GT 16 ","no migration background","14","","","","2"
"Married, but separated","2017","Couple + C. GT 16 ","direct migration background","8","","","","2"
"Married, but separated","2017","1-pers.-HH","indirect migration background","12","","","","2"
"Married, but separated","2017","(Married) couple without C. ","no migration background","49","0.00745984247862472","0.00544379853581677","0.00947588642143268","2"
"Married, but separated","2017","(Married) couple without C. ","direct migration background","20","","","","2"
"Married, but separated","2017","Single parent ","no migration background","152","0.0769183630589556","0.0647066578840173","0.0891300682338938","2"
"Married, but separated","2017","Single parent ","indirect migration background","23","","","","2"
"Married, but separated","2017","Couple + C. LE 16 ","no migration background","39","0.0103636138620588","0.00717126308977685","0.0135559646343407","2"
"Married, but separated","2017","Couple + C. LE 16 ","direct migration background","33","0.0187738229201276","0.0145042813444558","0.0230433644957993","2"
"Married, but separated","2017","Couple + C. LE 16 ","indirect migration background","6","","","","2"
"Married, but separated","2017","Couple + C. GT 16 ","indirect migration background","1","","","","2"
"Married, but separated","2017","Couple + C. LE and GT 16","no migration background","18","","","","2"
"Married, but separated","2017","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Married, but separated","2017","Couple + C. LE and GT 16","direct migration background","15","","","","2"
"Single","2017","Couple + C. LE 16 ","indirect migration background","67","0.137469412156688","0.106696695127829","0.168242129185548","3"
"Single","2017","Couple + C. GT 16 ","no migration background","953","0.413889981955482","0.394844232432323","0.432935731478642","3"
"Single","2017","1-pers.-HH","indirect migration background","142","0.829418231120904","0.774620585557812","0.884215876683996","3"
"Single","2017","(Married) couple without C. ","indirect migration background","91","0.455349146003917","0.392080146018586","0.518618145989247","3"
"Single","2017","Single parent ","no migration background","993","0.556892778043395","0.534127055142266","0.579658500944524","3"
"Single","2017","Single parent ","direct migration background","228","0.347444015247213","0.311786250822482","0.383101779671943","3"
"Single","2017","Single parent ","indirect migration background","183","0.758391956949236","0.704681885396038","0.812102028502433","3"
"Single","2017","Couple + C. LE 16 ","no migration background","495","0.150667056391657","0.139390790633497","0.161943322149817","3"
"Single","2017","Couple + C. LE 16 ","direct migration background","153","0.0848332237495292","0.0760681932097495","0.0935982542893088","3"
"Single","2017","Couple + C. GT 16 ","direct migration background","155","0.142220361306354","0.11551280445155","0.168927918161158","3"
"Single","2017","Couple + C. GT 16 ","indirect migration background","220","0.856930357859276","0.815009785491921","0.89885093022663","3"
"Single","2017","1-pers.-HH","direct migration background","1034","0.442659221594584","0.418050668008422","0.467267775180746","3"
"Single","2017","(Married) couple without C. ","no migration background","805","0.137402326270282","0.129336250338483","0.14546840220208","3"
"Single","2017","Couple + C. LE and GT 16","no migration background","632","0.379241528133092","0.355949915282884","0.4025331409833","3"
"Single","2017","Couple + C. LE and GT 16","indirect migration background","248","0.85061415927115","0.810542961804549","0.890685356737752","3"
"Single","2017","1-pers.-HH","no migration background","1346","0.4360706084523","0.419104994688607","0.453036222215994","3"
"Single","2017","Couple + C. LE and GT 16","direct migration background","295","0.130490235024327","0.111471535982283","0.149508934066371","3"
"Single","2017","(Married) couple without C. ","direct migration background","143","0.117681864318406","0.0995482212305759","0.135815507406236","3"
"Widowed","2017","1-pers.-HH","no migration background","925","0.280519763328876","0.26514990129925","0.295889625358501","5"
"Widowed","2017","1-pers.-HH","direct migration background","95","0.158574825451306","0.1404774418571","0.176672209045513","5"
"Widowed","2017","1-pers.-HH","indirect migration background","4","","","","5"
"Widowed","2017","(Married) couple without C. ","no migration background","125","0.0159217978531065","0.0129890685346761","0.0188545271715369","5"
"Widowed","2017","(Married) couple without C. ","direct migration background","4","","","","5"
"Widowed","2017","(Married) couple without C. ","indirect migration background","","","","","5"
"Widowed","2017","Single parent ","no migration background","126","0.0833014767776497","0.0706371865562018","0.0959657669990977","5"
"Widowed","2017","Single parent ","direct migration background","83","0.123166026786455","0.098556290759984","0.147775762812926","5"
"Widowed","2017","Single parent ","indirect migration background","6","","","","5"
"Widowed","2017","Couple + C. LE 16 ","no migration background","4","","","","5"
"Widowed","2017","Couple + C. LE 16 ","direct migration background","2","","","","5"
"Widowed","2017","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Widowed","2017","Couple + C. GT 16 ","no migration background","11","","","","5"
"Widowed","2017","Couple + C. GT 16 ","direct migration background","2","","","","5"
"Widowed","2017","Couple + C. GT 16 ","indirect migration background","2","","","","5"
"Widowed","2017","Couple + C. LE and GT 16","no migration background","2","","","","5"
"Widowed","2017","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"Widowed","2017","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Divorced","2018","1-pers.-HH","indirect migration background","29","","","","4"
"Divorced","2018","(Married) couple without C. ","no migration background","333","0.0450374774446173","0.0401006782005121","0.0499742766887226","4"
"Divorced","2018","1-pers.-HH","no migration background","864","0.242684388596876","0.228303831612775","0.257064945580976","4"
"Divorced","2018","1-pers.-HH","direct migration background","169","0.264660957089452","0.240446108895989","0.288875805282915","4"
"Divorced","2018","Single parent ","no migration background","523","0.258817263797235","0.238476118611782","0.279158408982689","4"
"Divorced","2018","Single parent ","direct migration background","199","0.382265455831699","0.345387346709228","0.419143564954169","4"
"Divorced","2018","Couple + C. LE 16 ","indirect migration background","16","","","","4"
"Divorced","2018","(Married) couple without C. ","direct migration background","38","0.0275156379217368","0.0180654262680297","0.036965849575444","4"
"Divorced","2018","(Married) couple without C. ","indirect migration background","8","","","","4"
"Divorced","2018","Single parent ","indirect migration background","39","0.128935278602268","0.0867990124859084","0.171071544718627","4"
"Divorced","2018","Couple + C. LE 16 ","direct migration background","45","0.0277039353672674","0.0220535434480153","0.0333543272865194","4"
"Divorced","2018","Couple + C. GT 16 ","indirect migration background","2","","","","4"
"Divorced","2018","Couple + C. LE and GT 16","no migration background","37","0.0271675368934039","0.0190663790487132","0.0352686947380946","4"
"Divorced","2018","Couple + C. GT 16 ","direct migration background","18","","","","4"
"Divorced","2018","Couple + C. LE and GT 16","direct migration background","9","","","","4"
"Divorced","2018","Couple + C. LE 16 ","no migration background","111","0.0247222910978136","0.0196400945678725","0.0298044876277547","4"
"Divorced","2018","Couple + C. GT 16 ","no migration background","70","0.0262969331909543","0.019901700202867","0.0326921661790415","4"
"Divorced","2018","Couple + C. LE and GT 16","indirect migration background","1","","","","4"
"Married","2018","1-pers.-HH","no migration background","","","","","1"
"Married","2018","1-pers.-HH","direct migration background","","","","","1"
"Married","2018","1-pers.-HH","indirect migration background","","","","","1"
"Married","2018","(Married) couple without C. ","no migration background","5499","0.801393696861898","0.79189673379708","0.810890659926716","1"
"Married","2018","(Married) couple without C. ","direct migration background","953","0.836795690449179","0.815446276502798","0.85814510439556","1"
