"pgfamstd","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Widowed","2016","no migration background","Male","289","0.038671366674188","0.0345498385600128","0.0427928947883631","5"
"Widowed","2016","no migration background","Female","913","0.139252604701241","0.13241866441068","0.146086544991802","5"
"Widowed","2016","direct migration background","Male","40","0.0254089421026608","0.0210295709253187","0.0297883132800028","5"
"Widowed","2016","direct migration background","Female","166","0.0651777198376045","0.0577913074004342","0.0725641322747747","5"
"Widowed","2016","indirect migration background","Male","1","","","","5"
"Widowed","2016","indirect migration background","Female","12","","","","5"
"Divorced","2017","no migration background","Male","701","0.0926943544088534","0.0868922733450485","0.0984964354726583","4"
"Divorced","2017","no migration background","Female","1308","0.1203441493783","0.114270257232556","0.126418041524045","4"
"Divorced","2017","direct migration background","Female","335","0.0978028815962578","0.0894152135103669","0.106190549682149","4"
"Divorced","2017","direct migration background","Male","139","0.0830915825763855","0.0757842363465848","0.0903989288061862","4"
"Divorced","2017","indirect migration background","Female","53","0.050156492056103","0.0365188229661067","0.0637941611460993","4"
"Divorced","2017","indirect migration background","Male","24","","","","4"
"Married","2017","no migration background","Male","5710","0.511329862986935","0.50132896903264","0.52133075694123","1"
"Married","2017","no migration background","Female","5780","0.461331062084221","0.452025009496001","0.470637114672441","1"
"Married","2017","direct migration background","Male","3183","0.587047426573261","0.574012611543043","0.60008224160348","1"
"Married","2017","direct migration background","Female","3193","0.63867165342264","0.625107130288865","0.652236176556415","1"
"Married","2017","indirect migration background","Male","275","0.237403720186693","0.208782684369755","0.26602475600363","1"
"Married","2017","indirect migration background","Female","370","0.300770387001832","0.272116866729158","0.329423907274505","1"
"Married, but separated","2017","no migration background","Male","200","0.0239113689825179","0.0208548493378343","0.0269678886272014","2"
"Married, but separated","2017","no migration background","Female","269","0.0212182569714812","0.0185279863459453","0.023908527597017","2"
"Married, but separated","2017","direct migration background","Male","349","0.0526003692304256","0.0466904820280112","0.05851025643284","2"
"Married, but separated","2017","direct migration background","Female","283","0.0375484097638167","0.0321805654075672","0.0429162541200661","2"
"Married, but separated","2017","indirect migration background","Male","15","","","","2"
"Married, but separated","2017","indirect migration background","Female","32","0.0264391312884189","0.0164147936221841","0.0364634689546537","2"
"Single","2017","no migration background","Male","2695","0.334129059243598","0.324692090888833","0.343566027598363","3"
"Single","2017","no migration background","Female","2724","0.257668095596372","0.249503633553775","0.26583255763897","3"
"Single","2017","direct migration background","Male","1766","0.253510701429804","0.241993999373525","0.265027403486082","3"
"Single","2017","direct migration background","Female","809","0.16241300042885","0.151998461397528","0.172827539460172","3"
"Single","2017","indirect migration background","Male","535","0.708537835163377","0.677969846607984","0.739105823718771","3"
"Single","2017","indirect migration background","Female","516","0.605697436648644","0.575162768118226","0.636232105179062","3"
"Widowed","2017","no migration background","Male","291","0.0379353543780955","0.0341132323903528","0.0417574763658382","5"
"Widowed","2017","no migration background","Female","942","0.139438435969625","0.132971770256378","0.145905101682873","5"
"Widowed","2017","direct migration background","Male","44","0.0237499201901242","0.0197187623021821","0.0277810780780663","5"
"Widowed","2017","direct migration background","Female","198","0.0635640547884358","0.0566750017599767","0.0704531078168948","5"
"Widowed","2017","indirect migration background","Male","","","","","5"
"Widowed","2017","indirect migration background","Female","13","","","","5"
"Divorced","2018","no migration background","Male","690","0.0917841994822952","0.0859042419215396","0.0976641570430509","4"
"Divorced","2018","no migration background","Female","1305","0.123170007968709","0.116928000948312","0.129412014989105","4"
"Divorced","2018","direct migration background","Male","151","0.0843824929997892","0.076405264353143","0.0923597216464355","4"
"Divorced","2018","indirect migration background","Male","29","","","","4"
"Divorced","2018","direct migration background","Female","353","0.105720393792317","0.0964135653299776","0.115027222254657","4"
"Divorced","2018","indirect migration background","Female","67","0.0629946482519171","0.0478530120121914","0.0781362844916427","4"
"Married","2018","no migration background","Male","5383","0.517174814115769","0.506998058526334","0.527351569705205","1"
"Married","2018","no migration background","Female","5484","0.458350441253697","0.448886498742106","0.467814383765288","1"
"Married","2018","direct migration background","Male","2809","0.59858273938303","0.584514850274117","0.612650628491943","1"
"Married","2018","direct migration background","Female","2732","0.627716906345905","0.613084888243236","0.642348924448574","1"
"Married","2018","indirect migration background","Male","264","0.27571978290889","0.245263099303564","0.306176466514216","1"
"Married","2018","indirect migration background","Female","363","0.314723432382334","0.285780173735751","0.343666691028918","1"
"Married, but separated","2018","no migration background","Male","213","0.0240961966436944","0.0209731860506417","0.0272192072367472","2"
"Married, but separated","2018","no migration background","Female","272","0.0244226332754302","0.0214907871575685","0.0273544793932919","2"
"Married, but separated","2018","direct migration background","Male","249","0.0466757142280979","0.0406218227070381","0.0527296057491576","2"
"Married, but separated","2018","direct migration background","Female","242","0.0370846283913041","0.031364883153313","0.0428043736292952","2"
"Married, but separated","2018","indirect migration background","Male","12","","","","2"
"Married, but separated","2018","indirect migration background","Female","27","","","","2"
"Single","2018","no migration background","Male","2679","0.328546925393913","0.31898154512922","0.338112305658605","3"
"Single","2018","no migration background","Female","2683","0.257867573671491","0.249558489839796","0.266176657503186","3"
"Single","2018","direct migration background","Male","1415","0.24838673611162","0.235986491899381","0.26078698032386","3"
"Single","2018","direct migration background","Female","683","0.160065903615123","0.148967572419246","0.171164234810999","3"
"Single","2018","indirect migration background","Male","520","0.678531898447691","0.646700962144729","0.710362834750653","3"
"Single","2018","indirect migration background","Female","519","0.584366483107454","0.553651670109476","0.615081296105431","3"
"Widowed","2018","no migration background","Male","297","0.0383978643643281","0.0344845300831741","0.0423111986454821","5"
"Widowed","2018","no migration background","Female","904","0.136189343830674","0.129674636468746","0.142704051192602","5"
"Widowed","2018","direct migration background","Male","40","0.0219723172774626","0.0177652222214019","0.0261794123335233","5"
"Widowed","2018","direct migration background","Female","183","0.0694121678553505","0.061719408469122","0.077104927241579","5"
"Widowed","2018","indirect migration background","Male","2","","","","5"
"Widowed","2018","indirect migration background","Female","13","","","","5"
"Divorced","2019","no migration background","Male","785","0.0916048251487436","0.0859293621371463","0.0972802881603409","4"
"Divorced","2019","no migration background","Female","1305","0.127218862493585","0.120878729562444","0.133558995424727","4"
"Divorced","2019","direct migration background","Male","144","0.0764808024705531","0.0683557464882269","0.0846058584528793","4"
"Divorced","2019","direct migration background","Female","317","0.108648934264413","0.0985820974617801","0.118715771067047","4"
"Divorced","2019","indirect migration background","Female","67","0.065764752351956","0.0499191452546096","0.0816103594493023","4"
"Divorced","2019","indirect migration background","Male","41","0.0359049241863102","0.0232550991558674","0.0485547492167529","4"
"Married","2019","no migration background","Male","5954","0.519648438332677","0.509818763988782","0.529478112676572","1"
"Married","2019","direct migration background","Male","2560","0.619816261423845","0.604975525692464","0.634656997155227","1"
"Married","2019","no migration background","Female","5581","0.466700296578642","0.457207926902752","0.476192666254532","1"
"Married","2019","direct migration background","Female","2448","0.636899978213419","0.621343737551012","0.652456218875825","1"
"Married","2019","indirect migration background","Male","326","0.312463351564896","0.280949967027554","0.343976736102238","1"
"Married","2019","indirect migration background","Female","368","0.32820375164434","0.298186237643793","0.358221265644887","1"
"Married, but separated","2019","no migration background","Male","196","0.0226416257503264","0.0197148770361758","0.025568374464477","2"
"Married, but separated","2019","no migration background","Female","233","0.0189732857384091","0.0163774235992068","0.0215691478776114","2"
"Married, but separated","2019","direct migration background","Male","206","0.040313389225235","0.0343000382339486","0.0463267402165214","2"
"Married, but separated","2019","direct migration background","Female","198","0.0382712986603398","0.0320651984053113","0.0444773989153683","2"
"Married, but separated","2019","indirect migration background","Male","8","","","","2"
"Married, but separated","2019","indirect migration background","Female","20","","","","2"
"Single","2019","no migration background","Male","2687","0.329015367780836","0.319771172914325","0.338259562647348","3"
"Single","2019","no migration background","Female","2612","0.255208898232771","0.246913541258836","0.263504255206707","3"
"Single","2019","direct migration background","Female","556","0.146643171907288","0.13519984893133","0.158086494883246","3"
"Single","2019","direct migration background","Male","1164","0.240972120372399","0.227897188226533","0.254047052518265","3"
"Single","2019","indirect migration background","Female","473","0.568667916474418","0.537007296921432","0.600328536027404","3"
"Single","2019","indirect migration background","Male","452","0.642814116592439","0.610235140935868","0.67539309224901","3"
"Widowed","2019","no migration background","Male","302","0.0370897429874168","0.0333716133185792","0.0408078726562544","5"
"Widowed","2019","no migration background","Female","880","0.131898656956592","0.125460295800605","0.138337018112579","5"
"Widowed","2019","direct migration background","Male","36","0.0224174265079676","0.0178916116589415","0.0269432413569938","5"
"Widowed","2019","direct migration background","Female","152","0.0695366169545398","0.0613082752037252","0.0777649587053544","5"
"Widowed","2019","indirect migration background","Male","4","","","","5"
"Widowed","2019","indirect migration background","Female","12","","","","5"
