"pgfamstd","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Single","2015","inadequately","157","0.287853854709745","0.249524078387144","0.326183631032346","3"
"Single","2015","general elemantary","1090","0.312906118355072","0.296602179699521","0.329210057010623","3"
"Single","2015","middle vocational","2731","0.250444878016175","0.242752869907121","0.258136886125229","3"
"Single","2015","vocational + Abi","514","0.3282324714706","0.308434486843945","0.348030456097256","3"
"Single","2015","in school","770","0.996342979360473","0.992093209834827","1.00059274888612","3"
"Single","2015","higher vocational","184","0.179115437834777","0.159933103563266","0.198297772106288","3"
"Single","2015","higher education","1269","0.302058152680365","0.290843294686188","0.313273010674542","3"
"Widowed","2015","in school","","","","","5"
"Widowed","2015","inadequately","20","","","","5"
"Widowed","2015","general elemantary","289","0.165003806195429","0.151952117894149","0.178055494496709","5"
"Widowed","2015","middle vocational","748","0.0915770914451116","0.0864565093884339","0.0966976735017892","5"
"Widowed","2015","vocational + Abi","56","0.0508390071517004","0.0415773397939069","0.060100674509494","5"
"Widowed","2015","higher vocational","67","0.0498872439436848","0.038996031451159","0.0607784564362106","5"
"Widowed","2015","higher education","210","0.0450855202552183","0.0400174846118414","0.0501535558985952","5"
"Divorced","2016","inadequately","64","0.126796417547148","0.112213502720127","0.141379332374169","4"
"Divorced","2016","middle vocational","1152","0.113020327610258","0.107309069129722","0.118731586090794","4"
"Divorced","2016","vocational + Abi","209","0.0915248729797027","0.0792560898602211","0.103793656099184","4"
"Divorced","2016","higher vocational","139","0.122471232622097","0.105341571632583","0.139600893611611","4"
"Divorced","2016","higher education","464","0.0830105396719846","0.07638192380938","0.0896391555345893","4"
"Divorced","2016","in school","","","","","4"
"Divorced","2016","general elemantary","235","0.0837936052581082","0.0746867315806862","0.0929004789355301","4"
"Married","2016","in school","6","","","","1"
"Married","2016","inadequately","1191","0.466034978112222","0.444172531874079","0.487897424350365","1"
"Married","2016","general elemantary","1645","0.415324821525081","0.399128421788242","0.431521221261921","1"
"Married","2016","middle vocational","6930","0.517772608111934","0.508759134843395","0.526786081380473","1"
"Married","2016","vocational + Abi","1269","0.493770964786871","0.472498799397461","0.51504313017628","1"
"Married","2016","higher vocational","984","0.606155830103477","0.580625560790653","0.631686099416301","1"
"Married","2016","higher education","4418","0.54148549578825","0.529514121363091","0.553456870213409","1"
"Married, but separated","2016","in school","1","","","","2"
"Married, but separated","2016","inadequately","159","0.0516063105407006","0.0419106181895107","0.0613020028918904","2"
"Married, but separated","2016","general elemantary","164","0.023734210357881","0.0187311165728334","0.0287373041429286","2"
"Married, but separated","2016","middle vocational","358","0.0222107802183314","0.0195524971118473","0.0248690633248156","2"
"Married, but separated","2016","vocational + Abi","67","0.0250005428167252","0.0183577255275964","0.0316433601058539","2"
"Married, but separated","2016","higher vocational","46","0.0377071832060711","0.0277538920167335","0.0476604743954088","2"
"Married, but separated","2016","higher education","234","0.0325800294472911","0.0283146534417776","0.0368454054528045","2"
"Single","2016","vocational + Abi","519","0.341137958047241","0.320966482505868","0.361309433588614","3"
"Single","2016","higher vocational","169","0.183235728138107","0.163021624527277","0.203449831748936","3"
"Single","2016","higher education","1325","0.297431228365969","0.286448461508841","0.308413995223097","3"
"Single","2016","inadequately","526","0.30443417501033","0.284266821413264","0.324601528607395","3"
"Single","2016","general elemantary","1241","0.323309221137508","0.307935769364903","0.338682672910112","3"
"Single","2016","middle vocational","2638","0.256150248756342","0.248276406614521","0.264024090898162","3"
"Single","2016","in school","731","0.999393577514438","0.997617443075424","1.00116971195345","3"
"Widowed","2016","in school","","","","","5"
"Widowed","2016","inadequately","60","0.0511281187895995","0.0414750191622701","0.0607812184169289","5"
"Widowed","2016","general elemantary","271","0.153838141721422","0.141979745695933","0.165696537746911","5"
"Widowed","2016","middle vocational","728","0.0908460353031349","0.0856619945215489","0.0960300760847208","5"
"Widowed","2016","vocational + Abi","58","0.0485656613694604","0.0394196978294105","0.0577116249095102","5"
"Widowed","2016","higher vocational","69","0.050430025930248","0.0389957379819644","0.0618643138785316","5"
"Widowed","2016","higher education","214","0.0454927067265048","0.0404862026362588","0.0504992108167508","5"
"Divorced","2017","in school","1","","","","4"
"Divorced","2017","inadequately","85","0.146059600262978","0.132625930671378","0.159493269854578","4"
"Divorced","2017","general elemantary","264","0.088333344844398","0.0795247761346589","0.0971419135541371","4"
"Divorced","2017","middle vocational","1278","0.115044340808703","0.109557738644123","0.120530942973282","4"
"Divorced","2017","vocational + Abi","248","0.104064845753278","0.0917247155084427","0.116404975998113","4"
"Divorced","2017","higher vocational","144","0.111827880548343","0.0960927486871991","0.127563012409487","4"
"Divorced","2017","higher education","518","0.0834907827886976","0.0772165200616357","0.0897650455157596","4"
"Married","2017","in school","11","","","","1"
"Married","2017","inadequately","1514","0.44574020595086","0.426833606606179","0.464646805295542","1"
"Married","2017","general elemantary","1877","0.414030674406063","0.398741688748724","0.429319660063401","1"
"Married","2017","middle vocational","7480","0.516105603154853","0.507512408121586","0.52469879818812","1"
"Married","2017","vocational + Abi","1370","0.487455682609657","0.467255155009936","0.507656210209378","1"
"Married","2017","higher vocational","1062","0.597486870140536","0.573001820974012","0.621971919307061","1"
"Married","2017","higher education","4900","0.543891029829962","0.532593974125631","0.555188085534293","1"
"Married, but separated","2017","in school","","","","","2"
"Married, but separated","2017","inadequately","189","0.0473391242958285","0.0392612869666791","0.0554169616249778","2"
"Married, but separated","2017","general elemantary","156","0.0262308905897304","0.0212700018398874","0.0311917793395734","2"
"Married, but separated","2017","middle vocational","378","0.0241872623529008","0.0215455429613909","0.0268289817444106","2"
"Married, but separated","2017","vocational + Abi","67","0.0187455013943775","0.013264387919566","0.024226614869189","2"
"Married, but separated","2017","higher vocational","45","0.0344847360115755","0.025374286692298","0.043595185330853","2"
"Married, but separated","2017","higher education","272","0.0314297154726591","0.0274723076262371","0.0353871233190811","2"
"Single","2017","vocational + Abi","604","0.334254157422516","0.315189804344546","0.353318510500486","3"
"Single","2017","higher vocational","218","0.200672038451019","0.180675597476438","0.2206684794256","3"
"Single","2017","higher education","1541","0.295205211818121","0.284859309643706","0.305551113992536","3"
"Single","2017","inadequately","781","0.306110645219772","0.28857990891748","0.323641381522065","3"
"Single","2017","middle vocational","3118","0.256326275319718","0.24881873164839","0.263833818991047","3"
"Single","2017","general elemantary","1418","0.323048185592059","0.3085325016143","0.337563869569818","3"
"Single","2017","in school","804","0.996886015981132","0.993063195067125","1.00070883689514","3"
"Widowed","2017","in school","","","","","5"
"Widowed","2017","inadequately","86","0.0547504242705608","0.0460971031925326","0.0634037453485891","5"
"Widowed","2017","general elemantary","272","0.14835690456775","0.137323547590349","0.159390261545152","5"
"Widowed","2017","middle vocational","738","0.0883365183638251","0.0834567691412881","0.093216267586362","5"
"Widowed","2017","vocational + Abi","63","0.0554798128201714","0.0462285174272626","0.0647311082130803","5"
"Widowed","2017","higher vocational","72","0.0555284748485262","0.044094451393876","0.0669624983031764","5"
"Widowed","2017","higher education","236","0.0459832600905599","0.0412326116568147","0.0507339085243051","5"
"Divorced","2018","in school","","","","","4"
"Divorced","2018","inadequately","94","0.150875770072217","0.135798784910211","0.165952755234223","4"
"Divorced","2018","general elemantary","287","0.0923663046171009","0.0829948992149316","0.10173771001927","4"
"Divorced","2018","middle vocational","1263","0.11669713479368","0.111003776768342","0.122390492819018","4"
"Divorced","2018","vocational + Abi","231","0.101123788915497","0.0885482916633949","0.113699286167599","4"
"Divorced","2018","higher vocational","138","0.117115546375074","0.10057028646091","0.133660806289238","4"
"Divorced","2018","higher education","530","0.0848899982422151","0.0783756109695017","0.0914043855149285","4"
"Married","2018","in school","3","","","","1"
"Married","2018","inadequately","1226","0.4527684919807","0.431801178588489","0.473735805372911","1"
"Married","2018","general elemantary","1670","0.412998112808212","0.397061852378367","0.428934373238057","1"
"Married","2018","middle vocational","6896","0.512297294537347","0.503433448730693","0.521161140344002","1"
"Married","2018","vocational + Abi","1274","0.483362909427352","0.462519056100501","0.504206762754202","1"
"Married","2018","higher vocational","980","0.591328557988409","0.566034648699677","0.616622467277141","1"
"Married","2018","higher education","4605","0.556149801103833","0.544537380370078","0.567762221837587","1"
"Married, but separated","2018","in school","1","","","","2"
"Married, but separated","2018","inadequately","147","0.0418526381764839","0.0334174123450497","0.0502878640079181","2"
"Married, but separated","2018","higher education","248","0.029401685366935","0.0254533454061466","0.0333500253277234","2"
"Married, but separated","2018","general elemantary","123","0.0305717111055114","0.0249997207776336","0.0361437014333892","2"
"Married, but separated","2018","middle vocational","353","0.0252987956004681","0.0225141543425915","0.0280834368583447","2"
"Married, but separated","2018","vocational + Abi","57","0.0204982189727556","0.0145879229212584","0.0264085150242527","2"
"Married, but separated","2018","higher vocational","50","0.0398387969834241","0.0297755166891138","0.0499020772777343","2"
"Single","2018","vocational + Abi","586","0.344064280535047","0.324249056302722","0.363879504767371","3"
"Single","2018","higher vocational","209","0.197371416749225","0.176892177251213","0.217850656247238","3"
"Single","2018","higher education","1421","0.284317759668677","0.273774600226108","0.294860919111247","3"
"Single","2018","in school","699","0.999394325430972","0.997575636022575","1.00121301483937","3"
"Single","2018","middle vocational","2980","0.255616763122419","0.247881474253272","0.263352051991567","3"
"Single","2018","inadequately","626","0.29450320082702","0.275302739030659","0.31370366262338","3"
"Single","2018","general elemantary","1336","0.316345457376658","0.301293541264656","0.331397373488659","3"
"Widowed","2018","in school","","","","","5"
"Widowed","2018","inadequately","72","0.0599998989435794","0.0499962521289229","0.070003545758236","5"
"Widowed","2018","general elemantary","251","0.147718414092518","0.136234194003965","0.159202634181072","5"
"Widowed","2018","middle vocational","724","0.0900900119460853","0.0850128488181702","0.0951671750740005","5"
"Widowed","2018","vocational + Abi","60","0.0509508021493491","0.0417787095083068","0.0601228947903914","5"
"Widowed","2018","higher vocational","74","0.0543456819038677","0.0426812629203407","0.0660101008873947","5"
"Widowed","2018","higher education","228","0.0452407556183396","0.0403831693631999","0.0500983418734794","5"
"Divorced","2019","in school","","","","","4"
"Divorced","2019","inadequately","88","0.147947909698509","0.132177150335154","0.163718669061863","4"
"Divorced","2019","general elemantary","268","0.0951225849366002","0.0850914283997183","0.105153741473482","4"
"Divorced","2019","middle vocational","1238","0.118215429963011","0.112367940725934","0.124062919200088","4"
"Divorced","2019","vocational + Abi","243","0.106458801663476","0.093734604535195","0.119182998791757","4"
"Divorced","2019","higher vocational","173","0.12054908793904","0.10491876117495","0.13617941470313","4"
"Divorced","2019","higher education","604","0.0831951705101969","0.0770003165216291","0.0893900244987647","4"
"Married","2019","general elemantary","1513","0.418355799707048","0.401489651607783","0.435221947806314","1"
"Married","2019","middle vocational","6667","0.512400241333908","0.503347345893989","0.521453136773826","1"
"Married","2019","vocational + Abi","1326","0.489937305966202","0.469313712151687","0.510560899780716","1"
"Married","2019","higher vocational","1135","0.592095284270095","0.568503789696807","0.615686778843383","1"
"Married","2019","higher education","5075","0.575340721536191","0.564253405271667","0.586428037800716","1"
"Married","2019","in school","2","","","","1"
"Married","2019","inadequately","1155","0.479460918141744","0.457270351485814","0.501651484797673","1"
"Married, but separated","2019","in school","3","","","","2"
"Married, but separated","2019","inadequately","126","0.0408985388029093","0.0321012006119028","0.0496958769939159","2"
"Married, but separated","2019","general elemantary","97","0.0219233948683342","0.0169166593531797","0.0269301303834888","2"
"Married, but separated","2019","middle vocational","299","0.0233697767826647","0.0206336043521757","0.0261059492131536","2"
"Married, but separated","2019","vocational + Abi","47","0.0191635924715981","0.0135074666245192","0.0248197183186771","2"
"Married, but separated","2019","higher vocational","46","0.0356476806678645","0.0267471931564977","0.0445481681792313","2"
"Married, but separated","2019","higher education","216","0.0227992087731261","0.0194511323470111","0.0261472851992411","2"
"Single","2019","vocational + Abi","582","0.338926886542178","0.319398782975239","0.358454990109116","3"
"Single","2019","higher vocational","239","0.20303460519859","0.183724481497896","0.222344728899283","3"
"Single","2019","higher education","1494","0.273918600872582","0.263915215771108","0.283921985974057","3"
"Single","2019","in school","597","0.998132292980695","0.994683252638067","1.00158133332332","3"
"Single","2019","inadequately","524","0.277218607945837","0.257335705300896","0.297101510590777","3"
"Single","2019","general elemantary","1197","0.32494499501284","0.308931400833735","0.340958589191945","3"
"Single","2019","middle vocational","2785","0.255492484594575","0.247593437403359","0.263391531785792","3"
"Widowed","2019","in school","","","","","5"
"Widowed","2019","inadequately","54","0.054474025411002","0.0443931886624906","0.0645548621595134","5"
"Widowed","2019","general elemantary","211","0.139653225475178","0.127801636964743","0.151504813985612","5"
"Widowed","2019","middle vocational","722","0.0905220673258414","0.0853254059852532","0.0957187286664296","5"
"Widowed","2019","vocational + Abi","59","0.0455134133565467","0.0369146315281656","0.0541121951849278","5"
"Widowed","2019","higher vocational","74","0.0486733419244108","0.0383435705984656","0.059003113250356","5"
"Widowed","2019","higher education","246","0.0447462983079033","0.0401088242650696","0.0493837723507371","5"
