"pgfamstd","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Divorced","2017","East Germany","565","0.109311148487812","0.101700390105642","0.116921906869982","4"
"Married","2017","West Germany","15042","0.505468322950142","0.499425282055928","0.511511363844357","1"
"Married","2017","East Germany","3469","0.43870316642336","0.426599571557626","0.450806761289094","1"
"Married, but separated","2017","East Germany","198","0.0247148410328451","0.0209279970182238","0.0285016850474663","2"
"Married, but separated","2017","West Germany","950","0.0266969591183967","0.0247486115143521","0.0286453067224414","2"
"Single","2017","East Germany","1836","0.340026955709751","0.328472420767376","0.351581490652127","3"
"Single","2017","West Germany","7209","0.293949218495227","0.288442845490157","0.299455591500296","3"
"Widowed","2017","West Germany","1099","0.0755404951962036","0.0723464183311112","0.078734572061296","5"
"Widowed","2017","East Germany","389","0.0872438883462313","0.0803608913622856","0.0941268853301769","5"
"Divorced","2018","West Germany","2023","0.100867109887609","0.0970845541254276","0.10464966564979","4"
"Divorced","2018","East Germany","572","0.107694680297616","0.0999988870015061","0.115390473593726","4"
"Married","2018","West Germany","13723","0.506315567738749","0.500035939049291","0.512595196428207","1"
"Married","2018","East Germany","3312","0.447825332806785","0.435480304352529","0.460170361261042","1"
"Married, but separated","2018","West Germany","823","0.0268283860421272","0.0247988788343684","0.028857893249886","2"
"Married, but separated","2018","East Germany","192","0.0258112563900995","0.0218746168202722","0.0297478959599268","2"
"Single","2018","West Germany","6721","0.291057046433308","0.285351551653623","0.296762541212993","3"
"Single","2018","East Germany","1778","0.333612311602123","0.321906971286253","0.345317651917994","3"
"Widowed","2018","West Germany","1060","0.0749318898982071","0.071625007075123","0.0782387727212912","5"
"Widowed","2018","East Germany","379","0.0850564189033755","0.078130933283875","0.091981904522876","5"
"Divorced","2019","East Germany","606","0.11459787869133","0.106638145766685","0.122557611615974","4"
"Divorced","2019","West Germany","2045","0.101094568271971","0.0972699483315324","0.104919188212409","4"
"Married","2019","West Germany","13870","0.514950722460541","0.508609935840175","0.521291509080907","1"
"Married","2019","East Germany","3351","0.452334745665579","0.439897405961784","0.464772085369374","1"
"Married, but separated","2019","West Germany","690","0.0231341959526062","0.0212269266006752","0.0250414653045371","2"
"Married, but separated","2019","East Germany","169","0.0236097853261279","0.0198157824490379","0.027403788203218","2"
"Single","2019","West Germany","6233","0.288318892400292","0.28257182036541","0.294065964435174","3"
"Single","2019","East Germany","1670","0.3253767784702","0.313669287050329","0.337084269890071","3"
"Widowed","2019","West Germany","1027","0.0725016209145899","0.0692116064342812","0.0757916353948986","5"
"Widowed","2019","East Germany","356","0.084080811846763","0.0771462830731235","0.0910153406204025","5"
