"pgfamstd","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1995","Couple + C. LE 16 ","61","0.0191381704357389","0.014358106343234","0.0239182345282438","4"
"Divorced","1995","Couple + C. LE and GT 16","23","","","","4"
"Divorced","1995","Couple + C. GT 16 ","36","0.0105764773509906","0.00656972439352233","0.0145832303084588","4"
"Married","1995","1-pers.-HH","1","","","","1"
"Married","1995","(Married) couple without C. ","2860","0.840993106789421","0.828916147305663","0.853070066273179","1"
"Married","1995","Single parent ","7","","","","1"
"Married","1995","Couple + C. LE 16 ","2954","0.940610140258569","0.932364192638663","0.948856087878475","1"
"Married","1995","Couple + C. LE and GT 16","729","0.596604279512223","0.569375781222928","0.623832777801518","1"
"Married","1995","Couple + C. GT 16 ","1498","0.623400820527179","0.60442265202699","0.642378989027369","1"
"Married, but separated","1995","(Married) couple without C. ","26","","","","2"
"Married, but separated","1995","1-pers.-HH","82","0.0447310142949007","0.0339908023184887","0.0554712262713128","2"
"Married, but separated","1995","Single parent ","52","0.0808440132413872","0.0591404859740696","0.102547540508705","2"
"Married, but separated","1995","Couple + C. LE 16 ","36","0.010046691792019","0.0065673388202506","0.0135260447637874","2"
"Married, but separated","1995","Couple + C. GT 16 ","13","","","","2"
"Married, but separated","1995","Couple + C. LE and GT 16","7","","","","2"
"Single","1995","(Married) couple without C. ","466","0.0991894007365506","0.0893174542560687","0.109061347217033","3"
"Single","1995","1-pers.-HH","565","0.362953898571474","0.337970195775272","0.387937601367677","3"
"Single","1995","Single parent ","279","0.445417032797202","0.405845902754243","0.484988162840161","3"
"Single","1995","Couple + C. LE 16 ","98","0.029376732773489","0.0234854931342859","0.0352679724126922","3"
"Single","1995","Couple + C. GT 16 ","951","0.356673435729275","0.337911309491971","0.375435561966578","3"
"Single","1995","Couple + C. LE and GT 16","484","0.382207414232959","0.355237115059416","0.409177713406502","3"
"Widowed","1995","1-pers.-HH","528","0.423281181169608","0.397610216871519","0.448952145467697","5"
"Widowed","1995","(Married) couple without C. ","64","0.0198324867778074","0.0152278841822331","0.0244370893733818","5"
"Widowed","1995","Single parent ","116","0.201693699417042","0.169745769483809","0.233641629350274","5"
"Widowed","1995","Couple + C. LE 16 ","7","","","","5"
"Widowed","1995","Couple + C. GT 16 ","6","","","","5"
"Widowed","1995","Couple + C. LE and GT 16","4","","","","5"
"Divorced","1996","1-pers.-HH","249","0.166716045036971","0.147577737704506","0.185854352369435","4"
"Divorced","1996","(Married) couple without C. ","117","0.0342649018090208","0.0282969051603077","0.0402328984577338","4"
"Divorced","1996","Single parent ","151","0.261835385875333","0.22806403932234","0.295606732428327","4"
"Divorced","1996","Couple + C. LE 16 ","53","0.0181692543106284","0.0133954100942133","0.0229430985270434","4"
"Divorced","1996","Couple + C. GT 16 ","33","0.0113979050110628","0.00712787415251936","0.0156679358696063","4"
"Divorced","1996","Couple + C. LE and GT 16","21","","","","4"
"Married","1996","1-pers.-HH","","","","","1"
"Married","1996","(Married) couple without C. ","2835","0.831075678852871","0.818783151178287","0.843368206527455","1"
"Married","1996","Single parent ","6","","","","1"
"Married","1996","Couple + C. LE 16 ","2824","0.944772971991166","0.936608634601029","0.952937309381303","1"
"Married","1996","Couple + C. LE and GT 16","759","0.609169600174777","0.582141892926472","0.636197307423081","1"
"Married","1996","Couple + C. GT 16 ","1420","0.623005072058968","0.60351016008493","0.642499984033006","1"
"Married, but separated","1996","1-pers.-HH","91","0.0533489427893224","0.0418097298951699","0.0648881556834749","2"
"Married, but separated","1996","(Married) couple without C. ","38","0.0102031031960915","0.00690614074825004","0.0135000656439331","2"
"Married, but separated","1996","Single parent ","78","0.113006061181421","0.0886857688014969","0.137326353561344","2"
"Married, but separated","1996","Couple + C. LE 16 ","31","0.00744264341048398","0.00437063225008022","0.0105146545708877","2"
"Married, but separated","1996","Couple + C. LE and GT 16","4","","","","2"
"Married, but separated","1996","Couple + C. GT 16 ","15","","","","2"
"Single","1996","1-pers.-HH","595","0.376126518455903","0.351253210031264","0.400999826880541","3"
"Single","1996","(Married) couple without C. ","509","0.10182304458046","0.0919015109135472","0.111744578247373","3"
"Single","1996","Single parent ","300","0.439001128985049","0.400879503632558","0.477122754337539","3"
"Single","1996","Couple + C. LE 16 ","94","0.0292359874326273","0.0232145927558596","0.0352573821093949","3"
"Single","1996","Couple + C. LE and GT 16","465","0.370630821855025","0.343878010437645","0.397383633272405","3"
"Single","1996","Couple + C. GT 16 ","900","0.356248184997008","0.336984325715428","0.375512044278588","3"
"Widowed","1996","1-pers.-HH","522","0.403808493717804","0.378614388879484","0.429002598556124","5"
"Widowed","1996","(Married) couple without C. ","70","0.0226332715615561","0.0177537497964641","0.027512793326648","5"
"Widowed","1996","Single parent ","116","0.18196183593045","0.152324815847479","0.21159885601342","5"
"Widowed","1996","Couple + C. LE 16 ","5","","","","5"
"Widowed","1996","Couple + C. GT 16 ","6","","","","5"
"Widowed","1996","Couple + C. LE and GT 16","3","","","","5"
"Divorced","1997","1-pers.-HH","234","0.157489161101729","0.13857645202717","0.176401870176288","4"
"Divorced","1997","(Married) couple without C. ","134","0.0404659178603263","0.0340397935776802","0.0468920421429725","4"
"Divorced","1997","Single parent ","162","0.297240527058487","0.261692246921224","0.332788807195751","4"
"Divorced","1997","Couple + C. LE 16 ","61","0.019097918658838","0.0140676736054995","0.0241281637121764","4"
"Divorced","1997","Couple + C. GT 16 ","34","0.0121378609843886","0.0077339804005033","0.0165417415682739","4"
"Divorced","1997","Couple + C. LE and GT 16","17","","","","4"
"Married","1997","1-pers.-HH","1","","","","1"
"Married","1997","(Married) couple without C. ","2847","0.826234527898894","0.813877681948068","0.83859137384972","1"
"Married","1997","Single parent ","4","","","","1"
"Married","1997","Couple + C. GT 16 ","1402","0.613226886708973","0.593640468820108","0.632813304597838","1"
"Married","1997","Couple + C. LE 16 ","2634","0.937838549550038","0.928964784925586","0.94671231417449","1"
"Married","1997","Couple + C. LE and GT 16","739","0.602632509599706","0.57509401881512","0.630171000384291","1"
"Married, but separated","1997","1-pers.-HH","92","0.0484336988169557","0.0372873147320908","0.0595800829018206","2"
"Married, but separated","1997","(Married) couple without C. ","38","0.0103489042208597","0.00704853552686028","0.0136492729148592","2"
"Married, but separated","1997","Single parent ","87","0.145284259219291","0.117876005802483","0.172692512636098","2"
"Married, but separated","1997","Couple + C. LE 16 ","35","0.00920517922738981","0.00569530719047216","0.0127150512643075","2"
"Married, but separated","1997","Couple + C. GT 16 ","9","","","","2"
"Married, but separated","1997","Couple + C. LE and GT 16","12","","","","2"
"Single","1997","1-pers.-HH","594","0.389362073723822","0.364045241166374","0.414678906281271","3"
"Single","1997","(Married) couple without C. ","520","0.0993460496449178","0.0895910220861751","0.10910107720366","3"
"Single","1997","Single parent ","270","0.388376452142358","0.350468548131609","0.426284356153107","3"
"Single","1997","Couple + C. LE 16 ","109","0.0322510981400512","0.0257582253823194","0.038743970897783","3"
"Single","1997","Couple + C. GT 16 ","926","0.370871144826926","0.351444508557579","0.390297781096272","3"
"Single","1997","Couple + C. LE and GT 16","440","0.373627823465881","0.346403723887053","0.400851923044709","3"
"Widowed","1997","1-pers.-HH","504","0.404424526615567","0.37894286148705","0.429906191744084","5"
"Widowed","1997","(Married) couple without C. ","73","0.0236046003750026","0.0186536860773055","0.0285555146726997","5"
"Widowed","1997","Single parent ","112","0.166725863854947","0.137735299649292","0.195716428060603","5"
"Widowed","1997","Couple + C. LE 16 ","5","","","","5"
"Widowed","1997","Couple + C. GT 16 ","4","","","","5"
"Widowed","1997","Couple + C. LE and GT 16","5","","","","5"
"Divorced","1998","1-pers.-HH","297","0.166656727915378","0.149049902901109","0.184263552929647","4"
"Divorced","1998","(Married) couple without C. ","155","0.0372073820911615","0.0314696418488236","0.0429451223334995","4"
"Divorced","1998","Single parent ","188","0.289069228740989","0.255747472839819","0.322390984642159","4"
"Divorced","1998","Couple + C. GT 16 ","37","0.0129995977738864","0.00861688118900971","0.0173823143587631","4"
"Divorced","1998","Couple + C. LE 16 ","69","0.0191782409186285","0.0143587905034174","0.0239976913338395","4"
"Divorced","1998","Couple + C. LE and GT 16","12","","","","4"
"Married","1998","1-pers.-HH","1","","","","1"
"Married","1998","(Married) couple without C. ","3345","0.832282188467232","0.820955972360545","0.843608404573919","1"
"Married","1998","Single parent ","4","","","","1"
"Married","1998","Couple + C. LE 16 ","2840","0.926353635403006","0.917175337547192","0.93553193325882","1"
"Married","1998","Couple + C. GT 16 ","1519","0.601670430857797","0.582728668985201","0.620612192730393","1"
"Married","1998","Couple + C. LE and GT 16","768","0.599428681155893","0.572339920446556","0.626517441865229","1"
"Married, but separated","1998","(Married) couple without C. ","32","0.0076714971163379","0.00502648451074661","0.0103165097219292","2"
"Married, but separated","1998","1-pers.-HH","104","0.0537869848251866","0.0431286167438528","0.0644453529065204","2"
"Married, but separated","1998","Single parent ","97","0.142759611883932","0.117045751467827","0.168473472300037","2"
"Married, but separated","1998","Couple + C. LE 16 ","39","0.0102887938005809","0.00674282784987489","0.0138347597512869","2"
"Married, but separated","1998","Couple + C. GT 16 ","12","","","","2"
"Married, but separated","1998","Couple + C. LE and GT 16","12","","","","2"
"Single","1998","1-pers.-HH","721","0.381889698152768","0.358935632560998","0.404843763744537","3"
"Single","1998","(Married) couple without C. ","569","0.100848410616361","0.0917196685268112","0.109977152705911","3"
"Single","1998","Single parent ","303","0.41520735359462","0.378987494174328","0.451427213014912","3"
"Single","1998","Couple + C. LE 16 ","159","0.041403707558337","0.0344031025534203","0.0484043125632538","3"
"Single","1998","Couple + C. GT 16 ","997","0.382063463291107","0.363263393724556","0.400863532857658","3"
"Single","1998","Couple + C. LE and GT 16","459","0.381714680144105","0.354858493223355","0.408570867064856","3"
"Widowed","1998","1-pers.-HH","598","0.397175722048557","0.374058035543507","0.420293408553607","5"
"Widowed","1998","(Married) couple without C. ","79","0.0219905217089071","0.01754472859942","0.0264363148183943","5"
"Widowed","1998","Single parent ","119","0.151187224310873","0.124855652068125","0.177518796553622","5"
"Widowed","1998","Couple + C. LE 16 ","4","","","","5"
"Widowed","1998","Couple + C. GT 16 ","1","","","","5"
"Widowed","1998","Couple + C. LE and GT 16","6","","","","5"
"Divorced","1999","1-pers.-HH","295","0.172288003946685","0.154089005710788","0.190487002182583","4"
"Divorced","1999","(Married) couple without C. ","164","0.040837692426104","0.0348111631141306","0.0468642217380775","4"
"Divorced","1999","Single parent ","188","0.293255977257707","0.259886486534408","0.326625467981006","4"
"Divorced","1999","Couple + C. LE 16 ","100","0.0370335333668546","0.0303094988561413","0.043757567877568","4"
"Divorced","1999","Couple + C. GT 16 ","45","0.0168923553591349","0.0118468671132381","0.0219378436050317","4"
"Divorced","1999","Couple + C. LE and GT 16","29","","","","4"
"Married","1999","1-pers.-HH","1","","","","1"
"Married","1999","(Married) couple without C. ","3230","0.815504006148761","0.803692721284099","0.827315291013424","1"
"Married","1999","Single parent ","6","","","","1"
"Married","1999","Couple + C. LE 16 ","2692","0.895918129894893","0.885045152559315","0.906791107230471","1"
"Married","1999","Couple + C. LE and GT 16","684","0.571838956781731","0.543413199390698","0.600264714172764","1"
"Married","1999","Couple + C. GT 16 ","1470","0.595749747113817","0.576535886263334","0.6149636079643","1"
"Married, but separated","1999","1-pers.-HH","99","0.0534736468226567","0.0426314672709597","0.0643158263743537","2"
"Married, but separated","1999","(Married) couple without C. ","41","0.00876857402260666","0.00592972274060373","0.0116074253046096","2"
"Married, but separated","1999","Single parent ","87","0.118939081519107","0.0952111254783071","0.142667037559907","2"
"Married, but separated","1999","Couple + C. LE 16 ","41","0.010862338568232","0.0071715700002158","0.0145531071362482","2"
"Married, but separated","1999","Couple + C. LE and GT 16","12","","","","2"
"Married, but separated","1999","Couple + C. GT 16 ","13","","","","2"
"Single","1999","1-pers.-HH","688","0.378374563220019","0.355002034967461","0.401747091472577","3"
"Single","1999","(Married) couple without C. ","632","0.112396528490972","0.102778710164956","0.122014346816988","3"
"Single","1999","Single parent ","317","0.435369110440156","0.399027330591844","0.471710890288468","3"
"Single","1999","Couple + C. LE 16 ","193","0.055647608819773","0.0474852238742998","0.0638099937652462","3"
"Single","1999","Couple + C. GT 16 ","974","0.381849043842099","0.362827284443429","0.400870803240769","3"
"Single","1999","Couple + C. LE and GT 16","430","0.39848155100829","0.370356055244672","0.426607046771909","3"
"Widowed","1999","(Married) couple without C. ","76","0.0224931989115557","0.0179780078727781","0.0270083899503334","5"
"Widowed","1999","1-pers.-HH","571","0.395124784440522","0.371564508680897","0.418685060200147","5"
"Widowed","1999","Single parent ","117","0.148842272327867","0.122752923522489","0.174931621133246","5"
"Widowed","1999","Couple + C. LE 16 ","4","","","","5"
"Widowed","1999","Couple + C. GT 16 ","4","","","","5"
"Widowed","1999","Couple + C. LE and GT 16","9","","","","5"
"Divorced","2000","1-pers.-HH","583","0.171823832912185","0.158990261535481","0.18465740428889","4"
"Divorced","2000","(Married) couple without C. ","235","0.0294450168994014","0.0256386081478103","0.0332514256509925","4"
"Divorced","2000","Single parent ","341","0.304764879431193","0.278731838700689","0.330797920161697","4"
"Divorced","2000","Couple + C. LE 16 ","165","0.0334111105860879","0.0285523210653773","0.0382699001067986","4"
"Divorced","2000","Couple + C. GT 16 ","76","0.0166571204975079","0.0126724858472665","0.0206417551477492","4"
"Divorced","2000","Couple + C. LE and GT 16","35","0.0114363270545465","0.00671340560812395","0.0161592485009691","4"
"Married","2000","1-pers.-HH","3","","","","1"
"Married","2000","(Married) couple without C. ","6313","0.850470836800341","0.842441270067468","0.858500403533213","1"
"Married","2000","Single parent ","13","","","","1"
"Married","2000","Couple + C. GT 16 ","2328","0.590827839803048","0.575519800490725","0.606135879115371","1"
"Married","2000","Couple + C. LE 16 ","4728","0.903109906428184","0.895112084660737","0.911107728195631","1"
"Married","2000","Couple + C. LE and GT 16","1167","0.586806104648919","0.564934060435687","0.60867814886215","1"
"Married, but separated","2000","(Married) couple without C. ","59","0.00733767468155495","0.00541600187866694","0.00925934748444297","2"
"Married, but separated","2000","1-pers.-HH","185","0.0472836703035704","0.0400629277738307","0.0545044128333101","2"
"Married, but separated","2000","Single parent ","134","0.102541670381236","0.0853849636557368","0.119698377106736","2"
"Married, but separated","2000","Couple + C. LE 16 ","55","0.00872122944359053","0.00620732659738071","0.0112351322898003","2"
"Married, but separated","2000","Couple + C. LE and GT 16","16","","","","2"
"Married, but separated","2000","Couple + C. GT 16 ","25","","","","2"
"Single","2000","(Married) couple without C. ","855","0.0959157858475766","0.0892852453002928","0.10254632639486","3"
"Single","2000","1-pers.-HH","1433","0.4178224013434","0.40104332421414","0.434601478472661","3"
"Single","2000","Single parent ","523","0.431958777904378","0.403943968910883","0.459973586897872","3"
"Single","2000","Couple + C. LE 16 ","296","0.0533609236863564","0.0472842542196623","0.0594375931530505","3"
"Single","2000","Couple + C. LE and GT 16","721","0.392016833222836","0.370331642265451","0.413702024180222","3"
"Single","2000","Couple + C. GT 16 ","1521","0.383165006105734","0.368028923956081","0.398301088255388","3"
"Widowed","2000","1-pers.-HH","1115","0.362462039341096","0.346107860070657","0.378816218611536","5"
"Widowed","2000","(Married) couple without C. ","115","0.0168306857711261","0.0139342459414922","0.0197271256007601","5"
"Widowed","2000","Single parent ","190","0.151936609321446","0.131635397602841","0.172237821040051","5"
"Widowed","2000","Couple + C. LE 16 ","11","","","","5"
"Widowed","2000","Couple + C. GT 16 ","13","","","","5"
"Widowed","2000","Couple + C. LE and GT 16","8","","","","5"
"Divorced","2001","1-pers.-HH","538","0.176705132990852","0.162990030682367","0.190420235299338","4"
"Divorced","2001","(Married) couple without C. ","214","0.0287469091845348","0.0248042854586539","0.0326895329104157","4"
"Divorced","2001","Single parent ","316","0.300971016770086","0.274191911519838","0.327750122020335","4"
"Divorced","2001","Couple + C. LE 16 ","182","0.041824599948078","0.0361411835213587","0.0475080163747974","4"
"Divorced","2001","Couple + C. GT 16 ","71","0.0172218525760685","0.0129978265436893","0.0214458786084478","4"
"Divorced","2001","Couple + C. LE and GT 16","23","","","","4"
"Married","2001","1-pers.-HH","","","","","1"
"Married","2001","(Married) couple without C. ","5735","0.852446195642244","0.844077992010471","0.860814399274016","1"
"Married","2001","Single parent ","10","","","","1"
"Married","2001","Couple + C. LE 16 ","4215","0.885746098203185","0.876714570548315","0.894777625858054","1"
"Married","2001","Couple + C. GT 16 ","2125","0.581139001496405","0.565120057607461","0.597157945385348","1"
"Married","2001","Couple + C. LE and GT 16","1049","0.586235667206393","0.563160667131787","0.609310667280999","1"
"Married, but separated","2001","1-pers.-HH","165","0.0464777314013642","0.0389079272045897","0.0540475355981388","2"
"Married, but separated","2001","Single parent ","120","0.101743364708194","0.0840935805819152","0.119393148834473","2"
"Married, but separated","2001","(Married) couple without C. ","66","0.00826204615631706","0.00612622039192416","0.01039787192071","2"
"Married, but separated","2001","Couple + C. LE 16 ","51","0.0111320145190048","0.00815331213846804","0.0141107168995415","2"
"Married, but separated","2001","Couple + C. GT 16 ","20","","","","2"
"Married, but separated","2001","Couple + C. LE and GT 16","17","","","","2"
"Single","2001","1-pers.-HH","1269","0.422484283520127","0.404722607348733","0.440245959691521","3"
"Single","2001","(Married) couple without C. ","782","0.0949443070090929","0.0880276591979871","0.101860954820199","3"
"Single","2001","Single parent ","507","0.44881236743794","0.419774262317651","0.477850472558229","3"
"Single","2001","Couple + C. LE 16 ","309","0.0604324367726343","0.0536674004495021","0.0671974730957665","3"
"Single","2001","Couple + C. GT 16 ","1417","0.392894768516017","0.377037476732035","0.408752060299998","3"
"Single","2001","Couple + C. LE and GT 16","652","0.394596725146019","0.371697109771206","0.417496340520832","3"
"Widowed","2001","1-pers.-HH","999","0.354332852087657","0.337133708590531","0.371531995584782","5"
"Widowed","2001","(Married) couple without C. ","103","0.0156005420078113","0.0126765305355048","0.0185245534801178","5"
"Widowed","2001","Single parent ","174","0.139935730809414","0.119681493416463","0.160189968202364","5"
"Widowed","2001","Couple + C. LE 16 ","9","","","","5"
"Widowed","2001","Couple + C. GT 16 ","11","","","","5"
"Widowed","2001","Couple + C. LE and GT 16","9","","","","5"
"Divorced","2002","1-pers.-HH","561","0.182509469885901","0.168613136977379","0.196405802794423","4"
"Divorced","2002","(Married) couple without C. ","253","0.0282540007490835","0.0244959530058262","0.0320120484923408","4"
"Divorced","2002","Single parent ","313","0.308827464795392","0.281925479531958","0.335729450058826","4"
"Divorced","2002","Couple + C. GT 16 ","79","0.0157311398287326","0.0118773875089862","0.0195848921484791","4"
"Divorced","2002","Couple + C. LE 16 ","176","0.0373115413392111","0.0319274912407497","0.0426955914376725","4"
"Divorced","2002","Couple + C. LE and GT 16","32","0.0140712582017609","0.00884879917799352","0.0192937172255282","4"
"Married","2002","1-pers.-HH","1","","","","1"
"Married","2002","(Married) couple without C. ","6222","0.849887511857882","0.841786578265359","0.857988445450406","1"
"Married","2002","Single parent ","6","","","","1"
"Married","2002","Couple + C. LE 16 ","4218","0.890108558874806","0.8812237510712","0.898993366678413","1"
"Married","2002","Couple + C. GT 16 ","2329","0.59144703750849","0.576223031621804","0.606671043395177","1"
"Married","2002","Couple + C. LE and GT 16","1173","0.577779446318242","0.555879828239064","0.599679064397419","1"
"Married, but separated","2002","1-pers.-HH","166","0.0444080716517707","0.0369969603337942","0.0518191829697473","2"
"Married, but separated","2002","(Married) couple without C. ","68","0.00880664048352342","0.00668764387326949","0.0109256370937774","2"
"Married, but separated","2002","Single parent ","119","0.0943421696084376","0.0773218332238207","0.111362505993055","2"
"Married, but separated","2002","Couple + C. LE 16 ","51","0.0101786572287418","0.00732719077677266","0.013030123680711","2"
"Married, but separated","2002","Couple + C. GT 16 ","26","","","","2"
"Married, but separated","2002","Couple + C. LE and GT 16","18","","","","2"
"Single","2002","1-pers.-HH","1264","0.425710336152757","0.4079218602384","0.443498812067114","3"
"Single","2002","(Married) couple without C. ","806","0.097449369212854","0.0907231465563388","0.104175591869369","3"
"Single","2002","Single parent ","523","0.4622359902592","0.433205064753593","0.491266915764806","3"
"Single","2002","Couple + C. LE 16 ","303","0.0611300587363308","0.0543243283742048","0.0679357890984568","3"
"Single","2002","Couple + C. GT 16 ","1560","0.385232045684862","0.370160296964282","0.400303794405441","3"
"Single","2002","Couple + C. LE and GT 16","725","0.394227730430483","0.372559966735258","0.415895494125707","3"
"Widowed","2002","1-pers.-HH","976","0.347150534991934","0.330023523527392","0.364277546456476","5"
"Widowed","2002","(Married) couple without C. ","119","0.0156024776966565","0.012791690429201","0.0184132649641121","5"
"Widowed","2002","Single parent ","172","0.128815475744091","0.109309295497614","0.148321655990569","5"
"Widowed","2002","Couple + C. LE 16 ","12","","","","5"
"Widowed","2002","Couple + C. GT 16 ","11","","","","5"
"Widowed","2002","Couple + C. LE and GT 16","6","","","","5"
"Divorced","2003","(Married) couple without C. ","255","0.0309953443493752","0.0270222372260512","0.0349684514726991","4"
"Divorced","2003","1-pers.-HH","570","0.188342684420857","0.174212061396318","0.202473307445396","4"
"Divorced","2003","Single parent ","306","0.293579296489535","0.266884807512244","0.320273785466825","4"
"Divorced","2003","Couple + C. LE 16 ","163","0.0409001434372325","0.0350366467481553","0.0467636401263097","4"
"Divorced","2003","Couple + C. LE and GT 16","32","0.0108815340471578","0.00614635014855296","0.0156167179457627","4"
"Divorced","2003","Couple + C. GT 16 ","74","0.0175841183005966","0.0134873845074598","0.0216808520937334","4"
"Married","2003","1-pers.-HH","1","","","","1"
"Married","2003","(Married) couple without C. ","5992","0.839274144062632","0.83085410889119","0.847694179234075","1"
"Married","2003","Single parent ","7","","","","1"
"Married","2003","Couple + C. LE 16 ","3824","0.873605590675676","0.863768107778005","0.883443073573348","1"
"Married","2003","Couple + C. GT 16 ","2293","0.586354012930119","0.571003456689765","0.601704569170473","1"
"Married","2003","Couple + C. LE and GT 16","1100","0.600396971526848","0.578040602762617","0.622753340291079","1"
"Married, but separated","2003","1-pers.-HH","172","0.0472278372236555","0.0395613902252374","0.0548942842220736","2"
"Married, but separated","2003","(Married) couple without C. ","73","0.00883799405575994","0.00669229759122808","0.0109836905202918","2"
"Married, but separated","2003","Single parent ","120","0.102184105856043","0.084429439784731","0.119938771927354","2"
"Married, but separated","2003","Couple + C. LE 16 ","60","0.0107200316223732","0.0076712943760378","0.0137687688687085","2"
"Married, but separated","2003","Couple + C. GT 16 ","23","","","","2"
"Married, but separated","2003","Couple + C. LE and GT 16","14","","","","2"
"Single","2003","(Married) couple without C. ","866","0.104710045508365","0.0976907239187746","0.111729367097955","3"
"Single","2003","1-pers.-HH","1220","0.420823029389938","0.402980518501055","0.43866554027882","3"
"Single","2003","Single parent ","524","0.470572129437924","0.441314193134","0.499830065741848","3"
"Single","2003","Couple + C. LE 16 ","329","0.073945305477758","0.0661982622688276","0.0816923486866884","3"
"Single","2003","Couple + C. LE and GT 16","687","0.379514356592683","0.357365688961226","0.401663024224141","3"
"Single","2003","Couple + C. GT 16 ","1550","0.386446937348301","0.371269419314137","0.401624455382466","3"
"Widowed","2003","1-pers.-HH","978","0.343355383026938","0.326194576177436","0.36051618987644","5"
"Widowed","2003","Single parent ","161","0.127501491332541","0.107950572703698","0.147052409961385","5"
"Widowed","2003","(Married) couple without C. ","123","0.0161824720238679","0.0132898024974577","0.019075141550278","5"
"Widowed","2003","Couple + C. LE 16 ","7","","","","5"
"Widowed","2003","Couple + C. GT 16 ","14","","","","5"
"Widowed","2003","Couple + C. LE and GT 16","11","","","","5"
"Divorced","2004","(Married) couple without C. ","267","0.032899260014418","0.0287992969777099","0.0369992230511262","4"
"Divorced","2004","1-pers.-HH","570","0.19173960606176","0.177372078879105","0.206107133244416","4"
"Divorced","2004","Single parent ","309","0.302929661458198","0.275724455675393","0.330134867241003","4"
"Divorced","2004","Couple + C. LE 16 ","136","0.0386028978420317","0.0326800224002981","0.0445257732837653","4"
"Divorced","2004","Couple + C. GT 16 ","81","0.0157162907581291","0.0118237831294795","0.0196087983867788","4"
"Divorced","2004","Couple + C. LE and GT 16","46","0.0213626211308","0.0146643959363242","0.0280608463252758","4"
"Married","2004","1-pers.-HH","3","","","","1"
"Married","2004","(Married) couple without C. ","5875","0.828032130549142","0.819358552942318","0.836705708155967","1"
"Married","2004","Single parent ","7","","","","1"
"Married","2004","Couple + C. LE 16 ","3544","0.856387063843637","0.845604970897547","0.867169156789727","1"
"Married","2004","Couple + C. LE and GT 16","1051","0.584056698261839","0.561223531555321","0.606889864968356","1"
"Married","2004","Couple + C. GT 16 ","2267","0.583703267465141","0.568275898738056","0.599130636192227","1"
"Married, but separated","2004","1-pers.-HH","162","0.04790775190548","0.0401131691290166","0.0557023346819435","2"
"Married, but separated","2004","(Married) couple without C. ","81","0.0116387478815747","0.00917349199518321","0.0141040037679662","2"
"Married, but separated","2004","Single parent ","115","0.100081675526426","0.0823143669414007","0.117848984111452","2"
"Married, but separated","2004","Couple + C. LE 16 ","48","0.0128184521659113","0.0093599540020666","0.016276950329756","2"
"Married, but separated","2004","Couple + C. GT 16 ","23","","","","2"
"Married, but separated","2004","Couple + C. LE and GT 16","17","","","","2"
"Single","2004","1-pers.-HH","1191","0.423789274120424","0.405754275539919","0.441824272700929","3"
"Single","2004","(Married) couple without C. ","928","0.111438007019374","0.104205122129826","0.118670891908922","3"
"Single","2004","Single parent ","512","0.462951643213864","0.433431577157326","0.492471709270401","3"
"Single","2004","Couple + C. LE 16 ","333","0.0914395605980408","0.0825778978474865","0.100301223348595","3"
"Single","2004","Couple + C. GT 16 ","1539","0.390292746679018","0.37502586930455","0.405559624053487","3"
"Single","2004","Couple + C. LE and GT 16","666","0.384204549049629","0.361671442773342","0.406737655325917","3"
"Widowed","2004","(Married) couple without C. ","120","0.015991854535491","0.0131084884840932","0.0188752205868887","5"
"Widowed","2004","1-pers.-HH","958","0.335267049485038","0.318037675311005","0.352496423659072","5"
"Widowed","2004","Single parent ","153","0.127041798847897","0.107326069125575","0.14675752857022","5"
"Widowed","2004","Couple + C. LE 16 ","3","","","","5"
"Widowed","2004","Couple + C. GT 16 ","12","","","","5"
"Widowed","2004","Couple + C. LE and GT 16","10","","","","5"
"Divorced","2005","1-pers.-HH","567","0.191517461040765","0.177264599539103","0.205770322542427","4"
"Divorced","2005","(Married) couple without C. ","260","0.0345749822168277","0.0303084141899292","0.0388415502437262","4"
"Divorced","2005","Single parent ","307","0.303685079816798","0.276632967628039","0.330737192005556","4"
"Divorced","2005","Couple + C. LE 16 ","131","0.0387095525086698","0.0325131736765263","0.0449059313408132","4"
"Divorced","2005","Couple + C. LE and GT 16","47","0.0342171218320068","0.0255934381249807","0.042840805539033","4"
"Divorced","2005","Couple + C. GT 16 ","73","0.0172564188643223","0.0130369058460619","0.0214759318825827","4"
"Married","2005","1-pers.-HH","2","","","","1"
"Married","2005","(Married) couple without C. ","5723","0.821345106351862","0.81239952205197","0.830290690651754","1"
"Married","2005","Single parent ","10","","","","1"
"Married","2005","Couple + C. LE 16 ","3208","0.85068597222411","0.839237790516807","0.862134153931414","1"
"Married","2005","Couple + C. GT 16 ","2125","0.572943868759408","0.556916382799321","0.588971354719495","1"
"Married","2005","Couple + C. LE and GT 16","997","0.564131848452541","0.540608496404845","0.587655200500237","1"
"Married, but separated","2005","1-pers.-HH","177","0.0520609925069443","0.044014456224387","0.0601075287895016","2"
"Married, but separated","2005","Single parent ","126","0.107155673012215","0.0889594162024594","0.125351929821971","2"
"Married, but separated","2005","(Married) couple without C. ","71","0.00937506929946165","0.00712456271736725","0.0116255758815561","2"
"Married, but separated","2005","Couple + C. LE 16 ","35","0.0101870073893577","0.00696147461853636","0.0134125401601791","2"
"Married, but separated","2005","Couple + C. GT 16 ","23","","","","2"
"Married, but separated","2005","Couple + C. LE and GT 16","20","","","","2"
