"pgfamstd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Married","1989","Employed","higher vocational","283","0.728299846532076","0.683216895009568","0.773382798054583","1"
"Married","1989","Employed","higher education","400","0.653354050784183","0.614353796790387","0.692354304777979","1"
"Married, but separated","1989","Not Employed","in school","","","","","2"
"Married, but separated","1989","Not Employed","inadequately","7","","","","2"
"Married, but separated","1989","Not Employed","general elemantary","12","","","","2"
"Married, but separated","1989","Not Employed","middle vocational","19","","","","2"
"Married, but separated","1989","Not Employed","vocational + Abi","3","","","","2"
"Married, but separated","1989","Not Employed","higher vocational","1","","","","2"
"Married, but separated","1989","Not Employed","higher education","3","","","","2"
"Married, but separated","1989","Employed","in school","","","","","2"
"Married, but separated","1989","Employed","inadequately","22","","","","2"
"Married, but separated","1989","Employed","general elemantary","47","0.0359002179438874","0.0262711766260049","0.0455292592617699","2"
"Married, but separated","1989","Employed","middle vocational","80","0.0244700915525365","0.019093344654508","0.029846838450565","2"
"Married, but separated","1989","Employed","vocational + Abi","5","","","","2"
"Married, but separated","1989","Employed","higher vocational","5","","","","2"
"Married, but separated","1989","Employed","higher education","20","","","","2"
"Single","1989","Not Employed","in school","156","1","1","1","3"
"Single","1989","Not Employed","inadequately","36","0.264518294597194","0.213220025049533","0.315816564144854","3"
"Single","1989","Not Employed","general elemantary","215","0.132234105149621","0.112509597788302","0.15195861251094","3"
"Single","1989","Not Employed","middle vocational","199","0.120162350899548","0.103391697880509","0.136933003918587","3"
"Single","1989","Not Employed","vocational + Abi","27","","","","3"
"Single","1989","Not Employed","higher vocational","8","","","","3"
"Single","1989","Not Employed","higher education","28","","","","3"
"Single","1989","Employed","in school","18","","","","3"
"Single","1989","Employed","inadequately","42","0.22803882399772","0.185345176295405","0.270732471700035","3"
"Single","1989","Employed","general elemantary","490","0.362790043681949","0.33790476711115","0.387675320252747","3"
"Single","1989","Employed","middle vocational","840","0.270252552978928","0.254798133486735","0.28570697247112","3"
"Single","1989","Employed","vocational + Abi","82","0.463517866388963","0.396072935390822","0.530962797387105","3"
"Single","1989","Employed","higher vocational","62","0.187187279543331","0.147655560324637","0.226718998762026","3"
"Single","1989","Employed","higher education","112","0.219023007358066","0.185129690985622","0.25291632373051","3"
"Widowed","1989","Not Employed","in school","","","","","5"
"Widowed","1989","Not Employed","inadequately","14","","","","5"
"Widowed","1989","Not Employed","general elemantary","235","0.32230802948042","0.295094500188401","0.349521558772439","5"
"Widowed","1989","Not Employed","middle vocational","214","0.226697055765661","0.205101605370881","0.24829250616044","5"
"Widowed","1989","Not Employed","vocational + Abi","4","","","","5"
"Widowed","1989","Not Employed","higher vocational","24","","","","5"
"Widowed","1989","Not Employed","higher education","12","","","","5"
"Widowed","1989","Employed","in school","","","","","5"
"Widowed","1989","Employed","inadequately","7","","","","5"
"Widowed","1989","Employed","general elemantary","40","0.0415892994008962","0.0312559730762064","0.051922625725586","5"
"Widowed","1989","Employed","middle vocational","51","0.0208534268642569","0.0158807061035048","0.0258261476250089","5"
"Widowed","1989","Employed","vocational + Abi","4","","","","5"
"Widowed","1989","Employed","higher vocational","6","","","","5"
"Widowed","1989","Employed","higher education","6","","","","5"
"Divorced","1990","Not Employed","in school","","","","","4"
"Divorced","1990","Not Employed","inadequately","7","","","","4"
"Divorced","1990","Not Employed","general elemantary","19","","","","4"
"Divorced","1990","Not Employed","middle vocational","49","0.0431285308990184","0.0325475580610835","0.0537095037369533","4"
"Divorced","1990","Not Employed","vocational + Abi","","","","","4"
"Divorced","1990","Not Employed","higher vocational","4","","","","4"
"Divorced","1990","Not Employed","higher education","2","","","","4"
"Divorced","1990","Employed","in school","","","","","4"
"Divorced","1990","Employed","inadequately","18","","","","4"
"Divorced","1990","Employed","general elemantary","59","0.0678716748286145","0.0546488931717067","0.0810944564855223","4"
"Divorced","1990","Employed","middle vocational","155","0.0672332193524481","0.0584558850545686","0.0760105536503277","4"
"Divorced","1990","Employed","vocational + Abi","5","","","","4"
"Divorced","1990","Employed","higher vocational","18","","","","4"
"Divorced","1990","Employed","higher education","43","0.0976007909463602","0.0731946033716952","0.122006978521025","4"
"Married","1990","Not Employed","in school","1","","","","1"
"Married","1990","Not Employed","inadequately","203","0.591568102622581","0.532718586764318","0.650417618480844","1"
"Married","1990","Not Employed","general elemantary","629","0.516078318480919","0.48620460536127","0.545952031600568","1"
"Married","1990","Not Employed","middle vocational","952","0.598976646951171","0.573449267060341","0.624504026842","1"
"Married","1990","Not Employed","vocational + Abi","51","0.511353084318281","0.404455850075692","0.618250318560871","1"
"Married","1990","Not Employed","higher vocational","100","0.633300726806839","0.552605503963211","0.713995949650467","1"
"Married","1990","Not Employed","higher education","84","0.596025766565112","0.512317090023524","0.6797344431067","1"
"Married","1990","Employed","in school","1","","","","1"
"Married","1990","Employed","inadequately","280","0.572217332244404","0.521529975430934","0.622904689057874","1"
"Married","1990","Employed","general elemantary","776","0.49397586578832","0.467692609391358","0.520259122185281","1"
"Married","1990","Employed","middle vocational","2021","0.616380678481542","0.59933717415804","0.633424182805045","1"
"Married","1990","Employed","vocational + Abi","110","0.40088668455169","0.334445058943474","0.467328310159907","1"
"Married","1990","Employed","higher vocational","279","0.69843059054862","0.652042185811403","0.744818995285837","1"
"Married","1990","Employed","higher education","390","0.632694068600843","0.593049401494143","0.672338735707543","1"
"Married, but separated","1990","Not Employed","in school","","","","","2"
"Married, but separated","1990","Not Employed","inadequately","10","","","","2"
"Married, but separated","1990","Not Employed","general elemantary","14","","","","2"
"Married, but separated","1990","Not Employed","middle vocational","22","","","","2"
"Married, but separated","1990","Not Employed","vocational + Abi","","","","","2"
"Married, but separated","1990","Not Employed","higher vocational","1","","","","2"
"Married, but separated","1990","Not Employed","higher education","5","","","","2"
"Married, but separated","1990","Employed","in school","","","","","2"
"Married, but separated","1990","Employed","inadequately","20","","","","2"
"Married, but separated","1990","Employed","general elemantary","49","0.0372831082206627","0.0273234131383853","0.0472428033029401","2"
"Married, but separated","1990","Employed","middle vocational","70","0.0217931692096876","0.0166756475270414","0.0269106908923339","2"
"Married, but separated","1990","Employed","vocational + Abi","5","","","","2"
"Married, but separated","1990","Employed","higher vocational","6","","","","2"
"Married, but separated","1990","Employed","higher education","14","","","","2"
"Single","1990","Not Employed","in school","146","0.996154416958247","0.986149030841285","1.00615980307521","3"
"Single","1990","Not Employed","inadequately","34","0.224375775998395","0.174430506584325","0.274321045412465","3"
"Single","1990","Not Employed","general elemantary","183","0.124506365497606","0.104770047540641","0.144242683454571","3"
"Single","1990","Not Employed","middle vocational","179","0.10874302419374","0.0925279612537855","0.124958087133695","3"
"Single","1990","Not Employed","vocational + Abi","29","","","","3"
"Single","1990","Not Employed","higher vocational","5","","","","3"
"Single","1990","Not Employed","higher education","30","0.228444533032153","0.156824406079743","0.300064659984563","3"
"Single","1990","Employed","in school","14","","","","3"
"Single","1990","Employed","inadequately","41","0.265823633249567","0.220564676044352","0.311082590454781","3"
"Single","1990","Employed","general elemantary","469","0.362774918719257","0.337499069944797","0.388050767493717","3"
"Single","1990","Employed","middle vocational","838","0.277861509156004","0.262161185963128","0.293561832348881","3"
"Single","1990","Employed","vocational + Abi","85","0.53092107021738","0.463264046122603","0.598578094312157","3"
"Single","1990","Employed","higher vocational","66","0.204347737932028","0.163590876134596","0.24510459972946","3"
"Single","1990","Employed","higher education","112","0.224657259735241","0.190334593730208","0.258979925740275","3"
"Widowed","1990","Not Employed","in school","","","","","5"
"Widowed","1990","Not Employed","inadequately","14","","","","5"
"Widowed","1990","Not Employed","general elemantary","230","0.327349884864836","0.299299129181416","0.355400640548255","5"
"Widowed","1990","Not Employed","middle vocational","214","0.233418391151878","0.2113859206202","0.255450861683557","5"
"Widowed","1990","Not Employed","vocational + Abi","4","","","","5"
"Widowed","1990","Not Employed","higher vocational","27","","","","5"
"Widowed","1990","Not Employed","higher education","11","","","","5"
"Widowed","1990","Employed","vocational + Abi","4","","","","5"
"Widowed","1990","Employed","higher vocational","7","","","","5"
"Widowed","1990","Employed","higher education","9","","","","5"
"Widowed","1990","Employed","in school","","","","","5"
"Widowed","1990","Employed","inadequately","7","","","","5"
