"pgfamstd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Married","1992","Employed","middle vocational","3194","0.620597807659233","0.606857702956424","0.634337912362042","1"
"Married","1992","Employed","vocational + Abi","156","0.427138697208145","0.369709219907451","0.48456817450884","1"
"Married","1992","Employed","higher vocational","475","0.737109740497167","0.701857396247939","0.772362084746394","1"
"Married","1992","Employed","higher education","1075","0.687629145888337","0.663238558956814","0.712019732819861","1"
"Married, but separated","1992","Employed","general elemantary","47","0.0332409626256017","0.0242140821731094","0.0422678430780941","2"
"Married, but separated","1992","Employed","middle vocational","81","0.019103297100001","0.0152271450217833","0.0229794491782186","2"
"Married, but separated","1992","Employed","vocational + Abi","7","","","","2"
"Married, but separated","1992","Employed","higher vocational","6","","","","2"
"Married, but separated","1992","Employed","higher education","20","","","","2"
"Married, but separated","1992","Not Employed","vocational + Abi","1","","","","2"
"Married, but separated","1992","Not Employed","higher vocational","1","","","","2"
"Married, but separated","1992","Not Employed","higher education","4","","","","2"
"Married, but separated","1992","Not Employed","in school","","","","","2"
"Married, but separated","1992","Not Employed","inadequately","7","","","","2"
"Married, but separated","1992","Not Employed","general elemantary","16","","","","2"
"Married, but separated","1992","Not Employed","middle vocational","22","","","","2"
"Married, but separated","1992","Employed","in school","","","","","2"
"Married, but separated","1992","Employed","inadequately","21","","","","2"
"Single","1992","Employed","general elemantary","546","0.364374808678979","0.340141288919961","0.388608328437996","3"
"Single","1992","Employed","middle vocational","1163","0.263474138312144","0.251000360543687","0.2759479160806","3"
"Single","1992","Employed","vocational + Abi","112","0.48343927983254","0.425422006044753","0.541456553620328","3"
"Single","1992","Employed","higher vocational","88","0.181353421357351","0.15049698396804","0.212209858746661","3"
"Single","1992","Employed","higher education","176","0.178882318217829","0.158712765384963","0.199051871050695","3"
"Single","1992","Not Employed","in school","158","1","1","1","3"
"Single","1992","Not Employed","inadequately","45","0.253132221930466","0.201554477637884","0.304709966223048","3"
"Single","1992","Not Employed","general elemantary","242","0.135543015798065","0.11673927936833","0.154346752227801","3"
"Single","1992","Not Employed","middle vocational","260","0.11636314868597","0.102083158052725","0.130643139319215","3"
"Single","1992","Not Employed","vocational + Abi","29","","","","3"
"Single","1992","Not Employed","higher vocational","9","","","","3"
"Single","1992","Not Employed","higher education","36","0.140234269299896","0.0989693706976612","0.181499167902132","3"
"Single","1992","Employed","in school","29","","","","3"
"Single","1992","Employed","inadequately","43","0.217163276650604","0.174332901321627","0.259993651979581","3"
"Widowed","1992","Not Employed","in school","","","","","5"
"Widowed","1992","Not Employed","inadequately","22","","","","5"
"Widowed","1992","Not Employed","general elemantary","284","0.332353413747212","0.306476809874899","0.358230017619525","5"
"Widowed","1992","Not Employed","middle vocational","307","0.236510748337776","0.217586868334566","0.255434628340985","5"
"Widowed","1992","Not Employed","vocational + Abi","3","","","","5"
"Widowed","1992","Not Employed","higher vocational","29","","","","5"
"Widowed","1992","Not Employed","higher education","24","","","","5"
"Widowed","1992","Employed","in school","","","","","5"
"Widowed","1992","Employed","inadequately","6","","","","5"
"Widowed","1992","Employed","general elemantary","39","0.0385229349028842","0.0288318829327613","0.048213986873007","5"
"Widowed","1992","Employed","middle vocational","77","0.0208465358133854","0.0168009880216407","0.0248920836051301","5"
"Widowed","1992","Employed","vocational + Abi","2","","","","5"
"Widowed","1992","Employed","higher vocational","9","","","","5"
"Widowed","1992","Employed","higher education","20","","","","5"
"Divorced","1993","Not Employed","in school","","","","","4"
"Divorced","1993","Not Employed","inadequately","9","","","","4"
"Divorced","1993","Not Employed","general elemantary","40","0.0370918010287157","0.0265559345373181","0.0476276675201132","4"
"Divorced","1993","Not Employed","middle vocational","92","0.0528175319562157","0.0431751633404934","0.0624599005719379","4"
"Divorced","1993","Not Employed","vocational + Abi","2","","","","4"
"Divorced","1993","Not Employed","higher vocational","6","","","","4"
"Divorced","1993","Not Employed","higher education","15","","","","4"
"Divorced","1993","Employed","in school","","","","","4"
"Divorced","1993","Employed","inadequately","14","","","","4"
"Divorced","1993","Employed","general elemantary","62","0.0678314918495251","0.0548753192992531","0.0807876643997971","4"
"Divorced","1993","Employed","middle vocational","260","0.0780736262167682","0.0703214743956859","0.0858257780378506","4"
"Divorced","1993","Employed","vocational + Abi","5","","","","4"
"Divorced","1993","Employed","higher vocational","17","","","","4"
"Divorced","1993","Employed","higher education","93","0.0945017243347069","0.0786850894741345","0.110318359195279","4"
"Married","1993","Not Employed","in school","","","","","1"
"Married","1993","Not Employed","inadequately","199","0.549073589389005","0.491506369535937","0.606640809242072","1"
"Married","1993","Not Employed","general elemantary","682","0.489448564365037","0.461580157910029","0.517316970820045","1"
"Married","1993","Not Employed","middle vocational","1358","0.591599080821351","0.570408885813917","0.612789275828785","1"
"Married","1993","Not Employed","vocational + Abi","52","0.516902602862072","0.415341285606245","0.618463920117899","1"
"Married","1993","Not Employed","higher vocational","122","0.576632360750371","0.503005993176813","0.65025872832393","1"
"Married","1993","Not Employed","higher education","234","0.689970930516378","0.639687718061461","0.740254142971294","1"
"Married","1993","Employed","in school","","","","","1"
"Married","1993","Employed","inadequately","249","0.63819398273059","0.585871320747129","0.69051664471405","1"
"Married","1993","Employed","general elemantary","780","0.488505699019655","0.4627502549437","0.514261143095611","1"
"Married","1993","Employed","middle vocational","3001","0.618424039473139","0.604387641958671","0.632460436987607","1"
"Married","1993","Employed","vocational + Abi","168","0.495447962694634","0.438199176066131","0.552696749323137","1"
"Married","1993","Employed","higher vocational","453","0.74213549391891","0.706316930356326","0.777954057481494","1"
"Married","1993","Employed","higher education","998","0.664437937878223","0.638907160037866","0.689968715718581","1"
"Married, but separated","1993","Employed","general elemantary","39","0.0330750735545183","0.0238608103675891","0.0422893367414475","2"
"Married, but separated","1993","Employed","middle vocational","106","0.0226890394906689","0.0183862865053741","0.0269917924759636","2"
"Married, but separated","1993","Employed","vocational + Abi","7","","","","2"
"Married, but separated","1993","Employed","higher vocational","11","","","","2"
"Married, but separated","1993","Employed","higher education","24","","","","2"
"Married, but separated","1993","Not Employed","in school","1","","","","2"
"Married, but separated","1993","Not Employed","inadequately","11","","","","2"
"Married, but separated","1993","Not Employed","general elemantary","19","","","","2"
"Married, but separated","1993","Not Employed","middle vocational","27","","","","2"
"Married, but separated","1993","Not Employed","vocational + Abi","2","","","","2"
"Married, but separated","1993","Not Employed","higher vocational","3","","","","2"
"Married, but separated","1993","Not Employed","higher education","5","","","","2"
"Married, but separated","1993","Employed","in school","","","","","2"
"Married, but separated","1993","Employed","inadequately","20","","","","2"
"Single","1993","Not Employed","in school","165","0.978739854706107","0.956796107183827","1.00068360222839","3"
"Single","1993","Not Employed","inadequately","48","0.26567395690037","0.214573345052884","0.316774568747855","3"
"Single","1993","Not Employed","general elemantary","217","0.132267734826635","0.113380921546676","0.151154548106593","3"
"Single","1993","Not Employed","middle vocational","271","0.108606491876744","0.0951930423631091","0.122019941390379","3"
"Single","1993","Employed","general elemantary","522","0.362221587019688","0.337456725848157","0.38698644819122","3"
"Single","1993","Employed","middle vocational","1170","0.26409489744132","0.251356555970069","0.276833238912571","3"
"Single","1993","Employed","vocational + Abi","111","0.448678458232732","0.391729685243131","0.505627231222332","3"
"Single","1993","Employed","higher vocational","85","0.18069984819867","0.14919544974737","0.212204246649969","3"
"Single","1993","Employed","higher education","182","0.188416662509934","0.167273175036894","0.209560149982973","3"
"Single","1993","Not Employed","vocational + Abi","33","0.339706997750357","0.243451130640873","0.43596286485984","3"
"Single","1993","Not Employed","higher vocational","9","","","","3"
"Single","1993","Not Employed","higher education","45","0.161235665721305","0.12125436254466","0.20121696889795","3"
"Single","1993","Employed","in school","19","","","","3"
"Single","1993","Employed","inadequately","35","0.196901054691806","0.153601429713611","0.240200679670001","3"
"Widowed","1993","Not Employed","in school","","","","","5"
"Widowed","1993","Not Employed","inadequately","20","","","","5"
"Widowed","1993","Not Employed","general elemantary","278","0.328708681701634","0.302520824854677","0.354896538548591","5"
"Widowed","1993","Not Employed","middle vocational","319","0.234203021575192","0.215945958169514","0.25246008498087","5"
"Widowed","1993","Not Employed","vocational + Abi","4","","","","5"
"Widowed","1993","Not Employed","higher vocational","33","0.291896557912687","0.224149899426032","0.359643216399342","5"
"Widowed","1993","Not Employed","higher education","26","","","","5"
"Widowed","1993","Employed","in school","","","","","5"
"Widowed","1993","Employed","inadequately","6","","","","5"
"Widowed","1993","Employed","general elemantary","44","0.048366148556613","0.0373121470519431","0.0594201500612829","5"
"Widowed","1993","Employed","middle vocational","64","0.0167183973781031","0.0130136529544968","0.0204231418017093","5"
"Widowed","1993","Employed","vocational + Abi","2","","","","5"
"Widowed","1993","Employed","higher vocational","7","","","","5"
"Widowed","1993","Employed","higher education","17","","","","5"
"Divorced","1994","Not Employed","in school","","","","","4"
"Divorced","1994","Not Employed","inadequately","7","","","","4"
"Divorced","1994","Not Employed","general elemantary","46","0.0428767460157552","0.0313861972329972","0.0543672947985131","4"
"Divorced","1994","Not Employed","middle vocational","99","0.0539230244947562","0.0443956743129371","0.0634503746765753","4"
"Divorced","1994","Not Employed","vocational + Abi","3","","","","4"
"Divorced","1994","Not Employed","higher vocational","7","","","","4"
"Divorced","1994","Not Employed","higher education","17","","","","4"
"Divorced","1994","Employed","in school","","","","","4"
"Divorced","1994","Employed","inadequately","12","","","","4"
"Divorced","1994","Employed","general elemantary","50","0.0629411731539842","0.0497293853604511","0.0761529609475173","4"
"Divorced","1994","Employed","middle vocational","252","0.0765654288946215","0.0687176235776698","0.0844132342115732","4"
"Divorced","1994","Employed","vocational + Abi","9","","","","4"
"Divorced","1994","Employed","higher vocational","22","","","","4"
"Divorced","1994","Employed","higher education","89","0.0925065162927179","0.0768106175457786","0.108202415039657","4"
"Married","1994","Not Employed","in school","","","","","1"
"Married","1994","Not Employed","inadequately","190","0.608793806430645","0.548659015676535","0.668928597184755","1"
"Married","1994","Not Employed","general elemantary","662","0.481433912133704","0.453092836891542","0.509774987375865","1"
"Married","1994","Not Employed","middle vocational","1410","0.583787837390833","0.562995339086996","0.604580335694671","1"
"Married","1994","Not Employed","vocational + Abi","52","0.435882439780644","0.342362178973133","0.529402700588155","1"
"Married","1994","Not Employed","higher vocational","147","0.613064268113594","0.545563997521659","0.680564538705529","1"
"Married","1994","Not Employed","higher education","247","0.682657669318171","0.633543813173608","0.731771525462734","1"
"Married","1994","Employed","in school","","","","","1"
"Married","1994","Employed","inadequately","232","0.652808822691534","0.599203967806812","0.706413677576256","1"
"Married","1994","Employed","general elemantary","706","0.499608737527058","0.472408003983367","0.526809471070749","1"
"Married","1994","Employed","middle vocational","2866","0.627621516782218","0.613353290191789","0.641889743372648","1"
"Married","1994","Employed","vocational + Abi","158","0.489718363646204","0.431579426828429","0.547857300463979","1"
"Married","1994","Employed","higher vocational","420","0.699435717511064","0.66135868615881","0.737512748863318","1"
"Married","1994","Employed","higher education","983","0.667740200393224","0.64222371067059","0.693256690115859","1"
"Married, but separated","1994","Employed","general elemantary","44","0.0413937362199034","0.0305570077923454","0.0522304646474613","2"
"Married, but separated","1994","Employed","middle vocational","114","0.0261086717540526","0.0214024061360101","0.0308149373720951","2"
"Married, but separated","1994","Employed","vocational + Abi","7","","","","2"
"Married, but separated","1994","Employed","higher vocational","9","","","","2"
"Married, but separated","1994","Employed","higher education","24","","","","2"
"Married, but separated","1994","Not Employed","in school","","","","","2"
"Married, but separated","1994","Not Employed","inadequately","7","","","","2"
"Married, but separated","1994","Not Employed","general elemantary","22","","","","2"
"Married, but separated","1994","Not Employed","middle vocational","28","","","","2"
"Married, but separated","1994","Not Employed","vocational + Abi","2","","","","2"
"Married, but separated","1994","Not Employed","higher vocational","2","","","","2"
"Married, but separated","1994","Not Employed","higher education","6","","","","2"
"Married, but separated","1994","Employed","in school","","","","","2"
"Married, but separated","1994","Employed","inadequately","15","","","","2"
"Single","1994","Not Employed","in school","223","1","1","1","3"
"Single","1994","Not Employed","inadequately","32","0.205608239561918","0.155808685569274","0.255407793554562","3"
"Single","1994","Not Employed","general elemantary","188","0.121912922536628","0.103354562676455","0.1404712823968","3"
"Single","1994","Not Employed","middle vocational","300","0.12143841696574","0.107660425134455","0.135216408797025","3"
"Single","1994","Employed","general elemantary","456","0.346003878884323","0.320125395857974","0.371882361910672","3"
"Single","1994","Employed","middle vocational","1121","0.254065096874401","0.241216616548798","0.266913577200003","3"
"Single","1994","Employed","vocational + Abi","110","0.442385913045296","0.384622022818652","0.500149803271941","3"
"Single","1994","Employed","higher vocational","100","0.203613296695389","0.170171811159865","0.237054782230914","3"
"Single","1994","Employed","higher education","199","0.202650282815421","0.180874373609083","0.224426192021758","3"
"Single","1994","Not Employed","vocational + Abi","46","0.418571285365424","0.325531399867833","0.511611170863015","3"
"Single","1994","Not Employed","higher vocational","11","","","","3"
"Single","1994","Not Employed","higher education","43","0.13909542444458","0.102580326193691","0.17561052269547","3"
"Single","1994","Employed","in school","17","","","","3"
"Single","1994","Employed","inadequately","37","0.210048804637974","0.164183211495821","0.255914397780127","3"
"Widowed","1994","Not Employed","in school","","","","","5"
"Widowed","1994","Not Employed","inadequately","17","","","","5"
"Widowed","1994","Not Employed","general elemantary","276","0.335687290607875","0.308901796775657","0.362472784440092","5"
"Widowed","1994","Not Employed","middle vocational","322","0.223930230395694","0.20634579143066","0.241514669360729","5"
"Widowed","1994","Not Employed","vocational + Abi","5","","","","5"
"Widowed","1994","Not Employed","higher vocational","33","0.265588818200677","0.204380897440788","0.326796738960567","5"
"Widowed","1994","Not Employed","higher education","32","0.107383051752877","0.0747138157048628","0.140052287800892","5"
"Widowed","1994","Employed","in school","","","","","5"
"Widowed","1994","Employed","inadequately","7","","","","5"
"Widowed","1994","Employed","general elemantary","42","0.0500524742147315","0.0381900533551695","0.0619148950742935","5"
"Widowed","1994","Employed","middle vocational","57","0.0156392856947067","0.0119773190067264","0.0193012523826869","5"
"Widowed","1994","Employed","vocational + Abi","","","","","5"
"Widowed","1994","Employed","higher vocational","6","","","","5"
"Widowed","1994","Employed","higher education","14","","","","5"
"Divorced","1995","Employed","general elemantary","57","0.0720296267618814","0.0577543197838493","0.0863049337399135","4"
"Divorced","1995","Employed","middle vocational","266","0.0794204427563087","0.0715043845274748","0.0873365009851425","4"
"Divorced","1995","Employed","vocational + Abi","9","","","","4"
"Divorced","1995","Employed","higher vocational","30","0.0650363261730314","0.0448634643469615","0.0852091879991013","4"
"Divorced","1995","Employed","higher education","107","0.0961990535702423","0.0807090945447549","0.11168901259573","4"
"Divorced","1995","Not Employed","in school","","","","","4"
"Divorced","1995","Not Employed","inadequately","8","","","","4"
"Divorced","1995","Not Employed","general elemantary","48","0.0464740686287596","0.0347288227517209","0.0582193145057984","4"
"Divorced","1995","Not Employed","middle vocational","115","0.0609155144599525","0.0510196678305562","0.0708113610893487","4"
"Divorced","1995","Not Employed","vocational + Abi","5","","","","4"
"Divorced","1995","Not Employed","higher vocational","5","","","","4"
"Divorced","1995","Not Employed","higher education","20","","","","4"
"Divorced","1995","Employed","in school","","","","","4"
"Divorced","1995","Employed","inadequately","7","","","","4"
"Married","1995","Not Employed","in school","","","","","1"
"Married","1995","Not Employed","inadequately","195","0.563044608357788","0.502520529096736","0.62356868761884","1"
"Married","1995","Not Employed","general elemantary","686","0.475851461757332","0.447986823809805","0.503716099704859","1"
"Married","1995","Not Employed","middle vocational","1465","0.588305043909515","0.567942795853203","0.608667291965828","1"
"Married","1995","Not Employed","vocational + Abi","74","0.529600169191572","0.443800808689361","0.615399529693783","1"
"Married","1995","Not Employed","higher vocational","145","0.694708548832992","0.62922534285842","0.760191754807564","1"
"Married","1995","Not Employed","higher education","274","0.707162240777796","0.660668204426756","0.753656277128836","1"
"Married","1995","Employed","in school","1","","","","1"
"Married","1995","Employed","inadequately","221","0.735689702299519","0.683476877475292","0.787902527123747","1"
"Married","1995","Employed","general elemantary","692","0.495233504735599","0.467626894225804","0.522840115245394","1"
"Married","1995","Employed","middle vocational","2901","0.623907209210929","0.609725790784139","0.638088627637719","1"
"Married","1995","Employed","vocational + Abi","212","0.516577616287433","0.464073949048381","0.569081283526484","1"
"Married","1995","Employed","higher vocational","436","0.724690937729861","0.688150073584374","0.761231801875349","1"
"Married","1995","Employed","higher education","1009","0.646753681805777","0.621644257808483","0.671863105803071","1"
"Married, but separated","1995","Not Employed","in school","","","","","2"
"Married, but separated","1995","Not Employed","inadequately","6","","","","2"
"Married, but separated","1995","Not Employed","general elemantary","16","","","","2"
"Married, but separated","1995","Not Employed","middle vocational","29","","","","2"
"Married, but separated","1995","Not Employed","vocational + Abi","4","","","","2"
"Married, but separated","1995","Not Employed","higher vocational","2","","","","2"
"Married, but separated","1995","Not Employed","higher education","6","","","","2"
"Married, but separated","1995","Employed","in school","","","","","2"
"Married, but separated","1995","Employed","inadequately","12","","","","2"
"Married, but separated","1995","Employed","general elemantary","36","0.0310052146552575","0.0214345762181999","0.040575853092315","2"
"Married, but separated","1995","Employed","middle vocational","100","0.024349926575024","0.0198375219706976","0.0288623311793504","2"
"Married, but separated","1995","Employed","vocational + Abi","8","","","","2"
"Married, but separated","1995","Employed","higher vocational","9","","","","2"
"Married, but separated","1995","Employed","higher education","21","","","","2"
"Single","1995","Not Employed","in school","277","1","1","1","3"
"Single","1995","Not Employed","inadequately","28","","","","3"
"Single","1995","Not Employed","general elemantary","201","0.11561719868613","0.0977760884531424","0.133458308919118","3"
"Single","1995","Not Employed","middle vocational","318","0.117032284291344","0.103731969560989","0.1303325990217","3"
"Single","1995","Employed","general elemantary","435","0.353104328222375","0.326714809998354","0.379493846446396","3"
"Single","1995","Employed","middle vocational","1146","0.254518869574354","0.241766511896408","0.2672712272523","3"
"Single","1995","Employed","vocational + Abi","118","0.418791326282586","0.366956296590292","0.47062635597488","3"
"Single","1995","Employed","higher vocational","92","0.166814982716227","0.136316348025052","0.197313617407402","3"
"Single","1995","Employed","higher education","237","0.222472366692695","0.200623725768416","0.244321007616974","3"
"Single","1995","Not Employed","higher education","40","0.126502218868893","0.0925393665766107","0.160465071161175","3"
"Single","1995","Employed","in school","9","","","","3"
"Single","1995","Employed","inadequately","28","","","","3"
"Single","1995","Not Employed","vocational + Abi","41","0.328679140784057","0.247931924864256","0.409426356703858","3"
"Single","1995","Not Employed","higher vocational","16","","","","3"
"Widowed","1995","Not Employed","in school","","","","","5"
"Widowed","1995","Not Employed","inadequately","21","","","","5"
"Widowed","1995","Not Employed","general elemantary","283","0.350751408490103","0.324126033621977","0.377376783358229","5"
"Widowed","1995","Not Employed","middle vocational","317","0.222978680451679","0.20575663215855","0.240200728744808","5"
"Widowed","1995","Not Employed","vocational + Abi","6","","","","5"
"Widowed","1995","Not Employed","higher vocational","22","","","","5"
"Widowed","1995","Not Employed","higher education","28","","","","5"
"Widowed","1995","Employed","in school","","","","","5"
"Widowed","1995","Employed","inadequately","6","","","","5"
"Widowed","1995","Employed","general elemantary","40","0.0486273256248872","0.0367511025168006","0.0605035487329738","5"
"Widowed","1995","Employed","middle vocational","69","0.0178035518833841","0.013932181959","0.0216749218077681","5"
"Widowed","1995","Employed","vocational + Abi","1","","","","5"
"Widowed","1995","Employed","higher vocational","7","","","","5"
"Widowed","1995","Employed","higher education","18","","","","5"
"Divorced","1996","Employed","general elemantary","57","0.0725771704593962","0.0579408010089309","0.0872135399098615","4"
"Divorced","1996","Employed","middle vocational","288","0.0891001670756189","0.0807260711345087","0.097474263016729","4"
"Divorced","1996","Employed","vocational + Abi","11","","","","4"
"Divorced","1996","Employed","higher vocational","25","","","","4"
"Divorced","1996","Employed","higher education","97","0.0932399637767407","0.0780898077778211","0.10839011977566","4"
"Divorced","1996","Not Employed","in school","","","","","4"
"Divorced","1996","Not Employed","inadequately","9","","","","4"
"Divorced","1996","Not Employed","general elemantary","49","0.0477286741602072","0.0355954621765326","0.0598618861438818","4"
"Divorced","1996","Not Employed","middle vocational","99","0.0535301288033531","0.0440749136091097","0.0629853439975965","4"
"Divorced","1996","Not Employed","vocational + Abi","3","","","","4"
"Divorced","1996","Not Employed","higher vocational","4","","","","4"
"Divorced","1996","Not Employed","higher education","17","","","","4"
"Divorced","1996","Employed","in school","","","","","4"
"Divorced","1996","Employed","inadequately","8","","","","4"
"Married","1996","Not Employed","in school","2","","","","1"
"Married","1996","Not Employed","inadequately","182","0.583500718005211","0.521771201587951","0.645230234422471","1"
"Married","1996","Not Employed","general elemantary","685","0.486823650516433","0.458377408714828","0.515269892318037","1"
"Married","1996","Not Employed","middle vocational","1433","0.593695968412317","0.573064673255874","0.614327263568759","1"
"Married","1996","Not Employed","vocational + Abi","71","0.554850033361367","0.465557408212088","0.644142658510645","1"
"Married","1996","Not Employed","higher vocational","138","0.685469420468011","0.617824641232266","0.753114199703756","1"
"Married","1996","Not Employed","higher education","260","0.701286987944996","0.653541130253785","0.749032845636207","1"
"Married","1996","Employed","in school","","","","","1"
"Married","1996","Employed","inadequately","192","0.702892027270886","0.646131048055842","0.75965300648593","1"
"Married","1996","Employed","general elemantary","645","0.486061155031425","0.45786462697383","0.51425768308902","1"
"Married","1996","Employed","middle vocational","2804","0.608837207599469","0.594492466198418","0.62318194900052","1"
"Married","1996","Employed","vocational + Abi","206","0.480587907461059","0.428905431139217","0.5322703837829","1"
"Married","1996","Employed","higher vocational","432","0.698043495677008","0.660871770305764","0.735215221048251","1"
"Married","1996","Employed","higher education","1013","0.641096247120271","0.616103126326847","0.666089367913695","1"
"Married, but separated","1996","Not Employed","in school","","","","","2"
"Married, but separated","1996","Not Employed","inadequately","8","","","","2"
"Married, but separated","1996","Not Employed","general elemantary","16","","","","2"
"Married, but separated","1996","Not Employed","middle vocational","44","0.0237548991998562","0.0173579204776223","0.0301518779220902","2"
"Married, but separated","1996","Not Employed","vocational + Abi","4","","","","2"
"Married, but separated","1996","Not Employed","higher vocational","4","","","","2"
"Married, but separated","1996","Not Employed","higher education","6","","","","2"
"Married, but separated","1996","Employed","in school","","","","","2"
"Married, but separated","1996","Employed","inadequately","12","","","","2"
"Married, but separated","1996","Employed","general elemantary","32","0.0244867625860655","0.0157675608763764","0.0332059642957545","2"
"Married, but separated","1996","Employed","middle vocational","116","0.0272426364138085","0.0224575455116044","0.0320277273160126","2"
"Married, but separated","1996","Employed","vocational + Abi","4","","","","2"
"Married, but separated","1996","Employed","higher vocational","13","","","","2"
"Married, but separated","1996","Employed","higher education","26","","","","2"
"Single","1996","Employed","general elemantary","434","0.364424860223468","0.337274105604206","0.39157561484273","3"
"Single","1996","Not Employed","in school","275","0.996964002214682","0.990485141097618","1.00344286333175","3"
"Single","1996","Not Employed","inadequately","25","","","","3"
"Single","1996","Not Employed","general elemantary","171","0.106006380494963","0.0884861845424605","0.123526576447465","3"
"Single","1996","Not Employed","middle vocational","285","0.108623205272582","0.0955521441535065","0.121694266391658","3"
"Single","1996","Not Employed","higher vocational","11","","","","3"
"Single","1996","Not Employed","higher education","41","0.152372533285965","0.114882433794427","0.189862632777503","3"
"Single","1996","Employed","middle vocational","1168","0.254729264120753","0.241921898243163","0.267536629998343","3"
"Single","1996","Employed","vocational + Abi","136","0.464208119186877","0.412619334512317","0.515796903861437","3"
"Single","1996","Employed","higher vocational","110","0.201565517354922","0.169084692905185","0.23404634180466","3"
"Single","1996","Employed","higher education","261","0.231345552897851","0.209373733481118","0.253317372314583","3"
"Single","1996","Not Employed","vocational + Abi","36","0.312172114310228","0.228916878991395","0.395427349629062","3"
"Single","1996","Employed","in school","17","","","","3"
"Single","1996","Employed","inadequately","31","0.175525497224751","0.128274917840015","0.222776076609488","3"
"Widowed","1996","Not Employed","in school","","","","","5"
"Widowed","1996","Not Employed","inadequately","21","","","","5"
"Widowed","1996","Not Employed","general elemantary","265","0.343493210965033","0.316467045200452","0.370519376729615","5"
"Widowed","1996","Not Employed","middle vocational","316","0.220395798311892","0.202983439121245","0.237808157502538","5"
"Widowed","1996","Not Employed","vocational + Abi","5","","","","5"
"Widowed","1996","Not Employed","higher vocational","24","","","","5"
"Widowed","1996","Not Employed","higher education","29","","","","5"
"Widowed","1996","Employed","in school","","","","","5"
"Widowed","1996","Employed","inadequately","6","","","","5"
"Widowed","1996","Employed","general elemantary","39","0.0524500516996457","0.0398733004171874","0.0650268029821039","5"
"Widowed","1996","Employed","middle vocational","70","0.0200907247903505","0.0159663882267656","0.0242150613539353","5"
"Widowed","1996","Employed","vocational + Abi","2","","","","5"
"Widowed","1996","Employed","higher vocational","6","","","","5"
"Widowed","1996","Employed","higher education","18","","","","5"
"Divorced","1997","Not Employed","in school","","","","","4"
"Divorced","1997","Not Employed","inadequately","9","","","","4"
"Divorced","1997","Not Employed","general elemantary","52","0.0585341150891351","0.0452243325242235","0.0718438976540466","4"
"Divorced","1997","Not Employed","middle vocational","108","0.0589340031679374","0.0491288084001345","0.0687391979357402","4"
"Divorced","1997","Employed","general elemantary","53","0.0686592014205475","0.0539672106112527","0.0833511922298423","4"
"Divorced","1997","Employed","middle vocational","287","0.0905405317725423","0.0819305949567333","0.0991504685883512","4"
"Divorced","1997","Employed","vocational + Abi","9","","","","4"
"Divorced","1997","Employed","higher vocational","25","","","","4"
"Divorced","1997","Employed","higher education","101","0.0917811041621443","0.0767058549534742","0.106856353370814","4"
"Divorced","1997","Not Employed","vocational + Abi","4","","","","4"
"Divorced","1997","Not Employed","higher vocational","10","","","","4"
"Divorced","1997","Not Employed","higher education","15","","","","4"
"Divorced","1997","Employed","in school","","","","","4"
"Divorced","1997","Employed","inadequately","10","","","","4"
"Married","1997","Not Employed","in school","2","","","","1"
"Married","1997","Not Employed","inadequately","180","0.5681559678628","0.506131607193102","0.630180328532498","1"
"Married","1997","Not Employed","general elemantary","675","0.459915328562066","0.431657810991976","0.488172846132157","1"
"Married","1997","Not Employed","middle vocational","1465","0.603312735648613","0.582944257174168","0.623681214123058","1"
"Married","1997","Not Employed","vocational + Abi","71","0.572798215078729","0.482388202821488","0.663208227335971","1"
"Married","1997","Not Employed","higher vocational","129","0.624104078642342","0.553346305653259","0.694861851631425","1"
"Married","1997","Not Employed","higher education","272","0.72222680839374","0.676087001486048","0.768366615301432","1"
"Married","1997","Employed","in school","","","","","1"
"Married","1997","Employed","inadequately","173","0.737407394286562","0.679259801409916","0.795554987163208","1"
"Married","1997","Employed","general elemantary","591","0.475880923573197","0.446864686467984","0.50489716067841","1"
"Married","1997","Employed","middle vocational","2681","0.599058906667297","0.584354015332905","0.613763798001688","1"
"Married","1997","Employed","vocational + Abi","199","0.498101890743922","0.445188218129519","0.551015563358325","1"
"Married","1997","Employed","higher vocational","435","0.731683374013061","0.695623892349861","0.767742855676262","1"
"Married","1997","Employed","higher education","974","0.616485880756705","0.591096924907122","0.641874836606289","1"
"Married, but separated","1997","Not Employed","in school","","","","","2"
"Married, but separated","1997","Not Employed","inadequately","9","","","","2"
"Married, but separated","1997","Not Employed","general elemantary","17","","","","2"
"Married, but separated","1997","Not Employed","middle vocational","46","0.0209965862217769","0.0150272002459727","0.0269659721975811","2"
"Married, but separated","1997","Not Employed","vocational + Abi","3","","","","2"
"Married, but separated","1997","Not Employed","higher vocational","3","","","","2"
"Married, but separated","1997","Not Employed","higher education","9","","","","2"
"Married, but separated","1997","Employed","in school","","","","","2"
"Married, but separated","1997","Employed","inadequately","11","","","","2"
"Married, but separated","1997","Employed","general elemantary","26","","","","2"
"Married, but separated","1997","Employed","middle vocational","120","0.0327425176835522","0.0274028546160916","0.0380821807510127","2"
"Married, but separated","1997","Employed","vocational + Abi","5","","","","2"
"Married, but separated","1997","Employed","higher vocational","12","","","","2"
"Married, but separated","1997","Employed","higher education","33","0.0243861501565846","0.0163323064993006","0.0324399938138686","2"
"Single","1997","Employed","general elemantary","428","0.376318030197367","0.348170773881257","0.404465286513476","3"
