"pgfamstd","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Married","1992","inadequately","Rural Area","64","0.493410942038929","0.396386691704175","0.590435192373683","1"
"Married","1992","general elemantary","Urban Area","1107","0.50208498342805","0.479910005420323","0.524259961435778","1"
"Married","1992","general elemantary","Rural Area","405","0.475289672380266","0.441109034777223","0.509470309983309","1"
"Married","1992","middle vocational","Urban Area","2751","0.599927934113777","0.585174647763577","0.614681220463976","1"
"Married","1992","middle vocational","Rural Area","1656","0.619705080673628","0.600387377759056","0.6390227835882","1"
"Married","1992","vocational + Abi","Urban Area","174","0.4753685853717","0.418951943932799","0.531785226810601","1"
"Married","1992","vocational + Abi","Rural Area","47","0.525167248460271","0.417736600500174","0.632597896420368","1"
"Married","1992","higher vocational","Urban Area","359","0.66741181732901","0.625351269499636","0.709472365158384","1"
"Married","1992","higher vocational","Rural Area","238","0.776283310633454","0.727816076395464","0.824750544871444","1"
"Married","1992","higher education","Urban Area","735","0.654335480884807","0.62496162277991","0.683709338989704","1"
"Married","1992","higher education","Rural Area","513","0.771381187789112","0.738378949001576","0.804383426576648","1"
"Married, but separated","1992","vocational + Abi","Rural Area","2","","","","2"
"Married, but separated","1992","higher vocational","Urban Area","6","","","","2"
"Married, but separated","1992","higher vocational","Rural Area","1","","","","2"
"Married, but separated","1992","higher education","Urban Area","18","","","","2"
"Married, but separated","1992","higher education","Rural Area","6","","","","2"
"Married, but separated","1992","in school","Urban Area","","","","","2"
"Married, but separated","1992","in school","Rural Area","","","","","2"
"Married, but separated","1992","inadequately","Urban Area","24","","","","2"
"Married, but separated","1992","inadequately","Rural Area","4","","","","2"
"Married, but separated","1992","general elemantary","Urban Area","52","0.0245109423427452","0.0176530892956494","0.0313687953898411","2"
"Married, but separated","1992","general elemantary","Rural Area","11","","","","2"
"Married, but separated","1992","middle vocational","Urban Area","76","0.0185863669249156","0.0145191867506535","0.0226535470991777","2"
"Married, but separated","1992","middle vocational","Rural Area","27","","","","2"
"Married, but separated","1992","vocational + Abi","Urban Area","6","","","","2"
"Single","1992","vocational + Abi","Rural Area","33","0.448207071881241","0.341218728667067","0.555195415095415","3"
"Single","1992","higher vocational","Urban Area","67","0.158334622552473","0.125744781021076","0.19092446408387","3"
"Single","1992","higher vocational","Rural Area","30","0.125351904538879","0.0868421219470971","0.16386168713066","3"
"Single","1992","higher education","Urban Area","148","0.186516078798158","0.162457720931808","0.210574436664508","3"
"Single","1992","higher education","Rural Area","60","0.134002196328764","0.107231032469861","0.160773360187666","3"
"Single","1992","in school","Urban Area","130","1","1","1","3"
"Single","1992","in school","Rural Area","57","1","1","1","3"
"Single","1992","inadequately","Urban Area","62","0.203991861852134","0.169555251724979","0.238428471979289","3"
"Single","1992","inadequately","Rural Area","25","","","","3"
"Single","1992","general elemantary","Urban Area","526","0.224289170336193","0.205790051215917","0.242788289456468","3"
"Single","1992","general elemantary","Rural Area","254","0.259141145788844","0.229151102684196","0.289131188893491","3"
"Single","1992","middle vocational","Urban Area","937","0.213608963666879","0.201266577538226","0.225951349795532","3"
"Single","1992","middle vocational","Rural Area","476","0.20768666762147","0.191544736726016","0.223828598516924","3"
"Single","1992","vocational + Abi","Urban Area","107","0.423329550745443","0.367512358744194","0.479146742746692","3"
"Widowed","1992","in school","Urban Area","","","","","5"
"Widowed","1992","in school","Rural Area","","","","","5"
"Widowed","1992","inadequately","Urban Area","23","","","","5"
"Widowed","1992","inadequately","Rural Area","5","","","","5"
"Widowed","1992","general elemantary","Urban Area","201","0.201162618501255","0.183383926791112","0.218941310211399","5"
"Widowed","1992","general elemantary","Rural Area","117","0.208379273124522","0.180580412085393","0.23617813416365","5"
"Widowed","1992","higher vocational","Rural Area","8","","","","5"
"Widowed","1992","higher education","Urban Area","27","","","","5"
"Widowed","1992","higher education","Rural Area","17","","","","5"
"Widowed","1992","middle vocational","Urban Area","242","0.100203981293271","0.0911615620770215","0.109246400509521","5"
"Widowed","1992","middle vocational","Rural Area","141","0.0918866330460244","0.0803918998319325","0.103381366260116","5"
"Widowed","1992","vocational + Abi","Urban Area","5","","","","5"
"Widowed","1992","vocational + Abi","Rural Area","","","","","5"
"Widowed","1992","higher vocational","Urban Area","30","0.11167176370513","0.0835538565265911","0.13978967088367","5"
"Divorced","1993","in school","Urban Area","","","","","4"
"Divorced","1993","in school","Rural Area","","","","","4"
"Divorced","1993","inadequately","Urban Area","19","","","","4"
"Divorced","1993","inadequately","Rural Area","4","","","","4"
"Divorced","1993","general elemantary","Urban Area","69","0.0518872605951958","0.0418558811245074","0.0619186400658841","4"
"Divorced","1993","general elemantary","Rural Area","33","0.0471797243120346","0.0325332415313111","0.0618262070927581","4"
"Divorced","1993","middle vocational","Urban Area","225","0.067567682878793","0.060032053339462","0.0751033124181241","4"
"Divorced","1993","middle vocational","Rural Area","127","0.0714381492138657","0.0611468360177229","0.0817294624100086","4"
"Divorced","1993","vocational + Abi","Urban Area","5","","","","4"
"Divorced","1993","vocational + Abi","Rural Area","2","","","","4"
"Divorced","1993","higher vocational","Urban Area","15","","","","4"
"Divorced","1993","higher vocational","Rural Area","8","","","","4"
"Divorced","1993","higher education","Urban Area","79","0.0955571735289335","0.0776035677174466","0.11351077934042","4"
"Divorced","1993","higher education","Rural Area","29","","","","4"
"Married","1993","in school","Urban Area","","","","","1"
"Married","1993","in school","Rural Area","","","","","1"
"Married","1993","inadequately","Urban Area","379","0.609475339388658","0.567050663255101","0.651900015522214","1"
"Married","1993","inadequately","Rural Area","69","0.532574222951011","0.436218862761099","0.628929583140923","1"
"Married","1993","general elemantary","Urban Area","1069","0.498204674462125","0.475591189231528","0.520818159692721","1"
"Married","1993","general elemantary","Rural Area","393","0.468891950109654","0.434419037273793","0.503364862945514","1"
"Married","1993","middle vocational","Urban Area","2752","0.606191460194872","0.591522854311104","0.62086006607864","1"
"Married","1993","middle vocational","Rural Area","1607","0.613721221637086","0.594265995885648","0.633176447388523","1"
"Married","1993","vocational + Abi","Urban Area","171","0.501431739409275","0.444278263293191","0.558585215525359","1"
"Married","1993","vocational + Abi","Rural Area","49","0.498607331150391","0.396437542022394","0.600777120278387","1"
"Married","1993","higher vocational","Urban Area","353","0.672853851397175","0.63061713014913","0.71509057264522","1"
"Married","1993","higher vocational","Rural Area","222","0.73957732614369","0.687422460625809","0.791732191661571","1"
"Married","1993","higher education","Urban Area","739","0.63331291335393","0.603883171111367","0.662742655596493","1"
"Married","1993","higher education","Rural Area","493","0.762526003626177","0.728729264112076","0.796322743140279","1"
"Married, but separated","1993","vocational + Abi","Rural Area","2","","","","2"
"Married, but separated","1993","higher vocational","Urban Area","11","","","","2"
"Married, but separated","1993","higher vocational","Rural Area","3","","","","2"
"Married, but separated","1993","higher education","Urban Area","22","","","","2"
"Married, but separated","1993","higher education","Rural Area","7","","","","2"
"Married, but separated","1993","in school","Urban Area","","","","","2"
"Married, but separated","1993","in school","Rural Area","1","","","","2"
"Married, but separated","1993","inadequately","Urban Area","26","","","","2"
"Married, but separated","1993","inadequately","Rural Area","5","","","","2"
"Married, but separated","1993","general elemantary","Urban Area","49","0.0275202825890606","0.0201213849732153","0.034919180204906","2"
"Married, but separated","1993","general elemantary","Rural Area","9","","","","2"
"Married, but separated","1993","middle vocational","Urban Area","89","0.018452645226683","0.0144122270813977","0.0224930633719684","2"
"Married, but separated","1993","middle vocational","Rural Area","44","0.0203283922370828","0.0146895225750761","0.0259672618990895","2"
"Married, but separated","1993","vocational + Abi","Urban Area","7","","","","2"
"Single","1993","vocational + Abi","Rural Area","38","0.43637987001554","0.335040131460372","0.537719608570708","3"
"Single","1993","higher vocational","Urban Area","65","0.157942492731803","0.125111857169581","0.190773128294025","3"
"Single","1993","higher vocational","Rural Area","29","","","","3"
"Single","1993","higher education","Urban Area","164","0.201781249148223","0.177271952713132","0.226290545583314","3"
"Single","1993","higher education","Rural Area","63","0.133395312613435","0.106391800910568","0.160398824316302","3"
"Single","1993","in school","Urban Area","127","1","1","1","3"
"Single","1993","in school","Rural Area","57","0.935578912488334","0.872397645237732","0.998760179738937","3"
"Single","1993","inadequately","Urban Area","63","0.217379733554979","0.18151221712257","0.253247249987388","3"
"Single","1993","inadequately","Rural Area","20","","","","3"
"Single","1993","general elemantary","Urban Area","498","0.228233640680621","0.209252030591215","0.247215250770027","3"
"Single","1993","general elemantary","Rural Area","241","0.24008017593735","0.210574050237253","0.269586301637448","3"
"Single","1993","middle vocational","Urban Area","953","0.209161436828543","0.196951143538038","0.221371730119047","3"
"Single","1993","middle vocational","Rural Area","488","0.201965864342772","0.185924178754706","0.218007549930838","3"
"Single","1993","vocational + Abi","Urban Area","106","0.417314588277244","0.360947801048921","0.473681375505567","3"
"Widowed","1993","in school","Urban Area","","","","","5"
"Widowed","1993","in school","Rural Area","","","","","5"
"Widowed","1993","inadequately","Urban Area","21","","","","5"
"Widowed","1993","inadequately","Rural Area","5","","","","5"
"Widowed","1993","general elemantary","Urban Area","193","0.194154141672998","0.176264583455714","0.212043699890281","5"
"Widowed","1993","general elemantary","Rural Area","129","0.235876091697697","0.206548661715716","0.265203521679678","5"
"Widowed","1993","middle vocational","Urban Area","243","0.0986267748711092","0.0896753718496687","0.10757817789255","5"
"Widowed","1993","middle vocational","Rural Area","140","0.0925463725691935","0.080966808754065","0.104125936384322","5"
"Widowed","1993","vocational + Abi","Urban Area","5","","","","5"
"Widowed","1993","vocational + Abi","Rural Area","1","","","","5"
"Widowed","1993","higher vocational","Urban Area","30","0.115962820834426","0.0871388658515979","0.144786775817253","5"
"Widowed","1993","higher vocational","Rural Area","10","","","","5"
"Widowed","1993","higher education","Urban Area","26","","","","5"
"Widowed","1993","higher education","Rural Area","17","","","","5"
"Divorced","1994","in school","Urban Area","","","","","4"
"Divorced","1994","in school","Rural Area","","","","","4"
"Divorced","1994","inadequately","Urban Area","15","","","","4"
"Divorced","1994","inadequately","Rural Area","4","","","","4"
"Divorced","1994","general elemantary","Urban Area","63","0.0502529205410795","0.0399938349677104","0.0605120061144486","4"
"Divorced","1994","general elemantary","Rural Area","33","0.0532079897109008","0.0371447486471484","0.0692712307746532","4"
"Divorced","1994","middle vocational","Urban Area","226","0.0651374941761265","0.0576771684320372","0.0725978199202158","4"
"Divorced","1994","middle vocational","Rural Area","125","0.0737719641260887","0.0632391273213211","0.0843048009308564","4"
"Divorced","1994","vocational + Abi","Urban Area","8","","","","4"
"Divorced","1994","vocational + Abi","Rural Area","4","","","","4"
"Divorced","1994","higher vocational","Urban Area","20","","","","4"
"Divorced","1994","higher vocational","Rural Area","9","","","","4"
"Divorced","1994","higher education","Urban Area","78","0.0947825633799328","0.077073833502102","0.112491293257764","4"
"Divorced","1994","higher education","Rural Area","28","","","","4"
"Married","1994","in school","Urban Area","","","","","1"
"Married","1994","in school","Rural Area","","","","","1"
"Married","1994","inadequately","Urban Area","357","0.649103626579299","0.605772339385819","0.69243491377278","1"
"Married","1994","inadequately","Rural Area","65","0.550824087205051","0.448059962487594","0.653588211922509","1"
"Married","1994","general elemantary","Urban Area","1012","0.501853063447218","0.478373444880018","0.525332682014419","1"
"Married","1994","general elemantary","Rural Area","356","0.459399313747181","0.423733599416288","0.495065028078073","1"
"Married","1994","middle vocational","Urban Area","2684","0.605577444917093","0.590802219590988","0.620352670243199","1"
"Married","1994","middle vocational","Rural Area","1592","0.62203866337185","0.602500978579936","0.641576348163764","1"
"Married","1994","vocational + Abi","Urban Area","159","0.490423023212215","0.4328870562784","0.547958990146031","1"
"Married","1994","vocational + Abi","Rural Area","51","0.425386839464634","0.329440631668136","0.521333047261132","1"
"Married","1994","higher vocational","Urban Area","343","0.639774451561203","0.596647842014428","0.682901061107978","1"
"Married","1994","higher vocational","Rural Area","224","0.736541803853374","0.685036792339065","0.788046815367683","1"
"Married","1994","higher education","Urban Area","744","0.633731364589542","0.604604133656978","0.662858595522107","1"
"Married","1994","higher education","Rural Area","486","0.76655014768161","0.7327859431398","0.800314352223419","1"
"Married, but separated","1994","vocational + Abi","Rural Area","2","","","","2"
"Married, but separated","1994","higher vocational","Urban Area","9","","","","2"
"Married, but separated","1994","higher vocational","Rural Area","2","","","","2"
"Married, but separated","1994","higher education","Urban Area","22","","","","2"
"Married, but separated","1994","higher education","Rural Area","8","","","","2"
"Married, but separated","1994","in school","Urban Area","","","","","2"
"Married, but separated","1994","in school","Rural Area","","","","","2"
"Married, but separated","1994","inadequately","Urban Area","20","","","","2"
"Married, but separated","1994","inadequately","Rural Area","2","","","","2"
"Married, but separated","1994","general elemantary","Urban Area","49","0.0307300618860864","0.0226255268367537","0.038834596935419","2"
"Married, but separated","1994","general elemantary","Rural Area","17","","","","2"
"Married, but separated","1994","middle vocational","Urban Area","100","0.023945150532247","0.0193233170590148","0.0285669840054792","2"
"Married, but separated","1994","middle vocational","Rural Area","42","0.0195234973449041","0.0139485839537057","0.0250984107361025","2"
"Married, but separated","1994","vocational + Abi","Urban Area","7","","","","2"
"Single","1994","in school","Urban Area","171","1","1","1","3"
"Single","1994","in school","Rural Area","69","1","1","1","3"
"Single","1994","inadequately","Urban Area","53","0.19111799253951","0.155419612571675","0.226816372507344","3"
"Single","1994","inadequately","Rural Area","16","","","","3"
"Single","1994","vocational + Abi","Rural Area","44","0.481943273113722","0.384973891689353","0.578912654538091","3"
"Single","1994","higher vocational","Urban Area","76","0.168414774227658","0.134795518798388","0.202034029656928","3"
"Single","1994","higher vocational","Rural Area","35","0.140987860210276","0.100298070871198","0.181677649549354","3"
"Single","1994","higher education","Urban Area","179","0.21096129820893","0.186295380374969","0.235627216042891","3"
"Single","1994","higher education","Rural Area","63","0.129349540663393","0.102564408284891","0.156134673041895","3"
"Single","1994","general elemantary","Urban Area","416","0.203062656258138","0.184171822069167","0.22195349044711","3"
"Single","1994","general elemantary","Rural Area","228","0.240112527982548","0.209542241286918","0.270682814678177","3"
"Single","1994","middle vocational","Urban Area","954","0.209475827815614","0.197173340363927","0.221778315267301","3"
"Single","1994","middle vocational","Rural Area","467","0.188452308891551","0.172694403979371","0.204210213803732","3"
"Single","1994","vocational + Abi","Urban Area","112","0.420393150653569","0.363580681815627","0.47720561949151","3"
"Widowed","1994","in school","Urban Area","","","","","5"
"Widowed","1994","in school","Rural Area","","","","","5"
"Widowed","1994","inadequately","Urban Area","21","","","","5"
"Widowed","1994","inadequately","Rural Area","3","","","","5"
"Widowed","1994","general elemantary","Urban Area","202","0.214101297867477","0.194838607158647","0.233363988576307","5"
"Widowed","1994","general elemantary","Rural Area","116","0.226500269878306","0.196544402134967","0.256456137621645","5"
"Widowed","1994","middle vocational","Urban Area","239","0.0958640825589193","0.0869636068900365","0.104764558227802","5"
"Widowed","1994","middle vocational","Rural Area","140","0.0962135662656062","0.0843315050310493","0.108095627500163","5"
"Widowed","1994","vocational + Abi","Urban Area","4","","","","5"
"Widowed","1994","vocational + Abi","Rural Area","1","","","","5"
"Widowed","1994","higher vocational","Urban Area","28","","","","5"
"Widowed","1994","higher vocational","Rural Area","11","","","","5"
"Widowed","1994","higher education","Urban Area","28","","","","5"
"Widowed","1994","higher education","Rural Area","18","","","","5"
"Divorced","1995","vocational + Abi","Rural Area","5","","","","4"
"Divorced","1995","higher vocational","Urban Area","24","","","","4"
"Divorced","1995","higher vocational","Rural Area","11","","","","4"
"Divorced","1995","higher education","Urban Area","90","0.095703079918421","0.0785125085036291","0.112893651333213","4"
"Divorced","1995","higher education","Rural Area","37","0.0669920054322522","0.0475466717394435","0.0864373391250609","4"
"Divorced","1995","in school","Urban Area","","","","","4"
"Divorced","1995","in school","Rural Area","","","","","4"
"Divorced","1995","inadequately","Urban Area","11","","","","4"
"Divorced","1995","inadequately","Rural Area","4","","","","4"
"Divorced","1995","general elemantary","Urban Area","66","0.0530839596764536","0.0425343657429697","0.0636335536099375","4"
"Divorced","1995","general elemantary","Rural Area","39","0.0637156808232711","0.0463395034134949","0.0810918582330473","4"
"Divorced","1995","middle vocational","Urban Area","241","0.0711585385269418","0.063466292959033","0.0788507840948507","4"
"Divorced","1995","middle vocational","Rural Area","140","0.0739430828055616","0.0635494773991197","0.0843366882120035","4"
"Divorced","1995","vocational + Abi","Urban Area","9","","","","4"
"Married","1995","in school","Urban Area","1","","","","1"
"Married","1995","in school","Rural Area","","","","","1"
"Married","1995","inadequately","Urban Area","351","0.663597790383379","0.619797578141947","0.707398002624811","1"
"Married","1995","inadequately","Rural Area","65","0.590884862963551","0.48636162989766","0.695408096029442","1"
"Married","1995","general elemantary","Urban Area","1017","0.497969458515584","0.474442554834762","0.521496362196406","1"
"Married","1995","general elemantary","Rural Area","361","0.451063851245773","0.415663535925338","0.486464166566208","1"
"Married","1995","middle vocational","Urban Area","2748","0.604861334615261","0.590233787360992","0.61948888186953","1"
"Married","1995","middle vocational","Rural Area","1618","0.620136357648485","0.600858619833355","0.639414095463615","1"
"Married","1995","vocational + Abi","Urban Area","222","0.529060637691357","0.477782455576027","0.580338819806687","1"
"Married","1995","vocational + Abi","Rural Area","64","0.489710579805496","0.397946293590419","0.581474866020573","1"
"Married","1995","higher vocational","Urban Area","349","0.686648647454391","0.644846307583929","0.728450987324854","1"
"Married","1995","higher vocational","Rural Area","232","0.771352355113081","0.72310079413768","0.819603916088482","1"
"Married","1995","higher education","Urban Area","764","0.619209524874599","0.590834667828251","0.647584381920947","1"
"Married","1995","higher education","Rural Area","519","0.768207889627237","0.735387031281631","0.801028747972843","1"
"Married, but separated","1995","vocational + Abi","Rural Area","2","","","","2"
"Married, but separated","1995","higher vocational","Urban Area","9","","","","2"
"Married, but separated","1995","higher vocational","Rural Area","2","","","","2"
"Married, but separated","1995","higher education","Urban Area","23","","","","2"
"Married, but separated","1995","higher education","Rural Area","4","","","","2"
"Married, but separated","1995","in school","Urban Area","","","","","2"
"Married, but separated","1995","in school","Rural Area","","","","","2"
"Married, but separated","1995","inadequately","Urban Area","17","","","","2"
"Married, but separated","1995","middle vocational","Urban Area","92","0.0182456355864454","0.0142411221761604","0.0222501489967304","2"
"Married, but separated","1995","middle vocational","Rural Area","37","0.0204170416941647","0.0147998967998582","0.0260341865884711","2"
"Married, but separated","1995","vocational + Abi","Urban Area","10","","","","2"
"Married, but separated","1995","inadequately","Rural Area","1","","","","2"
"Married, but separated","1995","general elemantary","Urban Area","42","0.0230039157912459","0.0159497502426435","0.0300580813398482","2"
"Married, but separated","1995","general elemantary","Rural Area","10","","","","2"
"Single","1995","in school","Urban Area","198","0.992134738463083","0.979861378686667","1.0044080982395","3"
"Single","1995","in school","Rural Area","88","1","1","1","3"
"Single","1995","inadequately","Urban Area","45","0.183512080430553","0.147628023207645","0.21939613765346","3"
"Single","1995","inadequately","Rural Area","11","","","","3"
"Single","1995","vocational + Abi","Rural Area","43","0.446446196920603","0.355190465856344","0.537701927984863","3"
"Single","1995","higher vocational","Urban Area","71","0.152599923071863","0.120192915728398","0.185006930415329","3"
"Single","1995","higher vocational","Rural Area","37","0.13615086465154","0.0967477320808805","0.175553997222199","3"
"Single","1995","higher education","Urban Area","217","0.229192757605167","0.20463180720463","0.253753708005704","3"
"Single","1995","higher education","Rural Area","60","0.124355238877999","0.0986892945287679","0.150021183227231","3"
"Single","1995","middle vocational","Urban Area","973","0.207774260813469","0.195635085573078","0.219913436053861","3"
"Single","1995","middle vocational","Rural Area","491","0.182379736425375","0.167041948685389","0.197717524165362","3"
"Single","1995","vocational + Abi","Urban Area","116","0.378768907258424","0.328936582088658","0.42860123242819","3"
"Single","1995","general elemantary","Urban Area","402","0.193415638525254","0.174830361321996","0.212000915728513","3"
"Single","1995","general elemantary","Rural Area","234","0.239599256478866","0.209233003728866","0.269965509228867","3"
"Widowed","1995","in school","Urban Area","","","","","5"
"Widowed","1995","in school","Rural Area","","","","","5"
"Widowed","1995","inadequately","Urban Area","23","","","","5"
"Widowed","1995","inadequately","Rural Area","4","","","","5"
"Widowed","1995","general elemantary","Urban Area","208","0.232527027491462","0.212649305308222","0.252404749674701","5"
"Widowed","1995","general elemantary","Rural Area","115","0.2356411404058","0.205448477870123","0.265833802941478","5"
"Widowed","1995","middle vocational","Urban Area","237","0.0979602304578826","0.0890660369194288","0.106854423996336","5"
"Widowed","1995","middle vocational","Rural Area","149","0.103123781426413","0.0910444116181563","0.11520315123467","5"
"Widowed","1995","vocational + Abi","Urban Area","7","","","","5"
"Widowed","1995","vocational + Abi","Rural Area","","","","","5"
"Widowed","1995","higher vocational","Urban Area","20","","","","5"
"Widowed","1995","higher vocational","Rural Area","9","","","","5"
"Widowed","1995","higher education","Urban Area","31","0.030595338864564","0.0205317701708887","0.0406589075582393","5"
"Widowed","1995","higher education","Rural Area","15","","","","5"
"Divorced","1996","vocational + Abi","Rural Area","5","","","","4"
"Divorced","1996","higher vocational","Urban Area","21","","","","4"
"Divorced","1996","higher vocational","Rural Area","8","","","","4"
"Divorced","1996","higher education","Urban Area","78","0.0890659477909259","0.0724876140152864","0.105644281566565","4"
"Divorced","1996","higher education","Rural Area","36","0.0652633935442188","0.0460376602318396","0.0844891268565979","4"
"Divorced","1996","in school","Urban Area","","","","","4"
"Divorced","1996","in school","Rural Area","","","","","4"
"Divorced","1996","inadequately","Urban Area","12","","","","4"
"Divorced","1996","inadequately","Rural Area","5","","","","4"
"Divorced","1996","general elemantary","Urban Area","64","0.0531100898650503","0.0423223041907534","0.0638978755393473","4"
"Divorced","1996","general elemantary","Rural Area","42","0.0668215309285444","0.0487441017263238","0.084898960130765","4"
"Divorced","1996","middle vocational","Urban Area","240","0.0740748041365392","0.0661544125681407","0.0819951957049377","4"
"Divorced","1996","middle vocational","Rural Area","147","0.0773283119222993","0.0666904613951981","0.0879661624494005","4"
"Divorced","1996","vocational + Abi","Urban Area","9","","","","4"
"Married","1996","in school","Urban Area","2","","","","1"
"Married","1996","in school","Rural Area","","","","","1"
"Married","1996","inadequately","Urban Area","309","0.638617610047311","0.591945780643091","0.68528943945153","1"
"Married","1996","inadequately","Rural Area","65","0.659698882539717","0.560137016787138","0.759260748292296","1"
"Married","1996","general elemantary","Urban Area","980","0.499505085506228","0.475452385281523","0.523557785730934","1"
"Married","1996","general elemantary","Rural Area","350","0.456734138235478","0.420673446921468","0.492794829549488","1"
"Married","1996","middle vocational","Urban Area","2662","0.603922409586404","0.589131184227453","0.618713634945356","1"
"Married","1996","middle vocational","Rural Area","1575","0.600957022797045","0.581454420482071","0.620459625112019","1"
"Married","1996","vocational + Abi","Urban Area","218","0.508979836515163","0.457552417290148","0.560407255740178","1"
"Married","1996","vocational + Abi","Rural Area","59","0.459412204412847","0.368329995754528","0.550494413071167","1"
"Married","1996","higher vocational","Urban Area","346","0.681535529245883","0.639987610846926","0.723083447644841","1"
"Married","1996","higher vocational","Rural Area","224","0.718324730548015","0.666010036530514","0.770639424565515","1"
"Married","1996","higher education","Urban Area","777","0.62567994761512","0.597513036163938","0.653846859066302","1"
"Married","1996","higher education","Rural Area","496","0.733080014246171","0.698647423685687","0.767512604806656","1"
"Married, but separated","1996","in school","Urban Area","","","","","2"
"Married, but separated","1996","in school","Rural Area","","","","","2"
"Married, but separated","1996","inadequately","Urban Area","19","","","","2"
"Married, but separated","1996","inadequately","Rural Area","1","","","","2"
"Married, but separated","1996","general elemantary","Urban Area","39","0.0238694640228528","0.0165265350042504","0.0312123930414553","2"
"Married, but separated","1996","general elemantary","Rural Area","9","","","","2"
"Married, but separated","1996","middle vocational","Urban Area","115","0.0273931955597983","0.0224567602900527","0.0323296308295439","2"
"Married, but separated","1996","middle vocational","Rural Area","45","0.0225114227947289","0.0166037240701016","0.0284191215193563","2"
"Married, but separated","1996","vocational + Abi","Urban Area","7","","","","2"
"Married, but separated","1996","vocational + Abi","Rural Area","1","","","","2"
"Married, but separated","1996","higher vocational","Urban Area","16","","","","2"
"Married, but separated","1996","higher vocational","Rural Area","1","","","","2"
"Married, but separated","1996","higher education","Urban Area","26","","","","2"
"Married, but separated","1996","higher education","Rural Area","6","","","","2"
"Single","1996","in school","Urban Area","201","0.996044959017675","0.987410899521298","1.00467901851405","3"
"Single","1996","in school","Rural Area","91","1","1","1","3"
"Single","1996","inadequately","Urban Area","43","0.186749329512332","0.148888281870149","0.224610377154515","3"
"Single","1996","inadequately","Rural Area","13","","","","3"
"Single","1996","vocational + Abi","Rural Area","50","0.487493716448952","0.396138515096302","0.578848917801601","3"
"Single","1996","higher vocational","Urban Area","81","0.157245690277431","0.12478076614042","0.189710614414443","3"
"Single","1996","higher vocational","Rural Area","40","0.166844938961938","0.123483033515229","0.210206844408647","3"
"Single","1996","higher education","Urban Area","224","0.236099011010051","0.211381360699516","0.260816661320585","3"
"Single","1996","higher education","Rural Area","78","0.151583532898067","0.123668765134841","0.179498300661294","3"
"Single","1996","middle vocational","Urban Area","952","0.200624933494616","0.188513621340156","0.212736245649077","3"
"Single","1996","middle vocational","Rural Area","500","0.18875481953308","0.173170562187334","0.204339076878827","3"
"Single","1996","general elemantary","Urban Area","382","0.195506432153633","0.17642829967565","0.214584564631616","3"
"Single","1996","general elemantary","Rural Area","223","0.227551468614022","0.197200629610599","0.257902307617446","3"
"Single","1996","vocational + Abi","Urban Area","122","0.411512777349856","0.360888951947534","0.462136602752177","3"
"Widowed","1996","in school","Urban Area","","","","","5"
"Widowed","1996","in school","Rural Area","","","","","5"
"Widowed","1996","inadequately","Urban Area","24","","","","5"
"Widowed","1996","inadequately","Rural Area","3","","","","5"
"Widowed","1996","general elemantary","Urban Area","195","0.228008928452236","0.207826374944075","0.248191481960397","5"
"Widowed","1996","general elemantary","Rural Area","109","0.240329342191802","0.209397044679356","0.271261639704247","5"
"Widowed","1996","middle vocational","Urban Area","231","0.0939846572226417","0.0851595558483473","0.102809758596936","5"
"Widowed","1996","middle vocational","Rural Area","155","0.110448422952846","0.0979652108939033","0.122931635011789","5"
"Widowed","1996","vocational + Abi","Urban Area","7","","","","5"
"Widowed","1996","vocational + Abi","Rural Area","","","","","5"
"Widowed","1996","higher vocational","Urban Area","19","","","","5"
"Widowed","1996","higher vocational","Rural Area","11","","","","5"
"Widowed","1996","higher education","Urban Area","29","","","","5"
"Widowed","1996","higher education","Rural Area","18","","","","5"
"Divorced","1997","in school","Urban Area","","","","","4"
"Divorced","1997","in school","Rural Area","","","","","4"
"Divorced","1997","inadequately","Urban Area","14","","","","4"
"Divorced","1997","inadequately","Rural Area","5","","","","4"
"Divorced","1997","vocational + Abi","Rural Area","5","","","","4"
"Divorced","1997","higher vocational","Urban Area","26","","","","4"
"Divorced","1997","higher vocational","Rural Area","9","","","","4"
"Divorced","1997","higher education","Urban Area","79","0.086370547560281","0.0699336614987909","0.102807433621771","4"
"Divorced","1997","higher education","Rural Area","37","0.0625534375604461","0.043922934000514","0.0811839411203782","4"
"Divorced","1997","middle vocational","Urban Area","244","0.076389523586207","0.0682738513847824","0.0845051957876316","4"
"Divorced","1997","general elemantary","Urban Area","64","0.057294429412377","0.0460190218250042","0.0685698369997498","4"
"Divorced","1997","general elemantary","Rural Area","41","0.0741872476602479","0.0547866418819774","0.0935878534385185","4"
"Divorced","1997","middle vocational","Rural Area","151","0.0805272471686192","0.069565246591862","0.0914892477453764","4"
"Divorced","1997","vocational + Abi","Urban Area","8","","","","4"
"Married","1997","in school","Urban Area","2","","","","1"
"Married","1997","in school","Rural Area","","","","","1"
"Married","1997","inadequately","Urban Area","295","0.650003778055991","0.602483143949978","0.697524412162004","1"
"Married","1997","inadequately","Rural Area","58","0.663367230751703","0.558496090107379","0.768238371396027","1"
"Married","1997","general elemantary","Urban Area","939","0.47874557919841","0.454509337338629","0.502981821058191","1"
"Married","1997","general elemantary","Rural Area","327","0.434718843651405","0.398022265520216","0.471415421782594","1"
"Married","1997","middle vocational","Urban Area","2595","0.595436710912234","0.580440753082144","0.610432668742324","1"
