"pgfamstd","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Single","2003","Bavaria","Employed","557","0.312752766139262","0.292886130308987","0.332619401969538","3"
"Single","2003","Berlin","Not Employed","96","0.305557875230881","0.253432135290399","0.357683615171363","3"
"Single","2003","Berlin","Employed","186","0.364007399026531","0.322849843134295","0.405164954918767","3"
"Single","2003","Brandenburg","Not Employed","86","0.223149169444821","0.182295779653811","0.264002559235831","3"
"Single","2003","Brandenburg","Employed","166","0.356349079955067","0.316287789295163","0.396410370614971","3"
"Single","2003","Mecklenburg-Western Pomerania","Not Employed","45","0.184111065334135","0.128709168599116","0.239512962069153","3"
"Single","2003","Mecklenburg-Western Pomerania","Employed","88","0.283514622360809","0.235394742132247","0.331634502589371","3"
"Single","2003","Saxony","Not Employed","132","0.189356945926371","0.158641025383968","0.220072866468774","3"
"Single","2003","Saxony","Employed","296","0.313648674764388","0.284819546035795","0.342477803492981","3"
"Single","2003","Thuringia","Employed","188","0.350174677585043","0.311184532352505","0.389164822817581","3"
"Single","2003","Saxony-Anhalt","Not Employed","83","0.149073076348735","0.114169989745259","0.18397616295221","3"
"Single","2003","Thuringia","Not Employed","76","0.172456788803931","0.134523448172933","0.21039012943493","3"
"Single","2003","Saxony-Anhalt","Employed","152","0.304959367410355","0.26568970063585","0.344229034184861","3"
"Widowed","2003","Schleswig-Holstein","Not Employed","42","0.21754921675163","0.166200507950692","0.268897925552568","5"
"Widowed","2003","Schleswig-Holstein","Employed","8","","","","5"
"Widowed","2003","Hamburg","Not Employed","20","","","","5"
"Widowed","2003","Hamburg","Employed","2","","","","5"
"Widowed","2003","Lower Saxony","Not Employed","96","0.158696627339063","0.131819733234271","0.185573521443855","5"
"Widowed","2003","Lower Saxony","Employed","27","","","","5"
"Widowed","2003","Bremen","Not Employed","9","","","","5"
"Widowed","2003","Bremen","Employed","1","","","","5"
"Widowed","2003","North Rhine-Westphalia","Not Employed","250","0.199266895032635","0.180652640703532","0.217881149361738","5"
"Widowed","2003","North Rhine-Westphalia","Employed","38","0.0154010835295651","0.0109215799495562","0.0198805871095739","5"
"Widowed","2003","Hesse","Not Employed","69","0.187758187968187","0.152967138942725","0.22254923699365","5"
"Widowed","2003","Hesse","Employed","11","","","","5"
"Widowed","2003","Rhineland-Palatinate,Saarland","Not Employed","95","0.231271953862211","0.195904840257443","0.26663906746698","5"
"Widowed","2003","Rhineland-Palatinate,Saarland","Employed","18","","","","5"
"Widowed","2003","Baden-Württemberg","Not Employed","114","0.173290034648818","0.148548215629894","0.198031853667741","5"
"Widowed","2003","Baden-Württemberg","Employed","22","","","","5"
"Widowed","2003","Bavaria","Not Employed","140","0.198996016367574","0.174719864456605","0.223272168278542","5"
"Widowed","2003","Bavaria","Employed","33","0.0271254310089206","0.0201642327921887","0.0340866292256526","5"
"Widowed","2003","Berlin","Not Employed","38","0.164515009750945","0.122562344817582","0.206467674684307","5"
"Widowed","2003","Berlin","Employed","6","","","","5"
"Widowed","2003","Brandenburg","Not Employed","56","0.190900355735317","0.152337781525634","0.229462929945001","5"
"Widowed","2003","Brandenburg","Employed","9","","","","5"
"Widowed","2003","Mecklenburg-Western Pomerania","Not Employed","35","0.23466580983195","0.174087153900139","0.295244465763761","5"
"Widowed","2003","Mecklenburg-Western Pomerania","Employed","4","","","","5"
"Widowed","2003","Saxony","Not Employed","90","0.186136934546014","0.155622872080208","0.216650997011821","5"
"Widowed","2003","Saxony","Employed","20","","","","5"
"Widowed","2003","Saxony-Anhalt","Not Employed","56","0.200320510532201","0.161097693400583","0.239543327663819","5"
"Widowed","2003","Saxony-Anhalt","Employed","12","","","","5"
"Widowed","2003","Thuringia","Not Employed","61","0.223817026545985","0.181965218966098","0.265668834125872","5"
"Widowed","2003","Thuringia","Employed","8","","","","5"
"Divorced","2004","North Rhine-Westphalia","Not Employed","76","0.0570381443262188","0.0461786201481225","0.0678976685043151","4"
"Divorced","2004","North Rhine-Westphalia","Employed","208","0.0881055349280339","0.0775840850094891","0.0986269848465787","4"
"Divorced","2004","Hesse","Not Employed","18","","","","4"
"Divorced","2004","Hesse","Employed","57","0.0702906750720762","0.0542198782984307","0.0863614718457217","4"
"Divorced","2004","Rhineland-Palatinate,Saarland","Not Employed","21","","","","4"
"Divorced","2004","Rhineland-Palatinate,Saarland","Employed","70","0.107820500840422","0.0859136717180074","0.129727329962836","4"
"Divorced","2004","Baden-Württemberg","Not Employed","33","0.0543525415776781","0.0396948731376919","0.0690102100176643","4"
"Divorced","2004","Baden-Württemberg","Employed","105","0.076735420706907","0.0640452996475605","0.0894255417662536","4"
"Divorced","2004","Bavaria","Not Employed","35","0.0504456748357507","0.0372138845429297","0.0636774651285716","4"
"Divorced","2004","Schleswig-Holstein","Not Employed","12","","","","4"
"Divorced","2004","Schleswig-Holstein","Employed","24","","","","4"
"Divorced","2004","Hamburg","Not Employed","10","","","","4"
"Divorced","2004","Hamburg","Employed","10","","","","4"
"Divorced","2004","Lower Saxony","Not Employed","43","0.0698397743249399","0.0510123002812303","0.0886672483686494","4"
"Divorced","2004","Lower Saxony","Employed","74","0.0743517532143273","0.0594023341255992","0.0893011723030555","4"
"Divorced","2004","Bremen","Not Employed","5","","","","4"
"Divorced","2004","Bremen","Employed","7","","","","4"
"Divorced","2004","Thuringia","Employed","59","0.129763069421751","0.101805725489091","0.15772041335441","4"
"Divorced","2004","Brandenburg","Employed","43","0.103237559082776","0.0770604320146673","0.129414686150885","4"
"Divorced","2004","Mecklenburg-Western Pomerania","Not Employed","20","","","","4"
"Divorced","2004","Saxony-Anhalt","Not Employed","23","","","","4"
"Divorced","2004","Berlin","Not Employed","30","0.11586616151954","0.0794656754898582","0.152266647549221","4"
"Divorced","2004","Berlin","Employed","67","0.186862508895548","0.153032190634036","0.220692827157061","4"
"Divorced","2004","Mecklenburg-Western Pomerania","Employed","36","0.143890763417048","0.104945751260824","0.182835775573273","4"
"Divorced","2004","Saxony","Not Employed","47","0.0907195522002829","0.0684507407998475","0.112988363600718","4"
"Divorced","2004","Saxony-Anhalt","Employed","27","","","","4"
"Divorced","2004","Thuringia","Not Employed","27","","","","4"
"Divorced","2004","Brandenburg","Not Employed","29","","","","4"
"Divorced","2004","Bavaria","Employed","167","0.110583360744858","0.096842242907538","0.124324478582178","4"
"Divorced","2004","Saxony","Employed","60","0.0847038809611473","0.0668945436335974","0.102513218288697","4"
"Married","2004","North Rhine-Westphalia","Not Employed","1104","0.5736730548456","0.550515928930373","0.596830180760827","1"
"Married","2004","North Rhine-Westphalia","Employed","1753","0.577969668514791","0.559636984093371","0.596302352936211","1"
"Married","2004","Hesse","Not Employed","291","0.559569118590175","0.514543944432531","0.604594292747819","1"
"Married","2004","Hesse","Employed","628","0.618713169983104","0.588179040625868","0.64924729934034","1"
"Married","2004","Rhineland-Palatinate,Saarland","Not Employed","305","0.501733347947529","0.459085362197877","0.54438133369718","1"
"Married","2004","Rhineland-Palatinate,Saarland","Employed","483","0.552075305865616","0.516951271596656","0.587199340134576","1"
"Married","2004","Baden-Württemberg","Not Employed","569","0.584231481483159","0.552366870998529","0.616096091967789","1"
"Married","2004","Baden-Württemberg","Employed","1044","0.559458989974059","0.535789873937442","0.583128106010676","1"
"Married","2004","Bavaria","Not Employed","673","0.567663038719448","0.537712597495273","0.597613479943623","1"
"Married","2004","Bavaria","Employed","1206","0.511583946833449","0.489682239783532","0.533485653883366","1"
"Married","2004","Berlin","Not Employed","121","0.34305476586481","0.28906441148384","0.397045120245781","1"
"Married","2004","Berlin","Employed","238","0.371247180538889","0.329316244466129","0.413178116611649","1"
"Married","2004","Brandenburg","Not Employed","216","0.479398651945014","0.430132278830418","0.52866502505961","1"
"Married","2004","Schleswig-Holstein","Not Employed","156","0.607810688906557","0.547767565503772","0.667853812309343","1"
"Married","2004","Schleswig-Holstein","Employed","275","0.576652079809854","0.529455265052858","0.623848894566849","1"
"Married","2004","Hamburg","Not Employed","53","0.333243475095142","0.24308264406571","0.423404306124573","1"
"Married","2004","Hamburg","Employed","110","0.420668025021159","0.350287793724651","0.491048256317667","1"
"Married","2004","Lower Saxony","Not Employed","433","0.599890950029717","0.563701073292757","0.636080826766678","1"
"Married","2004","Lower Saxony","Employed","736","0.578334056831974","0.550193715214094","0.606474398449853","1"
"Married","2004","Bremen","Not Employed","33","0.582300175407535","0.459539900254719","0.70506045056035","1"
"Married","2004","Bremen","Employed","72","0.728609936044282","0.643147368182367","0.814072503906198","1"
"Married","2004","Brandenburg","Employed","297","0.482868683147319","0.439877504545734","0.525859861748904","1"
"Married","2004","Mecklenburg-Western Pomerania","Not Employed","99","0.433019122958201","0.364176200783741","0.501862045132661","1"
"Married","2004","Mecklenburg-Western Pomerania","Employed","169","0.493761418017532","0.438285181595385","0.549237654439679","1"
"Married","2004","Saxony","Not Employed","346","0.501171069168214","0.462403687040515","0.539938451295913","1"
"Married","2004","Saxony","Employed","560","0.537593620332911","0.505703639614479","0.569483601051343","1"
"Married","2004","Saxony-Anhalt","Not Employed","226","0.556562737551184","0.508298656469741","0.604826818632627","1"
"Married","2004","Saxony-Anhalt","Employed","319","0.584907130658794","0.542351153126967","0.62746310819062","1"
"Married","2004","Thuringia","Not Employed","219","0.513383166107595","0.463649943147517","0.563116389067673","1"
"Married","2004","Thuringia","Employed","297","0.461639400987901","0.420164088414918","0.503114713560884","1"
"Married, but separated","2004","Schleswig-Holstein","Employed","6","","","","2"
"Married, but separated","2004","Rhineland-Palatinate,Saarland","Not Employed","11","","","","2"
"Married, but separated","2004","Hamburg","Not Employed","2","","","","2"
"Married, but separated","2004","Hamburg","Employed","2","","","","2"
"Married, but separated","2004","Lower Saxony","Employed","23","","","","2"
"Married, but separated","2004","North Rhine-Westphalia","Not Employed","31","0.0199683734376052","0.0134179039107224","0.0265188429644879","2"
"Married, but separated","2004","North Rhine-Westphalia","Employed","81","0.0323317004969873","0.0257660276829364","0.0388973733110381","2"
"Married, but separated","2004","Hesse","Not Employed","9","","","","2"
"Married, but separated","2004","Hesse","Employed","28","","","","2"
"Married, but separated","2004","Lower Saxony","Not Employed","5","","","","2"
"Married, but separated","2004","Bremen","Not Employed","1","","","","2"
"Married, but separated","2004","Bremen","Employed","1","","","","2"
"Married, but separated","2004","Schleswig-Holstein","Not Employed","4","","","","2"
"Married, but separated","2004","Bavaria","Not Employed","12","","","","2"
"Married, but separated","2004","Bavaria","Employed","45","0.0273726949477146","0.0202235096390998","0.0345218802563294","2"
"Married, but separated","2004","Berlin","Not Employed","7","","","","2"
"Married, but separated","2004","Mecklenburg-Western Pomerania","Employed","12","","","","2"
"Married, but separated","2004","Saxony","Not Employed","10","","","","2"
"Married, but separated","2004","Saxony","Employed","21","","","","2"
"Married, but separated","2004","Saxony-Anhalt","Not Employed","8","","","","2"
"Married, but separated","2004","Thuringia","Employed","12","","","","2"
"Married, but separated","2004","Rhineland-Palatinate,Saarland","Employed","23","","","","2"
"Married, but separated","2004","Baden-Württemberg","Not Employed","19","","","","2"
"Married, but separated","2004","Baden-Württemberg","Employed","43","0.0249916616241575","0.0175493736680608","0.0324339495802541","2"
"Married, but separated","2004","Berlin","Employed","18","","","","2"
"Married, but separated","2004","Brandenburg","Not Employed","7","","","","2"
"Married, but separated","2004","Brandenburg","Employed","10","","","","2"
"Married, but separated","2004","Mecklenburg-Western Pomerania","Not Employed","3","","","","2"
"Married, but separated","2004","Saxony-Anhalt","Employed","9","","","","2"
"Married, but separated","2004","Thuringia","Not Employed","4","","","","2"
"Single","2004","Schleswig-Holstein","Not Employed","44","0.121079158977373","0.0809610169215622","0.161197301033183","3"
"Single","2004","Schleswig-Holstein","Employed","108","0.320569949698339","0.275989871776629","0.365150027620049","3"
