"pgfamstd","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Single","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Single","1987","Brandenburg","Employed","","","","","3"
"Single","1987","Saxony-Anhalt","Not Employed","","","","","3"
"Single","1987","Lower Saxony","Not Employed","105","0.200200052508111","0.162334680832178","0.238065424184043","3"
"Single","1987","Lower Saxony","Employed","191","0.302658579410621","0.268026866806964","0.337290292014278","3"
"Single","1987","Bremen","Not Employed","5","","","","3"
"Single","1987","Bremen","Employed","17","","","","3"
"Single","1987","North Rhine-Westphalia","Not Employed","264","0.188313260877975","0.165497853983449","0.211128667772501","3"
"Single","1987","North Rhine-Westphalia","Employed","416","0.271429208585221","0.250227595383533","0.29263082178691","3"
"Single","1987","Hesse","Not Employed","69","0.135591075804345","0.100754431805682","0.170427719803008","3"
"Single","1987","Hesse","Employed","178","0.293861604570751","0.259748665285808","0.327974543855694","3"
"Single","1987","Rhineland-Palatinate,Saarland","Not Employed","42","0.11525843365628","0.0799939615918654","0.150522905720695","3"
"Single","1987","Rhineland-Palatinate,Saarland","Employed","143","0.310868990221003","0.268293489697568","0.353444490744437","3"
"Single","1987","Baden-Württemberg","Not Employed","130","0.166915412210346","0.137371694185397","0.196459130235294","3"
"Single","1987","Baden-Württemberg","Employed","349","0.287484071135426","0.263287566204937","0.311680576065915","3"
"Single","1987","Bavaria","Not Employed","97","0.128336835365115","0.100282384037987","0.156391286692243","3"
"Single","1987","Bavaria","Employed","323","0.303846144355581","0.27752658789419","0.330165700816972","3"
"Single","1987","Berlin","Not Employed","27","","","","3"
"Single","1987","Berlin","Employed","63","0.29812513759346","0.241078670046868","0.355171605140051","3"
"Single","1987","Brandenburg","Not Employed","","","","","3"
"Single","1987","Saxony-Anhalt","Employed","","","","","3"
"Single","1987","Thuringia","Not Employed","","","","","3"
"Single","1987","Thuringia","Employed","","","","","3"
"Widowed","1987","Schleswig-Holstein","Employed","3","","","","5"
"Widowed","1987","Bremen","Employed","","","","","5"
"Widowed","1987","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Widowed","1987","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Widowed","1987","Thuringia","Employed","","","","","5"
"Widowed","1987","Hamburg","Not Employed","15","","","","5"
"Widowed","1987","Hamburg","Employed","2","","","","5"
"Widowed","1987","Lower Saxony","Not Employed","60","0.214855490031568","0.175989702538823","0.253721277524314","5"
"Widowed","1987","Lower Saxony","Employed","9","","","","5"
"Widowed","1987","Bremen","Not Employed","14","","","","5"
"Widowed","1987","Saxony","Not Employed","","","","","5"
"Widowed","1987","Saxony","Employed","","","","","5"
"Widowed","1987","Saxony-Anhalt","Not Employed","","","","","5"
"Widowed","1987","Saxony-Anhalt","Employed","","","","","5"
"Widowed","1987","Thuringia","Not Employed","","","","","5"
"Widowed","1987","Schleswig-Holstein","Not Employed","22","","","","5"
"Widowed","1987","Brandenburg","Employed","","","","","5"
"Widowed","1987","North Rhine-Westphalia","Not Employed","145","0.226472043130965","0.202046802691596","0.250897283570334","5"
"Widowed","1987","North Rhine-Westphalia","Employed","23","","","","5"
"Widowed","1987","Hesse","Not Employed","50","0.240135260328366","0.196668502293894","0.283602018362837","5"
"Widowed","1987","Hesse","Employed","6","","","","5"
"Widowed","1987","Rhineland-Palatinate,Saarland","Not Employed","61","0.278193649867777","0.228708285819967","0.327679013915587","5"
"Widowed","1987","Rhineland-Palatinate,Saarland","Employed","8","","","","5"
"Widowed","1987","Baden-Württemberg","Not Employed","82","0.242263984010698","0.208318987177502","0.276208980843894","5"
"Widowed","1987","Baden-Württemberg","Employed","24","","","","5"
"Widowed","1987","Bavaria","Not Employed","82","0.22565356681011","0.190591257060593","0.260715876559627","5"
"Widowed","1987","Bavaria","Employed","24","","","","5"
"Widowed","1987","Berlin","Not Employed","26","","","","5"
"Widowed","1987","Berlin","Employed","4","","","","5"
"Widowed","1987","Brandenburg","Not Employed","","","","","5"
"Divorced","1988","Hamburg","Not Employed","5","","","","4"
"Divorced","1988","Bavaria","Not Employed","7","","","","4"
"Divorced","1988","North Rhine-Westphalia","Employed","67","0.0551982884729762","0.0441424481969366","0.0662541287490157","4"
"Divorced","1988","Schleswig-Holstein","Employed","14","","","","4"
"Divorced","1988","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Divorced","1988","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Divorced","1988","North Rhine-Westphalia","Not Employed","29","","","","4"
"Divorced","1988","Thuringia","Not Employed","","","","","4"
"Divorced","1988","Hamburg","Employed","17","","","","4"
"Divorced","1988","Saxony","Not Employed","","","","","4"
"Divorced","1988","Thuringia","Employed","","","","","4"
"Divorced","1988","Schleswig-Holstein","Not Employed","3","","","","4"
"Divorced","1988","Lower Saxony","Not Employed","7","","","","4"
"Divorced","1988","Hesse","Not Employed","6","","","","4"
"Divorced","1988","Hesse","Employed","27","","","","4"
"Divorced","1988","Saxony","Employed","","","","","4"
"Divorced","1988","Saxony-Anhalt","Not Employed","","","","","4"
"Divorced","1988","Saxony-Anhalt","Employed","","","","","4"
"Divorced","1988","Lower Saxony","Employed","30","0.0568275224260109","0.038891215594517","0.0747638292575048","4"
"Divorced","1988","Bremen","Not Employed","1","","","","4"
"Divorced","1988","Bremen","Employed","1","","","","4"
"Divorced","1988","Rhineland-Palatinate,Saarland","Not Employed","7","","","","4"
"Divorced","1988","Rhineland-Palatinate,Saarland","Employed","16","","","","4"
"Divorced","1988","Baden-Württemberg","Not Employed","10","","","","4"
"Divorced","1988","Baden-Württemberg","Employed","43","0.0434376322321605","0.0323654731619432","0.0545097913023778","4"
"Divorced","1988","Brandenburg","Employed","","","","","4"
"Divorced","1988","Bavaria","Employed","38","0.0455636960359292","0.0335215247686405","0.0576058673032178","4"
"Divorced","1988","Berlin","Not Employed","9","","","","4"
"Divorced","1988","Berlin","Employed","19","","","","4"
"Divorced","1988","Brandenburg","Not Employed","","","","","4"
"Married","1988","North Rhine-Westphalia","Not Employed","623","0.515878553293262","0.48565090646997","0.546106200116553","1"
"Married","1988","North Rhine-Westphalia","Employed","1073","0.616085140781417","0.592540262905496","0.639630018657338","1"
"Married","1988","Hesse","Not Employed","229","0.589531392445854","0.537847893062524","0.641214891829183","1"
"Married","1988","Hesse","Employed","437","0.631849675393936","0.594800625603339","0.668898725184534","1"
"Married","1988","Rhineland-Palatinate,Saarland","Not Employed","201","0.602883740908795","0.547789982924614","0.657977498892976","1"
"Married","1988","Rhineland-Palatinate,Saarland","Employed","264","0.587056775962214","0.540787927895001","0.633325624029428","1"
"Married","1988","Baden-Württemberg","Not Employed","371","0.531564129880227","0.491367453735503","0.571760806024951","1"
"Married","1988","Baden-Württemberg","Employed","861","0.625210114789629","0.598916546532277","0.65150368304698","1"
"Married","1988","Bavaria","Not Employed","316","0.587609790330899","0.54411229758375","0.631107283078048","1"
"Married","1988","Bavaria","Employed","727","0.576891031552289","0.548361485551184","0.605420577553394","1"
"Married","1988","Berlin","Not Employed","43","0.295249242313928","0.206725416133209","0.383773068494648","1"
"Married","1988","Berlin","Employed","136","0.522659919440473","0.458108213713315","0.58721162516763","1"
"Married","1988","Brandenburg","Not Employed","","","","","1"
"Married","1988","Schleswig-Holstein","Not Employed","77","0.619909844729043","0.532327883812867","0.707491805645219","1"
"Married","1988","Schleswig-Holstein","Employed","133","0.644373647073736","0.579003368726086","0.709743925421386","1"
"Married","1988","Hamburg","Not Employed","44","0.499646642238715","0.388685559576044","0.610607724901386","1"
"Married","1988","Hamburg","Employed","69","0.505291248315414","0.416206964950247","0.594375531680581","1"
"Married","1988","Lower Saxony","Not Employed","256","0.583929426607286","0.535983826835759","0.631875026378814","1"
"Married","1988","Lower Saxony","Employed","390","0.584804535884614","0.546628593159762","0.622980478609465","1"
"Married","1988","Bremen","Not Employed","28","","","","1"
"Married","1988","Bremen","Employed","31","0.594417798012867","0.455514416337471","0.733321179688264","1"
"Married","1988","Brandenburg","Employed","","","","","1"
"Married","1988","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Married","1988","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Married","1988","Saxony","Not Employed","","","","","1"
"Married","1988","Saxony","Employed","","","","","1"
"Married","1988","Saxony-Anhalt","Not Employed","","","","","1"
"Married","1988","Saxony-Anhalt","Employed","","","","","1"
"Married","1988","Thuringia","Not Employed","","","","","1"
"Married","1988","Thuringia","Employed","","","","","1"
"Married, but separated","1988","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Married, but separated","1988","Saxony","Employed","","","","","2"
"Married, but separated","1988","Thuringia","Not Employed","","","","","2"
"Married, but separated","1988","Thuringia","Employed","","","","","2"
"Married, but separated","1988","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Married, but separated","1988","Saxony","Not Employed","","","","","2"
"Married, but separated","1988","Saxony-Anhalt","Not Employed","","","","","2"
"Married, but separated","1988","Saxony-Anhalt","Employed","","","","","2"
"Married, but separated","1988","Brandenburg","Employed","","","","","2"
"Married, but separated","1988","North Rhine-Westphalia","Not Employed","16","","","","2"
"Married, but separated","1988","North Rhine-Westphalia","Employed","54","0.0239935022130556","0.0165849765272655","0.0314020278988457","2"
"Married, but separated","1988","Hesse","Not Employed","8","","","","2"
"Married, but separated","1988","Hesse","Employed","20","","","","2"
"Married, but separated","1988","Schleswig-Holstein","Employed","2","","","","2"
"Married, but separated","1988","Hamburg","Not Employed","2","","","","2"
"Married, but separated","1988","Hamburg","Employed","4","","","","2"
"Married, but separated","1988","Lower Saxony","Not Employed","4","","","","2"
"Married, but separated","1988","Schleswig-Holstein","Not Employed","1","","","","2"
"Married, but separated","1988","Lower Saxony","Employed","21","","","","2"
"Married, but separated","1988","Bremen","Not Employed","3","","","","2"
"Married, but separated","1988","Bremen","Employed","2","","","","2"
"Married, but separated","1988","Rhineland-Palatinate,Saarland","Not Employed","2","","","","2"
"Married, but separated","1988","Rhineland-Palatinate,Saarland","Employed","14","","","","2"
"Married, but separated","1988","Baden-Württemberg","Not Employed","5","","","","2"
"Married, but separated","1988","Baden-Württemberg","Employed","39","0.027574446570931","0.0186798924373163","0.0364690007045456","2"
"Married, but separated","1988","Bavaria","Not Employed","6","","","","2"
"Married, but separated","1988","Bavaria","Employed","35","0.0319287593987912","0.0217764105395185","0.042081108258064","2"
"Married, but separated","1988","Berlin","Not Employed","4","","","","2"
"Married, but separated","1988","Berlin","Employed","14","","","","2"
"Married, but separated","1988","Brandenburg","Not Employed","","","","","2"
"Single","1988","Saxony","Not Employed","","","","","3"
"Single","1988","Saxony","Employed","","","","","3"
"Single","1988","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Single","1988","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Single","1988","Schleswig-Holstein","Employed","53","0.254030583083178","0.194585218531133","0.313475947635224","3"
"Single","1988","Hamburg","Not Employed","13","","","","3"
"Single","1988","Hamburg","Employed","29","","","","3"
"Single","1988","Brandenburg","Employed","","","","","3"
"Single","1988","Schleswig-Holstein","Not Employed","20","","","","3"
"Single","1988","Saxony-Anhalt","Not Employed","","","","","3"
"Single","1988","Saxony-Anhalt","Employed","","","","","3"
"Single","1988","Thuringia","Not Employed","","","","","3"
"Single","1988","Thuringia","Employed","","","","","3"
"Single","1988","Lower Saxony","Not Employed","83","0.182180773665947","0.144634658891979","0.219726888439914","3"
"Single","1988","Lower Saxony","Employed","189","0.3084072090917","0.272626775966282","0.344187642217119","3"
"Single","1988","Bremen","Not Employed","5","","","","3"
"Single","1988","Bremen","Employed","14","","","","3"
"Single","1988","North Rhine-Westphalia","Not Employed","247","0.20082924846045","0.17659739056324","0.22506110635766","3"
"Single","1988","North Rhine-Westphalia","Employed","417","0.277577306571319","0.255897955270931","0.299256657871706","3"
"Single","1988","Hesse","Not Employed","58","0.139305819890289","0.102925414633001","0.175686225147578","3"
"Single","1988","Hesse","Employed","160","0.27290629209525","0.238687902684345","0.307124681506154","3"
"Single","1988","Rhineland-Palatinate,Saarland","Not Employed","41","0.114659464288235","0.0787848776660628","0.150534050910407","3"
"Single","1988","Rhineland-Palatinate,Saarland","Employed","130","0.295372876319301","0.252501399221167","0.338244353417435","3"
"Single","1988","Baden-Württemberg","Not Employed","132","0.197477201591583","0.165409014458808","0.229545388724357","3"
"Single","1988","Baden-Württemberg","Employed","336","0.281484323320897","0.257056327933916","0.305912318707879","3"
"Single","1988","Bavaria","Not Employed","81","0.125945520760019","0.0966280733856342","0.155262968134403","3"
"Single","1988","Bavaria","Employed","329","0.322146029226902","0.295161408709706","0.349130649744097","3"
"Single","1988","Berlin","Not Employed","21","","","","3"
"Single","1988","Berlin","Employed","55","0.269849453991862","0.212483905286488","0.327215002697237","3"
"Single","1988","Brandenburg","Not Employed","","","","","3"
"Widowed","1988","Thuringia","Not Employed","","","","","5"
"Widowed","1988","Schleswig-Holstein","Employed","4","","","","5"
"Widowed","1988","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Widowed","1988","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Widowed","1988","Saxony","Not Employed","","","","","5"
"Widowed","1988","Thuringia","Employed","","","","","5"
"Widowed","1988","Schleswig-Holstein","Not Employed","17","","","","5"
"Widowed","1988","Hamburg","Not Employed","14","","","","5"
"Widowed","1988","Hamburg","Employed","2","","","","5"
"Widowed","1988","Bremen","Employed","","","","","5"
"Widowed","1988","Brandenburg","Employed","","","","","5"
"Widowed","1988","Saxony","Employed","","","","","5"
"Widowed","1988","Saxony-Anhalt","Not Employed","","","","","5"
"Widowed","1988","Saxony-Anhalt","Employed","","","","","5"
"Widowed","1988","Lower Saxony","Not Employed","56","0.205463694590408","0.166162161293623","0.244765227887194","5"
"Widowed","1988","Lower Saxony","Employed","10","","","","5"
"Widowed","1988","Bremen","Not Employed","13","","","","5"
"Widowed","1988","North Rhine-Westphalia","Not Employed","135","0.228827301905187","0.203418558683461","0.254236045126913","5"
"Widowed","1988","North Rhine-Westphalia","Employed","28","","","","5"
"Widowed","1988","Hesse","Not Employed","47","0.232033827808855","0.187682649092115","0.276385006525595","5"
"Widowed","1988","Hesse","Employed","7","","","","5"
"Widowed","1988","Rhineland-Palatinate,Saarland","Not Employed","52","0.245104985747366","0.196671455193678","0.293538516301054","5"
"Widowed","1988","Rhineland-Palatinate,Saarland","Employed","11","","","","5"
"Widowed","1988","Baden-Württemberg","Not Employed","74","0.229354360033137","0.195488032775376","0.263220687290898","5"
"Widowed","1988","Baden-Württemberg","Employed","23","","","","5"
"Widowed","1988","Bavaria","Not Employed","82","0.246540682670439","0.208456929597304","0.284624435743574","5"
"Widowed","1988","Bavaria","Employed","23","","","","5"
"Widowed","1988","Berlin","Not Employed","25","","","","5"
"Widowed","1988","Berlin","Employed","6","","","","5"
"Widowed","1988","Brandenburg","Not Employed","","","","","5"
"Divorced","1989","Thuringia","Employed","","","","","4"
"Divorced","1989","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Divorced","1989","Saxony","Not Employed","","","","","4"
"Divorced","1989","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Divorced","1989","Saxony","Employed","","","","","4"
"Divorced","1989","Saxony-Anhalt","Not Employed","","","","","4"
"Divorced","1989","Saxony-Anhalt","Employed","","","","","4"
"Divorced","1989","Thuringia","Not Employed","","","","","4"
"Divorced","1989","Schleswig-Holstein","Not Employed","4","","","","4"
"Divorced","1989","Schleswig-Holstein","Employed","12","","","","4"
"Divorced","1989","Hamburg","Not Employed","6","","","","4"
"Divorced","1989","Hamburg","Employed","18","","","","4"
"Divorced","1989","North Rhine-Westphalia","Not Employed","33","0.045294372611636","0.0325452731699565","0.0580434720533155","4"
"Divorced","1989","North Rhine-Westphalia","Employed","64","0.053613821357576","0.0425592903214941","0.064668352393658","4"
"Divorced","1989","Hesse","Not Employed","7","","","","4"
"Divorced","1989","Baden-Württemberg","Employed","50","0.046234606666959","0.0347035862572377","0.0577656270766803","4"
"Divorced","1989","Bavaria","Not Employed","4","","","","4"
"Divorced","1989","Brandenburg","Employed","","","","","4"
"Divorced","1989","Lower Saxony","Not Employed","9","","","","4"
"Divorced","1989","Hesse","Employed","31","0.0505906478247206","0.0336509960796723","0.0675302995697689","4"
"Divorced","1989","Rhineland-Palatinate,Saarland","Not Employed","5","","","","4"
"Divorced","1989","Rhineland-Palatinate,Saarland","Employed","16","","","","4"
"Divorced","1989","Baden-Württemberg","Not Employed","10","","","","4"
"Divorced","1989","Lower Saxony","Employed","31","0.0606098963950649","0.0417514768082985","0.0794683159818314","4"
"Divorced","1989","Bremen","Not Employed","1","","","","4"
"Divorced","1989","Bremen","Employed","1","","","","4"
"Divorced","1989","Bavaria","Employed","47","0.0643070402866499","0.0498110566457611","0.0788030239275386","4"
"Divorced","1989","Berlin","Not Employed","8","","","","4"
"Divorced","1989","Berlin","Employed","20","","","","4"
"Divorced","1989","Brandenburg","Not Employed","","","","","4"
"Married","1989","North Rhine-Westphalia","Not Employed","593","0.512238415221904","0.481593211537498","0.542883618906311","1"
"Married","1989","North Rhine-Westphalia","Employed","1056","0.633509342475827","0.609862360879706","0.657156324071947","1"
"Married","1989","Hesse","Not Employed","229","0.578230612915005","0.526640696193848","0.629820529636163","1"
"Married","1989","Hesse","Employed","421","0.623330762249005","0.585878163187726","0.660783361310284","1"
"Married","1989","Rhineland-Palatinate,Saarland","Not Employed","173","0.561492383204122","0.502523331430124","0.62046143497812","1"
"Married","1989","Rhineland-Palatinate,Saarland","Employed","259","0.604599430398174","0.55789484133302","0.651304019463327","1"
"Married","1989","Baden-Württemberg","Not Employed","347","0.552732337282347","0.510795816405574","0.59466885815912","1"
"Married","1989","Baden-Württemberg","Employed","831","0.617104816926944","0.590412713644798","0.64379692020909","1"
"Married","1989","Bavaria","Not Employed","320","0.587270032970894","0.544288218583799","0.630251847357989","1"
"Married","1989","Bavaria","Employed","688","0.572190289299964","0.542952313042389","0.601428265557538","1"
"Married","1989","Berlin","Not Employed","46","0.291195095563606","0.204297286562243","0.378092904564969","1"
"Married","1989","Berlin","Employed","135","0.514440646495056","0.449280407076633","0.579600885913478","1"
"Married","1989","Brandenburg","Not Employed","","","","","1"
"Married","1989","Thuringia","Employed","","","","","1"
"Married","1989","Schleswig-Holstein","Not Employed","69","0.567618835592237","0.475039612692532","0.660198058491943","1"
"Married","1989","Schleswig-Holstein","Employed","125","0.628998634195716","0.561021972699892","0.696975295691541","1"
"Married","1989","Hamburg","Not Employed","33","0.365037014811279","0.25144018741382","0.478633842208739","1"
"Married","1989","Hamburg","Employed","66","0.486495164558142","0.398165400969378","0.574824928146906","1"
"Married","1989","Lower Saxony","Not Employed","242","0.579661459013259","0.53022634694075","0.629096571085768","1"
"Married","1989","Lower Saxony","Employed","363","0.567329573420272","0.528172804294465","0.606486342546078","1"
"Married","1989","Bremen","Not Employed","29","","","","1"
"Married","1989","Bremen","Employed","32","0.510584044251944","0.37965778520146","0.641510303302429","1"
"Married","1989","Brandenburg","Employed","","","","","1"
"Married","1989","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Married","1989","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Married","1989","Saxony","Not Employed","","","","","1"
"Married","1989","Saxony","Employed","","","","","1"
"Married","1989","Saxony-Anhalt","Not Employed","","","","","1"
"Married","1989","Saxony-Anhalt","Employed","","","","","1"
"Married","1989","Thuringia","Not Employed","","","","","1"
"Married, but separated","1989","Saxony","Employed","","","","","2"
"Married, but separated","1989","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Married, but separated","1989","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Married, but separated","1989","Saxony-Anhalt","Employed","","","","","2"
"Married, but separated","1989","Saxony","Not Employed","","","","","2"
"Married, but separated","1989","Saxony-Anhalt","Not Employed","","","","","2"
"Married, but separated","1989","Thuringia","Employed","","","","","2"
"Married, but separated","1989","Thuringia","Not Employed","","","","","2"
"Married, but separated","1989","North Rhine-Westphalia","Not Employed","19","","","","2"
"Married, but separated","1989","North Rhine-Westphalia","Employed","39","0.0186562659572554","0.0120159203061185","0.0252966116083923","2"
"Married, but separated","1989","Hesse","Not Employed","4","","","","2"
"Married, but separated","1989","Hesse","Employed","19","","","","2"
"Married, but separated","1989","Brandenburg","Employed","","","","","2"
"Married, but separated","1989","Schleswig-Holstein","Employed","5","","","","2"
"Married, but separated","1989","Hamburg","Not Employed","1","","","","2"
"Married, but separated","1989","Hamburg","Employed","3","","","","2"
"Married, but separated","1989","Lower Saxony","Not Employed","4","","","","2"
"Married, but separated","1989","Schleswig-Holstein","Not Employed","","","","","2"
"Married, but separated","1989","Lower Saxony","Employed","18","","","","2"
"Married, but separated","1989","Bremen","Not Employed","1","","","","2"
"Married, but separated","1989","Bremen","Employed","3","","","","2"
"Married, but separated","1989","Rhineland-Palatinate,Saarland","Not Employed","2","","","","2"
"Married, but separated","1989","Rhineland-Palatinate,Saarland","Employed","13","","","","2"
"Married, but separated","1989","Baden-Württemberg","Not Employed","9","","","","2"
"Married, but separated","1989","Baden-Württemberg","Employed","33","0.0301149534391933","0.0207303784966877","0.039499528381699","2"
"Married, but separated","1989","Bavaria","Not Employed","4","","","","2"
"Married, but separated","1989","Bavaria","Employed","32","0.0319577597804735","0.0215636555769991","0.0423518639839479","2"
"Married, but separated","1989","Berlin","Not Employed","1","","","","2"
"Married, but separated","1989","Berlin","Employed","15","","","","2"
"Married, but separated","1989","Brandenburg","Not Employed","","","","","2"
"Single","1989","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Single","1989","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Single","1989","Saxony","Not Employed","","","","","3"
"Single","1989","Saxony","Employed","","","","","3"
"Single","1989","Schleswig-Holstein","Not Employed","20","","","","3"
"Single","1989","Schleswig-Holstein","Employed","49","0.261167578003956","0.199354576934634","0.322980579073277","3"
"Single","1989","Hamburg","Not Employed","13","","","","3"
"Single","1989","Hamburg","Employed","34","0.288855633884432","0.208758893307579","0.368952374461286","3"
"Single","1989","Brandenburg","Employed","","","","","3"
"Single","1989","Saxony-Anhalt","Not Employed","","","","","3"
"Single","1989","Saxony-Anhalt","Employed","","","","","3"
"Single","1989","Thuringia","Not Employed","","","","","3"
"Single","1989","Thuringia","Employed","","","","","3"
"Single","1989","North Rhine-Westphalia","Not Employed","252","0.20888894200789","0.18396601211859","0.233811871897191","3"
"Single","1989","North Rhine-Westphalia","Employed","408","0.267488299656814","0.245764918349469","0.289211680964159","3"
"Single","1989","Hesse","Not Employed","64","0.158204793942335","0.120081553950011","0.196328033934659","3"
"Single","1989","Hesse","Employed","165","0.272172229661373","0.237770615457175","0.30657384386557","3"
"Single","1989","Rhineland-Palatinate,Saarland","Not Employed","42","0.142764800654519","0.101190571226478","0.18433903008256","3"
"Single","1989","Rhineland-Palatinate,Saarland","Employed","121","0.274550885611768","0.231920236543102","0.317181534680434","3"
"Single","1989","Baden-Württemberg","Not Employed","97","0.147746408848081","0.117817278488647","0.177675539207514","3"
"Single","1989","Baden-Württemberg","Employed","338","0.286175332736179","0.261356848662894","0.310993816809463","3"
"Single","1989","Bavaria","Not Employed","99","0.165791458308388","0.133323781457039","0.198259135159736","3"
"Single","1989","Bavaria","Employed","312","0.308969271736858","0.281663272554028","0.336275270919689","3"
"Single","1989","Berlin","Not Employed","25","","","","3"
"Single","1989","Berlin","Employed","52","0.271618356224279","0.21362838062857","0.329608331819988","3"
"Single","1989","Brandenburg","Not Employed","","","","","3"
"Single","1989","Lower Saxony","Not Employed","72","0.166952758735117","0.12960364342151","0.204301874048723","3"
"Single","1989","Lower Saxony","Employed","188","0.322280429528199","0.285344203984194","0.359216655072203","3"
"Single","1989","Bremen","Not Employed","6","","","","3"
"Single","1989","Bremen","Employed","20","","","","3"
"Widowed","1989","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Widowed","1989","Thuringia","Not Employed","","","","","5"
"Widowed","1989","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Widowed","1989","Thuringia","Employed","","","","","5"
"Widowed","1989","Schleswig-Holstein","Not Employed","17","","","","5"
"Widowed","1989","Schleswig-Holstein","Employed","3","","","","5"
"Widowed","1989","Bremen","Employed","","","","","5"
"Widowed","1989","Saxony","Not Employed","","","","","5"
"Widowed","1989","Saxony","Employed","","","","","5"
"Widowed","1989","Saxony-Anhalt","Not Employed","","","","","5"
"Widowed","1989","Saxony-Anhalt","Employed","","","","","5"
"Widowed","1989","Hamburg","Not Employed","16","","","","5"
"Widowed","1989","Hamburg","Employed","2","","","","5"
"Widowed","1989","Lower Saxony","Not Employed","56","0.219607560633173","0.178147601032019","0.261067520234327","5"
"Widowed","1989","Lower Saxony","Employed","15","","","","5"
"Widowed","1989","Bremen","Not Employed","13","","","","5"
"Widowed","1989","Brandenburg","Employed","","","","","5"
"Widowed","1989","North Rhine-Westphalia","Not Employed","125","0.214441761108765","0.189278523435415","0.239604998782115","5"
"Widowed","1989","North Rhine-Westphalia","Employed","28","","","","5"
"Widowed","1989","Hesse","Not Employed","48","0.233012327770475","0.188849141385227","0.277175514155723","5"
"Widowed","1989","Hesse","Employed","7","","","","5"
"Widowed","1989","Rhineland-Palatinate,Saarland","Not Employed","50","0.255188886847077","0.203378409719999","0.306999363974154","5"
"Widowed","1989","Rhineland-Palatinate,Saarland","Employed","12","","","","5"
"Widowed","1989","Baden-Württemberg","Not Employed","77","0.252215401659811","0.215586384066828","0.288844419252795","5"
"Widowed","1989","Baden-Württemberg","Employed","22","","","","5"
"Widowed","1989","Bavaria","Not Employed","77","0.221435744735831","0.185186086461939","0.257685403009724","5"
"Widowed","1989","Bavaria","Employed","21","","","","5"
"Widowed","1989","Berlin","Not Employed","25","","","","5"
"Widowed","1989","Berlin","Employed","4","","","","5"
"Widowed","1989","Brandenburg","Not Employed","","","","","5"
"Divorced","1990","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Divorced","1990","Thuringia","Employed","","","","","4"
"Divorced","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Divorced","1990","Saxony","Not Employed","","","","","4"
"Divorced","1990","Saxony","Employed","","","","","4"
"Divorced","1990","Saxony-Anhalt","Not Employed","","","","","4"
"Divorced","1990","Saxony-Anhalt","Employed","","","","","4"
"Divorced","1990","Thuringia","Not Employed","","","","","4"
"Divorced","1990","Schleswig-Holstein","Not Employed","1","","","","4"
"Divorced","1990","Schleswig-Holstein","Employed","17","","","","4"
"Divorced","1990","Hamburg","Not Employed","5","","","","4"
"Divorced","1990","Hamburg","Employed","16","","","","4"
"Divorced","1990","Bremen","Employed","1","","","","4"
"Divorced","1990","North Rhine-Westphalia","Not Employed","26","","","","4"
"Divorced","1990","North Rhine-Westphalia","Employed","68","0.0629488594192979","0.0509122187359671","0.0749855001026287","4"
"Divorced","1990","Hesse","Not Employed","7","","","","4"
"Divorced","1990","Baden-Württemberg","Employed","56","0.0624820626928252","0.049128846341772","0.0758352790438784","4"
"Divorced","1990","Bavaria","Not Employed","4","","","","4"
"Divorced","1990","Brandenburg","Employed","","","","","4"
"Divorced","1990","Lower Saxony","Not Employed","14","","","","4"
"Divorced","1990","Lower Saxony","Employed","33","0.0647002097062756","0.0451144671532463","0.084285952259305","4"
"Divorced","1990","Bremen","Not Employed","","","","","4"
"Divorced","1990","Hesse","Employed","32","0.054446253519725","0.0369899271513481","0.0719025798881018","4"
"Divorced","1990","Rhineland-Palatinate,Saarland","Not Employed","9","","","","4"
"Divorced","1990","Rhineland-Palatinate,Saarland","Employed","21","","","","4"
"Divorced","1990","Baden-Württemberg","Not Employed","8","","","","4"
"Divorced","1990","Bavaria","Employed","41","0.0584746189355862","0.044671211166313","0.0722780267048594","4"
"Divorced","1990","Berlin","Not Employed","8","","","","4"
