"erwst","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Part-time","1993","16-34 y.","general elemantary","49","0.0548310847018948","0.0409553510319348","0.0687068183718548","2"
"Part-time","1993","16-34 y.","inadequately","9","","","","2"
"Part-time","1993","16-34 y.","in school","1","","","","2"
"Part-time","1993","35-65 y.","in school","","","","","2"
"Part-time","1993","35-65 y.","inadequately","32","0.0577455764123044","0.035463764904845","0.0800273879197639","2"
"Part-time","1993","35-65 y.","general elemantary","134","0.132382977866089","0.112988450971602","0.151777504760577","2"
"Part-time","1993","35-65 y.","middle vocational","324","0.0973711356380987","0.0874294760986499","0.107312795177547","2"
"Part-time","1993","35-65 y.","vocational + Abi","11","","","","2"
"Part-time","1993","35-65 y.","higher vocational","42","0.0950923924621521","0.0680793191818033","0.122105465742501","2"
"Part-time","1993","35-65 y.","higher education","75","0.0865256537319762","0.0699941757202779","0.103057131743675","2"
"Part-time","1993","66 and older","in school","","","","","2"
"Part-time","1993","66 and older","inadequately","","","","","2"
"Part-time","1993","66 and older","general elemantary","1","","","","2"
"Part-time","1993","66 and older","middle vocational","3","","","","2"
"Part-time","1993","66 and older","vocational + Abi","1","","","","2"
"Part-time","1993","66 and older","higher vocational","","","","","2"
"Part-time","1993","66 and older","higher education","2","","","","2"
"Full-time","1994","16-34 y.","in school","","","","","1"
"Full-time","1994","16-34 y.","inadequately","44","0.279955250449135","0.206109081210457","0.353801419687813","1"
"Full-time","1994","16-34 y.","general elemantary","280","0.270800500435686","0.24208594547809","0.299515055393282","1"
"Full-time","1994","16-34 y.","middle vocational","1406","0.564948706089046","0.545381613665303","0.584515798512789","1"
"Full-time","1994","16-34 y.","vocational + Abi","128","0.528320569419253","0.466440567956582","0.590200570881924","1"
"Full-time","1994","16-34 y.","higher vocational","161","0.776901273601633","0.721762450036078","0.832040097167189","1"
"Full-time","1994","16-34 y.","higher education","288","0.687312183814339","0.642923365825768","0.731701001802909","1"
"Full-time","1994","35-65 y.","in school","","","","","1"
"Full-time","1994","35-65 y.","inadequately","168","0.431149785611764","0.381745174058638","0.48055439716489","1"
"Full-time","1994","35-65 y.","general elemantary","412","0.308983608545991","0.281800538969554","0.336166678122429","1"
"Full-time","1994","35-65 y.","middle vocational","1836","0.528560266519311","0.511731585115381","0.54538894792324","1"
"Full-time","1994","35-65 y.","vocational + Abi","80","0.635027639356373","0.548530665694812","0.721524613017933","1"
"Full-time","1994","35-65 y.","higher vocational","290","0.619349493191528","0.574337791818642","0.664361194564414","1"
"Full-time","1994","35-65 y.","higher education","803","0.693304199119052","0.666115853487565","0.720492544750539","1"
"Full-time","1994","66 and older","in school","","","","","1"
"Full-time","1994","66 and older","inadequately","","","","","1"
"Full-time","1994","66 and older","general elemantary","","","","","1"
"Full-time","1994","66 and older","middle vocational","3","","","","1"
"Full-time","1994","66 and older","vocational + Abi","1","","","","1"
"Full-time","1994","66 and older","higher vocational","2","","","","1"
"Full-time","1994","66 and older","higher education","6","","","","1"
"Non-working","1994","16-34 y.","inadequately","78","0.566779355693465","0.485277874354791","0.648280837032139","5"
"Non-working","1994","16-34 y.","vocational + Abi","91","0.298444611656095","0.241723995479862","0.355165227832328","5"
"Non-working","1994","35-65 y.","higher education","207","0.196279256590266","0.172860882304777","0.219697630875756","5"
"Non-working","1994","16-34 y.","general elemantary","337","0.379912309676785","0.348548961805623","0.411275657547948","5"
"Non-working","1994","35-65 y.","vocational + Abi","23","","","","5"
"Non-working","1994","35-65 y.","higher vocational","107","0.253394234698139","0.21307257836066","0.293715891035617","5"
"Non-working","1994","16-34 y.","middle vocational","721","0.289492054499557","0.271592000193164","0.307392108805949","5"
"Non-working","1994","16-34 y.","in school","229","0.962071447574739","0.937904084483766","0.986238810665712","5"
"Non-working","1994","16-34 y.","higher vocational","37","0.139445762877674","0.0935663534902083","0.185325172265139","5"
"Non-working","1994","35-65 y.","middle vocational","1152","0.351820178270496","0.335721216593436","0.367919139947557","5"
"Non-working","1994","16-34 y.","higher education","69","0.180668394092456","0.143829038414195","0.217507749770717","5"
"Non-working","1994","35-65 y.","in school","","","","","5"
"Non-working","1994","35-65 y.","inadequately","181","0.494342814847304","0.444466237538772","0.544219392155837","5"
"Non-working","1994","35-65 y.","general elemantary","558","0.549758027047279","0.52048986973365","0.579026184360909","5"
"Non-working","1994","66 and older","inadequately","31","1","1","1","5"
"Non-working","1994","66 and older","general elemantary","482","0.992797365903748","0.985279303248478","1.00031542855902","5"
"Non-working","1994","66 and older","in school","","","","","5"
"Non-working","1994","66 and older","middle vocational","743","0.991624238555445","0.985101902433913","0.998146574676976","5"
"Non-working","1994","66 and older","vocational + Abi","22","","","","5"
"Non-working","1994","66 and older","higher vocational","88","0.965311268863768","0.927918978067585","1.00270355965995","5"
"Non-working","1994","66 and older","higher education","124","0.933874613801205","0.891482065752638","0.976267161849772","5"
"Other","1994","16-34 y.","general elemantary","258","0.294325560896712","0.264876573858707","0.323774547934716","6"
"Other","1994","16-34 y.","inadequately","15","","","","6"
"Other","1994","66 and older","higher education","","","","","6"
"Other","1994","35-65 y.","vocational + Abi","5","","","","6"
"Other","1994","16-34 y.","in school","10","","","","6"
"Other","1994","16-34 y.","middle vocational","180","0.0714136418846879","0.0612499077734149","0.0815773759959608","6"
"Other","1994","35-65 y.","middle vocational","75","0.0222225194437159","0.0172530914323852","0.0271919474550467","6"
"Other","1994","35-65 y.","higher vocational","12","","","","6"
"Other","1994","66 and older","higher vocational","2","","","","6"
"Other","1994","16-34 y.","vocational + Abi","17","","","","6"
"Other","1994","16-34 y.","higher vocational","9","","","","6"
"Other","1994","16-34 y.","higher education","21","","","","6"
"Other","1994","35-65 y.","in school","","","","","6"
"Other","1994","35-65 y.","inadequately","5","","","","6"
"Other","1994","35-65 y.","general elemantary","26","","","","6"
"Other","1994","35-65 y.","higher education","16","","","","6"
"Other","1994","66 and older","in school","","","","","6"
"Other","1994","66 and older","inadequately","","","","","6"
"Other","1994","66 and older","general elemantary","3","","","","6"
"Other","1994","66 and older","middle vocational","1","","","","6"
"Other","1994","66 and older","vocational + Abi","","","","","6"
"Part-time","1994","16-34 y.","inadequately","5","","","","2"
"Part-time","1994","16-34 y.","general elemantary","45","0.0549616289908169","0.040234818554772","0.0696884394268618","2"
"Part-time","1994","16-34 y.","middle vocational","159","0.0741455975267094","0.0638045249152086","0.0844866701382101","2"
"Part-time","1994","16-34 y.","higher education","41","0.0668020447213071","0.0428951677425652","0.090708921700049","2"
"Part-time","1994","16-34 y.","vocational + Abi","14","","","","2"
"Part-time","1994","16-34 y.","higher vocational","12","","","","2"
"Part-time","1994","16-34 y.","in school","1","","","","2"
"Part-time","1994","35-65 y.","in school","","","","","2"
"Part-time","1994","35-65 y.","inadequately","32","0.06657901391077","0.0417098091314769","0.0914482186900632","2"
"Part-time","1994","35-65 y.","general elemantary","114","0.110573203314988","0.0921244657866066","0.129021940843369","2"
"Part-time","1994","35-65 y.","middle vocational","317","0.0973970357664772","0.0874013869731429","0.107392684559811","2"
"Part-time","1994","35-65 y.","vocational + Abi","11","","","","2"
"Part-time","1994","35-65 y.","higher vocational","38","0.0928852587776903","0.0659761794223352","0.119794338133045","2"
"Part-time","1994","35-65 y.","higher education","79","0.0889591442490428","0.0721737642724854","0.1057445242256","2"
"Part-time","1994","66 and older","in school","","","","","2"
"Part-time","1994","66 and older","inadequately","","","","","2"
"Part-time","1994","66 and older","general elemantary","1","","","","2"
"Part-time","1994","66 and older","middle vocational","3","","","","2"
"Part-time","1994","66 and older","vocational + Abi","1","","","","2"
"Part-time","1994","66 and older","higher vocational","","","","","2"
"Part-time","1994","66 and older","higher education","2","","","","2"
"Full-time","1995","16-34 y.","general elemantary","279","0.28452870257468","0.255341941691407","0.313715463457953","1"
"Full-time","1995","16-34 y.","middle vocational","1443","0.563003170562316","0.543652412680379","0.582353928444253","1"
"Full-time","1995","16-34 y.","vocational + Abi","140","0.498650257454973","0.439555335144727","0.55774517976522","1"
"Full-time","1995","16-34 y.","higher vocational","171","0.806124698763486","0.753525324132791","0.858724073394182","1"
"Full-time","1995","16-34 y.","higher education","299","0.705091922145958","0.66209152947527","0.748092314816646","1"
"Full-time","1995","35-65 y.","in school","1","","","","1"
"Full-time","1995","35-65 y.","inadequately","152","0.398155355016951","0.348544036336106","0.447766673697795","1"
"Full-time","1995","16-34 y.","in school","","","","","1"
"Full-time","1995","16-34 y.","inadequately","37","0.293681093265407","0.213517780104694","0.37384440642612","1"
"Full-time","1995","35-65 y.","general elemantary","418","0.305438042793617","0.278219253185239","0.332656832401994","1"
"Full-time","1995","35-65 y.","middle vocational","1848","0.516435264466007","0.499836759845616","0.533033769086397","1"
"Full-time","1995","35-65 y.","vocational + Abi","112","0.625329660884593","0.554813611265747","0.69584571050344","1"
"Full-time","1995","35-65 y.","higher vocational","294","0.580740955416983","0.535795059366194","0.625686851467773","1"
"Full-time","1995","35-65 y.","higher education","847","0.680635214437217","0.654011038970299","0.707259389904135","1"
"Full-time","1995","66 and older","in school","","","","","1"
"Full-time","1995","66 and older","inadequately","","","","","1"
"Full-time","1995","66 and older","general elemantary","","","","","1"
"Full-time","1995","66 and older","middle vocational","3","","","","1"
"Full-time","1995","66 and older","vocational + Abi","1","","","","1"
"Full-time","1995","66 and older","higher vocational","3","","","","1"
"Full-time","1995","66 and older","higher education","5","","","","1"
"Non-working","1995","16-34 y.","inadequately","65","0.512497528731892","0.424520042859121","0.600475014604662","5"
"Non-working","1995","16-34 y.","middle vocational","722","0.286972418237679","0.269325183630732","0.304619652844626","5"
"Non-working","1995","16-34 y.","vocational + Abi","100","0.346114926819561","0.28988822352494","0.402341630114182","5"
"Non-working","1995","16-34 y.","general elemantary","322","0.353708791877954","0.322779939773805","0.384637643982102","5"
"Non-working","1995","16-34 y.","in school","274","0.950879331167855","0.925832089045229","0.97592657329048","5"
"Non-working","1995","35-65 y.","higher vocational","113","0.292990040201679","0.251533143434188","0.334446936969169","5"
"Non-working","1995","16-34 y.","higher vocational","25","","","","5"
"Non-working","1995","35-65 y.","middle vocational","1180","0.353501435823073","0.337622803920889","0.369380067725257","5"
"Non-working","1995","35-65 y.","vocational + Abi","46","0.228398830022725","0.167240984196028","0.289556675849422","5"
"Non-working","1995","35-65 y.","higher education","197","0.178699166660964","0.156822162915485","0.200576170406443","5"
"Non-working","1995","16-34 y.","higher education","72","0.164972595240538","0.129973043246538","0.199972147234539","5"
"Non-working","1995","35-65 y.","in school","","","","","5"
"Non-working","1995","35-65 y.","inadequately","194","0.535770692898384","0.485226874997688","0.58631451079908","5"
"Non-working","1995","35-65 y.","general elemantary","543","0.563199553492517","0.533888971886378","0.592510135098656","5"
"Non-working","1995","66 and older","in school","","","","","5"
"Non-working","1995","66 and older","inadequately","38","1","1","1","5"
"Non-working","1995","66 and older","general elemantary","492","0.987440974796419","0.977660341911952","0.997221607680885","5"
"Non-working","1995","66 and older","middle vocational","737","0.978650580294","0.968305727244132","0.988995433343868","5"
"Non-working","1995","66 and older","vocational + Abi","21","","","","5"
"Non-working","1995","66 and older","higher vocational","81","0.971116585394038","0.935512602720025","1.00672056806805","5"
"Non-working","1995","66 and older","higher education","146","0.95628253076323","0.923884173267574","0.988680888258886","5"
"Other","1995","16-34 y.","inadequately","15","","","","6"
"Other","1995","16-34 y.","general elemantary","279","0.320004288320148","0.28982856170356","0.350180014936737","6"
"Other","1995","35-65 y.","middle vocational","85","0.0271066955816852","0.0217127742995554","0.0325006168638149","6"
"Other","1995","35-65 y.","vocational + Abi","7","","","","6"
"Other","1995","66 and older","higher education","","","","","6"
"Other","1995","16-34 y.","in school","12","","","","6"
"Other","1995","16-34 y.","middle vocational","188","0.0753730860493875","0.0650740914668884","0.0856720806318865","6"
"Other","1995","16-34 y.","vocational + Abi","17","","","","6"
"Other","1995","16-34 y.","higher vocational","7","","","","6"
"Other","1995","16-34 y.","higher education","17","","","","6"
"Other","1995","35-65 y.","in school","","","","","6"
"Other","1995","35-65 y.","inadequately","2","","","","6"
"Other","1995","35-65 y.","general elemantary","41","0.0390909326518507","0.0276376254312125","0.050544239872489","6"
"Other","1995","35-65 y.","higher vocational","13","","","","6"
"Other","1995","66 and older","higher vocational","","","","","6"
"Other","1995","35-65 y.","higher education","20","","","","6"
"Other","1995","66 and older","in school","","","","","6"
"Other","1995","66 and older","inadequately","","","","","6"
"Other","1995","66 and older","general elemantary","6","","","","6"
"Other","1995","66 and older","middle vocational","5","","","","6"
"Other","1995","66 and older","vocational + Abi","","","","","6"
"Part-time","1995","16-34 y.","inadequately","7","","","","2"
"Part-time","1995","16-34 y.","general elemantary","38","0.0417582172272177","0.0288181874157777","0.0546982470386576","2"
"Part-time","1995","16-34 y.","vocational + Abi","18","","","","2"
"Part-time","1995","16-34 y.","higher vocational","14","","","","2"
"Part-time","1995","16-34 y.","higher education","44","0.0881397104864201","0.0614061884585477","0.114873232514293","2"
"Part-time","1995","16-34 y.","middle vocational","171","0.0746513251506172","0.0643977603575122","0.0849048899437223","2"
"Part-time","1995","16-34 y.","in school","","","","","2"
"Part-time","1995","35-65 y.","in school","","","","","2"
"Part-time","1995","35-65 y.","inadequately","26","","","","2"
"Part-time","1995","35-65 y.","general elemantary","98","0.0922714710620153","0.0751688188916547","0.109374123232376","2"
"Part-time","1995","35-65 y.","middle vocational","369","0.102956604129235","0.0928625056132544","0.113050702645215","2"
"Part-time","1995","35-65 y.","vocational + Abi","16","","","","2"
"Part-time","1995","35-65 y.","higher vocational","43","0.0981793869312967","0.0710757336929265","0.125283040169667","2"
"Part-time","1995","35-65 y.","higher education","114","0.112206170179986","0.0941826392315035","0.130229701128469","2"
"Part-time","1995","66 and older","in school","","","","","2"
"Part-time","1995","66 and older","inadequately","","","","","2"
"Part-time","1995","66 and older","general elemantary","","","","","2"
"Part-time","1995","66 and older","middle vocational","5","","","","2"
"Part-time","1995","66 and older","vocational + Abi","1","","","","2"
"Part-time","1995","66 and older","higher vocational","1","","","","2"
"Part-time","1995","66 and older","higher education","2","","","","2"
"Full-time","1996","16-34 y.","general elemantary","248","0.250252712093366","0.221469761458602","0.279035662728129","1"
"Full-time","1996","16-34 y.","middle vocational","1349","0.553122128188938","0.533185809940316","0.57305844643756","1"
"Full-time","1996","16-34 y.","vocational + Abi","142","0.503520328386448","0.444318918513437","0.562721738259458","1"
"Full-time","1996","16-34 y.","higher vocational","181","0.832051181748977","0.783314341578084","0.880788021919869","1"
"Full-time","1996","16-34 y.","higher education","304","0.721128316844459","0.678543794999944","0.763712838688974","1"
"Full-time","1996","35-65 y.","in school","","","","","1"
"Full-time","1996","35-65 y.","inadequately","138","0.435681749567343","0.382820615902483","0.488542883232202","1"
"Full-time","1996","35-65 y.","vocational + Abi","111","0.63064870687179","0.559547818912276","0.701749594831304","1"
"Full-time","1996","35-65 y.","higher vocational","285","0.558409041562562","0.513177238250849","0.603640844874276","1"
"Full-time","1996","35-65 y.","higher education","834","0.666343172054525","0.639496658100372","0.693189686008678","1"
"Full-time","1996","66 and older","in school","","","","","1"
"Full-time","1996","66 and older","inadequately","","","","","1"
"Full-time","1996","66 and older","general elemantary","","","","","1"
"Full-time","1996","66 and older","middle vocational","3","","","","1"
"Full-time","1996","16-34 y.","in school","","","","","1"
"Full-time","1996","16-34 y.","inadequately","29","","","","1"
"Full-time","1996","35-65 y.","general elemantary","375","0.293284552624764","0.26583865215561","0.320730453093917","1"
"Full-time","1996","35-65 y.","middle vocational","1816","0.512619392640525","0.496010047303555","0.529228737977494","1"
"Full-time","1996","66 and older","vocational + Abi","3","","","","1"
"Full-time","1996","66 and older","higher vocational","1","","","","1"
"Full-time","1996","66 and older","higher education","5","","","","1"
"Non-working","1996","16-34 y.","inadequately","64","0.540416365113339","0.44933161006998","0.631501120156697","5"
"Non-working","1996","16-34 y.","middle vocational","703","0.293379251153771","0.275121473795186","0.311637028512355","5"
"Non-working","1996","16-34 y.","vocational + Abi","96","0.338222621246625","0.282204299453251","0.394240943039998","5"
"Non-working","1996","16-34 y.","general elemantary","309","0.357460542275426","0.325614723388996","0.389306361161856","5"
"Non-working","1996","16-34 y.","in school","283","0.962590990120363","0.940899797605811","0.984282182634915","5"
"Non-working","1996","16-34 y.","higher vocational","23","","","","5"
"Non-working","1996","35-65 y.","middle vocational","1169","0.353285114790454","0.337401842730301","0.369168386850608","5"
"Non-working","1996","35-65 y.","vocational + Abi","41","0.200988089212592","0.141951229940524","0.26002494848466","5"
"Non-working","1996","35-65 y.","higher vocational","114","0.28523772979195","0.244109322572119","0.326366137011781","5"
"Non-working","1996","35-65 y.","higher education","217","0.185018334244846","0.162909277287585","0.207127391202108","5"
"Non-working","1996","16-34 y.","higher education","74","0.177693108342692","0.141394034132801","0.213992182552582","5"
"Non-working","1996","35-65 y.","in school","","","","","5"
"Non-working","1996","35-65 y.","inadequately","169","0.487940299077306","0.434651812768999","0.541228785385613","5"
"Non-working","1996","35-65 y.","general elemantary","535","0.557844422186434","0.527904222063915","0.587784622308953","5"
"Non-working","1996","66 and older","inadequately","43","1","1","1","5"
"Non-working","1996","66 and older","in school","","","","","5"
"Non-working","1996","66 and older","general elemantary","479","0.995320312306461","0.989227547120318","1.0014130774926","5"
"Non-working","1996","66 and older","middle vocational","763","0.978566271347319","0.96838968134162","0.988742861353017","5"
"Non-working","1996","66 and older","vocational + Abi","21","","","","5"
"Non-working","1996","66 and older","higher vocational","79","0.991935585477249","0.97245806191082","1.01141310904368","5"
"Non-working","1996","66 and older","higher education","148","0.936690432010421","0.898839005983234","0.974541858037609","5"
"Other","1996","16-34 y.","inadequately","14","","","","6"
"Other","1996","16-34 y.","general elemantary","274","0.352897681520664","0.321143615368754","0.384651747672574","6"
"Other","1996","35-65 y.","middle vocational","79","0.022716117306519","0.0177650560886128","0.0276671785244253","6"
"Other","1996","35-65 y.","vocational + Abi","6","","","","6"
"Other","1996","66 and older","higher vocational","","","","","6"
"Other","1996","66 and older","higher education","2","","","","6"
"Other","1996","16-34 y.","in school","9","","","","6"
"Other","1996","16-34 y.","middle vocational","171","0.0686270248077761","0.0584890917796142","0.078764957835938","6"
"Other","1996","16-34 y.","vocational + Abi","12","","","","6"
"Other","1996","16-34 y.","higher vocational","6","","","","6"
"Other","1996","16-34 y.","higher education","13","","","","6"
"Other","1996","35-65 y.","in school","","","","","6"
"Other","1996","35-65 y.","inadequately","4","","","","6"
"Other","1996","35-65 y.","general elemantary","41","0.0436366405582035","0.0313212634190524","0.0559520176973546","6"
"Other","1996","35-65 y.","higher vocational","12","","","","6"
"Other","1996","35-65 y.","higher education","16","","","","6"
"Other","1996","66 and older","in school","","","","","6"
"Other","1996","66 and older","inadequately","","","","","6"
"Other","1996","66 and older","general elemantary","3","","","","6"
"Other","1996","66 and older","middle vocational","7","","","","6"
"Other","1996","66 and older","vocational + Abi","2","","","","6"
"Part-time","1996","16-34 y.","inadequately","8","","","","2"
"Part-time","1996","16-34 y.","general elemantary","39","0.0393890641105445","0.0264634835454546","0.0523146446756345","2"
"Part-time","1996","16-34 y.","vocational + Abi","24","","","","2"
"Part-time","1996","16-34 y.","higher vocational","16","","","","2"
"Part-time","1996","16-34 y.","middle vocational","166","0.0848715958495155","0.0736962179468073","0.0960469737522237","2"
"Part-time","1996","16-34 y.","higher education","35","0.0609547703486555","0.0382357083574568","0.0836738323398542","2"
"Part-time","1996","16-34 y.","in school","2","","","","2"
"Part-time","1996","35-65 y.","vocational + Abi","19","","","","2"
"Part-time","1996","35-65 y.","higher vocational","52","0.125037865021493","0.0949096779188586","0.155166052124128","2"
"Part-time","1996","35-65 y.","higher education","118","0.125885194467411","0.106998303135987","0.144772085798836","2"
"Part-time","1996","66 and older","in school","","","","","2"
"Part-time","1996","66 and older","inadequately","","","","","2"
"Part-time","1996","35-65 y.","in school","","","","","2"
"Part-time","1996","35-65 y.","inadequately","27","","","","2"
"Part-time","1996","35-65 y.","general elemantary","106","0.105234384630599","0.0867355626328694","0.123733206628329","2"
"Part-time","1996","35-65 y.","middle vocational","415","0.111379375262502","0.100925400197185","0.121833350327819","2"
"Part-time","1996","66 and older","general elemantary","","","","","2"
"Part-time","1996","66 and older","middle vocational","5","","","","2"
"Part-time","1996","66 and older","vocational + Abi","1","","","","2"
"Part-time","1996","66 and older","higher vocational","1","","","","2"
"Part-time","1996","66 and older","higher education","4","","","","2"
"Full-time","1997","16-34 y.","general elemantary","246","0.25364528390732","0.224832708820578","0.282457858994063","1"
"Full-time","1997","16-34 y.","middle vocational","1272","0.554142243137719","0.533662966781559","0.574621519493879","1"
"Full-time","1997","16-34 y.","vocational + Abi","142","0.506233106224634","0.445694321158091","0.566771891291177","1"
"Full-time","1997","16-34 y.","higher vocational","170","0.808949837926031","0.756400970228917","0.861498705623144","1"
"Full-time","1997","16-34 y.","higher education","307","0.754942207559797","0.713155130091501","0.796729285028093","1"
"Full-time","1997","35-65 y.","in school","","","","","1"
"Full-time","1997","35-65 y.","inadequately","124","0.44873564802854","0.394745498347071","0.502725797710009","1"
"Full-time","1997","35-65 y.","vocational + Abi","105","0.60793814019648","0.534549198760061","0.681327081632898","1"
"Full-time","1997","35-65 y.","higher vocational","289","0.579843206887707","0.535028958775789","0.624657454999625","1"
"Full-time","1997","35-65 y.","higher education","856","0.691901950836322","0.665789758314126","0.718014143358517","1"
"Full-time","1997","66 and older","in school","","","","","1"
"Full-time","1997","66 and older","inadequately","","","","","1"
"Full-time","1997","66 and older","general elemantary","1","","","","1"
"Full-time","1997","66 and older","middle vocational","2","","","","1"
"Full-time","1997","66 and older","higher education","6","","","","1"
"Full-time","1997","16-34 y.","in school","2","","","","1"
"Full-time","1997","16-34 y.","inadequately","20","","","","1"
"Full-time","1997","35-65 y.","general elemantary","344","0.302328474845207","0.273806246832664","0.33085070285775","1"
"Full-time","1997","35-65 y.","middle vocational","1767","0.486758051315207","0.470072325846607","0.503443776783808","1"
"Full-time","1997","66 and older","vocational + Abi","3","","","","1"
"Full-time","1997","66 and older","higher vocational","1","","","","1"
"Non-working","1997","16-34 y.","inadequately","56","0.636961786801774","0.540768373748115","0.733155199855433","5"
"Non-working","1997","16-34 y.","general elemantary","318","0.381771211846139","0.349599643104294","0.413942780587984","5"
"Non-working","1997","16-34 y.","middle vocational","683","0.296576865900795","0.277758462529202","0.315395269272388","5"
"Non-working","1997","16-34 y.","vocational + Abi","81","0.302737069933384","0.247104575226578","0.35836956464019","5"
"Non-working","1997","16-34 y.","in school","304","0.957474338642813","0.93522620116189","0.979722476123735","5"
"Non-working","1997","16-34 y.","higher vocational","30","0.121396928885855","0.0777424237376112","0.1650514340341","5"
"Non-working","1997","35-65 y.","middle vocational","1206","0.377871321085511","0.361685321450546","0.394057320720477","5"
"Non-working","1997","35-65 y.","vocational + Abi","43","0.231290145405074","0.167905594263875","0.294674696546273","5"
"Non-working","1997","35-65 y.","higher vocational","111","0.270231533344254","0.229911981874978","0.31055108481353","5"
"Non-working","1997","35-65 y.","higher education","215","0.190069712817292","0.167879735086107","0.212259690548477","5"
"Non-working","1997","16-34 y.","higher education","55","0.12180922380455","0.0900342347258237","0.153584212883277","5"
"Non-working","1997","35-65 y.","in school","","","","","5"
"Non-working","1997","35-65 y.","inadequately","174","0.488171414618171","0.433910422239916","0.542432406996425","5"
"Non-working","1997","35-65 y.","general elemantary","528","0.570756771330033","0.540017350220451","0.601496192439615","5"
"Non-working","1997","66 and older","higher education","154","0.894000360934374","0.847311756167988","0.940688965700759","5"
"Non-working","1997","66 and older","in school","","","","","5"
"Non-working","1997","66 and older","inadequately","46","1","1","1","5"
"Non-working","1997","66 and older","general elemantary","472","0.991169169614226","0.982782127827867","0.999556211400584","5"
"Non-working","1997","66 and older","middle vocational","795","0.988486242453373","0.981121214072212","0.995851270834535","5"
"Non-working","1997","66 and older","vocational + Abi","21","","","","5"
"Non-working","1997","66 and older","higher vocational","81","0.995204329679352","0.980251549351752","1.01015711000695","5"
"Other","1997","16-34 y.","inadequately","13","","","","6"
"Other","1997","16-34 y.","general elemantary","273","0.317257473880542","0.286437629164122","0.348077318596961","6"
"Other","1997","35-65 y.","middle vocational","86","0.0237290088594528","0.0186479708817871","0.0288100468371184","6"
"Other","1997","35-65 y.","vocational + Abi","6","","","","6"
"Other","1997","66 and older","higher vocational","","","","","6"
"Other","1997","66 and older","higher education","3","","","","6"
"Other","1997","16-34 y.","in school","10","","","","6"
"Other","1997","16-34 y.","middle vocational","156","0.0675263476105007","0.0571877715120189","0.0778649237089825","6"
"Other","1997","16-34 y.","vocational + Abi","14","","","","6"
"Other","1997","16-34 y.","higher vocational","5","","","","6"
"Other","1997","16-34 y.","higher education","12","","","","6"
"Other","1997","35-65 y.","in school","","","","","6"
"Other","1997","35-65 y.","inadequately","3","","","","6"
"Other","1997","35-65 y.","general elemantary","22","","","","6"
"Other","1997","35-65 y.","higher vocational","10","","","","6"
"Other","1997","35-65 y.","higher education","17","","","","6"
"Other","1997","66 and older","in school","","","","","6"
"Other","1997","66 and older","inadequately","","","","","6"
"Other","1997","66 and older","general elemantary","4","","","","6"
"Other","1997","66 and older","middle vocational","5","","","","6"
"Other","1997","66 and older","vocational + Abi","1","","","","6"
"Part-time","1997","16-34 y.","inadequately","7","","","","2"
"Part-time","1997","16-34 y.","vocational + Abi","25","","","","2"
"Part-time","1997","16-34 y.","general elemantary","39","0.0473260303659989","0.0332649650235389","0.0613870957084589","2"
"Part-time","1997","16-34 y.","middle vocational","152","0.0817545433509853","0.0704659154826257","0.0930431712193449","2"
"Part-time","1997","16-34 y.","higher vocational","10","","","","2"
"Part-time","1997","16-34 y.","higher education","33","0.0833668043426745","0.0565105615761891","0.11022304710916","2"
"Part-time","1997","16-34 y.","in school","","","","","2"
"Part-time","1997","35-65 y.","vocational + Abi","16","","","","2"
"Part-time","1997","35-65 y.","higher vocational","56","0.125226641682404","0.0951761713609176","0.15527711200389","2"
"Part-time","1997","35-65 y.","higher education","113","0.103131709579079","0.0859313696268468","0.120332049531311","2"
"Part-time","1997","66 and older","in school","","","","","2"
"Part-time","1997","66 and older","inadequately","","","","","2"
"Part-time","1997","66 and older","higher education","4","","","","2"
"Part-time","1997","35-65 y.","in school","","","","","2"
"Part-time","1997","35-65 y.","inadequately","25","","","","2"
"Part-time","1997","35-65 y.","general elemantary","102","0.105354897679088","0.0862883887565951","0.124421406601581","2"
"Part-time","1997","35-65 y.","middle vocational","388","0.111641618739828","0.101128426306792","0.122154811172864","2"
"Part-time","1997","66 and older","general elemantary","1","","","","2"
"Part-time","1997","66 and older","middle vocational","4","","","","2"
"Part-time","1997","66 and older","vocational + Abi","1","","","","2"
"Part-time","1997","66 and older","higher vocational","","","","","2"
"Full-time","1998","16-34 y.","general elemantary","232","0.241800364575841","0.214026714238522","0.26957401491316","1"
"Full-time","1998","16-34 y.","middle vocational","1289","0.52910403668411","0.508753252931645","0.549454820436575","1"
"Full-time","1998","16-34 y.","vocational + Abi","159","0.55074977239985","0.492590863918834","0.608908680880866","1"
"Full-time","1998","16-34 y.","higher vocational","183","0.718926303706796","0.662522879929431","0.775329727484162","1"
"Full-time","1998","16-34 y.","higher education","318","0.709302401123134","0.667065403106472","0.751539399139796","1"
"Full-time","1998","35-65 y.","in school","1","","","","1"
"Full-time","1998","35-65 y.","inadequately","118","0.452146248718003","0.396652937785609","0.507639559650397","1"
"Full-time","1998","35-65 y.","vocational + Abi","124","0.61242362108587","0.544902800740732","0.679944441431007","1"
"Full-time","1998","35-65 y.","higher vocational","312","0.602332364364097","0.559519483176276","0.645145245551919","1"
"Full-time","1998","35-65 y.","higher education","929","0.675981512737955","0.650997887926017","0.700965137549892","1"
"Full-time","1998","66 and older","in school","","","","","1"
"Full-time","1998","66 and older","inadequately","","","","","1"
"Full-time","1998","66 and older","general elemantary","1","","","","1"
