"erwst","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Part-time","2010","Full Time","463","0.0460435428073224","0.0417737330833135","0.0503133525313313","2"
"Part-time","2010","Not Working","128","0.00673023093069353","0.00502361316407871","0.00843684869730835","2"
"Part-time","2010","Part Time","2463","0.35424092077558","0.342484572218211","0.365997269332949","2"
"Full-time","2011","Full Time","9338","0.87886231929405","0.872663689381839","0.885060949206262","1"
"Full-time","2011","Not Working","86","0.00868803847324975","0.00692887998889353","0.010447196957606","1"
"Full-time","2011","Part Time","1404","0.19699698757923","0.188100046784709","0.205893928373751","1"
"Non-working","2011","Full Time","306","0.0290493721988156","0.0258588438555962","0.0322399005420351","5"
"Non-working","2011","Not Working","10102","0.962971534367399","0.959392107371874","0.966550961362924","5"
"Non-working","2011","Part Time","1525","0.224027743673469","0.214701079912199","0.233354407434738","5"
"Other","2011","Full Time","457","0.0499094636314805","0.0457726152356345","0.0540463120273264","6"
"Other","2011","Not Working","345","0.0215088166924378","0.018758861333542","0.0242587720513336","6"
"Other","2011","Part Time","1508","0.215873201392772","0.206669874772266","0.225076528013278","6"
"Part-time","2011","Full Time","543","0.0421788448756535","0.0383604115521175","0.0459972781991895","2"
"Part-time","2011","Not Working","158","0.00683161046691324","0.00527021858118521","0.00839300235264127","2"
"Part-time","2011","Part Time","3240","0.363102067354529","0.352344808950077","0.373859325758981","2"
"Full-time","2012","Not Working","168","0.0152278452530973","0.0128695550593242","0.0175861354468704","1"
"Full-time","2012","Full Time","9127","0.877170858286522","0.870875386846267","0.883466329726778","1"
"Full-time","2012","Part Time","1205","0.182204949314276","0.173453623197408","0.190956275431145","1"
"Non-working","2012","Full Time","295","0.0284538983905173","0.0252650193436485","0.0316427774373862","5"
"Non-working","2012","Not Working","9716","0.959130390375707","0.955317544868839","0.962943235882575","5"
"Non-working","2012","Part Time","1409","0.214879584448322","0.205567706880877","0.224191462015766","5"
"Other","2012","Full Time","448","0.0485633586912964","0.0444406775554791","0.0526860398271137","6"
"Other","2012","Not Working","333","0.0185270115063399","0.0159301308037312","0.0211238922089485","6"
"Other","2012","Part Time","1621","0.230669868657621","0.22111942933853","0.240220307976712","6"
"Part-time","2012","Full Time","573","0.0458118846316641","0.0418019108535207","0.0498218584098076","2"
"Part-time","2012","Not Working","141","0.00711475286485585","0.00549615271541104","0.00873335301430066","2"
"Part-time","2012","Part Time","3239","0.372245597579781","0.36128633802004","0.383204857139522","2"
"Full-time","2013","Not Working","2163","0.0843349293211458","0.0797966243463003","0.0888732342959914","1"
"Full-time","2013","Full Time","8417","0.870935717452709","0.86427397624475","0.877597458660667","1"
"Full-time","2013","Part Time","1101","0.175014421613809","0.166226513900354","0.183802329327265","1"
"Non-working","2013","Full Time","284","0.0308774809337767","0.0274403035573575","0.034314658310196","5"
"Non-working","2013","Not Working","10551","0.85050150425688","0.844678091612432","0.856324916901328","5"
"Non-working","2013","Part Time","1291","0.198171566758791","0.188952503641225","0.207390629876356","5"
"Other","2013","Full Time","452","0.047870484968688","0.0436284563069725","0.0521125136304035","6"
"Other","2013","Not Working","949","0.0396296209904222","0.0364435830123111","0.0428156589685334","6"
"Other","2013","Part Time","1645","0.241742623079227","0.231840910225082","0.251644335933373","6"
"Part-time","2013","Full Time","577","0.0503163166448265","0.0459728591101429","0.0546597741795101","2"
"Part-time","2013","Not Working","740","0.0255339454315517","0.0229578382330084","0.0281100526300951","2"
"Part-time","2013","Part Time","3145","0.385071388548173","0.373817350830905","0.39632542626544","2"
"Full-time","2014","Not Working","238","0.0182587967991314","0.0156298147978386","0.0208877788004243","1"
"Full-time","2014","Full Time","8820","0.873335270811934","0.866894591798088","0.87977594982578","1"
"Full-time","2014","Part Time","1186","0.167747872947031","0.159332563692667","0.176163182201394","1"
"Non-working","2014","Full Time","304","0.0253172036854636","0.0222752484118895","0.0283591589590377","5"
"Non-working","2014","Not Working","9152","0.946241445918665","0.941812730250173","0.950670161587157","5"
"Non-working","2014","Part Time","1380","0.201570359819344","0.192534993316438","0.210605726322251","5"
"Other","2014","Full Time","527","0.0515018906651996","0.0472218969906833","0.0557818843397159","6"
"Other","2014","Not Working","423","0.0254187803994577","0.0223282046003263","0.028509356198589","6"
"Other","2014","Part Time","1841","0.254149675498065","0.244343837051262","0.263955513944869","6"
"Part-time","2014","Full Time","593","0.0498456348374027","0.0456313493181523","0.0540599203566531","2"
"Part-time","2014","Not Working","150","0.0100809768827461","0.00811940525906212","0.01204254850643","2"
"Part-time","2014","Part Time","3166","0.37653209173556","0.365619644342722","0.387444539128397","2"
"Full-time","2015","Full Time","8156","0.867150097837823","0.860333523804919","0.873966671870728","1"
"Full-time","2015","Not Working","876","0.0359852261138635","0.032480474864556","0.0394899773631711","1"
"Full-time","2015","Part Time","1097","0.17274068289662","0.163971733786371","0.181509632006869","1"
"Non-working","2015","Full Time","287","0.027834079371725","0.0245304065944423","0.0311377521490076","5"
"Non-working","2015","Not Working","9129","0.918678431096247","0.913535178300853","0.923821683891641","5"
"Non-working","2015","Part Time","1343","0.193584462124457","0.184419216852383","0.202749707396531","5"
"Other","2015","Full Time","478","0.0502317586396372","0.0458450740295581","0.0546184432497163","6"
"Other","2015","Not Working","580","0.0338908971457342","0.0304859697464483","0.0372958245450202","6"
"Other","2015","Part Time","1606","0.239250682347152","0.229354292881487","0.249147071812818","6"
"Part-time","2015","Full Time","603","0.0547840641508147","0.0502139080033815","0.0593542202982479","2"
"Part-time","2015","Not Working","264","0.0114454456441548","0.00944387966501216","0.0134470116232975","2"
"Part-time","2015","Part Time","3093","0.39442417263177","0.38308724361966","0.405761101643881","2"
"Full-time","2016","Full Time","7885","0.868916012748181","0.862015933841454","0.875816091654907","1"
"Full-time","2016","Not Working","258","0.010942888414984","0.00917035020809977","0.0127154266218682","1"
"Full-time","2016","Part Time","1158","0.18832440838006","0.179149760523315","0.197499056236806","1"
"Non-working","2016","Full Time","268","0.0252030224972351","0.0219984231798958","0.0284076218145744","5"
"Non-working","2016","Not Working","12168","0.950803648189351","0.947118704940441","0.95448859143826","5"
"Non-working","2016","Part Time","1223","0.191549626711226","0.182315152070485","0.200784101351966","5"
"Other","2016","Full Time","418","0.0448962801161895","0.0406625732685843","0.0491299869637948","6"
"Other","2016","Not Working","583","0.0278859354364091","0.0250806945713686","0.0306911763014497","6"
"Other","2016","Part Time","1586","0.233720848814491","0.223789983606182","0.2436517140228","6"
"Part-time","2016","Full Time","619","0.0609846846383947","0.0560921144543322","0.0658772548224572","2"
"Part-time","2016","Not Working","224","0.0103675279592563","0.00864171585401083","0.0120933400645018","2"
"Part-time","2016","Part Time","3009","0.386405116094223","0.374978775798138","0.397831456390309","2"
"Full-time","2017","Full Time","9009","0.872911516415658","0.866532848146122","0.879290184685194","1"
"Full-time","2017","Not Working","401","0.0149254368386961","0.0129571100830337","0.0168937635943586","1"
"Full-time","2017","Part Time","1347","0.177789969726794","0.16933107525325","0.186248864200337","1"
"Non-working","2017","Full Time","293","0.0275157222764843","0.0243829879971219","0.0306484565558467","5"
"Non-working","2017","Part Time","1355","0.185833316918147","0.177227600191404","0.19443903364489","5"
"Non-working","2017","Not Working","13253","0.944808136711461","0.941101257297155","0.948515016125766","5"
"Other","2017","Full Time","509","0.0474372915997303","0.0433663156506936","0.0515082675487669","6"
"Other","2017","Not Working","671","0.0302394252659714","0.0274595958490921","0.0330192546828508","6"
"Other","2017","Part Time","1676","0.236203671930091","0.226806423693523","0.245600920166658","6"
"Part-time","2017","Full Time","663","0.0521354697081274","0.0478781958543553","0.0563927435618995","2"
"Part-time","2017","Not Working","253","0.0100270011838719","0.00840967981038963","0.0116443225573542","2"
"Part-time","2017","Part Time","3470","0.400173041424969","0.389333635057089","0.411012447792848","2"
"Full-time","2018","Full Time","8603","0.879238424084827","0.872880428479219","0.885596419690436","1"
"Full-time","2018","Not Working","436","0.0139455174539625","0.0119034887790708","0.0159875461288541","1"
"Full-time","2018","Part Time","1342","0.171381651017843","0.163077565118212","0.179685736917474","1"
"Non-working","2018","Full Time","328","0.0278159644482097","0.0246073036244725","0.031024625271947","5"
"Non-working","2018","Not Working","11350","0.95070711864039","0.946937394774259","0.954476842506522","5"
"Non-working","2018","Part Time","1410","0.183235058254742","0.174710238050508","0.191759878458975","5"
"Other","2018","Full Time","492","0.0407752219930241","0.036916345584428","0.0446340984016202","6"
"Other","2018","Part Time","1701","0.233096580123289","0.223779696154245","0.242413464092333","6"
"Other","2018","Not Working","585","0.0249216578580704","0.0222070801178934","0.0276362355982474","6"
"Part-time","2018","Full Time","667","0.0521703894739388","0.0478314890494837","0.0565092898983939","2"
"Part-time","2018","Not Working","297","0.0104257060475767","0.00865693751140484","0.0121944745837486","2"
"Part-time","2018","Part Time","3458","0.412286710604126","0.401439581169889","0.423133840038364","2"
"Full-time","2019","Full Time","9316","0.86549375060608","0.859079048752682","0.871908452459478","1"
"Full-time","2019","Not Working","524","0.0270687379370496","0.0241136177078233","0.0300238581662759","1"
"Full-time","2019","Part Time","1464","0.182991082522619","0.174388722572675","0.191593442472563","1"
"Non-working","2019","Not Working","10141","0.920656450334497","0.915734868791414","0.925578031877581","5"
"Non-working","2019","Full Time","329","0.0309689865031618","0.0277120776035512","0.0342258954027725","5"
"Non-working","2019","Part Time","1341","0.192284822951611","0.183517018112809","0.201052627790414","5"
"Other","2019","Full Time","483","0.0427137403342491","0.0389120390422492","0.046515441626249","6"
"Other","2019","Not Working","648","0.035959666376567","0.0325692307648465","0.0393501019882875","6"
"Other","2019","Part Time","1493","0.192805329906861","0.184028495394741","0.201582164418981","6"
"Part-time","2019","Full Time","740","0.0608235225565089","0.0563300441013234","0.0653170010116944","2"
"Part-time","2019","Not Working","272","0.0163151453518861","0.0140082731381324","0.0186220175656398","2"
"Part-time","2019","Part Time","3463","0.431918764618908","0.420898411578716","0.442939117659101","2"
