"erwst","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Non-working","1986","secondary school degree","Couple + C. GT 16 ","138","0.332838404594835","0.286944731847922","0.378732077341749"
"Non-working","1986","secondary school degree","Couple + C. LE and GT 16","75","0.334026996143197","0.271273587546884","0.396780404739509"
"Non-working","1986","college entrance qualification","1-pers.-HH","68","0.378802016040533","0.312878921876891","0.444725110204176"
"Non-working","1986","college entrance qualification","(Married) couple without C. ","117","0.428108183329008","0.372023250678067","0.484193115979949"
"Non-working","1986","college entrance qualification","Single parent ","20","","",""
"Non-working","1986","college entrance qualification","Couple + C. LE 16 ","68","0.238373351541431","0.188554369649179","0.288192333433683"
"Non-working","1986","college entrance qualification","Couple + C. GT 16 ","107","0.424557521825644","0.363891260796614","0.485223782854674"
"Non-working","1986","college entrance qualification","Couple + C. LE and GT 16","32","0.374532748943192","0.268473075822595","0.48059242206379"
"Non-working","1986","Other degree","1-pers.-HH","14","","",""
"Non-working","1986","Other degree","(Married) couple without C. ","36","0.305314734808098","0.232577689328603","0.378051780287593"
"Non-working","1986","Other degree","Single parent ","7","","",""
"Non-working","1986","Other degree","Couple + C. LE 16 ","126","0.281135466956501","0.240536125885834","0.321734808027168"
"Non-working","1986","Other degree","Couple + C. GT 16 ","37","0.245574971064857","0.181249353789352","0.309900588340361"
"Non-working","1986","Other degree","Couple + C. LE and GT 16","54","0.23617582532515","0.177015586782172","0.295336063868127"
"Non-working","1986","no degree/no degree yet","1-pers.-HH","15","","",""
"Non-working","1986","no degree/no degree yet","(Married) couple without C. ","40","0.516063786334032","0.4176227341352","0.614504838532863"
"Non-working","1986","no degree/no degree yet","Single parent ","30","0.700109498843223","0.577897020532047","0.822321977154399"
"Non-working","1986","no degree/no degree yet","Couple + C. LE 16 ","95","0.478839793562674","0.416287132472175","0.541392454653173"
"Non-working","1986","no degree/no degree yet","Couple + C. GT 16 ","138","0.791952879135234","0.73879659577178","0.845109162498689"
"Non-working","1986","no degree/no degree yet","Couple + C. LE and GT 16","175","0.787586409385178","0.738978841005164","0.836193977765191"
"Other","1986","lower secondary degree","1-pers.-HH","8","","",""
"Other","1986","lower secondary degree","(Married) couple without C. ","32","0.020148430648505","0.0127671922550865","0.0275296690419236"
"Other","1986","lower secondary degree","Single parent ","21","","",""
"Other","1986","lower secondary degree","Couple + C. LE 16 ","47","0.0454012220124274","0.032413477915963","0.0583889661088918"
"Other","1986","lower secondary degree","Couple + C. GT 16 ","82","0.0626866996585014","0.0478255387757926","0.0775478605412102"
"Other","1986","lower secondary degree","Couple + C. LE and GT 16","75","0.106478402504731","0.081838831848825","0.131117973160637"
"Other","1986","secondary school degree","1-pers.-HH","5","","",""
"Other","1986","secondary school degree","(Married) couple without C. ","17","","",""
"Other","1986","secondary school degree","Single parent ","10","","",""
"Other","1986","secondary school degree","Couple + C. LE 16 ","19","","",""
"Other","1986","secondary school degree","Couple + C. GT 16 ","68","0.16667394484261","0.130377681513391","0.202970208171829"
"Other","1986","secondary school degree","Couple + C. LE and GT 16","53","0.238124155846972","0.181453002292489","0.294795309401454"
"Other","1986","college entrance qualification","1-pers.-HH","20","","",""
"Other","1986","college entrance qualification","(Married) couple without C. ","13","","",""
"Other","1986","college entrance qualification","Single parent ","7","","",""
"Other","1986","college entrance qualification","Couple + C. LE 16 ","13","","",""
"Other","1986","college entrance qualification","Couple + C. GT 16 ","35","0.141645685328936","0.0988487201804759","0.184442650477395"
"Other","1986","college entrance qualification","Couple + C. LE and GT 16","7","","",""
"Other","1986","Other degree","1-pers.-HH","3","","",""
"Other","1986","Other degree","(Married) couple without C. ","2","","",""
"Other","1986","Other degree","Single parent ","3","","",""
"Other","1986","Other degree","Couple + C. LE 16 ","7","","",""
"Other","1986","Other degree","Couple + C. GT 16 ","6","","",""
"Other","1986","Other degree","Couple + C. LE and GT 16","4","","",""
"Other","1986","no degree/no degree yet","1-pers.-HH","","","",""
"Other","1986","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Other","1986","no degree/no degree yet","Single parent ","3","","",""
"Other","1986","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Other","1986","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Other","1986","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Full-time","1987","lower secondary degree","1-pers.-HH","169","0.2490066742163","0.213126501566322","0.284886846866278"
"Full-time","1987","lower secondary degree","(Married) couple without C. ","526","0.331015893643493","0.306124733108286","0.3559070541787"
"Full-time","1987","lower secondary degree","Single parent ","110","0.412966594622622","0.354018528355535","0.471914660889709"
"Full-time","1987","lower secondary degree","Couple + C. LE 16 ","510","0.535457564382546","0.50395759201085","0.566957536754243"
"Full-time","1987","lower secondary degree","Couple + C. GT 16 ","503","0.48730745844258","0.456943893837402","0.517671023047758"
"Full-time","1987","lower secondary degree","Couple + C. LE and GT 16","253","0.49600319757032","0.453754523671512","0.538251871469127"
"Full-time","1987","secondary school degree","1-pers.-HH","103","0.410660438630949","0.344901757825761","0.476419119436138"
"Full-time","1987","secondary school degree","(Married) couple without C. ","238","0.517502226533418","0.469713306741949","0.565291146324887"
"Full-time","1987","secondary school degree","Single parent ","41","0.492186316238771","0.387732641748585","0.596639990728956"
"Full-time","1987","secondary school degree","Couple + C. LE 16 ","195","0.489854017584731","0.441288115609294","0.538419919560168"
"Full-time","1987","secondary school degree","Couple + C. GT 16 ","176","0.448874481739339","0.400905468623098","0.496843494855581"
"Full-time","1987","secondary school degree","Couple + C. LE and GT 16","65","0.345978533972601","0.280217195996006","0.411739871949196"
"Full-time","1987","college entrance qualification","1-pers.-HH","109","0.477955147359394","0.410873183263081","0.545037111455708"
"Full-time","1987","college entrance qualification","(Married) couple without C. ","155","0.505035031605904","0.447291966898962","0.562778096312845"
"Full-time","1987","college entrance qualification","Single parent ","17","","",""
"Full-time","1987","college entrance qualification","Couple + C. LE 16 ","170","0.624747456446059","0.567416804525052","0.682078108367065"
"Full-time","1987","college entrance qualification","Couple + C. GT 16 ","105","0.41496605167634","0.354726969294276","0.475205134058405"
"Full-time","1987","college entrance qualification","Couple + C. LE and GT 16","30","0.464642167479491","0.344316712080549","0.584967622878432"
"Full-time","1987","Other degree","1-pers.-HH","55","0.698845048647556","0.590599761746813","0.807090335548299"
"Full-time","1987","Other degree","(Married) couple without C. ","109","0.637568417828335","0.561892332643127","0.713244503013543"
"Full-time","1987","Other degree","Single parent ","24","","",""
"Full-time","1987","Other degree","Couple + C. LE 16 ","314","0.679204798809964","0.635688569091942","0.722721028527986"
"Full-time","1987","Other degree","Couple + C. GT 16 ","115","0.596656689710683","0.525385815923853","0.667927563497513"
"Full-time","1987","Other degree","Couple + C. LE and GT 16","130","0.659306889631547","0.593292140303944","0.72532163895915"
"Full-time","1987","no degree/no degree yet","1-pers.-HH","39","0.502355745301843","0.371401596642597","0.633309893961088"
"Full-time","1987","no degree/no degree yet","(Married) couple without C. ","57","0.492256516249337","0.393776432358858","0.590736600139816"
"Full-time","1987","no degree/no degree yet","Single parent ","15","","",""
"Full-time","1987","no degree/no degree yet","Couple + C. LE 16 ","129","0.442965364030637","0.380891822776741","0.505038905284533"
"Full-time","1987","no degree/no degree yet","Couple + C. GT 16 ","65","0.160039551540493","0.112238554785714","0.207840548295272"
"Full-time","1987","no degree/no degree yet","Couple + C. LE and GT 16","68","0.201186363437205","0.147970409752512","0.254402317121898"
"Part-time","1987","lower secondary degree","1-pers.-HH","14","","",""
"Part-time","1987","lower secondary degree","(Married) couple without C. ","79","0.0555532633953037","0.0434373448323446","0.0676691819582628"
"Part-time","1987","lower secondary degree","Single parent ","28","","",""
"Part-time","1987","lower secondary degree","Couple + C. LE 16 ","100","0.106855656981547","0.0873439829096628","0.126367331053432"
"Part-time","1987","lower secondary degree","Couple + C. GT 16 ","100","0.103918017688793","0.0853809077520473","0.122455127625539"
"Part-time","1987","lower secondary degree","Couple + C. LE and GT 16","39","0.0899051731298708","0.0657342845216303","0.114076061738111"
"Part-time","1987","secondary school degree","1-pers.-HH","2","","",""
"Part-time","1987","secondary school degree","(Married) couple without C. ","27","","",""
"Part-time","1987","secondary school degree","Single parent ","8","","",""
"Part-time","1987","secondary school degree","Couple + C. LE 16 ","63","0.150821728091284","0.116053522318916","0.185589933863651"
"Part-time","1987","secondary school degree","Couple + C. GT 16 ","26","","",""
"Part-time","1987","secondary school degree","Couple + C. LE and GT 16","11","","",""
"Part-time","1987","college entrance qualification","1-pers.-HH","12","","",""
"Part-time","1987","college entrance qualification","(Married) couple without C. ","18","","",""
"Part-time","1987","college entrance qualification","Single parent ","5","","",""
"Part-time","1987","college entrance qualification","Couple + C. LE 16 ","26","","",""
"Part-time","1987","college entrance qualification","Couple + C. GT 16 ","9","","",""
"Part-time","1987","college entrance qualification","Couple + C. LE and GT 16","3","","",""
"Part-time","1987","Other degree","1-pers.-HH","","","",""
"Part-time","1987","Other degree","(Married) couple without C. ","3","","",""
"Part-time","1987","Other degree","Single parent ","2","","",""
"Part-time","1987","Other degree","Couple + C. LE 16 ","14","","",""
"Part-time","1987","Other degree","Couple + C. GT 16 ","11","","",""
"Part-time","1987","Other degree","Couple + C. LE and GT 16","10","","",""
"Part-time","1987","no degree/no degree yet","1-pers.-HH","1","","",""
"Part-time","1987","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Part-time","1987","no degree/no degree yet","Single parent ","2","","",""
"Part-time","1987","no degree/no degree yet","Couple + C. LE 16 ","12","","",""
"Part-time","1987","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Part-time","1987","no degree/no degree yet","Couple + C. LE and GT 16","9","","",""
"Non-working","1987","lower secondary degree","1-pers.-HH","371","0.723306118440461","0.686187496964231","0.76042473991669"
"Non-working","1987","lower secondary degree","(Married) couple without C. ","753","0.602245265025022","0.576356746495789","0.628133783554256"
