"erwst","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Other","1993","Other degree","Single parent ","2","","",""
"Other","1993","Other degree","Couple + C. LE 16 ","1","","",""
"Other","1993","Other degree","Couple + C. GT 16 ","2","","",""
"Other","1993","Other degree","Couple + C. LE and GT 16","4","","",""
"Other","1993","no degree/no degree yet","1-pers.-HH","1","","",""
"Other","1993","no degree/no degree yet","(Married) couple without C. ","1","","",""
"Other","1993","no degree/no degree yet","Single parent ","1","","",""
"Other","1993","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Other","1993","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Other","1993","no degree/no degree yet","Couple + C. LE and GT 16","4","","",""
"Full-time","1994","lower secondary degree","1-pers.-HH","183","0.213888257246816","0.184040294050688","0.243736220442945"
"Full-time","1994","lower secondary degree","(Married) couple without C. ","588","0.286720188117457","0.266212403025858","0.307227973209056"
"Full-time","1994","lower secondary degree","Single parent ","89","0.356888061594777","0.297020739330358","0.416755383859195"
"Full-time","1994","lower secondary degree","Couple + C. LE 16 ","528","0.534302150843833","0.503007597350468","0.565596704337197"
"Full-time","1994","lower secondary degree","Couple + C. GT 16 ","454","0.431002539340719","0.400123434836183","0.461881643845256"
"Full-time","1994","lower secondary degree","Couple + C. LE and GT 16","160","0.466477313660564","0.413835571610954","0.519119055710175"
"Full-time","1994","secondary school degree","1-pers.-HH","179","0.435491218021368","0.383472406019583","0.487510030023152"
"Full-time","1994","secondary school degree","(Married) couple without C. ","440","0.555494933853342","0.519398789882599","0.591591077824085"
"Full-time","1994","secondary school degree","Single parent ","76","0.438207836329752","0.360842315091797","0.515573357567707"
"Full-time","1994","secondary school degree","Couple + C. LE 16 ","678","0.541837512108322","0.51311559182964","0.570559432387004"
"Full-time","1994","secondary school degree","Couple + C. GT 16 ","354","0.536211258606924","0.496925890069221","0.575496627144628"
"Full-time","1994","secondary school degree","Couple + C. LE and GT 16","147","0.425441327526794","0.371854105410779","0.479028549642809"
"Full-time","1994","college entrance qualification","1-pers.-HH","130","0.582412180236852","0.518398941125463","0.646425419348242"
"Full-time","1994","college entrance qualification","(Married) couple without C. ","257","0.543149507811682","0.49676286183571","0.589536153787654"
"Full-time","1994","college entrance qualification","Single parent ","30","0.43402633800138","0.318740736542593","0.549311939460166"
"Full-time","1994","college entrance qualification","Couple + C. LE 16 ","327","0.607785201948783","0.564946641648999","0.650623762248567"
"Full-time","1994","college entrance qualification","Couple + C. GT 16 ","137","0.39067600111492","0.339042266332485","0.442309735897355"
"Full-time","1994","college entrance qualification","Couple + C. LE and GT 16","75","0.575169702817875","0.491160277875857","0.659179127759894"
"Full-time","1994","Other degree","1-pers.-HH","33","0.535639319131945","0.405016810014585","0.666261828249306"
"Full-time","1994","Other degree","(Married) couple without C. ","93","0.480504438543287","0.407516438945558","0.553492438141016"
"Full-time","1994","Other degree","Single parent ","21","","",""
"Full-time","1994","Other degree","Couple + C. LE 16 ","125","0.628986229265212","0.566690584606515","0.691281873923908"
"Full-time","1994","Other degree","Couple + C. GT 16 ","109","0.508837157325499","0.438670151232015","0.579004163418982"
"Full-time","1994","Other degree","Couple + C. LE and GT 16","83","0.6784275272962","0.597193610520418","0.759661444071982"
"Full-time","1994","no degree/no degree yet","1-pers.-HH","15","","",""
"Full-time","1994","no degree/no degree yet","(Married) couple without C. ","38","0.431833049308598","0.330062219107514","0.533603879509681"
"Full-time","1994","no degree/no degree yet","Single parent ","8","","",""
"Full-time","1994","no degree/no degree yet","Couple + C. LE 16 ","46","0.406469835871884","0.310679220577962","0.502260451165805"
"Full-time","1994","no degree/no degree yet","Couple + C. GT 16 ","57","0.154015057756399","0.110307116227746","0.197722999285052"
"Full-time","1994","no degree/no degree yet","Couple + C. LE and GT 16","45","0.143548853830653","0.0958983402782717","0.191199367383034"
"Part-time","1994","lower secondary degree","1-pers.-HH","15","","",""
"Part-time","1994","lower secondary degree","(Married) couple without C. ","84","0.0461131306598392","0.0366022574021745","0.0556240039175039"
"Part-time","1994","lower secondary degree","Single parent ","24","","",""
"Part-time","1994","lower secondary degree","Couple + C. LE 16 ","93","0.112286541244844","0.0924793252921601","0.132093757197529"
"Part-time","1994","lower secondary degree","Couple + C. GT 16 ","91","0.106073153755845","0.0868721757782208","0.125274131733469"
"Part-time","1994","lower secondary degree","Couple + C. LE and GT 16","35","0.124842898906636","0.0899639429711046","0.159721854842167"
"Part-time","1994","secondary school degree","1-pers.-HH","10","","",""
"Part-time","1994","secondary school degree","(Married) couple without C. ","36","0.0564348139390091","0.039672193761454","0.0731974341165641"
"Part-time","1994","secondary school degree","Single parent ","12","","",""
"Part-time","1994","secondary school degree","Couple + C. LE 16 ","146","0.143124899634426","0.122937260491702","0.163312538777151"
"Part-time","1994","secondary school degree","Couple + C. GT 16 ","36","0.0768478643692994","0.0558654573499087","0.0978302713886902"
"Part-time","1994","secondary school degree","Couple + C. LE and GT 16","28","","",""
"Part-time","1994","college entrance qualification","1-pers.-HH","13","","",""
"Part-time","1994","college entrance qualification","(Married) couple without C. ","21","","",""
"Part-time","1994","college entrance qualification","Single parent ","7","","",""
"Part-time","1994","college entrance qualification","Couple + C. LE 16 ","56","0.143027247590348","0.112309404642231","0.173745090538465"
"Part-time","1994","college entrance qualification","Couple + C. GT 16 ","12","","",""
"Part-time","1994","college entrance qualification","Couple + C. LE and GT 16","6","","",""
"Part-time","1994","Other degree","1-pers.-HH","1","","",""
"Part-time","1994","Other degree","(Married) couple without C. ","14","","",""
"Part-time","1994","Other degree","Single parent ","1","","",""
"Part-time","1994","Other degree","Couple + C. LE 16 ","14","","",""
"Part-time","1994","Other degree","Couple + C. GT 16 ","12","","",""
"Part-time","1994","Other degree","Couple + C. LE and GT 16","8","","",""
"Part-time","1994","no degree/no degree yet","1-pers.-HH","1","","",""
"Part-time","1994","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Part-time","1994","no degree/no degree yet","Single parent ","1","","",""
"Part-time","1994","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Part-time","1994","no degree/no degree yet","Couple + C. GT 16 ","10","","",""
"Part-time","1994","no degree/no degree yet","Couple + C. LE and GT 16","13","","",""
"Non-working","1994","lower secondary degree","1-pers.-HH","521","0.761179385392985","0.730143902825358","0.792214867960612"
"Non-working","1994","lower secondary degree","(Married) couple without C. ","1180","0.6594698105032","0.637979884275446","0.680959736730953"
"Non-working","1994","lower secondary degree","Single parent ","114","0.479968848573506","0.417537639887055","0.542400057259956"
"Non-working","1994","lower secondary degree","Couple + C. LE 16 ","321","0.31874989953931","0.289515007112891","0.347984791965729"
"Non-working","1994","lower secondary degree","Couple + C. GT 16 ","376","0.401295783610449","0.370731932499072","0.431859634721826"
"Non-working","1994","lower secondary degree","Couple + C. LE and GT 16","89","0.245345087191609","0.199940322600994","0.290749851782223"
"Non-working","1994","secondary school degree","1-pers.-HH","149","0.514806115076766","0.462371886209449","0.567240343944083"
"Non-working","1994","secondary school degree","(Married) couple without C. ","238","0.374462673492587","0.339305554167175","0.409619792817999"
"Non-working","1994","secondary school degree","Single parent ","49","0.306406476596532","0.234524330876441","0.378288622316623"
"Non-working","1994","secondary school degree","Couple + C. LE 16 ","294","0.268240406703475","0.242700724685402","0.293780088721548"
"Non-working","1994","secondary school degree","Couple + C. GT 16 ","156","0.282497787935746","0.247030995408302","0.317964580463191"
"Non-working","1994","secondary school degree","Couple + C. LE and GT 16","83","0.271836576181736","0.223614867996222","0.320058284367249"
"Non-working","1994","college entrance qualification","1-pers.-HH","73","0.325454525907343","0.264636622911294","0.386272428903392"
"Non-working","1994","college entrance qualification","(Married) couple without C. ","138","0.345070439881609","0.300801675219752","0.389339204543466"
"Non-working","1994","college entrance qualification","Single parent ","28","","",""
"Non-working","1994","college entrance qualification","Couple + C. LE 16 ","93","0.186685226829572","0.152496563261957","0.220873890397187"
"Non-working","1994","college entrance qualification","Couple + C. GT 16 ","151","0.442952430153427","0.39038391413259","0.495520946174265"
"Non-working","1994","college entrance qualification","Couple + C. LE and GT 16","30","0.242126279295101","0.169324556143626","0.314928002446575"
"Non-working","1994","Other degree","1-pers.-HH","20","","",""
"Non-working","1994","Other degree","(Married) couple without C. ","68","0.408339505986656","0.336533821926084","0.480145190047229"
"Non-working","1994","Other degree","Single parent ","8","","",""
"Non-working","1994","Other degree","Couple + C. LE 16 ","88","0.316542379650334","0.256561362307501","0.376523396993167"
"Non-working","1994","Other degree","Couple + C. GT 16 ","72","0.409591819134852","0.340570603262505","0.4786130350072"
"Non-working","1994","Other degree","Couple + C. LE and GT 16","34","0.268793687711228","0.191689897146142","0.345897478276313"
"Non-working","1994","no degree/no degree yet","1-pers.-HH","20","","",""
"Non-working","1994","no degree/no degree yet","(Married) couple without C. ","47","0.501587956477519","0.39885844829236","0.604317464662678"
"Non-working","1994","no degree/no degree yet","Single parent ","35","0.828566482920494","0.719653231498905","0.937479734342083"
"Non-working","1994","no degree/no degree yet","Couple + C. LE 16 ","46","0.505649403643409","0.408143775367681","0.603155031919137"
"Non-working","1994","no degree/no degree yet","Couple + C. GT 16 ","188","0.798846902292148","0.750307705492818","0.847386099091479"
"Non-working","1994","no degree/no degree yet","Couple + C. LE and GT 16","144","0.799041588535745","0.744584526161177","0.853498650910312"
"Other","1994","lower secondary degree","1-pers.-HH","6","","",""
"Other","1994","lower secondary degree","(Married) couple without C. ","16","","",""
"Other","1994","lower secondary degree","Single parent ","19","","",""
"Other","1994","lower secondary degree","Couple + C. LE 16 ","34","0.0346614083720134","0.0231855251835025","0.0461372915605244"
"Other","1994","lower secondary degree","Couple + C. GT 16 ","67","0.0616285232929867","0.0466334739700078","0.0766235726159656"
"Other","1994","lower secondary degree","Couple + C. LE and GT 16","61","0.163334700241191","0.124326703108749","0.202342697373634"
"Other","1994","secondary school degree","1-pers.-HH","11","","",""
"Other","1994","secondary school degree","(Married) couple without C. ","14","","",""
"Other","1994","secondary school degree","Single parent ","21","","",""
"Other","1994","secondary school degree","Couple + C. LE 16 ","38","0.0467971815537765","0.0346221055300734","0.0589722575774795"
"Other","1994","secondary school degree","Couple + C. GT 16 ","73","0.10444308908803","0.080350181462103","0.128535996713957"
"Other","1994","secondary school degree","Couple + C. LE and GT 16","69","0.195377094217869","0.152402950324277","0.238351238111462"
"Other","1994","college entrance qualification","1-pers.-HH","12","","",""
"Other","1994","college entrance qualification","(Married) couple without C. ","27","","",""
"Other","1994","college entrance qualification","Single parent ","6","","",""
"Other","1994","college entrance qualification","Couple + C. LE 16 ","23","","",""
"Other","1994","college entrance qualification","Couple + C. GT 16 ","43","0.129615991952435","0.0940703979269811","0.165161585977889"
"Other","1994","college entrance qualification","Couple + C. LE and GT 16","22","","",""
"Other","1994","Other degree","1-pers.-HH","2","","",""
"Other","1994","Other degree","(Married) couple without C. ","5","","",""
"Other","1994","Other degree","Single parent ","1","","",""
"Other","1994","Other degree","Couple + C. LE 16 ","4","","",""
"Other","1994","Other degree","Couple + C. GT 16 ","2","","",""
"Other","1994","Other degree","Couple + C. LE and GT 16","2","","",""
"Other","1994","no degree/no degree yet","1-pers.-HH","1","","",""
"Other","1994","no degree/no degree yet","(Married) couple without C. ","","","",""
"Other","1994","no degree/no degree yet","Single parent ","2","","",""
"Other","1994","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Other","1994","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Other","1994","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Full-time","1995","lower secondary degree","1-pers.-HH","184","0.203861452551928","0.175048351277199","0.232674553826657"
"Full-time","1995","lower secondary degree","(Married) couple without C. ","582","0.281268160747589","0.260807490188381","0.301728831306798"
"Full-time","1995","lower secondary degree","Single parent ","94","0.361006486092471","0.302513480676182","0.41949949150876"
"Full-time","1995","lower secondary degree","Couple + C. LE 16 ","532","0.553330719450954","0.52207709480521","0.584584344096698"
"Full-time","1995","lower secondary degree","Couple + C. GT 16 ","405","0.397583978587809","0.366214667579096","0.428953289596523"
"Full-time","1995","lower secondary degree","Couple + C. LE and GT 16","149","0.473993524588203","0.419026755580877","0.52896029359553"
"Full-time","1995","secondary school degree","1-pers.-HH","193","0.457638231814026","0.405518734754535","0.509757728873517"
"Full-time","1995","secondary school degree","(Married) couple without C. ","471","0.552787058632707","0.517576750873355","0.587997366392058"
"Full-time","1995","secondary school degree","Single parent ","83","0.491624435623667","0.414877091930091","0.568371779317242"
"Full-time","1995","secondary school degree","Couple + C. LE 16 ","653","0.52350039892197","0.494609109415735","0.552391688428205"
"Full-time","1995","secondary school degree","Couple + C. GT 16 ","345","0.528623436362749","0.489362605089023","0.567884267636474"
"Full-time","1995","secondary school degree","Couple + C. LE and GT 16","171","0.47169927015645","0.419623710525779","0.523774829787121"
"Full-time","1995","college entrance qualification","1-pers.-HH","126","0.5811156392025","0.515920516744208","0.646310761660791"
"Full-time","1995","college entrance qualification","(Married) couple without C. ","279","0.519914625849856","0.475588126446233","0.564241125253478"
"Full-time","1995","college entrance qualification","Single parent ","33","0.407485504304424","0.298440352477801","0.516530656131047"
"Full-time","1995","college entrance qualification","Couple + C. LE 16 ","330","0.617420472669651","0.575322179652897","0.659518765686405"
"Full-time","1995","college entrance qualification","Couple + C. GT 16 ","140","0.379162387812999","0.328763062020608","0.42956171360539"
"Full-time","1995","college entrance qualification","Couple + C. LE and GT 16","85","0.507905018062688","0.427899824270442","0.587910211854935"
"Full-time","1995","Other degree","1-pers.-HH","39","0.403626312204972","0.293322564890319","0.513930059519625"
"Full-time","1995","Other degree","(Married) couple without C. ","99","0.407809605459271","0.342574818410995","0.473044392507548"
"Full-time","1995","Other degree","Single parent ","24","","",""
"Full-time","1995","Other degree","Couple + C. LE 16 ","186","0.545594732937458","0.492591177245473","0.598598288629443"
"Full-time","1995","Other degree","Couple + C. GT 16 ","140","0.556295734973634","0.494211661491146","0.618379808456123"
"Full-time","1995","Other degree","Couple + C. LE and GT 16","98","0.55882835587573","0.482836127503216","0.634820584248243"
"Full-time","1995","no degree/no degree yet","1-pers.-HH","16","","",""
"Full-time","1995","no degree/no degree yet","(Married) couple without C. ","33","0.331980213874031","0.236270199827076","0.427690227920986"
"Full-time","1995","no degree/no degree yet","Single parent ","5","","",""
"Full-time","1995","no degree/no degree yet","Couple + C. LE 16 ","47","0.416273166690196","0.323733297904151","0.508813035476241"
"Full-time","1995","no degree/no degree yet","Couple + C. GT 16 ","54","0.12563636148837","0.0863920667134977","0.164880656263243"
"Full-time","1995","no degree/no degree yet","Couple + C. LE and GT 16","40","0.130558832844519","0.0862393347844556","0.174878330904582"
"Part-time","1995","lower secondary degree","1-pers.-HH","20","","",""
"Part-time","1995","lower secondary degree","(Married) couple without C. ","92","0.0468021663356528","0.0371904568612306","0.0564138758100749"
"Part-time","1995","lower secondary degree","Single parent ","29","","",""
"Part-time","1995","lower secondary degree","Couple + C. LE 16 ","95","0.110459182030867","0.0907531669610312","0.130165197100703"
"Part-time","1995","lower secondary degree","Couple + C. GT 16 ","84","0.0961368223945133","0.0772421870684593","0.115031457720567"
"Part-time","1995","lower secondary degree","Couple + C. LE and GT 16","35","0.135114222436586","0.0974829961570707","0.172745448716101"
"Part-time","1995","secondary school degree","1-pers.-HH","7","","",""
"Part-time","1995","secondary school degree","(Married) couple without C. ","42","0.0577190931086694","0.0412039001884494","0.0742342860288893"
"Part-time","1995","secondary school degree","Single parent ","16","","",""
"Part-time","1995","secondary school degree","Couple + C. LE 16 ","164","0.153454839485919","0.132605490093893","0.174304188877946"
"Part-time","1995","secondary school degree","Couple + C. GT 16 ","45","0.0777934004321434","0.0567271238629348","0.098859677001352"
"Part-time","1995","secondary school degree","Couple + C. LE and GT 16","30","0.0855881790641497","0.0564046003400706","0.114771757788229"
"Part-time","1995","college entrance qualification","1-pers.-HH","13","","",""
"Part-time","1995","college entrance qualification","(Married) couple without C. ","34","0.0759876779160661","0.0524778934274836","0.0994974624046487"
"Part-time","1995","college entrance qualification","Single parent ","8","","",""
"Part-time","1995","college entrance qualification","Couple + C. LE 16 ","62","0.147439483867102","0.116729285667767","0.178149682066438"
"Part-time","1995","college entrance qualification","Couple + C. GT 16 ","15","","",""
"Part-time","1995","college entrance qualification","Couple + C. LE and GT 16","11","","",""
"Part-time","1995","Other degree","1-pers.-HH","3","","",""
"Part-time","1995","Other degree","(Married) couple without C. ","11","","",""
"Part-time","1995","Other degree","Single parent ","1","","",""
"Part-time","1995","Other degree","Couple + C. LE 16 ","22","","",""
"Part-time","1995","Other degree","Couple + C. GT 16 ","17","","",""
"Part-time","1995","Other degree","Couple + C. LE and GT 16","8","","",""
"Part-time","1995","no degree/no degree yet","1-pers.-HH","","","",""
"Part-time","1995","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Part-time","1995","no degree/no degree yet","Single parent ","","","",""
"Part-time","1995","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Part-time","1995","no degree/no degree yet","Couple + C. GT 16 ","14","","",""
"Part-time","1995","no degree/no degree yet","Couple + C. LE and GT 16","9","","",""
"Non-working","1995","lower secondary degree","1-pers.-HH","537","0.761657069838224","0.731184505796353","0.792129633880095"
"Non-working","1995","lower secondary degree","(Married) couple without C. ","1148","0.653728734268577","0.632077475602352","0.675379992934802"
"Non-working","1995","lower secondary degree","Single parent ","117","0.450174771209358","0.389584748252196","0.510764794166521"
"Non-working","1995","lower secondary degree","Couple + C. LE 16 ","309","0.293975073783593","0.265334597913818","0.322615549653368"
"Non-working","1995","lower secondary degree","Couple + C. GT 16 ","375","0.442286714120223","0.410452089907089","0.474121338333358"
"Non-working","1995","lower secondary degree","Couple + C. LE and GT 16","75","0.231135623202217","0.184729341472533","0.277541904931901"
"Non-working","1995","secondary school degree","1-pers.-HH","135","0.483525570874536","0.431246402784809","0.535804738964263"
"Non-working","1995","secondary school degree","(Married) couple without C. ","231","0.365432988861064","0.331331265525943","0.399534712196185"
"Non-working","1995","secondary school degree","Single parent ","43","0.262096328361941","0.194583765758555","0.329608890965328"
"Non-working","1995","secondary school degree","Couple + C. LE 16 ","297","0.286868327337283","0.260704377352029","0.313032277322538"
"Non-working","1995","secondary school degree","Couple + C. GT 16 ","138","0.252058589565892","0.217908894403038","0.286208284728747"
"Non-working","1995","secondary school degree","Couple + C. LE and GT 16","89","0.272644658939928","0.226189649610117","0.319099668269738"
"Non-working","1995","college entrance qualification","1-pers.-HH","64","0.291968254265706","0.231888114765796","0.352048393765617"
"Non-working","1995","college entrance qualification","(Married) couple without C. ","155","0.368073899812573","0.325284239587133","0.410863560038013"
"Non-working","1995","college entrance qualification","Single parent ","29","","",""
"Non-working","1995","college entrance qualification","Couple + C. LE 16 ","104","0.207000857753121","0.171906641990501","0.242095073515741"
"Non-working","1995","college entrance qualification","Couple + C. GT 16 ","145","0.420656194230992","0.369375379063161","0.471937009398822"
"Non-working","1995","college entrance qualification","Couple + C. LE and GT 16","36","0.277729067967968","0.206054811180243","0.349403324755693"
"Non-working","1995","Other degree","1-pers.-HH","30","0.449591922925208","0.337753008145741","0.561430837704676"
"Non-working","1995","Other degree","(Married) couple without C. ","102","0.500681195307887","0.434308501317891","0.567053889297882"
"Non-working","1995","Other degree","Single parent ","12","","",""
"Non-working","1995","Other degree","Couple + C. LE 16 ","124","0.373236769574388","0.321750407322252","0.424723131826523"
"Non-working","1995","Other degree","Couple + C. GT 16 ","79","0.318453281211621","0.260236094181596","0.376670468241645"
"Non-working","1995","Other degree","Couple + C. LE and GT 16","52","0.352842076995302","0.279707713128508","0.425976440862097"
"Non-working","1995","no degree/no degree yet","1-pers.-HH","24","","",""
"Non-working","1995","no degree/no degree yet","(Married) couple without C. ","56","0.623266505319588","0.524783650820901","0.721749359818274"
"Non-working","1995","no degree/no degree yet","Single parent ","46","0.842604748114654","0.745473498601756","0.939735997627553"
"Non-working","1995","no degree/no degree yet","Couple + C. LE 16 ","49","0.452438563014561","0.358998940234132","0.54587818579499"
"Non-working","1995","no degree/no degree yet","Couple + C. GT 16 ","201","0.828880807738498","0.784287651481796","0.873473963995199"
"Non-working","1995","no degree/no degree yet","Couple + C. LE and GT 16","169","0.804362083524678","0.752179699870685","0.856544467178671"
"Other","1995","lower secondary degree","1-pers.-HH","10","","",""
"Other","1995","lower secondary degree","(Married) couple without C. ","33","0.0182009386481806","0.012117707300104","0.0242841699962573"
"Other","1995","lower secondary degree","Single parent ","19","","",""
"Other","1995","lower secondary degree","Couple + C. LE 16 ","36","0.0422350247345859","0.0295911317739897","0.0548789176951821"
"Other","1995","lower secondary degree","Couple + C. GT 16 ","71","0.0639924848974541","0.0483052485158803","0.079679721279028"
"Other","1995","lower secondary degree","Couple + C. LE and GT 16","58","0.159756629772994","0.119424565354732","0.200088694191256"
"Other","1995","secondary school degree","1-pers.-HH","16","","",""
"Other","1995","secondary school degree","(Married) couple without C. ","22","","",""
"Other","1995","secondary school degree","Single parent ","21","","",""
"Other","1995","secondary school degree","Couple + C. LE 16 ","34","0.0361764342548276","0.025374816700199","0.0469780518094562"
"Other","1995","secondary school degree","Couple + C. GT 16 ","93","0.141524573639216","0.114109958552219","0.168939188726212"
"Other","1995","secondary school degree","Couple + C. LE and GT 16","63","0.170067891839473","0.130876274523822","0.209259509155123"
"Other","1995","college entrance qualification","1-pers.-HH","17","","",""
"Other","1995","college entrance qualification","(Married) couple without C. ","20","","",""
"Other","1995","college entrance qualification","Single parent ","8","","",""
"Other","1995","college entrance qualification","Couple + C. LE 16 ","16","","",""
"Other","1995","college entrance qualification","Couple + C. GT 16 ","56","0.154481249992276","0.116938800867771","0.192023699116781"
"Other","1995","college entrance qualification","Couple + C. LE and GT 16","18","","",""
"Other","1995","Other degree","1-pers.-HH","4","","",""
"Other","1995","Other degree","(Married) couple without C. ","6","","",""
"Other","1995","Other degree","Single parent ","3","","",""
"Other","1995","Other degree","Couple + C. LE 16 ","7","","",""
"Other","1995","Other degree","Couple + C. GT 16 ","10","","",""
"Other","1995","Other degree","Couple + C. LE and GT 16","6","","",""
"Other","1995","no degree/no degree yet","1-pers.-HH","","","",""
"Other","1995","no degree/no degree yet","(Married) couple without C. ","","","",""
"Other","1995","no degree/no degree yet","Single parent ","3","","",""
"Other","1995","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Other","1995","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Other","1995","no degree/no degree yet","Couple + C. LE and GT 16","4","","",""
"Full-time","1996","lower secondary degree","1-pers.-HH","195","0.222805493459225","0.193278880558252","0.252332106360199"
"Full-time","1996","lower secondary degree","(Married) couple without C. ","568","0.270046913397625","0.249929215564113","0.290164611231136"
"Full-time","1996","lower secondary degree","Single parent ","91","0.372423110934143","0.312614596798775","0.432231625069512"
"Full-time","1996","lower secondary degree","Couple + C. LE 16 ","491","0.53318440075406","0.500698464357058","0.565670337151062"
"Full-time","1996","lower secondary degree","Couple + C. GT 16 ","376","0.398462220518418","0.365911303167678","0.431013137869158"
"Full-time","1996","lower secondary degree","Couple + C. LE and GT 16","153","0.500241547415822","0.44502582383734","0.555457270994304"
"Full-time","1996","secondary school degree","1-pers.-HH","189","0.439249955528654","0.387983019558725","0.490516891498584"
"Full-time","1996","secondary school degree","(Married) couple without C. ","487","0.540046527944375","0.505531806485042","0.574561249403707"
"Full-time","1996","secondary school degree","Single parent ","92","0.478017708599295","0.406614283600937","0.549421133597653"
"Full-time","1996","secondary school degree","Couple + C. LE 16 ","601","0.511437668289856","0.482031194703559","0.540844141876152"
"Full-time","1996","secondary school degree","Couple + C. GT 16 ","309","0.513839644859552","0.472844388023986","0.554834901695118"
"Full-time","1996","secondary school degree","Couple + C. LE and GT 16","179","0.424719874500001","0.375215944116156","0.474223804883846"
"Full-time","1996","college entrance qualification","1-pers.-HH","137","0.55074779852262","0.487015195860623","0.614480401184616"
"Full-time","1996","college entrance qualification","(Married) couple without C. ","275","0.49117079449625","0.447219448505613","0.535122140486888"
"Full-time","1996","college entrance qualification","Single parent ","33","0.323829169135999","0.223160287579228","0.42449805069277"
"Full-time","1996","college entrance qualification","Couple + C. LE 16 ","326","0.619788059304568","0.577323100130322","0.662253018478814"
"Full-time","1996","college entrance qualification","Couple + C. GT 16 ","161","0.467749741571344","0.414945872006323","0.520553611136366"
"Full-time","1996","college entrance qualification","Couple + C. LE and GT 16","85","0.481568761728107","0.404147038310722","0.558990485145492"
"Full-time","1996","Other degree","1-pers.-HH","37","0.489236925090621","0.370424189584326","0.608049660596917"
"Full-time","1996","Other degree","(Married) couple without C. ","91","0.341604842815812","0.278794472062716","0.404415213568908"
"Full-time","1996","Other degree","Single parent ","20","","",""
"Full-time","1996","Other degree","Couple + C. LE 16 ","159","0.531476553922934","0.475289728312293","0.587663379533575"
"Full-time","1996","Other degree","Couple + C. GT 16 ","122","0.503549014011224","0.440424414835726","0.566673613186722"
"Full-time","1996","Other degree","Couple + C. LE and GT 16","80","0.477808300183425","0.398399593248761","0.557217007118089"
"Full-time","1996","no degree/no degree yet","1-pers.-HH","12","","",""
"Full-time","1996","no degree/no degree yet","(Married) couple without C. ","27","","",""
"Full-time","1996","no degree/no degree yet","Single parent ","8","","",""
"Full-time","1996","no degree/no degree yet","Couple + C. LE 16 ","40","0.472992320142517","0.373635486998352","0.572349153286682"
"Full-time","1996","no degree/no degree yet","Couple + C. GT 16 ","47","0.11243128433232","0.0749588983835216","0.149903670281118"
"Full-time","1996","no degree/no degree yet","Couple + C. LE and GT 16","40","0.132255203380292","0.0857677880654395","0.178742618695144"
"Part-time","1996","lower secondary degree","1-pers.-HH","17","","",""
"Part-time","1996","lower secondary degree","(Married) couple without C. ","90","0.0448320008910066","0.0354554062740311","0.054208595507982"
"Part-time","1996","lower secondary degree","Single parent ","33","0.145892574831611","0.102222486179623","0.189562663483599"
"Part-time","1996","lower secondary degree","Couple + C. LE 16 ","97","0.114003748198102","0.0933090308263132","0.134698465569891"
"Part-time","1996","lower secondary degree","Couple + C. GT 16 ","86","0.11753967647116","0.0961266505692546","0.138952702373066"
"Part-time","1996","lower secondary degree","Couple + C. LE and GT 16","40","0.144155836487276","0.105367042569952","0.1829446304046"
"Part-time","1996","secondary school degree","1-pers.-HH","9","","",""
"Part-time","1996","secondary school degree","(Married) couple without C. ","49","0.0634824331352932","0.0465968299524096","0.0803680363181768"
"Part-time","1996","secondary school degree","Single parent ","19","","",""
"Part-time","1996","secondary school degree","Couple + C. LE 16 ","162","0.156427548810399","0.135057554041539","0.177797543579259"
"Part-time","1996","secondary school degree","Couple + C. GT 16 ","45","0.0891396284939793","0.0657678721164351","0.112511384871524"
"Part-time","1996","secondary school degree","Couple + C. LE and GT 16","44","0.134339053048273","0.10018645411668","0.168491651979865"
"Part-time","1996","college entrance qualification","1-pers.-HH","19","","",""
"Part-time","1996","college entrance qualification","(Married) couple without C. ","33","0.0719643653894189","0.0492442269714599","0.0946845038073778"
"Part-time","1996","college entrance qualification","Single parent ","10","","",""
"Part-time","1996","college entrance qualification","Couple + C. LE 16 ","65","0.155308949125252","0.123624699988674","0.18699319826183"
"Part-time","1996","college entrance qualification","Couple + C. GT 16 ","20","","",""
"Part-time","1996","college entrance qualification","Couple + C. LE and GT 16","14","","",""
"Part-time","1996","Other degree","1-pers.-HH","3","","",""
"Part-time","1996","Other degree","(Married) couple without C. ","12","","",""
"Part-time","1996","Other degree","Single parent ","2","","",""
"Part-time","1996","Other degree","Couple + C. LE 16 ","25","","",""
"Part-time","1996","Other degree","Couple + C. GT 16 ","22","","",""
"Part-time","1996","Other degree","Couple + C. LE and GT 16","13","","",""
"Part-time","1996","no degree/no degree yet","1-pers.-HH","","","",""
"Part-time","1996","no degree/no degree yet","(Married) couple without C. ","6","","",""
"Part-time","1996","no degree/no degree yet","Single parent ","1","","",""
