"erwst","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Non-working","1993","vocational + Abi","West Germany","103","0.304147717511959","0.253504735680456","0.354790699343461"
"Non-working","1993","vocational + Abi","East Germany","27","","",""
"Non-working","1993","higher vocational","West Germany","155","0.331879275092905","0.291445269427983","0.372313280757827"
"Non-working","1993","higher vocational","East Germany","73","0.439920244930548","0.375205121618163","0.504635368242933"
"Non-working","1993","higher education","West Germany","176","0.255066620679934","0.224177687799104","0.285955553560764"
"Non-working","1993","higher education","East Germany","226","0.308734459587277","0.278124759702254","0.339344159472299"
"Other","1993","in school","West Germany","2","","",""
"Other","1993","in school","East Germany","8","","",""
"Other","1993","inadequately","West Germany","12","","",""
"Other","1993","inadequately","East Germany","4","","",""
"Other","1993","general elemantary","West Germany","242","0.0910496181032223","0.0792360691943743","0.10286316701207"
"Other","1993","general elemantary","East Germany","91","0.147741387642765","0.114163278909553","0.181319496375977"
"Other","1993","middle vocational","West Germany","183","0.0359668457494138","0.0305569133981888","0.0413767781006388"
"Other","1993","middle vocational","East Germany","70","0.030006496111471","0.0227866739803712","0.0372263182425707"
"Other","1993","vocational + Abi","West Germany","21","","",""
"Other","1993","vocational + Abi","East Germany","2","","",""
"Other","1993","higher vocational","West Germany","15","","",""
"Other","1993","higher vocational","East Germany","4","","",""
"Other","1993","higher education","West Germany","16","","",""
"Other","1993","higher education","East Germany","11","","",""
"Full-time","1994","in school","West Germany","","","",""
"Full-time","1994","in school","East Germany","","","",""
"Full-time","1994","inadequately","West Germany","211","0.361379385736729","0.321157635390376","0.401601136083081"
"Full-time","1994","inadequately","East Germany","1","","",""
"Full-time","1994","general elemantary","West Germany","658","0.220478475252892","0.202781055895326","0.238175894610458"
"Full-time","1994","general elemantary","East Germany","34","0.0620416591312669","0.0386343502551712","0.0854489680073626"
"Full-time","1994","middle vocational","West Germany","2207","0.446410952272206","0.431886391790251","0.460935512754162"
"Full-time","1994","middle vocational","East Germany","1038","0.441391485974813","0.420133691537805","0.462649280411821"
"Full-time","1994","vocational + Abi","West Germany","167","0.507567162122554","0.452704988397021","0.562429335848087"
"Full-time","1994","vocational + Abi","East Germany","42","0.521385910863521","0.407569570755877","0.635202250971164"
"Full-time","1994","higher vocational","West Germany","300","0.540867513813948","0.498118381973441","0.583616645654455"
"Full-time","1994","higher vocational","East Germany","153","0.552549442841831","0.489111339685112","0.615987545998549"
"Full-time","1994","higher education","West Germany","533","0.628792299764884","0.595229850020007","0.662354749509762"
"Full-time","1994","higher education","East Germany","564","0.604322645751622","0.571641001569304","0.63700428993394"
"Part-time","1994","in school","West Germany","1","","",""
"Part-time","1994","in school","East Germany","","","",""
"Part-time","1994","inadequately","West Germany","37","0.05187771023678","0.0333090576986681","0.0704463627748919"
"Part-time","1994","inadequately","East Germany","","","",""
"Part-time","1994","general elemantary","West Germany","153","0.0692451860342721","0.0584077829558802","0.0800825891126641"
"Part-time","1994","general elemantary","East Germany","7","","",""
"Part-time","1994","middle vocational","West Germany","375","0.0820758520578628","0.0740562479127134","0.0900954562030123"
"Part-time","1994","middle vocational","East Germany","104","0.0407523541460703","0.0322879932188137","0.0492167150733269"
"Part-time","1994","vocational + Abi","West Germany","23","","",""
"Part-time","1994","vocational + Abi","East Germany","3","","",""
"Part-time","1994","higher vocational","West Germany","47","0.0795743182097916","0.0563579829523342","0.102790653467249"
"Part-time","1994","higher vocational","East Germany","3","","",""
"Part-time","1994","higher education","West Germany","64","0.0792717862179029","0.0605038462790691","0.0980397261567368"
"Part-time","1994","higher education","East Germany","58","0.0669817751043118","0.0502738601771594","0.0836896900314642"
"Non-working","1994","in school","West Germany","153","0.983507061514972","0.963521168759222","1.00349295427072"
"Non-working","1994","in school","East Germany","76","0.87528330306138","0.804627950130639","0.945938655992122"
"Non-working","1994","inadequately","West Germany","285","0.555784882570487","0.514183492367938","0.597386272773037"
"Non-working","1994","inadequately","East Germany","5","","",""
"Non-working","1994","general elemantary","West Germany","1118","0.633622960880069","0.613054946591734","0.654190975168404"
"Non-working","1994","general elemantary","East Germany","259","0.749260065890729","0.707202313846044","0.791317817935414"
"Non-working","1994","middle vocational","West Germany","1721","0.434843605992183","0.420359466420076","0.44932774556429"
"Non-working","1994","middle vocational","East Germany","895","0.497655441391353","0.476250320668681","0.519060562114026"
"Non-working","1994","vocational + Abi","West Germany","108","0.319433661345682","0.268268031862445","0.37059929082892"
"Non-working","1994","vocational + Abi","East Germany","28","","",""
"Non-working","1994","higher vocational","West Germany","155","0.342657347091447","0.301943816021902","0.383370878160992"
"Non-working","1994","higher vocational","East Germany","77","0.427268509895495","0.364155620430067","0.490381399360923"
"Non-working","1994","higher education","West Germany","176","0.254447166211442","0.224189907474789","0.284704424948095"
"Non-working","1994","higher education","East Germany","224","0.313945192330085","0.282927806678814","0.344962577981356"
"Other","1994","in school","West Germany","2","","",""
"Other","1994","in school","East Germany","8","","",""
"Other","1994","inadequately","West Germany","15","","",""
"Other","1994","inadequately","East Germany","5","","",""
"Other","1994","general elemantary","West Germany","179","0.0766533778327667","0.0652964512358792","0.0880103044296541"
"Other","1994","general elemantary","East Germany","108","0.178568961235125","0.141406321928764","0.215731600541487"
"Other","1994","middle vocational","West Germany","197","0.0366695896777474","0.0311781970738965","0.0421609822815982"
"Other","1994","middle vocational","East Germany","59","0.0202007184877637","0.0141778356023745","0.026223601373153"
"Other","1994","vocational + Abi","West Germany","21","","",""
"Other","1994","vocational + Abi","East Germany","1","","",""
"Other","1994","higher vocational","West Germany","20","","",""
"Other","1994","higher vocational","East Germany","3","","",""
"Other","1994","higher education","West Germany","23","","",""
"Other","1994","higher education","East Germany","14","","",""
"Full-time","1995","in school","West Germany","1","","",""
"Full-time","1995","in school","East Germany","","","",""
"Full-time","1995","inadequately","West Germany","188","0.341924932061815","0.301387305066178","0.382462559057452"
"Full-time","1995","inadequately","East Germany","1","","",""
"Full-time","1995","general elemantary","West Germany","660","0.214465393084796","0.197042680847936","0.231888105321656"
"Full-time","1995","general elemantary","East Germany","37","0.0720667919783857","0.0462020331990814","0.09793155075769"
"Full-time","1995","middle vocational","West Germany","2281","0.437107285384228","0.422926313419378","0.451288257349079"
"Full-time","1995","middle vocational","East Germany","1013","0.434784817070972","0.413356866765189","0.456212767376756"
"Full-time","1995","vocational + Abi","West Germany","210","0.496192390362048","0.447795932818796","0.5445888479053"
"Full-time","1995","vocational + Abi","East Germany","43","0.589892688499201","0.473839037339544","0.705946339658859"
"Full-time","1995","higher vocational","West Germany","315","0.53426603106785","0.491878315296899","0.576653746838801"
"Full-time","1995","higher vocational","East Germany","153","0.556378545654371","0.49258722569247","0.620169865616272"
"Full-time","1995","higher education","West Germany","604","0.608494613039496","0.577074664896176","0.639914561182816"
"Full-time","1995","higher education","East Germany","547","0.601606716869968","0.568420534584575","0.634792899155362"
"Part-time","1995","in school","West Germany","","","",""
"Part-time","1995","in school","East Germany","","","",""
"Part-time","1995","inadequately","West Germany","33","0.0493954513611246","0.0308772568255486","0.0679136458967007"
"Part-time","1995","inadequately","East Germany","","","",""
"Part-time","1995","general elemantary","West Germany","127","0.0534865096870052","0.0439357036735002","0.0630373157005103"
"Part-time","1995","general elemantary","East Germany","9","","",""
"Part-time","1995","middle vocational","West Germany","421","0.0860124343777131","0.077996578031588","0.0940282907238381"
"Part-time","1995","middle vocational","East Germany","124","0.0480530844918126","0.0388081564251467","0.0572980125584784"
"Part-time","1995","vocational + Abi","West Germany","33","0.0877575941058994","0.0603700149840033","0.115145173227795"
"Part-time","1995","vocational + Abi","East Germany","2","","",""
"Part-time","1995","higher vocational","West Germany","52","0.0849240431993745","0.0612356186233591","0.10861246777539"
"Part-time","1995","higher vocational","East Germany","6","","",""
"Part-time","1995","higher education","West Germany","88","0.100165070791931","0.080838811643458","0.119491329940405"
"Part-time","1995","higher education","East Germany","72","0.0833247469745408","0.0645903504700606","0.102059143479021"
"Non-working","1995","in school","West Germany","184","0.954516101760386","0.924888823281777","0.984143380238995"
"Non-working","1995","in school","East Germany","90","0.904875807633345","0.846490684056067","0.963260931210623"
"Non-working","1995","inadequately","West Germany","291","0.562254264228259","0.51985751484013","0.604651013616388"
"Non-working","1995","inadequately","East Germany","6","","",""
"Non-working","1995","general elemantary","West Germany","1118","0.64087196495515","0.620507885524126","0.661236044386174"
"Non-working","1995","general elemantary","East Germany","239","0.747032142825977","0.703552617496224","0.790511668155729"
"Non-working","1995","middle vocational","West Germany","1789","0.437539919504891","0.423357384776786","0.451722454232996"
"Non-working","1995","middle vocational","East Germany","850","0.487955770126982","0.466349465092918","0.509562075161047"
"Non-working","1995","vocational + Abi","West Germany","146","0.360469653061765","0.313994471440133","0.406944834683396"
"Non-working","1995","vocational + Abi","East Germany","21","","",""
"Non-working","1995","higher vocational","West Germany","149","0.354822880218611","0.314165671241642","0.395480089195579"
"Non-working","1995","higher vocational","East Germany","70","0.407227913592252","0.344141945435547","0.470313881748958"
"Non-working","1995","higher education","West Germany","206","0.254538086530015","0.226496838339789","0.282579334720241"
"Non-working","1995","higher education","East Germany","209","0.306465417338397","0.275213997716588","0.337716836960205"
"Other","1995","in school","West Germany","5","","",""
"Other","1995","in school","East Germany","7","","",""
"Other","1995","inadequately","West Germany","14","","",""
"Other","1995","inadequately","East Germany","3","","",""
"Other","1995","general elemantary","West Germany","227","0.0911761322730488","0.0789571527915082","0.103395111754589"
"Other","1995","general elemantary","East Germany","99","0.167382524543817","0.13004372967994","0.204721319407694"
"Other","1995","middle vocational","West Germany","209","0.0393403607331681","0.0337825583148264","0.0448981631515098"
"Other","1995","middle vocational","East Germany","69","0.0292063283102327","0.0219278853043755","0.0364847713160898"
"Other","1995","vocational + Abi","West Germany","21","","",""
"Other","1995","vocational + Abi","East Germany","3","","",""
"Other","1995","higher vocational","West Germany","16","","",""
"Other","1995","higher vocational","East Germany","4","","",""
"Other","1995","higher education","West Germany","29","","",""
"Other","1995","higher education","East Germany","8","","",""
"Full-time","1996","in school","West Germany","","","",""
"Full-time","1996","in school","East Germany","","","",""
"Full-time","1996","inadequately","West Germany","166","0.348714708968778","0.306214086200211","0.391215331737344"
"Full-time","1996","inadequately","East Germany","1","","",""
"Full-time","1996","general elemantary","West Germany","583","0.195446691702624","0.178226255395138","0.21266712801011"
"Full-time","1996","general elemantary","East Germany","40","0.084693875338113","0.0564004317891684","0.112987318887058"
"Full-time","1996","middle vocational","West Germany","2216","0.433781842748904","0.419475612546776","0.448088072951032"
"Full-time","1996","middle vocational","East Germany","952","0.411530870233316","0.390155076201538","0.432906664265093"
"Full-time","1996","vocational + Abi","West Germany","208","0.504998597310511","0.456184656674207","0.553812537946816"
"Full-time","1996","vocational + Abi","East Germany","48","0.592778590308629","0.481585188870606","0.703971991746652"
"Full-time","1996","higher vocational","West Germany","317","0.521066889531842","0.478893561067352","0.563240217996332"
"Full-time","1996","higher vocational","East Germany","150","0.584742904358529","0.521197651468744","0.648288157248314"
"Full-time","1996","higher education","West Germany","608","0.605286715917243","0.573855464194515","0.636717967639971"
"Full-time","1996","higher education","East Germany","535","0.572297803407755","0.538860451725119","0.605735155090391"
"Part-time","1996","in school","West Germany","2","","",""
"Part-time","1996","in school","East Germany","","","",""
"Part-time","1996","inadequately","West Germany","35","0.0733841943440456","0.0501286964059006","0.0966396922821907"
"Part-time","1996","inadequately","East Germany","","","",""
"Part-time","1996","general elemantary","West Germany","138","0.0585989909733361","0.0483993478792543","0.0687986340674178"
"Part-time","1996","general elemantary","East Germany","7","","",""
"Part-time","1996","middle vocational","West Germany","453","0.0932601593277918","0.0848658096950578","0.101654508960526"
"Part-time","1996","middle vocational","East Germany","133","0.0541812909964239","0.044348250475261","0.0640143315175868"
"Part-time","1996","vocational + Abi","West Germany","42","0.114884869418078","0.0837514467382536","0.146018292097903"
"Part-time","1996","vocational + Abi","East Germany","2","","",""
"Part-time","1996","higher vocational","West Germany","61","0.104390586674205","0.0785772763547197","0.13020389699369"
"Part-time","1996","higher vocational","East Germany","8","","",""
"Part-time","1996","higher education","West Germany","94","0.109733686610718","0.0896348838036811","0.129832489417756"
"Part-time","1996","higher education","East Germany","63","0.0753406516764933","0.057502261387025","0.0931790419659616"
"Non-working","1996","in school","West Germany","190","0.962934763827033","0.93648621342401","0.989383314230057"
"Non-working","1996","in school","East Germany","93","0.961111889124997","0.922835544943119","0.999388233306874"
"Non-working","1996","inadequately","West Germany","269","0.544817672439081","0.500406441049897","0.589228903828265"
"Non-working","1996","inadequately","East Germany","7","","",""
"Non-working","1996","general elemantary","West Germany","1096","0.649972089215685","0.629258695113909","0.670685483317461"
"Non-working","1996","general elemantary","East Germany","227","0.725442002503818","0.68009015130697","0.770793853700666"
"Non-working","1996","middle vocational","West Germany","1744","0.438625585291446","0.424301367475472","0.452949803107421"
"Non-working","1996","middle vocational","East Germany","891","0.508477577326586","0.486762230271649","0.530192924381524"
"Non-working","1996","vocational + Abi","West Germany","136","0.324379643095471","0.278673589231486","0.370085696959455"
"Non-working","1996","vocational + Abi","East Germany","22","","",""
"Non-working","1996","higher vocational","West Germany","146","0.346611417450898","0.306435952529905","0.386786882371891"
"Non-working","1996","higher vocational","East Germany","70","0.375167767096301","0.312731551312032","0.437603982880571"
"Non-working","1996","higher education","West Germany","205","0.252666918271015","0.224724014870997","0.280609821671033"
"Non-working","1996","higher education","East Germany","234","0.343186755545223","0.311099224385489","0.375274286704957"
"Other","1996","in school","West Germany","4","","",""
"Other","1996","in school","East Germany","5","","",""
"Other","1996","inadequately","West Germany","13","","",""
"Other","1996","inadequately","East Germany","5","","",""
"Other","1996","general elemantary","West Germany","220","0.0959822281083554","0.0831902863232214","0.108774169893489"
"Other","1996","general elemantary","East Germany","98","0.176300529621543","0.137575850935879","0.215025208307207"
"Other","1996","middle vocational","West Germany","197","0.0343324126318582","0.0290763126551816","0.0395885126085347"
"Other","1996","middle vocational","East Germany","60","0.025810261443674","0.018922514521013","0.032698008366335"
"Other","1996","vocational + Abi","West Germany","17","","",""
"Other","1996","vocational + Abi","East Germany","3","","",""
"Other","1996","higher vocational","West Germany","15","","",""
"Other","1996","higher vocational","East Germany","3","","",""
"Other","1996","higher education","West Germany","22","","",""
"Other","1996","higher education","East Germany","9","","",""
"Full-time","1997","in school","West Germany","","","",""
"Full-time","1997","in school","East Germany","2","","",""
"Full-time","1997","inadequately","West Germany","143","0.338139460530984","0.294766290656146","0.381512630405821"
"Full-time","1997","inadequately","East Germany","1","","",""
"Full-time","1997","general elemantary","West Germany","552","0.198050783777275","0.180571615038289","0.215529952516262"
"Full-time","1997","general elemantary","East Germany","39","0.0939277496224865","0.0634951458284596","0.124360353416514"
"Full-time","1997","middle vocational","West Germany","2126","0.417951575103894","0.40357758506905","0.432325565138737"
"Full-time","1997","middle vocational","East Germany","915","0.392275455753899","0.3708394730576","0.413711438450198"
"Full-time","1997","vocational + Abi","West Germany","201","0.501442095632431","0.451497796364046","0.551386394900815"
"Full-time","1997","vocational + Abi","East Germany","49","0.638095112556419","0.527858313498728","0.748331911614111"
"Full-time","1997","higher vocational","West Germany","314","0.534840369116258","0.492376138990037","0.577304599242479"
"Full-time","1997","higher vocational","East Germany","146","0.541418278007425","0.477438171677578","0.605398384337273"
"Full-time","1997","higher education","West Germany","636","0.636965340839255","0.606142388755196","0.667788292923315"
"Full-time","1997","higher education","East Germany","533","0.575332643962392","0.54190602927173","0.608759258653053"
"Part-time","1997","in school","West Germany","","","",""
"Part-time","1997","in school","East Germany","","","",""
"Part-time","1997","inadequately","West Germany","32","0.0585231493397414","0.037002337101053","0.0800439615784298"
"Part-time","1997","inadequately","East Germany","","","",""
"Part-time","1997","general elemantary","West Germany","136","0.0597874368216557","0.0493887846627111","0.0701860889806002"
"Part-time","1997","general elemantary","East Germany","6","","",""
"Part-time","1997","middle vocational","West Germany","426","0.090896446468923","0.0825189369999349","0.099273955937911"
"Part-time","1997","middle vocational","East Germany","118","0.0524121654720761","0.0426280801425903","0.062196250801562"
"Part-time","1997","vocational + Abi","West Germany","40","0.139001199869364","0.104444817254675","0.173557582484053"
"Part-time","1997","vocational + Abi","East Germany","2","","",""
"Part-time","1997","higher vocational","West Germany","59","0.100087046021687","0.0745365495260511","0.125637542517323"
"Part-time","1997","higher vocational","East Germany","7","","",""
"Part-time","1997","higher education","West Germany","88","0.0999258620509995","0.0807028968847869","0.119148827217212"
"Part-time","1997","higher education","East Germany","62","0.076281745565329","0.0583307507146536","0.0942327404160044"
"Non-working","1997","in school","West Germany","198","0.954858372539352","0.926507099321013","0.983209645757692"
"Non-working","1997","in school","East Germany","106","0.967221504352241","0.93394718126079","1.00049582744369"
"Non-working","1997","inadequately","West Germany","270","0.575796869937197","0.530485042765297","0.621108697109098"
"Non-working","1997","inadequately","East Germany","6","","",""
"Non-working","1997","general elemantary","West Germany","1099","0.660673045350265","0.639906630169735","0.681439460530795"
"Non-working","1997","general elemantary","East Germany","219","0.725284660197409","0.678719999820158","0.771849320574659"
"Non-working","1997","middle vocational","West Germany","1779","0.456523134494849","0.442006808141669","0.471039460848029"
"Non-working","1997","middle vocational","East Germany","905","0.532614194450536","0.510709430914996","0.554518957986075"
"Non-working","1997","vocational + Abi","West Germany","123","0.311887030528815","0.265612048822674","0.358162012234956"
"Non-working","1997","vocational + Abi","East Germany","22","","",""
"Non-working","1997","higher vocational","West Germany","146","0.340709933346007","0.300360185953553","0.38105968073846"
"Non-working","1997","higher vocational","East Germany","76","0.422488515787978","0.359063892395567","0.48591313918039"
"Non-working","1997","higher education","West Germany","194","0.24007069897999","0.212692904491251","0.267448493468728"
"Non-working","1997","higher education","East Germany","230","0.332194066605073","0.300342593693725","0.364045539516422"
"Other","1997","in school","West Germany","8","","",""
"Other","1997","in school","East Germany","2","","",""
"Other","1997","inadequately","West Germany","12","","",""
"Other","1997","inadequately","East Germany","4","","",""
"Other","1997","general elemantary","West Germany","210","0.0814887340508041","0.0694895949536358","0.0934878731479724"
"Other","1997","general elemantary","East Germany","89","0.16675633342194","0.127870812819102","0.205641854024777"
"Other","1997","middle vocational","West Germany","192","0.0346288439323341","0.0293003932197627","0.0399572946449055"
"Other","1997","middle vocational","East Germany","55","0.0226981843234891","0.0161592894729073","0.0292370791740709"
"Other","1997","vocational + Abi","West Germany","21","","",""
"Other","1997","vocational + Abi","East Germany","","","",""
"Other","1997","higher vocational","West Germany","11","","",""
"Other","1997","higher vocational","East Germany","4","","",""
"Other","1997","higher education","West Germany","17","","",""
"Other","1997","higher education","East Germany","15","","",""
"Full-time","1998","in school","West Germany","1","","",""
"Full-time","1998","in school","East Germany","2","","",""
"Full-time","1998","inadequately","West Germany","131","0.33943349040737","0.294832986700942","0.384033994113799"
"Full-time","1998","inadequately","East Germany","1","","",""
"Full-time","1998","general elemantary","West Germany","549","0.193340428003978","0.17676264968579","0.209918206322165"
"Full-time","1998","general elemantary","East Germany","42","0.0927710862067756","0.0636404234518951","0.121901748961656"
"Full-time","1998","middle vocational","West Germany","2290","0.409667385690835","0.395973264283479","0.423361507098192"
"Full-time","1998","middle vocational","East Germany","966","0.40157915175343","0.380632521822108","0.422525781684752"
"Full-time","1998","vocational + Abi","West Germany","239","0.523313737282658","0.476856434504982","0.569771040060335"
"Full-time","1998","vocational + Abi","East Germany","46","0.625916802540933","0.510906686780674","0.740926918301191"
"Full-time","1998","higher vocational","West Germany","349","0.532339015356914","0.492044107966771","0.572633922747057"
"Full-time","1998","higher vocational","East Germany","147","0.553093746764173","0.490062379119648","0.616125114408698"
"Full-time","1998","higher education","West Germany","741","0.635799192742922","0.607465143199842","0.664133242286002"
"Full-time","1998","higher education","East Germany","510","0.509586781677309","0.476387462756665","0.542786100597954"
"Part-time","1998","in school","West Germany","","","",""
"Part-time","1998","in school","East Germany","","","",""
"Part-time","1998","inadequately","West Germany","29","","",""
"Part-time","1998","inadequately","East Germany","","","",""
"Part-time","1998","general elemantary","West Germany","132","0.0539040496961667","0.0444242724391659","0.0633838269531674"
"Part-time","1998","general elemantary","East Germany","6","","",""
"Part-time","1998","middle vocational","West Germany","492","0.0967202111894353","0.0884894527800012","0.104950969598869"
"Part-time","1998","middle vocational","East Germany","112","0.0493588562002059","0.0401030112649935","0.0586147011354184"
"Part-time","1998","vocational + Abi","West Germany","46","0.135205967973955","0.103399834379795","0.167012101568115"
"Part-time","1998","vocational + Abi","East Germany","2","","",""
"Part-time","1998","higher vocational","West Germany","66","0.0982317298281882","0.0741956402101982","0.122267819446178"
"Part-time","1998","higher vocational","East Germany","9","","",""
"Part-time","1998","higher education","West Germany","110","0.109324469322107","0.0909507676594672","0.127698170984746"
"Part-time","1998","higher education","East Germany","73","0.079945144265949","0.0619339745026512","0.0979563140292467"
"Non-working","1998","in school","West Germany","215","0.949067313064605","0.920339429367288","0.977795196761921"
"Non-working","1998","in school","East Germany","105","0.95048819527534","0.909763055440446","0.991213335110233"
"Non-working","1998","inadequately","West Germany","253","0.548903183036384","0.502034052314364","0.595772313758404"
"Non-working","1998","inadequately","East Germany","9","","",""
"Non-working","1998","general elemantary","West Germany","1259","0.661848639058409","0.641989758939874","0.681707519176944"
"Non-working","1998","general elemantary","East Germany","226","0.706153879183702","0.660413974139317","0.751893784228087"
"Non-working","1998","middle vocational","West Germany","1958","0.456884796349588","0.44301342420461","0.470756168494566"
"Non-working","1998","middle vocational","East Germany","967","0.525968209581378","0.504632420713349","0.547303998449407"
"Non-working","1998","vocational + Abi","West Germany","132","0.28769339267681","0.24558632132219","0.32980046403143"
"Non-working","1998","vocational + Abi","East Germany","18","","",""
"Non-working","1998","higher vocational","West Germany","162","0.345116170978939","0.3067228896174","0.383509452340479"
"Non-working","1998","higher vocational","East Germany","78","0.405436331001123","0.343190587889108","0.467682074113137"
"Non-working","1998","higher education","West Germany","236","0.238280786120428","0.213195435348705","0.263366136892151"
"Non-working","1998","higher education","East Germany","275","0.394264922403813","0.361810458070987","0.426719386736638"
"Other","1998","in school","West Germany","9","","",""
"Other","1998","in school","East Germany","2","","",""
"Other","1998","inadequately","West Germany","20","","",""
"Other","1998","inadequately","East Germany","5","","",""
"Other","1998","general elemantary","West Germany","240","0.0909068832414462","0.0788392413754215","0.102974525107471"
"Other","1998","general elemantary","East Germany","107","0.187447138909482","0.148259344306507","0.226634933512457"
"Other","1998","middle vocational","West Germany","214","0.0367276067701409","0.0314899026443046","0.0419653108959773"
"Other","1998","middle vocational","East Germany","59","0.0230937824649861","0.0166757901101727","0.0295117748197995"
"Other","1998","vocational + Abi","West Germany","27","","",""
"Other","1998","vocational + Abi","East Germany","2","","",""
"Other","1998","higher vocational","West Germany","12","","",""
"Other","1998","higher vocational","East Germany","5","","",""
"Other","1998","higher education","West Germany","21","","",""
"Other","1998","higher education","East Germany","13","","",""
"Full-time","1999","in school","West Germany","2","","",""
"Full-time","1999","in school","East Germany","2","","",""
"Full-time","1999","inadequately","West Germany","124","0.344535479937442","0.298648333299538","0.390422626575345"
"Full-time","1999","inadequately","East Germany","1","","",""
"Full-time","1999","general elemantary","West Germany","520","0.190571528778984","0.173729394786132","0.207413662771836"
"Full-time","1999","general elemantary","East Germany","48","0.11396118179084","0.0816701837853561","0.146252179796324"
"Full-time","1999","middle vocational","West Germany","2291","0.424275676783981","0.410411931840773","0.438139421727189"
"Full-time","1999","middle vocational","East Germany","941","0.404558238071148","0.383496165292613","0.425620310849682"
"Full-time","1999","vocational + Abi","West Germany","232","0.505309206181305","0.458379226536658","0.552239185825953"
"Full-time","1999","vocational + Abi","East Germany","52","0.650333323204042","0.541683916749499","0.758982729658584"
"Full-time","1999","higher vocational","West Germany","340","0.531831362065089","0.491152171515508","0.572510552614669"
"Full-time","1999","higher vocational","East Germany","153","0.555051364214878","0.492823259217962","0.617279469211795"
"Full-time","1999","higher education","West Germany","758","0.645242128203205","0.617096303430713","0.673387952975697"
"Full-time","1999","higher education","East Germany","509","0.499919993043319","0.466522296519721","0.533317689566918"
"Part-time","1999","in school","West Germany","3","","",""
"Part-time","1999","in school","East Germany","","","",""
"Part-time","1999","inadequately","West Germany","30","0.0603866469010218","0.0373857627487618","0.0833875310532818"
"Part-time","1999","inadequately","East Germany","1","","",""
"Part-time","1999","general elemantary","West Germany","142","0.0547140744577763","0.0449617083742965","0.0644664405412561"
"Part-time","1999","general elemantary","East Germany","7","","",""
"Part-time","1999","middle vocational","West Germany","475","0.0928202613203134","0.0846803950892586","0.100960127551368"
"Part-time","1999","middle vocational","East Germany","135","0.0563294544415068","0.0464355226643354","0.0662233862186782"
"Part-time","1999","vocational + Abi","West Germany","46","0.105528284718263","0.0766897897258279","0.134366779710699"
"Part-time","1999","vocational + Abi","East Germany","4","","",""
"Part-time","1999","higher vocational","West Germany","69","0.104701405833309","0.0797414174092131","0.129661394257405"
"Part-time","1999","higher vocational","East Germany","11","","",""
"Part-time","1999","higher education","West Germany","108","0.0931622934604587","0.0760632635387953","0.110261323382122"
"Part-time","1999","higher education","East Germany","71","0.084066317569609","0.0655314476548542","0.102601187484364"
"Non-working","1999","in school","West Germany","189","0.853158958425642","0.805957010512161","0.900360906339123"
"Non-working","1999","in school","East Germany","102","0.957030415488569","0.918242459975031","0.995818371002107"
"Non-working","1999","inadequately","West Germany","235","0.510798906616017","0.462529921012378","0.559067892219657"
"Non-working","1999","inadequately","East Germany","10","","",""
"Non-working","1999","general elemantary","West Germany","1177","0.642623748235814","0.622073356672201","0.663174139799427"
"Non-working","1999","general elemantary","East Germany","209","0.662948653826821","0.61491290108995","0.710984406563692"
"Non-working","1999","middle vocational","West Germany","1842","0.435380528805015","0.42147262653674","0.44928843107329"
"Non-working","1999","middle vocational","East Germany","940","0.512278533176812","0.490828401958201","0.533728664395423"
"Non-working","1999","vocational + Abi","West Germany","130","0.3129547389985","0.269429788412053","0.356479689584947"
"Non-working","1999","vocational + Abi","East Germany","15","","",""
"Non-working","1999","higher vocational","West Germany","153","0.331483476466319","0.293106461871926","0.369860491060712"
"Non-working","1999","higher vocational","East Germany","78","0.400554500087591","0.339196568820997","0.461912431354184"
"Non-working","1999","higher education","West Germany","214","0.226418853355423","0.201798412035927","0.25103929467492"
"Non-working","1999","higher education","East Germany","261","0.392064352813053","0.359454112538007","0.424674593088099"
"Other","1999","in school","West Germany","22","","",""
"Other","1999","in school","East Germany","1","","",""
"Other","1999","inadequately","West Germany","23","","",""
"Other","1999","inadequately","East Germany","4","","",""
"Other","1999","general elemantary","West Germany","250","0.112090648527426","0.0985622036327176","0.125619093422133"
"Other","1999","general elemantary","East Germany","108","0.207523577792637","0.166313491952403","0.248733663632871"
"Other","1999","middle vocational","West Germany","274","0.0475235330906906","0.0415555073064789","0.0534915588749023"
"Other","1999","middle vocational","East Germany","70","0.0268337743105338","0.0198991117314877","0.0337684368895799"
"Other","1999","vocational + Abi","West Germany","28","","",""
"Other","1999","vocational + Abi","East Germany","3","","",""
"Other","1999","higher vocational","West Germany","16","","",""
"Other","1999","higher vocational","East Germany","3","","",""
"Other","1999","higher education","West Germany","30","0.035176724980913","0.0243389984271218","0.0460144515347043"
"Other","1999","higher education","East Germany","20","","",""
"Full-time","2000","in school","West Germany","1","","",""
"Full-time","2000","in school","East Germany","","","",""
"Full-time","2000","inadequately","West Germany","89","0.259032463651368","0.215327463388767","0.302737463913969"
"Full-time","2000","inadequately","East Germany","2","","",""
"Full-time","2000","general elemantary","West Germany","604","0.181381348058408","0.167735148339182","0.195027547777634"
"Full-time","2000","general elemantary","East Germany","28","","",""
"Full-time","2000","middle vocational","West Germany","4078","0.411767276725827","0.401927462422092","0.421607091029561"
"Full-time","2000","middle vocational","East Germany","1353","0.386787822190722","0.370090422289348","0.403485222092095"
"Full-time","2000","vocational + Abi","West Germany","508","0.503264512245767","0.472352604565871","0.534176419925662"
