"erwst","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Part-time","1995","Not Working","(2b) intermediate general qualification","1","","",""
"Part-time","1995","Not Working","(2a) intermediate vocational","10","","",""
"Part-time","1995","Not Working","(2c_gen) general maturity certificate","2","","",""
"Part-time","1995","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Part-time","1995","Not Working","(3a) lower tertiary education","","","",""
"Part-time","1995","Not Working","(3b) higher tertiary education","3","","",""
"Non-working","1995","Full Time","(0) in school","","","",""
"Non-working","1995","Full Time","(1a) inadequately completed","12","","",""
"Non-working","1995","Full Time","(1b) general elementary school","27","","",""
"Non-working","1995","Full Time","(1c) basic vocational qualification","80","0.0415965576809927","0.0323261865798363","0.0508669287821491"
"Non-working","1995","Full Time","(2b) intermediate general qualification","4","","",""
"Non-working","1995","Full Time","(2a) intermediate vocational","46","0.0281597662929177","0.0198378342378784","0.036481698347957"
"Non-working","1995","Full Time","(2c_gen) general maturity certificate","","","",""
"Non-working","1995","Full Time","(2c_voc) vocational maturity certificate","13","","",""
"Non-working","1995","Full Time","(3a) lower tertiary education","11","","",""
"Non-working","1995","Full Time","(3b) higher tertiary education","11","","",""
"Non-working","1995","Part Time","(0) in school","2","","",""
"Non-working","1995","Part Time","(1a) inadequately completed","34","0.292549183232872","0.208295935483447","0.376802430982298"
"Non-working","1995","Part Time","(1b) general elementary school","96","0.251544862554987","0.208536755789352","0.294552969320622"
"Non-working","1995","Part Time","(1c) basic vocational qualification","192","0.235400027855432","0.204666462547297","0.266133593163567"
"Non-working","1995","Part Time","(2b) intermediate general qualification","21","","",""
"Non-working","1995","Part Time","(2a) intermediate vocational","144","0.265265630890827","0.228991448883074","0.301539812898581"
"Non-working","1995","Part Time","(2c_gen) general maturity certificate","36","0.268121226057112","0.192263884709856","0.343978567404369"
"Non-working","1995","Part Time","(2c_voc) vocational maturity certificate","37","0.253443298953589","0.180605030509983","0.326281567397194"
"Non-working","1995","Part Time","(3a) lower tertiary education","20","","",""
"Non-working","1995","Part Time","(3b) higher tertiary education","25","","",""
"Non-working","1995","Not Working","(0) in school","257","0.970565046161025","0.950059476435801","0.991070615886248"
"Non-working","1995","Not Working","(1a) inadequately completed","293","0.978483404175312","0.962009236876483","0.99495757147414"
"Non-working","1995","Not Working","(1b) general elementary school","1063","0.989726130230927","0.983726040181763","0.995726220280092"
"Non-working","1995","Not Working","(1c) basic vocational qualification","1543","0.977648725729998","0.970389625946064","0.984907825513932"
"Non-working","1995","Not Working","(2b) intermediate general qualification","156","0.922847494296486","0.883313649494385","0.962381339098586"
"Non-working","1995","Not Working","(2a) intermediate vocational","517","0.944705519656453","0.925809555776271","0.963601483536634"
"Non-working","1995","Not Working","(2c_gen) general maturity certificate","208","0.951356486958672","0.922734331770954","0.97997864214639"
"Non-working","1995","Not Working","(2c_voc) vocational maturity certificate","152","0.940084043084399","0.903537595040285","0.976630491128514"
"Non-working","1995","Not Working","(3a) lower tertiary education","185","0.976531846965816","0.955118717733881","0.997944976197751"
"Non-working","1995","Not Working","(3b) higher tertiary education","163","0.924071503143657","0.885048863111261","0.963094143176053"
"Other","1995","Full Time","(0) in school","","","",""
"Other","1995","Full Time","(1a) inadequately completed","8","","",""
"Other","1995","Full Time","(1b) general elementary school","63","0.127238824629305","0.100280892599678","0.154196756658933"
"Other","1995","Full Time","(1c) basic vocational qualification","29","","",""
"Other","1995","Full Time","(2b) intermediate general qualification","89","0.418790182352282","0.346108298606789","0.491472066097775"
"Other","1995","Full Time","(2a) intermediate vocational","28","","",""
"Other","1995","Full Time","(2c_gen) general maturity certificate","37","0.279037385010036","0.199772085572334","0.358302684447739"
"Other","1995","Full Time","(2c_voc) vocational maturity certificate","4","","",""
"Other","1995","Full Time","(3a) lower tertiary education","3","","",""
"Other","1995","Full Time","(3b) higher tertiary education","9","","",""
"Other","1995","Part Time","(0) in school","1","","",""
"Other","1995","Part Time","(1a) inadequately completed","10","","",""
"Other","1995","Part Time","(1b) general elementary school","82","0.218455595760934","0.177499539762176","0.259411651759692"
"Other","1995","Part Time","(1c) basic vocational qualification","62","0.0948404773839884","0.0736152682283163","0.11606568653966"
"Other","1995","Part Time","(2b) intermediate general qualification","73","0.535010751648038","0.447573641607361","0.622447861688716"
"Other","1995","Part Time","(2a) intermediate vocational","44","0.080382702908834","0.0580430291661204","0.102722376651547"
"Other","1995","Part Time","(2c_gen) general maturity certificate","60","0.446015498772305","0.36089459506764","0.53113640247697"
"Other","1995","Part Time","(2c_voc) vocational maturity certificate","21","","",""
"Other","1995","Part Time","(3a) lower tertiary education","5","","",""
"Other","1995","Part Time","(3b) higher tertiary education","13","","",""
"Other","1995","Not Working","(0) in school","4","","",""
"Other","1995","Not Working","(1a) inadequately completed","1","","",""
"Other","1995","Not Working","(1b) general elementary school","9","","",""
"Other","1995","Not Working","(1c) basic vocational qualification","9","","",""
"Other","1995","Not Working","(2b) intermediate general qualification","15","","",""
"Other","1995","Not Working","(2a) intermediate vocational","14","","",""
"Other","1995","Not Working","(2c_gen) general maturity certificate","7","","",""
"Other","1995","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"Other","1995","Not Working","(3a) lower tertiary education","2","","",""
"Other","1995","Not Working","(3b) higher tertiary education","5","","",""
"Full-time","1996","Full Time","(0) in school","","","",""
"Full-time","1996","Full Time","(1a) inadequately completed","148","0.897633977737042","0.851381641460984","0.943886314013099"
"Full-time","1996","Full Time","(1b) general elementary school","420","0.779673887250735","0.744084647563643","0.815263126937826"
"Full-time","1996","Full Time","(1c) basic vocational qualification","1584","0.933975933115377","0.922202692001577","0.945749174229177"
"Full-time","1996","Full Time","(2b) intermediate general qualification","73","0.490287721610837","0.416222023103341","0.564353420118333"
"Full-time","1996","Full Time","(2a) intermediate vocational","1405","0.934527656649762","0.922108828157243","0.946946485142281"
"Full-time","1996","Full Time","(2c_gen) general maturity certificate","72","0.714564705399675","0.631661698512676","0.797467712286674"
"Full-time","1996","Full Time","(2c_voc) vocational maturity certificate","295","0.905301802821434","0.873069895315291","0.937533710327577"
"Full-time","1996","Full Time","(3a) lower tertiary education","509","0.946170765886642","0.927258294198589","0.965083237574694"
"Full-time","1996","Full Time","(3b) higher tertiary education","501","0.927284141535637","0.905301155690642","0.949267127380631"
"Full-time","1996","Part Time","(0) in school","","","",""
"Full-time","1996","Part Time","(1a) inadequately completed","51","0.297661993273912","0.219364614804475","0.37595937174335"
"Full-time","1996","Part Time","(1b) general elementary school","109","0.221512566494852","0.180766411684892","0.262258721304812"
"Full-time","1996","Part Time","(1c) basic vocational qualification","221","0.289324345312195","0.256719518867541","0.321929171756849"
"Full-time","1996","Part Time","(2b) intermediate general qualification","18","","",""
"Full-time","1996","Part Time","(2a) intermediate vocational","129","0.201629889397788","0.169255493306922","0.234004285488654"
"Full-time","1996","Part Time","(2c_gen) general maturity certificate","18","","",""
"Full-time","1996","Part Time","(2c_voc) vocational maturity certificate","33","0.221484722982867","0.152944739997231","0.290024705968504"
"Full-time","1996","Part Time","(3a) lower tertiary education","45","0.2659920225441","0.193570980714682","0.338413064373519"
"Full-time","1996","Part Time","(3b) higher tertiary education","81","0.358713175465796","0.290515257926152","0.426911093005439"
"Full-time","1996","Not Working","(0) in school","","","",""
"Full-time","1996","Not Working","(1a) inadequately completed","2","","",""
"Full-time","1996","Not Working","(1b) general elementary school","7","","",""
"Full-time","1996","Not Working","(1c) basic vocational qualification","22","","",""
"Full-time","1996","Not Working","(2b) intermediate general qualification","3","","",""
"Full-time","1996","Not Working","(2a) intermediate vocational","11","","",""
"Full-time","1996","Not Working","(2c_gen) general maturity certificate","3","","",""
"Full-time","1996","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","1996","Not Working","(3a) lower tertiary education","3","","",""
"Full-time","1996","Not Working","(3b) higher tertiary education","4","","",""
"Part-time","1996","Full Time","(0) in school","","","",""
"Part-time","1996","Full Time","(1a) inadequately completed","1","","",""
"Part-time","1996","Full Time","(1b) general elementary school","10","","",""
"Part-time","1996","Full Time","(1c) basic vocational qualification","26","","",""
"Part-time","1996","Full Time","(2b) intermediate general qualification","2","","",""
"Part-time","1996","Full Time","(2a) intermediate vocational","29","","",""
"Part-time","1996","Full Time","(2c_gen) general maturity certificate","3","","",""
"Part-time","1996","Full Time","(2c_voc) vocational maturity certificate","9","","",""
"Part-time","1996","Full Time","(3a) lower tertiary education","18","","",""
"Part-time","1996","Full Time","(3b) higher tertiary education","13","","",""
