"erwst","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Non-working","1992","Full Time","(3a) lower tertiary education","43","0.0612999486549651","0.0413609120154436","0.0812389852944866"
"Non-working","1992","Full Time","(3b) higher tertiary education","29","","",""
"Non-working","1992","Part Time","(0) in school","10","","",""
"Non-working","1992","Part Time","(1a) inadequately completed","40","0.410713844291634","0.317059495459871","0.504368193123396"
"Non-working","1992","Part Time","(1b) general elementary school","113","0.274859602558622","0.23190689452977","0.317812310587474"
"Non-working","1992","Part Time","(1c) basic vocational qualification","230","0.304960590625763","0.271332019240662","0.338589162010864"
"Non-working","1992","Part Time","(2b) intermediate general qualification","27","","",""
"Non-working","1992","Part Time","(2a) intermediate vocational","167","0.287068563034492","0.248770007309742","0.325367118759242"
"Non-working","1992","Part Time","(2c_gen) general maturity certificate","35","0.395426296781667","0.301904930753676","0.488947662809659"
"Non-working","1992","Part Time","(2c_voc) vocational maturity certificate","35","0.325685120346135","0.235182780237638","0.416187460454633"
"Non-working","1992","Part Time","(3a) lower tertiary education","48","0.264339632275509","0.196433279632237","0.332245984918781"
"Non-working","1992","Part Time","(3b) higher tertiary education","26","","",""
"Non-working","1992","Not Working","(0) in school","126","1","1","1"
"Non-working","1992","Not Working","(1a) inadequately completed","319","0.990426623376264","0.979840178612205","1.00101306814032"
"Non-working","1992","Not Working","(1b) general elementary school","1068","0.990937018711158","0.985300749268247","0.996573288154069"
"Non-working","1992","Not Working","(1c) basic vocational qualification","1381","0.987920657442471","0.982214687944817","0.993626626940126"
"Non-working","1992","Not Working","(2b) intermediate general qualification","190","0.960069368228396","0.93333198638887","0.986806750067922"
"Non-working","1992","Not Working","(2a) intermediate vocational","439","0.962368463942731","0.945052934896319","0.979683992989142"
"Non-working","1992","Not Working","(2c_gen) general maturity certificate","168","0.916863865430758","0.876753211762216","0.9569745190993"
"Non-working","1992","Not Working","(2c_voc) vocational maturity certificate","126","0.977161316381235","0.951481312680532","1.00284132008194"
"Non-working","1992","Not Working","(3a) lower tertiary education","144","0.966139342412105","0.937479753717361","0.994798931106849"
"Non-working","1992","Not Working","(3b) higher tertiary education","111","0.933031736290035","0.888307781928371","0.977755690651699"
"Other","1992","Full Time","(0) in school","","","",""
"Other","1992","Full Time","(1a) inadequately completed","11","","",""
"Other","1992","Full Time","(1b) general elementary school","87","0.127876464655597","0.104559645942848","0.151193283368346"
"Other","1992","Full Time","(1c) basic vocational qualification","20","","",""
"Other","1992","Full Time","(2b) intermediate general qualification","109","0.419582953516353","0.352518031974948","0.486647875057759"
"Other","1992","Full Time","(2a) intermediate vocational","22","","",""
"Other","1992","Full Time","(2c_gen) general maturity certificate","21","","",""
"Other","1992","Full Time","(2c_voc) vocational maturity certificate","8","","",""
"Other","1992","Full Time","(3a) lower tertiary education","3","","",""
"Other","1992","Full Time","(3b) higher tertiary education","4","","",""
"Other","1992","Part Time","(0) in school","9","","",""
"Other","1992","Part Time","(1a) inadequately completed","8","","",""
"Other","1992","Part Time","(1b) general elementary school","61","0.137693165847886","0.10454105778278","0.170845273912991"
"Other","1992","Part Time","(1c) basic vocational qualification","58","0.0858918613668756","0.0654247459859322","0.106358976747819"
"Other","1992","Part Time","(2b) intermediate general qualification","69","0.478962978687442","0.393417372641525","0.564508584733359"
"Other","1992","Part Time","(2a) intermediate vocational","33","0.0749226575746292","0.0526351601957446","0.0972101549535138"
"Other","1992","Part Time","(2c_gen) general maturity certificate","40","0.359935490179657","0.26812809816518","0.451742882194134"
"Other","1992","Part Time","(2c_voc) vocational maturity certificate","15","","",""
"Other","1992","Part Time","(3a) lower tertiary education","5","","",""
"Other","1992","Part Time","(3b) higher tertiary education","10","","",""
"Other","1992","Not Working","(0) in school","","","",""
"Other","1992","Not Working","(1a) inadequately completed","1","","",""
"Other","1992","Not Working","(1b) general elementary school","8","","",""
"Other","1992","Not Working","(1c) basic vocational qualification","6","","",""
"Other","1992","Not Working","(2b) intermediate general qualification","13","","",""
"Other","1992","Not Working","(2a) intermediate vocational","11","","",""
"Other","1992","Not Working","(2c_gen) general maturity certificate","5","","",""
"Other","1992","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"Other","1992","Not Working","(3a) lower tertiary education","3","","",""
"Other","1992","Not Working","(3b) higher tertiary education","2","","",""
"Full-time","1993","Full Time","(0) in school","","","",""
"Full-time","1993","Full Time","(1a) inadequately completed","248","0.850125275206594","0.808013920423169","0.892236629990019"
"Full-time","1993","Full Time","(1b) general elementary school","616","0.824321323889721","0.796639954361298","0.852002693418144"
"Full-time","1993","Full Time","(1c) basic vocational qualification","1865","0.927342798515737","0.915995054057276","0.938690542974197"
"Full-time","1993","Full Time","(2b) intermediate general qualification","83","0.53927520149673","0.469314073252902","0.609236329740558"
"Full-time","1993","Full Time","(2a) intermediate vocational","1431","0.92963467848816","0.916889719850514","0.942379637125807"
"Full-time","1993","Full Time","(2c_gen) general maturity certificate","67","0.741741313890574","0.653729698626059","0.829752929155089"
"Full-time","1993","Full Time","(2c_voc) vocational maturity certificate","256","0.922250867109565","0.890829990112475","0.953671744106655"
"Full-time","1993","Full Time","(3a) lower tertiary education","505","0.946972492031031","0.928019392689092","0.96592559137297"
"Full-time","1993","Full Time","(3b) higher tertiary education","447","0.93991727761002","0.918658069169119","0.961176486050921"
"Full-time","1993","Part Time","(0) in school","","","",""
"Full-time","1993","Part Time","(1a) inadequately completed","23","","",""
"Full-time","1993","Part Time","(1b) general elementary school","93","0.180772708699237","0.144142971623391","0.217402445775082"
"Full-time","1993","Part Time","(1c) basic vocational qualification","153","0.208804276132884","0.178321859193896","0.239286693071872"
"Full-time","1993","Part Time","(2b) intermediate general qualification","14","","",""
"Full-time","1993","Part Time","(2a) intermediate vocational","123","0.22572506893502","0.18922696369885","0.262223174171189"
"Full-time","1993","Part Time","(2c_gen) general maturity certificate","12","","",""
"Full-time","1993","Part Time","(2c_voc) vocational maturity certificate","23","","",""
"Full-time","1993","Part Time","(3a) lower tertiary education","51","0.393792702329103","0.308481270625742","0.479104134032464"
"Full-time","1993","Part Time","(3b) higher tertiary education","79","0.413213170598015","0.339409613774181","0.487016727421849"
"Full-time","1993","Not Working","(0) in school","","","",""
"Full-time","1993","Not Working","(1a) inadequately completed","7","","",""
"Full-time","1993","Not Working","(1b) general elementary school","10","","",""
"Full-time","1993","Not Working","(1c) basic vocational qualification","19","","",""
"Full-time","1993","Not Working","(2b) intermediate general qualification","2","","",""
"Full-time","1993","Not Working","(2a) intermediate vocational","20","","",""
"Full-time","1993","Not Working","(2c_gen) general maturity certificate","2","","",""
"Full-time","1993","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","1993","Not Working","(3a) lower tertiary education","5","","",""
"Full-time","1993","Not Working","(3b) higher tertiary education","6","","",""
"Part-time","1993","Full Time","(0) in school","","","",""
"Part-time","1993","Full Time","(1a) inadequately completed","5","","",""
"Part-time","1993","Full Time","(1b) general elementary school","4","","",""
"Part-time","1993","Full Time","(1c) basic vocational qualification","25","","",""
"Part-time","1993","Full Time","(2b) intermediate general qualification","2","","",""
"Part-time","1993","Full Time","(2a) intermediate vocational","28","","",""
"Part-time","1993","Full Time","(2c_gen) general maturity certificate","1","","",""
"Part-time","1993","Full Time","(2c_voc) vocational maturity certificate","4","","",""
"Part-time","1993","Full Time","(3a) lower tertiary education","14","","",""
"Part-time","1993","Full Time","(3b) higher tertiary education","9","","",""
"Part-time","1993","Part Time","(0) in school","1","","",""
"Part-time","1993","Part Time","(1a) inadequately completed","36","0.292590400982687","0.20205306004087","0.383127741924504"
"Part-time","1993","Part Time","(1b) general elementary school","151","0.425630866883561","0.378568120534849","0.472693613232273"
"Part-time","1993","Part Time","(1c) basic vocational qualification","242","0.383165564575188","0.346705680760003","0.419625448390374"
"Part-time","1993","Part Time","(2b) intermediate general qualification","21","","",""
"Part-time","1993","Part Time","(2a) intermediate vocational","183","0.405665203308421","0.36279729628254","0.448533110334302"
"Part-time","1993","Part Time","(2c_gen) general maturity certificate","23","","",""
"Part-time","1993","Part Time","(2c_voc) vocational maturity certificate","33","0.299475683021415","0.216833938354695","0.382117427688134"
"Part-time","1993","Part Time","(3a) lower tertiary education","42","0.330118101252525","0.248007995961753","0.412228206543297"
"Part-time","1993","Part Time","(3b) higher tertiary education","46","0.317869254899413","0.248076858581424","0.387661651217401"
"Part-time","1993","Not Working","(0) in school","","","",""
"Part-time","1993","Not Working","(1a) inadequately completed","2","","",""
"Part-time","1993","Not Working","(1b) general elementary school","4","","",""
"Part-time","1993","Not Working","(1c) basic vocational qualification","10","","",""
"Part-time","1993","Not Working","(2b) intermediate general qualification","3","","",""
"Part-time","1993","Not Working","(2a) intermediate vocational","5","","",""
"Part-time","1993","Not Working","(2c_gen) general maturity certificate","","","",""
"Part-time","1993","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Part-time","1993","Not Working","(3a) lower tertiary education","4","","",""
"Part-time","1993","Not Working","(3b) higher tertiary education","3","","",""
"Non-working","1993","Full Time","(0) in school","","","",""
"Non-working","1993","Full Time","(1a) inadequately completed","10","","",""
"Non-working","1993","Full Time","(1b) general elementary school","29","","",""
"Non-working","1993","Full Time","(1c) basic vocational qualification","97","0.0496420177481582","0.0401465057151953","0.059137529781121"
"Non-working","1993","Full Time","(2b) intermediate general qualification","2","","",""
"Non-working","1993","Full Time","(2a) intermediate vocational","64","0.0402767500212252","0.0304795234437434","0.050073976598707"
"Non-working","1993","Full Time","(2c_gen) general maturity certificate","2","","",""
"Non-working","1993","Full Time","(2c_voc) vocational maturity certificate","12","","",""
"Non-working","1993","Full Time","(3a) lower tertiary education","15","","",""
"Non-working","1993","Full Time","(3b) higher tertiary education","20","","",""
"Non-working","1993","Part Time","(0) in school","7","","",""
"Non-working","1993","Part Time","(1a) inadequately completed","28","","",""
"Non-working","1993","Part Time","(1b) general elementary school","113","0.23480847313763","0.194461856558406","0.275155089716854"
"Non-working","1993","Part Time","(1c) basic vocational qualification","219","0.297555821963647","0.263268949350633","0.33184269457666"
"Non-working","1993","Part Time","(2b) intermediate general qualification","28","","",""
"Non-working","1993","Part Time","(2a) intermediate vocational","167","0.298110159035196","0.25817497508883","0.338045342981561"
"Non-working","1993","Part Time","(2c_gen) general maturity certificate","61","0.442520891856016","0.361954697272169","0.523087086439863"
"Non-working","1993","Part Time","(2c_voc) vocational maturity certificate","45","0.287110123399867","0.20548148279785","0.368738764001884"
"Non-working","1993","Part Time","(3a) lower tertiary education","30","0.231694937316339","0.158025400710837","0.305364473921841"
"Non-working","1993","Part Time","(3b) higher tertiary education","36","0.188244690665017","0.129654626618186","0.246834754711849"
"Non-working","1993","Not Working","(0) in school","118","0.987137151685142","0.966891491968954","1.00738281140133"
"Non-working","1993","Not Working","(1a) inadequately completed","344","0.959491419925732","0.938954253715406","0.980028586136057"
"Non-working","1993","Not Working","(1b) general elementary school","1036","0.988466339821902","0.982029464228407","0.994903215415397"
"Non-working","1993","Not Working","(1c) basic vocational qualification","1450","0.979014644418168","0.971739158079156","0.98629013075718"
"Non-working","1993","Not Working","(2b) intermediate general qualification","184","0.947535236596724","0.91671176107425","0.978358712119197"
"Non-working","1993","Not Working","(2a) intermediate vocational","487","0.941182220483275","0.921282264402017","0.961082176564533"
"Non-working","1993","Not Working","(2c_gen) general maturity certificate","154","0.966057609247669","0.938258747346758","0.993856471148581"
"Non-working","1993","Not Working","(2c_voc) vocational maturity certificate","110","0.906489823767296","0.854179728061635","0.958799919472957"
"Non-working","1993","Not Working","(3a) lower tertiary education","174","0.937711334201565","0.902979260343889","0.97244340805924"
"Non-working","1993","Not Working","(3b) higher tertiary education","127","0.949710321281838","0.913509445048159","0.985911197515518"
"Other","1993","Full Time","(0) in school","","","",""
"Other","1993","Full Time","(1a) inadequately completed","13","","",""
"Other","1993","Full Time","(1b) general elementary school","77","0.13367141424294","0.108917699920644","0.158425128565236"
"Other","1993","Full Time","(1c) basic vocational qualification","23","","",""
"Other","1993","Full Time","(2b) intermediate general qualification","108","0.44147508123582","0.371779513537159","0.51117064893448"
"Other","1993","Full Time","(2a) intermediate vocational","24","","",""
"Other","1993","Full Time","(2c_gen) general maturity certificate","25","","",""
"Other","1993","Full Time","(2c_voc) vocational maturity certificate","7","","",""
"Other","1993","Full Time","(3a) lower tertiary education","3","","",""
"Other","1993","Full Time","(3b) higher tertiary education","4","","",""
"Other","1993","Part Time","(0) in school","1","","",""
"Other","1993","Part Time","(1a) inadequately completed","10","","",""
"Other","1993","Part Time","(1b) general elementary school","67","0.158787951279572","0.124000174263849","0.193575728295295"
"Other","1993","Part Time","(1c) basic vocational qualification","69","0.110474337328281","0.0869646050941803","0.133984069562382"
"Other","1993","Part Time","(2b) intermediate general qualification","63","0.401580258929124","0.315984558105944","0.487175959752305"
"Other","1993","Part Time","(2a) intermediate vocational","31","0.0704995687213635","0.0481509415390054","0.0928481959037215"
"Other","1993","Part Time","(2c_gen) general maturity certificate","50","0.308299683690864","0.233393583034594","0.383205784347134"
"Other","1993","Part Time","(2c_voc) vocational maturity certificate","17","","",""
"Other","1993","Part Time","(3a) lower tertiary education","3","","",""
"Other","1993","Part Time","(3b) higher tertiary education","10","","",""
"Other","1993","Not Working","(0) in school","1","","",""
"Other","1993","Not Working","(1a) inadequately completed","1","","",""
"Other","1993","Not Working","(1b) general elementary school","7","","",""
"Other","1993","Not Working","(1c) basic vocational qualification","12","","",""
"Other","1993","Not Working","(2b) intermediate general qualification","12","","",""
"Other","1993","Not Working","(2a) intermediate vocational","25","","",""
"Other","1993","Not Working","(2c_gen) general maturity certificate","7","","",""
"Other","1993","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Other","1993","Not Working","(3a) lower tertiary education","3","","",""
"Other","1993","Not Working","(3b) higher tertiary education","4","","",""
"Full-time","1994","Full Time","(0) in school","","","",""
"Full-time","1994","Full Time","(1a) inadequately completed","211","0.855297118088839","0.810881402407614","0.899712833770063"
"Full-time","1994","Full Time","(1b) general elementary school","524","0.807248957708251","0.776495661878729","0.838002253537773"
"Full-time","1994","Full Time","(1c) basic vocational qualification","1722","0.938386776707421","0.927423887831352","0.94934966558349"
"Full-time","1994","Full Time","(2b) intermediate general qualification","83","0.548877159722244","0.477365541394315","0.620388778050173"
"Full-time","1994","Full Time","(2a) intermediate vocational","1420","0.930983455920745","0.918319296551548","0.943647615289942"
"Full-time","1994","Full Time","(2c_gen) general maturity certificate","69","0.686689861380734","0.5983894553864","0.774990267375068"
"Full-time","1994","Full Time","(2c_voc) vocational maturity certificate","251","0.925817828751984","0.894730793352101","0.956904864151867"
"Full-time","1994","Full Time","(3a) lower tertiary education","500","0.959634646670973","0.942862927037746","0.976406366304199"
"Full-time","1994","Full Time","(3b) higher tertiary education","475","0.965984529725466","0.950031962693355","0.981937096757576"
"Full-time","1994","Part Time","(0) in school","","","",""
"Full-time","1994","Part Time","(1a) inadequately completed","33","0.320535186134704","0.232109682271757","0.40896068999765"
"Full-time","1994","Part Time","(1b) general elementary school","72","0.141803083249991","0.107002161211363","0.176604005288619"
"Full-time","1994","Part Time","(1c) basic vocational qualification","166","0.207938674734039","0.177186058259396","0.238691291208681"
"Full-time","1994","Part Time","(2b) intermediate general qualification","12","","",""
"Full-time","1994","Part Time","(2a) intermediate vocational","123","0.205325916456251","0.170130246018187","0.240521586894315"
"Full-time","1994","Part Time","(2c_gen) general maturity certificate","11","","",""
"Full-time","1994","Part Time","(2c_voc) vocational maturity certificate","27","","",""
"Full-time","1994","Part Time","(3a) lower tertiary education","31","0.224399847954972","0.151265177895939","0.297534518014006"
"Full-time","1994","Part Time","(3b) higher tertiary education","77","0.389721853086275","0.314155338988403","0.465288367184147"
"Full-time","1994","Not Working","(0) in school","","","",""
"Full-time","1994","Not Working","(1a) inadequately completed","1","","",""
"Full-time","1994","Not Working","(1b) general elementary school","8","","",""
"Full-time","1994","Not Working","(1c) basic vocational qualification","19","","",""
"Full-time","1994","Not Working","(2b) intermediate general qualification","1","","",""
"Full-time","1994","Not Working","(2a) intermediate vocational","10","","",""
"Full-time","1994","Not Working","(2c_gen) general maturity certificate","3","","",""
"Full-time","1994","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Full-time","1994","Not Working","(3a) lower tertiary education","6","","",""
"Full-time","1994","Not Working","(3b) higher tertiary education","8","","",""
"Part-time","1994","Full Time","(0) in school","","","",""
"Part-time","1994","Full Time","(1a) inadequately completed","1","","",""
"Part-time","1994","Full Time","(1b) general elementary school","6","","",""
"Part-time","1994","Full Time","(1c) basic vocational qualification","25","","",""
"Part-time","1994","Full Time","(2b) intermediate general qualification","1","","",""
"Part-time","1994","Full Time","(2a) intermediate vocational","30","0.019611713656232","0.0126840688930958","0.0265393584193682"
"Part-time","1994","Full Time","(2c_gen) general maturity certificate","","","",""
"Part-time","1994","Full Time","(2c_voc) vocational maturity certificate","5","","",""
"Part-time","1994","Full Time","(3a) lower tertiary education","12","","",""
"Part-time","1994","Full Time","(3b) higher tertiary education","10","","",""
"Part-time","1994","Part Time","(0) in school","1","","",""
"Part-time","1994","Part Time","(1a) inadequately completed","36","0.340294716948473","0.25051901974639","0.430070414150556"
"Part-time","1994","Part Time","(1b) general elementary school","128","0.367311536709021","0.319220218559409","0.415402854858634"
"Part-time","1994","Part Time","(1c) basic vocational qualification","231","0.37693612187923","0.340213371709305","0.413658872049154"
"Part-time","1994","Part Time","(2b) intermediate general qualification","21","","",""
"Part-time","1994","Part Time","(2a) intermediate vocational","186","0.413005536565703","0.370104501356125","0.455906571775281"
"Part-time","1994","Part Time","(2c_gen) general maturity certificate","19","","",""
"Part-time","1994","Part Time","(2c_voc) vocational maturity certificate","33","0.335310341206521","0.246682988553059","0.423937693859983"
"Part-time","1994","Part Time","(3a) lower tertiary education","53","0.363372030009834","0.279055701024872","0.447688358994795"
"Part-time","1994","Part Time","(3b) higher tertiary education","45","0.314729093440954","0.242769667162816","0.386688519719092"
"Part-time","1994","Not Working","(0) in school","","","",""
"Part-time","1994","Not Working","(1a) inadequately completed","2","","",""
"Part-time","1994","Not Working","(1b) general elementary school","4","","",""
"Part-time","1994","Not Working","(1c) basic vocational qualification","10","","",""
"Part-time","1994","Not Working","(2b) intermediate general qualification","","","",""
"Part-time","1994","Not Working","(2a) intermediate vocational","5","","",""
"Part-time","1994","Not Working","(2c_gen) general maturity certificate","1","","",""
"Part-time","1994","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Part-time","1994","Not Working","(3a) lower tertiary education","1","","",""
"Part-time","1994","Not Working","(3b) higher tertiary education","1","","",""
"Non-working","1994","Full Time","(0) in school","","","",""
"Non-working","1994","Full Time","(1a) inadequately completed","18","","",""
"Non-working","1994","Full Time","(1b) general elementary school","35","0.0558411519805825","0.0379396582769268","0.0737426456842382"
"Non-working","1994","Full Time","(1c) basic vocational qualification","82","0.0410052957382713","0.0319641142682145","0.0500464772083281"
"Non-working","1994","Full Time","(2b) intermediate general qualification","9","","",""
"Non-working","1994","Full Time","(2a) intermediate vocational","69","0.037381571350309","0.027904271016831","0.0468588716837869"
"Non-working","1994","Full Time","(2c_gen) general maturity certificate","4","","",""
"Non-working","1994","Full Time","(2c_voc) vocational maturity certificate","13","","",""
"Non-working","1994","Full Time","(3a) lower tertiary education","14","","",""
"Non-working","1994","Full Time","(3b) higher tertiary education","5","","",""
"Non-working","1994","Part Time","(0) in school","5","","",""
"Non-working","1994","Part Time","(1a) inadequately completed","26","","",""
"Non-working","1994","Part Time","(1b) general elementary school","128","0.326703787013659","0.279915773260995","0.373491800766324"
"Non-working","1994","Part Time","(1c) basic vocational qualification","212","0.321747895673407","0.286349101808948","0.357146689537866"
"Non-working","1994","Part Time","(2b) intermediate general qualification","26","","",""
"Non-working","1994","Part Time","(2a) intermediate vocational","149","0.27858010966388","0.239519237046888","0.317640982280872"
"Non-working","1994","Part Time","(2c_gen) general maturity certificate","25","","",""
"Non-working","1994","Part Time","(2c_voc) vocational maturity certificate","28","","",""
"Non-working","1994","Part Time","(3a) lower tertiary education","32","0.273123497862437","0.195014164333606","0.351232831391269"
"Non-working","1994","Part Time","(3b) higher tertiary education","27","","",""
"Non-working","1994","Not Working","(0) in school","195","0.991853409166242","0.979269031228967","1.00443778710352"
"Non-working","1994","Not Working","(1a) inadequately completed","295","0.973707482524321","0.955631780120689","0.991783184927954"
"Non-working","1994","Not Working","(1b) general elementary school","1032","0.990151999198833","0.98418203529897","0.996121963098695"
"Non-working","1994","Not Working","(1c) basic vocational qualification","1517","0.98209533009544","0.975512918792975","0.988677741397905"
"Non-working","1994","Not Working","(2b) intermediate general qualification","159","0.980605282694115","0.95968927963844","1.00152128574979"
"Non-working","1994","Not Working","(2a) intermediate vocational","515","0.959361525856011","0.942769153455093","0.975953898256928"
"Non-working","1994","Not Working","(2c_gen) general maturity certificate","181","0.937257288767374","0.903394241882361","0.971120335652387"
"Non-working","1994","Not Working","(2c_voc) vocational maturity certificate","135","0.925889860887006","0.882805227956392","0.968974493817619"
"Non-working","1994","Not Working","(3a) lower tertiary education","186","0.962160772814795","0.935583497930802","0.988738047698788"
"Non-working","1994","Not Working","(3b) higher tertiary education","136","0.946601226627051","0.910379728800258","0.982822724453845"
"Other","1994","Full Time","(0) in school","1","","",""
"Other","1994","Full Time","(1a) inadequately completed","11","","",""
"Other","1994","Full Time","(1b) general elementary school","67","0.124927857807848","0.099150338100339","0.150705377515357"
"Other","1994","Full Time","(1c) basic vocational qualification","19","","",""
"Other","1994","Full Time","(2b) intermediate general qualification","93","0.38921079104582","0.319141175747663","0.459280406343976"
"Other","1994","Full Time","(2a) intermediate vocational","20","","",""
"Other","1994","Full Time","(2c_gen) general maturity certificate","33","0.272637828368148","0.187863653638249","0.357412003098047"
"Other","1994","Full Time","(2c_voc) vocational maturity certificate","4","","",""
"Other","1994","Full Time","(3a) lower tertiary education","3","","",""
"Other","1994","Full Time","(3b) higher tertiary education","6","","",""
"Other","1994","Part Time","(0) in school","","","",""
"Other","1994","Part Time","(1a) inadequately completed","12","","",""
"Other","1994","Part Time","(1b) general elementary school","58","0.164181593027328","0.127226641503129","0.201136544551528"
"Other","1994","Part Time","(1c) basic vocational qualification","60","0.0933773077133248","0.0713293179458797","0.11542529748077"
"Other","1994","Part Time","(2b) intermediate general qualification","58","0.458929286634642","0.368636083371121","0.549222489898163"
"Other","1994","Part Time","(2a) intermediate vocational","48","0.103088437314166","0.0765941267858089","0.129582747842524"
"Other","1994","Part Time","(2c_gen) general maturity certificate","49","0.451109326753113","0.355474681734036","0.546743971772191"
"Other","1994","Part Time","(2c_voc) vocational maturity certificate","21","","",""
"Other","1994","Part Time","(3a) lower tertiary education","9","","",""
"Other","1994","Part Time","(3b) higher tertiary education","11","","",""
"Other","1994","Not Working","(0) in school","1","","",""
"Other","1994","Not Working","(1a) inadequately completed","3","","",""
"Other","1994","Not Working","(1b) general elementary school","7","","",""
"Other","1994","Not Working","(1c) basic vocational qualification","13","","",""
"Other","1994","Not Working","(2b) intermediate general qualification","7","","",""
"Other","1994","Not Working","(2a) intermediate vocational","14","","",""
"Other","1994","Not Working","(2c_gen) general maturity certificate","12","","",""
"Other","1994","Not Working","(2c_voc) vocational maturity certificate","3","","",""
"Other","1994","Not Working","(3a) lower tertiary education","5","","",""
"Other","1994","Not Working","(3b) higher tertiary education","3","","",""
"Full-time","1995","Full Time","(0) in school","1","","",""
"Full-time","1995","Full Time","(1a) inadequately completed","187","0.860062124489744","0.813028602892924","0.907095646086564"
"Full-time","1995","Full Time","(1b) general elementary school","491","0.80814258203122","0.776288702479554","0.839996461582886"
"Full-time","1995","Full Time","(1c) basic vocational qualification","1644","0.929375675617124","0.917480604440379","0.941270746793869"
"Full-time","1995","Full Time","(2b) intermediate general qualification","81","0.562873219214974","0.489797944261433","0.635948494168514"
"Full-time","1995","Full Time","(2a) intermediate vocational","1419","0.940562935607427","0.928668747262766","0.952457123952088"
"Full-time","1995","Full Time","(2c_gen) general maturity certificate","81","0.684778305394369","0.602671608421847","0.766885002366891"
"Full-time","1995","Full Time","(2c_voc) vocational maturity certificate","285","0.919593391223344","0.889175948643335","0.950010833803354"
"Full-time","1995","Full Time","(3a) lower tertiary education","502","0.946920330901044","0.927887415794602","0.965953246007486"
"Full-time","1995","Full Time","(3b) higher tertiary education","503","0.941759080378212","0.921913892258263","0.961604268498162"
"Full-time","1995","Part Time","(0) in school","","","",""
"Full-time","1995","Part Time","(1a) inadequately completed","34","0.308567179621746","0.22302330044959","0.394111058793902"
"Full-time","1995","Part Time","(1b) general elementary school","102","0.208432374011349","0.168171211394715","0.248693536627984"
"Full-time","1995","Part Time","(1c) basic vocational qualification","223","0.303973705211297","0.270652294275036","0.337295116147558"
"Full-time","1995","Part Time","(2b) intermediate general qualification","17","","",""
"Full-time","1995","Part Time","(2a) intermediate vocational","161","0.238583415639979","0.203562842476243","0.273603988803715"
"Full-time","1995","Part Time","(2c_gen) general maturity certificate","17","","",""
"Full-time","1995","Part Time","(2c_voc) vocational maturity certificate","36","0.274624862192008","0.199887276138133","0.349362448245882"
"Full-time","1995","Part Time","(3a) lower tertiary education","54","0.378291821894933","0.298244777470869","0.458338866318997"
"Full-time","1995","Part Time","(3b) higher tertiary education","81","0.360267662866408","0.291088704281353","0.429446621451464"
"Full-time","1995","Not Working","(0) in school","","","",""
"Full-time","1995","Not Working","(1a) inadequately completed","4","","",""
"Full-time","1995","Not Working","(1b) general elementary school","11","","",""
"Full-time","1995","Not Working","(1c) basic vocational qualification","30","0.0146858123192928","0.00877868191765274","0.0205929427209329"
"Full-time","1995","Not Working","(2b) intermediate general qualification","3","","",""
"Full-time","1995","Not Working","(2a) intermediate vocational","21","","",""
"Full-time","1995","Not Working","(2c_gen) general maturity certificate","","","",""
"Full-time","1995","Not Working","(2c_voc) vocational maturity certificate","5","","",""
"Full-time","1995","Not Working","(3a) lower tertiary education","5","","",""
"Full-time","1995","Not Working","(3b) higher tertiary education","6","","",""
"Part-time","1995","Full Time","(0) in school","","","",""
"Part-time","1995","Full Time","(1a) inadequately completed","2","","",""
"Part-time","1995","Full Time","(1b) general elementary school","6","","",""
"Part-time","1995","Full Time","(1c) basic vocational qualification","29","","",""
"Part-time","1995","Full Time","(2b) intermediate general qualification","3","","",""
"Part-time","1995","Full Time","(2a) intermediate vocational","25","","",""
"Part-time","1995","Full Time","(2c_gen) general maturity certificate","5","","",""
"Part-time","1995","Full Time","(2c_voc) vocational maturity certificate","5","","",""
"Part-time","1995","Full Time","(3a) lower tertiary education","17","","",""
"Part-time","1995","Full Time","(3b) higher tertiary education","12","","",""
"Part-time","1995","Part Time","(0) in school","","","",""
"Part-time","1995","Part Time","(1a) inadequately completed","34","0.24217387323597","0.16283472923298","0.321513017238961"
"Part-time","1995","Part Time","(1b) general elementary school","111","0.32156716767273","0.275270579045713","0.367863756299746"
"Part-time","1995","Part Time","(1c) basic vocational qualification","255","0.365785789549283","0.330893943336735","0.400677635761831"
"Part-time","1995","Part Time","(2b) intermediate general qualification","14","","",""
"Part-time","1995","Part Time","(2a) intermediate vocational","220","0.41576825056036","0.375272430679695","0.456264070441025"
"Part-time","1995","Part Time","(2c_gen) general maturity certificate","18","","",""
"Part-time","1995","Part Time","(2c_voc) vocational maturity certificate","43","0.308207001387576","0.230886058977114","0.385527943798039"
"Part-time","1995","Part Time","(3a) lower tertiary education","62","0.430013027408213","0.348296141886305","0.511729912930121"
"Part-time","1995","Part Time","(3b) higher tertiary education","66","0.389845549411656","0.319566090555016","0.460125008268297"
"Part-time","1995","Not Working","(0) in school","","","",""
"Part-time","1995","Not Working","(1a) inadequately completed","","","",""
"Part-time","1995","Not Working","(1b) general elementary school","2","","",""
"Part-time","1995","Not Working","(1c) basic vocational qualification","11","","",""
